game,2010,11,20101122,201011220sdg,den,"Denver Broncos",14,sdg,"San Diego Chargers",35
player,201011220sdg,den,OrtoKy00,rush_long,4,,,,,
player,201011220sdg,den,OrtoKy00,targets,0,,,,,
player,201011220sdg,den,OrtoKy00,rec,0,,,,,
player,201011220sdg,den,OrtoKy00,rec_yds,0,,,,,
player,201011220sdg,den,OrtoKy00,rec_td,0,,,,,
player,201011220sdg,den,OrtoKy00,rec_long,0,,,,,
player,201011220sdg,den,OrtoKy00,fumbles,0,,,,,
player,201011220sdg,den,OrtoKy00,fumbles_lost,,,,,,
player,201011220sdg,den,MoreKn00,pass_cmp,0,,,,,
player,201011220sdg,den,MoreKn00,pass_att,0,,,,,
player,201011220sdg,den,MoreKn00,pass_yds,0,,,,,
player,201011220sdg,den,MoreKn00,pass_td,0,,,,,
player,201011220sdg,den,MoreKn00,pass_int,0,,,,,
player,201011220sdg,den,MoreKn00,pass_sacked,,,,,,
player,201011220sdg,den,MoreKn00,pass_sacked_yds,,,,,,
player,201011220sdg,den,MoreKn00,pass_long,0,,,,,
player,201011220sdg,den,MoreKn00,pass_rating,,,,,,
player,201011220sdg,den,MoreKn00,rush_att,13,,,,,
player,201011220sdg,den,MoreKn00,rush_yds,58,,,,,
player,201011220sdg,den,MoreKn00,rush_td,1,,,,,
player,201011220sdg,den,MoreKn00,rush_long,12,,,,,
player,201011220sdg,den,MoreKn00,targets,7,,,,,
player,201011220sdg,den,MoreKn00,rec,7,,,,,
player,201011220sdg,den,MoreKn00,rec_yds,62,,,,,
player,201011220sdg,den,MoreKn00,rec_td,0,,,,,
player,201011220sdg,den,MoreKn00,rec_long,19,,,,,
player,201011220sdg,den,MoreKn00,fumbles,0,,,,,
player,201011220sdg,den,MoreKn00,fumbles_lost,,,,,,
player,201011220sdg,den,BallLa00,pass_cmp,0,,,,,
player,201011220sdg,den,BallLa00,pass_att,0,,,,,
player,201011220sdg,den,BallLa00,pass_yds,0,,,,,
player,201011220sdg,den,BallLa00,pass_td,0,,,,,
player,201011220sdg,den,BallLa00,pass_int,0,,,,,
player,201011220sdg,den,BallLa00,pass_sacked,,,,,,
player,201011220sdg,den,BallLa00,pass_sacked_yds,,,,,,
player,201011220sdg,den,BallLa00,pass_long,0,,,,,
player,201011220sdg,den,BallLa00,pass_rating,,,,,,
player,201011220sdg,den,BallLa00,rush_att,1,,,,,
player,201011220sdg,den,BallLa00,rush_yds,1,,,,,
player,201011220sdg,den,BallLa00,rush_td,0,,,,,
player,201011220sdg,den,BallLa00,rush_long,1,,,,,
player,201011220sdg,den,BallLa00,targets,0,,,,,
player,201011220sdg,den,BallLa00,rec,0,,,,,
player,201011220sdg,den,BallLa00,rec_yds,0,,,,,
player,201011220sdg,den,BallLa00,rec_td,0,,,,,
player,201011220sdg,den,BallLa00,rec_long,0,,,,,
player,201011220sdg,den,BallLa00,fumbles,0,,,,,
player,201011220sdg,den,BallLa00,fumbles_lost,,,,,,
player,201011220sdg,den,LloyBr00,pass_cmp,0,,,,,
player,201011220sdg,den,LloyBr00,pass_att,0,,,,,
player,201011220sdg,den,LloyBr00,pass_yds,0,,,,,
player,201011220sdg,den,LloyBr00,pass_td,0,,,,,
player,201011220sdg,den,LloyBr00,pass_int,0,,,,,
player,201011220sdg,den,LloyBr00,pass_sacked,,,,,,
player,201011220sdg,den,LloyBr00,pass_sacked_yds,,,,,,
player,201011220sdg,den,LloyBr00,pass_long,0,,,,,
player,201011220sdg,den,LloyBr00,pass_rating,,,,,,
player,201011220sdg,den,LloyBr00,rush_att,0,,,,,
player,201011220sdg,den,LloyBr00,rush_yds,0,,,,,
player,201011220sdg,den,LloyBr00,rush_td,0,,,,,
player,201011220sdg,den,LloyBr00,rush_long,0,,,,,
player,201011220sdg,den,LloyBr00,targets,9,,,,,
player,201011220sdg,den,LloyBr00,rec,6,,,,,
player,201011220sdg,den,LloyBr00,rec_yds,78,,,,,
player,201011220sdg,den,LloyBr00,rec_td,1,,,,,
player,201011220sdg,den,LloyBr00,rec_long,21,,,,,
player,201011220sdg,den,LloyBr00,fumbles,0,,,,,
player,201011220sdg,den,LloyBr00,fumbles_lost,,,,,,
player,201011220sdg,den,GaffJa00,pass_cmp,0,,,,,
player,201011220sdg,den,GaffJa00,pass_att,0,,,,,
player,201011220sdg,den,GaffJa00,pass_yds,0,,,,,
player,201011220sdg,den,GaffJa00,pass_td,0,,,,,
player,201011220sdg,den,GaffJa00,pass_int,0,,,,,
player,201011220sdg,den,GaffJa00,pass_sacked,,,,,,
player,201011220sdg,den,GaffJa00,pass_sacked_yds,,,,,,
player,201011220sdg,den,GaffJa00,pass_long,0,,,,,
player,201011220sdg,den,GaffJa00,pass_rating,,,,,,
player,201011220sdg,den,GaffJa00,rush_att,0,,,,,
player,201011220sdg,den,GaffJa00,rush_yds,0,,,,,
player,201011220sdg,den,GaffJa00,rush_td,0,,,,,
player,201011220sdg,den,GaffJa00,rush_long,0,,,,,
player,201011220sdg,den,GaffJa00,targets,7,,,,,
player,201011220sdg,den,GaffJa00,rec,3,,,,,
player,201011220sdg,den,GaffJa00,rec_yds,33,,,,,
player,201011220sdg,den,GaffJa00,rec_td,0,,,,,
player,201011220sdg,den,GaffJa00,rec_long,18,,,,,
player,201011220sdg,den,GaffJa00,fumbles,0,,,,,
player,201011220sdg,den,GaffJa00,fumbles_lost,,,,,,
player,201011220sdg,den,ThomDe03,pass_cmp,0,,,,,
player,201011220sdg,den,ThomDe03,pass_att,0,,,,,
player,201011220sdg,den,ThomDe03,pass_yds,0,,,,,
player,201011220sdg,den,ThomDe03,pass_td,0,,,,,
player,201011220sdg,den,ThomDe03,pass_int,0,,,,,
player,201011220sdg,den,ThomDe03,pass_sacked,,,,,,
player,201011220sdg,den,ThomDe03,pass_sacked_yds,,,,,,
player,201011220sdg,den,ThomDe03,pass_long,0,,,,,
player,201011220sdg,den,ThomDe03,pass_rating,,,,,,
player,201011220sdg,den,ThomDe03,rush_att,0,,,,,
player,201011220sdg,den,ThomDe03,rush_yds,0,,,,,
player,201011220sdg,den,ThomDe03,rush_td,0,,,,,
player,201011220sdg,den,ThomDe03,rush_long,0,,,,,
player,201011220sdg,den,ThomDe03,targets,5,,,,,
player,201011220sdg,den,ThomDe03,rec,3,,,,,
player,201011220sdg,den,ThomDe03,rec_yds,17,,,,,
player,201011220sdg,den,ThomDe03,rec_td,0,,,,,
player,201011220sdg,den,ThomDe03,rec_long,12,,,,,
player,201011220sdg,den,ThomDe03,fumbles,0,,,,,
player,201011220sdg,den,ThomDe03,fumbles_lost,,,,,,
player,201011220sdg,den,RoyaEd00,pass_cmp,0,,,,,
player,201011220sdg,den,RoyaEd00,pass_att,0,,,,,
player,201011220sdg,den,RoyaEd00,pass_yds,0,,,,,
player,201011220sdg,den,RoyaEd00,pass_td,0,,,,,
player,201011220sdg,den,RoyaEd00,pass_int,0,,,,,
player,201011220sdg,den,RoyaEd00,pass_sacked,,,,,,
player,201011220sdg,den,RoyaEd00,pass_sacked_yds,,,,,,
player,201011220sdg,den,RoyaEd00,pass_long,0,,,,,
player,201011220sdg,den,RoyaEd00,pass_rating,,,,,,
player,201011220sdg,den,RoyaEd00,rush_att,0,,,,,
player,201011220sdg,den,RoyaEd00,rush_yds,0,,,,,
player,201011220sdg,den,RoyaEd00,rush_td,0,,,,,
player,201011220sdg,den,RoyaEd00,rush_long,0,,,,,
player,201011220sdg,den,RoyaEd00,targets,5,,,,,
player,201011220sdg,den,RoyaEd00,rec,2,,,,,
player,201011220sdg,den,RoyaEd00,rec_yds,12,,,,,
player,201011220sdg,den,RoyaEd00,rec_td,0,,,,,
player,201011220sdg,den,RoyaEd00,rec_long,8,,,,,
player,201011220sdg,den,RoyaEd00,fumbles,0,,,,,
player,201011220sdg,den,RoyaEd00,fumbles_lost,,,,,,
player,201011220sdg,den,BuckCo00,pass_cmp,0,,,,,
player,201011220sdg,den,BuckCo00,pass_att,0,,,,,
player,201011220sdg,den,BuckCo00,pass_yds,0,,,,,
player,201011220sdg,den,BuckCo00,pass_td,0,,,,,
player,201011220sdg,den,BuckCo00,pass_int,0,,,,,
player,201011220sdg,den,BuckCo00,pass_sacked,,,,,,
player,201011220sdg,den,BuckCo00,pass_sacked_yds,,,,,,
player,201011220sdg,den,BuckCo00,pass_long,0,,,,,
player,201011220sdg,den,BuckCo00,pass_rating,,,,,,
player,201011220sdg,den,BuckCo00,rush_att,0,,,,,
player,201011220sdg,den,BuckCo00,rush_yds,0,,,,,
player,201011220sdg,den,BuckCo00,rush_td,0,,,,,
player,201011220sdg,den,BuckCo00,rush_long,0,,,,,
player,201011220sdg,den,BuckCo00,targets,2,,,,,
player,201011220sdg,den,BuckCo00,rec,1,,,,,
player,201011220sdg,den,BuckCo00,rec_yds,9,,,,,
player,201011220sdg,den,BuckCo00,rec_td,0,,,,,
player,201011220sdg,den,BuckCo00,rec_long,9,,,,,
player,201011220sdg,den,BuckCo00,fumbles,0,,,,,
player,201011220sdg,den,BuckCo00,fumbles_lost,,,,,,
player,201011220sdg,den,GrahDa00,pass_cmp,0,,,,,
player,201011220sdg,den,GrahDa00,pass_att,0,,,,,
player,201011220sdg,den,GrahDa00,pass_yds,0,,,,,
player,201011220sdg,den,GrahDa00,pass_td,0,,,,,
player,201011220sdg,den,GrahDa00,pass_int,0,,,,,
player,201011220sdg,den,GrahDa00,pass_sacked,,,,,,
player,201011220sdg,den,GrahDa00,pass_sacked_yds,,,,,,
player,201011220sdg,den,GrahDa00,pass_long,0,,,,,
player,201011220sdg,den,GrahDa00,pass_rating,,,,,,
player,201011220sdg,den,GrahDa00,rush_att,0,,,,,
player,201011220sdg,den,GrahDa00,rush_yds,0,,,,,
player,201011220sdg,den,GrahDa00,rush_td,0,,,,,
player,201011220sdg,den,GrahDa00,rush_long,0,,,,,
player,201011220sdg,den,GrahDa00,targets,3,,,,,
player,201011220sdg,den,GrahDa00,rec,2,,,,,
player,201011220sdg,den,GrahDa00,rec_yds,6,,,,,
player,201011220sdg,den,GrahDa00,rec_td,0,,,,,
player,201011220sdg,den,GrahDa00,rec_long,6,,,,,
player,201011220sdg,den,GrahDa00,fumbles,0,,,,,
player,201011220sdg,den,GrahDa00,fumbles_lost,,,,,,
player,201011220sdg,sdg,RivePh00,pass_cmp,15,,,,,
player,201011220sdg,sdg,RivePh00,pass_att,24,,,,,
player,201011220sdg,sdg,RivePh00,pass_yds,233,,,,,
player,201011220sdg,sdg,RivePh00,pass_td,4,,,,,
player,201011220sdg,sdg,RivePh00,pass_int,1,,,,,
player,201011220sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201011220sdg,sdg,RivePh00,pass_sacked_yds,8,,,,,
player,201011220sdg,sdg,RivePh00,pass_long,57,,,,,
player,201011220sdg,sdg,RivePh00,pass_rating,116.8,,,,,
player,201011220sdg,sdg,RivePh00,rush_att,4,,,,,
player,201011220sdg,sdg,RivePh00,rush_yds,6,,,,,
player,201011220sdg,sdg,RivePh00,rush_td,0,,,,,
player,201011220sdg,sdg,RivePh00,rush_long,9,,,,,
player,201011220sdg,sdg,RivePh00,targets,0,,,,,
player,201011220sdg,sdg,RivePh00,rec,0,,,,,
player,201011220sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201011220sdg,sdg,RivePh00,rec_td,0,,,,,
player,201011220sdg,sdg,RivePh00,rec_long,0,,,,,
player,201011220sdg,sdg,RivePh00,fumbles,0,,,,,
player,201011220sdg,sdg,RivePh00,fumbles_lost,,,,,,
player,201011220sdg,sdg,CrayPa00,pass_cmp,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_att,1,,,,,
player,201011220sdg,sdg,CrayPa00,pass_yds,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_td,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_int,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_sacked,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_long,0,,,,,
player,201011220sdg,sdg,CrayPa00,pass_rating,39.6,,,,,
player,201011220sdg,sdg,CrayPa00,rush_att,0,,,,,
player,201011220sdg,sdg,CrayPa00,rush_yds,0,,,,,
player,201011220sdg,sdg,CrayPa00,rush_td,0,,,,,
player,201011220sdg,sdg,CrayPa00,rush_long,0,,,,,
player,201011220sdg,sdg,CrayPa00,targets,4,,,,,
player,201011220sdg,sdg,CrayPa00,rec,3,,,,,
player,201011220sdg,sdg,CrayPa00,rec_yds,105,,,,,
player,201011220sdg,sdg,CrayPa00,rec_td,1,,,,,
player,201011220sdg,sdg,CrayPa00,rec_long,49,,,,,
player,201011220sdg,sdg,CrayPa00,fumbles,0,,,,,
player,201011220sdg,sdg,CrayPa00,fumbles_lost,,,,,,
player,201011220sdg,sdg,ScifMi20,pass_cmp,1,,,,,
player,201011220sdg,sdg,ScifMi20,pass_att,1,,,,,
player,201011220sdg,sdg,ScifMi20,pass_yds,28,,,,,
player,201011220sdg,sdg,ScifMi20,pass_td,0,,,,,
player,201011220sdg,sdg,ScifMi20,pass_int,0,,,,,
player,201011220sdg,sdg,ScifMi20,pass_sacked,0,,,,,
player,201011220sdg,sdg,ScifMi20,pass_sacked_yds,0,,,,,
player,201011220sdg,sdg,ScifMi20,pass_long,28,,,,,
player,201011220sdg,sdg,ScifMi20,pass_rating,118.7,,,,,
player,201011220sdg,sdg,ScifMi20,rush_att,0,,,,,
player,201011220sdg,sdg,ScifMi20,rush_yds,0,,,,,
player,201011220sdg,sdg,ScifMi20,rush_td,0,,,,,
player,201011220sdg,sdg,ScifMi20,rush_long,0,,,,,
player,201011220sdg,sdg,ScifMi20,targets,0,,,,,
player,201011220sdg,sdg,ScifMi20,rec,0,,,,,
player,201011220sdg,sdg,ScifMi20,rec_yds,0,,,,,
player,201011220sdg,sdg,ScifMi20,rec_td,0,,,,,
player,201011220sdg,sdg,ScifMi20,rec_long,0,,,,,
player,201011220sdg,sdg,ScifMi20,fumbles,0,,,,,
player,201011220sdg,sdg,ScifMi20,fumbles_lost,,,,,,
player,201011220sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201011220sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201011220sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201011220sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201011220sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201011220sdg,sdg,TolbMi00,pass_sacked,,,,,,
player,201011220sdg,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201011220sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201011220sdg,sdg,TolbMi00,rush_att,25,,,,,
player,201011220sdg,sdg,TolbMi00,rush_yds,111,,,,,
player,201011220sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201011220sdg,sdg,TolbMi00,rush_long,22,,,,,
player,201011220sdg,sdg,TolbMi00,targets,2,,,,,
player,201011220sdg,sdg,TolbMi00,rec,2,,,,,
player,201011220sdg,sdg,TolbMi00,rec_yds,42,,,,,
player,201011220sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201011220sdg,sdg,TolbMi00,rec_long,28,,,,,
player,201011220sdg,sdg,TolbMi00,fumbles,1,,,,,
player,201011220sdg,sdg,TolbMi00,fumbles_lost,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_cmp,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_att,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_yds,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_td,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_int,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_sacked,,,,,,
player,201011220sdg,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,SproDa00,pass_long,0,,,,,
player,201011220sdg,sdg,SproDa00,pass_rating,,,,,,
player,201011220sdg,sdg,SproDa00,rush_att,5,,,,,
player,201011220sdg,sdg,SproDa00,rush_yds,14,,,,,
player,201011220sdg,sdg,SproDa00,rush_td,0,,,,,
player,201011220sdg,sdg,SproDa00,rush_long,6,,,,,
player,201011220sdg,sdg,SproDa00,targets,9,,,,,
player,201011220sdg,sdg,SproDa00,rec,5,,,,,
player,201011220sdg,sdg,SproDa00,rec_yds,60,,,,,
player,201011220sdg,sdg,SproDa00,rec_td,1,,,,,
player,201011220sdg,sdg,SproDa00,rec_long,57,,,,,
player,201011220sdg,sdg,SproDa00,fumbles,0,,,,,
player,201011220sdg,sdg,SproDa00,fumbles_lost,,,,,,
player,201011220sdg,sdg,BrinCu00,pass_cmp,0,,,,,
player,201011220sdg,sdg,BrinCu00,pass_att,0,,,,,
player,201011220sdg,sdg,BrinCu00,pass_yds,0,,,,,
player,201011220sdg,sdg,BrinCu00,pass_td,0,,,,,
player,201011220sdg,sdg,BrinCu00,pass_int,0,,,,,
player,201011220sdg,sdg,BrinCu00,pass_sacked,,,,,,
player,201011220sdg,sdg,BrinCu00,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,BrinCu00,pass_long,0,,,,,
player,201011220sdg,sdg,BrinCu00,pass_rating,,,,,,
player,201011220sdg,sdg,BrinCu00,rush_att,1,,,,,
player,201011220sdg,sdg,BrinCu00,rush_yds,9,,,,,
player,201011220sdg,sdg,BrinCu00,rush_td,0,,,,,
player,201011220sdg,sdg,BrinCu00,rush_long,9,,,,,
player,201011220sdg,sdg,BrinCu00,targets,0,,,,,
player,201011220sdg,sdg,BrinCu00,rec,0,,,,,
player,201011220sdg,sdg,BrinCu00,rec_yds,0,,,,,
player,201011220sdg,sdg,BrinCu00,rec_td,0,,,,,
player,201011220sdg,sdg,BrinCu00,rec_long,0,,,,,
player,201011220sdg,sdg,BrinCu00,fumbles,0,,,,,
player,201011220sdg,sdg,BrinCu00,fumbles_lost,,,,,,
player,201011220sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201011220sdg,sdg,HestJa00,pass_att,0,,,,,
player,201011220sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201011220sdg,sdg,HestJa00,pass_td,0,,,,,
player,201011220sdg,sdg,HestJa00,pass_int,0,,,,,
player,201011220sdg,sdg,HestJa00,pass_sacked,,,,,,
player,201011220sdg,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,HestJa00,pass_long,0,,,,,
player,201011220sdg,sdg,HestJa00,pass_rating,,,,,,
player,201011220sdg,sdg,HestJa00,rush_att,3,,,,,
player,201011220sdg,sdg,HestJa00,rush_yds,7,,,,,
player,201011220sdg,sdg,HestJa00,rush_td,0,,,,,
player,201011220sdg,sdg,HestJa00,rush_long,4,,,,,
player,201011220sdg,sdg,HestJa00,targets,2,,,,,
player,201011220sdg,sdg,HestJa00,rec,2,,,,,
player,201011220sdg,sdg,HestJa00,rec_yds,9,,,,,
player,201011220sdg,sdg,HestJa00,rec_td,1,,,,,
player,201011220sdg,sdg,HestJa00,rec_long,6,,,,,
player,201011220sdg,sdg,HestJa00,fumbles,0,,,,,
player,201011220sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201011220sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201011220sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201011220sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201011220sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201011220sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201011220sdg,sdg,FloyMa00,pass_sacked,,,,,,
player,201011220sdg,sdg,FloyMa00,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201011220sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201011220sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201011220sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201011220sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201011220sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201011220sdg,sdg,FloyMa00,targets,6,,,,,
player,201011220sdg,sdg,FloyMa00,rec,2,,,,,
player,201011220sdg,sdg,FloyMa00,rec_yds,24,,,,,
player,201011220sdg,sdg,FloyMa00,rec_td,1,,,,,
player,201011220sdg,sdg,FloyMa00,rec_long,18,,,,,
player,201011220sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201011220sdg,sdg,FloyMa00,fumbles_lost,,,,,,
player,201011220sdg,sdg,SperKo00,pass_cmp,0,,,,,
player,201011220sdg,sdg,SperKo00,pass_att,0,,,,,
player,201011220sdg,sdg,SperKo00,pass_yds,0,,,,,
player,201011220sdg,sdg,SperKo00,pass_td,0,,,,,
player,201011220sdg,sdg,SperKo00,pass_int,0,,,,,
player,201011220sdg,sdg,SperKo00,pass_sacked,,,,,,
player,201011220sdg,sdg,SperKo00,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,SperKo00,pass_long,0,,,,,
player,201011220sdg,sdg,SperKo00,pass_rating,,,,,,
player,201011220sdg,sdg,SperKo00,rush_att,0,,,,,
player,201011220sdg,sdg,SperKo00,rush_yds,0,,,,,
player,201011220sdg,sdg,SperKo00,rush_td,0,,,,,
player,201011220sdg,sdg,SperKo00,rush_long,0,,,,,
player,201011220sdg,sdg,SperKo00,targets,2,,,,,
player,201011220sdg,sdg,SperKo00,rec,2,,,,,
player,201011220sdg,sdg,SperKo00,rec_yds,21,,,,,
player,201011220sdg,sdg,SperKo00,rec_td,0,,,,,
player,201011220sdg,sdg,SperKo00,rec_long,13,,,,,
player,201011220sdg,sdg,SperKo00,fumbles,0,,,,,
player,201011220sdg,sdg,SperKo00,fumbles_lost,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_cmp,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_att,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_yds,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_td,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_int,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_sacked,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_long,,,,,,
player,201011220sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201011220sdg,sdg,McMiRa01,rush_att,,,,,,
player,201011220sdg,sdg,McMiRa01,rush_yds,,,,,,
player,201011220sdg,sdg,McMiRa01,rush_td,,,,,,
player,201011220sdg,sdg,McMiRa01,rush_long,,,,,,
player,201011220sdg,sdg,McMiRa01,targets,1,,,,,
player,201011220sdg,sdg,McMiRa01,rec,0,,,,,
player,201011220sdg,sdg,McMiRa01,rec_yds,0,,,,,
player,201011220sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201011220sdg,sdg,McMiRa01,rec_long,,,,,,
player,201011220sdg,sdg,McMiRa01,fumbles,,,,,,
player,201011220sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201011220sdg,den,BailCh00,def_int,1,,,,,
player,201011220sdg,den,BailCh00,def_int_yds,0,,,,,
player,201011220sdg,den,BailCh00,def_int_td,0,,,,,
player,201011220sdg,den,BailCh00,def_int_long,0,,,,,
player,201011220sdg,den,BailCh00,pass_defended,1,,,,,
player,201011220sdg,den,BailCh00,sacks,0.0,,,,,
player,201011220sdg,den,BailCh00,tackles_combined,3,,,,,
player,201011220sdg,den,BailCh00,tackles_solo,3,,,,,
player,201011220sdg,den,BailCh00,tackles_assists,0,,,,,
player,201011220sdg,den,BailCh00,tackles_loss,1,,,,,
player,201011220sdg,den,BailCh00,qb_hits,0,,,,,
player,201011220sdg,den,BailCh00,fumbles_rec,0,,,,,
player,201011220sdg,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201011220sdg,den,BailCh00,fumbles_rec_td,0,,,,,
player,201011220sdg,den,BailCh00,fumbles_forced,0,,,,,
player,201011220sdg,den,BannJu20,def_int,0,,,,,
player,201011220sdg,den,BannJu20,def_int_yds,0,,,,,
player,201011220sdg,den,BannJu20,def_int_td,0,,,,,
player,201011220sdg,den,BannJu20,def_int_long,0,,,,,
player,201011220sdg,den,BannJu20,pass_defended,0,,,,,
player,201011220sdg,den,BannJu20,sacks,1.0,,,,,
player,201011220sdg,den,BannJu20,tackles_combined,3,,,,,
player,201011220sdg,den,BannJu20,tackles_solo,2,,,,,
player,201011220sdg,den,BannJu20,tackles_assists,1,,,,,
player,201011220sdg,den,BannJu20,tackles_loss,1,,,,,
player,201011220sdg,den,BannJu20,qb_hits,2,,,,,
player,201011220sdg,den,BannJu20,fumbles_rec,0,,,,,
player,201011220sdg,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201011220sdg,den,BannJu20,fumbles_rec_td,0,,,,,
player,201011220sdg,den,BannJu20,fumbles_forced,0,,,,,
player,201011220sdg,den,MaysJo99,def_int,0,,,,,
player,201011220sdg,den,MaysJo99,def_int_yds,0,,,,,
player,201011220sdg,den,MaysJo99,def_int_td,0,,,,,
player,201011220sdg,den,MaysJo99,def_int_long,0,,,,,
player,201011220sdg,den,MaysJo99,pass_defended,0,,,,,
player,201011220sdg,den,MaysJo99,sacks,0.0,,,,,
player,201011220sdg,den,MaysJo99,tackles_combined,11,,,,,
player,201011220sdg,den,MaysJo99,tackles_solo,8,,,,,
player,201011220sdg,den,MaysJo99,tackles_assists,3,,,,,
player,201011220sdg,den,MaysJo99,tackles_loss,1,,,,,
