game,2010,8,20101031,201010310kan,buf,"Buffalo Bills",10,kan,"Kansas City Chiefs",13
player,201010310kan,buf,TorbRe20,def_int_yds,0,,,,,
player,201010310kan,buf,TorbRe20,def_int_td,0,,,,,
player,201010310kan,buf,TorbRe20,def_int_long,0,,,,,
player,201010310kan,buf,TorbRe20,pass_defended,0,,,,,
player,201010310kan,buf,TorbRe20,sacks,0.0,,,,,
player,201010310kan,buf,TorbRe20,tackles_combined,5,,,,,
player,201010310kan,buf,TorbRe20,tackles_solo,2,,,,,
player,201010310kan,buf,TorbRe20,tackles_assists,3,,,,,
player,201010310kan,buf,TorbRe20,tackles_loss,0,,,,,
player,201010310kan,buf,TorbRe20,qb_hits,0,,,,,
player,201010310kan,buf,TorbRe20,fumbles_rec,0,,,,,
player,201010310kan,buf,TorbRe20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,TorbRe20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,TorbRe20,fumbles_forced,0,,,,,
player,201010310kan,buf,ByrdJa99,def_int,0,,,,,
player,201010310kan,buf,ByrdJa99,def_int_yds,0,,,,,
player,201010310kan,buf,ByrdJa99,def_int_td,0,,,,,
player,201010310kan,buf,ByrdJa99,def_int_long,0,,,,,
player,201010310kan,buf,ByrdJa99,pass_defended,0,,,,,
player,201010310kan,buf,ByrdJa99,sacks,0.0,,,,,
player,201010310kan,buf,ByrdJa99,tackles_combined,4,,,,,
player,201010310kan,buf,ByrdJa99,tackles_solo,2,,,,,
player,201010310kan,buf,ByrdJa99,tackles_assists,2,,,,,
player,201010310kan,buf,ByrdJa99,tackles_loss,0,,,,,
player,201010310kan,buf,ByrdJa99,qb_hits,0,,,,,
player,201010310kan,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201010310kan,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201010310kan,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201010310kan,buf,AyodAk20,def_int,0,,,,,
player,201010310kan,buf,AyodAk20,def_int_yds,0,,,,,
player,201010310kan,buf,AyodAk20,def_int_td,0,,,,,
player,201010310kan,buf,AyodAk20,def_int_long,0,,,,,
player,201010310kan,buf,AyodAk20,pass_defended,1,,,,,
player,201010310kan,buf,AyodAk20,sacks,0.0,,,,,
player,201010310kan,buf,AyodAk20,tackles_combined,3,,,,,
player,201010310kan,buf,AyodAk20,tackles_solo,2,,,,,
player,201010310kan,buf,AyodAk20,tackles_assists,1,,,,,
player,201010310kan,buf,AyodAk20,tackles_loss,0,,,,,
player,201010310kan,buf,AyodAk20,qb_hits,0,,,,,
player,201010310kan,buf,AyodAk20,fumbles_rec,0,,,,,
player,201010310kan,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,AyodAk20,fumbles_forced,0,,,,,
player,201010310kan,buf,DaviAn20,def_int,0,,,,,
player,201010310kan,buf,DaviAn20,def_int_yds,0,,,,,
player,201010310kan,buf,DaviAn20,def_int_td,0,,,,,
player,201010310kan,buf,DaviAn20,def_int_long,0,,,,,
player,201010310kan,buf,DaviAn20,pass_defended,0,,,,,
player,201010310kan,buf,DaviAn20,sacks,0.0,,,,,
player,201010310kan,buf,DaviAn20,tackles_combined,3,,,,,
player,201010310kan,buf,DaviAn20,tackles_solo,2,,,,,
player,201010310kan,buf,DaviAn20,tackles_assists,1,,,,,
player,201010310kan,buf,DaviAn20,tackles_loss,0,,,,,
player,201010310kan,buf,DaviAn20,qb_hits,0,,,,,
player,201010310kan,buf,DaviAn20,fumbles_rec,0,,,,,
player,201010310kan,buf,DaviAn20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,DaviAn20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,DaviAn20,fumbles_forced,0,,,,,
player,201010310kan,buf,WilsGe01,def_int,0,,,,,
player,201010310kan,buf,WilsGe01,def_int_yds,0,,,,,
player,201010310kan,buf,WilsGe01,def_int_td,0,,,,,
player,201010310kan,buf,WilsGe01,def_int_long,0,,,,,
player,201010310kan,buf,WilsGe01,pass_defended,1,,,,,
player,201010310kan,buf,WilsGe01,sacks,0.0,,,,,
player,201010310kan,buf,WilsGe01,tackles_combined,3,,,,,
player,201010310kan,buf,WilsGe01,tackles_solo,3,,,,,
player,201010310kan,buf,WilsGe01,tackles_assists,0,,,,,
player,201010310kan,buf,WilsGe01,tackles_loss,0,,,,,
player,201010310kan,buf,WilsGe01,qb_hits,0,,,,,
player,201010310kan,buf,WilsGe01,fumbles_rec,0,,,,,
player,201010310kan,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201010310kan,buf,WilsGe01,fumbles_forced,0,,,,,
player,201010310kan,buf,JohnSp20,def_int,0,,,,,
player,201010310kan,buf,JohnSp20,def_int_yds,0,,,,,
player,201010310kan,buf,JohnSp20,def_int_td,0,,,,,
player,201010310kan,buf,JohnSp20,def_int_long,0,,,,,
player,201010310kan,buf,JohnSp20,pass_defended,1,,,,,
player,201010310kan,buf,JohnSp20,sacks,0.0,,,,,
player,201010310kan,buf,JohnSp20,tackles_combined,2,,,,,
player,201010310kan,buf,JohnSp20,tackles_solo,2,,,,,
player,201010310kan,buf,JohnSp20,tackles_assists,0,,,,,
player,201010310kan,buf,JohnSp20,tackles_loss,0,,,,,
player,201010310kan,buf,JohnSp20,qb_hits,0,,,,,
player,201010310kan,buf,JohnSp20,fumbles_rec,0,,,,,
player,201010310kan,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,JohnSp20,fumbles_forced,0,,,,,
player,201010310kan,buf,NelsSh00,def_int,0,,,,,
player,201010310kan,buf,NelsSh00,def_int_yds,0,,,,,
player,201010310kan,buf,NelsSh00,def_int_td,0,,,,,
player,201010310kan,buf,NelsSh00,def_int_long,0,,,,,
player,201010310kan,buf,NelsSh00,pass_defended,0,,,,,
player,201010310kan,buf,NelsSh00,sacks,0.0,,,,,
player,201010310kan,buf,NelsSh00,tackles_combined,2,,,,,
player,201010310kan,buf,NelsSh00,tackles_solo,1,,,,,
player,201010310kan,buf,NelsSh00,tackles_assists,1,,,,,
player,201010310kan,buf,NelsSh00,tackles_loss,0,,,,,
player,201010310kan,buf,NelsSh00,qb_hits,0,,,,,
player,201010310kan,buf,NelsSh00,fumbles_rec,0,,,,,
player,201010310kan,buf,NelsSh00,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,NelsSh00,fumbles_rec_td,0,,,,,
player,201010310kan,buf,NelsSh00,fumbles_forced,0,,,,,
player,201010310kan,buf,ScotBr20,def_int,0,,,,,
player,201010310kan,buf,ScotBr20,def_int_yds,0,,,,,
player,201010310kan,buf,ScotBr20,def_int_td,0,,,,,
player,201010310kan,buf,ScotBr20,def_int_long,0,,,,,
player,201010310kan,buf,ScotBr20,pass_defended,1,,,,,
player,201010310kan,buf,ScotBr20,sacks,0.0,,,,,
player,201010310kan,buf,ScotBr20,tackles_combined,2,,,,,
player,201010310kan,buf,ScotBr20,tackles_solo,2,,,,,
player,201010310kan,buf,ScotBr20,tackles_assists,0,,,,,
player,201010310kan,buf,ScotBr20,tackles_loss,0,,,,,
player,201010310kan,buf,ScotBr20,qb_hits,0,,,,,
player,201010310kan,buf,ScotBr20,fumbles_rec,0,,,,,
player,201010310kan,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,ScotBr20,fumbles_forced,0,,,,,
player,201010310kan,buf,TrouTo00,def_int,0,,,,,
player,201010310kan,buf,TrouTo00,def_int_yds,0,,,,,
player,201010310kan,buf,TrouTo00,def_int_td,0,,,,,
player,201010310kan,buf,TrouTo00,def_int_long,0,,,,,
player,201010310kan,buf,TrouTo00,pass_defended,0,,,,,
player,201010310kan,buf,TrouTo00,sacks,0.0,,,,,
player,201010310kan,buf,TrouTo00,tackles_combined,2,,,,,
player,201010310kan,buf,TrouTo00,tackles_solo,0,,,,,
player,201010310kan,buf,TrouTo00,tackles_assists,2,,,,,
player,201010310kan,buf,TrouTo00,tackles_loss,0,,,,,
player,201010310kan,buf,TrouTo00,qb_hits,0,,,,,
player,201010310kan,buf,TrouTo00,fumbles_rec,0,,,,,
player,201010310kan,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201010310kan,buf,TrouTo00,fumbles_forced,0,,,,,
player,201010310kan,buf,CortJo20,def_int,0,,,,,
player,201010310kan,buf,CortJo20,def_int_yds,0,,,,,
player,201010310kan,buf,CortJo20,def_int_td,0,,,,,
player,201010310kan,buf,CortJo20,def_int_long,0,,,,,
player,201010310kan,buf,CortJo20,pass_defended,0,,,,,
player,201010310kan,buf,CortJo20,sacks,0.0,,,,,
player,201010310kan,buf,CortJo20,tackles_combined,1,,,,,
player,201010310kan,buf,CortJo20,tackles_solo,0,,,,,
player,201010310kan,buf,CortJo20,tackles_assists,1,,,,,
player,201010310kan,buf,CortJo20,tackles_loss,0,,,,,
player,201010310kan,buf,CortJo20,qb_hits,0,,,,,
player,201010310kan,buf,CortJo20,fumbles_rec,0,,,,,
player,201010310kan,buf,CortJo20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,CortJo20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,CortJo20,fumbles_forced,0,,,,,
player,201010310kan,buf,FlorDr20,def_int,0,,,,,
player,201010310kan,buf,FlorDr20,def_int_yds,0,,,,,
player,201010310kan,buf,FlorDr20,def_int_td,0,,,,,
player,201010310kan,buf,FlorDr20,def_int_long,0,,,,,
player,201010310kan,buf,FlorDr20,pass_defended,3,,,,,
player,201010310kan,buf,FlorDr20,sacks,0.0,,,,,
player,201010310kan,buf,FlorDr20,tackles_combined,1,,,,,
player,201010310kan,buf,FlorDr20,tackles_solo,1,,,,,
player,201010310kan,buf,FlorDr20,tackles_assists,0,,,,,
player,201010310kan,buf,FlorDr20,tackles_loss,0,,,,,
player,201010310kan,buf,FlorDr20,qb_hits,0,,,,,
player,201010310kan,buf,FlorDr20,fumbles_rec,0,,,,,
player,201010310kan,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201010310kan,buf,FlorDr20,fumbles_forced,0,,,,,
player,201010310kan,buf,JoneDo00,def_int,0,,,,,
player,201010310kan,buf,JoneDo00,def_int_yds,0,,,,,
player,201010310kan,buf,JoneDo00,def_int_td,0,,,,,
player,201010310kan,buf,JoneDo00,def_int_long,0,,,,,
player,201010310kan,buf,JoneDo00,pass_defended,0,,,,,
player,201010310kan,buf,JoneDo00,sacks,0.0,,,,,
player,201010310kan,buf,JoneDo00,tackles_combined,1,,,,,
player,201010310kan,buf,JoneDo00,tackles_solo,1,,,,,
player,201010310kan,buf,JoneDo00,tackles_assists,0,,,,,
player,201010310kan,buf,JoneDo00,tackles_loss,0,,,,,
player,201010310kan,buf,JoneDo00,qb_hits,0,,,,,
player,201010310kan,buf,JoneDo00,fumbles_rec,0,,,,,
player,201010310kan,buf,JoneDo00,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,JoneDo00,fumbles_rec_td,0,,,,,
player,201010310kan,buf,JoneDo00,fumbles_forced,0,,,,,
player,201010310kan,buf,KelsCh21,def_int,0,,,,,
player,201010310kan,buf,KelsCh21,def_int_yds,0,,,,,
player,201010310kan,buf,KelsCh21,def_int_td,0,,,,,
player,201010310kan,buf,KelsCh21,def_int_long,0,,,,,
player,201010310kan,buf,KelsCh21,pass_defended,0,,,,,
player,201010310kan,buf,KelsCh21,sacks,0.0,,,,,
player,201010310kan,buf,KelsCh21,tackles_combined,1,,,,,
player,201010310kan,buf,KelsCh21,tackles_solo,0,,,,,
player,201010310kan,buf,KelsCh21,tackles_assists,1,,,,,
player,201010310kan,buf,KelsCh21,tackles_loss,0,,,,,
player,201010310kan,buf,KelsCh21,qb_hits,0,,,,,
player,201010310kan,buf,KelsCh21,fumbles_rec,0,,,,,
player,201010310kan,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201010310kan,buf,KelsCh21,fumbles_forced,0,,,,,
player,201010310kan,buf,McInCo00,def_int,0,,,,,
player,201010310kan,buf,McInCo00,def_int_yds,0,,,,,
player,201010310kan,buf,McInCo00,def_int_td,0,,,,,
player,201010310kan,buf,McInCo00,def_int_long,0,,,,,
player,201010310kan,buf,McInCo00,pass_defended,0,,,,,
player,201010310kan,buf,McInCo00,sacks,0.0,,,,,
player,201010310kan,buf,McInCo00,tackles_combined,1,,,,,
player,201010310kan,buf,McInCo00,tackles_solo,0,,,,,
player,201010310kan,buf,McInCo00,tackles_assists,1,,,,,
player,201010310kan,buf,McInCo00,tackles_loss,0,,,,,
player,201010310kan,buf,McInCo00,qb_hits,0,,,,,
player,201010310kan,buf,McInCo00,fumbles_rec,0,,,,,
player,201010310kan,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201010310kan,buf,McInCo00,fumbles_forced,0,,,,,
player,201010310kan,buf,SanbGa00,def_int,0,,,,,
player,201010310kan,buf,SanbGa00,def_int_yds,0,,,,,
player,201010310kan,buf,SanbGa00,def_int_td,0,,,,,
player,201010310kan,buf,SanbGa00,def_int_long,0,,,,,
player,201010310kan,buf,SanbGa00,pass_defended,0,,,,,
player,201010310kan,buf,SanbGa00,sacks,0.0,,,,,
player,201010310kan,buf,SanbGa00,tackles_combined,1,,,,,
player,201010310kan,buf,SanbGa00,tackles_solo,1,,,,,
player,201010310kan,buf,SanbGa00,tackles_assists,0,,,,,
player,201010310kan,buf,SanbGa00,tackles_loss,0,,,,,
player,201010310kan,buf,SanbGa00,qb_hits,0,,,,,
player,201010310kan,buf,SanbGa00,fumbles_rec,0,,,,,
player,201010310kan,buf,SanbGa00,fumbles_rec_yds,0,,,,,
player,201010310kan,buf,SanbGa00,fumbles_rec_td,0,,,,,
player,201010310kan,buf,SanbGa00,fumbles_forced,0,,,,,
player,201010310kan,kan,BerrEr99,def_int,1,,,,,
player,201010310kan,kan,BerrEr99,def_int_yds,13,,,,,
player,201010310kan,kan,BerrEr99,def_int_td,0,,,,,
player,201010310kan,kan,BerrEr99,def_int_long,13,,,,,
player,201010310kan,kan,BerrEr99,pass_defended,1,,,,,
player,201010310kan,kan,BerrEr99,sacks,0.0,,,,,
player,201010310kan,kan,BerrEr99,tackles_combined,10,,,,,
player,201010310kan,kan,BerrEr99,tackles_solo,7,,,,,
player,201010310kan,kan,BerrEr99,tackles_assists,3,,,,,
player,201010310kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201010310kan,kan,BerrEr99,qb_hits,0,,,,,
player,201010310kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201010310kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201010310kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201010310kan,kan,HaliTa20,def_int,0,,,,,
player,201010310kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201010310kan,kan,HaliTa20,def_int_td,0,,,,,
player,201010310kan,kan,HaliTa20,def_int_long,0,,,,,
player,201010310kan,kan,HaliTa20,pass_defended,1,,,,,
player,201010310kan,kan,HaliTa20,sacks,1.5,,,,,
player,201010310kan,kan,HaliTa20,tackles_combined,4,,,,,
player,201010310kan,kan,HaliTa20,tackles_solo,2,,,,,
player,201010310kan,kan,HaliTa20,tackles_assists,2,,,,,
player,201010310kan,kan,HaliTa20,tackles_loss,1,,,,,
player,201010310kan,kan,HaliTa20,qb_hits,3,,,,,
player,201010310kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201010310kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201010310kan,kan,HaliTa20,fumbles_forced,0,,,,,
player,201010310kan,kan,GilbWa00,def_int,0,,,,,
player,201010310kan,kan,GilbWa00,def_int_yds,0,,,,,
player,201010310kan,kan,GilbWa00,def_int_td,0,,,,,
player,201010310kan,kan,GilbWa00,def_int_long,0,,,,,
player,201010310kan,kan,GilbWa00,pass_defended,0,,,,,
player,201010310kan,kan,GilbWa00,sacks,1.0,,,,,
player,201010310kan,kan,GilbWa00,tackles_combined,5,,,,,
player,201010310kan,kan,GilbWa00,tackles_solo,4,,,,,
player,201010310kan,kan,GilbWa00,tackles_assists,1,,,,,
player,201010310kan,kan,GilbWa00,tackles_loss,0,,,,,
player,201010310kan,kan,GilbWa00,qb_hits,1,,,,,
player,201010310kan,kan,GilbWa00,fumbles_rec,0,,,,,
player,201010310kan,kan,GilbWa00,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,GilbWa00,fumbles_rec_td,0,,,,,
player,201010310kan,kan,GilbWa00,fumbles_forced,1,,,,,
player,201010310kan,kan,StudAn99,def_int,0,,,,,
player,201010310kan,kan,StudAn99,def_int_yds,0,,,,,
player,201010310kan,kan,StudAn99,def_int_td,0,,,,,
player,201010310kan,kan,StudAn99,def_int_long,0,,,,,
player,201010310kan,kan,StudAn99,pass_defended,0,,,,,
player,201010310kan,kan,StudAn99,sacks,0.5,,,,,
player,201010310kan,kan,StudAn99,tackles_combined,5,,,,,
player,201010310kan,kan,StudAn99,tackles_solo,3,,,,,
player,201010310kan,kan,StudAn99,tackles_assists,2,,,,,
player,201010310kan,kan,StudAn99,tackles_loss,0,,,,,
player,201010310kan,kan,StudAn99,qb_hits,2,,,,,
player,201010310kan,kan,StudAn99,fumbles_rec,0,,,,,
player,201010310kan,kan,StudAn99,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,StudAn99,fumbles_rec_td,0,,,,,
player,201010310kan,kan,StudAn99,fumbles_forced,0,,,,,
player,201010310kan,kan,VrabMi20,def_int,0,,,,,
player,201010310kan,kan,VrabMi20,def_int_yds,0,,,,,
player,201010310kan,kan,VrabMi20,def_int_td,0,,,,,
player,201010310kan,kan,VrabMi20,def_int_long,0,,,,,
player,201010310kan,kan,VrabMi20,pass_defended,0,,,,,
player,201010310kan,kan,VrabMi20,sacks,0.0,,,,,
player,201010310kan,kan,VrabMi20,tackles_combined,11,,,,,
player,201010310kan,kan,VrabMi20,tackles_solo,3,,,,,
player,201010310kan,kan,VrabMi20,tackles_assists,8,,,,,
player,201010310kan,kan,VrabMi20,tackles_loss,0,,,,,
player,201010310kan,kan,VrabMi20,qb_hits,1,,,,,
player,201010310kan,kan,VrabMi20,fumbles_rec,0,,,,,
player,201010310kan,kan,VrabMi20,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,VrabMi20,fumbles_rec_td,0,,,,,
player,201010310kan,kan,VrabMi20,fumbles_forced,0,,,,,
player,201010310kan,kan,JohnDe25,def_int,0,,,,,
player,201010310kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201010310kan,kan,JohnDe25,def_int_td,0,,,,,
player,201010310kan,kan,JohnDe25,def_int_long,0,,,,,
player,201010310kan,kan,JohnDe25,pass_defended,2,,,,,
player,201010310kan,kan,JohnDe25,sacks,0.0,,,,,
player,201010310kan,kan,JohnDe25,tackles_combined,9,,,,,
player,201010310kan,kan,JohnDe25,tackles_solo,7,,,,,
player,201010310kan,kan,JohnDe25,tackles_assists,2,,,,,
player,201010310kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201010310kan,kan,JohnDe25,qb_hits,0,,,,,
player,201010310kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201010310kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201010310kan,kan,JohnDe25,fumbles_forced,1,,,,,
player,201010310kan,kan,FlowBr99,def_int,0,,,,,
player,201010310kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201010310kan,kan,FlowBr99,def_int_td,0,,,,,
player,201010310kan,kan,FlowBr99,def_int_long,0,,,,,
player,201010310kan,kan,FlowBr99,pass_defended,0,,,,,
player,201010310kan,kan,FlowBr99,sacks,0.0,,,,,
player,201010310kan,kan,FlowBr99,tackles_combined,6,,,,,
player,201010310kan,kan,FlowBr99,tackles_solo,5,,,,,
player,201010310kan,kan,FlowBr99,tackles_assists,1,,,,,
player,201010310kan,kan,FlowBr99,tackles_loss,0,,,,,
player,201010310kan,kan,FlowBr99,qb_hits,0,,,,,
player,201010310kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201010310kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201010310kan,kan,FlowBr99,fumbles_forced,1,,,,,
player,201010310kan,kan,DorsGl99,def_int,0,,,,,
player,201010310kan,kan,DorsGl99,def_int_yds,0,,,,,
player,201010310kan,kan,DorsGl99,def_int_td,0,,,,,
player,201010310kan,kan,DorsGl99,def_int_long,0,,,,,
player,201010310kan,kan,DorsGl99,pass_defended,0,,,,,
player,201010310kan,kan,DorsGl99,sacks,0.0,,,,,
player,201010310kan,kan,DorsGl99,tackles_combined,5,,,,,
player,201010310kan,kan,DorsGl99,tackles_solo,3,,,,,
player,201010310kan,kan,DorsGl99,tackles_assists,2,,,,,
player,201010310kan,kan,DorsGl99,tackles_loss,1,,,,,
player,201010310kan,kan,DorsGl99,qb_hits,0,,,,,
player,201010310kan,kan,DorsGl99,fumbles_rec,0,,,,,
player,201010310kan,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201010310kan,kan,DorsGl99,fumbles_forced,0,,,,,
player,201010310kan,kan,SmitSh20,def_int,0,,,,,
player,201010310kan,kan,SmitSh20,def_int_yds,0,,,,,
player,201010310kan,kan,SmitSh20,def_int_td,0,,,,,
player,201010310kan,kan,SmitSh20,def_int_long,0,,,,,
player,201010310kan,kan,SmitSh20,pass_defended,0,,,,,
player,201010310kan,kan,SmitSh20,sacks,0.0,,,,,
player,201010310kan,kan,SmitSh20,tackles_combined,5,,,,,
player,201010310kan,kan,SmitSh20,tackles_solo,1,,,,,
player,201010310kan,kan,SmitSh20,tackles_assists,4,,,,,
player,201010310kan,kan,SmitSh20,tackles_loss,0,,,,,
player,201010310kan,kan,SmitSh20,qb_hits,0,,,,,
player,201010310kan,kan,SmitSh20,fumbles_rec,0,,,,,
player,201010310kan,kan,SmitSh20,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,SmitSh20,fumbles_rec_td,0,,,,,
player,201010310kan,kan,SmitSh20,fumbles_forced,0,,,,,
player,201010310kan,kan,CarrBr99,def_int,0,,,,,
player,201010310kan,kan,CarrBr99,def_int_yds,0,,,,,
player,201010310kan,kan,CarrBr99,def_int_td,0,,,,,
player,201010310kan,kan,CarrBr99,def_int_long,0,,,,,
player,201010310kan,kan,CarrBr99,pass_defended,1,,,,,
player,201010310kan,kan,CarrBr99,sacks,0.0,,,,,
player,201010310kan,kan,CarrBr99,tackles_combined,4,,,,,
player,201010310kan,kan,CarrBr99,tackles_solo,1,,,,,
player,201010310kan,kan,CarrBr99,tackles_assists,3,,,,,
player,201010310kan,kan,CarrBr99,tackles_loss,0,,,,,
player,201010310kan,kan,CarrBr99,qb_hits,0,,,,,
player,201010310kan,kan,CarrBr99,fumbles_rec,0,,,,,
player,201010310kan,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201010310kan,kan,CarrBr99,fumbles_forced,0,,,,,
player,201010310kan,kan,JackTy98,def_int,0,,,,,
player,201010310kan,kan,JackTy98,def_int_yds,0,,,,,
player,201010310kan,kan,JackTy98,def_int_td,0,,,,,
player,201010310kan,kan,JackTy98,def_int_long,0,,,,,
player,201010310kan,kan,JackTy98,pass_defended,0,,,,,
player,201010310kan,kan,JackTy98,sacks,0.0,,,,,
player,201010310kan,kan,JackTy98,tackles_combined,4,,,,,
player,201010310kan,kan,JackTy98,tackles_solo,2,,,,,
player,201010310kan,kan,JackTy98,tackles_assists,2,,,,,
player,201010310kan,kan,JackTy98,tackles_loss,0,,,,,
player,201010310kan,kan,JackTy98,qb_hits,0,,,,,
player,201010310kan,kan,JackTy98,fumbles_rec,0,,,,,
player,201010310kan,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201010310kan,kan,JackTy98,fumbles_forced,0,,,,,
player,201010310kan,kan,WashDo98,def_int,0,,,,,
player,201010310kan,kan,WashDo98,def_int_yds,0,,,,,
player,201010310kan,kan,WashDo98,def_int_td,0,,,,,
player,201010310kan,kan,WashDo98,def_int_long,0,,,,,
player,201010310kan,kan,WashDo98,pass_defended,0,,,,,
player,201010310kan,kan,WashDo98,sacks,0.0,,,,,
player,201010310kan,kan,WashDo98,tackles_combined,4,,,,,
player,201010310kan,kan,WashDo98,tackles_solo,3,,,,,
player,201010310kan,kan,WashDo98,tackles_assists,1,,,,,
player,201010310kan,kan,WashDo98,tackles_loss,0,,,,,
player,201010310kan,kan,WashDo98,qb_hits,0,,,,,
player,201010310kan,kan,WashDo98,fumbles_rec,0,,,,,
player,201010310kan,kan,WashDo98,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,WashDo98,fumbles_rec_td,0,,,,,
player,201010310kan,kan,WashDo98,fumbles_forced,0,,,,,
player,201010310kan,kan,ArenJa99,def_int,0,,,,,
player,201010310kan,kan,ArenJa99,def_int_yds,0,,,,,
player,201010310kan,kan,ArenJa99,def_int_td,0,,,,,
player,201010310kan,kan,ArenJa99,def_int_long,0,,,,,
player,201010310kan,kan,ArenJa99,pass_defended,1,,,,,
player,201010310kan,kan,ArenJa99,sacks,0.0,,,,,
player,201010310kan,kan,ArenJa99,tackles_combined,3,,,,,
player,201010310kan,kan,ArenJa99,tackles_solo,3,,,,,
player,201010310kan,kan,ArenJa99,tackles_assists,0,,,,,
player,201010310kan,kan,ArenJa99,tackles_loss,0,,,,,
player,201010310kan,kan,ArenJa99,qb_hits,0,,,,,
player,201010310kan,kan,ArenJa99,fumbles_rec,0,,,,,
player,201010310kan,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201010310kan,kan,ArenJa99,fumbles_forced,0,,,,,
player,201010310kan,kan,BelcJo00,def_int,0,,,,,
player,201010310kan,kan,BelcJo00,def_int_yds,0,,,,,
player,201010310kan,kan,BelcJo00,def_int_td,0,,,,,
player,201010310kan,kan,BelcJo00,def_int_long,0,,,,,
player,201010310kan,kan,BelcJo00,pass_defended,0,,,,,
player,201010310kan,kan,BelcJo00,sacks,0.0,,,,,
player,201010310kan,kan,BelcJo00,tackles_combined,2,,,,,
player,201010310kan,kan,BelcJo00,tackles_solo,2,,,,,
player,201010310kan,kan,BelcJo00,tackles_assists,0,,,,,
player,201010310kan,kan,BelcJo00,tackles_loss,2,,,,,
player,201010310kan,kan,BelcJo00,qb_hits,0,,,,,
player,201010310kan,kan,BelcJo00,fumbles_rec,0,,,,,
player,201010310kan,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201010310kan,kan,BelcJo00,fumbles_forced,0,,,,,
player,201010310kan,kan,LewiKe00,def_int,0,,,,,
player,201010310kan,kan,LewiKe00,def_int_yds,0,,,,,
