game,2010,1,20100909,201009090nor,min,"Minnesota Vikings",9,nor,"New Orleans Saints",14
player,201009090nor,min,CamaGr00,rush_att,0,,,,,
player,201009090nor,min,CamaGr00,rush_yds,0,,,,,
player,201009090nor,min,CamaGr00,rush_td,0,,,,,
player,201009090nor,min,CamaGr00,rush_long,0,,,,,
player,201009090nor,min,CamaGr00,targets,2,,,,,
player,201009090nor,min,CamaGr00,rec,1,,,,,
player,201009090nor,min,CamaGr00,rec_yds,29,,,,,
player,201009090nor,min,CamaGr00,rec_td,0,,,,,
player,201009090nor,min,CamaGr00,rec_long,29,,,,,
player,201009090nor,min,CamaGr00,fumbles,0,,,,,
player,201009090nor,min,CamaGr00,fumbles_lost,,,,,,
player,201009090nor,min,LewiGr01,pass_cmp,0,,,,,
player,201009090nor,min,LewiGr01,pass_att,0,,,,,
player,201009090nor,min,LewiGr01,pass_yds,0,,,,,
player,201009090nor,min,LewiGr01,pass_td,0,,,,,
player,201009090nor,min,LewiGr01,pass_int,0,,,,,
player,201009090nor,min,LewiGr01,pass_sacked,,,,,,
player,201009090nor,min,LewiGr01,pass_sacked_yds,,,,,,
player,201009090nor,min,LewiGr01,pass_long,0,,,,,
player,201009090nor,min,LewiGr01,pass_rating,,,,,,
player,201009090nor,min,LewiGr01,rush_att,0,,,,,
player,201009090nor,min,LewiGr01,rush_yds,0,,,,,
player,201009090nor,min,LewiGr01,rush_td,0,,,,,
player,201009090nor,min,LewiGr01,rush_long,0,,,,,
player,201009090nor,min,LewiGr01,targets,2,,,,,
player,201009090nor,min,LewiGr01,rec,1,,,,,
player,201009090nor,min,LewiGr01,rec_yds,12,,,,,
player,201009090nor,min,LewiGr01,rec_td,0,,,,,
player,201009090nor,min,LewiGr01,rec_long,12,,,,,
player,201009090nor,min,LewiGr01,fumbles,0,,,,,
player,201009090nor,min,LewiGr01,fumbles_lost,,,,,,
player,201009090nor,min,DugaJe00,pass_cmp,0,,,,,
player,201009090nor,min,DugaJe00,pass_att,0,,,,,
player,201009090nor,min,DugaJe00,pass_yds,0,,,,,
player,201009090nor,min,DugaJe00,pass_td,0,,,,,
player,201009090nor,min,DugaJe00,pass_int,0,,,,,
player,201009090nor,min,DugaJe00,pass_sacked,,,,,,
player,201009090nor,min,DugaJe00,pass_sacked_yds,,,,,,
player,201009090nor,min,DugaJe00,pass_long,0,,,,,
player,201009090nor,min,DugaJe00,pass_rating,,,,,,
player,201009090nor,min,DugaJe00,rush_att,0,,,,,
player,201009090nor,min,DugaJe00,rush_yds,0,,,,,
player,201009090nor,min,DugaJe00,rush_td,0,,,,,
player,201009090nor,min,DugaJe00,rush_long,0,,,,,
player,201009090nor,min,DugaJe00,targets,1,,,,,
player,201009090nor,min,DugaJe00,rec,1,,,,,
player,201009090nor,min,DugaJe00,rec_yds,8,,,,,
player,201009090nor,min,DugaJe00,rec_td,0,,,,,
player,201009090nor,min,DugaJe00,rec_long,8,,,,,
player,201009090nor,min,DugaJe00,fumbles,0,,,,,
player,201009090nor,min,DugaJe00,fumbles_lost,,,,,,
player,201009090nor,min,KleiJi00,pass_cmp,0,,,,,
player,201009090nor,min,KleiJi00,pass_att,0,,,,,
player,201009090nor,min,KleiJi00,pass_yds,0,,,,,
player,201009090nor,min,KleiJi00,pass_td,0,,,,,
player,201009090nor,min,KleiJi00,pass_int,0,,,,,
player,201009090nor,min,KleiJi00,pass_sacked,,,,,,
player,201009090nor,min,KleiJi00,pass_sacked_yds,,,,,,
player,201009090nor,min,KleiJi00,pass_long,0,,,,,
player,201009090nor,min,KleiJi00,pass_rating,,,,,,
player,201009090nor,min,KleiJi00,rush_att,0,,,,,
player,201009090nor,min,KleiJi00,rush_yds,0,,,,,
player,201009090nor,min,KleiJi00,rush_td,0,,,,,
player,201009090nor,min,KleiJi00,rush_long,0,,,,,
player,201009090nor,min,KleiJi00,targets,2,,,,,
player,201009090nor,min,KleiJi00,rec,1,,,,,
player,201009090nor,min,KleiJi00,rec_yds,6,,,,,
player,201009090nor,min,KleiJi00,rec_td,0,,,,,
player,201009090nor,min,KleiJi00,rec_long,6,,,,,
player,201009090nor,min,KleiJi00,fumbles,0,,,,,
player,201009090nor,min,KleiJi00,fumbles_lost,,,,,,
player,201009090nor,min,BerrBe00,pass_cmp,0,,,,,
player,201009090nor,min,BerrBe00,pass_att,0,,,,,
player,201009090nor,min,BerrBe00,pass_yds,0,,,,,
player,201009090nor,min,BerrBe00,pass_td,0,,,,,
player,201009090nor,min,BerrBe00,pass_int,0,,,,,
player,201009090nor,min,BerrBe00,pass_sacked,,,,,,
player,201009090nor,min,BerrBe00,pass_sacked_yds,,,,,,
player,201009090nor,min,BerrBe00,pass_long,0,,,,,
player,201009090nor,min,BerrBe00,pass_rating,,,,,,
player,201009090nor,min,BerrBe00,rush_att,0,,,,,
player,201009090nor,min,BerrBe00,rush_yds,0,,,,,
player,201009090nor,min,BerrBe00,rush_td,0,,,,,
player,201009090nor,min,BerrBe00,rush_long,0,,,,,
player,201009090nor,min,BerrBe00,targets,3,,,,,
player,201009090nor,min,BerrBe00,rec,1,,,,,
player,201009090nor,min,BerrBe00,rec_yds,3,,,,,
player,201009090nor,min,BerrBe00,rec_td,0,,,,,
player,201009090nor,min,BerrBe00,rec_long,3,,,,,
player,201009090nor,min,BerrBe00,fumbles,1,,,,,
player,201009090nor,min,BerrBe00,fumbles_lost,0,,,,,
player,201009090nor,nor,BreeDr00,pass_cmp,27,,,,,
player,201009090nor,nor,BreeDr00,pass_att,36,,,,,
player,201009090nor,nor,BreeDr00,pass_yds,237,,,,,
player,201009090nor,nor,BreeDr00,pass_td,1,,,,,
player,201009090nor,nor,BreeDr00,pass_int,0,,,,,
player,201009090nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201009090nor,nor,BreeDr00,pass_sacked_yds,8,,,,,
player,201009090nor,nor,BreeDr00,pass_long,29,,,,,
player,201009090nor,nor,BreeDr00,pass_rating,101.3,,,,,
player,201009090nor,nor,BreeDr00,rush_att,4,,,,,
player,201009090nor,nor,BreeDr00,rush_yds,-6,,,,,
player,201009090nor,nor,BreeDr00,rush_td,0,,,,,
player,201009090nor,nor,BreeDr00,rush_long,-1,,,,,
player,201009090nor,nor,BreeDr00,targets,0,,,,,
player,201009090nor,nor,BreeDr00,rec,0,,,,,
player,201009090nor,nor,BreeDr00,rec_yds,0,,,,,
player,201009090nor,nor,BreeDr00,rec_td,0,,,,,
player,201009090nor,nor,BreeDr00,rec_long,0,,,,,
player,201009090nor,nor,BreeDr00,fumbles,1,,,,,
player,201009090nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201009090nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201009090nor,nor,ThomPi00,pass_att,0,,,,,
player,201009090nor,nor,ThomPi00,pass_yds,0,,,,,
player,201009090nor,nor,ThomPi00,pass_td,0,,,,,
player,201009090nor,nor,ThomPi00,pass_int,0,,,,,
player,201009090nor,nor,ThomPi00,pass_sacked,,,,,,
player,201009090nor,nor,ThomPi00,pass_sacked_yds,,,,,,
player,201009090nor,nor,ThomPi00,pass_long,0,,,,,
player,201009090nor,nor,ThomPi00,pass_rating,,,,,,
player,201009090nor,nor,ThomPi00,rush_att,19,,,,,
player,201009090nor,nor,ThomPi00,rush_yds,71,,,,,
player,201009090nor,nor,ThomPi00,rush_td,1,,,,,
player,201009090nor,nor,ThomPi00,rush_long,11,,,,,
player,201009090nor,nor,ThomPi00,targets,3,,,,,
player,201009090nor,nor,ThomPi00,rec,3,,,,,
player,201009090nor,nor,ThomPi00,rec_yds,15,,,,,
player,201009090nor,nor,ThomPi00,rec_td,0,,,,,
player,201009090nor,nor,ThomPi00,rec_long,15,,,,,
player,201009090nor,nor,ThomPi00,fumbles,0,,,,,
player,201009090nor,nor,ThomPi00,fumbles_lost,,,,,,
player,201009090nor,nor,BushRe00,pass_cmp,0,,,,,
player,201009090nor,nor,BushRe00,pass_att,0,,,,,
player,201009090nor,nor,BushRe00,pass_yds,0,,,,,
player,201009090nor,nor,BushRe00,pass_td,0,,,,,
player,201009090nor,nor,BushRe00,pass_int,0,,,,,
player,201009090nor,nor,BushRe00,pass_sacked,,,,,,
player,201009090nor,nor,BushRe00,pass_sacked_yds,,,,,,
player,201009090nor,nor,BushRe00,pass_long,0,,,,,
player,201009090nor,nor,BushRe00,pass_rating,,,,,,
player,201009090nor,nor,BushRe00,rush_att,2,,,,,
player,201009090nor,nor,BushRe00,rush_yds,14,,,,,
player,201009090nor,nor,BushRe00,rush_td,0,,,,,
player,201009090nor,nor,BushRe00,rush_long,8,,,,,
player,201009090nor,nor,BushRe00,targets,6,,,,,
player,201009090nor,nor,BushRe00,rec,5,,,,,
player,201009090nor,nor,BushRe00,rec_yds,33,,,,,
player,201009090nor,nor,BushRe00,rec_td,0,,,,,
player,201009090nor,nor,BushRe00,rec_long,19,,,,,
player,201009090nor,nor,BushRe00,fumbles,0,,,,,
player,201009090nor,nor,BushRe00,fumbles_lost,,,,,,
player,201009090nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201009090nor,nor,ColsMa00,pass_att,0,,,,,
player,201009090nor,nor,ColsMa00,pass_yds,0,,,,,
player,201009090nor,nor,ColsMa00,pass_td,0,,,,,
player,201009090nor,nor,ColsMa00,pass_int,0,,,,,
player,201009090nor,nor,ColsMa00,pass_sacked,,,,,,
player,201009090nor,nor,ColsMa00,pass_sacked_yds,,,,,,
player,201009090nor,nor,ColsMa00,pass_long,0,,,,,
player,201009090nor,nor,ColsMa00,pass_rating,,,,,,
player,201009090nor,nor,ColsMa00,rush_att,0,,,,,
player,201009090nor,nor,ColsMa00,rush_yds,0,,,,,
player,201009090nor,nor,ColsMa00,rush_td,0,,,,,
player,201009090nor,nor,ColsMa00,rush_long,0,,,,,
player,201009090nor,nor,ColsMa00,targets,6,,,,,
player,201009090nor,nor,ColsMa00,rec,5,,,,,
player,201009090nor,nor,ColsMa00,rec_yds,62,,,,,
player,201009090nor,nor,ColsMa00,rec_td,0,,,,,
player,201009090nor,nor,ColsMa00,rec_long,28,,,,,
player,201009090nor,nor,ColsMa00,fumbles,0,,,,,
player,201009090nor,nor,ColsMa00,fumbles_lost,,,,,,
player,201009090nor,nor,HendDe00,pass_cmp,0,,,,,
player,201009090nor,nor,HendDe00,pass_att,0,,,,,
player,201009090nor,nor,HendDe00,pass_yds,0,,,,,
player,201009090nor,nor,HendDe00,pass_td,0,,,,,
player,201009090nor,nor,HendDe00,pass_int,0,,,,,
player,201009090nor,nor,HendDe00,pass_sacked,,,,,,
player,201009090nor,nor,HendDe00,pass_sacked_yds,,,,,,
player,201009090nor,nor,HendDe00,pass_long,0,,,,,
player,201009090nor,nor,HendDe00,pass_rating,,,,,,
player,201009090nor,nor,HendDe00,rush_att,0,,,,,
player,201009090nor,nor,HendDe00,rush_yds,0,,,,,
player,201009090nor,nor,HendDe00,rush_td,0,,,,,
player,201009090nor,nor,HendDe00,rush_long,0,,,,,
player,201009090nor,nor,HendDe00,targets,4,,,,,
player,201009090nor,nor,HendDe00,rec,2,,,,,
player,201009090nor,nor,HendDe00,rec_yds,38,,,,,
player,201009090nor,nor,HendDe00,rec_td,1,,,,,
player,201009090nor,nor,HendDe00,rec_long,29,,,,,
player,201009090nor,nor,HendDe00,fumbles,0,,,,,
player,201009090nor,nor,HendDe00,fumbles_lost,,,,,,
player,201009090nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201009090nor,nor,MeacRo00,pass_att,0,,,,,
player,201009090nor,nor,MeacRo00,pass_yds,0,,,,,
player,201009090nor,nor,MeacRo00,pass_td,0,,,,,
player,201009090nor,nor,MeacRo00,pass_int,0,,,,,
player,201009090nor,nor,MeacRo00,pass_sacked,,,,,,
player,201009090nor,nor,MeacRo00,pass_sacked_yds,,,,,,
player,201009090nor,nor,MeacRo00,pass_long,0,,,,,
player,201009090nor,nor,MeacRo00,pass_rating,,,,,,
player,201009090nor,nor,MeacRo00,rush_att,0,,,,,
player,201009090nor,nor,MeacRo00,rush_yds,0,,,,,
player,201009090nor,nor,MeacRo00,rush_td,0,,,,,
player,201009090nor,nor,MeacRo00,rush_long,0,,,,,
player,201009090nor,nor,MeacRo00,targets,4,,,,,
player,201009090nor,nor,MeacRo00,rec,3,,,,,
player,201009090nor,nor,MeacRo00,rec_yds,33,,,,,
player,201009090nor,nor,MeacRo00,rec_td,0,,,,,
player,201009090nor,nor,MeacRo00,rec_long,26,,,,,
player,201009090nor,nor,MeacRo00,fumbles,0,,,,,
player,201009090nor,nor,MeacRo00,fumbles_lost,,,,,,
player,201009090nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201009090nor,nor,MoorLa00,pass_att,0,,,,,
player,201009090nor,nor,MoorLa00,pass_yds,0,,,,,
player,201009090nor,nor,MoorLa00,pass_td,0,,,,,
player,201009090nor,nor,MoorLa00,pass_int,0,,,,,
player,201009090nor,nor,MoorLa00,pass_sacked,,,,,,
player,201009090nor,nor,MoorLa00,pass_sacked_yds,,,,,,
player,201009090nor,nor,MoorLa00,pass_long,0,,,,,
player,201009090nor,nor,MoorLa00,pass_rating,,,,,,
player,201009090nor,nor,MoorLa00,rush_att,0,,,,,
player,201009090nor,nor,MoorLa00,rush_yds,0,,,,,
player,201009090nor,nor,MoorLa00,rush_td,0,,,,,
player,201009090nor,nor,MoorLa00,rush_long,0,,,,,
player,201009090nor,nor,MoorLa00,targets,4,,,,,
player,201009090nor,nor,MoorLa00,rec,3,,,,,
player,201009090nor,nor,MoorLa00,rec_yds,23,,,,,
player,201009090nor,nor,MoorLa00,rec_td,0,,,,,
player,201009090nor,nor,MoorLa00,rec_long,12,,,,,
player,201009090nor,nor,MoorLa00,fumbles,0,,,,,
player,201009090nor,nor,MoorLa00,fumbles_lost,,,,,,
player,201009090nor,nor,ShocJe00,pass_cmp,0,,,,,
player,201009090nor,nor,ShocJe00,pass_att,0,,,,,
player,201009090nor,nor,ShocJe00,pass_yds,0,,,,,
player,201009090nor,nor,ShocJe00,pass_td,0,,,,,
player,201009090nor,nor,ShocJe00,pass_int,0,,,,,
player,201009090nor,nor,ShocJe00,pass_sacked,,,,,,
player,201009090nor,nor,ShocJe00,pass_sacked_yds,,,,,,
player,201009090nor,nor,ShocJe00,pass_long,0,,,,,
player,201009090nor,nor,ShocJe00,pass_rating,,,,,,
player,201009090nor,nor,ShocJe00,rush_att,0,,,,,
player,201009090nor,nor,ShocJe00,rush_yds,0,,,,,
player,201009090nor,nor,ShocJe00,rush_td,0,,,,,
player,201009090nor,nor,ShocJe00,rush_long,0,,,,,
player,201009090nor,nor,ShocJe00,targets,3,,,,,
player,201009090nor,nor,ShocJe00,rec,3,,,,,
player,201009090nor,nor,ShocJe00,rec_yds,23,,,,,
player,201009090nor,nor,ShocJe00,rec_td,0,,,,,
player,201009090nor,nor,ShocJe00,rec_long,14,,,,,
player,201009090nor,nor,ShocJe00,fumbles,0,,,,,
player,201009090nor,nor,ShocJe00,fumbles_lost,,,,,,
player,201009090nor,nor,EvanHe00,pass_cmp,0,,,,,
player,201009090nor,nor,EvanHe00,pass_att,0,,,,,
player,201009090nor,nor,EvanHe00,pass_yds,0,,,,,
player,201009090nor,nor,EvanHe00,pass_td,0,,,,,
player,201009090nor,nor,EvanHe00,pass_int,0,,,,,
player,201009090nor,nor,EvanHe00,pass_sacked,,,,,,
player,201009090nor,nor,EvanHe00,pass_sacked_yds,,,,,,
player,201009090nor,nor,EvanHe00,pass_long,0,,,,,
player,201009090nor,nor,EvanHe00,pass_rating,,,,,,
player,201009090nor,nor,EvanHe00,rush_att,0,,,,,
player,201009090nor,nor,EvanHe00,rush_yds,0,,,,,
player,201009090nor,nor,EvanHe00,rush_td,0,,,,,
player,201009090nor,nor,EvanHe00,rush_long,0,,,,,
player,201009090nor,nor,EvanHe00,targets,1,,,,,
player,201009090nor,nor,EvanHe00,rec,1,,,,,
player,201009090nor,nor,EvanHe00,rec_yds,7,,,,,
player,201009090nor,nor,EvanHe00,rec_td,0,,,,,
player,201009090nor,nor,EvanHe00,rec_long,7,,,,,
player,201009090nor,nor,EvanHe00,fumbles,0,,,,,
player,201009090nor,nor,EvanHe00,fumbles_lost,,,,,,
player,201009090nor,nor,ThomDa02,pass_cmp,0,,,,,
player,201009090nor,nor,ThomDa02,pass_att,0,,,,,
player,201009090nor,nor,ThomDa02,pass_yds,0,,,,,
player,201009090nor,nor,ThomDa02,pass_td,0,,,,,
player,201009090nor,nor,ThomDa02,pass_int,0,,,,,
player,201009090nor,nor,ThomDa02,pass_sacked,,,,,,
player,201009090nor,nor,ThomDa02,pass_sacked_yds,,,,,,
player,201009090nor,nor,ThomDa02,pass_long,0,,,,,
player,201009090nor,nor,ThomDa02,pass_rating,,,,,,
player,201009090nor,nor,ThomDa02,rush_att,0,,,,,
player,201009090nor,nor,ThomDa02,rush_yds,0,,,,,
player,201009090nor,nor,ThomDa02,rush_td,0,,,,,
player,201009090nor,nor,ThomDa02,rush_long,0,,,,,
player,201009090nor,nor,ThomDa02,targets,4,,,,,
player,201009090nor,nor,ThomDa02,rec,2,,,,,
player,201009090nor,nor,ThomDa02,rec_yds,3,,,,,
player,201009090nor,nor,ThomDa02,rec_td,0,,,,,
player,201009090nor,nor,ThomDa02,rec_long,3,,,,,
player,201009090nor,nor,ThomDa02,fumbles,0,,,,,
player,201009090nor,nor,ThomDa02,fumbles_lost,,,,,,
player,201009090nor,min,MitcJa20,def_int,0,,,,,
player,201009090nor,min,MitcJa20,def_int_yds,0,,,,,
player,201009090nor,min,MitcJa20,def_int_td,0,,,,,
player,201009090nor,min,MitcJa20,def_int_long,0,,,,,
player,201009090nor,min,MitcJa20,pass_defended,0,,,,,
player,201009090nor,min,MitcJa20,sacks,1.0,,,,,
player,201009090nor,min,MitcJa20,tackles_combined,1,,,,,
player,201009090nor,min,MitcJa20,tackles_solo,1,,,,,
player,201009090nor,min,MitcJa20,tackles_assists,0,,,,,
player,201009090nor,min,MitcJa20,tackles_loss,1,,,,,
player,201009090nor,min,MitcJa20,qb_hits,1,,,,,
player,201009090nor,min,MitcJa20,fumbles_rec,0,,,,,
player,201009090nor,min,MitcJa20,fumbles_rec_yds,0,,,,,
player,201009090nor,min,MitcJa20,fumbles_rec_td,0,,,,,
player,201009090nor,min,MitcJa20,fumbles_forced,0,,,,,
player,201009090nor,min,GreeCh99,def_int,0,,,,,
player,201009090nor,min,GreeCh99,def_int_yds,0,,,,,
player,201009090nor,min,GreeCh99,def_int_td,0,,,,,
player,201009090nor,min,GreeCh99,def_int_long,0,,,,,
player,201009090nor,min,GreeCh99,pass_defended,0,,,,,
player,201009090nor,min,GreeCh99,sacks,0.0,,,,,
player,201009090nor,min,GreeCh99,tackles_combined,12,,,,,
player,201009090nor,min,GreeCh99,tackles_solo,9,,,,,
player,201009090nor,min,GreeCh99,tackles_assists,3,,,,,
player,201009090nor,min,GreeCh99,tackles_loss,1,,,,,
player,201009090nor,min,GreeCh99,qb_hits,0,,,,,
player,201009090nor,min,GreeCh99,fumbles_rec,0,,,,,
player,201009090nor,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201009090nor,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201009090nor,min,GreeCh99,fumbles_forced,0,,,,,
player,201009090nor,min,HendE.20,def_int,0,,,,,
player,201009090nor,min,HendE.20,def_int_yds,0,,,,,
player,201009090nor,min,HendE.20,def_int_td,0,,,,,
player,201009090nor,min,HendE.20,def_int_long,0,,,,,
player,201009090nor,min,HendE.20,pass_defended,0,,,,,
player,201009090nor,min,HendE.20,sacks,0.0,,,,,
player,201009090nor,min,HendE.20,tackles_combined,9,,,,,
player,201009090nor,min,HendE.20,tackles_solo,8,,,,,
player,201009090nor,min,HendE.20,tackles_assists,1,,,,,
player,201009090nor,min,HendE.20,tackles_loss,1,,,,,
player,201009090nor,min,HendE.20,qb_hits,0,,,,,
