game,2010,8,20101031,201010310sfo,den,"Denver Broncos",16,sfo,"San Francisco 49ers",24
player,201010310sfo,den,OrtoKy00,pass_rating,96.9,,,,,
player,201010310sfo,den,OrtoKy00,rush_att,3,,,,,
player,201010310sfo,den,OrtoKy00,rush_yds,18,,,,,
player,201010310sfo,den,OrtoKy00,rush_td,0,,,,,
player,201010310sfo,den,OrtoKy00,rush_long,8,,,,,
player,201010310sfo,den,OrtoKy00,targets,0,,,,,
player,201010310sfo,den,OrtoKy00,rec,0,,,,,
player,201010310sfo,den,OrtoKy00,rec_yds,0,,,,,
player,201010310sfo,den,OrtoKy00,rec_td,0,,,,,
player,201010310sfo,den,OrtoKy00,rec_long,0,,,,,
player,201010310sfo,den,OrtoKy00,fumbles,1,,,,,
player,201010310sfo,den,OrtoKy00,fumbles_lost,1,,,,,
player,201010310sfo,den,MoreKn00,pass_cmp,0,,,,,
player,201010310sfo,den,MoreKn00,pass_att,0,,,,,
player,201010310sfo,den,MoreKn00,pass_yds,0,,,,,
player,201010310sfo,den,MoreKn00,pass_td,0,,,,,
player,201010310sfo,den,MoreKn00,pass_int,0,,,,,
player,201010310sfo,den,MoreKn00,pass_sacked,,,,,,
player,201010310sfo,den,MoreKn00,pass_sacked_yds,,,,,,
player,201010310sfo,den,MoreKn00,pass_long,0,,,,,
player,201010310sfo,den,MoreKn00,pass_rating,,,,,,
player,201010310sfo,den,MoreKn00,rush_att,11,,,,,
player,201010310sfo,den,MoreKn00,rush_yds,40,,,,,
player,201010310sfo,den,MoreKn00,rush_td,0,,,,,
player,201010310sfo,den,MoreKn00,rush_long,17,,,,,
player,201010310sfo,den,MoreKn00,targets,4,,,,,
player,201010310sfo,den,MoreKn00,rec,4,,,,,
player,201010310sfo,den,MoreKn00,rec_yds,19,,,,,
player,201010310sfo,den,MoreKn00,rec_td,0,,,,,
player,201010310sfo,den,MoreKn00,rec_long,14,,,,,
player,201010310sfo,den,MoreKn00,fumbles,0,,,,,
player,201010310sfo,den,MoreKn00,fumbles_lost,,,,,,
player,201010310sfo,den,TeboTi00,pass_cmp,0,,,,,
player,201010310sfo,den,TeboTi00,pass_att,0,,,,,
player,201010310sfo,den,TeboTi00,pass_yds,0,,,,,
player,201010310sfo,den,TeboTi00,pass_td,0,,,,,
player,201010310sfo,den,TeboTi00,pass_int,0,,,,,
player,201010310sfo,den,TeboTi00,pass_sacked,0,,,,,
player,201010310sfo,den,TeboTi00,pass_sacked_yds,,,,,,
player,201010310sfo,den,TeboTi00,pass_long,0,,,,,
player,201010310sfo,den,TeboTi00,pass_rating,,,,,,
player,201010310sfo,den,TeboTi00,rush_att,2,,,,,
player,201010310sfo,den,TeboTi00,rush_yds,1,,,,,
player,201010310sfo,den,TeboTi00,rush_td,1,,,,,
player,201010310sfo,den,TeboTi00,rush_long,1,,,,,
player,201010310sfo,den,TeboTi00,targets,0,,,,,
player,201010310sfo,den,TeboTi00,rec,0,,,,,
player,201010310sfo,den,TeboTi00,rec_yds,0,,,,,
player,201010310sfo,den,TeboTi00,rec_td,0,,,,,
player,201010310sfo,den,TeboTi00,rec_long,0,,,,,
player,201010310sfo,den,TeboTi00,fumbles,0,,,,,
player,201010310sfo,den,TeboTi00,fumbles_lost,,,,,,
player,201010310sfo,den,LloyBr00,pass_cmp,0,,,,,
player,201010310sfo,den,LloyBr00,pass_att,0,,,,,
player,201010310sfo,den,LloyBr00,pass_yds,0,,,,,
player,201010310sfo,den,LloyBr00,pass_td,0,,,,,
player,201010310sfo,den,LloyBr00,pass_int,0,,,,,
player,201010310sfo,den,LloyBr00,pass_sacked,,,,,,
player,201010310sfo,den,LloyBr00,pass_sacked_yds,,,,,,
player,201010310sfo,den,LloyBr00,pass_long,0,,,,,
player,201010310sfo,den,LloyBr00,pass_rating,,,,,,
player,201010310sfo,den,LloyBr00,rush_att,0,,,,,
player,201010310sfo,den,LloyBr00,rush_yds,0,,,,,
player,201010310sfo,den,LloyBr00,rush_td,0,,,,,
player,201010310sfo,den,LloyBr00,rush_long,0,,,,,
player,201010310sfo,den,LloyBr00,targets,12,,,,,
player,201010310sfo,den,LloyBr00,rec,7,,,,,
player,201010310sfo,den,LloyBr00,rec_yds,169,,,,,
player,201010310sfo,den,LloyBr00,rec_td,1,,,,,
player,201010310sfo,den,LloyBr00,rec_long,71,,,,,
player,201010310sfo,den,LloyBr00,fumbles,0,,,,,
player,201010310sfo,den,LloyBr00,fumbles_lost,,,,,,
player,201010310sfo,den,GaffJa00,pass_cmp,0,,,,,
player,201010310sfo,den,GaffJa00,pass_att,0,,,,,
player,201010310sfo,den,GaffJa00,pass_yds,0,,,,,
player,201010310sfo,den,GaffJa00,pass_td,0,,,,,
player,201010310sfo,den,GaffJa00,pass_int,0,,,,,
player,201010310sfo,den,GaffJa00,pass_sacked,,,,,,
player,201010310sfo,den,GaffJa00,pass_sacked_yds,,,,,,
player,201010310sfo,den,GaffJa00,pass_long,0,,,,,
player,201010310sfo,den,GaffJa00,pass_rating,,,,,,
player,201010310sfo,den,GaffJa00,rush_att,0,,,,,
player,201010310sfo,den,GaffJa00,rush_yds,0,,,,,
player,201010310sfo,den,GaffJa00,rush_td,0,,,,,
player,201010310sfo,den,GaffJa00,rush_long,0,,,,,
player,201010310sfo,den,GaffJa00,targets,7,,,,,
player,201010310sfo,den,GaffJa00,rec,4,,,,,
player,201010310sfo,den,GaffJa00,rec_yds,54,,,,,
player,201010310sfo,den,GaffJa00,rec_td,0,,,,,
player,201010310sfo,den,GaffJa00,rec_long,19,,,,,
player,201010310sfo,den,GaffJa00,fumbles,0,,,,,
player,201010310sfo,den,GaffJa00,fumbles_lost,,,,,,
player,201010310sfo,den,RoyaEd00,pass_cmp,0,,,,,
player,201010310sfo,den,RoyaEd00,pass_att,0,,,,,
player,201010310sfo,den,RoyaEd00,pass_yds,0,,,,,
player,201010310sfo,den,RoyaEd00,pass_td,0,,,,,
player,201010310sfo,den,RoyaEd00,pass_int,0,,,,,
player,201010310sfo,den,RoyaEd00,pass_sacked,,,,,,
player,201010310sfo,den,RoyaEd00,pass_sacked_yds,,,,,,
player,201010310sfo,den,RoyaEd00,pass_long,0,,,,,
player,201010310sfo,den,RoyaEd00,pass_rating,,,,,,
player,201010310sfo,den,RoyaEd00,rush_att,0,,,,,
player,201010310sfo,den,RoyaEd00,rush_yds,0,,,,,
player,201010310sfo,den,RoyaEd00,rush_td,0,,,,,
player,201010310sfo,den,RoyaEd00,rush_long,0,,,,,
player,201010310sfo,den,RoyaEd00,targets,6,,,,,
player,201010310sfo,den,RoyaEd00,rec,4,,,,,
player,201010310sfo,den,RoyaEd00,rec_yds,34,,,,,
player,201010310sfo,den,RoyaEd00,rec_td,0,,,,,
player,201010310sfo,den,RoyaEd00,rec_long,11,,,,,
player,201010310sfo,den,RoyaEd00,fumbles,1,,,,,
player,201010310sfo,den,RoyaEd00,fumbles_lost,0,,,,,
player,201010310sfo,den,ThomDe03,pass_cmp,0,,,,,
player,201010310sfo,den,ThomDe03,pass_att,0,,,,,
player,201010310sfo,den,ThomDe03,pass_yds,0,,,,,
player,201010310sfo,den,ThomDe03,pass_td,0,,,,,
player,201010310sfo,den,ThomDe03,pass_int,0,,,,,
player,201010310sfo,den,ThomDe03,pass_sacked,,,,,,
player,201010310sfo,den,ThomDe03,pass_sacked_yds,,,,,,
player,201010310sfo,den,ThomDe03,pass_long,0,,,,,
player,201010310sfo,den,ThomDe03,pass_rating,,,,,,
player,201010310sfo,den,ThomDe03,rush_att,1,,,,,
player,201010310sfo,den,ThomDe03,rush_yds,0,,,,,
player,201010310sfo,den,ThomDe03,rush_td,0,,,,,
player,201010310sfo,den,ThomDe03,rush_long,0,,,,,
player,201010310sfo,den,ThomDe03,targets,1,,,,,
player,201010310sfo,den,ThomDe03,rec,1,,,,,
player,201010310sfo,den,ThomDe03,rec_yds,31,,,,,
player,201010310sfo,den,ThomDe03,rec_td,0,,,,,
player,201010310sfo,den,ThomDe03,rec_long,31,,,,,
player,201010310sfo,den,ThomDe03,fumbles,0,,,,,
player,201010310sfo,den,ThomDe03,fumbles_lost,,,,,,
player,201010310sfo,den,GronDa00,pass_cmp,0,,,,,
player,201010310sfo,den,GronDa00,pass_att,0,,,,,
player,201010310sfo,den,GronDa00,pass_yds,0,,,,,
player,201010310sfo,den,GronDa00,pass_td,0,,,,,
player,201010310sfo,den,GronDa00,pass_int,0,,,,,
player,201010310sfo,den,GronDa00,pass_sacked,,,,,,
player,201010310sfo,den,GronDa00,pass_sacked_yds,,,,,,
player,201010310sfo,den,GronDa00,pass_long,0,,,,,
player,201010310sfo,den,GronDa00,pass_rating,,,,,,
player,201010310sfo,den,GronDa00,rush_att,0,,,,,
player,201010310sfo,den,GronDa00,rush_yds,0,,,,,
player,201010310sfo,den,GronDa00,rush_td,0,,,,,
player,201010310sfo,den,GronDa00,rush_long,0,,,,,
player,201010310sfo,den,GronDa00,targets,3,,,,,
player,201010310sfo,den,GronDa00,rec,3,,,,,
player,201010310sfo,den,GronDa00,rec_yds,30,,,,,
player,201010310sfo,den,GronDa00,rec_td,0,,,,,
player,201010310sfo,den,GronDa00,rec_long,13,,,,,
player,201010310sfo,den,GronDa00,fumbles,0,,,,,
player,201010310sfo,den,GronDa00,fumbles_lost,,,,,,
player,201010310sfo,den,BuckCo00,pass_cmp,0,,,,,
player,201010310sfo,den,BuckCo00,pass_att,0,,,,,
player,201010310sfo,den,BuckCo00,pass_yds,0,,,,,
player,201010310sfo,den,BuckCo00,pass_td,0,,,,,
player,201010310sfo,den,BuckCo00,pass_int,0,,,,,
player,201010310sfo,den,BuckCo00,pass_sacked,,,,,,
player,201010310sfo,den,BuckCo00,pass_sacked_yds,,,,,,
player,201010310sfo,den,BuckCo00,pass_long,0,,,,,
player,201010310sfo,den,BuckCo00,pass_rating,,,,,,
player,201010310sfo,den,BuckCo00,rush_att,0,,,,,
player,201010310sfo,den,BuckCo00,rush_yds,0,,,,,
player,201010310sfo,den,BuckCo00,rush_td,0,,,,,
player,201010310sfo,den,BuckCo00,rush_long,0,,,,,
player,201010310sfo,den,BuckCo00,targets,4,,,,,
player,201010310sfo,den,BuckCo00,rec,4,,,,,
player,201010310sfo,den,BuckCo00,rec_yds,23,,,,,
player,201010310sfo,den,BuckCo00,rec_td,0,,,,,
player,201010310sfo,den,BuckCo00,rec_long,10,,,,,
player,201010310sfo,den,BuckCo00,fumbles,0,,,,,
player,201010310sfo,den,BuckCo00,fumbles_lost,,,,,,
player,201010310sfo,den,GrahDa00,pass_cmp,0,,,,,
player,201010310sfo,den,GrahDa00,pass_att,0,,,,,
player,201010310sfo,den,GrahDa00,pass_yds,0,,,,,
player,201010310sfo,den,GrahDa00,pass_td,0,,,,,
player,201010310sfo,den,GrahDa00,pass_int,0,,,,,
player,201010310sfo,den,GrahDa00,pass_sacked,,,,,,
player,201010310sfo,den,GrahDa00,pass_sacked_yds,,,,,,
player,201010310sfo,den,GrahDa00,pass_long,0,,,,,
player,201010310sfo,den,GrahDa00,pass_rating,,,,,,
player,201010310sfo,den,GrahDa00,rush_att,0,,,,,
player,201010310sfo,den,GrahDa00,rush_yds,0,,,,,
player,201010310sfo,den,GrahDa00,rush_td,0,,,,,
player,201010310sfo,den,GrahDa00,rush_long,0,,,,,
player,201010310sfo,den,GrahDa00,targets,2,,,,,
player,201010310sfo,den,GrahDa00,rec,1,,,,,
player,201010310sfo,den,GrahDa00,rec_yds,10,,,,,
player,201010310sfo,den,GrahDa00,rec_td,0,,,,,
player,201010310sfo,den,GrahDa00,rec_long,10,,,,,
player,201010310sfo,den,GrahDa00,fumbles,0,,,,,
player,201010310sfo,den,GrahDa00,fumbles_lost,,,,,,
player,201010310sfo,sfo,SmitTr02,pass_cmp,12,,,,,
player,201010310sfo,sfo,SmitTr02,pass_att,19,,,,,
player,201010310sfo,sfo,SmitTr02,pass_yds,196,,,,,
player,201010310sfo,sfo,SmitTr02,pass_td,1,,,,,
player,201010310sfo,sfo,SmitTr02,pass_int,0,,,,,
player,201010310sfo,sfo,SmitTr02,pass_sacked,0,,,,,
player,201010310sfo,sfo,SmitTr02,pass_sacked_yds,0,,,,,
player,201010310sfo,sfo,SmitTr02,pass_long,38,,,,,
player,201010310sfo,sfo,SmitTr02,pass_rating,115.2,,,,,
player,201010310sfo,sfo,SmitTr02,rush_att,4,,,,,
player,201010310sfo,sfo,SmitTr02,rush_yds,2,,,,,
player,201010310sfo,sfo,SmitTr02,rush_td,1,,,,,
player,201010310sfo,sfo,SmitTr02,rush_long,3,,,,,
player,201010310sfo,sfo,SmitTr02,targets,0,,,,,
player,201010310sfo,sfo,SmitTr02,rec,0,,,,,
player,201010310sfo,sfo,SmitTr02,rec_yds,0,,,,,
player,201010310sfo,sfo,SmitTr02,rec_td,0,,,,,
player,201010310sfo,sfo,SmitTr02,rec_long,0,,,,,
player,201010310sfo,sfo,SmitTr02,fumbles,1,,,,,
player,201010310sfo,sfo,SmitTr02,fumbles_lost,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_sacked,,,,,,
player,201010310sfo,sfo,GoreFr00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201010310sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201010310sfo,sfo,GoreFr00,rush_att,29,,,,,
player,201010310sfo,sfo,GoreFr00,rush_yds,118,,,,,
player,201010310sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201010310sfo,sfo,GoreFr00,rush_long,21,,,,,
player,201010310sfo,sfo,GoreFr00,targets,1,,,,,
player,201010310sfo,sfo,GoreFr00,rec,1,,,,,
player,201010310sfo,sfo,GoreFr00,rec_yds,7,,,,,
player,201010310sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201010310sfo,sfo,GoreFr00,rec_long,7,,,,,
player,201010310sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201010310sfo,sfo,GoreFr00,fumbles_lost,,,,,,
player,201010310sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201010310sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201010310sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201010310sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201010310sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201010310sfo,sfo,DixoAn00,pass_sacked,,,,,,
player,201010310sfo,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201010310sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201010310sfo,sfo,DixoAn00,rush_att,5,,,,,
player,201010310sfo,sfo,DixoAn00,rush_yds,11,,,,,
player,201010310sfo,sfo,DixoAn00,rush_td,0,,,,,
player,201010310sfo,sfo,DixoAn00,rush_long,4,,,,,
player,201010310sfo,sfo,DixoAn00,targets,0,,,,,
player,201010310sfo,sfo,DixoAn00,rec,0,,,,,
player,201010310sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201010310sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201010310sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201010310sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201010310sfo,sfo,DixoAn00,fumbles_lost,,,,,,
player,201010310sfo,sfo,GinnTe00,pass_cmp,0,,,,,
player,201010310sfo,sfo,GinnTe00,pass_att,0,,,,,
player,201010310sfo,sfo,GinnTe00,pass_yds,0,,,,,
player,201010310sfo,sfo,GinnTe00,pass_td,0,,,,,
player,201010310sfo,sfo,GinnTe00,pass_int,0,,,,,
player,201010310sfo,sfo,GinnTe00,pass_sacked,,,,,,
player,201010310sfo,sfo,GinnTe00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,GinnTe00,pass_long,0,,,,,
player,201010310sfo,sfo,GinnTe00,pass_rating,,,,,,
player,201010310sfo,sfo,GinnTe00,rush_att,1,,,,,
player,201010310sfo,sfo,GinnTe00,rush_yds,9,,,,,
player,201010310sfo,sfo,GinnTe00,rush_td,0,,,,,
player,201010310sfo,sfo,GinnTe00,rush_long,9,,,,,
player,201010310sfo,sfo,GinnTe00,targets,1,,,,,
player,201010310sfo,sfo,GinnTe00,rec,0,,,,,
player,201010310sfo,sfo,GinnTe00,rec_yds,0,,,,,
player,201010310sfo,sfo,GinnTe00,rec_td,0,,,,,
player,201010310sfo,sfo,GinnTe00,rec_long,0,,,,,
player,201010310sfo,sfo,GinnTe00,fumbles,0,,,,,
player,201010310sfo,sfo,GinnTe00,fumbles_lost,,,,,,
player,201010310sfo,sfo,WestBr00,pass_cmp,0,,,,,
player,201010310sfo,sfo,WestBr00,pass_att,0,,,,,
player,201010310sfo,sfo,WestBr00,pass_yds,0,,,,,
player,201010310sfo,sfo,WestBr00,pass_td,0,,,,,
player,201010310sfo,sfo,WestBr00,pass_int,0,,,,,
player,201010310sfo,sfo,WestBr00,pass_sacked,,,,,,
player,201010310sfo,sfo,WestBr00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,WestBr00,pass_long,0,,,,,
player,201010310sfo,sfo,WestBr00,pass_rating,,,,,,
player,201010310sfo,sfo,WestBr00,rush_att,2,,,,,
player,201010310sfo,sfo,WestBr00,rush_yds,4,,,,,
player,201010310sfo,sfo,WestBr00,rush_td,0,,,,,
player,201010310sfo,sfo,WestBr00,rush_long,2,,,,,
player,201010310sfo,sfo,WestBr00,targets,1,,,,,
player,201010310sfo,sfo,WestBr00,rec,1,,,,,
player,201010310sfo,sfo,WestBr00,rec_yds,9,,,,,
player,201010310sfo,sfo,WestBr00,rec_td,0,,,,,
player,201010310sfo,sfo,WestBr00,rec_long,9,,,,,
player,201010310sfo,sfo,WestBr00,fumbles,0,,,,,
player,201010310sfo,sfo,WestBr00,fumbles_lost,,,,,,
player,201010310sfo,sfo,WalkHu00,pass_cmp,0,,,,,
player,201010310sfo,sfo,WalkHu00,pass_att,0,,,,,
player,201010310sfo,sfo,WalkHu00,pass_yds,0,,,,,
player,201010310sfo,sfo,WalkHu00,pass_td,0,,,,,
player,201010310sfo,sfo,WalkHu00,pass_int,0,,,,,
player,201010310sfo,sfo,WalkHu00,pass_sacked,,,,,,
player,201010310sfo,sfo,WalkHu00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,WalkHu00,pass_long,0,,,,,
player,201010310sfo,sfo,WalkHu00,pass_rating,,,,,,
player,201010310sfo,sfo,WalkHu00,rush_att,0,,,,,
player,201010310sfo,sfo,WalkHu00,rush_yds,0,,,,,
player,201010310sfo,sfo,WalkHu00,rush_td,0,,,,,
player,201010310sfo,sfo,WalkHu00,rush_long,0,,,,,
player,201010310sfo,sfo,WalkHu00,targets,7,,,,,
player,201010310sfo,sfo,WalkHu00,rec,5,,,,,
player,201010310sfo,sfo,WalkHu00,rec_yds,85,,,,,
player,201010310sfo,sfo,WalkHu00,rec_td,0,,,,,
player,201010310sfo,sfo,WalkHu00,rec_long,38,,,,,
player,201010310sfo,sfo,WalkHu00,fumbles,0,,,,,
player,201010310sfo,sfo,WalkHu00,fumbles_lost,,,,,,
player,201010310sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201010310sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201010310sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201010310sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201010310sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201010310sfo,sfo,CrabMi00,pass_sacked,,,,,,
player,201010310sfo,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201010310sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201010310sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201010310sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201010310sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201010310sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201010310sfo,sfo,CrabMi00,targets,5,,,,,
player,201010310sfo,sfo,CrabMi00,rec,3,,,,,
player,201010310sfo,sfo,CrabMi00,rec_yds,53,,,,,
player,201010310sfo,sfo,CrabMi00,rec_td,1,,,,,
player,201010310sfo,sfo,CrabMi00,rec_long,28,,,,,
player,201010310sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201010310sfo,sfo,CrabMi00,fumbles_lost,,,,,,
player,201010310sfo,sfo,MorgJo00,pass_cmp,0,,,,,
player,201010310sfo,sfo,MorgJo00,pass_att,0,,,,,
player,201010310sfo,sfo,MorgJo00,pass_yds,0,,,,,
player,201010310sfo,sfo,MorgJo00,pass_td,0,,,,,
player,201010310sfo,sfo,MorgJo00,pass_int,0,,,,,
player,201010310sfo,sfo,MorgJo00,pass_sacked,,,,,,
player,201010310sfo,sfo,MorgJo00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,MorgJo00,pass_long,0,,,,,
player,201010310sfo,sfo,MorgJo00,pass_rating,,,,,,
player,201010310sfo,sfo,MorgJo00,rush_att,0,,,,,
player,201010310sfo,sfo,MorgJo00,rush_yds,0,,,,,
player,201010310sfo,sfo,MorgJo00,rush_td,0,,,,,
player,201010310sfo,sfo,MorgJo00,rush_long,0,,,,,
player,201010310sfo,sfo,MorgJo00,targets,2,,,,,
player,201010310sfo,sfo,MorgJo00,rec,1,,,,,
player,201010310sfo,sfo,MorgJo00,rec_yds,30,,,,,
player,201010310sfo,sfo,MorgJo00,rec_td,0,,,,,
player,201010310sfo,sfo,MorgJo00,rec_long,30,,,,,
player,201010310sfo,sfo,MorgJo00,fumbles,0,,,,,
player,201010310sfo,sfo,MorgJo00,fumbles_lost,,,,,,
player,201010310sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201010310sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201010310sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201010310sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201010310sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201010310sfo,sfo,DaviVe00,pass_sacked,,,,,,
player,201010310sfo,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201010310sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201010310sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201010310sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201010310sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201010310sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201010310sfo,sfo,DaviVe00,targets,1,,,,,
player,201010310sfo,sfo,DaviVe00,rec,1,,,,,
player,201010310sfo,sfo,DaviVe00,rec_yds,12,,,,,
player,201010310sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201010310sfo,sfo,DaviVe00,rec_long,12,,,,,
player,201010310sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201010310sfo,sfo,DaviVe00,fumbles_lost,,,,,,
player,201010310sfo,sfo,NorrMo00,pass_cmp,0,,,,,
player,201010310sfo,sfo,NorrMo00,pass_att,0,,,,,
player,201010310sfo,sfo,NorrMo00,pass_yds,0,,,,,
player,201010310sfo,sfo,NorrMo00,pass_td,0,,,,,
player,201010310sfo,sfo,NorrMo00,pass_int,0,,,,,
player,201010310sfo,sfo,NorrMo00,pass_sacked,,,,,,
player,201010310sfo,sfo,NorrMo00,pass_sacked_yds,,,,,,
player,201010310sfo,sfo,NorrMo00,pass_long,0,,,,,
player,201010310sfo,sfo,NorrMo00,pass_rating,,,,,,
player,201010310sfo,sfo,NorrMo00,rush_att,1,,,,,
player,201010310sfo,sfo,NorrMo00,rush_yds,-1,,,,,
player,201010310sfo,sfo,NorrMo00,rush_td,0,,,,,
player,201010310sfo,sfo,NorrMo00,rush_long,-1,,,,,
player,201010310sfo,sfo,NorrMo00,targets,1,,,,,
player,201010310sfo,sfo,NorrMo00,rec,0,,,,,
player,201010310sfo,sfo,NorrMo00,rec_yds,0,,,,,
player,201010310sfo,sfo,NorrMo00,rec_td,0,,,,,
player,201010310sfo,sfo,NorrMo00,rec_long,0,,,,,
player,201010310sfo,sfo,NorrMo00,fumbles,0,,,,,
player,201010310sfo,sfo,NorrMo00,fumbles_lost,,,,,,
player,201010310sfo,den,WillD.20,def_int,0,,,,,
player,201010310sfo,den,WillD.20,def_int_yds,0,,,,,
player,201010310sfo,den,WillD.20,def_int_td,0,,,,,
player,201010310sfo,den,WillD.20,def_int_long,0,,,,,
player,201010310sfo,den,WillD.20,pass_defended,1,,,,,
player,201010310sfo,den,WillD.20,sacks,0.0,,,,,
player,201010310sfo,den,WillD.20,tackles_combined,9,,,,,
player,201010310sfo,den,WillD.20,tackles_solo,9,,,,,
player,201010310sfo,den,WillD.20,tackles_assists,0,,,,,
player,201010310sfo,den,WillD.20,tackles_loss,1,,,,,
player,201010310sfo,den,WillD.20,qb_hits,0,,,,,
player,201010310sfo,den,WillD.20,fumbles_rec,0,,,,,
player,201010310sfo,den,WillD.20,fumbles_rec_yds,0,,,,,
player,201010310sfo,den,WillD.20,fumbles_rec_td,0,,,,,
player,201010310sfo,den,WillD.20,fumbles_forced,0,,,,,
player,201010310sfo,den,HaggMa20,def_int,0,,,,,
player,201010310sfo,den,HaggMa20,def_int_yds,0,,,,,
player,201010310sfo,den,HaggMa20,def_int_td,0,,,,,
