game,2010,12,20101125,201011250nyj,cin,"Cincinnati Bengals",10,nyj,"New York Jets",26
player,201011250nyj,cin,JohnCh01,pass_td,0,,,,,
player,201011250nyj,cin,JohnCh01,pass_int,0,,,,,
player,201011250nyj,cin,JohnCh01,pass_sacked,0,,,,,
player,201011250nyj,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201011250nyj,cin,JohnCh01,pass_long,0,,,,,
player,201011250nyj,cin,JohnCh01,pass_rating,39.6,,,,,
player,201011250nyj,cin,JohnCh01,rush_att,0,,,,,
player,201011250nyj,cin,JohnCh01,rush_yds,0,,,,,
player,201011250nyj,cin,JohnCh01,rush_td,0,,,,,
player,201011250nyj,cin,JohnCh01,rush_long,0,,,,,
player,201011250nyj,cin,JohnCh01,targets,9,,,,,
player,201011250nyj,cin,JohnCh01,rec,4,,,,,
player,201011250nyj,cin,JohnCh01,rec_yds,41,,,,,
player,201011250nyj,cin,JohnCh01,rec_td,0,,,,,
player,201011250nyj,cin,JohnCh01,rec_long,12,,,,,
player,201011250nyj,cin,JohnCh01,fumbles,0,,,,,
player,201011250nyj,cin,JohnCh01,fumbles_lost,,,,,,
player,201011250nyj,cin,BensCe00,pass_cmp,0,,,,,
player,201011250nyj,cin,BensCe00,pass_att,0,,,,,
player,201011250nyj,cin,BensCe00,pass_yds,0,,,,,
player,201011250nyj,cin,BensCe00,pass_td,0,,,,,
player,201011250nyj,cin,BensCe00,pass_int,0,,,,,
player,201011250nyj,cin,BensCe00,pass_sacked,,,,,,
player,201011250nyj,cin,BensCe00,pass_sacked_yds,,,,,,
player,201011250nyj,cin,BensCe00,pass_long,0,,,,,
player,201011250nyj,cin,BensCe00,pass_rating,,,,,,
player,201011250nyj,cin,BensCe00,rush_att,18,,,,,
player,201011250nyj,cin,BensCe00,rush_yds,41,,,,,
player,201011250nyj,cin,BensCe00,rush_td,0,,,,,
player,201011250nyj,cin,BensCe00,rush_long,14,,,,,
player,201011250nyj,cin,BensCe00,targets,3,,,,,
player,201011250nyj,cin,BensCe00,rec,1,,,,,
player,201011250nyj,cin,BensCe00,rec_yds,0,,,,,
player,201011250nyj,cin,BensCe00,rec_td,0,,,,,
player,201011250nyj,cin,BensCe00,rec_long,0,,,,,
player,201011250nyj,cin,BensCe00,fumbles,0,,,,,
player,201011250nyj,cin,BensCe00,fumbles_lost,,,,,,
player,201011250nyj,cin,ShipJo00,pass_cmp,0,,,,,
player,201011250nyj,cin,ShipJo00,pass_att,0,,,,,
player,201011250nyj,cin,ShipJo00,pass_yds,0,,,,,
player,201011250nyj,cin,ShipJo00,pass_td,0,,,,,
player,201011250nyj,cin,ShipJo00,pass_int,0,,,,,
player,201011250nyj,cin,ShipJo00,pass_sacked,,,,,,
player,201011250nyj,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201011250nyj,cin,ShipJo00,pass_long,0,,,,,
player,201011250nyj,cin,ShipJo00,pass_rating,,,,,,
player,201011250nyj,cin,ShipJo00,rush_att,0,,,,,
player,201011250nyj,cin,ShipJo00,rush_yds,0,,,,,
player,201011250nyj,cin,ShipJo00,rush_td,0,,,,,
player,201011250nyj,cin,ShipJo00,rush_long,0,,,,,
player,201011250nyj,cin,ShipJo00,targets,8,,,,,
player,201011250nyj,cin,ShipJo00,rec,5,,,,,
player,201011250nyj,cin,ShipJo00,rec_yds,38,,,,,
player,201011250nyj,cin,ShipJo00,rec_td,1,,,,,
player,201011250nyj,cin,ShipJo00,rec_long,12,,,,,
player,201011250nyj,cin,ShipJo00,fumbles,0,,,,,
player,201011250nyj,cin,ShipJo00,fumbles_lost,,,,,,
player,201011250nyj,cin,GresJe00,pass_cmp,0,,,,,
player,201011250nyj,cin,GresJe00,pass_att,0,,,,,
player,201011250nyj,cin,GresJe00,pass_yds,0,,,,,
player,201011250nyj,cin,GresJe00,pass_td,0,,,,,
player,201011250nyj,cin,GresJe00,pass_int,0,,,,,
player,201011250nyj,cin,GresJe00,pass_sacked,,,,,,
player,201011250nyj,cin,GresJe00,pass_sacked_yds,,,,,,
player,201011250nyj,cin,GresJe00,pass_long,0,,,,,
player,201011250nyj,cin,GresJe00,pass_rating,,,,,,
player,201011250nyj,cin,GresJe00,rush_att,0,,,,,
player,201011250nyj,cin,GresJe00,rush_yds,0,,,,,
player,201011250nyj,cin,GresJe00,rush_td,0,,,,,
player,201011250nyj,cin,GresJe00,rush_long,0,,,,,
player,201011250nyj,cin,GresJe00,targets,7,,,,,
player,201011250nyj,cin,GresJe00,rec,2,,,,,
player,201011250nyj,cin,GresJe00,rec_yds,36,,,,,
player,201011250nyj,cin,GresJe00,rec_td,0,,,,,
player,201011250nyj,cin,GresJe00,rec_long,25,,,,,
player,201011250nyj,cin,GresJe00,fumbles,0,,,,,
player,201011250nyj,cin,GresJe00,fumbles_lost,,,,,,
player,201011250nyj,cin,OwenTe00,pass_cmp,0,,,,,
player,201011250nyj,cin,OwenTe00,pass_att,0,,,,,
player,201011250nyj,cin,OwenTe00,pass_yds,0,,,,,
player,201011250nyj,cin,OwenTe00,pass_td,0,,,,,
player,201011250nyj,cin,OwenTe00,pass_int,0,,,,,
player,201011250nyj,cin,OwenTe00,pass_sacked,,,,,,
player,201011250nyj,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201011250nyj,cin,OwenTe00,pass_long,0,,,,,
player,201011250nyj,cin,OwenTe00,pass_rating,,,,,,
player,201011250nyj,cin,OwenTe00,rush_att,0,,,,,
player,201011250nyj,cin,OwenTe00,rush_yds,0,,,,,
player,201011250nyj,cin,OwenTe00,rush_td,0,,,,,
player,201011250nyj,cin,OwenTe00,rush_long,0,,,,,
player,201011250nyj,cin,OwenTe00,targets,8,,,,,
player,201011250nyj,cin,OwenTe00,rec,3,,,,,
player,201011250nyj,cin,OwenTe00,rec_yds,17,,,,,
player,201011250nyj,cin,OwenTe00,rec_td,0,,,,,
player,201011250nyj,cin,OwenTe00,rec_long,8,,,,,
player,201011250nyj,cin,OwenTe00,fumbles,0,,,,,
player,201011250nyj,cin,OwenTe00,fumbles_lost,,,,,,
player,201011250nyj,cin,LeonBr00,pass_cmp,0,,,,,
player,201011250nyj,cin,LeonBr00,pass_att,0,,,,,
player,201011250nyj,cin,LeonBr00,pass_yds,0,,,,,
player,201011250nyj,cin,LeonBr00,pass_td,0,,,,,
player,201011250nyj,cin,LeonBr00,pass_int,0,,,,,
player,201011250nyj,cin,LeonBr00,pass_sacked,,,,,,
player,201011250nyj,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201011250nyj,cin,LeonBr00,pass_long,0,,,,,
player,201011250nyj,cin,LeonBr00,pass_rating,,,,,,
player,201011250nyj,cin,LeonBr00,rush_att,0,,,,,
player,201011250nyj,cin,LeonBr00,rush_yds,0,,,,,
player,201011250nyj,cin,LeonBr00,rush_td,0,,,,,
player,201011250nyj,cin,LeonBr00,rush_long,0,,,,,
player,201011250nyj,cin,LeonBr00,targets,3,,,,,
player,201011250nyj,cin,LeonBr00,rec,2,,,,,
player,201011250nyj,cin,LeonBr00,rec_yds,3,,,,,
player,201011250nyj,cin,LeonBr00,rec_td,0,,,,,
player,201011250nyj,cin,LeonBr00,rec_long,3,,,,,
player,201011250nyj,cin,LeonBr00,fumbles,0,,,,,
player,201011250nyj,cin,LeonBr00,fumbles_lost,,,,,,
player,201011250nyj,cin,KellRe00,pass_cmp,,,,,,
player,201011250nyj,cin,KellRe00,pass_att,,,,,,
player,201011250nyj,cin,KellRe00,pass_yds,,,,,,
player,201011250nyj,cin,KellRe00,pass_td,,,,,,
player,201011250nyj,cin,KellRe00,pass_int,,,,,,
player,201011250nyj,cin,KellRe00,pass_sacked,,,,,,
player,201011250nyj,cin,KellRe00,pass_sacked_yds,,,,,,
player,201011250nyj,cin,KellRe00,pass_long,,,,,,
player,201011250nyj,cin,KellRe00,pass_rating,,,,,,
player,201011250nyj,cin,KellRe00,rush_att,,,,,,
player,201011250nyj,cin,KellRe00,rush_yds,,,,,,
player,201011250nyj,cin,KellRe00,rush_td,,,,,,
player,201011250nyj,cin,KellRe00,rush_long,,,,,,
player,201011250nyj,cin,KellRe00,targets,1,,,,,
player,201011250nyj,cin,KellRe00,rec,0,,,,,
player,201011250nyj,cin,KellRe00,rec_yds,0,,,,,
player,201011250nyj,cin,KellRe00,rec_td,0,,,,,
player,201011250nyj,cin,KellRe00,rec_long,,,,,,
player,201011250nyj,cin,KellRe00,fumbles,,,,,,
player,201011250nyj,cin,KellRe00,fumbles_lost,,,,,,
player,201011250nyj,nyj,SancMa00,pass_cmp,16,,,,,
player,201011250nyj,nyj,SancMa00,pass_att,28,,,,,
player,201011250nyj,nyj,SancMa00,pass_yds,166,,,,,
player,201011250nyj,nyj,SancMa00,pass_td,1,,,,,
player,201011250nyj,nyj,SancMa00,pass_int,1,,,,,
player,201011250nyj,nyj,SancMa00,pass_sacked,2,,,,,
player,201011250nyj,nyj,SancMa00,pass_sacked_yds,17,,,,,
player,201011250nyj,nyj,SancMa00,pass_long,23,,,,,
player,201011250nyj,nyj,SancMa00,pass_rating,71.4,,,,,
player,201011250nyj,nyj,SancMa00,rush_att,3,,,,,
player,201011250nyj,nyj,SancMa00,rush_yds,-4,,,,,
player,201011250nyj,nyj,SancMa00,rush_td,0,,,,,
player,201011250nyj,nyj,SancMa00,rush_long,-1,,,,,
player,201011250nyj,nyj,SancMa00,targets,0,,,,,
player,201011250nyj,nyj,SancMa00,rec,0,,,,,
player,201011250nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201011250nyj,nyj,SancMa00,rec_td,0,,,,,
player,201011250nyj,nyj,SancMa00,rec_long,0,,,,,
player,201011250nyj,nyj,SancMa00,fumbles,0,,,,,
player,201011250nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201011250nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201011250nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201011250nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201011250nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201011250nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201011250nyj,nyj,GreeSh00,pass_sacked,,,,,,
player,201011250nyj,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201011250nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201011250nyj,nyj,GreeSh00,rush_att,18,,,,,
player,201011250nyj,nyj,GreeSh00,rush_yds,70,,,,,
player,201011250nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201011250nyj,nyj,GreeSh00,rush_long,9,,,,,
player,201011250nyj,nyj,GreeSh00,targets,2,,,,,
player,201011250nyj,nyj,GreeSh00,rec,1,,,,,
player,201011250nyj,nyj,GreeSh00,rec_yds,11,,,,,
player,201011250nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201011250nyj,nyj,GreeSh00,rec_long,11,,,,,
player,201011250nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201011250nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201011250nyj,nyj,SmitBr01,pass_cmp,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_att,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_yds,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_td,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_int,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_sacked,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,SmitBr01,pass_long,0,,,,,
player,201011250nyj,nyj,SmitBr01,pass_rating,,,,,,
player,201011250nyj,nyj,SmitBr01,rush_att,3,,,,,
player,201011250nyj,nyj,SmitBr01,rush_yds,55,,,,,
player,201011250nyj,nyj,SmitBr01,rush_td,1,,,,,
player,201011250nyj,nyj,SmitBr01,rush_long,53,,,,,
player,201011250nyj,nyj,SmitBr01,targets,1,,,,,
player,201011250nyj,nyj,SmitBr01,rec,1,,,,,
player,201011250nyj,nyj,SmitBr01,rec_yds,23,,,,,
player,201011250nyj,nyj,SmitBr01,rec_td,0,,,,,
player,201011250nyj,nyj,SmitBr01,rec_long,23,,,,,
player,201011250nyj,nyj,SmitBr01,fumbles,0,,,,,
player,201011250nyj,nyj,SmitBr01,fumbles_lost,,,,,,
player,201011250nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201011250nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201011250nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201011250nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201011250nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201011250nyj,nyj,TomlLa00,pass_sacked,,,,,,
player,201011250nyj,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201011250nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201011250nyj,nyj,TomlLa00,rush_att,13,,,,,
player,201011250nyj,nyj,TomlLa00,rush_yds,49,,,,,
player,201011250nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201011250nyj,nyj,TomlLa00,rush_long,9,,,,,
player,201011250nyj,nyj,TomlLa00,targets,5,,,,,
player,201011250nyj,nyj,TomlLa00,rec,2,,,,,
player,201011250nyj,nyj,TomlLa00,rec_yds,14,,,,,
player,201011250nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201011250nyj,nyj,TomlLa00,rec_long,9,,,,,
player,201011250nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201011250nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201011250nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201011250nyj,nyj,KellDu00,pass_att,0,,,,,
player,201011250nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201011250nyj,nyj,KellDu00,pass_td,0,,,,,
player,201011250nyj,nyj,KellDu00,pass_int,0,,,,,
player,201011250nyj,nyj,KellDu00,pass_sacked,,,,,,
player,201011250nyj,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,KellDu00,pass_long,0,,,,,
player,201011250nyj,nyj,KellDu00,pass_rating,,,,,,
player,201011250nyj,nyj,KellDu00,rush_att,0,,,,,
player,201011250nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201011250nyj,nyj,KellDu00,rush_td,0,,,,,
player,201011250nyj,nyj,KellDu00,rush_long,0,,,,,
player,201011250nyj,nyj,KellDu00,targets,4,,,,,
player,201011250nyj,nyj,KellDu00,rec,4,,,,,
player,201011250nyj,nyj,KellDu00,rec_yds,49,,,,,
player,201011250nyj,nyj,KellDu00,rec_td,0,,,,,
player,201011250nyj,nyj,KellDu00,rec_long,21,,,,,
player,201011250nyj,nyj,KellDu00,fumbles,0,,,,,
player,201011250nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201011250nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201011250nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201011250nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201011250nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201011250nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201011250nyj,nyj,HolmSa00,pass_sacked,,,,,,
player,201011250nyj,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201011250nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201011250nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201011250nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201011250nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201011250nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201011250nyj,nyj,HolmSa00,targets,7,,,,,
player,201011250nyj,nyj,HolmSa00,rec,5,,,,,
player,201011250nyj,nyj,HolmSa00,rec_yds,44,,,,,
player,201011250nyj,nyj,HolmSa00,rec_td,1,,,,,
player,201011250nyj,nyj,HolmSa00,rec_long,16,,,,,
player,201011250nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201011250nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201011250nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201011250nyj,nyj,EdwaBr00,rush_att,0,,,,,
player,201011250nyj,nyj,EdwaBr00,rush_yds,0,,,,,
player,201011250nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201011250nyj,nyj,EdwaBr00,rush_long,0,,,,,
player,201011250nyj,nyj,EdwaBr00,targets,8,,,,,
player,201011250nyj,nyj,EdwaBr00,rec,2,,,,,
player,201011250nyj,nyj,EdwaBr00,rec_yds,20,,,,,
player,201011250nyj,nyj,EdwaBr00,rec_td,0,,,,,
player,201011250nyj,nyj,EdwaBr00,rec_long,15,,,,,
player,201011250nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201011250nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201011250nyj,nyj,TurnPa00,pass_cmp,0,,,,,
player,201011250nyj,nyj,TurnPa00,pass_att,0,,,,,
player,201011250nyj,nyj,TurnPa00,pass_yds,0,,,,,
player,201011250nyj,nyj,TurnPa00,pass_td,0,,,,,
player,201011250nyj,nyj,TurnPa00,pass_int,0,,,,,
player,201011250nyj,nyj,TurnPa00,pass_sacked,,,,,,
player,201011250nyj,nyj,TurnPa00,pass_sacked_yds,,,,,,
player,201011250nyj,nyj,TurnPa00,pass_long,0,,,,,
player,201011250nyj,nyj,TurnPa00,pass_rating,,,,,,
player,201011250nyj,nyj,TurnPa00,rush_att,0,,,,,
player,201011250nyj,nyj,TurnPa00,rush_yds,0,,,,,
player,201011250nyj,nyj,TurnPa00,rush_td,0,,,,,
player,201011250nyj,nyj,TurnPa00,rush_long,0,,,,,
player,201011250nyj,nyj,TurnPa00,targets,1,,,,,
player,201011250nyj,nyj,TurnPa00,rec,1,,,,,
player,201011250nyj,nyj,TurnPa00,rec_yds,5,,,,,
player,201011250nyj,nyj,TurnPa00,rec_td,0,,,,,
player,201011250nyj,nyj,TurnPa00,rec_long,5,,,,,
player,201011250nyj,nyj,TurnPa00,fumbles,0,,,,,
player,201011250nyj,nyj,TurnPa00,fumbles_lost,,,,,,
player,201011250nyj,cin,MauaRe99,def_int,1,,,,,
player,201011250nyj,cin,MauaRe99,def_int_yds,11,,,,,
player,201011250nyj,cin,MauaRe99,def_int_td,0,,,,,
player,201011250nyj,cin,MauaRe99,def_int_long,11,,,,,
player,201011250nyj,cin,MauaRe99,pass_defended,1,,,,,
player,201011250nyj,cin,MauaRe99,sacks,0.0,,,,,
player,201011250nyj,cin,MauaRe99,tackles_combined,8,,,,,
player,201011250nyj,cin,MauaRe99,tackles_solo,5,,,,,
player,201011250nyj,cin,MauaRe99,tackles_assists,3,,,,,
player,201011250nyj,cin,MauaRe99,tackles_loss,1,,,,,
player,201011250nyj,cin,MauaRe99,qb_hits,0,,,,,
player,201011250nyj,cin,MauaRe99,fumbles_rec,0,,,,,
player,201011250nyj,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201011250nyj,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201011250nyj,cin,MauaRe99,fumbles_forced,0,,,,,
player,201011250nyj,cin,DunlCa99,def_int,0,,,,,
player,201011250nyj,cin,DunlCa99,def_int_yds,0,,,,,
player,201011250nyj,cin,DunlCa99,def_int_td,0,,,,,
player,201011250nyj,cin,DunlCa99,def_int_long,0,,,,,
player,201011250nyj,cin,DunlCa99,pass_defended,0,,,,,
player,201011250nyj,cin,DunlCa99,sacks,2.0,,,,,
player,201011250nyj,cin,DunlCa99,tackles_combined,3,,,,,
player,201011250nyj,cin,DunlCa99,tackles_solo,3,,,,,
player,201011250nyj,cin,DunlCa99,tackles_assists,0,,,,,
player,201011250nyj,cin,DunlCa99,tackles_loss,2,,,,,
player,201011250nyj,cin,DunlCa99,qb_hits,2,,,,,
player,201011250nyj,cin,DunlCa99,fumbles_rec,0,,,,,
player,201011250nyj,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201011250nyj,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201011250nyj,cin,DunlCa99,fumbles_forced,0,,,,,
player,201011250nyj,cin,JoneDh20,def_int,0,,,,,
player,201011250nyj,cin,JoneDh20,def_int_yds,0,,,,,
player,201011250nyj,cin,JoneDh20,def_int_td,0,,,,,
player,201011250nyj,cin,JoneDh20,def_int_long,0,,,,,
player,201011250nyj,cin,JoneDh20,pass_defended,0,,,,,
player,201011250nyj,cin,JoneDh20,sacks,0.0,,,,,
player,201011250nyj,cin,JoneDh20,tackles_combined,11,,,,,
player,201011250nyj,cin,JoneDh20,tackles_solo,10,,,,,
player,201011250nyj,cin,JoneDh20,tackles_assists,1,,,,,
player,201011250nyj,cin,JoneDh20,tackles_loss,0,,,,,
player,201011250nyj,cin,JoneDh20,qb_hits,0,,,,,
player,201011250nyj,cin,JoneDh20,fumbles_rec,0,,,,,
player,201011250nyj,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201011250nyj,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201011250nyj,cin,JoneDh20,fumbles_forced,0,,,,,
player,201011250nyj,cin,RiveKe99,def_int,0,,,,,
player,201011250nyj,cin,RiveKe99,def_int_yds,0,,,,,
player,201011250nyj,cin,RiveKe99,def_int_td,0,,,,,
player,201011250nyj,cin,RiveKe99,def_int_long,0,,,,,
player,201011250nyj,cin,RiveKe99,pass_defended,0,,,,,
player,201011250nyj,cin,RiveKe99,sacks,0.0,,,,,
player,201011250nyj,cin,RiveKe99,tackles_combined,9,,,,,
player,201011250nyj,cin,RiveKe99,tackles_solo,4,,,,,
player,201011250nyj,cin,RiveKe99,tackles_assists,5,,,,,
player,201011250nyj,cin,RiveKe99,tackles_loss,0,,,,,
player,201011250nyj,cin,RiveKe99,qb_hits,0,,,,,
player,201011250nyj,cin,RiveKe99,fumbles_rec,0,,,,,
player,201011250nyj,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201011250nyj,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201011250nyj,cin,RiveKe99,fumbles_forced,0,,,,,
player,201011250nyj,cin,PekoDo20,def_int,0,,,,,
player,201011250nyj,cin,PekoDo20,def_int_yds,0,,,,,
player,201011250nyj,cin,PekoDo20,def_int_td,0,,,,,
player,201011250nyj,cin,PekoDo20,def_int_long,0,,,,,
player,201011250nyj,cin,PekoDo20,pass_defended,1,,,,,
player,201011250nyj,cin,PekoDo20,sacks,0.0,,,,,
player,201011250nyj,cin,PekoDo20,tackles_combined,7,,,,,
player,201011250nyj,cin,PekoDo20,tackles_solo,6,,,,,
player,201011250nyj,cin,PekoDo20,tackles_assists,1,,,,,
player,201011250nyj,cin,PekoDo20,tackles_loss,0,,,,,
player,201011250nyj,cin,PekoDo20,qb_hits,0,,,,,
player,201011250nyj,cin,PekoDo20,fumbles_rec,0,,,,,
player,201011250nyj,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201011250nyj,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201011250nyj,cin,PekoDo20,fumbles_forced,0,,,,,
player,201011250nyj,cin,JohnMi98,def_int,0,,,,,
player,201011250nyj,cin,JohnMi98,def_int_yds,0,,,,,
player,201011250nyj,cin,JohnMi98,def_int_td,0,,,,,
player,201011250nyj,cin,JohnMi98,def_int_long,0,,,,,
player,201011250nyj,cin,JohnMi98,pass_defended,2,,,,,
player,201011250nyj,cin,JohnMi98,sacks,0.0,,,,,
player,201011250nyj,cin,JohnMi98,tackles_combined,5,,,,,
player,201011250nyj,cin,JohnMi98,tackles_solo,3,,,,,
player,201011250nyj,cin,JohnMi98,tackles_assists,2,,,,,
player,201011250nyj,cin,JohnMi98,tackles_loss,0,,,,,
player,201011250nyj,cin,JohnMi98,qb_hits,0,,,,,
player,201011250nyj,cin,JohnMi98,fumbles_rec,0,,,,,
player,201011250nyj,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201011250nyj,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201011250nyj,cin,JohnMi98,fumbles_forced,0,,,,,
player,201011250nyj,cin,NdukCh99,def_int,0,,,,,
