game,2010,12,20101128,201011280nyg,jax,"Jacksonville Jaguars",20,nyg,"New York Giants",24
player,201011280nyg,nyg,UmenOs99,sacks,0.0,,,,,
player,201011280nyg,nyg,UmenOs99,tackles_combined,4,,,,,
player,201011280nyg,nyg,UmenOs99,tackles_solo,3,,,,,
player,201011280nyg,nyg,UmenOs99,tackles_assists,1,,,,,
player,201011280nyg,nyg,UmenOs99,tackles_loss,0,,,,,
player,201011280nyg,nyg,UmenOs99,qb_hits,6,,,,,
player,201011280nyg,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,CoexMi99,def_int,0,,,,,
player,201011280nyg,nyg,CoexMi99,def_int_yds,0,,,,,
player,201011280nyg,nyg,CoexMi99,def_int_td,0,,,,,
player,201011280nyg,nyg,CoexMi99,def_int_long,0,,,,,
player,201011280nyg,nyg,CoexMi99,pass_defended,0,,,,,
player,201011280nyg,nyg,CoexMi99,sacks,0.0,,,,,
player,201011280nyg,nyg,CoexMi99,tackles_combined,3,,,,,
player,201011280nyg,nyg,CoexMi99,tackles_solo,2,,,,,
player,201011280nyg,nyg,CoexMi99,tackles_assists,1,,,,,
player,201011280nyg,nyg,CoexMi99,tackles_loss,0,,,,,
player,201011280nyg,nyg,CoexMi99,qb_hits,0,,,,,
player,201011280nyg,nyg,CoexMi99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,CoexMi99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,CoexMi99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,CoexMi99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,TollDa99,def_int,0,,,,,
player,201011280nyg,nyg,TollDa99,def_int_yds,0,,,,,
player,201011280nyg,nyg,TollDa99,def_int_td,0,,,,,
player,201011280nyg,nyg,TollDa99,def_int_long,0,,,,,
player,201011280nyg,nyg,TollDa99,pass_defended,0,,,,,
player,201011280nyg,nyg,TollDa99,sacks,0.0,,,,,
player,201011280nyg,nyg,TollDa99,tackles_combined,3,,,,,
player,201011280nyg,nyg,TollDa99,tackles_solo,2,,,,,
player,201011280nyg,nyg,TollDa99,tackles_assists,1,,,,,
player,201011280nyg,nyg,TollDa99,tackles_loss,1,,,,,
player,201011280nyg,nyg,TollDa99,qb_hits,1,,,,,
player,201011280nyg,nyg,TollDa99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,TollDa99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,BernRo20,def_int,0,,,,,
player,201011280nyg,nyg,BernRo20,def_int_yds,0,,,,,
player,201011280nyg,nyg,BernRo20,def_int_td,0,,,,,
player,201011280nyg,nyg,BernRo20,def_int_long,0,,,,,
player,201011280nyg,nyg,BernRo20,pass_defended,0,,,,,
player,201011280nyg,nyg,BernRo20,sacks,0.0,,,,,
player,201011280nyg,nyg,BernRo20,tackles_combined,2,,,,,
player,201011280nyg,nyg,BernRo20,tackles_solo,2,,,,,
player,201011280nyg,nyg,BernRo20,tackles_assists,0,,,,,
player,201011280nyg,nyg,BernRo20,tackles_loss,0,,,,,
player,201011280nyg,nyg,BernRo20,qb_hits,0,,,,,
player,201011280nyg,nyg,BernRo20,fumbles_rec,0,,,,,
player,201011280nyg,nyg,BernRo20,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,BernRo20,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,BernRo20,fumbles_forced,0,,,,,
player,201011280nyg,nyg,RossAa99,def_int,0,,,,,
player,201011280nyg,nyg,RossAa99,def_int_yds,0,,,,,
player,201011280nyg,nyg,RossAa99,def_int_td,0,,,,,
player,201011280nyg,nyg,RossAa99,def_int_long,0,,,,,
player,201011280nyg,nyg,RossAa99,pass_defended,0,,,,,
player,201011280nyg,nyg,RossAa99,sacks,0.0,,,,,
player,201011280nyg,nyg,RossAa99,tackles_combined,2,,,,,
player,201011280nyg,nyg,RossAa99,tackles_solo,0,,,,,
player,201011280nyg,nyg,RossAa99,tackles_assists,2,,,,,
player,201011280nyg,nyg,RossAa99,tackles_loss,0,,,,,
player,201011280nyg,nyg,RossAa99,qb_hits,0,,,,,
player,201011280nyg,nyg,RossAa99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,RossAa99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,SintCl99,def_int,0,,,,,
player,201011280nyg,nyg,SintCl99,def_int_yds,0,,,,,
player,201011280nyg,nyg,SintCl99,def_int_td,0,,,,,
player,201011280nyg,nyg,SintCl99,def_int_long,0,,,,,
player,201011280nyg,nyg,SintCl99,pass_defended,0,,,,,
player,201011280nyg,nyg,SintCl99,sacks,0.0,,,,,
player,201011280nyg,nyg,SintCl99,tackles_combined,2,,,,,
player,201011280nyg,nyg,SintCl99,tackles_solo,2,,,,,
player,201011280nyg,nyg,SintCl99,tackles_assists,0,,,,,
player,201011280nyg,nyg,SintCl99,tackles_loss,0,,,,,
player,201011280nyg,nyg,SintCl99,qb_hits,0,,,,,
player,201011280nyg,nyg,SintCl99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,SintCl99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,SintCl99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,SintCl99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,CalhDu00,def_int,0,,,,,
player,201011280nyg,nyg,CalhDu00,def_int_yds,0,,,,,
player,201011280nyg,nyg,CalhDu00,def_int_td,0,,,,,
player,201011280nyg,nyg,CalhDu00,def_int_long,0,,,,,
player,201011280nyg,nyg,CalhDu00,pass_defended,0,,,,,
player,201011280nyg,nyg,CalhDu00,sacks,0.0,,,,,
player,201011280nyg,nyg,CalhDu00,tackles_combined,1,,,,,
player,201011280nyg,nyg,CalhDu00,tackles_solo,0,,,,,
player,201011280nyg,nyg,CalhDu00,tackles_assists,1,,,,,
player,201011280nyg,nyg,CalhDu00,tackles_loss,0,,,,,
player,201011280nyg,nyg,CalhDu00,qb_hits,0,,,,,
player,201011280nyg,nyg,CalhDu00,fumbles_rec,0,,,,,
player,201011280nyg,nyg,CalhDu00,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,CalhDu00,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,CalhDu00,fumbles_forced,0,,,,,
player,201011280nyg,nyg,CantCh21,def_int,0,,,,,
player,201011280nyg,nyg,CantCh21,def_int_yds,0,,,,,
player,201011280nyg,nyg,CantCh21,def_int_td,0,,,,,
player,201011280nyg,nyg,CantCh21,def_int_long,0,,,,,
player,201011280nyg,nyg,CantCh21,pass_defended,1,,,,,
player,201011280nyg,nyg,CantCh21,sacks,0.0,,,,,
player,201011280nyg,nyg,CantCh21,tackles_combined,1,,,,,
player,201011280nyg,nyg,CantCh21,tackles_solo,1,,,,,
player,201011280nyg,nyg,CantCh21,tackles_assists,0,,,,,
player,201011280nyg,nyg,CantCh21,tackles_loss,0,,,,,
player,201011280nyg,nyg,CantCh21,qb_hits,0,,,,,
player,201011280nyg,nyg,CantCh21,fumbles_rec,0,,,,,
player,201011280nyg,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,CantCh21,fumbles_forced,0,,,,,
player,201011280nyg,nyg,JackBr01,def_int,0,,,,,
player,201011280nyg,nyg,JackBr01,def_int_yds,0,,,,,
player,201011280nyg,nyg,JackBr01,def_int_td,0,,,,,
player,201011280nyg,nyg,JackBr01,def_int_long,0,,,,,
player,201011280nyg,nyg,JackBr01,pass_defended,0,,,,,
player,201011280nyg,nyg,JackBr01,sacks,0.0,,,,,
player,201011280nyg,nyg,JackBr01,tackles_combined,1,,,,,
player,201011280nyg,nyg,JackBr01,tackles_solo,1,,,,,
player,201011280nyg,nyg,JackBr01,tackles_assists,0,,,,,
player,201011280nyg,nyg,JackBr01,tackles_loss,0,,,,,
player,201011280nyg,nyg,JackBr01,qb_hits,0,,,,,
player,201011280nyg,nyg,JackBr01,fumbles_rec,0,,,,,
player,201011280nyg,nyg,JackBr01,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,JackBr01,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,JackBr01,fumbles_forced,0,,,,,
player,201011280nyg,jax,ThomMi01,kick_ret,0,,,,,
player,201011280nyg,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201011280nyg,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201011280nyg,jax,ThomMi01,kick_ret_td,0,,,,,
player,201011280nyg,jax,ThomMi01,kick_ret_long,0,,,,,
player,201011280nyg,jax,ThomMi01,punt_ret,2,,,,,
player,201011280nyg,jax,ThomMi01,punt_ret_yds,3,,,,,
player,201011280nyg,jax,ThomMi01,punt_ret_yds_per_ret,1.5,,,,,
player,201011280nyg,jax,ThomMi01,punt_ret_td,0,,,,,
player,201011280nyg,jax,ThomMi01,punt_ret_long,3,,,,,
player,201011280nyg,jax,KariDe00,kick_ret,6,,,,,
player,201011280nyg,jax,KariDe00,kick_ret_yds,133,,,,,
player,201011280nyg,jax,KariDe00,kick_ret_yds_per_ret,22.2,,,,,
player,201011280nyg,jax,KariDe00,kick_ret_td,0,,,,,
player,201011280nyg,jax,KariDe00,kick_ret_long,29,,,,,
player,201011280nyg,jax,KariDe00,punt_ret,0,,,,,
player,201011280nyg,jax,KariDe00,punt_ret_yds,0,,,,,
player,201011280nyg,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201011280nyg,jax,KariDe00,punt_ret_td,0,,,,,
player,201011280nyg,jax,KariDe00,punt_ret_long,0,,,,,
player,201011280nyg,nyg,WareDa00,kick_ret,4,,,,,
player,201011280nyg,nyg,WareDa00,kick_ret_yds,89,,,,,
player,201011280nyg,nyg,WareDa00,kick_ret_yds_per_ret,22.3,,,,,
player,201011280nyg,nyg,WareDa00,kick_ret_td,0,,,,,
player,201011280nyg,nyg,WareDa00,kick_ret_long,35,,,,,
player,201011280nyg,nyg,WareDa00,punt_ret,0,,,,,
player,201011280nyg,nyg,WareDa00,punt_ret_yds,0,,,,,
player,201011280nyg,nyg,WareDa00,punt_ret_yds_per_ret,,,,,,
player,201011280nyg,nyg,WareDa00,punt_ret_td,0,,,,,
player,201011280nyg,nyg,WareDa00,punt_ret_long,0,,,,,
player,201011280nyg,jax,scobejos01,xpm,2,,,,,
player,201011280nyg,jax,scobejos01,xpa,2,,,,,
player,201011280nyg,jax,scobejos01,fgm,2,,,,,
player,201011280nyg,jax,scobejos01,fga,2,,,,,
player,201011280nyg,jax,scobejos01,punt,0,,,,,
player,201011280nyg,jax,scobejos01,punt_yds,0,,,,,
player,201011280nyg,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201011280nyg,jax,scobejos01,punt_long,0,,,,,
player,201011280nyg,jax,PodlAd20,xpm,,,,,,
player,201011280nyg,jax,PodlAd20,xpa,,,,,,
player,201011280nyg,jax,PodlAd20,fgm,,,,,,
player,201011280nyg,jax,PodlAd20,fga,,,,,,
player,201011280nyg,jax,PodlAd20,punt,3,,,,,
player,201011280nyg,jax,PodlAd20,punt_yds,130,,,,,
player,201011280nyg,jax,PodlAd20,punt_yds_per_punt,43.3,,,,,
player,201011280nyg,jax,PodlAd20,punt_long,51,,,,,
player,201011280nyg,nyg,tyneslaw01,xpm,1,,,,,
player,201011280nyg,nyg,tyneslaw01,xpa,1,,,,,
player,201011280nyg,nyg,tyneslaw01,fgm,3,,,,,
player,201011280nyg,nyg,tyneslaw01,fga,3,,,,,
player,201011280nyg,nyg,tyneslaw01,punt,0,,,,,
player,201011280nyg,nyg,tyneslaw01,punt_yds,0,,,,,
player,201011280nyg,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201011280nyg,nyg,tyneslaw01,punt_long,0,,,,,
player,201011280nyg,nyg,DodgMa99,xpm,,,,,,
player,201011280nyg,nyg,DodgMa99,xpa,,,,,,
player,201011280nyg,nyg,DodgMa99,fgm,,,,,,
player,201011280nyg,nyg,DodgMa99,fga,,,,,,
player,201011280nyg,nyg,DodgMa99,punt,3,,,,,
player,201011280nyg,nyg,DodgMa99,punt_yds,149,,,,,
player,201011280nyg,nyg,DodgMa99,punt_yds_per_punt,49.7,,,,,
player,201011280nyg,nyg,DodgMa99,punt_long,53,,,,,
