game,2010,6,20101017,201010170chi,sea,"Seattle Seahawks",23,chi,"Chicago Bears",20
team,201010170chi,sea,First Downs,20,,,,,,
team,201010170chi,chi,First Downs,15,,,,,,
team,201010170chi,sea,Rush-Yds-TDs,31-111-2,,,,,,
team,201010170chi,chi,Rush-Yds-TDs,14-61-1,,,,,,
team,201010170chi,sea,Cmp-Att-Yd-TD-INT,25-40-242-1-0,,,,,,
team,201010170chi,chi,Cmp-Att-Yd-TD-INT,17-39-290-0-0,,,,,,
team,201010170chi,sea,Sacked-Yards,0-0,,,,,,
team,201010170chi,chi,Sacked-Yards,6-44,,,,,,
team,201010170chi,sea,Net Pass Yards,242,,,,,,
team,201010170chi,chi,Net Pass Yards,246,,,,,,
team,201010170chi,sea,Total Yards,353,,,,,,
team,201010170chi,chi,Total Yards,307,,,,,,
team,201010170chi,sea,Fumbles-Lost,1-0,,,,,,
team,201010170chi,chi,Fumbles-Lost,1-0,,,,,,
team,201010170chi,sea,Turnovers,0,,,,,,
team,201010170chi,chi,Turnovers,0,,,,,,
team,201010170chi,sea,Penalties-Yards,5-83,,,,,,
team,201010170chi,chi,Penalties-Yards,2-18,,,,,,
team,201010170chi,sea,Third Down Conv.,7-18,,,,,,
team,201010170chi,chi,Third Down Conv.,0-12,,,,,,
team,201010170chi,sea,Fourth Down Conv.,0-0,,,,,,
team,201010170chi,chi,Fourth Down Conv.,1-1,,,,,,
team,201010170chi,sea,Time of Possession,34:23,,,,,,
team,201010170chi,chi,Time of Possession,25:37,,,,,,
player,201010170chi,sea,HassMa00,pass_cmp,25,,,,,
player,201010170chi,sea,HassMa00,pass_att,40,,,,,
player,201010170chi,sea,HassMa00,pass_yds,242,,,,,
player,201010170chi,sea,HassMa00,pass_td,1,,,,,
player,201010170chi,sea,HassMa00,pass_int,0,,,,,
player,201010170chi,sea,HassMa00,pass_sacked,0,,,,,
player,201010170chi,sea,HassMa00,pass_sacked_yds,0,,,,,
player,201010170chi,sea,HassMa00,pass_long,24,,,,,
player,201010170chi,sea,HassMa00,pass_rating,87.7,,,,,
player,201010170chi,sea,HassMa00,rush_att,3,,,,,
player,201010170chi,sea,HassMa00,rush_yds,-3,,,,,
player,201010170chi,sea,HassMa00,rush_td,0,,,,,
player,201010170chi,sea,HassMa00,rush_long,-1,,,,,
player,201010170chi,sea,HassMa00,targets,0,,,,,
player,201010170chi,sea,HassMa00,rec,0,,,,,
player,201010170chi,sea,HassMa00,rec_yds,0,,,,,
player,201010170chi,sea,HassMa00,rec_td,0,,,,,
player,201010170chi,sea,HassMa00,rec_long,0,,,,,
player,201010170chi,sea,HassMa00,fumbles,0,,,,,
player,201010170chi,sea,HassMa00,fumbles_lost,,,,,,
player,201010170chi,sea,ForsJu00,pass_cmp,0,,,,,
player,201010170chi,sea,ForsJu00,pass_att,0,,,,,
player,201010170chi,sea,ForsJu00,pass_yds,0,,,,,
player,201010170chi,sea,ForsJu00,pass_td,0,,,,,
player,201010170chi,sea,ForsJu00,pass_int,0,,,,,
player,201010170chi,sea,ForsJu00,pass_sacked,,,,,,
player,201010170chi,sea,ForsJu00,pass_sacked_yds,,,,,,
player,201010170chi,sea,ForsJu00,pass_long,0,,,,,
player,201010170chi,sea,ForsJu00,pass_rating,,,,,,
player,201010170chi,sea,ForsJu00,rush_att,10,,,,,
player,201010170chi,sea,ForsJu00,rush_yds,67,,,,,
player,201010170chi,sea,ForsJu00,rush_td,1,,,,,
player,201010170chi,sea,ForsJu00,rush_long,13,,,,,
player,201010170chi,sea,ForsJu00,targets,4,,,,,
player,201010170chi,sea,ForsJu00,rec,1,,,,,
player,201010170chi,sea,ForsJu00,rec_yds,9,,,,,
player,201010170chi,sea,ForsJu00,rec_td,0,,,,,
player,201010170chi,sea,ForsJu00,rec_long,9,,,,,
player,201010170chi,sea,ForsJu00,fumbles,0,,,,,
player,201010170chi,sea,ForsJu00,fumbles_lost,,,,,,
player,201010170chi,sea,LyncMa00,pass_cmp,0,,,,,
player,201010170chi,sea,LyncMa00,pass_att,0,,,,,
player,201010170chi,sea,LyncMa00,pass_yds,0,,,,,
player,201010170chi,sea,LyncMa00,pass_td,0,,,,,
player,201010170chi,sea,LyncMa00,pass_int,0,,,,,
player,201010170chi,sea,LyncMa00,pass_sacked,,,,,,
player,201010170chi,sea,LyncMa00,pass_sacked_yds,,,,,,
player,201010170chi,sea,LyncMa00,pass_long,0,,,,,
player,201010170chi,sea,LyncMa00,pass_rating,,,,,,
player,201010170chi,sea,LyncMa00,rush_att,17,,,,,
player,201010170chi,sea,LyncMa00,rush_yds,44,,,,,
player,201010170chi,sea,LyncMa00,rush_td,1,,,,,
player,201010170chi,sea,LyncMa00,rush_long,12,,,,,
player,201010170chi,sea,LyncMa00,targets,3,,,,,
player,201010170chi,sea,LyncMa00,rec,3,,,,,
player,201010170chi,sea,LyncMa00,rec_yds,9,,,,,
player,201010170chi,sea,LyncMa00,rec_td,0,,,,,
player,201010170chi,sea,LyncMa00,rec_long,5,,,,,
player,201010170chi,sea,LyncMa00,fumbles,0,,,,,
player,201010170chi,sea,LyncMa00,fumbles_lost,,,,,,
player,201010170chi,sea,RobiMi00,pass_cmp,0,,,,,
player,201010170chi,sea,RobiMi00,pass_att,0,,,,,
player,201010170chi,sea,RobiMi00,pass_yds,0,,,,,
player,201010170chi,sea,RobiMi00,pass_td,0,,,,,
player,201010170chi,sea,RobiMi00,pass_int,0,,,,,
player,201010170chi,sea,RobiMi00,pass_sacked,0,,,,,
player,201010170chi,sea,RobiMi00,pass_sacked_yds,,,,,,
player,201010170chi,sea,RobiMi00,pass_long,0,,,,,
player,201010170chi,sea,RobiMi00,pass_rating,,,,,,
player,201010170chi,sea,RobiMi00,rush_att,1,,,,,
player,201010170chi,sea,RobiMi00,rush_yds,3,,,,,
player,201010170chi,sea,RobiMi00,rush_td,0,,,,,
player,201010170chi,sea,RobiMi00,rush_long,3,,,,,
player,201010170chi,sea,RobiMi00,targets,1,,,,,
player,201010170chi,sea,RobiMi00,rec,0,,,,,
player,201010170chi,sea,RobiMi00,rec_yds,0,,,,,
player,201010170chi,sea,RobiMi00,rec_td,0,,,,,
player,201010170chi,sea,RobiMi00,rec_long,0,,,,,
player,201010170chi,sea,RobiMi00,fumbles,0,,,,,
player,201010170chi,sea,RobiMi00,fumbles_lost,,,,,,
player,201010170chi,sea,WillMi03,pass_cmp,0,,,,,
player,201010170chi,sea,WillMi03,pass_att,0,,,,,
player,201010170chi,sea,WillMi03,pass_yds,0,,,,,
player,201010170chi,sea,WillMi03,pass_td,0,,,,,
player,201010170chi,sea,WillMi03,pass_int,0,,,,,
player,201010170chi,sea,WillMi03,pass_sacked,,,,,,
player,201010170chi,sea,WillMi03,pass_sacked_yds,,,,,,
player,201010170chi,sea,WillMi03,pass_long,0,,,,,
player,201010170chi,sea,WillMi03,pass_rating,,,,,,
player,201010170chi,sea,WillMi03,rush_att,0,,,,,
player,201010170chi,sea,WillMi03,rush_yds,0,,,,,
player,201010170chi,sea,WillMi03,rush_td,0,,,,,
player,201010170chi,sea,WillMi03,rush_long,0,,,,,
player,201010170chi,sea,WillMi03,targets,15,,,,,
player,201010170chi,sea,WillMi03,rec,10,,,,,
player,201010170chi,sea,WillMi03,rec_yds,123,,,,,
player,201010170chi,sea,WillMi03,rec_td,0,,,,,
player,201010170chi,sea,WillMi03,rec_long,24,,,,,
player,201010170chi,sea,WillMi03,fumbles,0,,,,,
player,201010170chi,sea,WillMi03,fumbles_lost,,,,,,
player,201010170chi,sea,ButlDe00,pass_cmp,0,,,,,
player,201010170chi,sea,ButlDe00,pass_att,0,,,,,
player,201010170chi,sea,ButlDe00,pass_yds,0,,,,,
player,201010170chi,sea,ButlDe00,pass_td,0,,,,,
player,201010170chi,sea,ButlDe00,pass_int,0,,,,,
player,201010170chi,sea,ButlDe00,pass_sacked,,,,,,
player,201010170chi,sea,ButlDe00,pass_sacked_yds,,,,,,
player,201010170chi,sea,ButlDe00,pass_long,0,,,,,
player,201010170chi,sea,ButlDe00,pass_rating,,,,,,
player,201010170chi,sea,ButlDe00,rush_att,0,,,,,
player,201010170chi,sea,ButlDe00,rush_yds,0,,,,,
player,201010170chi,sea,ButlDe00,rush_td,0,,,,,
player,201010170chi,sea,ButlDe00,rush_long,0,,,,,
player,201010170chi,sea,ButlDe00,targets,4,,,,,
player,201010170chi,sea,ButlDe00,rec,4,,,,,
player,201010170chi,sea,ButlDe00,rec_yds,47,,,,,
player,201010170chi,sea,ButlDe00,rec_td,1,,,,,
player,201010170chi,sea,ButlDe00,rec_long,22,,,,,
player,201010170chi,sea,ButlDe00,fumbles,0,,,,,
player,201010170chi,sea,ButlDe00,fumbles_lost,,,,,,
