game,2010,4,20101003,201010030rai,htx,"Houston Texans",31,rai,"Oakland Raiders",24
player,201010030rai,htx,WardDe01,rec_long,0,,,,,
player,201010030rai,htx,WardDe01,fumbles,0,,,,,
player,201010030rai,htx,WardDe01,fumbles_lost,,,,,,
player,201010030rai,htx,SlatSt00,pass_cmp,0,,,,,
player,201010030rai,htx,SlatSt00,pass_att,0,,,,,
player,201010030rai,htx,SlatSt00,pass_yds,0,,,,,
player,201010030rai,htx,SlatSt00,pass_td,0,,,,,
player,201010030rai,htx,SlatSt00,pass_int,0,,,,,
player,201010030rai,htx,SlatSt00,pass_sacked,,,,,,
player,201010030rai,htx,SlatSt00,pass_sacked_yds,,,,,,
player,201010030rai,htx,SlatSt00,pass_long,0,,,,,
player,201010030rai,htx,SlatSt00,pass_rating,,,,,,
player,201010030rai,htx,SlatSt00,rush_att,5,,,,,
player,201010030rai,htx,SlatSt00,rush_yds,37,,,,,
player,201010030rai,htx,SlatSt00,rush_td,0,,,,,
player,201010030rai,htx,SlatSt00,rush_long,23,,,,,
player,201010030rai,htx,SlatSt00,targets,2,,,,,
player,201010030rai,htx,SlatSt00,rec,2,,,,,
player,201010030rai,htx,SlatSt00,rec_yds,8,,,,,
player,201010030rai,htx,SlatSt00,rec_td,0,,,,,
player,201010030rai,htx,SlatSt00,rec_long,12,,,,,
player,201010030rai,htx,SlatSt00,fumbles,0,,,,,
player,201010030rai,htx,SlatSt00,fumbles_lost,,,,,,
player,201010030rai,htx,DreeJo00,pass_cmp,0,,,,,
player,201010030rai,htx,DreeJo00,pass_att,0,,,,,
player,201010030rai,htx,DreeJo00,pass_yds,0,,,,,
player,201010030rai,htx,DreeJo00,pass_td,0,,,,,
player,201010030rai,htx,DreeJo00,pass_int,0,,,,,
player,201010030rai,htx,DreeJo00,pass_sacked,,,,,,
player,201010030rai,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201010030rai,htx,DreeJo00,pass_long,0,,,,,
player,201010030rai,htx,DreeJo00,pass_rating,,,,,,
player,201010030rai,htx,DreeJo00,rush_att,0,,,,,
player,201010030rai,htx,DreeJo00,rush_yds,0,,,,,
player,201010030rai,htx,DreeJo00,rush_td,0,,,,,
player,201010030rai,htx,DreeJo00,rush_long,0,,,,,
player,201010030rai,htx,DreeJo00,targets,8,,,,,
player,201010030rai,htx,DreeJo00,rec,5,,,,,
player,201010030rai,htx,DreeJo00,rec_yds,73,,,,,
player,201010030rai,htx,DreeJo00,rec_td,1,,,,,
player,201010030rai,htx,DreeJo00,rec_long,29,,,,,
player,201010030rai,htx,DreeJo00,fumbles,0,,,,,
player,201010030rai,htx,DreeJo00,fumbles_lost,,,,,,
player,201010030rai,htx,WaltKe00,pass_cmp,0,,,,,
player,201010030rai,htx,WaltKe00,pass_att,0,,,,,
player,201010030rai,htx,WaltKe00,pass_yds,0,,,,,
player,201010030rai,htx,WaltKe00,pass_td,0,,,,,
player,201010030rai,htx,WaltKe00,pass_int,0,,,,,
player,201010030rai,htx,WaltKe00,pass_sacked,,,,,,
player,201010030rai,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201010030rai,htx,WaltKe00,pass_long,0,,,,,
player,201010030rai,htx,WaltKe00,pass_rating,,,,,,
player,201010030rai,htx,WaltKe00,rush_att,0,,,,,
player,201010030rai,htx,WaltKe00,rush_yds,0,,,,,
player,201010030rai,htx,WaltKe00,rush_td,0,,,,,
player,201010030rai,htx,WaltKe00,rush_long,0,,,,,
player,201010030rai,htx,WaltKe00,targets,6,,,,,
player,201010030rai,htx,WaltKe00,rec,4,,,,,
player,201010030rai,htx,WaltKe00,rec_yds,35,,,,,
player,201010030rai,htx,WaltKe00,rec_td,0,,,,,
player,201010030rai,htx,WaltKe00,rec_long,13,,,,,
player,201010030rai,htx,WaltKe00,fumbles,0,,,,,
player,201010030rai,htx,WaltKe00,fumbles_lost,,,,,,
player,201010030rai,htx,JoneJa03,pass_cmp,0,,,,,
player,201010030rai,htx,JoneJa03,pass_att,0,,,,,
player,201010030rai,htx,JoneJa03,pass_yds,0,,,,,
player,201010030rai,htx,JoneJa03,pass_td,0,,,,,
player,201010030rai,htx,JoneJa03,pass_int,0,,,,,
player,201010030rai,htx,JoneJa03,pass_sacked,,,,,,
player,201010030rai,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201010030rai,htx,JoneJa03,pass_long,0,,,,,
player,201010030rai,htx,JoneJa03,pass_rating,,,,,,
player,201010030rai,htx,JoneJa03,rush_att,0,,,,,
player,201010030rai,htx,JoneJa03,rush_yds,0,,,,,
player,201010030rai,htx,JoneJa03,rush_td,0,,,,,
player,201010030rai,htx,JoneJa03,rush_long,0,,,,,
player,201010030rai,htx,JoneJa03,targets,3,,,,,
player,201010030rai,htx,JoneJa03,rec,1,,,,,
player,201010030rai,htx,JoneJa03,rec_yds,12,,,,,
player,201010030rai,htx,JoneJa03,rec_td,0,,,,,
player,201010030rai,htx,JoneJa03,rec_long,12,,,,,
player,201010030rai,htx,JoneJa03,fumbles,0,,,,,
player,201010030rai,htx,JoneJa03,fumbles_lost,,,,,,
player,201010030rai,htx,DaniOw00,pass_cmp,0,,,,,
player,201010030rai,htx,DaniOw00,pass_att,0,,,,,
player,201010030rai,htx,DaniOw00,pass_yds,0,,,,,
player,201010030rai,htx,DaniOw00,pass_td,0,,,,,
player,201010030rai,htx,DaniOw00,pass_int,0,,,,,
player,201010030rai,htx,DaniOw00,pass_sacked,,,,,,
player,201010030rai,htx,DaniOw00,pass_sacked_yds,,,,,,
player,201010030rai,htx,DaniOw00,pass_long,0,,,,,
player,201010030rai,htx,DaniOw00,pass_rating,,,,,,
player,201010030rai,htx,DaniOw00,rush_att,0,,,,,
player,201010030rai,htx,DaniOw00,rush_yds,0,,,,,
player,201010030rai,htx,DaniOw00,rush_td,0,,,,,
player,201010030rai,htx,DaniOw00,rush_long,0,,,,,
player,201010030rai,htx,DaniOw00,targets,3,,,,,
player,201010030rai,htx,DaniOw00,rec,1,,,,,
player,201010030rai,htx,DaniOw00,rec_yds,8,,,,,
player,201010030rai,htx,DaniOw00,rec_td,0,,,,,
player,201010030rai,htx,DaniOw00,rec_long,8,,,,,
player,201010030rai,htx,DaniOw00,fumbles,0,,,,,
player,201010030rai,htx,DaniOw00,fumbles_lost,,,,,,
player,201010030rai,htx,AndeDa01,pass_cmp,0,,,,,
player,201010030rai,htx,AndeDa01,pass_att,0,,,,,
player,201010030rai,htx,AndeDa01,pass_yds,0,,,,,
player,201010030rai,htx,AndeDa01,pass_td,0,,,,,
player,201010030rai,htx,AndeDa01,pass_int,0,,,,,
player,201010030rai,htx,AndeDa01,pass_sacked,,,,,,
player,201010030rai,htx,AndeDa01,pass_sacked_yds,,,,,,
player,201010030rai,htx,AndeDa01,pass_long,0,,,,,
player,201010030rai,htx,AndeDa01,pass_rating,,,,,,
player,201010030rai,htx,AndeDa01,rush_att,0,,,,,
player,201010030rai,htx,AndeDa01,rush_yds,0,,,,,
player,201010030rai,htx,AndeDa01,rush_td,0,,,,,
player,201010030rai,htx,AndeDa01,rush_long,0,,,,,
player,201010030rai,htx,AndeDa01,targets,1,,,,,
player,201010030rai,htx,AndeDa01,rec,0,,,,,
player,201010030rai,htx,AndeDa01,rec_yds,0,,,,,
player,201010030rai,htx,AndeDa01,rec_td,0,,,,,
player,201010030rai,htx,AndeDa01,rec_long,0,,,,,
player,201010030rai,htx,AndeDa01,fumbles,0,,,,,
player,201010030rai,htx,AndeDa01,fumbles_lost,,,,,,
player,201010030rai,rai,GradBr00,pass_cmp,24,,,,,
player,201010030rai,rai,GradBr00,pass_att,39,,,,,
player,201010030rai,rai,GradBr00,pass_yds,278,,,,,
player,201010030rai,rai,GradBr00,pass_td,2,,,,,
player,201010030rai,rai,GradBr00,pass_int,2,,,,,
player,201010030rai,rai,GradBr00,pass_sacked,4,,,,,
player,201010030rai,rai,GradBr00,pass_sacked_yds,33,,,,,
player,201010030rai,rai,GradBr00,pass_long,43,,,,,
player,201010030rai,rai,GradBr00,pass_rating,78.8,,,,,
player,201010030rai,rai,GradBr00,rush_att,3,,,,,
player,201010030rai,rai,GradBr00,rush_yds,16,,,,,
player,201010030rai,rai,GradBr00,rush_td,0,,,,,
player,201010030rai,rai,GradBr00,rush_long,8,,,,,
player,201010030rai,rai,GradBr00,targets,0,,,,,
player,201010030rai,rai,GradBr00,rec,0,,,,,
player,201010030rai,rai,GradBr00,rec_yds,0,,,,,
player,201010030rai,rai,GradBr00,rec_td,0,,,,,
player,201010030rai,rai,GradBr00,rec_long,0,,,,,
player,201010030rai,rai,GradBr00,fumbles,2,,,,,
player,201010030rai,rai,GradBr00,fumbles_lost,1,,,,,
player,201010030rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201010030rai,rai,McFaDa00,pass_att,0,,,,,
player,201010030rai,rai,McFaDa00,pass_yds,0,,,,,
player,201010030rai,rai,McFaDa00,pass_td,0,,,,,
player,201010030rai,rai,McFaDa00,pass_int,0,,,,,
player,201010030rai,rai,McFaDa00,pass_sacked,,,,,,
player,201010030rai,rai,McFaDa00,pass_sacked_yds,,,,,,
player,201010030rai,rai,McFaDa00,pass_long,0,,,,,
player,201010030rai,rai,McFaDa00,pass_rating,,,,,,
player,201010030rai,rai,McFaDa00,rush_att,12,,,,,
player,201010030rai,rai,McFaDa00,rush_yds,47,,,,,
player,201010030rai,rai,McFaDa00,rush_td,0,,,,,
player,201010030rai,rai,McFaDa00,rush_long,23,,,,,
player,201010030rai,rai,McFaDa00,targets,7,,,,,
player,201010030rai,rai,McFaDa00,rec,6,,,,,
player,201010030rai,rai,McFaDa00,rec_yds,82,,,,,
player,201010030rai,rai,McFaDa00,rec_td,0,,,,,
player,201010030rai,rai,McFaDa00,rec_long,43,,,,,
player,201010030rai,rai,McFaDa00,fumbles,0,,,,,
player,201010030rai,rai,McFaDa00,fumbles_lost,,,,,,
player,201010030rai,rai,BushMi00,pass_cmp,0,,,,,
player,201010030rai,rai,BushMi00,pass_att,0,,,,,
player,201010030rai,rai,BushMi00,pass_yds,0,,,,,
player,201010030rai,rai,BushMi00,pass_td,0,,,,,
player,201010030rai,rai,BushMi00,pass_int,0,,,,,
player,201010030rai,rai,BushMi00,pass_sacked,,,,,,
player,201010030rai,rai,BushMi00,pass_sacked_yds,,,,,,
player,201010030rai,rai,BushMi00,pass_long,0,,,,,
player,201010030rai,rai,BushMi00,pass_rating,,,,,,
player,201010030rai,rai,BushMi00,rush_att,7,,,,,
player,201010030rai,rai,BushMi00,rush_yds,40,,,,,
player,201010030rai,rai,BushMi00,rush_td,1,,,,,
player,201010030rai,rai,BushMi00,rush_long,11,,,,,
player,201010030rai,rai,BushMi00,targets,2,,,,,
player,201010030rai,rai,BushMi00,rec,2,,,,,
player,201010030rai,rai,BushMi00,rec_yds,16,,,,,
player,201010030rai,rai,BushMi00,rec_td,0,,,,,
player,201010030rai,rai,BushMi00,rec_long,9,,,,,
player,201010030rai,rai,BushMi00,fumbles,0,,,,,
player,201010030rai,rai,BushMi00,fumbles_lost,,,,,,
player,201010030rai,rai,FordJa01,pass_cmp,0,,,,,
player,201010030rai,rai,FordJa01,pass_att,0,,,,,
player,201010030rai,rai,FordJa01,pass_yds,0,,,,,
player,201010030rai,rai,FordJa01,pass_td,0,,,,,
player,201010030rai,rai,FordJa01,pass_int,0,,,,,
player,201010030rai,rai,FordJa01,pass_sacked,,,,,,
player,201010030rai,rai,FordJa01,pass_sacked_yds,,,,,,
player,201010030rai,rai,FordJa01,pass_long,0,,,,,
player,201010030rai,rai,FordJa01,pass_rating,,,,,,
player,201010030rai,rai,FordJa01,rush_att,1,,,,,
player,201010030rai,rai,FordJa01,rush_yds,8,,,,,
player,201010030rai,rai,FordJa01,rush_td,0,,,,,
player,201010030rai,rai,FordJa01,rush_long,8,,,,,
player,201010030rai,rai,FordJa01,targets,0,,,,,
player,201010030rai,rai,FordJa01,rec,0,,,,,
player,201010030rai,rai,FordJa01,rec_yds,0,,,,,
player,201010030rai,rai,FordJa01,rec_td,0,,,,,
player,201010030rai,rai,FordJa01,rec_long,0,,,,,
player,201010030rai,rai,FordJa01,fumbles,0,,,,,
player,201010030rai,rai,FordJa01,fumbles_lost,,,,,,
player,201010030rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201010030rai,rai,ReecMa00,pass_att,0,,,,,
player,201010030rai,rai,ReecMa00,pass_yds,0,,,,,
player,201010030rai,rai,ReecMa00,pass_td,0,,,,,
player,201010030rai,rai,ReecMa00,pass_int,0,,,,,
player,201010030rai,rai,ReecMa00,pass_sacked,,,,,,
player,201010030rai,rai,ReecMa00,pass_sacked_yds,,,,,,
player,201010030rai,rai,ReecMa00,pass_long,0,,,,,
player,201010030rai,rai,ReecMa00,pass_rating,,,,,,
player,201010030rai,rai,ReecMa00,rush_att,2,,,,,
player,201010030rai,rai,ReecMa00,rush_yds,7,,,,,
player,201010030rai,rai,ReecMa00,rush_td,0,,,,,
player,201010030rai,rai,ReecMa00,rush_long,6,,,,,
player,201010030rai,rai,ReecMa00,targets,1,,,,,
player,201010030rai,rai,ReecMa00,rec,1,,,,,
player,201010030rai,rai,ReecMa00,rec_yds,13,,,,,
player,201010030rai,rai,ReecMa00,rec_td,1,,,,,
player,201010030rai,rai,ReecMa00,rec_long,13,,,,,
player,201010030rai,rai,ReecMa00,fumbles,0,,,,,
player,201010030rai,rai,ReecMa00,fumbles_lost,,,,,,
player,201010030rai,rai,MillZa01,pass_cmp,0,,,,,
player,201010030rai,rai,MillZa01,pass_att,0,,,,,
player,201010030rai,rai,MillZa01,pass_yds,0,,,,,
player,201010030rai,rai,MillZa01,pass_td,0,,,,,
player,201010030rai,rai,MillZa01,pass_int,0,,,,,
player,201010030rai,rai,MillZa01,pass_sacked,,,,,,
player,201010030rai,rai,MillZa01,pass_sacked_yds,,,,,,
player,201010030rai,rai,MillZa01,pass_long,0,,,,,
player,201010030rai,rai,MillZa01,pass_rating,,,,,,
player,201010030rai,rai,MillZa01,rush_att,0,,,,,
player,201010030rai,rai,MillZa01,rush_yds,0,,,,,
player,201010030rai,rai,MillZa01,rush_td,0,,,,,
player,201010030rai,rai,MillZa01,rush_long,0,,,,,
player,201010030rai,rai,MillZa01,targets,13,,,,,
player,201010030rai,rai,MillZa01,rec,11,,,,,
player,201010030rai,rai,MillZa01,rec_yds,122,,,,,
player,201010030rai,rai,MillZa01,rec_td,1,,,,,
player,201010030rai,rai,MillZa01,rec_long,23,,,,,
player,201010030rai,rai,MillZa01,fumbles,0,,,,,
player,201010030rai,rai,MillZa01,fumbles_lost,,,,,,
player,201010030rai,rai,HiggJo00,pass_cmp,0,,,,,
player,201010030rai,rai,HiggJo00,pass_att,0,,,,,
player,201010030rai,rai,HiggJo00,pass_yds,0,,,,,
player,201010030rai,rai,HiggJo00,pass_td,0,,,,,
player,201010030rai,rai,HiggJo00,pass_int,0,,,,,
player,201010030rai,rai,HiggJo00,pass_sacked,,,,,,
player,201010030rai,rai,HiggJo00,pass_sacked_yds,,,,,,
player,201010030rai,rai,HiggJo00,pass_long,0,,,,,
player,201010030rai,rai,HiggJo00,pass_rating,,,,,,
player,201010030rai,rai,HiggJo00,rush_att,0,,,,,
player,201010030rai,rai,HiggJo00,rush_yds,0,,,,,
player,201010030rai,rai,HiggJo00,rush_td,0,,,,,
player,201010030rai,rai,HiggJo00,rush_long,0,,,,,
player,201010030rai,rai,HiggJo00,targets,4,,,,,
player,201010030rai,rai,HiggJo00,rec,2,,,,,
player,201010030rai,rai,HiggJo00,rec_yds,38,,,,,
player,201010030rai,rai,HiggJo00,rec_td,0,,,,,
player,201010030rai,rai,HiggJo00,rec_long,26,,,,,
player,201010030rai,rai,HiggJo00,fumbles,0,,,,,
player,201010030rai,rai,HiggJo00,fumbles_lost,,,,,,
player,201010030rai,rai,MurpLo00,pass_cmp,0,,,,,
player,201010030rai,rai,MurpLo00,pass_att,0,,,,,
player,201010030rai,rai,MurpLo00,pass_yds,0,,,,,
player,201010030rai,rai,MurpLo00,pass_td,0,,,,,
player,201010030rai,rai,MurpLo00,pass_int,0,,,,,
player,201010030rai,rai,MurpLo00,pass_sacked,,,,,,
player,201010030rai,rai,MurpLo00,pass_sacked_yds,,,,,,
player,201010030rai,rai,MurpLo00,pass_long,0,,,,,
player,201010030rai,rai,MurpLo00,pass_rating,,,,,,
player,201010030rai,rai,MurpLo00,rush_att,0,,,,,
player,201010030rai,rai,MurpLo00,rush_yds,0,,,,,
player,201010030rai,rai,MurpLo00,rush_td,0,,,,,
player,201010030rai,rai,MurpLo00,rush_long,0,,,,,
player,201010030rai,rai,MurpLo00,targets,7,,,,,
player,201010030rai,rai,MurpLo00,rec,1,,,,,
player,201010030rai,rai,MurpLo00,rec_yds,5,,,,,
player,201010030rai,rai,MurpLo00,rec_td,0,,,,,
player,201010030rai,rai,MurpLo00,rec_long,5,,,,,
player,201010030rai,rai,MurpLo00,fumbles,0,,,,,
player,201010030rai,rai,MurpLo00,fumbles_lost,,,,,,
player,201010030rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201010030rai,rai,HeywDa00,pass_att,0,,,,,
player,201010030rai,rai,HeywDa00,pass_yds,0,,,,,
player,201010030rai,rai,HeywDa00,pass_td,0,,,,,
player,201010030rai,rai,HeywDa00,pass_int,0,,,,,
player,201010030rai,rai,HeywDa00,pass_sacked,,,,,,
player,201010030rai,rai,HeywDa00,pass_sacked_yds,,,,,,
player,201010030rai,rai,HeywDa00,pass_long,0,,,,,
player,201010030rai,rai,HeywDa00,pass_rating,,,,,,
player,201010030rai,rai,HeywDa00,rush_att,0,,,,,
player,201010030rai,rai,HeywDa00,rush_yds,0,,,,,
player,201010030rai,rai,HeywDa00,rush_td,0,,,,,
player,201010030rai,rai,HeywDa00,rush_long,0,,,,,
player,201010030rai,rai,HeywDa00,targets,5,,,,,
player,201010030rai,rai,HeywDa00,rec,1,,,,,
player,201010030rai,rai,HeywDa00,rec_yds,2,,,,,
player,201010030rai,rai,HeywDa00,rec_td,0,,,,,
player,201010030rai,rai,HeywDa00,rec_long,2,,,,,
player,201010030rai,rai,HeywDa00,fumbles,0,,,,,
player,201010030rai,rai,HeywDa00,fumbles_lost,,,,,,
player,201010030rai,htx,NolaTr99,def_int,2,,,,,
player,201010030rai,htx,NolaTr99,def_int_yds,34,,,,,
player,201010030rai,htx,NolaTr99,def_int_td,0,,,,,
player,201010030rai,htx,NolaTr99,def_int_long,20,,,,,
player,201010030rai,htx,NolaTr99,pass_defended,2,,,,,
player,201010030rai,htx,NolaTr99,sacks,0.0,,,,,
player,201010030rai,htx,NolaTr99,tackles_combined,5,,,,,
player,201010030rai,htx,NolaTr99,tackles_solo,4,,,,,
player,201010030rai,htx,NolaTr99,tackles_assists,1,,,,,
player,201010030rai,htx,NolaTr99,tackles_loss,0,,,,,
player,201010030rai,htx,NolaTr99,qb_hits,0,,,,,
player,201010030rai,htx,NolaTr99,fumbles_rec,0,,,,,
player,201010030rai,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201010030rai,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201010030rai,htx,NolaTr99,fumbles_forced,0,,,,,
player,201010030rai,htx,SmitAn22,def_int,0,,,,,
player,201010030rai,htx,SmitAn22,def_int_yds,0,,,,,
player,201010030rai,htx,SmitAn22,def_int_td,0,,,,,
player,201010030rai,htx,SmitAn22,def_int_long,0,,,,,
player,201010030rai,htx,SmitAn22,pass_defended,0,,,,,
player,201010030rai,htx,SmitAn22,sacks,2.0,,,,,
player,201010030rai,htx,SmitAn22,tackles_combined,4,,,,,
player,201010030rai,htx,SmitAn22,tackles_solo,4,,,,,
player,201010030rai,htx,SmitAn22,tackles_assists,0,,,,,
player,201010030rai,htx,SmitAn22,tackles_loss,2,,,,,
player,201010030rai,htx,SmitAn22,qb_hits,1,,,,,
player,201010030rai,htx,SmitAn22,fumbles_rec,0,,,,,
player,201010030rai,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201010030rai,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201010030rai,htx,SmitAn22,fumbles_forced,1,,,,,
player,201010030rai,htx,RyanDe20,def_int,0,,,,,
player,201010030rai,htx,RyanDe20,def_int_yds,0,,,,,
player,201010030rai,htx,RyanDe20,def_int_td,0,,,,,
player,201010030rai,htx,RyanDe20,def_int_long,0,,,,,
player,201010030rai,htx,RyanDe20,pass_defended,0,,,,,
player,201010030rai,htx,RyanDe20,sacks,1.0,,,,,
player,201010030rai,htx,RyanDe20,tackles_combined,11,,,,,
player,201010030rai,htx,RyanDe20,tackles_solo,6,,,,,
player,201010030rai,htx,RyanDe20,tackles_assists,5,,,,,
player,201010030rai,htx,RyanDe20,tackles_loss,1,,,,,
player,201010030rai,htx,RyanDe20,qb_hits,1,,,,,
player,201010030rai,htx,RyanDe20,fumbles_rec,0,,,,,
player,201010030rai,htx,RyanDe20,fumbles_rec_yds,0,,,,,
player,201010030rai,htx,RyanDe20,fumbles_rec_td,0,,,,,
player,201010030rai,htx,RyanDe20,fumbles_forced,0,,,,,
player,201010030rai,htx,WillMa22,def_int,0,,,,,
player,201010030rai,htx,WillMa22,def_int_yds,0,,,,,
player,201010030rai,htx,WillMa22,def_int_td,0,,,,,
player,201010030rai,htx,WillMa22,def_int_long,0,,,,,
player,201010030rai,htx,WillMa22,pass_defended,0,,,,,
player,201010030rai,htx,WillMa22,sacks,1.0,,,,,
player,201010030rai,htx,WillMa22,tackles_combined,2,,,,,
player,201010030rai,htx,WillMa22,tackles_solo,2,,,,,
player,201010030rai,htx,WillMa22,tackles_assists,0,,,,,
player,201010030rai,htx,WillMa22,tackles_loss,1,,,,,
player,201010030rai,htx,WillMa22,qb_hits,0,,,,,
player,201010030rai,htx,WillMa22,fumbles_rec,0,,,,,
player,201010030rai,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201010030rai,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201010030rai,htx,WillMa22,fumbles_forced,1,,,,,
player,201010030rai,htx,PollBe20,def_int,0,,,,,
player,201010030rai,htx,PollBe20,def_int_yds,0,,,,,
player,201010030rai,htx,PollBe20,def_int_td,0,,,,,
player,201010030rai,htx,PollBe20,def_int_long,0,,,,,
player,201010030rai,htx,PollBe20,pass_defended,0,,,,,
player,201010030rai,htx,PollBe20,sacks,0.0,,,,,
player,201010030rai,htx,PollBe20,tackles_combined,11,,,,,
player,201010030rai,htx,PollBe20,tackles_solo,8,,,,,
player,201010030rai,htx,PollBe20,tackles_assists,3,,,,,
player,201010030rai,htx,PollBe20,tackles_loss,0,,,,,
player,201010030rai,htx,PollBe20,qb_hits,0,,,,,
player,201010030rai,htx,PollBe20,fumbles_rec,0,,,,,
player,201010030rai,htx,PollBe20,fumbles_rec_yds,0,,,,,
player,201010030rai,htx,PollBe20,fumbles_rec_td,0,,,,,
