game,2010,3,20100926,201009260kan,sfo,"San Francisco 49ers",10,kan,"Kansas City Chiefs",31
player,201009260kan,sfo,LawsMa20,def_int,0,,,,,
player,201009260kan,sfo,LawsMa20,def_int_yds,0,,,,,
player,201009260kan,sfo,LawsMa20,def_int_td,0,,,,,
player,201009260kan,sfo,LawsMa20,def_int_long,0,,,,,
player,201009260kan,sfo,LawsMa20,pass_defended,0,,,,,
player,201009260kan,sfo,LawsMa20,sacks,0.0,,,,,
player,201009260kan,sfo,LawsMa20,tackles_combined,6,,,,,
player,201009260kan,sfo,LawsMa20,tackles_solo,6,,,,,
player,201009260kan,sfo,LawsMa20,tackles_assists,0,,,,,
player,201009260kan,sfo,LawsMa20,tackles_loss,0,,,,,
player,201009260kan,sfo,LawsMa20,qb_hits,0,,,,,
player,201009260kan,sfo,LawsMa20,fumbles_rec,0,,,,,
player,201009260kan,sfo,LawsMa20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,LawsMa20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,LawsMa20,fumbles_forced,0,,,,,
player,201009260kan,sfo,GoldDa99,def_int,0,,,,,
player,201009260kan,sfo,GoldDa99,def_int_yds,0,,,,,
player,201009260kan,sfo,GoldDa99,def_int_td,0,,,,,
player,201009260kan,sfo,GoldDa99,def_int_long,0,,,,,
player,201009260kan,sfo,GoldDa99,pass_defended,1,,,,,
player,201009260kan,sfo,GoldDa99,sacks,0.0,,,,,
player,201009260kan,sfo,GoldDa99,tackles_combined,5,,,,,
player,201009260kan,sfo,GoldDa99,tackles_solo,5,,,,,
player,201009260kan,sfo,GoldDa99,tackles_assists,0,,,,,
player,201009260kan,sfo,GoldDa99,tackles_loss,0,,,,,
player,201009260kan,sfo,GoldDa99,qb_hits,0,,,,,
player,201009260kan,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201009260kan,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201009260kan,sfo,BowmNa99,def_int,0,,,,,
player,201009260kan,sfo,BowmNa99,def_int_yds,0,,,,,
player,201009260kan,sfo,BowmNa99,def_int_td,0,,,,,
player,201009260kan,sfo,BowmNa99,def_int_long,0,,,,,
player,201009260kan,sfo,BowmNa99,pass_defended,0,,,,,
player,201009260kan,sfo,BowmNa99,sacks,0.0,,,,,
player,201009260kan,sfo,BowmNa99,tackles_combined,4,,,,,
player,201009260kan,sfo,BowmNa99,tackles_solo,3,,,,,
player,201009260kan,sfo,BowmNa99,tackles_assists,1,,,,,
player,201009260kan,sfo,BowmNa99,tackles_loss,0,,,,,
player,201009260kan,sfo,BowmNa99,qb_hits,0,,,,,
player,201009260kan,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201009260kan,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201009260kan,sfo,FranAu20,def_int,0,,,,,
player,201009260kan,sfo,FranAu20,def_int_yds,0,,,,,
player,201009260kan,sfo,FranAu20,def_int_td,0,,,,,
player,201009260kan,sfo,FranAu20,def_int_long,0,,,,,
player,201009260kan,sfo,FranAu20,pass_defended,0,,,,,
player,201009260kan,sfo,FranAu20,sacks,0.0,,,,,
player,201009260kan,sfo,FranAu20,tackles_combined,4,,,,,
player,201009260kan,sfo,FranAu20,tackles_solo,4,,,,,
player,201009260kan,sfo,FranAu20,tackles_assists,0,,,,,
player,201009260kan,sfo,FranAu20,tackles_loss,0,,,,,
player,201009260kan,sfo,FranAu20,qb_hits,0,,,,,
player,201009260kan,sfo,FranAu20,fumbles_rec,0,,,,,
player,201009260kan,sfo,FranAu20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,FranAu20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,FranAu20,fumbles_forced,0,,,,,
player,201009260kan,sfo,SmitJu20,def_int,0,,,,,
player,201009260kan,sfo,SmitJu20,def_int_yds,0,,,,,
player,201009260kan,sfo,SmitJu20,def_int_td,0,,,,,
player,201009260kan,sfo,SmitJu20,def_int_long,0,,,,,
player,201009260kan,sfo,SmitJu20,pass_defended,0,,,,,
player,201009260kan,sfo,SmitJu20,sacks,0.0,,,,,
player,201009260kan,sfo,SmitJu20,tackles_combined,4,,,,,
player,201009260kan,sfo,SmitJu20,tackles_solo,3,,,,,
player,201009260kan,sfo,SmitJu20,tackles_assists,1,,,,,
player,201009260kan,sfo,SmitJu20,tackles_loss,0,,,,,
player,201009260kan,sfo,SmitJu20,qb_hits,2,,,,,
player,201009260kan,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201009260kan,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201009260kan,sfo,LaBoTr20,def_int,0,,,,,
player,201009260kan,sfo,LaBoTr20,def_int_yds,0,,,,,
player,201009260kan,sfo,LaBoTr20,def_int_td,0,,,,,
player,201009260kan,sfo,LaBoTr20,def_int_long,0,,,,,
player,201009260kan,sfo,LaBoTr20,pass_defended,0,,,,,
player,201009260kan,sfo,LaBoTr20,sacks,0.0,,,,,
player,201009260kan,sfo,LaBoTr20,tackles_combined,3,,,,,
player,201009260kan,sfo,LaBoTr20,tackles_solo,3,,,,,
player,201009260kan,sfo,LaBoTr20,tackles_assists,0,,,,,
player,201009260kan,sfo,LaBoTr20,tackles_loss,1,,,,,
player,201009260kan,sfo,LaBoTr20,qb_hits,1,,,,,
player,201009260kan,sfo,LaBoTr20,fumbles_rec,0,,,,,
player,201009260kan,sfo,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,LaBoTr20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,LaBoTr20,fumbles_forced,0,,,,,
player,201009260kan,sfo,LewiMi99,def_int,0,,,,,
player,201009260kan,sfo,LewiMi99,def_int_yds,0,,,,,
player,201009260kan,sfo,LewiMi99,def_int_td,0,,,,,
player,201009260kan,sfo,LewiMi99,def_int_long,0,,,,,
player,201009260kan,sfo,LewiMi99,pass_defended,0,,,,,
player,201009260kan,sfo,LewiMi99,sacks,0.0,,,,,
player,201009260kan,sfo,LewiMi99,tackles_combined,3,,,,,
player,201009260kan,sfo,LewiMi99,tackles_solo,2,,,,,
player,201009260kan,sfo,LewiMi99,tackles_assists,1,,,,,
player,201009260kan,sfo,LewiMi99,tackles_loss,0,,,,,
player,201009260kan,sfo,LewiMi99,qb_hits,0,,,,,
player,201009260kan,sfo,LewiMi99,fumbles_rec,0,,,,,
player,201009260kan,sfo,LewiMi99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,LewiMi99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,LewiMi99,fumbles_forced,0,,,,,
player,201009260kan,sfo,BrooAh21,def_int,0,,,,,
player,201009260kan,sfo,BrooAh21,def_int_yds,0,,,,,
player,201009260kan,sfo,BrooAh21,def_int_td,0,,,,,
player,201009260kan,sfo,BrooAh21,def_int_long,0,,,,,
player,201009260kan,sfo,BrooAh21,pass_defended,0,,,,,
player,201009260kan,sfo,BrooAh21,sacks,0.0,,,,,
player,201009260kan,sfo,BrooAh21,tackles_combined,2,,,,,
player,201009260kan,sfo,BrooAh21,tackles_solo,2,,,,,
player,201009260kan,sfo,BrooAh21,tackles_assists,0,,,,,
player,201009260kan,sfo,BrooAh21,tackles_loss,1,,,,,
player,201009260kan,sfo,BrooAh21,qb_hits,0,,,,,
player,201009260kan,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201009260kan,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201009260kan,sfo,JeanRi99,def_int,0,,,,,
player,201009260kan,sfo,JeanRi99,def_int_yds,0,,,,,
player,201009260kan,sfo,JeanRi99,def_int_td,0,,,,,
player,201009260kan,sfo,JeanRi99,def_int_long,0,,,,,
player,201009260kan,sfo,JeanRi99,pass_defended,0,,,,,
player,201009260kan,sfo,JeanRi99,sacks,0.0,,,,,
player,201009260kan,sfo,JeanRi99,tackles_combined,2,,,,,
player,201009260kan,sfo,JeanRi99,tackles_solo,2,,,,,
player,201009260kan,sfo,JeanRi99,tackles_assists,0,,,,,
player,201009260kan,sfo,JeanRi99,tackles_loss,0,,,,,
player,201009260kan,sfo,JeanRi99,qb_hits,0,,,,,
player,201009260kan,sfo,JeanRi99,fumbles_rec,0,,,,,
player,201009260kan,sfo,JeanRi99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,JeanRi99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,JeanRi99,fumbles_forced,0,,,,,
player,201009260kan,sfo,SpikTa00,def_int,0,,,,,
player,201009260kan,sfo,SpikTa00,def_int_yds,0,,,,,
player,201009260kan,sfo,SpikTa00,def_int_td,0,,,,,
player,201009260kan,sfo,SpikTa00,def_int_long,0,,,,,
player,201009260kan,sfo,SpikTa00,pass_defended,0,,,,,
player,201009260kan,sfo,SpikTa00,sacks,0.0,,,,,
player,201009260kan,sfo,SpikTa00,tackles_combined,2,,,,,
player,201009260kan,sfo,SpikTa00,tackles_solo,2,,,,,
player,201009260kan,sfo,SpikTa00,tackles_assists,0,,,,,
player,201009260kan,sfo,SpikTa00,tackles_loss,0,,,,,
player,201009260kan,sfo,SpikTa00,qb_hits,0,,,,,
player,201009260kan,sfo,SpikTa00,fumbles_rec,0,,,,,
player,201009260kan,sfo,SpikTa00,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,SpikTa00,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,SpikTa00,fumbles_forced,0,,,,,
player,201009260kan,sfo,AdamPh00,def_int,0,,,,,
player,201009260kan,sfo,AdamPh00,def_int_yds,0,,,,,
player,201009260kan,sfo,AdamPh00,def_int_td,0,,,,,
player,201009260kan,sfo,AdamPh00,def_int_long,0,,,,,
player,201009260kan,sfo,AdamPh00,pass_defended,0,,,,,
player,201009260kan,sfo,AdamPh00,sacks,0.0,,,,,
player,201009260kan,sfo,AdamPh00,tackles_combined,1,,,,,
player,201009260kan,sfo,AdamPh00,tackles_solo,1,,,,,
player,201009260kan,sfo,AdamPh00,tackles_assists,0,,,,,
player,201009260kan,sfo,AdamPh00,tackles_loss,0,,,,,
player,201009260kan,sfo,AdamPh00,qb_hits,0,,,,,
player,201009260kan,sfo,AdamPh00,fumbles_rec,0,,,,,
player,201009260kan,sfo,AdamPh00,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,AdamPh00,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,AdamPh00,fumbles_forced,0,,,,,
player,201009260kan,sfo,EvanDe20,def_int,0,,,,,
player,201009260kan,sfo,EvanDe20,def_int_yds,0,,,,,
player,201009260kan,sfo,EvanDe20,def_int_td,0,,,,,
player,201009260kan,sfo,EvanDe20,def_int_long,0,,,,,
player,201009260kan,sfo,EvanDe20,pass_defended,0,,,,,
player,201009260kan,sfo,EvanDe20,sacks,0.0,,,,,
player,201009260kan,sfo,EvanDe20,tackles_combined,1,,,,,
player,201009260kan,sfo,EvanDe20,tackles_solo,1,,,,,
player,201009260kan,sfo,EvanDe20,tackles_assists,0,,,,,
player,201009260kan,sfo,EvanDe20,tackles_loss,0,,,,,
player,201009260kan,sfo,EvanDe20,qb_hits,0,,,,,
player,201009260kan,sfo,EvanDe20,fumbles_rec,0,,,,,
player,201009260kan,sfo,EvanDe20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,EvanDe20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,EvanDe20,fumbles_forced,0,,,,,
player,201009260kan,sfo,HaraPa20,def_int,0,,,,,
player,201009260kan,sfo,HaraPa20,def_int_yds,0,,,,,
player,201009260kan,sfo,HaraPa20,def_int_td,0,,,,,
player,201009260kan,sfo,HaraPa20,def_int_long,0,,,,,
player,201009260kan,sfo,HaraPa20,pass_defended,0,,,,,
player,201009260kan,sfo,HaraPa20,sacks,0.0,,,,,
player,201009260kan,sfo,HaraPa20,tackles_combined,1,,,,,
player,201009260kan,sfo,HaraPa20,tackles_solo,1,,,,,
player,201009260kan,sfo,HaraPa20,tackles_assists,0,,,,,
player,201009260kan,sfo,HaraPa20,tackles_loss,0,,,,,
player,201009260kan,sfo,HaraPa20,qb_hits,2,,,,,
player,201009260kan,sfo,HaraPa20,fumbles_rec,0,,,,,
player,201009260kan,sfo,HaraPa20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,HaraPa20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,HaraPa20,fumbles_forced,0,,,,,
player,201009260kan,sfo,LeexAn20,def_int,0,,,,,
player,201009260kan,sfo,LeexAn20,def_int_yds,0,,,,,
player,201009260kan,sfo,LeexAn20,def_int_td,0,,,,,
player,201009260kan,sfo,LeexAn20,def_int_long,0,,,,,
player,201009260kan,sfo,LeexAn20,pass_defended,0,,,,,
player,201009260kan,sfo,LeexAn20,sacks,0.0,,,,,
player,201009260kan,sfo,LeexAn20,tackles_combined,1,,,,,
player,201009260kan,sfo,LeexAn20,tackles_solo,1,,,,,
player,201009260kan,sfo,LeexAn20,tackles_assists,0,,,,,
player,201009260kan,sfo,LeexAn20,tackles_loss,0,,,,,
player,201009260kan,sfo,LeexAn20,qb_hits,0,,,,,
player,201009260kan,sfo,LeexAn20,fumbles_rec,0,,,,,
player,201009260kan,sfo,LeexAn20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,LeexAn20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,LeexAn20,fumbles_forced,0,,,,,
player,201009260kan,sfo,MaysTa99,def_int,0,,,,,
player,201009260kan,sfo,MaysTa99,def_int_yds,0,,,,,
player,201009260kan,sfo,MaysTa99,def_int_td,0,,,,,
player,201009260kan,sfo,MaysTa99,def_int_long,0,,,,,
player,201009260kan,sfo,MaysTa99,pass_defended,0,,,,,
player,201009260kan,sfo,MaysTa99,sacks,0.0,,,,,
player,201009260kan,sfo,MaysTa99,tackles_combined,1,,,,,
player,201009260kan,sfo,MaysTa99,tackles_solo,1,,,,,
player,201009260kan,sfo,MaysTa99,tackles_assists,0,,,,,
player,201009260kan,sfo,MaysTa99,tackles_loss,0,,,,,
player,201009260kan,sfo,MaysTa99,qb_hits,0,,,,,
player,201009260kan,sfo,MaysTa99,fumbles_rec,0,,,,,
player,201009260kan,sfo,MaysTa99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,MaysTa99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,MaysTa99,fumbles_forced,0,,,,,
player,201009260kan,sfo,McDoRa99,def_int,0,,,,,
player,201009260kan,sfo,McDoRa99,def_int_yds,0,,,,,
player,201009260kan,sfo,McDoRa99,def_int_td,0,,,,,
player,201009260kan,sfo,McDoRa99,def_int_long,0,,,,,
player,201009260kan,sfo,McDoRa99,pass_defended,0,,,,,
player,201009260kan,sfo,McDoRa99,sacks,0.0,,,,,
player,201009260kan,sfo,McDoRa99,tackles_combined,1,,,,,
player,201009260kan,sfo,McDoRa99,tackles_solo,1,,,,,
player,201009260kan,sfo,McDoRa99,tackles_assists,0,,,,,
player,201009260kan,sfo,McDoRa99,tackles_loss,0,,,,,
player,201009260kan,sfo,McDoRa99,qb_hits,0,,,,,
player,201009260kan,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201009260kan,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201009260kan,sfo,SopoIs20,def_int,0,,,,,
player,201009260kan,sfo,SopoIs20,def_int_yds,0,,,,,
player,201009260kan,sfo,SopoIs20,def_int_td,0,,,,,
player,201009260kan,sfo,SopoIs20,def_int_long,0,,,,,
player,201009260kan,sfo,SopoIs20,pass_defended,0,,,,,
player,201009260kan,sfo,SopoIs20,sacks,0.0,,,,,
player,201009260kan,sfo,SopoIs20,tackles_combined,1,,,,,
player,201009260kan,sfo,SopoIs20,tackles_solo,0,,,,,
player,201009260kan,sfo,SopoIs20,tackles_assists,1,,,,,
player,201009260kan,sfo,SopoIs20,tackles_loss,0,,,,,
player,201009260kan,sfo,SopoIs20,qb_hits,1,,,,,
player,201009260kan,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201009260kan,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201009260kan,sfo,WalkHu00,def_int,0,,,,,
player,201009260kan,sfo,WalkHu00,def_int_yds,0,,,,,
player,201009260kan,sfo,WalkHu00,def_int_td,0,,,,,
player,201009260kan,sfo,WalkHu00,def_int_long,0,,,,,
player,201009260kan,sfo,WalkHu00,pass_defended,0,,,,,
player,201009260kan,sfo,WalkHu00,sacks,0.0,,,,,
player,201009260kan,sfo,WalkHu00,tackles_combined,1,,,,,
player,201009260kan,sfo,WalkHu00,tackles_solo,1,,,,,
player,201009260kan,sfo,WalkHu00,tackles_assists,0,,,,,
player,201009260kan,sfo,WalkHu00,tackles_loss,0,,,,,
player,201009260kan,sfo,WalkHu00,qb_hits,0,,,,,
player,201009260kan,sfo,WalkHu00,fumbles_rec,0,,,,,
player,201009260kan,sfo,WalkHu00,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,WalkHu00,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,WalkHu00,fumbles_forced,0,,,,,
player,201009260kan,kan,FlowBr99,def_int,1,,,,,
player,201009260kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201009260kan,kan,FlowBr99,def_int_td,0,,,,,
player,201009260kan,kan,FlowBr99,def_int_long,0,,,,,
player,201009260kan,kan,FlowBr99,pass_defended,3,,,,,
player,201009260kan,kan,FlowBr99,sacks,0.0,,,,,
player,201009260kan,kan,FlowBr99,tackles_combined,2,,,,,
player,201009260kan,kan,FlowBr99,tackles_solo,2,,,,,
player,201009260kan,kan,FlowBr99,tackles_assists,0,,,,,
player,201009260kan,kan,FlowBr99,tackles_loss,0,,,,,
player,201009260kan,kan,FlowBr99,qb_hits,0,,,,,
player,201009260kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201009260kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201009260kan,kan,FlowBr99,fumbles_forced,0,,,,,
player,201009260kan,kan,HaliTa20,def_int,0,,,,,
player,201009260kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201009260kan,kan,HaliTa20,def_int_td,0,,,,,
player,201009260kan,kan,HaliTa20,def_int_long,0,,,,,
player,201009260kan,kan,HaliTa20,pass_defended,0,,,,,
player,201009260kan,kan,HaliTa20,sacks,3.0,,,,,
player,201009260kan,kan,HaliTa20,tackles_combined,3,,,,,
player,201009260kan,kan,HaliTa20,tackles_solo,3,,,,,
player,201009260kan,kan,HaliTa20,tackles_assists,0,,,,,
player,201009260kan,kan,HaliTa20,tackles_loss,2,,,,,
player,201009260kan,kan,HaliTa20,qb_hits,4,,,,,
player,201009260kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201009260kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201009260kan,kan,HaliTa20,fumbles_forced,1,,,,,
player,201009260kan,kan,StudAn99,def_int,0,,,,,
player,201009260kan,kan,StudAn99,def_int_yds,0,,,,,
player,201009260kan,kan,StudAn99,def_int_td,0,,,,,
player,201009260kan,kan,StudAn99,def_int_long,0,,,,,
player,201009260kan,kan,StudAn99,pass_defended,0,,,,,
player,201009260kan,kan,StudAn99,sacks,1.0,,,,,
player,201009260kan,kan,StudAn99,tackles_combined,3,,,,,
player,201009260kan,kan,StudAn99,tackles_solo,3,,,,,
player,201009260kan,kan,StudAn99,tackles_assists,0,,,,,
player,201009260kan,kan,StudAn99,tackles_loss,0,,,,,
player,201009260kan,kan,StudAn99,qb_hits,2,,,,,
player,201009260kan,kan,StudAn99,fumbles_rec,0,,,,,
player,201009260kan,kan,StudAn99,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,StudAn99,fumbles_rec_td,0,,,,,
player,201009260kan,kan,StudAn99,fumbles_forced,0,,,,,
player,201009260kan,kan,EdwaRo20,def_int,0,,,,,
player,201009260kan,kan,EdwaRo20,def_int_yds,0,,,,,
player,201009260kan,kan,EdwaRo20,def_int_td,0,,,,,
player,201009260kan,kan,EdwaRo20,def_int_long,0,,,,,
player,201009260kan,kan,EdwaRo20,pass_defended,0,,,,,
player,201009260kan,kan,EdwaRo20,sacks,1.0,,,,,
player,201009260kan,kan,EdwaRo20,tackles_combined,1,,,,,
player,201009260kan,kan,EdwaRo20,tackles_solo,1,,,,,
player,201009260kan,kan,EdwaRo20,tackles_assists,0,,,,,
player,201009260kan,kan,EdwaRo20,tackles_loss,1,,,,,
player,201009260kan,kan,EdwaRo20,qb_hits,1,,,,,
player,201009260kan,kan,EdwaRo20,fumbles_rec,0,,,,,
player,201009260kan,kan,EdwaRo20,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,EdwaRo20,fumbles_rec_td,0,,,,,
player,201009260kan,kan,EdwaRo20,fumbles_forced,0,,,,,
player,201009260kan,kan,BelcJo00,def_int,0,,,,,
player,201009260kan,kan,BelcJo00,def_int_yds,0,,,,,
player,201009260kan,kan,BelcJo00,def_int_td,0,,,,,
player,201009260kan,kan,BelcJo00,def_int_long,0,,,,,
player,201009260kan,kan,BelcJo00,pass_defended,0,,,,,
player,201009260kan,kan,BelcJo00,sacks,0.0,,,,,
player,201009260kan,kan,BelcJo00,tackles_combined,10,,,,,
player,201009260kan,kan,BelcJo00,tackles_solo,7,,,,,
player,201009260kan,kan,BelcJo00,tackles_assists,3,,,,,
player,201009260kan,kan,BelcJo00,tackles_loss,1,,,,,
player,201009260kan,kan,BelcJo00,qb_hits,0,,,,,
player,201009260kan,kan,BelcJo00,fumbles_rec,0,,,,,
player,201009260kan,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201009260kan,kan,BelcJo00,fumbles_forced,0,,,,,
player,201009260kan,kan,CarrBr99,def_int,0,,,,,
player,201009260kan,kan,CarrBr99,def_int_yds,0,,,,,
player,201009260kan,kan,CarrBr99,def_int_td,0,,,,,
player,201009260kan,kan,CarrBr99,def_int_long,0,,,,,
player,201009260kan,kan,CarrBr99,pass_defended,0,,,,,
player,201009260kan,kan,CarrBr99,sacks,0.0,,,,,
player,201009260kan,kan,CarrBr99,tackles_combined,7,,,,,
player,201009260kan,kan,CarrBr99,tackles_solo,5,,,,,
player,201009260kan,kan,CarrBr99,tackles_assists,2,,,,,
player,201009260kan,kan,CarrBr99,tackles_loss,0,,,,,
player,201009260kan,kan,CarrBr99,qb_hits,0,,,,,
player,201009260kan,kan,CarrBr99,fumbles_rec,0,,,,,
player,201009260kan,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201009260kan,kan,CarrBr99,fumbles_forced,0,,,,,
player,201009260kan,kan,SmitSh20,def_int,0,,,,,
player,201009260kan,kan,SmitSh20,def_int_yds,0,,,,,
player,201009260kan,kan,SmitSh20,def_int_td,0,,,,,
player,201009260kan,kan,SmitSh20,def_int_long,0,,,,,
player,201009260kan,kan,SmitSh20,pass_defended,0,,,,,
player,201009260kan,kan,SmitSh20,sacks,0.0,,,,,
player,201009260kan,kan,SmitSh20,tackles_combined,7,,,,,
player,201009260kan,kan,SmitSh20,tackles_solo,4,,,,,
player,201009260kan,kan,SmitSh20,tackles_assists,3,,,,,
player,201009260kan,kan,SmitSh20,tackles_loss,0,,,,,
player,201009260kan,kan,SmitSh20,qb_hits,0,,,,,
player,201009260kan,kan,SmitSh20,fumbles_rec,0,,,,,
player,201009260kan,kan,SmitSh20,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,SmitSh20,fumbles_rec_td,0,,,,,
player,201009260kan,kan,SmitSh20,fumbles_forced,0,,,,,
player,201009260kan,kan,JohnDe25,def_int,0,,,,,
player,201009260kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201009260kan,kan,JohnDe25,def_int_td,0,,,,,
player,201009260kan,kan,JohnDe25,def_int_long,0,,,,,
player,201009260kan,kan,JohnDe25,pass_defended,1,,,,,
player,201009260kan,kan,JohnDe25,sacks,0.0,,,,,
player,201009260kan,kan,JohnDe25,tackles_combined,5,,,,,
player,201009260kan,kan,JohnDe25,tackles_solo,3,,,,,
player,201009260kan,kan,JohnDe25,tackles_assists,2,,,,,
player,201009260kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201009260kan,kan,JohnDe25,qb_hits,0,,,,,
player,201009260kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201009260kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201009260kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201009260kan,kan,BerrEr99,def_int,0,,,,,
player,201009260kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201009260kan,kan,BerrEr99,def_int_td,0,,,,,
player,201009260kan,kan,BerrEr99,def_int_long,0,,,,,
player,201009260kan,kan,BerrEr99,pass_defended,0,,,,,
player,201009260kan,kan,BerrEr99,sacks,0.0,,,,,
player,201009260kan,kan,BerrEr99,tackles_combined,4,,,,,
player,201009260kan,kan,BerrEr99,tackles_solo,2,,,,,
player,201009260kan,kan,BerrEr99,tackles_assists,2,,,,,
player,201009260kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201009260kan,kan,BerrEr99,qb_hits,0,,,,,
player,201009260kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201009260kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201009260kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201009260kan,kan,McGrJo21,def_int,0,,,,,
player,201009260kan,kan,McGrJo21,def_int_yds,0,,,,,
player,201009260kan,kan,McGrJo21,def_int_td,0,,,,,
player,201009260kan,kan,McGrJo21,def_int_long,0,,,,,
player,201009260kan,kan,McGrJo21,pass_defended,0,,,,,
player,201009260kan,kan,McGrJo21,sacks,0.0,,,,,
player,201009260kan,kan,McGrJo21,tackles_combined,3,,,,,
player,201009260kan,kan,McGrJo21,tackles_solo,2,,,,,
player,201009260kan,kan,McGrJo21,tackles_assists,1,,,,,
player,201009260kan,kan,McGrJo21,tackles_loss,0,,,,,
player,201009260kan,kan,McGrJo21,qb_hits,0,,,,,
player,201009260kan,kan,McGrJo21,fumbles_rec,0,,,,,
player,201009260kan,kan,McGrJo21,fumbles_rec_yds,0,,,,,
player,201009260kan,kan,McGrJo21,fumbles_rec_td,0,,,,,
player,201009260kan,kan,McGrJo21,fumbles_forced,0,,,,,
player,201009260kan,kan,GilbWa00,def_int,0,,,,,
player,201009260kan,kan,GilbWa00,def_int_yds,0,,,,,
player,201009260kan,kan,GilbWa00,def_int_td,0,,,,,
player,201009260kan,kan,GilbWa00,def_int_long,0,,,,,
player,201009260kan,kan,GilbWa00,pass_defended,0,,,,,
player,201009260kan,kan,GilbWa00,sacks,0.0,,,,,
