game,2010,14,20101213,201012130min,nyg,"New York Giants",21,min,"Minnesota Vikings",3
player,201012130min,nyg,BradAh00,pass_td,0,,,,,
player,201012130min,nyg,BradAh00,pass_int,0,,,,,
player,201012130min,nyg,BradAh00,pass_sacked,,,,,,
player,201012130min,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201012130min,nyg,BradAh00,pass_long,0,,,,,
player,201012130min,nyg,BradAh00,pass_rating,,,,,,
player,201012130min,nyg,BradAh00,rush_att,11,,,,,
player,201012130min,nyg,BradAh00,rush_yds,103,,,,,
player,201012130min,nyg,BradAh00,rush_td,1,,,,,
player,201012130min,nyg,BradAh00,rush_long,48,,,,,
player,201012130min,nyg,BradAh00,targets,6,,,,,
player,201012130min,nyg,BradAh00,rec,5,,,,,
player,201012130min,nyg,BradAh00,rec_yds,12,,,,,
player,201012130min,nyg,BradAh00,rec_td,0,,,,,
player,201012130min,nyg,BradAh00,rec_long,4,,,,,
player,201012130min,nyg,BradAh00,fumbles,0,,,,,
player,201012130min,nyg,BradAh00,fumbles_lost,,,,,,
player,201012130min,nyg,NickHa01,pass_cmp,0,,,,,
player,201012130min,nyg,NickHa01,pass_att,0,,,,,
player,201012130min,nyg,NickHa01,pass_yds,0,,,,,
player,201012130min,nyg,NickHa01,pass_td,0,,,,,
player,201012130min,nyg,NickHa01,pass_int,0,,,,,
player,201012130min,nyg,NickHa01,pass_sacked,,,,,,
player,201012130min,nyg,NickHa01,pass_sacked_yds,,,,,,
player,201012130min,nyg,NickHa01,pass_long,0,,,,,
player,201012130min,nyg,NickHa01,pass_rating,,,,,,
player,201012130min,nyg,NickHa01,rush_att,0,,,,,
player,201012130min,nyg,NickHa01,rush_yds,0,,,,,
player,201012130min,nyg,NickHa01,rush_td,0,,,,,
player,201012130min,nyg,NickHa01,rush_long,0,,,,,
player,201012130min,nyg,NickHa01,targets,9,,,,,
player,201012130min,nyg,NickHa01,rec,7,,,,,
player,201012130min,nyg,NickHa01,rec_yds,96,,,,,
player,201012130min,nyg,NickHa01,rec_td,0,,,,,
player,201012130min,nyg,NickHa01,rec_long,30,,,,,
player,201012130min,nyg,NickHa01,fumbles,0,,,,,
player,201012130min,nyg,NickHa01,fumbles_lost,,,,,,
player,201012130min,nyg,BossKe00,pass_cmp,0,,,,,
player,201012130min,nyg,BossKe00,pass_att,0,,,,,
player,201012130min,nyg,BossKe00,pass_yds,0,,,,,
player,201012130min,nyg,BossKe00,pass_td,0,,,,,
player,201012130min,nyg,BossKe00,pass_int,0,,,,,
player,201012130min,nyg,BossKe00,pass_sacked,,,,,,
player,201012130min,nyg,BossKe00,pass_sacked_yds,,,,,,
player,201012130min,nyg,BossKe00,pass_long,0,,,,,
player,201012130min,nyg,BossKe00,pass_rating,,,,,,
player,201012130min,nyg,BossKe00,rush_att,0,,,,,
player,201012130min,nyg,BossKe00,rush_yds,0,,,,,
player,201012130min,nyg,BossKe00,rush_td,0,,,,,
player,201012130min,nyg,BossKe00,rush_long,0,,,,,
player,201012130min,nyg,BossKe00,targets,9,,,,,
player,201012130min,nyg,BossKe00,rec,4,,,,,
player,201012130min,nyg,BossKe00,rec_yds,23,,,,,
player,201012130min,nyg,BossKe00,rec_td,1,,,,,
player,201012130min,nyg,BossKe00,rec_long,7,,,,,
player,201012130min,nyg,BossKe00,fumbles,0,,,,,
player,201012130min,nyg,BossKe00,fumbles_lost,,,,,,
player,201012130min,nyg,PascBe00,pass_cmp,0,,,,,
player,201012130min,nyg,PascBe00,pass_att,0,,,,,
player,201012130min,nyg,PascBe00,pass_yds,0,,,,,
player,201012130min,nyg,PascBe00,pass_td,0,,,,,
player,201012130min,nyg,PascBe00,pass_int,0,,,,,
player,201012130min,nyg,PascBe00,pass_sacked,,,,,,
player,201012130min,nyg,PascBe00,pass_sacked_yds,,,,,,
player,201012130min,nyg,PascBe00,pass_long,0,,,,,
player,201012130min,nyg,PascBe00,pass_rating,,,,,,
player,201012130min,nyg,PascBe00,rush_att,0,,,,,
player,201012130min,nyg,PascBe00,rush_yds,0,,,,,
player,201012130min,nyg,PascBe00,rush_td,0,,,,,
player,201012130min,nyg,PascBe00,rush_long,0,,,,,
player,201012130min,nyg,PascBe00,targets,2,,,,,
player,201012130min,nyg,PascBe00,rec,2,,,,,
player,201012130min,nyg,PascBe00,rec_yds,21,,,,,
player,201012130min,nyg,PascBe00,rec_td,0,,,,,
player,201012130min,nyg,PascBe00,rec_long,11,,,,,
player,201012130min,nyg,PascBe00,fumbles,0,,,,,
player,201012130min,nyg,PascBe00,fumbles_lost,,,,,,
player,201012130min,nyg,SmitSt02,pass_cmp,0,,,,,
player,201012130min,nyg,SmitSt02,pass_att,0,,,,,
player,201012130min,nyg,SmitSt02,pass_yds,0,,,,,
player,201012130min,nyg,SmitSt02,pass_td,0,,,,,
player,201012130min,nyg,SmitSt02,pass_int,0,,,,,
player,201012130min,nyg,SmitSt02,pass_sacked,,,,,,
player,201012130min,nyg,SmitSt02,pass_sacked_yds,,,,,,
player,201012130min,nyg,SmitSt02,pass_long,0,,,,,
player,201012130min,nyg,SmitSt02,pass_rating,,,,,,
player,201012130min,nyg,SmitSt02,rush_att,0,,,,,
player,201012130min,nyg,SmitSt02,rush_yds,0,,,,,
player,201012130min,nyg,SmitSt02,rush_td,0,,,,,
player,201012130min,nyg,SmitSt02,rush_long,0,,,,,
player,201012130min,nyg,SmitSt02,targets,3,,,,,
player,201012130min,nyg,SmitSt02,rec,1,,,,,
player,201012130min,nyg,SmitSt02,rec_yds,12,,,,,
player,201012130min,nyg,SmitSt02,rec_td,0,,,,,
player,201012130min,nyg,SmitSt02,rec_long,12,,,,,
player,201012130min,nyg,SmitSt02,fumbles,0,,,,,
player,201012130min,nyg,SmitSt02,fumbles_lost,,,,,,
player,201012130min,nyg,HagaDe00,pass_cmp,0,,,,,
player,201012130min,nyg,HagaDe00,pass_att,0,,,,,
player,201012130min,nyg,HagaDe00,pass_yds,0,,,,,
player,201012130min,nyg,HagaDe00,pass_td,0,,,,,
player,201012130min,nyg,HagaDe00,pass_int,0,,,,,
player,201012130min,nyg,HagaDe00,pass_sacked,,,,,,
player,201012130min,nyg,HagaDe00,pass_sacked_yds,,,,,,
player,201012130min,nyg,HagaDe00,pass_long,0,,,,,
player,201012130min,nyg,HagaDe00,pass_rating,,,,,,
player,201012130min,nyg,HagaDe00,rush_att,0,,,,,
player,201012130min,nyg,HagaDe00,rush_yds,0,,,,,
player,201012130min,nyg,HagaDe00,rush_td,0,,,,,
player,201012130min,nyg,HagaDe00,rush_long,0,,,,,
player,201012130min,nyg,HagaDe00,targets,3,,,,,
player,201012130min,nyg,HagaDe00,rec,1,,,,,
player,201012130min,nyg,HagaDe00,rec_yds,10,,,,,
player,201012130min,nyg,HagaDe00,rec_td,0,,,,,
player,201012130min,nyg,HagaDe00,rec_long,10,,,,,
player,201012130min,nyg,HagaDe00,fumbles,0,,,,,
player,201012130min,nyg,HagaDe00,fumbles_lost,,,,,,
player,201012130min,nyg,MannMa01,pass_cmp,0,,,,,
player,201012130min,nyg,MannMa01,pass_att,0,,,,,
player,201012130min,nyg,MannMa01,pass_yds,0,,,,,
player,201012130min,nyg,MannMa01,pass_td,0,,,,,
player,201012130min,nyg,MannMa01,pass_int,0,,,,,
player,201012130min,nyg,MannMa01,pass_sacked,,,,,,
player,201012130min,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201012130min,nyg,MannMa01,pass_long,0,,,,,
player,201012130min,nyg,MannMa01,pass_rating,,,,,,
player,201012130min,nyg,MannMa01,rush_att,0,,,,,
player,201012130min,nyg,MannMa01,rush_yds,0,,,,,
player,201012130min,nyg,MannMa01,rush_td,0,,,,,
player,201012130min,nyg,MannMa01,rush_long,0,,,,,
player,201012130min,nyg,MannMa01,targets,3,,,,,
player,201012130min,nyg,MannMa01,rec,1,,,,,
player,201012130min,nyg,MannMa01,rec_yds,1,,,,,
player,201012130min,nyg,MannMa01,rec_td,0,,,,,
player,201012130min,nyg,MannMa01,rec_long,1,,,,,
player,201012130min,nyg,MannMa01,fumbles,0,,,,,
player,201012130min,nyg,MannMa01,fumbles_lost,,,,,,
player,201012130min,nyg,WareDa00,pass_cmp,0,,,,,
player,201012130min,nyg,WareDa00,pass_att,0,,,,,
player,201012130min,nyg,WareDa00,pass_yds,0,,,,,
player,201012130min,nyg,WareDa00,pass_td,0,,,,,
player,201012130min,nyg,WareDa00,pass_int,0,,,,,
player,201012130min,nyg,WareDa00,pass_sacked,,,,,,
player,201012130min,nyg,WareDa00,pass_sacked_yds,,,,,,
player,201012130min,nyg,WareDa00,pass_long,0,,,,,
player,201012130min,nyg,WareDa00,pass_rating,,,,,,
player,201012130min,nyg,WareDa00,rush_att,3,,,,,
player,201012130min,nyg,WareDa00,rush_yds,-6,,,,,
player,201012130min,nyg,WareDa00,rush_td,0,,,,,
player,201012130min,nyg,WareDa00,rush_long,4,,,,,
player,201012130min,nyg,WareDa00,targets,1,,,,,
player,201012130min,nyg,WareDa00,rec,1,,,,,
player,201012130min,nyg,WareDa00,rec_yds,12,,,,,
player,201012130min,nyg,WareDa00,rec_td,0,,,,,
player,201012130min,nyg,WareDa00,rec_long,12,,,,,
player,201012130min,nyg,WareDa00,fumbles,0,,,,,
player,201012130min,nyg,WareDa00,fumbles_lost,,,,,,
player,201012130min,min,JackTa00,pass_cmp,15,,,,,
player,201012130min,min,JackTa00,pass_att,30,,,,,
player,201012130min,min,JackTa00,pass_yds,118,,,,,
player,201012130min,min,JackTa00,pass_td,0,,,,,
player,201012130min,min,JackTa00,pass_int,1,,,,,
player,201012130min,min,JackTa00,pass_sacked,4,,,,,
player,201012130min,min,JackTa00,pass_sacked_yds,23,,,,,
player,201012130min,min,JackTa00,pass_long,22,,,,,
player,201012130min,min,JackTa00,pass_rating,46.3,,,,,
player,201012130min,min,JackTa00,rush_att,4,,,,,
player,201012130min,min,JackTa00,rush_yds,8,,,,,
player,201012130min,min,JackTa00,rush_td,0,,,,,
player,201012130min,min,JackTa00,rush_long,6,,,,,
player,201012130min,min,JackTa00,targets,0,,,,,
player,201012130min,min,JackTa00,rec,0,,,,,
player,201012130min,min,JackTa00,rec_yds,0,,,,,
player,201012130min,min,JackTa00,rec_td,0,,,,,
player,201012130min,min,JackTa00,rec_long,0,,,,,
player,201012130min,min,JackTa00,fumbles,1,,,,,
player,201012130min,min,JackTa00,fumbles_lost,0,,,,,
player,201012130min,min,WebbJo00,pass_cmp,2,,,,,
player,201012130min,min,WebbJo00,pass_att,5,,,,,
player,201012130min,min,WebbJo00,pass_yds,8,,,,,
player,201012130min,min,WebbJo00,pass_td,0,,,,,
player,201012130min,min,WebbJo00,pass_int,0,,,,,
player,201012130min,min,WebbJo00,pass_sacked,0,,,,,
player,201012130min,min,WebbJo00,pass_sacked_yds,0,,,,,
player,201012130min,min,WebbJo00,pass_long,7,,,,,
player,201012130min,min,WebbJo00,pass_rating,47.9,,,,,
player,201012130min,min,WebbJo00,rush_att,1,,,,,
player,201012130min,min,WebbJo00,rush_yds,16,,,,,
player,201012130min,min,WebbJo00,rush_td,0,,,,,
player,201012130min,min,WebbJo00,rush_long,16,,,,,
player,201012130min,min,WebbJo00,targets,0,,,,,
player,201012130min,min,WebbJo00,rec,0,,,,,
player,201012130min,min,WebbJo00,rec_yds,0,,,,,
player,201012130min,min,WebbJo00,rec_td,0,,,,,
player,201012130min,min,WebbJo00,rec_long,0,,,,,
player,201012130min,min,WebbJo00,fumbles,0,,,,,
player,201012130min,min,WebbJo00,fumbles_lost,,,,,,
player,201012130min,min,PeteAd01,pass_cmp,0,,,,,
player,201012130min,min,PeteAd01,pass_att,0,,,,,
player,201012130min,min,PeteAd01,pass_yds,0,,,,,
player,201012130min,min,PeteAd01,pass_td,0,,,,,
player,201012130min,min,PeteAd01,pass_int,0,,,,,
player,201012130min,min,PeteAd01,pass_sacked,,,,,,
player,201012130min,min,PeteAd01,pass_sacked_yds,,,,,,
player,201012130min,min,PeteAd01,pass_long,0,,,,,
player,201012130min,min,PeteAd01,pass_rating,,,,,,
player,201012130min,min,PeteAd01,rush_att,14,,,,,
player,201012130min,min,PeteAd01,rush_yds,26,,,,,
player,201012130min,min,PeteAd01,rush_td,0,,,,,
player,201012130min,min,PeteAd01,rush_long,7,,,,,
player,201012130min,min,PeteAd01,targets,0,,,,,
player,201012130min,min,PeteAd01,rec,0,,,,,
player,201012130min,min,PeteAd01,rec_yds,0,,,,,
player,201012130min,min,PeteAd01,rec_td,0,,,,,
player,201012130min,min,PeteAd01,rec_long,0,,,,,
player,201012130min,min,PeteAd01,fumbles,0,,,,,
player,201012130min,min,PeteAd01,fumbles_lost,,,,,,
player,201012130min,min,GerhTo00,pass_cmp,0,,,,,
player,201012130min,min,GerhTo00,pass_att,0,,,,,
player,201012130min,min,GerhTo00,pass_yds,0,,,,,
player,201012130min,min,GerhTo00,pass_td,0,,,,,
player,201012130min,min,GerhTo00,pass_int,0,,,,,
player,201012130min,min,GerhTo00,pass_sacked,,,,,,
player,201012130min,min,GerhTo00,pass_sacked_yds,,,,,,
player,201012130min,min,GerhTo00,pass_long,0,,,,,
player,201012130min,min,GerhTo00,pass_rating,,,,,,
player,201012130min,min,GerhTo00,rush_att,3,,,,,
player,201012130min,min,GerhTo00,rush_yds,11,,,,,
player,201012130min,min,GerhTo00,rush_td,0,,,,,
player,201012130min,min,GerhTo00,rush_long,5,,,,,
player,201012130min,min,GerhTo00,targets,2,,,,,
player,201012130min,min,GerhTo00,rec,1,,,,,
player,201012130min,min,GerhTo00,rec_yds,1,,,,,
player,201012130min,min,GerhTo00,rec_td,0,,,,,
player,201012130min,min,GerhTo00,rec_long,1,,,,,
player,201012130min,min,GerhTo00,fumbles,0,,,,,
player,201012130min,min,GerhTo00,fumbles_lost,,,,,,
player,201012130min,min,RiceSi01,pass_cmp,0,,,,,
player,201012130min,min,RiceSi01,pass_att,0,,,,,
player,201012130min,min,RiceSi01,pass_yds,0,,,,,
player,201012130min,min,RiceSi01,pass_td,0,,,,,
player,201012130min,min,RiceSi01,pass_int,0,,,,,
player,201012130min,min,RiceSi01,pass_sacked,,,,,,
player,201012130min,min,RiceSi01,pass_sacked_yds,,,,,,
player,201012130min,min,RiceSi01,pass_long,0,,,,,
player,201012130min,min,RiceSi01,pass_rating,,,,,,
player,201012130min,min,RiceSi01,rush_att,0,,,,,
player,201012130min,min,RiceSi01,rush_yds,0,,,,,
player,201012130min,min,RiceSi01,rush_td,0,,,,,
player,201012130min,min,RiceSi01,rush_long,0,,,,,
player,201012130min,min,RiceSi01,targets,12,,,,,
player,201012130min,min,RiceSi01,rec,5,,,,,
player,201012130min,min,RiceSi01,rec_yds,60,,,,,
player,201012130min,min,RiceSi01,rec_td,0,,,,,
player,201012130min,min,RiceSi01,rec_long,22,,,,,
player,201012130min,min,RiceSi01,fumbles,0,,,,,
player,201012130min,min,RiceSi01,fumbles_lost,,,,,,
player,201012130min,min,BerrBe00,pass_cmp,0,,,,,
player,201012130min,min,BerrBe00,pass_att,0,,,,,
player,201012130min,min,BerrBe00,pass_yds,0,,,,,
player,201012130min,min,BerrBe00,pass_td,0,,,,,
player,201012130min,min,BerrBe00,pass_int,0,,,,,
player,201012130min,min,BerrBe00,pass_sacked,,,,,,
player,201012130min,min,BerrBe00,pass_sacked_yds,,,,,,
player,201012130min,min,BerrBe00,pass_long,0,,,,,
player,201012130min,min,BerrBe00,pass_rating,,,,,,
player,201012130min,min,BerrBe00,rush_att,0,,,,,
player,201012130min,min,BerrBe00,rush_yds,0,,,,,
player,201012130min,min,BerrBe00,rush_td,0,,,,,
player,201012130min,min,BerrBe00,rush_long,0,,,,,
player,201012130min,min,BerrBe00,targets,10,,,,,
player,201012130min,min,BerrBe00,rec,5,,,,,
player,201012130min,min,BerrBe00,rec_yds,30,,,,,
player,201012130min,min,BerrBe00,rec_td,0,,,,,
player,201012130min,min,BerrBe00,rec_long,11,,,,,
player,201012130min,min,BerrBe00,fumbles,0,,,,,
player,201012130min,min,BerrBe00,fumbles_lost,,,,,,
player,201012130min,min,LewiGr01,pass_cmp,0,,,,,
player,201012130min,min,LewiGr01,pass_att,0,,,,,
player,201012130min,min,LewiGr01,pass_yds,0,,,,,
player,201012130min,min,LewiGr01,pass_td,0,,,,,
player,201012130min,min,LewiGr01,pass_int,0,,,,,
player,201012130min,min,LewiGr01,pass_sacked,,,,,,
player,201012130min,min,LewiGr01,pass_sacked_yds,,,,,,
player,201012130min,min,LewiGr01,pass_long,0,,,,,
player,201012130min,min,LewiGr01,pass_rating,,,,,,
player,201012130min,min,LewiGr01,rush_att,0,,,,,
player,201012130min,min,LewiGr01,rush_yds,0,,,,,
player,201012130min,min,LewiGr01,rush_td,0,,,,,
player,201012130min,min,LewiGr01,rush_long,0,,,,,
player,201012130min,min,LewiGr01,targets,3,,,,,
player,201012130min,min,LewiGr01,rec,2,,,,,
player,201012130min,min,LewiGr01,rec_yds,13,,,,,
player,201012130min,min,LewiGr01,rec_td,0,,,,,
player,201012130min,min,LewiGr01,rec_long,10,,,,,
player,201012130min,min,LewiGr01,fumbles,0,,,,,
player,201012130min,min,LewiGr01,fumbles_lost,,,,,,
player,201012130min,min,ShiaVi00,pass_cmp,0,,,,,
player,201012130min,min,ShiaVi00,pass_att,0,,,,,
player,201012130min,min,ShiaVi00,pass_yds,0,,,,,
player,201012130min,min,ShiaVi00,pass_td,0,,,,,
player,201012130min,min,ShiaVi00,pass_int,0,,,,,
player,201012130min,min,ShiaVi00,pass_sacked,,,,,,
player,201012130min,min,ShiaVi00,pass_sacked_yds,,,,,,
player,201012130min,min,ShiaVi00,pass_long,0,,,,,
player,201012130min,min,ShiaVi00,pass_rating,,,,,,
player,201012130min,min,ShiaVi00,rush_att,0,,,,,
player,201012130min,min,ShiaVi00,rush_yds,0,,,,,
player,201012130min,min,ShiaVi00,rush_td,0,,,,,
player,201012130min,min,ShiaVi00,rush_long,0,,,,,
player,201012130min,min,ShiaVi00,targets,4,,,,,
player,201012130min,min,ShiaVi00,rec,1,,,,,
player,201012130min,min,ShiaVi00,rec_yds,7,,,,,
player,201012130min,min,ShiaVi00,rec_td,0,,,,,
player,201012130min,min,ShiaVi00,rec_long,7,,,,,
player,201012130min,min,ShiaVi00,fumbles,0,,,,,
player,201012130min,min,ShiaVi00,fumbles_lost,,,,,,
player,201012130min,min,KleiJi00,pass_cmp,0,,,,,
player,201012130min,min,KleiJi00,pass_att,0,,,,,
player,201012130min,min,KleiJi00,pass_yds,0,,,,,
player,201012130min,min,KleiJi00,pass_td,0,,,,,
player,201012130min,min,KleiJi00,pass_int,0,,,,,
player,201012130min,min,KleiJi00,pass_sacked,,,,,,
player,201012130min,min,KleiJi00,pass_sacked_yds,,,,,,
player,201012130min,min,KleiJi00,pass_long,0,,,,,
player,201012130min,min,KleiJi00,pass_rating,,,,,,
player,201012130min,min,KleiJi00,rush_att,0,,,,,
player,201012130min,min,KleiJi00,rush_yds,0,,,,,
player,201012130min,min,KleiJi00,rush_td,0,,,,,
player,201012130min,min,KleiJi00,rush_long,0,,,,,
player,201012130min,min,KleiJi00,targets,1,,,,,
player,201012130min,min,KleiJi00,rec,1,,,,,
player,201012130min,min,KleiJi00,rec_yds,6,,,,,
player,201012130min,min,KleiJi00,rec_td,0,,,,,
player,201012130min,min,KleiJi00,rec_long,6,,,,,
player,201012130min,min,KleiJi00,fumbles,0,,,,,
player,201012130min,min,KleiJi00,fumbles_lost,,,,,,
player,201012130min,min,BookLo00,pass_cmp,0,,,,,
player,201012130min,min,BookLo00,pass_att,0,,,,,
player,201012130min,min,BookLo00,pass_yds,0,,,,,
player,201012130min,min,BookLo00,pass_td,0,,,,,
player,201012130min,min,BookLo00,pass_int,0,,,,,
player,201012130min,min,BookLo00,pass_sacked,,,,,,
player,201012130min,min,BookLo00,pass_sacked_yds,,,,,,
player,201012130min,min,BookLo00,pass_long,0,,,,,
player,201012130min,min,BookLo00,pass_rating,,,,,,
player,201012130min,min,BookLo00,rush_att,0,,,,,
player,201012130min,min,BookLo00,rush_yds,0,,,,,
player,201012130min,min,BookLo00,rush_td,0,,,,,
player,201012130min,min,BookLo00,rush_long,0,,,,,
player,201012130min,min,BookLo00,targets,1,,,,,
player,201012130min,min,BookLo00,rec,1,,,,,
player,201012130min,min,BookLo00,rec_yds,6,,,,,
player,201012130min,min,BookLo00,rec_td,0,,,,,
player,201012130min,min,BookLo00,rec_long,6,,,,,
player,201012130min,min,BookLo00,fumbles,0,,,,,
player,201012130min,min,BookLo00,fumbles_lost,,,,,,
player,201012130min,min,CamaGr00,pass_cmp,0,,,,,
player,201012130min,min,CamaGr00,pass_att,0,,,,,
player,201012130min,min,CamaGr00,pass_yds,0,,,,,
player,201012130min,min,CamaGr00,pass_td,0,,,,,
player,201012130min,min,CamaGr00,pass_int,0,,,,,
player,201012130min,min,CamaGr00,pass_sacked,,,,,,
player,201012130min,min,CamaGr00,pass_sacked_yds,,,,,,
player,201012130min,min,CamaGr00,pass_long,0,,,,,
player,201012130min,min,CamaGr00,pass_rating,,,,,,
player,201012130min,min,CamaGr00,rush_att,0,,,,,
player,201012130min,min,CamaGr00,rush_yds,0,,,,,
player,201012130min,min,CamaGr00,rush_td,0,,,,,
player,201012130min,min,CamaGr00,rush_long,0,,,,,
player,201012130min,min,CamaGr00,targets,2,,,,,
player,201012130min,min,CamaGr00,rec,1,,,,,
player,201012130min,min,CamaGr00,rec_yds,3,,,,,
player,201012130min,min,CamaGr00,rec_td,0,,,,,
player,201012130min,min,CamaGr00,rec_long,3,,,,,
player,201012130min,min,CamaGr00,fumbles,0,,,,,
player,201012130min,min,CamaGr00,fumbles_lost,,,,,,
player,201012130min,nyg,BullKe00,def_int,1,,,,,
player,201012130min,nyg,BullKe00,def_int_yds,1,,,,,
player,201012130min,nyg,BullKe00,def_int_td,0,,,,,
player,201012130min,nyg,BullKe00,def_int_long,1,,,,,
player,201012130min,nyg,BullKe00,pass_defended,1,,,,,
player,201012130min,nyg,BullKe00,sacks,0.0,,,,,
player,201012130min,nyg,BullKe00,tackles_combined,0,,,,,
player,201012130min,nyg,BullKe00,tackles_solo,0,,,,,
player,201012130min,nyg,BullKe00,tackles_assists,0,,,,,
player,201012130min,nyg,BullKe00,tackles_loss,0,,,,,
player,201012130min,nyg,BullKe00,qb_hits,0,,,,,
player,201012130min,nyg,BullKe00,fumbles_rec,0,,,,,
player,201012130min,nyg,BullKe00,fumbles_rec_yds,0,,,,,
player,201012130min,nyg,BullKe00,fumbles_rec_td,0,,,,,
player,201012130min,nyg,BullKe00,fumbles_forced,0,,,,,
player,201012130min,nyg,BernRo20,def_int,0,,,,,
player,201012130min,nyg,BernRo20,def_int_yds,0,,,,,
player,201012130min,nyg,BernRo20,def_int_td,0,,,,,
player,201012130min,nyg,BernRo20,def_int_long,0,,,,,
player,201012130min,nyg,BernRo20,pass_defended,0,,,,,
player,201012130min,nyg,BernRo20,sacks,1.0,,,,,
player,201012130min,nyg,BernRo20,tackles_combined,4,,,,,
player,201012130min,nyg,BernRo20,tackles_solo,4,,,,,
player,201012130min,nyg,BernRo20,tackles_assists,0,,,,,
player,201012130min,nyg,BernRo20,tackles_loss,1,,,,,
player,201012130min,nyg,BernRo20,qb_hits,1,,,,,
player,201012130min,nyg,BernRo20,fumbles_rec,0,,,,,
player,201012130min,nyg,BernRo20,fumbles_rec_yds,0,,,,,
player,201012130min,nyg,BernRo20,fumbles_rec_td,0,,,,,
player,201012130min,nyg,BernRo20,fumbles_forced,0,,,,,
player,201012130min,nyg,CofiBa20,def_int,0,,,,,
player,201012130min,nyg,CofiBa20,def_int_yds,0,,,,,
player,201012130min,nyg,CofiBa20,def_int_td,0,,,,,
