game,2010,14,20101213,201012130min,nyg,"New York Giants",21,min,"Minnesota Vikings",3
team,201012130min,nyg,First Downs,21,,,,,,
team,201012130min,min,First Downs,10,,,,,,
team,201012130min,nyg,Rush-Yds-TDs,28-213-2,,,,,,
team,201012130min,min,Rush-Yds-TDs,22-61-0,,,,,,
team,201012130min,nyg,Cmp-Att-Yd-TD-INT,22-37-187-1-2,,,,,,
team,201012130min,min,Cmp-Att-Yd-TD-INT,17-35-126-0-1,,,,,,
team,201012130min,nyg,Sacked-Yards,1-5,,,,,,
team,201012130min,min,Sacked-Yards,4-23,,,,,,
team,201012130min,nyg,Net Pass Yards,182,,,,,,
team,201012130min,min,Net Pass Yards,103,,,,,,
team,201012130min,nyg,Total Yards,395,,,,,,
team,201012130min,min,Total Yards,164,,,,,,
team,201012130min,nyg,Fumbles-Lost,0-0,,,,,,
team,201012130min,min,Fumbles-Lost,2-0,,,,,,
team,201012130min,nyg,Turnovers,2,,,,,,
team,201012130min,min,Turnovers,1,,,,,,
team,201012130min,nyg,Penalties-Yards,7-55,,,,,,
team,201012130min,min,Penalties-Yards,10-71,,,,,,
team,201012130min,nyg,Third Down Conv.,3-13,,,,,,
team,201012130min,min,Third Down Conv.,2-16,,,,,,
team,201012130min,nyg,Fourth Down Conv.,0-1,,,,,,
team,201012130min,min,Fourth Down Conv.,3-3,,,,,,
team,201012130min,nyg,Time of Possession,32:42,,,,,,
team,201012130min,min,Time of Possession,27:18,,,,,,
player,201012130min,nyg,MannEl00,pass_cmp,22,,,,,
player,201012130min,nyg,MannEl00,pass_att,37,,,,,
player,201012130min,nyg,MannEl00,pass_yds,187,,,,,
player,201012130min,nyg,MannEl00,pass_td,1,,,,,
player,201012130min,nyg,MannEl00,pass_int,2,,,,,
player,201012130min,nyg,MannEl00,pass_sacked,1,,,,,
player,201012130min,nyg,MannEl00,pass_sacked_yds,5,,,,,
player,201012130min,nyg,MannEl00,pass_long,30,,,,,
player,201012130min,nyg,MannEl00,pass_rating,59.2,,,,,
player,201012130min,nyg,MannEl00,rush_att,0,,,,,
player,201012130min,nyg,MannEl00,rush_yds,0,,,,,
player,201012130min,nyg,MannEl00,rush_td,0,,,,,
player,201012130min,nyg,MannEl00,rush_long,0,,,,,
player,201012130min,nyg,MannEl00,targets,0,,,,,
player,201012130min,nyg,MannEl00,rec,0,,,,,
player,201012130min,nyg,MannEl00,rec_yds,0,,,,,
player,201012130min,nyg,MannEl00,rec_td,0,,,,,
player,201012130min,nyg,MannEl00,rec_long,0,,,,,
player,201012130min,nyg,MannEl00,fumbles,0,,,,,
player,201012130min,nyg,MannEl00,fumbles_lost,,,,,,
player,201012130min,nyg,JacoBr00,pass_cmp,0,,,,,
player,201012130min,nyg,JacoBr00,pass_att,0,,,,,
player,201012130min,nyg,JacoBr00,pass_yds,0,,,,,
player,201012130min,nyg,JacoBr00,pass_td,0,,,,,
player,201012130min,nyg,JacoBr00,pass_int,0,,,,,
player,201012130min,nyg,JacoBr00,pass_sacked,,,,,,
player,201012130min,nyg,JacoBr00,pass_sacked_yds,,,,,,
player,201012130min,nyg,JacoBr00,pass_long,0,,,,,
player,201012130min,nyg,JacoBr00,pass_rating,,,,,,
player,201012130min,nyg,JacoBr00,rush_att,14,,,,,
player,201012130min,nyg,JacoBr00,rush_yds,116,,,,,
player,201012130min,nyg,JacoBr00,rush_td,1,,,,,
player,201012130min,nyg,JacoBr00,rush_long,73,,,,,
player,201012130min,nyg,JacoBr00,targets,0,,,,,
player,201012130min,nyg,JacoBr00,rec,0,,,,,
player,201012130min,nyg,JacoBr00,rec_yds,0,,,,,
player,201012130min,nyg,JacoBr00,rec_td,0,,,,,
player,201012130min,nyg,JacoBr00,rec_long,0,,,,,
player,201012130min,nyg,JacoBr00,fumbles,0,,,,,
player,201012130min,nyg,JacoBr00,fumbles_lost,,,,,,
player,201012130min,nyg,BradAh00,pass_cmp,0,,,,,
player,201012130min,nyg,BradAh00,pass_att,0,,,,,
player,201012130min,nyg,BradAh00,pass_yds,0,,,,,
