game,2010,10,20101114,201011140cle,nyj,"New York Jets",26,cle,"Cleveland Browns",20
player,201011140cle,cle,ElamAb20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,ElamAb20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,ElamAb20,fumbles_forced,0,,,,,
player,201011140cle,cle,BrowTi20,def_int,0,,,,,
player,201011140cle,cle,BrowTi20,def_int_yds,0,,,,,
player,201011140cle,cle,BrowTi20,def_int_td,0,,,,,
player,201011140cle,cle,BrowTi20,def_int_long,0,,,,,
player,201011140cle,cle,BrowTi20,pass_defended,0,,,,,
player,201011140cle,cle,BrowTi20,sacks,0.0,,,,,
player,201011140cle,cle,BrowTi20,tackles_combined,3,,,,,
player,201011140cle,cle,BrowTi20,tackles_solo,3,,,,,
player,201011140cle,cle,BrowTi20,tackles_assists,0,,,,,
player,201011140cle,cle,BrowTi20,tackles_loss,0,,,,,
player,201011140cle,cle,BrowTi20,qb_hits,0,,,,,
player,201011140cle,cle,BrowTi20,fumbles_rec,0,,,,,
player,201011140cle,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,BrowTi20,fumbles_forced,0,,,,,
player,201011140cle,cle,RobiDe21,def_int,0,,,,,
player,201011140cle,cle,RobiDe21,def_int_yds,0,,,,,
player,201011140cle,cle,RobiDe21,def_int_td,0,,,,,
player,201011140cle,cle,RobiDe21,def_int_long,0,,,,,
player,201011140cle,cle,RobiDe21,pass_defended,0,,,,,
player,201011140cle,cle,RobiDe21,sacks,0.0,,,,,
player,201011140cle,cle,RobiDe21,tackles_combined,3,,,,,
player,201011140cle,cle,RobiDe21,tackles_solo,2,,,,,
player,201011140cle,cle,RobiDe21,tackles_assists,1,,,,,
player,201011140cle,cle,RobiDe21,tackles_loss,0,,,,,
player,201011140cle,cle,RobiDe21,qb_hits,0,,,,,
player,201011140cle,cle,RobiDe21,fumbles_rec,0,,,,,
player,201011140cle,cle,RobiDe21,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,RobiDe21,fumbles_rec_td,0,,,,,
player,201011140cle,cle,RobiDe21,fumbles_forced,0,,,,,
player,201011140cle,cle,VentRa20,def_int,0,,,,,
player,201011140cle,cle,VentRa20,def_int_yds,0,,,,,
player,201011140cle,cle,VentRa20,def_int_td,0,,,,,
player,201011140cle,cle,VentRa20,def_int_long,0,,,,,
player,201011140cle,cle,VentRa20,pass_defended,0,,,,,
player,201011140cle,cle,VentRa20,sacks,0.0,,,,,
player,201011140cle,cle,VentRa20,tackles_combined,2,,,,,
player,201011140cle,cle,VentRa20,tackles_solo,2,,,,,
player,201011140cle,cle,VentRa20,tackles_assists,0,,,,,
player,201011140cle,cle,VentRa20,tackles_loss,0,,,,,
player,201011140cle,cle,VentRa20,qb_hits,0,,,,,
player,201011140cle,cle,VentRa20,fumbles_rec,0,,,,,
player,201011140cle,cle,VentRa20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,VentRa20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,VentRa20,fumbles_forced,0,,,,,
player,201011140cle,cle,BrowSh20,def_int,0,,,,,
player,201011140cle,cle,BrowSh20,def_int_yds,0,,,,,
player,201011140cle,cle,BrowSh20,def_int_td,0,,,,,
player,201011140cle,cle,BrowSh20,def_int_long,0,,,,,
player,201011140cle,cle,BrowSh20,pass_defended,0,,,,,
player,201011140cle,cle,BrowSh20,sacks,0.0,,,,,
player,201011140cle,cle,BrowSh20,tackles_combined,1,,,,,
player,201011140cle,cle,BrowSh20,tackles_solo,1,,,,,
player,201011140cle,cle,BrowSh20,tackles_assists,0,,,,,
player,201011140cle,cle,BrowSh20,tackles_loss,0,,,,,
player,201011140cle,cle,BrowSh20,qb_hits,0,,,,,
player,201011140cle,cle,BrowSh20,fumbles_rec,0,,,,,
player,201011140cle,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,BrowSh20,fumbles_forced,0,,,,,
player,201011140cle,cle,FujiSc20,def_int,0,,,,,
player,201011140cle,cle,FujiSc20,def_int_yds,0,,,,,
player,201011140cle,cle,FujiSc20,def_int_td,0,,,,,
player,201011140cle,cle,FujiSc20,def_int_long,0,,,,,
player,201011140cle,cle,FujiSc20,pass_defended,0,,,,,
player,201011140cle,cle,FujiSc20,sacks,0.0,,,,,
player,201011140cle,cle,FujiSc20,tackles_combined,1,,,,,
player,201011140cle,cle,FujiSc20,tackles_solo,1,,,,,
player,201011140cle,cle,FujiSc20,tackles_assists,0,,,,,
player,201011140cle,cle,FujiSc20,tackles_loss,0,,,,,
player,201011140cle,cle,FujiSc20,qb_hits,0,,,,,
player,201011140cle,cle,FujiSc20,fumbles_rec,0,,,,,
player,201011140cle,cle,FujiSc20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,FujiSc20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,FujiSc20,fumbles_forced,0,,,,,
player,201011140cle,cle,TrusJa99,def_int,0,,,,,
player,201011140cle,cle,TrusJa99,def_int_yds,0,,,,,
player,201011140cle,cle,TrusJa99,def_int_td,0,,,,,
player,201011140cle,cle,TrusJa99,def_int_long,0,,,,,
player,201011140cle,cle,TrusJa99,pass_defended,0,,,,,
player,201011140cle,cle,TrusJa99,sacks,0.0,,,,,
player,201011140cle,cle,TrusJa99,tackles_combined,1,,,,,
player,201011140cle,cle,TrusJa99,tackles_solo,1,,,,,
player,201011140cle,cle,TrusJa99,tackles_assists,0,,,,,
player,201011140cle,cle,TrusJa99,tackles_loss,0,,,,,
player,201011140cle,cle,TrusJa99,qb_hits,0,,,,,
player,201011140cle,cle,TrusJa99,fumbles_rec,0,,,,,
player,201011140cle,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,TrusJa99,fumbles_forced,0,,,,,
player,201011140cle,cle,RogeSh99,def_int,0,,,,,
player,201011140cle,cle,RogeSh99,def_int_yds,0,,,,,
player,201011140cle,cle,RogeSh99,def_int_td,0,,,,,
player,201011140cle,cle,RogeSh99,def_int_long,0,,,,,
player,201011140cle,cle,RogeSh99,pass_defended,0,,,,,
player,201011140cle,cle,RogeSh99,sacks,0.0,,,,,
player,201011140cle,cle,RogeSh99,tackles_combined,0,,,,,
player,201011140cle,cle,RogeSh99,tackles_solo,0,,,,,
player,201011140cle,cle,RogeSh99,tackles_assists,0,,,,,
player,201011140cle,cle,RogeSh99,tackles_loss,0,,,,,
player,201011140cle,cle,RogeSh99,qb_hits,1,,,,,
player,201011140cle,cle,RogeSh99,fumbles_rec,0,,,,,
player,201011140cle,cle,RogeSh99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,RogeSh99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,RogeSh99,fumbles_forced,0,,,,,
player,201011140cle,nyj,LeonJi23,kick_ret,0,,,,,
player,201011140cle,nyj,LeonJi23,kick_ret_yds,0,,,,,
player,201011140cle,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201011140cle,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201011140cle,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201011140cle,nyj,LeonJi23,punt_ret,1,,,,,
player,201011140cle,nyj,LeonJi23,punt_ret_yds,18,,,,,
player,201011140cle,nyj,LeonJi23,punt_ret_yds_per_ret,18.0,,,,,
player,201011140cle,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201011140cle,nyj,LeonJi23,punt_ret_long,18,,,,,
player,201011140cle,nyj,WilsKy99,kick_ret,0,,,,,
player,201011140cle,nyj,WilsKy99,kick_ret_yds,0,,,,,
player,201011140cle,nyj,WilsKy99,kick_ret_yds_per_ret,,,,,,
player,201011140cle,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201011140cle,nyj,WilsKy99,kick_ret_long,0,,,,,
player,201011140cle,nyj,WilsKy99,punt_ret,1,,,,,
player,201011140cle,nyj,WilsKy99,punt_ret_yds,18,,,,,
player,201011140cle,nyj,WilsKy99,punt_ret_yds_per_ret,18.0,,,,,
player,201011140cle,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201011140cle,nyj,WilsKy99,punt_ret_long,18,,,,,
player,201011140cle,nyj,SmitBr01,kick_ret,3,,,,,
player,201011140cle,nyj,SmitBr01,kick_ret_yds,69,,,,,
player,201011140cle,nyj,SmitBr01,kick_ret_yds_per_ret,23.0,,,,,
player,201011140cle,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201011140cle,nyj,SmitBr01,kick_ret_long,31,,,,,
player,201011140cle,nyj,SmitBr01,punt_ret,0,,,,,
player,201011140cle,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201011140cle,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201011140cle,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201011140cle,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201011140cle,nyj,LoweDw99,kick_ret,1,,,,,
player,201011140cle,nyj,LoweDw99,kick_ret_yds,12,,,,,
player,201011140cle,nyj,LoweDw99,kick_ret_yds_per_ret,12.0,,,,,
player,201011140cle,nyj,LoweDw99,kick_ret_td,0,,,,,
player,201011140cle,nyj,LoweDw99,kick_ret_long,12,,,,,
player,201011140cle,nyj,LoweDw99,punt_ret,0,,,,,
player,201011140cle,nyj,LoweDw99,punt_ret_yds,0,,,,,
player,201011140cle,nyj,LoweDw99,punt_ret_yds_per_ret,,,,,,
player,201011140cle,nyj,LoweDw99,punt_ret_td,0,,,,,
player,201011140cle,nyj,LoweDw99,punt_ret_long,0,,,,,
player,201011140cle,cle,StucCh20,kick_ret,0,,,,,
player,201011140cle,cle,StucCh20,kick_ret_yds,0,,,,,
player,201011140cle,cle,StucCh20,kick_ret_yds_per_ret,,,,,,
player,201011140cle,cle,StucCh20,kick_ret_td,0,,,,,
player,201011140cle,cle,StucCh20,kick_ret_long,0,,,,,
player,201011140cle,cle,StucCh20,punt_ret,1,,,,,
player,201011140cle,cle,StucCh20,punt_ret_yds,5,,,,,
player,201011140cle,cle,StucCh20,punt_ret_yds_per_ret,5.0,,,,,
player,201011140cle,cle,StucCh20,punt_ret_td,0,,,,,
player,201011140cle,cle,StucCh20,punt_ret_long,5,,,,,
player,201011140cle,cle,HadeJo99,kick_ret,2,,,,,
player,201011140cle,cle,HadeJo99,kick_ret_yds,51,,,,,
player,201011140cle,cle,HadeJo99,kick_ret_yds_per_ret,25.5,,,,,
player,201011140cle,cle,HadeJo99,kick_ret_td,0,,,,,
player,201011140cle,cle,HadeJo99,kick_ret_long,32,,,,,
player,201011140cle,cle,HadeJo99,punt_ret,0,,,,,
player,201011140cle,cle,HadeJo99,punt_ret_yds,0,,,,,
player,201011140cle,cle,HadeJo99,punt_ret_yds_per_ret,,,,,,
player,201011140cle,cle,HadeJo99,punt_ret_td,0,,,,,
player,201011140cle,cle,HadeJo99,punt_ret_long,0,,,,,
player,201011140cle,cle,BellMi00,kick_ret,1,,,,,
player,201011140cle,cle,BellMi00,kick_ret_yds,11,,,,,
player,201011140cle,cle,BellMi00,kick_ret_yds_per_ret,11.0,,,,,
player,201011140cle,cle,BellMi00,kick_ret_td,0,,,,,
player,201011140cle,cle,BellMi00,kick_ret_long,11,,,,,
player,201011140cle,cle,BellMi00,punt_ret,0,,,,,
player,201011140cle,cle,BellMi00,punt_ret_yds,0,,,,,
player,201011140cle,cle,BellMi00,punt_ret_yds_per_ret,,,,,,
player,201011140cle,cle,BellMi00,punt_ret_td,0,,,,,
player,201011140cle,cle,BellMi00,punt_ret_long,0,,,,,
player,201011140cle,cle,CribJo01,kick_ret,1,,,,,
player,201011140cle,cle,CribJo01,kick_ret_yds,11,,,,,
player,201011140cle,cle,CribJo01,kick_ret_yds_per_ret,11.0,,,,,
player,201011140cle,cle,CribJo01,kick_ret_td,0,,,,,
player,201011140cle,cle,CribJo01,kick_ret_long,11,,,,,
player,201011140cle,cle,CribJo01,punt_ret,0,,,,,
player,201011140cle,cle,CribJo01,punt_ret_yds,0,,,,,
player,201011140cle,cle,CribJo01,punt_ret_yds_per_ret,,,,,,
player,201011140cle,cle,CribJo01,punt_ret_td,0,,,,,
player,201011140cle,cle,CribJo01,punt_ret_long,0,,,,,
player,201011140cle,nyj,FolkNi20,xpm,2,,,,,
player,201011140cle,nyj,FolkNi20,xpa,2,,,,,
player,201011140cle,nyj,FolkNi20,fgm,2,,,,,
player,201011140cle,nyj,FolkNi20,fga,5,,,,,
player,201011140cle,nyj,FolkNi20,punt,0,,,,,
player,201011140cle,nyj,FolkNi20,punt_yds,0,,,,,
player,201011140cle,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201011140cle,nyj,FolkNi20,punt_long,0,,,,,
player,201011140cle,nyj,WeatSt20,xpm,,,,,,
player,201011140cle,nyj,WeatSt20,xpa,,,,,,
player,201011140cle,nyj,WeatSt20,fgm,,,,,,
player,201011140cle,nyj,WeatSt20,fga,,,,,,
player,201011140cle,nyj,WeatSt20,punt,3,,,,,
player,201011140cle,nyj,WeatSt20,punt_yds,116,,,,,
player,201011140cle,nyj,WeatSt20,punt_yds_per_punt,38.7,,,,,
player,201011140cle,nyj,WeatSt20,punt_long,43,,,,,
player,201011140cle,cle,dawsophi01,xpm,2,,,,,
player,201011140cle,cle,dawsophi01,xpa,2,,,,,
player,201011140cle,cle,dawsophi01,fgm,2,,,,,
player,201011140cle,cle,dawsophi01,fga,2,,,,,
player,201011140cle,cle,dawsophi01,punt,0,,,,,
player,201011140cle,cle,dawsophi01,punt_yds,0,,,,,
player,201011140cle,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201011140cle,cle,dawsophi01,punt_long,0,,,,,
player,201011140cle,cle,HodgRe20,xpm,,,,,,
player,201011140cle,cle,HodgRe20,xpa,,,,,,
player,201011140cle,cle,HodgRe20,fgm,,,,,,
player,201011140cle,cle,HodgRe20,fga,,,,,,
player,201011140cle,cle,HodgRe20,punt,5,,,,,
player,201011140cle,cle,HodgRe20,punt_yds,229,,,,,
player,201011140cle,cle,HodgRe20,punt_yds_per_punt,45.8,,,,,
player,201011140cle,cle,HodgRe20,punt_long,53,,,,,
