game,2010,11,20101121,201011210pit,rai,"Oakland Raiders",3,pit,"Pittsburgh Steelers",35
team,201011210pit,rai,First Downs,17,,,,,,
team,201011210pit,pit,First Downs,18,,,,,,
team,201011210pit,rai,Rush-Yds-TDs,16-61-0,,,,,,
team,201011210pit,pit,Rush-Yds-TDs,33-162-2,,,,,,
team,201011210pit,rai,Cmp-Att-Yd-TD-INT,20-43-168-0-2,,,,,,
team,201011210pit,pit,Cmp-Att-Yd-TD-INT,18-29-275-3-0,,,,,,
team,201011210pit,rai,Sacked-Yards,6-47,,,,,,
team,201011210pit,pit,Sacked-Yards,2-6,,,,,,
team,201011210pit,rai,Net Pass Yards,121,,,,,,
team,201011210pit,pit,Net Pass Yards,269,,,,,,
team,201011210pit,rai,Total Yards,182,,,,,,
team,201011210pit,pit,Total Yards,431,,,,,,
team,201011210pit,rai,Fumbles-Lost,3-1,,,,,,
team,201011210pit,pit,Fumbles-Lost,1-1,,,,,,
team,201011210pit,rai,Turnovers,3,,,,,,
team,201011210pit,pit,Turnovers,1,,,,,,
team,201011210pit,rai,Penalties-Yards,7-55,,,,,,
team,201011210pit,pit,Penalties-Yards,14-163,,,,,,
team,201011210pit,rai,Third Down Conv.,3-14,,,,,,
team,201011210pit,pit,Third Down Conv.,7-14,,,,,,
team,201011210pit,rai,Fourth Down Conv.,0-1,,,,,,
team,201011210pit,pit,Fourth Down Conv.,0-0,,,,,,
team,201011210pit,rai,Time of Possession,27:13,,,,,,
team,201011210pit,pit,Time of Possession,32:47,,,,,,
player,201011210pit,rai,GradBr00,pass_cmp,13,,,,,
player,201011210pit,rai,GradBr00,pass_att,24,,,,,
player,201011210pit,rai,GradBr00,pass_yds,98,,,,,
player,201011210pit,rai,GradBr00,pass_td,0,,,,,
player,201011210pit,rai,GradBr00,pass_int,1,,,,,
player,201011210pit,rai,GradBr00,pass_sacked,2,,,,,
player,201011210pit,rai,GradBr00,pass_sacked_yds,15,,,,,
player,201011210pit,rai,GradBr00,pass_long,16,,,,,
player,201011210pit,rai,GradBr00,pass_rating,46.9,,,,,
player,201011210pit,rai,GradBr00,rush_att,1,,,,,
player,201011210pit,rai,GradBr00,rush_yds,12,,,,,
player,201011210pit,rai,GradBr00,rush_td,0,,,,,
player,201011210pit,rai,GradBr00,rush_long,12,,,,,
player,201011210pit,rai,GradBr00,targets,0,,,,,
player,201011210pit,rai,GradBr00,rec,0,,,,,
player,201011210pit,rai,GradBr00,rec_yds,0,,,,,
player,201011210pit,rai,GradBr00,rec_td,0,,,,,
player,201011210pit,rai,GradBr00,rec_long,0,,,,,
player,201011210pit,rai,GradBr00,fumbles,0,,,,,
player,201011210pit,rai,GradBr00,fumbles_lost,,,,,,
player,201011210pit,rai,CampJa00,pass_cmp,7,,,,,
player,201011210pit,rai,CampJa00,pass_att,19,,,,,
player,201011210pit,rai,CampJa00,pass_yds,70,,,,,
player,201011210pit,rai,CampJa00,pass_td,0,,,,,
player,201011210pit,rai,CampJa00,pass_int,1,,,,,
player,201011210pit,rai,CampJa00,pass_sacked,4,,,,,
player,201011210pit,rai,CampJa00,pass_sacked_yds,32,,,,,
player,201011210pit,rai,CampJa00,pass_long,17,,,,,
player,201011210pit,rai,CampJa00,pass_rating,26.2,,,,,
player,201011210pit,rai,CampJa00,rush_att,0,,,,,
player,201011210pit,rai,CampJa00,rush_yds,0,,,,,
player,201011210pit,rai,CampJa00,rush_td,0,,,,,
player,201011210pit,rai,CampJa00,rush_long,0,,,,,
player,201011210pit,rai,CampJa00,targets,0,,,,,
player,201011210pit,rai,CampJa00,rec,0,,,,,
player,201011210pit,rai,CampJa00,rec_yds,0,,,,,
player,201011210pit,rai,CampJa00,rec_td,0,,,,,
player,201011210pit,rai,CampJa00,rec_long,0,,,,,
player,201011210pit,rai,CampJa00,fumbles,2,,,,,
player,201011210pit,rai,CampJa00,fumbles_lost,0,,,,,
player,201011210pit,rai,BushMi00,pass_cmp,0,,,,,
player,201011210pit,rai,BushMi00,pass_att,0,,,,,
player,201011210pit,rai,BushMi00,pass_yds,0,,,,,
player,201011210pit,rai,BushMi00,pass_td,0,,,,,
player,201011210pit,rai,BushMi00,pass_int,0,,,,,
player,201011210pit,rai,BushMi00,pass_sacked,,,,,,
player,201011210pit,rai,BushMi00,pass_sacked_yds,,,,,,
player,201011210pit,rai,BushMi00,pass_long,0,,,,,
player,201011210pit,rai,BushMi00,pass_rating,,,,,,
player,201011210pit,rai,BushMi00,rush_att,4,,,,,
player,201011210pit,rai,BushMi00,rush_yds,33,,,,,
player,201011210pit,rai,BushMi00,rush_td,0,,,,,
player,201011210pit,rai,BushMi00,rush_long,24,,,,,
player,201011210pit,rai,BushMi00,targets,3,,,,,
player,201011210pit,rai,BushMi00,rec,2,,,,,
player,201011210pit,rai,BushMi00,rec_yds,18,,,,,
player,201011210pit,rai,BushMi00,rec_td,0,,,,,
player,201011210pit,rai,BushMi00,rec_long,16,,,,,
player,201011210pit,rai,BushMi00,fumbles,0,,,,,
player,201011210pit,rai,BushMi00,fumbles_lost,,,,,,
player,201011210pit,rai,McFaDa00,pass_cmp,0,,,,,
player,201011210pit,rai,McFaDa00,pass_att,0,,,,,
player,201011210pit,rai,McFaDa00,pass_yds,0,,,,,
player,201011210pit,rai,McFaDa00,pass_td,0,,,,,
player,201011210pit,rai,McFaDa00,pass_int,0,,,,,
player,201011210pit,rai,McFaDa00,pass_sacked,,,,,,
player,201011210pit,rai,McFaDa00,pass_sacked_yds,,,,,,
player,201011210pit,rai,McFaDa00,pass_long,0,,,,,
player,201011210pit,rai,McFaDa00,pass_rating,,,,,,
player,201011210pit,rai,McFaDa00,rush_att,10,,,,,
player,201011210pit,rai,McFaDa00,rush_yds,14,,,,,
player,201011210pit,rai,McFaDa00,rush_td,0,,,,,
player,201011210pit,rai,McFaDa00,rush_long,4,,,,,
player,201011210pit,rai,McFaDa00,targets,4,,,,,
player,201011210pit,rai,McFaDa00,rec,2,,,,,
player,201011210pit,rai,McFaDa00,rec_yds,16,,,,,
player,201011210pit,rai,McFaDa00,rec_td,0,,,,,
player,201011210pit,rai,McFaDa00,rec_long,10,,,,,
player,201011210pit,rai,McFaDa00,fumbles,0,,,,,
player,201011210pit,rai,McFaDa00,fumbles_lost,,,,,,
player,201011210pit,rai,ReecMa00,pass_cmp,0,,,,,
player,201011210pit,rai,ReecMa00,pass_att,0,,,,,
player,201011210pit,rai,ReecMa00,pass_yds,0,,,,,
player,201011210pit,rai,ReecMa00,pass_td,0,,,,,
player,201011210pit,rai,ReecMa00,pass_int,0,,,,,
player,201011210pit,rai,ReecMa00,pass_sacked,,,,,,
player,201011210pit,rai,ReecMa00,pass_sacked_yds,,,,,,
player,201011210pit,rai,ReecMa00,pass_long,0,,,,,
player,201011210pit,rai,ReecMa00,pass_rating,,,,,,
player,201011210pit,rai,ReecMa00,rush_att,1,,,,,
player,201011210pit,rai,ReecMa00,rush_yds,2,,,,,
player,201011210pit,rai,ReecMa00,rush_td,0,,,,,
player,201011210pit,rai,ReecMa00,rush_long,2,,,,,
player,201011210pit,rai,ReecMa00,targets,2,,,,,
player,201011210pit,rai,ReecMa00,rec,0,,,,,
player,201011210pit,rai,ReecMa00,rec_yds,0,,,,,
player,201011210pit,rai,ReecMa00,rec_td,0,,,,,
player,201011210pit,rai,ReecMa00,rec_long,0,,,,,
player,201011210pit,rai,ReecMa00,fumbles,0,,,,,
player,201011210pit,rai,ReecMa00,fumbles_lost,,,,,,
player,201011210pit,rai,HiggJo00,pass_cmp,0,,,,,
player,201011210pit,rai,HiggJo00,pass_att,0,,,,,
player,201011210pit,rai,HiggJo00,pass_yds,0,,,,,
player,201011210pit,rai,HiggJo00,pass_td,0,,,,,
player,201011210pit,rai,HiggJo00,pass_int,0,,,,,
player,201011210pit,rai,HiggJo00,pass_sacked,,,,,,
player,201011210pit,rai,HiggJo00,pass_sacked_yds,,,,,,
player,201011210pit,rai,HiggJo00,pass_long,0,,,,,
player,201011210pit,rai,HiggJo00,pass_rating,,,,,,
player,201011210pit,rai,HiggJo00,rush_att,0,,,,,
player,201011210pit,rai,HiggJo00,rush_yds,0,,,,,
player,201011210pit,rai,HiggJo00,rush_td,0,,,,,
player,201011210pit,rai,HiggJo00,rush_long,0,,,,,
player,201011210pit,rai,HiggJo00,targets,6,,,,,
player,201011210pit,rai,HiggJo00,rec,4,,,,,
player,201011210pit,rai,HiggJo00,rec_yds,37,,,,,
player,201011210pit,rai,HiggJo00,rec_td,0,,,,,
player,201011210pit,rai,HiggJo00,rec_long,17,,,,,
player,201011210pit,rai,HiggJo00,fumbles,0,,,,,
player,201011210pit,rai,HiggJo00,fumbles_lost,,,,,,
player,201011210pit,rai,MyerBr00,pass_cmp,0,,,,,
player,201011210pit,rai,MyerBr00,pass_att,0,,,,,
player,201011210pit,rai,MyerBr00,pass_yds,0,,,,,
player,201011210pit,rai,MyerBr00,pass_td,0,,,,,
player,201011210pit,rai,MyerBr00,pass_int,0,,,,,
player,201011210pit,rai,MyerBr00,pass_sacked,,,,,,
player,201011210pit,rai,MyerBr00,pass_sacked_yds,,,,,,
player,201011210pit,rai,MyerBr00,pass_long,0,,,,,
player,201011210pit,rai,MyerBr00,pass_rating,,,,,,
player,201011210pit,rai,MyerBr00,rush_att,0,,,,,
player,201011210pit,rai,MyerBr00,rush_yds,0,,,,,
player,201011210pit,rai,MyerBr00,rush_td,0,,,,,
player,201011210pit,rai,MyerBr00,rush_long,0,,,,,
player,201011210pit,rai,MyerBr00,targets,5,,,,,
player,201011210pit,rai,MyerBr00,rec,3,,,,,
player,201011210pit,rai,MyerBr00,rec_yds,28,,,,,
player,201011210pit,rai,MyerBr00,rec_td,0,,,,,
player,201011210pit,rai,MyerBr00,rec_long,16,,,,,
player,201011210pit,rai,MyerBr00,fumbles,0,,,,,
player,201011210pit,rai,MyerBr00,fumbles_lost,,,,,,
player,201011210pit,rai,FordJa01,pass_cmp,0,,,,,
player,201011210pit,rai,FordJa01,pass_att,0,,,,,
player,201011210pit,rai,FordJa01,pass_yds,0,,,,,
player,201011210pit,rai,FordJa01,pass_td,0,,,,,
player,201011210pit,rai,FordJa01,pass_int,0,,,,,
player,201011210pit,rai,FordJa01,pass_sacked,,,,,,
player,201011210pit,rai,FordJa01,pass_sacked_yds,,,,,,
player,201011210pit,rai,FordJa01,pass_long,0,,,,,
player,201011210pit,rai,FordJa01,pass_rating,,,,,,
player,201011210pit,rai,FordJa01,rush_att,0,,,,,
player,201011210pit,rai,FordJa01,rush_yds,0,,,,,
player,201011210pit,rai,FordJa01,rush_td,0,,,,,
player,201011210pit,rai,FordJa01,rush_long,0,,,,,
player,201011210pit,rai,FordJa01,targets,8,,,,,
player,201011210pit,rai,FordJa01,rec,2,,,,,
player,201011210pit,rai,FordJa01,rec_yds,27,,,,,
player,201011210pit,rai,FordJa01,rec_td,0,,,,,
player,201011210pit,rai,FordJa01,rec_long,16,,,,,
player,201011210pit,rai,FordJa01,fumbles,0,,,,,
player,201011210pit,rai,FordJa01,fumbles_lost,,,,,,
player,201011210pit,rai,MurpLo00,pass_cmp,0,,,,,
player,201011210pit,rai,MurpLo00,pass_att,0,,,,,
player,201011210pit,rai,MurpLo00,pass_yds,0,,,,,
player,201011210pit,rai,MurpLo00,pass_td,0,,,,,
player,201011210pit,rai,MurpLo00,pass_int,0,,,,,
player,201011210pit,rai,MurpLo00,pass_sacked,,,,,,
player,201011210pit,rai,MurpLo00,pass_sacked_yds,,,,,,
player,201011210pit,rai,MurpLo00,pass_long,0,,,,,
player,201011210pit,rai,MurpLo00,pass_rating,,,,,,
player,201011210pit,rai,MurpLo00,rush_att,0,,,,,
player,201011210pit,rai,MurpLo00,rush_yds,0,,,,,
player,201011210pit,rai,MurpLo00,rush_td,0,,,,,
player,201011210pit,rai,MurpLo00,rush_long,0,,,,,
player,201011210pit,rai,MurpLo00,targets,6,,,,,
player,201011210pit,rai,MurpLo00,rec,3,,,,,
player,201011210pit,rai,MurpLo00,rec_yds,25,,,,,
player,201011210pit,rai,MurpLo00,rec_td,0,,,,,
