game,2010,11,20101121,201011210pit,rai,"Oakland Raiders",3,pit,"Pittsburgh Steelers",35
player,201011210pit,rai,MurpLo00,rec_long,12,,,,,
player,201011210pit,rai,MurpLo00,fumbles,1,,,,,
player,201011210pit,rai,MurpLo00,fumbles_lost,1,,,,,
player,201011210pit,rai,MillZa01,pass_cmp,0,,,,,
player,201011210pit,rai,MillZa01,pass_att,0,,,,,
player,201011210pit,rai,MillZa01,pass_yds,0,,,,,
player,201011210pit,rai,MillZa01,pass_td,0,,,,,
player,201011210pit,rai,MillZa01,pass_int,0,,,,,
player,201011210pit,rai,MillZa01,pass_sacked,,,,,,
player,201011210pit,rai,MillZa01,pass_sacked_yds,,,,,,
player,201011210pit,rai,MillZa01,pass_long,0,,,,,
player,201011210pit,rai,MillZa01,pass_rating,,,,,,
player,201011210pit,rai,MillZa01,rush_att,0,,,,,
player,201011210pit,rai,MillZa01,rush_yds,0,,,,,
player,201011210pit,rai,MillZa01,rush_td,0,,,,,
player,201011210pit,rai,MillZa01,rush_long,0,,,,,
player,201011210pit,rai,MillZa01,targets,7,,,,,
player,201011210pit,rai,MillZa01,rec,2,,,,,
player,201011210pit,rai,MillZa01,rec_yds,9,,,,,
player,201011210pit,rai,MillZa01,rec_td,0,,,,,
player,201011210pit,rai,MillZa01,rec_long,6,,,,,
player,201011210pit,rai,MillZa01,fumbles,0,,,,,
player,201011210pit,rai,MillZa01,fumbles_lost,,,,,,
player,201011210pit,rai,MillNi00,pass_cmp,0,,,,,
player,201011210pit,rai,MillNi00,pass_att,0,,,,,
player,201011210pit,rai,MillNi00,pass_yds,0,,,,,
player,201011210pit,rai,MillNi00,pass_td,0,,,,,
player,201011210pit,rai,MillNi00,pass_int,0,,,,,
player,201011210pit,rai,MillNi00,pass_sacked,,,,,,
player,201011210pit,rai,MillNi00,pass_sacked_yds,,,,,,
player,201011210pit,rai,MillNi00,pass_long,0,,,,,
player,201011210pit,rai,MillNi00,pass_rating,,,,,,
player,201011210pit,rai,MillNi00,rush_att,0,,,,,
player,201011210pit,rai,MillNi00,rush_yds,0,,,,,
player,201011210pit,rai,MillNi00,rush_td,0,,,,,
player,201011210pit,rai,MillNi00,rush_long,0,,,,,
player,201011210pit,rai,MillNi00,targets,2,,,,,
player,201011210pit,rai,MillNi00,rec,2,,,,,
player,201011210pit,rai,MillNi00,rec_yds,8,,,,,
player,201011210pit,rai,MillNi00,rec_td,0,,,,,
player,201011210pit,rai,MillNi00,rec_long,4,,,,,
player,201011210pit,rai,MillNi00,fumbles,0,,,,,
player,201011210pit,rai,MillNi00,fumbles_lost,,,,,,
player,201011210pit,pit,RoetBe00,pass_cmp,18,,,,,
player,201011210pit,pit,RoetBe00,pass_att,29,,,,,
player,201011210pit,pit,RoetBe00,pass_yds,275,,,,,
player,201011210pit,pit,RoetBe00,pass_td,3,,,,,
player,201011210pit,pit,RoetBe00,pass_int,0,,,,,
player,201011210pit,pit,RoetBe00,pass_sacked,2,,,,,
player,201011210pit,pit,RoetBe00,pass_sacked_yds,6,,,,,
player,201011210pit,pit,RoetBe00,pass_long,52,,,,,
player,201011210pit,pit,RoetBe00,pass_rating,127.8,,,,,
player,201011210pit,pit,RoetBe00,rush_att,3,,,,,
player,201011210pit,pit,RoetBe00,rush_yds,55,,,,,
player,201011210pit,pit,RoetBe00,rush_td,1,,,,,
player,201011210pit,pit,RoetBe00,rush_long,31,,,,,
player,201011210pit,pit,RoetBe00,targets,0,,,,,
player,201011210pit,pit,RoetBe00,rec,0,,,,,
player,201011210pit,pit,RoetBe00,rec_yds,0,,,,,
player,201011210pit,pit,RoetBe00,rec_td,0,,,,,
player,201011210pit,pit,RoetBe00,rec_long,0,,,,,
player,201011210pit,pit,RoetBe00,fumbles,0,,,,,
player,201011210pit,pit,RoetBe00,fumbles_lost,,,,,,
player,201011210pit,pit,MendRa00,pass_cmp,0,,,,,
player,201011210pit,pit,MendRa00,pass_att,0,,,,,
player,201011210pit,pit,MendRa00,pass_yds,0,,,,,
player,201011210pit,pit,MendRa00,pass_td,0,,,,,
player,201011210pit,pit,MendRa00,pass_int,0,,,,,
player,201011210pit,pit,MendRa00,pass_sacked,,,,,,
player,201011210pit,pit,MendRa00,pass_sacked_yds,,,,,,
player,201011210pit,pit,MendRa00,pass_long,0,,,,,
player,201011210pit,pit,MendRa00,pass_rating,,,,,,
player,201011210pit,pit,MendRa00,rush_att,23,,,,,
player,201011210pit,pit,MendRa00,rush_yds,59,,,,,
player,201011210pit,pit,MendRa00,rush_td,1,,,,,
player,201011210pit,pit,MendRa00,rush_long,9,,,,,
player,201011210pit,pit,MendRa00,targets,1,,,,,
player,201011210pit,pit,MendRa00,rec,0,,,,,
player,201011210pit,pit,MendRa00,rec_yds,0,,,,,
player,201011210pit,pit,MendRa00,rec_td,0,,,,,
player,201011210pit,pit,MendRa00,rec_long,0,,,,,
player,201011210pit,pit,MendRa00,fumbles,1,,,,,
player,201011210pit,pit,MendRa00,fumbles_lost,1,,,,,
player,201011210pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201011210pit,pit,RedmIs20,pass_att,0,,,,,
player,201011210pit,pit,RedmIs20,pass_yds,0,,,,,
player,201011210pit,pit,RedmIs20,pass_td,0,,,,,
player,201011210pit,pit,RedmIs20,pass_int,0,,,,,
player,201011210pit,pit,RedmIs20,pass_sacked,,,,,,
player,201011210pit,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201011210pit,pit,RedmIs20,pass_long,0,,,,,
player,201011210pit,pit,RedmIs20,pass_rating,,,,,,
player,201011210pit,pit,RedmIs20,rush_att,5,,,,,
player,201011210pit,pit,RedmIs20,rush_yds,27,,,,,
player,201011210pit,pit,RedmIs20,rush_td,0,,,,,
player,201011210pit,pit,RedmIs20,rush_long,17,,,,,
player,201011210pit,pit,RedmIs20,targets,1,,,,,
player,201011210pit,pit,RedmIs20,rec,1,,,,,
player,201011210pit,pit,RedmIs20,rec_yds,16,,,,,
player,201011210pit,pit,RedmIs20,rec_td,1,,,,,
player,201011210pit,pit,RedmIs20,rec_long,16,,,,,
player,201011210pit,pit,RedmIs20,fumbles,0,,,,,
player,201011210pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201011210pit,pit,WallMi00,pass_cmp,0,,,,,
player,201011210pit,pit,WallMi00,pass_att,0,,,,,
player,201011210pit,pit,WallMi00,pass_yds,0,,,,,
player,201011210pit,pit,WallMi00,pass_td,0,,,,,
player,201011210pit,pit,WallMi00,pass_int,0,,,,,
player,201011210pit,pit,WallMi00,pass_sacked,,,,,,
player,201011210pit,pit,WallMi00,pass_sacked_yds,,,,,,
player,201011210pit,pit,WallMi00,pass_long,0,,,,,
player,201011210pit,pit,WallMi00,pass_rating,,,,,,
player,201011210pit,pit,WallMi00,rush_att,1,,,,,
player,201011210pit,pit,WallMi00,rush_yds,19,,,,,
player,201011210pit,pit,WallMi00,rush_td,0,,,,,
player,201011210pit,pit,WallMi00,rush_long,19,,,,,
player,201011210pit,pit,WallMi00,targets,6,,,,,
player,201011210pit,pit,WallMi00,rec,3,,,,,
player,201011210pit,pit,WallMi00,rec_yds,116,,,,,
player,201011210pit,pit,WallMi00,rec_td,1,,,,,
player,201011210pit,pit,WallMi00,rec_long,52,,,,,
player,201011210pit,pit,WallMi00,fumbles,0,,,,,
player,201011210pit,pit,WallMi00,fumbles_lost,,,,,,
player,201011210pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201011210pit,pit,MoorMe00,pass_att,0,,,,,
player,201011210pit,pit,MoorMe00,pass_yds,0,,,,,
player,201011210pit,pit,MoorMe00,pass_td,0,,,,,
player,201011210pit,pit,MoorMe00,pass_int,0,,,,,
player,201011210pit,pit,MoorMe00,pass_sacked,,,,,,
player,201011210pit,pit,MoorMe00,pass_sacked_yds,,,,,,
player,201011210pit,pit,MoorMe00,pass_long,0,,,,,
player,201011210pit,pit,MoorMe00,pass_rating,,,,,,
player,201011210pit,pit,MoorMe00,rush_att,1,,,,,
player,201011210pit,pit,MoorMe00,rush_yds,2,,,,,
player,201011210pit,pit,MoorMe00,rush_td,0,,,,,
player,201011210pit,pit,MoorMe00,rush_long,2,,,,,
player,201011210pit,pit,MoorMe00,targets,4,,,,,
player,201011210pit,pit,MoorMe00,rec,3,,,,,
player,201011210pit,pit,MoorMe00,rec_yds,17,,,,,
player,201011210pit,pit,MoorMe00,rec_td,0,,,,,
player,201011210pit,pit,MoorMe00,rec_long,16,,,,,
player,201011210pit,pit,MoorMe00,fumbles,0,,,,,
player,201011210pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201011210pit,pit,SandEm00,pass_cmp,0,,,,,
player,201011210pit,pit,SandEm00,pass_att,0,,,,,
player,201011210pit,pit,SandEm00,pass_yds,0,,,,,
player,201011210pit,pit,SandEm00,pass_td,0,,,,,
player,201011210pit,pit,SandEm00,pass_int,0,,,,,
player,201011210pit,pit,SandEm00,pass_sacked,,,,,,
player,201011210pit,pit,SandEm00,pass_sacked_yds,,,,,,
player,201011210pit,pit,SandEm00,pass_long,0,,,,,
player,201011210pit,pit,SandEm00,pass_rating,,,,,,
player,201011210pit,pit,SandEm00,rush_att,0,,,,,
player,201011210pit,pit,SandEm00,rush_yds,0,,,,,
player,201011210pit,pit,SandEm00,rush_td,0,,,,,
player,201011210pit,pit,SandEm00,rush_long,0,,,,,
player,201011210pit,pit,SandEm00,targets,4,,,,,
player,201011210pit,pit,SandEm00,rec,2,,,,,
player,201011210pit,pit,SandEm00,rec_yds,35,,,,,
player,201011210pit,pit,SandEm00,rec_td,1,,,,,
player,201011210pit,pit,SandEm00,rec_long,22,,,,,
player,201011210pit,pit,SandEm00,fumbles,0,,,,,
player,201011210pit,pit,SandEm00,fumbles_lost,,,,,,
player,201011210pit,pit,WardHi00,pass_cmp,0,,,,,
player,201011210pit,pit,WardHi00,pass_att,0,,,,,
player,201011210pit,pit,WardHi00,pass_yds,0,,,,,
player,201011210pit,pit,WardHi00,pass_td,0,,,,,
player,201011210pit,pit,WardHi00,pass_int,0,,,,,
player,201011210pit,pit,WardHi00,pass_sacked,,,,,,
player,201011210pit,pit,WardHi00,pass_sacked_yds,,,,,,
player,201011210pit,pit,WardHi00,pass_long,0,,,,,
player,201011210pit,pit,WardHi00,pass_rating,,,,,,
player,201011210pit,pit,WardHi00,rush_att,0,,,,,
player,201011210pit,pit,WardHi00,rush_yds,0,,,,,
player,201011210pit,pit,WardHi00,rush_td,0,,,,,
player,201011210pit,pit,WardHi00,rush_long,0,,,,,
player,201011210pit,pit,WardHi00,targets,5,,,,,
player,201011210pit,pit,WardHi00,rec,3,,,,,
player,201011210pit,pit,WardHi00,rec_yds,28,,,,,
player,201011210pit,pit,WardHi00,rec_td,0,,,,,
player,201011210pit,pit,WardHi00,rec_long,13,,,,,
player,201011210pit,pit,WardHi00,fumbles,0,,,,,
player,201011210pit,pit,WardHi00,fumbles_lost,,,,,,
player,201011210pit,pit,MillHe00,pass_cmp,0,,,,,
player,201011210pit,pit,MillHe00,pass_att,0,,,,,
player,201011210pit,pit,MillHe00,pass_yds,0,,,,,
player,201011210pit,pit,MillHe00,pass_td,0,,,,,
player,201011210pit,pit,MillHe00,pass_int,0,,,,,
player,201011210pit,pit,MillHe00,pass_sacked,,,,,,
player,201011210pit,pit,MillHe00,pass_sacked_yds,,,,,,
player,201011210pit,pit,MillHe00,pass_long,0,,,,,
player,201011210pit,pit,MillHe00,pass_rating,,,,,,
player,201011210pit,pit,MillHe00,rush_att,0,,,,,
player,201011210pit,pit,MillHe00,rush_yds,0,,,,,
player,201011210pit,pit,MillHe00,rush_td,0,,,,,
player,201011210pit,pit,MillHe00,rush_long,0,,,,,
player,201011210pit,pit,MillHe00,targets,5,,,,,
player,201011210pit,pit,MillHe00,rec,3,,,,,
player,201011210pit,pit,MillHe00,rec_yds,26,,,,,
player,201011210pit,pit,MillHe00,rec_td,0,,,,,
player,201011210pit,pit,MillHe00,rec_long,18,,,,,
player,201011210pit,pit,MillHe00,fumbles,0,,,,,
player,201011210pit,pit,MillHe00,fumbles_lost,,,,,,
player,201011210pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201011210pit,pit,BrowAn04,pass_att,0,,,,,
player,201011210pit,pit,BrowAn04,pass_yds,0,,,,,
player,201011210pit,pit,BrowAn04,pass_td,0,,,,,
player,201011210pit,pit,BrowAn04,pass_int,0,,,,,
player,201011210pit,pit,BrowAn04,pass_sacked,,,,,,
player,201011210pit,pit,BrowAn04,pass_sacked_yds,,,,,,
player,201011210pit,pit,BrowAn04,pass_long,0,,,,,
player,201011210pit,pit,BrowAn04,pass_rating,,,,,,
player,201011210pit,pit,BrowAn04,rush_att,0,,,,,
player,201011210pit,pit,BrowAn04,rush_yds,0,,,,,
player,201011210pit,pit,BrowAn04,rush_td,0,,,,,
player,201011210pit,pit,BrowAn04,rush_long,0,,,,,
player,201011210pit,pit,BrowAn04,targets,1,,,,,
player,201011210pit,pit,BrowAn04,rec,1,,,,,
player,201011210pit,pit,BrowAn04,rec_yds,21,,,,,
player,201011210pit,pit,BrowAn04,rec_td,0,,,,,
player,201011210pit,pit,BrowAn04,rec_long,21,,,,,
player,201011210pit,pit,BrowAn04,fumbles,0,,,,,
player,201011210pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201011210pit,pit,SpaeMa00,pass_cmp,0,,,,,
player,201011210pit,pit,SpaeMa00,pass_att,0,,,,,
player,201011210pit,pit,SpaeMa00,pass_yds,0,,,,,
player,201011210pit,pit,SpaeMa00,pass_td,0,,,,,
player,201011210pit,pit,SpaeMa00,pass_int,0,,,,,
player,201011210pit,pit,SpaeMa00,pass_sacked,,,,,,
player,201011210pit,pit,SpaeMa00,pass_sacked_yds,,,,,,
player,201011210pit,pit,SpaeMa00,pass_long,0,,,,,
player,201011210pit,pit,SpaeMa00,pass_rating,,,,,,
player,201011210pit,pit,SpaeMa00,rush_att,0,,,,,
player,201011210pit,pit,SpaeMa00,rush_yds,0,,,,,
player,201011210pit,pit,SpaeMa00,rush_td,0,,,,,
player,201011210pit,pit,SpaeMa00,rush_long,0,,,,,
player,201011210pit,pit,SpaeMa00,targets,2,,,,,
player,201011210pit,pit,SpaeMa00,rec,2,,,,,
player,201011210pit,pit,SpaeMa00,rec_yds,16,,,,,
player,201011210pit,pit,SpaeMa00,rec_td,0,,,,,
player,201011210pit,pit,SpaeMa00,rec_long,8,,,,,
player,201011210pit,pit,SpaeMa00,fumbles,0,,,,,
player,201011210pit,pit,SpaeMa00,fumbles_lost,,,,,,
player,201011210pit,rai,HousLa99,def_int,0,,,,,
player,201011210pit,rai,HousLa99,def_int_yds,0,,,,,
player,201011210pit,rai,HousLa99,def_int_td,0,,,,,
player,201011210pit,rai,HousLa99,def_int_long,0,,,,,
player,201011210pit,rai,HousLa99,pass_defended,0,,,,,
player,201011210pit,rai,HousLa99,sacks,1.0,,,,,
player,201011210pit,rai,HousLa99,tackles_combined,7,,,,,
player,201011210pit,rai,HousLa99,tackles_solo,5,,,,,
player,201011210pit,rai,HousLa99,tackles_assists,2,,,,,
player,201011210pit,rai,HousLa99,tackles_loss,2,,,,,
player,201011210pit,rai,HousLa99,qb_hits,1,,,,,
player,201011210pit,rai,HousLa99,fumbles_rec,0,,,,,
player,201011210pit,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201011210pit,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201011210pit,rai,HousLa99,fumbles_forced,0,,,,,
player,201011210pit,rai,ScotTr99,def_int,0,,,,,
player,201011210pit,rai,ScotTr99,def_int_yds,0,,,,,
player,201011210pit,rai,ScotTr99,def_int_td,0,,,,,
