game,2010,2,20100919,201009190dal,chi,"Chicago Bears",27,dal,"Dallas Cowboys",20
player,201009190dal,chi,KnoxJo00,pass_cmp,0,,,,,
player,201009190dal,chi,KnoxJo00,pass_att,0,,,,,
player,201009190dal,chi,KnoxJo00,pass_yds,0,,,,,
player,201009190dal,chi,KnoxJo00,pass_td,0,,,,,
player,201009190dal,chi,KnoxJo00,pass_int,0,,,,,
player,201009190dal,chi,KnoxJo00,pass_sacked,,,,,,
player,201009190dal,chi,KnoxJo00,pass_sacked_yds,,,,,,
player,201009190dal,chi,KnoxJo00,pass_long,0,,,,,
player,201009190dal,chi,KnoxJo00,pass_rating,,,,,,
player,201009190dal,chi,KnoxJo00,rush_att,0,,,,,
player,201009190dal,chi,KnoxJo00,rush_yds,0,,,,,
player,201009190dal,chi,KnoxJo00,rush_td,0,,,,,
player,201009190dal,chi,KnoxJo00,rush_long,0,,,,,
player,201009190dal,chi,KnoxJo00,targets,5,,,,,
player,201009190dal,chi,KnoxJo00,rec,4,,,,,
player,201009190dal,chi,KnoxJo00,rec_yds,86,,,,,
player,201009190dal,chi,KnoxJo00,rec_td,0,,,,,
player,201009190dal,chi,KnoxJo00,rec_long,59,,,,,
player,201009190dal,chi,KnoxJo00,fumbles,0,,,,,
player,201009190dal,chi,KnoxJo00,fumbles_lost,,,,,,
player,201009190dal,chi,HestDe99,pass_cmp,0,,,,,
player,201009190dal,chi,HestDe99,pass_att,0,,,,,
player,201009190dal,chi,HestDe99,pass_yds,0,,,,,
player,201009190dal,chi,HestDe99,pass_td,0,,,,,
player,201009190dal,chi,HestDe99,pass_int,0,,,,,
player,201009190dal,chi,HestDe99,pass_sacked,,,,,,
player,201009190dal,chi,HestDe99,pass_sacked_yds,,,,,,
player,201009190dal,chi,HestDe99,pass_long,0,,,,,
player,201009190dal,chi,HestDe99,pass_rating,,,,,,
player,201009190dal,chi,HestDe99,rush_att,0,,,,,
player,201009190dal,chi,HestDe99,rush_yds,0,,,,,
player,201009190dal,chi,HestDe99,rush_td,0,,,,,
player,201009190dal,chi,HestDe99,rush_long,0,,,,,
player,201009190dal,chi,HestDe99,targets,6,,,,,
player,201009190dal,chi,HestDe99,rec,4,,,,,
player,201009190dal,chi,HestDe99,rec_yds,77,,,,,
player,201009190dal,chi,HestDe99,rec_td,1,,,,,
player,201009190dal,chi,HestDe99,rec_long,38,,,,,
player,201009190dal,chi,HestDe99,fumbles,0,,,,,
player,201009190dal,chi,HestDe99,fumbles_lost,,,,,,
player,201009190dal,chi,OlseGr00,pass_cmp,0,,,,,
player,201009190dal,chi,OlseGr00,pass_att,0,,,,,
player,201009190dal,chi,OlseGr00,pass_yds,0,,,,,
player,201009190dal,chi,OlseGr00,pass_td,0,,,,,
player,201009190dal,chi,OlseGr00,pass_int,0,,,,,
player,201009190dal,chi,OlseGr00,pass_sacked,,,,,,
player,201009190dal,chi,OlseGr00,pass_sacked_yds,,,,,,
player,201009190dal,chi,OlseGr00,pass_long,0,,,,,
player,201009190dal,chi,OlseGr00,pass_rating,,,,,,
player,201009190dal,chi,OlseGr00,rush_att,0,,,,,
player,201009190dal,chi,OlseGr00,rush_yds,0,,,,,
player,201009190dal,chi,OlseGr00,rush_td,0,,,,,
player,201009190dal,chi,OlseGr00,rush_long,0,,,,,
player,201009190dal,chi,OlseGr00,targets,1,,,,,
player,201009190dal,chi,OlseGr00,rec,1,,,,,
player,201009190dal,chi,OlseGr00,rec_yds,39,,,,,
player,201009190dal,chi,OlseGr00,rec_td,1,,,,,
player,201009190dal,chi,OlseGr00,rec_long,39,,,,,
player,201009190dal,chi,OlseGr00,fumbles,0,,,,,
player,201009190dal,chi,OlseGr00,fumbles_lost,,,,,,
player,201009190dal,chi,BennEa00,pass_cmp,0,,,,,
player,201009190dal,chi,BennEa00,pass_att,0,,,,,
player,201009190dal,chi,BennEa00,pass_yds,0,,,,,
player,201009190dal,chi,BennEa00,pass_td,0,,,,,
player,201009190dal,chi,BennEa00,pass_int,0,,,,,
player,201009190dal,chi,BennEa00,pass_sacked,,,,,,
player,201009190dal,chi,BennEa00,pass_sacked_yds,,,,,,
player,201009190dal,chi,BennEa00,pass_long,0,,,,,
player,201009190dal,chi,BennEa00,pass_rating,,,,,,
player,201009190dal,chi,BennEa00,rush_att,0,,,,,
player,201009190dal,chi,BennEa00,rush_yds,0,,,,,
player,201009190dal,chi,BennEa00,rush_td,0,,,,,
player,201009190dal,chi,BennEa00,rush_long,0,,,,,
player,201009190dal,chi,BennEa00,targets,6,,,,,
player,201009190dal,chi,BennEa00,rec,5,,,,,
player,201009190dal,chi,BennEa00,rec_yds,29,,,,,
player,201009190dal,chi,BennEa00,rec_td,0,,,,,
player,201009190dal,chi,BennEa00,rec_long,8,,,,,
player,201009190dal,chi,BennEa00,fumbles,0,,,,,
player,201009190dal,chi,BennEa00,fumbles_lost,,,,,,
player,201009190dal,dal,RomoTo00,pass_cmp,34,,,,,
player,201009190dal,dal,RomoTo00,pass_att,51,,,,,
player,201009190dal,dal,RomoTo00,pass_yds,374,,,,,
player,201009190dal,dal,RomoTo00,pass_td,1,,,,,
player,201009190dal,dal,RomoTo00,pass_int,2,,,,,
player,201009190dal,dal,RomoTo00,pass_sacked,0,,,,,
player,201009190dal,dal,RomoTo00,pass_sacked_yds,0,,,,,
player,201009190dal,dal,RomoTo00,pass_long,28,,,,,
player,201009190dal,dal,RomoTo00,pass_rating,78.4,,,,,
player,201009190dal,dal,RomoTo00,rush_att,1,,,,,
player,201009190dal,dal,RomoTo00,rush_yds,-1,,,,,
player,201009190dal,dal,RomoTo00,rush_td,0,,,,,
player,201009190dal,dal,RomoTo00,rush_long,-1,,,,,
player,201009190dal,dal,RomoTo00,targets,0,,,,,
player,201009190dal,dal,RomoTo00,rec,0,,,,,
player,201009190dal,dal,RomoTo00,rec_yds,0,,,,,
player,201009190dal,dal,RomoTo00,rec_td,0,,,,,
player,201009190dal,dal,RomoTo00,rec_long,0,,,,,
player,201009190dal,dal,RomoTo00,fumbles,0,,,,,
player,201009190dal,dal,RomoTo00,fumbles_lost,,,,,,
player,201009190dal,dal,BarbMa01,pass_cmp,0,,,,,
player,201009190dal,dal,BarbMa01,pass_att,0,,,,,
player,201009190dal,dal,BarbMa01,pass_yds,0,,,,,
player,201009190dal,dal,BarbMa01,pass_td,0,,,,,
player,201009190dal,dal,BarbMa01,pass_int,0,,,,,
player,201009190dal,dal,BarbMa01,pass_sacked,0,,,,,
player,201009190dal,dal,BarbMa01,pass_sacked_yds,,,,,,
player,201009190dal,dal,BarbMa01,pass_long,0,,,,,
player,201009190dal,dal,BarbMa01,pass_rating,,,,,,
player,201009190dal,dal,BarbMa01,rush_att,11,,,,,
player,201009190dal,dal,BarbMa01,rush_yds,31,,,,,
player,201009190dal,dal,BarbMa01,rush_td,0,,,,,
player,201009190dal,dal,BarbMa01,rush_long,8,,,,,
player,201009190dal,dal,BarbMa01,targets,2,,,,,
player,201009190dal,dal,BarbMa01,rec,0,,,,,
player,201009190dal,dal,BarbMa01,rec_yds,0,,,,,
player,201009190dal,dal,BarbMa01,rec_td,0,,,,,
player,201009190dal,dal,BarbMa01,rec_long,0,,,,,
player,201009190dal,dal,BarbMa01,fumbles,0,,,,,
player,201009190dal,dal,BarbMa01,fumbles_lost,,,,,,
player,201009190dal,dal,JoneFe00,pass_cmp,0,,,,,
player,201009190dal,dal,JoneFe00,pass_att,0,,,,,
player,201009190dal,dal,JoneFe00,pass_yds,0,,,,,
player,201009190dal,dal,JoneFe00,pass_td,0,,,,,
player,201009190dal,dal,JoneFe00,pass_int,0,,,,,
player,201009190dal,dal,JoneFe00,pass_sacked,,,,,,
player,201009190dal,dal,JoneFe00,pass_sacked_yds,,,,,,
player,201009190dal,dal,JoneFe00,pass_long,0,,,,,
player,201009190dal,dal,JoneFe00,pass_rating,,,,,,
player,201009190dal,dal,JoneFe00,rush_att,7,,,,,
player,201009190dal,dal,JoneFe00,rush_yds,7,,,,,
player,201009190dal,dal,JoneFe00,rush_td,0,,,,,
player,201009190dal,dal,JoneFe00,rush_long,4,,,,,
player,201009190dal,dal,JoneFe00,targets,3,,,,,
player,201009190dal,dal,JoneFe00,rec,2,,,,,
player,201009190dal,dal,JoneFe00,rec_yds,12,,,,,
player,201009190dal,dal,JoneFe00,rec_td,0,,,,,
player,201009190dal,dal,JoneFe00,rec_long,9,,,,,
player,201009190dal,dal,JoneFe00,fumbles,0,,,,,
player,201009190dal,dal,JoneFe00,fumbles_lost,,,,,,
player,201009190dal,dal,AustMi00,pass_cmp,0,,,,,
player,201009190dal,dal,AustMi00,pass_att,0,,,,,
player,201009190dal,dal,AustMi00,pass_yds,0,,,,,
player,201009190dal,dal,AustMi00,pass_td,0,,,,,
player,201009190dal,dal,AustMi00,pass_int,0,,,,,
player,201009190dal,dal,AustMi00,pass_sacked,,,,,,
player,201009190dal,dal,AustMi00,pass_sacked_yds,,,,,,
player,201009190dal,dal,AustMi00,pass_long,0,,,,,
player,201009190dal,dal,AustMi00,pass_rating,,,,,,
player,201009190dal,dal,AustMi00,rush_att,0,,,,,
player,201009190dal,dal,AustMi00,rush_yds,0,,,,,
player,201009190dal,dal,AustMi00,rush_td,0,,,,,
player,201009190dal,dal,AustMi00,rush_long,0,,,,,
player,201009190dal,dal,AustMi00,targets,15,,,,,
player,201009190dal,dal,AustMi00,rec,10,,,,,
player,201009190dal,dal,AustMi00,rec_yds,142,,,,,
player,201009190dal,dal,AustMi00,rec_td,0,,,,,
player,201009190dal,dal,AustMi00,rec_long,21,,,,,
player,201009190dal,dal,AustMi00,fumbles,0,,,,,
player,201009190dal,dal,AustMi00,fumbles_lost,,,,,,
player,201009190dal,dal,WillRo04,pass_cmp,0,,,,,
player,201009190dal,dal,WillRo04,pass_att,0,,,,,
player,201009190dal,dal,WillRo04,pass_yds,0,,,,,
player,201009190dal,dal,WillRo04,pass_td,0,,,,,
player,201009190dal,dal,WillRo04,pass_int,0,,,,,
player,201009190dal,dal,WillRo04,pass_sacked,,,,,,
player,201009190dal,dal,WillRo04,pass_sacked_yds,,,,,,
player,201009190dal,dal,WillRo04,pass_long,0,,,,,
player,201009190dal,dal,WillRo04,pass_rating,,,,,,
player,201009190dal,dal,WillRo04,rush_att,0,,,,,
player,201009190dal,dal,WillRo04,rush_yds,0,,,,,
player,201009190dal,dal,WillRo04,rush_td,0,,,,,
player,201009190dal,dal,WillRo04,rush_long,0,,,,,
player,201009190dal,dal,WillRo04,targets,7,,,,,
player,201009190dal,dal,WillRo04,rec,4,,,,,
player,201009190dal,dal,WillRo04,rec_yds,53,,,,,
player,201009190dal,dal,WillRo04,rec_td,0,,,,,
player,201009190dal,dal,WillRo04,rec_long,20,,,,,
player,201009190dal,dal,WillRo04,fumbles,1,,,,,
player,201009190dal,dal,WillRo04,fumbles_lost,1,,,,,
player,201009190dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201009190dal,dal,BryaDe01,pass_att,0,,,,,
player,201009190dal,dal,BryaDe01,pass_yds,0,,,,,
player,201009190dal,dal,BryaDe01,pass_td,0,,,,,
player,201009190dal,dal,BryaDe01,pass_int,0,,,,,
player,201009190dal,dal,BryaDe01,pass_sacked,,,,,,
player,201009190dal,dal,BryaDe01,pass_sacked_yds,,,,,,
player,201009190dal,dal,BryaDe01,pass_long,0,,,,,
player,201009190dal,dal,BryaDe01,pass_rating,,,,,,
player,201009190dal,dal,BryaDe01,rush_att,0,,,,,
player,201009190dal,dal,BryaDe01,rush_yds,0,,,,,
player,201009190dal,dal,BryaDe01,rush_td,0,,,,,
player,201009190dal,dal,BryaDe01,rush_long,0,,,,,
player,201009190dal,dal,BryaDe01,targets,2,,,,,
player,201009190dal,dal,BryaDe01,rec,2,,,,,
player,201009190dal,dal,BryaDe01,rec_yds,52,,,,,
player,201009190dal,dal,BryaDe01,rec_td,0,,,,,
player,201009190dal,dal,BryaDe01,rec_long,28,,,,,
player,201009190dal,dal,BryaDe01,fumbles,0,,,,,
player,201009190dal,dal,BryaDe01,fumbles_lost,,,,,,
player,201009190dal,dal,WittJa00,pass_cmp,0,,,,,
player,201009190dal,dal,WittJa00,pass_att,0,,,,,
player,201009190dal,dal,WittJa00,pass_yds,0,,,,,
player,201009190dal,dal,WittJa00,pass_td,0,,,,,
player,201009190dal,dal,WittJa00,pass_int,0,,,,,
player,201009190dal,dal,WittJa00,pass_sacked,,,,,,
player,201009190dal,dal,WittJa00,pass_sacked_yds,,,,,,
player,201009190dal,dal,WittJa00,pass_long,0,,,,,
player,201009190dal,dal,WittJa00,pass_rating,,,,,,
player,201009190dal,dal,WittJa00,rush_att,0,,,,,
player,201009190dal,dal,WittJa00,rush_yds,0,,,,,
player,201009190dal,dal,WittJa00,rush_td,0,,,,,
player,201009190dal,dal,WittJa00,rush_long,0,,,,,
player,201009190dal,dal,WittJa00,targets,8,,,,,
player,201009190dal,dal,WittJa00,rec,5,,,,,
player,201009190dal,dal,WittJa00,rec_yds,51,,,,,
player,201009190dal,dal,WittJa00,rec_td,0,,,,,
player,201009190dal,dal,WittJa00,rec_long,23,,,,,
player,201009190dal,dal,WittJa00,fumbles,0,,,,,
player,201009190dal,dal,WittJa00,fumbles_lost,,,,,,
player,201009190dal,dal,BennMa00,pass_cmp,0,,,,,
player,201009190dal,dal,BennMa00,pass_att,0,,,,,
player,201009190dal,dal,BennMa00,pass_yds,0,,,,,
player,201009190dal,dal,BennMa00,pass_td,0,,,,,
player,201009190dal,dal,BennMa00,pass_int,0,,,,,
player,201009190dal,dal,BennMa00,pass_sacked,,,,,,
player,201009190dal,dal,BennMa00,pass_sacked_yds,,,,,,
player,201009190dal,dal,BennMa00,pass_long,0,,,,,
player,201009190dal,dal,BennMa00,pass_rating,,,,,,
player,201009190dal,dal,BennMa00,rush_att,0,,,,,
player,201009190dal,dal,BennMa00,rush_yds,0,,,,,
player,201009190dal,dal,BennMa00,rush_td,0,,,,,
player,201009190dal,dal,BennMa00,rush_long,0,,,,,
player,201009190dal,dal,BennMa00,targets,8,,,,,
player,201009190dal,dal,BennMa00,rec,7,,,,,
player,201009190dal,dal,BennMa00,rec_yds,45,,,,,
player,201009190dal,dal,BennMa00,rec_td,0,,,,,
player,201009190dal,dal,BennMa00,rec_long,16,,,,,
player,201009190dal,dal,BennMa00,fumbles,0,,,,,
player,201009190dal,dal,BennMa00,fumbles_lost,,,,,,
player,201009190dal,dal,GronCh00,pass_cmp,0,,,,,
player,201009190dal,dal,GronCh00,pass_att,0,,,,,
player,201009190dal,dal,GronCh00,pass_yds,0,,,,,
player,201009190dal,dal,GronCh00,pass_td,0,,,,,
player,201009190dal,dal,GronCh00,pass_int,0,,,,,
player,201009190dal,dal,GronCh00,pass_sacked,,,,,,
player,201009190dal,dal,GronCh00,pass_sacked_yds,,,,,,
player,201009190dal,dal,GronCh00,pass_long,0,,,,,
player,201009190dal,dal,GronCh00,pass_rating,,,,,,
player,201009190dal,dal,GronCh00,rush_att,0,,,,,
player,201009190dal,dal,GronCh00,rush_yds,0,,,,,
player,201009190dal,dal,GronCh00,rush_td,0,,,,,
player,201009190dal,dal,GronCh00,rush_long,0,,,,,
player,201009190dal,dal,GronCh00,targets,4,,,,,
player,201009190dal,dal,GronCh00,rec,3,,,,,
player,201009190dal,dal,GronCh00,rec_yds,13,,,,,
player,201009190dal,dal,GronCh00,rec_td,1,,,,,
player,201009190dal,dal,GronCh00,rec_long,6,,,,,
player,201009190dal,dal,GronCh00,fumbles,0,,,,,
player,201009190dal,dal,GronCh00,fumbles_lost,,,,,,
player,201009190dal,dal,ChoiTa00,pass_cmp,0,,,,,
player,201009190dal,dal,ChoiTa00,pass_att,0,,,,,
player,201009190dal,dal,ChoiTa00,pass_yds,0,,,,,
player,201009190dal,dal,ChoiTa00,pass_td,0,,,,,
player,201009190dal,dal,ChoiTa00,pass_int,0,,,,,
player,201009190dal,dal,ChoiTa00,pass_sacked,,,,,,
player,201009190dal,dal,ChoiTa00,pass_sacked_yds,,,,,,
player,201009190dal,dal,ChoiTa00,pass_long,0,,,,,
player,201009190dal,dal,ChoiTa00,pass_rating,,,,,,
player,201009190dal,dal,ChoiTa00,rush_att,1,,,,,
player,201009190dal,dal,ChoiTa00,rush_yds,-1,,,,,
player,201009190dal,dal,ChoiTa00,rush_td,0,,,,,
player,201009190dal,dal,ChoiTa00,rush_long,-1,,,,,
player,201009190dal,dal,ChoiTa00,targets,2,,,,,
player,201009190dal,dal,ChoiTa00,rec,1,,,,,
player,201009190dal,dal,ChoiTa00,rec_yds,6,,,,,
player,201009190dal,dal,ChoiTa00,rec_td,0,,,,,
player,201009190dal,dal,ChoiTa00,rec_long,6,,,,,
player,201009190dal,dal,ChoiTa00,fumbles,0,,,,,
player,201009190dal,dal,ChoiTa00,fumbles_lost,,,,,,
player,201009190dal,chi,MoorDJ99,def_int,2,,,,,
player,201009190dal,chi,MoorDJ99,def_int_yds,38,,,,,
player,201009190dal,chi,MoorDJ99,def_int_td,0,,,,,
player,201009190dal,chi,MoorDJ99,def_int_long,20,,,,,
player,201009190dal,chi,MoorDJ99,pass_defended,2,,,,,
player,201009190dal,chi,MoorDJ99,sacks,0.0,,,,,
player,201009190dal,chi,MoorDJ99,tackles_combined,0,,,,,
player,201009190dal,chi,MoorDJ99,tackles_solo,0,,,,,
player,201009190dal,chi,MoorDJ99,tackles_assists,0,,,,,
player,201009190dal,chi,MoorDJ99,tackles_loss,0,,,,,
player,201009190dal,chi,MoorDJ99,qb_hits,0,,,,,
player,201009190dal,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201009190dal,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201009190dal,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201009190dal,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201009190dal,chi,BowmZa20,def_int,0,,,,,
player,201009190dal,chi,BowmZa20,def_int_yds,0,,,,,
player,201009190dal,chi,BowmZa20,def_int_td,0,,,,,
player,201009190dal,chi,BowmZa20,def_int_long,0,,,,,
player,201009190dal,chi,BowmZa20,pass_defended,0,,,,,
player,201009190dal,chi,BowmZa20,sacks,0.0,,,,,
player,201009190dal,chi,BowmZa20,tackles_combined,10,,,,,
player,201009190dal,chi,BowmZa20,tackles_solo,8,,,,,
player,201009190dal,chi,BowmZa20,tackles_assists,2,,,,,
player,201009190dal,chi,BowmZa20,tackles_loss,0,,,,,
player,201009190dal,chi,BowmZa20,qb_hits,1,,,,,
player,201009190dal,chi,BowmZa20,fumbles_rec,0,,,,,
player,201009190dal,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201009190dal,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201009190dal,chi,BowmZa20,fumbles_forced,0,,,,,
player,201009190dal,chi,TillCh20,def_int,0,,,,,
player,201009190dal,chi,TillCh20,def_int_yds,0,,,,,
player,201009190dal,chi,TillCh20,def_int_td,0,,,,,
player,201009190dal,chi,TillCh20,def_int_long,0,,,,,
player,201009190dal,chi,TillCh20,pass_defended,1,,,,,
player,201009190dal,chi,TillCh20,sacks,0.0,,,,,
player,201009190dal,chi,TillCh20,tackles_combined,8,,,,,
player,201009190dal,chi,TillCh20,tackles_solo,8,,,,,
player,201009190dal,chi,TillCh20,tackles_assists,0,,,,,
player,201009190dal,chi,TillCh20,tackles_loss,0,,,,,
player,201009190dal,chi,TillCh20,qb_hits,0,,,,,
player,201009190dal,chi,TillCh20,fumbles_rec,0,,,,,
player,201009190dal,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201009190dal,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201009190dal,chi,TillCh20,fumbles_forced,1,,,,,
player,201009190dal,chi,UrlaBr00,def_int,0,,,,,
player,201009190dal,chi,UrlaBr00,def_int_yds,0,,,,,
player,201009190dal,chi,UrlaBr00,def_int_td,0,,,,,
player,201009190dal,chi,UrlaBr00,def_int_long,0,,,,,
player,201009190dal,chi,UrlaBr00,pass_defended,0,,,,,
player,201009190dal,chi,UrlaBr00,sacks,0.0,,,,,
player,201009190dal,chi,UrlaBr00,tackles_combined,8,,,,,
player,201009190dal,chi,UrlaBr00,tackles_solo,6,,,,,
player,201009190dal,chi,UrlaBr00,tackles_assists,2,,,,,
player,201009190dal,chi,UrlaBr00,tackles_loss,2,,,,,
player,201009190dal,chi,UrlaBr00,qb_hits,0,,,,,
player,201009190dal,chi,UrlaBr00,fumbles_rec,1,,,,,
player,201009190dal,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201009190dal,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201009190dal,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201009190dal,chi,MannDa21,def_int,0,,,,,
player,201009190dal,chi,MannDa21,def_int_yds,0,,,,,
player,201009190dal,chi,MannDa21,def_int_td,0,,,,,
player,201009190dal,chi,MannDa21,def_int_long,0,,,,,
player,201009190dal,chi,MannDa21,pass_defended,0,,,,,
player,201009190dal,chi,MannDa21,sacks,0.0,,,,,
player,201009190dal,chi,MannDa21,tackles_combined,7,,,,,
player,201009190dal,chi,MannDa21,tackles_solo,6,,,,,
player,201009190dal,chi,MannDa21,tackles_assists,1,,,,,
player,201009190dal,chi,MannDa21,tackles_loss,0,,,,,
player,201009190dal,chi,MannDa21,qb_hits,0,,,,,
player,201009190dal,chi,MannDa21,fumbles_rec,0,,,,,
player,201009190dal,chi,MannDa21,fumbles_rec_yds,0,,,,,
player,201009190dal,chi,MannDa21,fumbles_rec_td,0,,,,,
player,201009190dal,chi,MannDa21,fumbles_forced,0,,,,,
player,201009190dal,chi,BrigLa99,def_int,0,,,,,
player,201009190dal,chi,BrigLa99,def_int_yds,0,,,,,
player,201009190dal,chi,BrigLa99,def_int_td,0,,,,,
player,201009190dal,chi,BrigLa99,def_int_long,0,,,,,
player,201009190dal,chi,BrigLa99,pass_defended,1,,,,,
player,201009190dal,chi,BrigLa99,sacks,0.0,,,,,
player,201009190dal,chi,BrigLa99,tackles_combined,6,,,,,
player,201009190dal,chi,BrigLa99,tackles_solo,6,,,,,
player,201009190dal,chi,BrigLa99,tackles_assists,0,,,,,
player,201009190dal,chi,BrigLa99,tackles_loss,2,,,,,
player,201009190dal,chi,BrigLa99,qb_hits,0,,,,,
player,201009190dal,chi,BrigLa99,fumbles_rec,0,,,,,
player,201009190dal,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201009190dal,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201009190dal,chi,BrigLa99,fumbles_forced,0,,,,,
player,201009190dal,chi,TinoPi20,def_int,0,,,,,
player,201009190dal,chi,TinoPi20,def_int_yds,0,,,,,
