game,2010,2,20100919,201009190sdg,jax,"Jacksonville Jaguars",13,sdg,"San Diego Chargers",38
player,201009190sdg,sdg,NaanLe00,rush_td,0,,,,,
player,201009190sdg,sdg,NaanLe00,rush_long,0,,,,,
player,201009190sdg,sdg,NaanLe00,targets,3,,,,,
player,201009190sdg,sdg,NaanLe00,rec,1,,,,,
player,201009190sdg,sdg,NaanLe00,rec_yds,14,,,,,
player,201009190sdg,sdg,NaanLe00,rec_td,0,,,,,
player,201009190sdg,sdg,NaanLe00,rec_long,14,,,,,
player,201009190sdg,sdg,NaanLe00,fumbles,0,,,,,
player,201009190sdg,sdg,NaanLe00,fumbles_lost,,,,,,
player,201009190sdg,sdg,VoleBi00,pass_cmp,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_att,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_yds,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_td,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_int,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_sacked,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_sacked_yds,,,,,,
player,201009190sdg,sdg,VoleBi00,pass_long,0,,,,,
player,201009190sdg,sdg,VoleBi00,pass_rating,,,,,,
player,201009190sdg,sdg,VoleBi00,rush_att,1,,,,,
player,201009190sdg,sdg,VoleBi00,rush_yds,-1,,,,,
player,201009190sdg,sdg,VoleBi00,rush_td,0,,,,,
player,201009190sdg,sdg,VoleBi00,rush_long,-1,,,,,
player,201009190sdg,sdg,VoleBi00,targets,0,,,,,
player,201009190sdg,sdg,VoleBi00,rec,0,,,,,
player,201009190sdg,sdg,VoleBi00,rec_yds,0,,,,,
player,201009190sdg,sdg,VoleBi00,rec_td,0,,,,,
player,201009190sdg,sdg,VoleBi00,rec_long,0,,,,,
player,201009190sdg,sdg,VoleBi00,fumbles,0,,,,,
player,201009190sdg,sdg,VoleBi00,fumbles_lost,,,,,,
player,201009190sdg,jax,GreeCo99,def_int,1,,,,,
player,201009190sdg,jax,GreeCo99,def_int_yds,8,,,,,
player,201009190sdg,jax,GreeCo99,def_int_td,0,,,,,
player,201009190sdg,jax,GreeCo99,def_int_long,8,,,,,
player,201009190sdg,jax,GreeCo99,pass_defended,1,,,,,
player,201009190sdg,jax,GreeCo99,sacks,0.0,,,,,
player,201009190sdg,jax,GreeCo99,tackles_combined,11,,,,,
player,201009190sdg,jax,GreeCo99,tackles_solo,8,,,,,
player,201009190sdg,jax,GreeCo99,tackles_assists,3,,,,,
player,201009190sdg,jax,GreeCo99,tackles_loss,0,,,,,
player,201009190sdg,jax,GreeCo99,qb_hits,0,,,,,
player,201009190sdg,jax,GreeCo99,fumbles_rec,1,,,,,
player,201009190sdg,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,GreeCo99,fumbles_forced,1,,,,,
player,201009190sdg,jax,JoneDa99,def_int,1,,,,,
player,201009190sdg,jax,JoneDa99,def_int_yds,0,,,,,
player,201009190sdg,jax,JoneDa99,def_int_td,0,,,,,
player,201009190sdg,jax,JoneDa99,def_int_long,0,,,,,
player,201009190sdg,jax,JoneDa99,pass_defended,1,,,,,
player,201009190sdg,jax,JoneDa99,sacks,0.0,,,,,
player,201009190sdg,jax,JoneDa99,tackles_combined,5,,,,,
player,201009190sdg,jax,JoneDa99,tackles_solo,5,,,,,
player,201009190sdg,jax,JoneDa99,tackles_assists,0,,,,,
player,201009190sdg,jax,JoneDa99,tackles_loss,0,,,,,
player,201009190sdg,jax,JoneDa99,qb_hits,0,,,,,
player,201009190sdg,jax,JoneDa99,fumbles_rec,0,,,,,
player,201009190sdg,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,JoneDa99,fumbles_forced,0,,,,,
player,201009190sdg,jax,SmitDa24,def_int,0,,,,,
player,201009190sdg,jax,SmitDa24,def_int_yds,0,,,,,
player,201009190sdg,jax,SmitDa24,def_int_td,0,,,,,
player,201009190sdg,jax,SmitDa24,def_int_long,0,,,,,
player,201009190sdg,jax,SmitDa24,pass_defended,0,,,,,
player,201009190sdg,jax,SmitDa24,sacks,1.0,,,,,
player,201009190sdg,jax,SmitDa24,tackles_combined,7,,,,,
player,201009190sdg,jax,SmitDa24,tackles_solo,7,,,,,
player,201009190sdg,jax,SmitDa24,tackles_assists,0,,,,,
player,201009190sdg,jax,SmitDa24,tackles_loss,2,,,,,
player,201009190sdg,jax,SmitDa24,qb_hits,1,,,,,
player,201009190sdg,jax,SmitDa24,fumbles_rec,0,,,,,
player,201009190sdg,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,SmitDa24,fumbles_forced,0,,,,,
player,201009190sdg,jax,ConsSe20,def_int,0,,,,,
player,201009190sdg,jax,ConsSe20,def_int_yds,0,,,,,
player,201009190sdg,jax,ConsSe20,def_int_td,0,,,,,
player,201009190sdg,jax,ConsSe20,def_int_long,0,,,,,
player,201009190sdg,jax,ConsSe20,pass_defended,0,,,,,
player,201009190sdg,jax,ConsSe20,sacks,0.0,,,,,
player,201009190sdg,jax,ConsSe20,tackles_combined,10,,,,,
player,201009190sdg,jax,ConsSe20,tackles_solo,7,,,,,
player,201009190sdg,jax,ConsSe20,tackles_assists,3,,,,,
player,201009190sdg,jax,ConsSe20,tackles_loss,0,,,,,
player,201009190sdg,jax,ConsSe20,qb_hits,0,,,,,
player,201009190sdg,jax,ConsSe20,fumbles_rec,0,,,,,
player,201009190sdg,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,ConsSe20,fumbles_forced,0,,,,,
player,201009190sdg,jax,AlleRu00,def_int,0,,,,,
player,201009190sdg,jax,AlleRu00,def_int_yds,0,,,,,
player,201009190sdg,jax,AlleRu00,def_int_td,0,,,,,
player,201009190sdg,jax,AlleRu00,def_int_long,0,,,,,
player,201009190sdg,jax,AlleRu00,pass_defended,0,,,,,
player,201009190sdg,jax,AlleRu00,sacks,0.0,,,,,
player,201009190sdg,jax,AlleRu00,tackles_combined,6,,,,,
player,201009190sdg,jax,AlleRu00,tackles_solo,3,,,,,
player,201009190sdg,jax,AlleRu00,tackles_assists,3,,,,,
player,201009190sdg,jax,AlleRu00,tackles_loss,0,,,,,
player,201009190sdg,jax,AlleRu00,qb_hits,0,,,,,
player,201009190sdg,jax,AlleRu00,fumbles_rec,0,,,,,
player,201009190sdg,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,AlleRu00,fumbles_forced,0,,,,,
player,201009190sdg,jax,MorrKi20,def_int,0,,,,,
player,201009190sdg,jax,MorrKi20,def_int_yds,0,,,,,
player,201009190sdg,jax,MorrKi20,def_int_td,0,,,,,
player,201009190sdg,jax,MorrKi20,def_int_long,0,,,,,
player,201009190sdg,jax,MorrKi20,pass_defended,0,,,,,
player,201009190sdg,jax,MorrKi20,sacks,0.0,,,,,
player,201009190sdg,jax,MorrKi20,tackles_combined,5,,,,,
player,201009190sdg,jax,MorrKi20,tackles_solo,4,,,,,
player,201009190sdg,jax,MorrKi20,tackles_assists,1,,,,,
player,201009190sdg,jax,MorrKi20,tackles_loss,0,,,,,
player,201009190sdg,jax,MorrKi20,qb_hits,0,,,,,
player,201009190sdg,jax,MorrKi20,fumbles_rec,0,,,,,
player,201009190sdg,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,MorrKi20,fumbles_forced,0,,,,,
player,201009190sdg,jax,AluaTy99,def_int,0,,,,,
player,201009190sdg,jax,AluaTy99,def_int_yds,0,,,,,
player,201009190sdg,jax,AluaTy99,def_int_td,0,,,,,
player,201009190sdg,jax,AluaTy99,def_int_long,0,,,,,
player,201009190sdg,jax,AluaTy99,pass_defended,0,,,,,
player,201009190sdg,jax,AluaTy99,sacks,0.0,,,,,
player,201009190sdg,jax,AluaTy99,tackles_combined,3,,,,,
player,201009190sdg,jax,AluaTy99,tackles_solo,2,,,,,
player,201009190sdg,jax,AluaTy99,tackles_assists,1,,,,,
player,201009190sdg,jax,AluaTy99,tackles_loss,0,,,,,
player,201009190sdg,jax,AluaTy99,qb_hits,0,,,,,
player,201009190sdg,jax,AluaTy99,fumbles_rec,0,,,,,
player,201009190sdg,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,AluaTy99,fumbles_forced,0,,,,,
player,201009190sdg,jax,BracTy99,def_int,0,,,,,
player,201009190sdg,jax,BracTy99,def_int_yds,0,,,,,
player,201009190sdg,jax,BracTy99,def_int_td,0,,,,,
player,201009190sdg,jax,BracTy99,def_int_long,0,,,,,
player,201009190sdg,jax,BracTy99,pass_defended,0,,,,,
player,201009190sdg,jax,BracTy99,sacks,0.0,,,,,
player,201009190sdg,jax,BracTy99,tackles_combined,3,,,,,
player,201009190sdg,jax,BracTy99,tackles_solo,3,,,,,
player,201009190sdg,jax,BracTy99,tackles_assists,0,,,,,
player,201009190sdg,jax,BracTy99,tackles_loss,0,,,,,
player,201009190sdg,jax,BracTy99,qb_hits,0,,,,,
player,201009190sdg,jax,BracTy99,fumbles_rec,0,,,,,
player,201009190sdg,jax,BracTy99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,BracTy99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,BracTy99,fumbles_forced,0,,,,,
player,201009190sdg,jax,KampAa99,def_int,0,,,,,
player,201009190sdg,jax,KampAa99,def_int_yds,0,,,,,
player,201009190sdg,jax,KampAa99,def_int_td,0,,,,,
player,201009190sdg,jax,KampAa99,def_int_long,0,,,,,
player,201009190sdg,jax,KampAa99,pass_defended,0,,,,,
player,201009190sdg,jax,KampAa99,sacks,0.0,,,,,
player,201009190sdg,jax,KampAa99,tackles_combined,3,,,,,
player,201009190sdg,jax,KampAa99,tackles_solo,2,,,,,
player,201009190sdg,jax,KampAa99,tackles_assists,1,,,,,
player,201009190sdg,jax,KampAa99,tackles_loss,0,,,,,
player,201009190sdg,jax,KampAa99,qb_hits,1,,,,,
player,201009190sdg,jax,KampAa99,fumbles_rec,0,,,,,
player,201009190sdg,jax,KampAa99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,KampAa99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,KampAa99,fumbles_forced,0,,,,,
player,201009190sdg,jax,MathRa99,def_int,0,,,,,
player,201009190sdg,jax,MathRa99,def_int_yds,0,,,,,
player,201009190sdg,jax,MathRa99,def_int_td,0,,,,,
player,201009190sdg,jax,MathRa99,def_int_long,0,,,,,
player,201009190sdg,jax,MathRa99,pass_defended,0,,,,,
player,201009190sdg,jax,MathRa99,sacks,0.0,,,,,
player,201009190sdg,jax,MathRa99,tackles_combined,3,,,,,
player,201009190sdg,jax,MathRa99,tackles_solo,1,,,,,
player,201009190sdg,jax,MathRa99,tackles_assists,2,,,,,
player,201009190sdg,jax,MathRa99,tackles_loss,0,,,,,
player,201009190sdg,jax,MathRa99,qb_hits,0,,,,,
player,201009190sdg,jax,MathRa99,fumbles_rec,0,,,,,
player,201009190sdg,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,MathRa99,fumbles_forced,0,,,,,
player,201009190sdg,jax,DuraJu99,def_int,0,,,,,
player,201009190sdg,jax,DuraJu99,def_int_yds,0,,,,,
player,201009190sdg,jax,DuraJu99,def_int_td,0,,,,,
player,201009190sdg,jax,DuraJu99,def_int_long,0,,,,,
player,201009190sdg,jax,DuraJu99,pass_defended,0,,,,,
player,201009190sdg,jax,DuraJu99,sacks,0.0,,,,,
player,201009190sdg,jax,DuraJu99,tackles_combined,2,,,,,
player,201009190sdg,jax,DuraJu99,tackles_solo,2,,,,,
player,201009190sdg,jax,DuraJu99,tackles_assists,0,,,,,
player,201009190sdg,jax,DuraJu99,tackles_loss,1,,,,,
player,201009190sdg,jax,DuraJu99,qb_hits,0,,,,,
player,201009190sdg,jax,DuraJu99,fumbles_rec,0,,,,,
player,201009190sdg,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,DuraJu99,fumbles_forced,0,,,,,
player,201009190sdg,jax,MiddWi98,def_int,0,,,,,
player,201009190sdg,jax,MiddWi98,def_int_yds,0,,,,,
player,201009190sdg,jax,MiddWi98,def_int_td,0,,,,,
player,201009190sdg,jax,MiddWi98,def_int_long,0,,,,,
player,201009190sdg,jax,MiddWi98,pass_defended,0,,,,,
player,201009190sdg,jax,MiddWi98,sacks,0.0,,,,,
player,201009190sdg,jax,MiddWi98,tackles_combined,2,,,,,
player,201009190sdg,jax,MiddWi98,tackles_solo,1,,,,,
player,201009190sdg,jax,MiddWi98,tackles_assists,1,,,,,
player,201009190sdg,jax,MiddWi98,tackles_loss,0,,,,,
player,201009190sdg,jax,MiddWi98,qb_hits,0,,,,,
player,201009190sdg,jax,MiddWi98,fumbles_rec,0,,,,,
player,201009190sdg,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,MiddWi98,fumbles_forced,0,,,,,
player,201009190sdg,jax,MincJe99,def_int,0,,,,,
player,201009190sdg,jax,MincJe99,def_int_yds,0,,,,,
player,201009190sdg,jax,MincJe99,def_int_td,0,,,,,
player,201009190sdg,jax,MincJe99,def_int_long,0,,,,,
player,201009190sdg,jax,MincJe99,pass_defended,0,,,,,
player,201009190sdg,jax,MincJe99,sacks,0.0,,,,,
player,201009190sdg,jax,MincJe99,tackles_combined,2,,,,,
player,201009190sdg,jax,MincJe99,tackles_solo,2,,,,,
player,201009190sdg,jax,MincJe99,tackles_assists,0,,,,,
player,201009190sdg,jax,MincJe99,tackles_loss,0,,,,,
player,201009190sdg,jax,MincJe99,qb_hits,0,,,,,
player,201009190sdg,jax,MincJe99,fumbles_rec,0,,,,,
player,201009190sdg,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,MincJe99,fumbles_forced,0,,,,,
player,201009190sdg,jax,BoweAl99,def_int,0,,,,,
player,201009190sdg,jax,BoweAl99,def_int_yds,0,,,,,
player,201009190sdg,jax,BoweAl99,def_int_td,0,,,,,
player,201009190sdg,jax,BoweAl99,def_int_long,0,,,,,
player,201009190sdg,jax,BoweAl99,pass_defended,0,,,,,
player,201009190sdg,jax,BoweAl99,sacks,0.0,,,,,
player,201009190sdg,jax,BoweAl99,tackles_combined,1,,,,,
player,201009190sdg,jax,BoweAl99,tackles_solo,0,,,,,
player,201009190sdg,jax,BoweAl99,tackles_assists,1,,,,,
player,201009190sdg,jax,BoweAl99,tackles_loss,0,,,,,
player,201009190sdg,jax,BoweAl99,qb_hits,0,,,,,
player,201009190sdg,jax,BoweAl99,fumbles_rec,0,,,,,
player,201009190sdg,jax,BoweAl99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,BoweAl99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,BoweAl99,fumbles_forced,0,,,,,
player,201009190sdg,jax,CoheLa99,def_int,0,,,,,
player,201009190sdg,jax,CoheLa99,def_int_yds,0,,,,,
player,201009190sdg,jax,CoheLa99,def_int_td,0,,,,,
player,201009190sdg,jax,CoheLa99,def_int_long,0,,,,,
player,201009190sdg,jax,CoheLa99,pass_defended,0,,,,,
player,201009190sdg,jax,CoheLa99,sacks,0.0,,,,,
player,201009190sdg,jax,CoheLa99,tackles_combined,1,,,,,
player,201009190sdg,jax,CoheLa99,tackles_solo,0,,,,,
player,201009190sdg,jax,CoheLa99,tackles_assists,1,,,,,
player,201009190sdg,jax,CoheLa99,tackles_loss,0,,,,,
player,201009190sdg,jax,CoheLa99,qb_hits,0,,,,,
player,201009190sdg,jax,CoheLa99,fumbles_rec,0,,,,,
player,201009190sdg,jax,CoheLa99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,CoheLa99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,CoheLa99,fumbles_forced,0,,,,,
player,201009190sdg,jax,KnigTe99,def_int,0,,,,,
player,201009190sdg,jax,KnigTe99,def_int_yds,0,,,,,
player,201009190sdg,jax,KnigTe99,def_int_td,0,,,,,
player,201009190sdg,jax,KnigTe99,def_int_long,0,,,,,
player,201009190sdg,jax,KnigTe99,pass_defended,0,,,,,
player,201009190sdg,jax,KnigTe99,sacks,0.0,,,,,
player,201009190sdg,jax,KnigTe99,tackles_combined,1,,,,,
player,201009190sdg,jax,KnigTe99,tackles_solo,1,,,,,
player,201009190sdg,jax,KnigTe99,tackles_assists,0,,,,,
player,201009190sdg,jax,KnigTe99,tackles_loss,0,,,,,
player,201009190sdg,jax,KnigTe99,qb_hits,0,,,,,
player,201009190sdg,jax,KnigTe99,fumbles_rec,0,,,,,
player,201009190sdg,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,KnigTe99,fumbles_forced,0,,,,,
player,201009190sdg,jax,MillZa02,def_int,0,,,,,
player,201009190sdg,jax,MillZa02,def_int_yds,0,,,,,
player,201009190sdg,jax,MillZa02,def_int_td,0,,,,,
player,201009190sdg,jax,MillZa02,def_int_long,0,,,,,
player,201009190sdg,jax,MillZa02,pass_defended,0,,,,,
player,201009190sdg,jax,MillZa02,sacks,0.0,,,,,
player,201009190sdg,jax,MillZa02,tackles_combined,1,,,,,
player,201009190sdg,jax,MillZa02,tackles_solo,1,,,,,
player,201009190sdg,jax,MillZa02,tackles_assists,0,,,,,
player,201009190sdg,jax,MillZa02,tackles_loss,0,,,,,
player,201009190sdg,jax,MillZa02,qb_hits,0,,,,,
player,201009190sdg,jax,MillZa02,fumbles_rec,0,,,,,
player,201009190sdg,jax,MillZa02,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,MillZa02,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,MillZa02,fumbles_forced,0,,,,,
player,201009190sdg,jax,OwenMo01,def_int,0,,,,,
player,201009190sdg,jax,OwenMo01,def_int_yds,0,,,,,
player,201009190sdg,jax,OwenMo01,def_int_td,0,,,,,
player,201009190sdg,jax,OwenMo01,def_int_long,0,,,,,
player,201009190sdg,jax,OwenMo01,pass_defended,0,,,,,
player,201009190sdg,jax,OwenMo01,sacks,0.0,,,,,
player,201009190sdg,jax,OwenMo01,tackles_combined,1,,,,,
player,201009190sdg,jax,OwenMo01,tackles_solo,1,,,,,
player,201009190sdg,jax,OwenMo01,tackles_assists,0,,,,,
player,201009190sdg,jax,OwenMo01,tackles_loss,0,,,,,
player,201009190sdg,jax,OwenMo01,qb_hits,0,,,,,
player,201009190sdg,jax,OwenMo01,fumbles_rec,0,,,,,
player,201009190sdg,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201009190sdg,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201009190sdg,jax,OwenMo01,fumbles_forced,0,,,,,
player,201009190sdg,sdg,CasoAn99,def_int,2,,,,,
player,201009190sdg,sdg,CasoAn99,def_int_yds,23,,,,,
player,201009190sdg,sdg,CasoAn99,def_int_td,0,,,,,
player,201009190sdg,sdg,CasoAn99,def_int_long,21,,,,,
player,201009190sdg,sdg,CasoAn99,pass_defended,4,,,,,
player,201009190sdg,sdg,CasoAn99,sacks,0.0,,,,,
player,201009190sdg,sdg,CasoAn99,tackles_combined,6,,,,,
player,201009190sdg,sdg,CasoAn99,tackles_solo,6,,,,,
player,201009190sdg,sdg,CasoAn99,tackles_assists,0,,,,,
player,201009190sdg,sdg,CasoAn99,tackles_loss,0,,,,,
player,201009190sdg,sdg,CasoAn99,qb_hits,0,,,,,
player,201009190sdg,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,CasoAn99,fumbles_forced,1,,,,,
player,201009190sdg,sdg,SileBr99,def_int,1,,,,,
player,201009190sdg,sdg,SileBr99,def_int_yds,0,,,,,
player,201009190sdg,sdg,SileBr99,def_int_td,0,,,,,
player,201009190sdg,sdg,SileBr99,def_int_long,0,,,,,
player,201009190sdg,sdg,SileBr99,pass_defended,2,,,,,
player,201009190sdg,sdg,SileBr99,sacks,0.0,,,,,
player,201009190sdg,sdg,SileBr99,tackles_combined,6,,,,,
player,201009190sdg,sdg,SileBr99,tackles_solo,6,,,,,
player,201009190sdg,sdg,SileBr99,tackles_assists,0,,,,,
player,201009190sdg,sdg,SileBr99,tackles_loss,1,,,,,
player,201009190sdg,sdg,SileBr99,qb_hits,1,,,,,
player,201009190sdg,sdg,SileBr99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,SileBr99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,SileBr99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,SileBr99,fumbles_forced,0,,,,,
player,201009190sdg,sdg,BurnKe20,def_int,1,,,,,
player,201009190sdg,sdg,BurnKe20,def_int_yds,2,,,,,
player,201009190sdg,sdg,BurnKe20,def_int_td,0,,,,,
player,201009190sdg,sdg,BurnKe20,def_int_long,2,,,,,
player,201009190sdg,sdg,BurnKe20,pass_defended,1,,,,,
player,201009190sdg,sdg,BurnKe20,sacks,0.0,,,,,
player,201009190sdg,sdg,BurnKe20,tackles_combined,5,,,,,
player,201009190sdg,sdg,BurnKe20,tackles_solo,5,,,,,
player,201009190sdg,sdg,BurnKe20,tackles_assists,0,,,,,
player,201009190sdg,sdg,BurnKe20,tackles_loss,0,,,,,
player,201009190sdg,sdg,BurnKe20,qb_hits,0,,,,,
player,201009190sdg,sdg,BurnKe20,fumbles_rec,1,,,,,
player,201009190sdg,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,CesaJa20,def_int,0,,,,,
player,201009190sdg,sdg,CesaJa20,def_int_yds,0,,,,,
player,201009190sdg,sdg,CesaJa20,def_int_td,0,,,,,
player,201009190sdg,sdg,CesaJa20,def_int_long,0,,,,,
player,201009190sdg,sdg,CesaJa20,pass_defended,0,,,,,
player,201009190sdg,sdg,CesaJa20,sacks,1.0,,,,,
player,201009190sdg,sdg,CesaJa20,tackles_combined,3,,,,,
player,201009190sdg,sdg,CesaJa20,tackles_solo,3,,,,,
player,201009190sdg,sdg,CesaJa20,tackles_assists,0,,,,,
player,201009190sdg,sdg,CesaJa20,tackles_loss,2,,,,,
player,201009190sdg,sdg,CesaJa20,qb_hits,1,,,,,
player,201009190sdg,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,WeddEr99,def_int,0,,,,,
player,201009190sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201009190sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201009190sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201009190sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201009190sdg,sdg,WeddEr99,sacks,0.5,,,,,
player,201009190sdg,sdg,WeddEr99,tackles_combined,5,,,,,
player,201009190sdg,sdg,WeddEr99,tackles_solo,3,,,,,
player,201009190sdg,sdg,WeddEr99,tackles_assists,2,,,,,
player,201009190sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201009190sdg,sdg,WeddEr99,qb_hits,1,,,,,
player,201009190sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201009190sdg,sdg,EnglLa99,def_int,0,,,,,
player,201009190sdg,sdg,EnglLa99,def_int_yds,0,,,,,
player,201009190sdg,sdg,EnglLa99,def_int_td,0,,,,,
player,201009190sdg,sdg,EnglLa99,def_int_long,0,,,,,
player,201009190sdg,sdg,EnglLa99,pass_defended,0,,,,,
player,201009190sdg,sdg,EnglLa99,sacks,0.5,,,,,
player,201009190sdg,sdg,EnglLa99,tackles_combined,1,,,,,
player,201009190sdg,sdg,EnglLa99,tackles_solo,1,,,,,
player,201009190sdg,sdg,EnglLa99,tackles_assists,0,,,,,
player,201009190sdg,sdg,EnglLa99,tackles_loss,1,,,,,
player,201009190sdg,sdg,EnglLa99,qb_hits,1,,,,,
player,201009190sdg,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201009190sdg,sdg,GregSt20,def_int,0,,,,,
player,201009190sdg,sdg,GregSt20,def_int_yds,0,,,,,
player,201009190sdg,sdg,GregSt20,def_int_td,0,,,,,
player,201009190sdg,sdg,GregSt20,def_int_long,0,,,,,
player,201009190sdg,sdg,GregSt20,pass_defended,0,,,,,
player,201009190sdg,sdg,GregSt20,sacks,0.0,,,,,
player,201009190sdg,sdg,GregSt20,tackles_combined,13,,,,,
player,201009190sdg,sdg,GregSt20,tackles_solo,8,,,,,
player,201009190sdg,sdg,GregSt20,tackles_assists,5,,,,,
player,201009190sdg,sdg,GregSt20,tackles_loss,0,,,,,
player,201009190sdg,sdg,GregSt20,qb_hits,0,,,,,
player,201009190sdg,sdg,GregSt20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,GregSt20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,JammQu20,def_int,0,,,,,
player,201009190sdg,sdg,JammQu20,def_int_yds,0,,,,,
player,201009190sdg,sdg,JammQu20,def_int_td,0,,,,,
player,201009190sdg,sdg,JammQu20,def_int_long,0,,,,,
player,201009190sdg,sdg,JammQu20,pass_defended,0,,,,,
player,201009190sdg,sdg,JammQu20,sacks,0.0,,,,,
player,201009190sdg,sdg,JammQu20,tackles_combined,5,,,,,
player,201009190sdg,sdg,JammQu20,tackles_solo,4,,,,,
player,201009190sdg,sdg,JammQu20,tackles_assists,1,,,,,
player,201009190sdg,sdg,JammQu20,tackles_loss,0,,,,,
player,201009190sdg,sdg,JammQu20,qb_hits,0,,,,,
player,201009190sdg,sdg,JammQu20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,JammQu20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,OlivPa20,def_int,0,,,,,
player,201009190sdg,sdg,OlivPa20,def_int_yds,0,,,,,
player,201009190sdg,sdg,OlivPa20,def_int_td,0,,,,,
