game,2010,2,20100919,201009190sdg,jax,"Jacksonville Jaguars",13,sdg,"San Diego Chargers",38
player,201009190sdg,sdg,OlivPa20,def_int_long,0,,,,,
player,201009190sdg,sdg,OlivPa20,pass_defended,0,,,,,
player,201009190sdg,sdg,OlivPa20,sacks,0.0,,,,,
player,201009190sdg,sdg,OlivPa20,tackles_combined,5,,,,,
player,201009190sdg,sdg,OlivPa20,tackles_solo,3,,,,,
player,201009190sdg,sdg,OlivPa20,tackles_assists,2,,,,,
player,201009190sdg,sdg,OlivPa20,tackles_loss,0,,,,,
player,201009190sdg,sdg,OlivPa20,qb_hits,0,,,,,
player,201009190sdg,sdg,OlivPa20,fumbles_rec,1,,,,,
player,201009190sdg,sdg,OlivPa20,fumbles_rec_yds,15,,,,,
player,201009190sdg,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,ApplAn99,def_int,0,,,,,
player,201009190sdg,sdg,ApplAn99,def_int_yds,0,,,,,
player,201009190sdg,sdg,ApplAn99,def_int_td,0,,,,,
player,201009190sdg,sdg,ApplAn99,def_int_long,0,,,,,
player,201009190sdg,sdg,ApplAn99,pass_defended,1,,,,,
player,201009190sdg,sdg,ApplAn99,sacks,0.0,,,,,
player,201009190sdg,sdg,ApplAn99,tackles_combined,4,,,,,
player,201009190sdg,sdg,ApplAn99,tackles_solo,4,,,,,
player,201009190sdg,sdg,ApplAn99,tackles_assists,0,,,,,
player,201009190sdg,sdg,ApplAn99,tackles_loss,0,,,,,
player,201009190sdg,sdg,ApplAn99,qb_hits,0,,,,,
player,201009190sdg,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,ApplAn99,fumbles_forced,1,,,,,
player,201009190sdg,sdg,MerrSh99,def_int,0,,,,,
player,201009190sdg,sdg,MerrSh99,def_int_yds,0,,,,,
player,201009190sdg,sdg,MerrSh99,def_int_td,0,,,,,
player,201009190sdg,sdg,MerrSh99,def_int_long,0,,,,,
player,201009190sdg,sdg,MerrSh99,pass_defended,0,,,,,
player,201009190sdg,sdg,MerrSh99,sacks,0.0,,,,,
player,201009190sdg,sdg,MerrSh99,tackles_combined,3,,,,,
player,201009190sdg,sdg,MerrSh99,tackles_solo,3,,,,,
player,201009190sdg,sdg,MerrSh99,tackles_assists,0,,,,,
player,201009190sdg,sdg,MerrSh99,tackles_loss,0,,,,,
player,201009190sdg,sdg,MerrSh99,qb_hits,0,,,,,
player,201009190sdg,sdg,MerrSh99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,MerrSh99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,MerrSh99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,MerrSh99,fumbles_forced,0,,,,,
player,201009190sdg,sdg,GaraAn20,def_int,0,,,,,
player,201009190sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201009190sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201009190sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201009190sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201009190sdg,sdg,GaraAn20,sacks,0.0,,,,,
player,201009190sdg,sdg,GaraAn20,tackles_combined,2,,,,,
player,201009190sdg,sdg,GaraAn20,tackles_solo,1,,,,,
player,201009190sdg,sdg,GaraAn20,tackles_assists,1,,,,,
player,201009190sdg,sdg,GaraAn20,tackles_loss,0,,,,,
player,201009190sdg,sdg,GaraAn20,qb_hits,0,,,,,
player,201009190sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,PhilSh20,def_int,0,,,,,
player,201009190sdg,sdg,PhilSh20,def_int_yds,0,,,,,
player,201009190sdg,sdg,PhilSh20,def_int_td,0,,,,,
player,201009190sdg,sdg,PhilSh20,def_int_long,0,,,,,
player,201009190sdg,sdg,PhilSh20,pass_defended,1,,,,,
player,201009190sdg,sdg,PhilSh20,sacks,0.0,,,,,
player,201009190sdg,sdg,PhilSh20,tackles_combined,2,,,,,
player,201009190sdg,sdg,PhilSh20,tackles_solo,2,,,,,
player,201009190sdg,sdg,PhilSh20,tackles_assists,0,,,,,
player,201009190sdg,sdg,PhilSh20,tackles_loss,0,,,,,
player,201009190sdg,sdg,PhilSh20,qb_hits,0,,,,,
player,201009190sdg,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,StriDo20,def_int,0,,,,,
player,201009190sdg,sdg,StriDo20,def_int_yds,0,,,,,
player,201009190sdg,sdg,StriDo20,def_int_td,0,,,,,
player,201009190sdg,sdg,StriDo20,def_int_long,0,,,,,
player,201009190sdg,sdg,StriDo20,pass_defended,0,,,,,
player,201009190sdg,sdg,StriDo20,sacks,0.0,,,,,
player,201009190sdg,sdg,StriDo20,tackles_combined,2,,,,,
player,201009190sdg,sdg,StriDo20,tackles_solo,1,,,,,
player,201009190sdg,sdg,StriDo20,tackles_assists,1,,,,,
player,201009190sdg,sdg,StriDo20,tackles_loss,0,,,,,
player,201009190sdg,sdg,StriDo20,qb_hits,0,,,,,
player,201009190sdg,sdg,StriDo20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,StriDo20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,StriDo20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,StriDo20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,TuckJy99,def_int,0,,,,,
player,201009190sdg,sdg,TuckJy99,def_int_yds,0,,,,,
player,201009190sdg,sdg,TuckJy99,def_int_td,0,,,,,
player,201009190sdg,sdg,TuckJy99,def_int_long,0,,,,,
player,201009190sdg,sdg,TuckJy99,pass_defended,0,,,,,
player,201009190sdg,sdg,TuckJy99,sacks,0.0,,,,,
player,201009190sdg,sdg,TuckJy99,tackles_combined,2,,,,,
player,201009190sdg,sdg,TuckJy99,tackles_solo,1,,,,,
player,201009190sdg,sdg,TuckJy99,tackles_assists,1,,,,,
player,201009190sdg,sdg,TuckJy99,tackles_loss,0,,,,,
player,201009190sdg,sdg,TuckJy99,qb_hits,0,,,,,
player,201009190sdg,sdg,TuckJy99,fumbles_rec,0,,,,,
player,201009190sdg,sdg,TuckJy99,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,TuckJy99,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,TuckJy99,fumbles_forced,0,,,,,
player,201009190sdg,sdg,CastLu20,def_int,0,,,,,
player,201009190sdg,sdg,CastLu20,def_int_yds,0,,,,,
player,201009190sdg,sdg,CastLu20,def_int_td,0,,,,,
player,201009190sdg,sdg,CastLu20,def_int_long,0,,,,,
player,201009190sdg,sdg,CastLu20,pass_defended,0,,,,,
player,201009190sdg,sdg,CastLu20,sacks,0.0,,,,,
player,201009190sdg,sdg,CastLu20,tackles_combined,1,,,,,
player,201009190sdg,sdg,CastLu20,tackles_solo,1,,,,,
player,201009190sdg,sdg,CastLu20,tackles_assists,0,,,,,
player,201009190sdg,sdg,CastLu20,tackles_loss,1,,,,,
player,201009190sdg,sdg,CastLu20,qb_hits,0,,,,,
player,201009190sdg,sdg,CastLu20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,CastLu20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,HestJa00,def_int,0,,,,,
player,201009190sdg,sdg,HestJa00,def_int_yds,0,,,,,
player,201009190sdg,sdg,HestJa00,def_int_td,0,,,,,
player,201009190sdg,sdg,HestJa00,def_int_long,0,,,,,
player,201009190sdg,sdg,HestJa00,pass_defended,0,,,,,
player,201009190sdg,sdg,HestJa00,sacks,0.0,,,,,
player,201009190sdg,sdg,HestJa00,tackles_combined,1,,,,,
player,201009190sdg,sdg,HestJa00,tackles_solo,1,,,,,
player,201009190sdg,sdg,HestJa00,tackles_assists,0,,,,,
player,201009190sdg,sdg,HestJa00,tackles_loss,0,,,,,
player,201009190sdg,sdg,HestJa00,qb_hits,0,,,,,
player,201009190sdg,sdg,HestJa00,fumbles_rec,0,,,,,
player,201009190sdg,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,HestJa00,fumbles_forced,0,,,,,
player,201009190sdg,sdg,HoltJa00,def_int,0,,,,,
player,201009190sdg,sdg,HoltJa00,def_int_yds,0,,,,,
player,201009190sdg,sdg,HoltJa00,def_int_td,0,,,,,
player,201009190sdg,sdg,HoltJa00,def_int_long,0,,,,,
player,201009190sdg,sdg,HoltJa00,pass_defended,0,,,,,
player,201009190sdg,sdg,HoltJa00,sacks,0.0,,,,,
player,201009190sdg,sdg,HoltJa00,tackles_combined,1,,,,,
player,201009190sdg,sdg,HoltJa00,tackles_solo,1,,,,,
player,201009190sdg,sdg,HoltJa00,tackles_assists,0,,,,,
player,201009190sdg,sdg,HoltJa00,tackles_loss,0,,,,,
player,201009190sdg,sdg,HoltJa00,qb_hits,0,,,,,
player,201009190sdg,sdg,HoltJa00,fumbles_rec,0,,,,,
player,201009190sdg,sdg,HoltJa00,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,HoltJa00,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,HoltJa00,fumbles_forced,0,,,,,
player,201009190sdg,sdg,JohnTr20,def_int,0,,,,,
player,201009190sdg,sdg,JohnTr20,def_int_yds,0,,,,,
player,201009190sdg,sdg,JohnTr20,def_int_td,0,,,,,
player,201009190sdg,sdg,JohnTr20,def_int_long,0,,,,,
player,201009190sdg,sdg,JohnTr20,pass_defended,0,,,,,
player,201009190sdg,sdg,JohnTr20,sacks,0.0,,,,,
player,201009190sdg,sdg,JohnTr20,tackles_combined,1,,,,,
player,201009190sdg,sdg,JohnTr20,tackles_solo,0,,,,,
player,201009190sdg,sdg,JohnTr20,tackles_assists,1,,,,,
player,201009190sdg,sdg,JohnTr20,tackles_loss,0,,,,,
player,201009190sdg,sdg,JohnTr20,qb_hits,0,,,,,
player,201009190sdg,sdg,JohnTr20,fumbles_rec,0,,,,,
player,201009190sdg,sdg,JohnTr20,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,JohnTr20,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,JohnTr20,fumbles_forced,0,,,,,
player,201009190sdg,sdg,NaanLe00,def_int,0,,,,,
player,201009190sdg,sdg,NaanLe00,def_int_yds,0,,,,,
player,201009190sdg,sdg,NaanLe00,def_int_td,0,,,,,
player,201009190sdg,sdg,NaanLe00,def_int_long,0,,,,,
player,201009190sdg,sdg,NaanLe00,pass_defended,0,,,,,
player,201009190sdg,sdg,NaanLe00,sacks,0.0,,,,,
player,201009190sdg,sdg,NaanLe00,tackles_combined,1,,,,,
player,201009190sdg,sdg,NaanLe00,tackles_solo,1,,,,,
player,201009190sdg,sdg,NaanLe00,tackles_assists,0,,,,,
player,201009190sdg,sdg,NaanLe00,tackles_loss,0,,,,,
player,201009190sdg,sdg,NaanLe00,qb_hits,0,,,,,
player,201009190sdg,sdg,NaanLe00,fumbles_rec,0,,,,,
player,201009190sdg,sdg,NaanLe00,fumbles_rec_yds,0,,,,,
player,201009190sdg,sdg,NaanLe00,fumbles_rec_td,0,,,,,
player,201009190sdg,sdg,NaanLe00,fumbles_forced,0,,,,,
player,201009190sdg,jax,UndeTi00,kick_ret,6,,,,,
player,201009190sdg,jax,UndeTi00,kick_ret_yds,112,,,,,
player,201009190sdg,jax,UndeTi00,kick_ret_yds_per_ret,18.7,,,,,
player,201009190sdg,jax,UndeTi00,kick_ret_td,0,,,,,
player,201009190sdg,jax,UndeTi00,kick_ret_long,29,,,,,
player,201009190sdg,jax,UndeTi00,punt_ret,0,,,,,
player,201009190sdg,jax,UndeTi00,punt_ret_yds,0,,,,,
player,201009190sdg,jax,UndeTi00,punt_ret_yds_per_ret,,,,,,
player,201009190sdg,jax,UndeTi00,punt_ret_td,0,,,,,
player,201009190sdg,jax,UndeTi00,punt_ret_long,0,,,,,
player,201009190sdg,sdg,SproDa00,kick_ret,3,,,,,
player,201009190sdg,sdg,SproDa00,kick_ret_yds,56,,,,,
player,201009190sdg,sdg,SproDa00,kick_ret_yds_per_ret,18.7,,,,,
player,201009190sdg,sdg,SproDa00,kick_ret_td,0,,,,,
player,201009190sdg,sdg,SproDa00,kick_ret_long,26,,,,,
player,201009190sdg,sdg,SproDa00,punt_ret,0,,,,,
player,201009190sdg,sdg,SproDa00,punt_ret_yds,0,,,,,
player,201009190sdg,sdg,SproDa00,punt_ret_yds_per_ret,,,,,,
player,201009190sdg,sdg,SproDa00,punt_ret_td,0,,,,,
player,201009190sdg,sdg,SproDa00,punt_ret_long,0,,,,,
player,201009190sdg,jax,scobejos01,xpm,1,,,,,
player,201009190sdg,jax,scobejos01,xpa,1,,,,,
player,201009190sdg,jax,scobejos01,fgm,2,,,,,
player,201009190sdg,jax,scobejos01,fga,2,,,,,
player,201009190sdg,jax,scobejos01,punt,0,,,,,
player,201009190sdg,jax,scobejos01,punt_yds,0,,,,,
player,201009190sdg,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201009190sdg,jax,scobejos01,punt_long,0,,,,,
player,201009190sdg,sdg,kaedinat01,xpm,5,,,,,
player,201009190sdg,sdg,kaedinat01,xpa,5,,,,,
player,201009190sdg,sdg,kaedinat01,fgm,1,,,,,
player,201009190sdg,sdg,kaedinat01,fga,1,,,,,
player,201009190sdg,sdg,kaedinat01,punt,0,,,,,
player,201009190sdg,sdg,kaedinat01,punt_yds,0,,,,,
player,201009190sdg,sdg,kaedinat01,punt_yds_per_punt,,,,,,
player,201009190sdg,sdg,kaedinat01,punt_long,0,,,,,
player,201009190sdg,sdg,ScifMi20,xpm,,,,,,
player,201009190sdg,sdg,ScifMi20,xpa,,,,,,
player,201009190sdg,sdg,ScifMi20,fgm,,,,,,
player,201009190sdg,sdg,ScifMi20,fga,,,,,,
player,201009190sdg,sdg,ScifMi20,punt,1,,,,,
player,201009190sdg,sdg,ScifMi20,punt_yds,34,,,,,
player,201009190sdg,sdg,ScifMi20,punt_yds_per_punt,34.0,,,,,
player,201009190sdg,sdg,ScifMi20,punt_long,34,,,,,
