game,2010,16,20101226,201012260buf,nwe,"New England Patriots",34,buf,"Buffalo Bills",3
player,201012260buf,nwe,LoveKy00,pass_defended,0,,,,,
player,201012260buf,nwe,LoveKy00,sacks,1.0,,,,,
player,201012260buf,nwe,LoveKy00,tackles_combined,2,,,,,
player,201012260buf,nwe,LoveKy00,tackles_solo,2,,,,,
player,201012260buf,nwe,LoveKy00,tackles_assists,0,,,,,
player,201012260buf,nwe,LoveKy00,tackles_loss,1,,,,,
player,201012260buf,nwe,LoveKy00,qb_hits,1,,,,,
player,201012260buf,nwe,LoveKy00,fumbles_rec,0,,,,,
player,201012260buf,nwe,LoveKy00,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,LoveKy00,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,LoveKy00,fumbles_forced,0,,,,,
player,201012260buf,nwe,BantTu20,def_int,0,,,,,
player,201012260buf,nwe,BantTu20,def_int_yds,0,,,,,
player,201012260buf,nwe,BantTu20,def_int_td,0,,,,,
player,201012260buf,nwe,BantTu20,def_int_long,0,,,,,
player,201012260buf,nwe,BantTu20,pass_defended,0,,,,,
player,201012260buf,nwe,BantTu20,sacks,0.0,,,,,
player,201012260buf,nwe,BantTu20,tackles_combined,7,,,,,
player,201012260buf,nwe,BantTu20,tackles_solo,5,,,,,
player,201012260buf,nwe,BantTu20,tackles_assists,2,,,,,
player,201012260buf,nwe,BantTu20,tackles_loss,0,,,,,
player,201012260buf,nwe,BantTu20,qb_hits,1,,,,,
player,201012260buf,nwe,BantTu20,fumbles_rec,0,,,,,
player,201012260buf,nwe,BantTu20,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,BantTu20,fumbles_forced,0,,,,,
player,201012260buf,nwe,MeriBr99,def_int,0,,,,,
player,201012260buf,nwe,MeriBr99,def_int_yds,0,,,,,
player,201012260buf,nwe,MeriBr99,def_int_td,0,,,,,
player,201012260buf,nwe,MeriBr99,def_int_long,0,,,,,
player,201012260buf,nwe,MeriBr99,pass_defended,1,,,,,
player,201012260buf,nwe,MeriBr99,sacks,0.0,,,,,
player,201012260buf,nwe,MeriBr99,tackles_combined,6,,,,,
player,201012260buf,nwe,MeriBr99,tackles_solo,3,,,,,
player,201012260buf,nwe,MeriBr99,tackles_assists,3,,,,,
player,201012260buf,nwe,MeriBr99,tackles_loss,0,,,,,
player,201012260buf,nwe,MeriBr99,qb_hits,0,,,,,
player,201012260buf,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201012260buf,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201012260buf,nwe,MayoJe99,def_int,0,,,,,
player,201012260buf,nwe,MayoJe99,def_int_yds,0,,,,,
player,201012260buf,nwe,MayoJe99,def_int_td,0,,,,,
player,201012260buf,nwe,MayoJe99,def_int_long,0,,,,,
player,201012260buf,nwe,MayoJe99,pass_defended,2,,,,,
player,201012260buf,nwe,MayoJe99,sacks,0.0,,,,,
player,201012260buf,nwe,MayoJe99,tackles_combined,5,,,,,
player,201012260buf,nwe,MayoJe99,tackles_solo,3,,,,,
player,201012260buf,nwe,MayoJe99,tackles_assists,2,,,,,
player,201012260buf,nwe,MayoJe99,tackles_loss,0,,,,,
player,201012260buf,nwe,MayoJe99,qb_hits,1,,,,,
player,201012260buf,nwe,MayoJe99,fumbles_rec,1,,,,,
player,201012260buf,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,MayoJe99,fumbles_forced,1,,,,,
player,201012260buf,nwe,MoorEr21,def_int,0,,,,,
player,201012260buf,nwe,MoorEr21,def_int_yds,0,,,,,
player,201012260buf,nwe,MoorEr21,def_int_td,0,,,,,
player,201012260buf,nwe,MoorEr21,def_int_long,0,,,,,
player,201012260buf,nwe,MoorEr21,pass_defended,0,,,,,
player,201012260buf,nwe,MoorEr21,sacks,0.0,,,,,
player,201012260buf,nwe,MoorEr21,tackles_combined,5,,,,,
player,201012260buf,nwe,MoorEr21,tackles_solo,2,,,,,
player,201012260buf,nwe,MoorEr21,tackles_assists,3,,,,,
player,201012260buf,nwe,MoorEr21,tackles_loss,0,,,,,
player,201012260buf,nwe,MoorEr21,qb_hits,0,,,,,
player,201012260buf,nwe,MoorEr21,fumbles_rec,1,,,,,
player,201012260buf,nwe,MoorEr21,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,MoorEr21,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,MoorEr21,fumbles_forced,0,,,,,
player,201012260buf,nwe,McCoDe99,def_int,0,,,,,
player,201012260buf,nwe,McCoDe99,def_int_yds,0,,,,,
player,201012260buf,nwe,McCoDe99,def_int_td,0,,,,,
player,201012260buf,nwe,McCoDe99,def_int_long,0,,,,,
player,201012260buf,nwe,McCoDe99,pass_defended,0,,,,,
player,201012260buf,nwe,McCoDe99,sacks,0.0,,,,,
player,201012260buf,nwe,McCoDe99,tackles_combined,4,,,,,
player,201012260buf,nwe,McCoDe99,tackles_solo,3,,,,,
player,201012260buf,nwe,McCoDe99,tackles_assists,1,,,,,
player,201012260buf,nwe,McCoDe99,tackles_loss,0,,,,,
player,201012260buf,nwe,McCoDe99,qb_hits,0,,,,,
player,201012260buf,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201012260buf,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,McCoDe99,fumbles_forced,1,,,,,
player,201012260buf,nwe,WilfVi20,def_int,0,,,,,
player,201012260buf,nwe,WilfVi20,def_int_yds,0,,,,,
player,201012260buf,nwe,WilfVi20,def_int_td,0,,,,,
player,201012260buf,nwe,WilfVi20,def_int_long,0,,,,,
player,201012260buf,nwe,WilfVi20,pass_defended,1,,,,,
player,201012260buf,nwe,WilfVi20,sacks,0.0,,,,,
player,201012260buf,nwe,WilfVi20,tackles_combined,4,,,,,
player,201012260buf,nwe,WilfVi20,tackles_solo,3,,,,,
player,201012260buf,nwe,WilfVi20,tackles_assists,1,,,,,
player,201012260buf,nwe,WilfVi20,tackles_loss,1,,,,,
player,201012260buf,nwe,WilfVi20,qb_hits,0,,,,,
player,201012260buf,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201012260buf,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201012260buf,nwe,ArriKy00,def_int,0,,,,,
player,201012260buf,nwe,ArriKy00,def_int_yds,0,,,,,
player,201012260buf,nwe,ArriKy00,def_int_td,0,,,,,
player,201012260buf,nwe,ArriKy00,def_int_long,0,,,,,
player,201012260buf,nwe,ArriKy00,pass_defended,0,,,,,
player,201012260buf,nwe,ArriKy00,sacks,0.0,,,,,
player,201012260buf,nwe,ArriKy00,tackles_combined,3,,,,,
player,201012260buf,nwe,ArriKy00,tackles_solo,3,,,,,
player,201012260buf,nwe,ArriKy00,tackles_assists,0,,,,,
player,201012260buf,nwe,ArriKy00,tackles_loss,0,,,,,
player,201012260buf,nwe,ArriKy00,qb_hits,0,,,,,
player,201012260buf,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201012260buf,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201012260buf,nwe,MorrSa00,def_int,0,,,,,
player,201012260buf,nwe,MorrSa00,def_int_yds,0,,,,,
player,201012260buf,nwe,MorrSa00,def_int_td,0,,,,,
player,201012260buf,nwe,MorrSa00,def_int_long,0,,,,,
player,201012260buf,nwe,MorrSa00,pass_defended,0,,,,,
player,201012260buf,nwe,MorrSa00,sacks,0.0,,,,,
player,201012260buf,nwe,MorrSa00,tackles_combined,3,,,,,
player,201012260buf,nwe,MorrSa00,tackles_solo,2,,,,,
player,201012260buf,nwe,MorrSa00,tackles_assists,1,,,,,
player,201012260buf,nwe,MorrSa00,tackles_loss,0,,,,,
player,201012260buf,nwe,MorrSa00,qb_hits,0,,,,,
player,201012260buf,nwe,MorrSa00,fumbles_rec,0,,,,,
player,201012260buf,nwe,MorrSa00,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,MorrSa00,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,MorrSa00,fumbles_forced,0,,,,,
player,201012260buf,nwe,NinkRo20,def_int,0,,,,,
player,201012260buf,nwe,NinkRo20,def_int_yds,0,,,,,
player,201012260buf,nwe,NinkRo20,def_int_td,0,,,,,
player,201012260buf,nwe,NinkRo20,def_int_long,0,,,,,
player,201012260buf,nwe,NinkRo20,pass_defended,0,,,,,
player,201012260buf,nwe,NinkRo20,sacks,0.0,,,,,
player,201012260buf,nwe,NinkRo20,tackles_combined,3,,,,,
player,201012260buf,nwe,NinkRo20,tackles_solo,3,,,,,
player,201012260buf,nwe,NinkRo20,tackles_assists,0,,,,,
player,201012260buf,nwe,NinkRo20,tackles_loss,0,,,,,
player,201012260buf,nwe,NinkRo20,qb_hits,0,,,,,
player,201012260buf,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201012260buf,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201012260buf,nwe,CoheLa99,def_int,0,,,,,
player,201012260buf,nwe,CoheLa99,def_int_yds,0,,,,,
player,201012260buf,nwe,CoheLa99,def_int_td,0,,,,,
player,201012260buf,nwe,CoheLa99,def_int_long,0,,,,,
player,201012260buf,nwe,CoheLa99,pass_defended,0,,,,,
player,201012260buf,nwe,CoheLa99,sacks,0.0,,,,,
player,201012260buf,nwe,CoheLa99,tackles_combined,2,,,,,
player,201012260buf,nwe,CoheLa99,tackles_solo,2,,,,,
player,201012260buf,nwe,CoheLa99,tackles_assists,0,,,,,
player,201012260buf,nwe,CoheLa99,tackles_loss,0,,,,,
player,201012260buf,nwe,CoheLa99,qb_hits,0,,,,,
player,201012260buf,nwe,CoheLa99,fumbles_rec,0,,,,,
player,201012260buf,nwe,CoheLa99,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,CoheLa99,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,CoheLa99,fumbles_forced,0,,,,,
player,201012260buf,nwe,WarrTy20,def_int,0,,,,,
player,201012260buf,nwe,WarrTy20,def_int_yds,0,,,,,
player,201012260buf,nwe,WarrTy20,def_int_td,0,,,,,
player,201012260buf,nwe,WarrTy20,def_int_long,0,,,,,
player,201012260buf,nwe,WarrTy20,pass_defended,0,,,,,
player,201012260buf,nwe,WarrTy20,sacks,0.0,,,,,
player,201012260buf,nwe,WarrTy20,tackles_combined,2,,,,,
player,201012260buf,nwe,WarrTy20,tackles_solo,1,,,,,
player,201012260buf,nwe,WarrTy20,tackles_assists,1,,,,,
player,201012260buf,nwe,WarrTy20,tackles_loss,,,,,,
player,201012260buf,nwe,WarrTy20,qb_hits,,,,,,
player,201012260buf,nwe,WarrTy20,fumbles_rec,0,,,,,
player,201012260buf,nwe,WarrTy20,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,WarrTy20,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,WarrTy20,fumbles_forced,0,,,,,
player,201012260buf,nwe,WhitTr20,def_int,0,,,,,
player,201012260buf,nwe,WhitTr20,def_int_yds,0,,,,,
player,201012260buf,nwe,WhitTr20,def_int_td,0,,,,,
player,201012260buf,nwe,WhitTr20,def_int_long,0,,,,,
player,201012260buf,nwe,WhitTr20,pass_defended,0,,,,,
player,201012260buf,nwe,WhitTr20,sacks,0.0,,,,,
player,201012260buf,nwe,WhitTr20,tackles_combined,2,,,,,
player,201012260buf,nwe,WhitTr20,tackles_solo,2,,,,,
player,201012260buf,nwe,WhitTr20,tackles_assists,0,,,,,
player,201012260buf,nwe,WhitTr20,tackles_loss,0,,,,,
player,201012260buf,nwe,WhitTr20,qb_hits,0,,,,,
player,201012260buf,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201012260buf,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201012260buf,nwe,BracRo99,def_int,0,,,,,
player,201012260buf,nwe,BracRo99,def_int_yds,0,,,,,
player,201012260buf,nwe,BracRo99,def_int_td,0,,,,,
player,201012260buf,nwe,BracRo99,def_int_long,0,,,,,
player,201012260buf,nwe,BracRo99,pass_defended,0,,,,,
player,201012260buf,nwe,BracRo99,sacks,0.0,,,,,
player,201012260buf,nwe,BracRo99,tackles_combined,1,,,,,
player,201012260buf,nwe,BracRo99,tackles_solo,1,,,,,
player,201012260buf,nwe,BracRo99,tackles_assists,0,,,,,
player,201012260buf,nwe,BracRo99,tackles_loss,0,,,,,
player,201012260buf,nwe,BracRo99,qb_hits,0,,,,,
player,201012260buf,nwe,BracRo99,fumbles_rec,0,,,,,
player,201012260buf,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,BracRo99,fumbles_forced,0,,,,,
player,201012260buf,nwe,SlatMa00,def_int,0,,,,,
player,201012260buf,nwe,SlatMa00,def_int_yds,0,,,,,
player,201012260buf,nwe,SlatMa00,def_int_td,0,,,,,
player,201012260buf,nwe,SlatMa00,def_int_long,0,,,,,
player,201012260buf,nwe,SlatMa00,pass_defended,0,,,,,
player,201012260buf,nwe,SlatMa00,sacks,0.0,,,,,
player,201012260buf,nwe,SlatMa00,tackles_combined,1,,,,,
player,201012260buf,nwe,SlatMa00,tackles_solo,1,,,,,
player,201012260buf,nwe,SlatMa00,tackles_assists,0,,,,,
player,201012260buf,nwe,SlatMa00,tackles_loss,0,,,,,
player,201012260buf,nwe,SlatMa00,qb_hits,0,,,,,
player,201012260buf,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201012260buf,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201012260buf,nwe,BrowSe00,def_int,0,,,,,
player,201012260buf,nwe,BrowSe00,def_int_yds,0,,,,,
player,201012260buf,nwe,BrowSe00,def_int_td,0,,,,,
player,201012260buf,nwe,BrowSe00,def_int_long,0,,,,,
player,201012260buf,nwe,BrowSe00,pass_defended,0,,,,,
player,201012260buf,nwe,BrowSe00,sacks,0.0,,,,,
player,201012260buf,nwe,BrowSe00,tackles_combined,0,,,,,
player,201012260buf,nwe,BrowSe00,tackles_solo,0,,,,,
player,201012260buf,nwe,BrowSe00,tackles_assists,0,,,,,
player,201012260buf,nwe,BrowSe00,tackles_loss,0,,,,,
player,201012260buf,nwe,BrowSe00,qb_hits,0,,,,,
player,201012260buf,nwe,BrowSe00,fumbles_rec,1,,,,,
player,201012260buf,nwe,BrowSe00,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,BrowSe00,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,BrowSe00,fumbles_forced,0,,,,,
player,201012260buf,nwe,ButlDa99,def_int,0,,,,,
player,201012260buf,nwe,ButlDa99,def_int_yds,0,,,,,
player,201012260buf,nwe,ButlDa99,def_int_td,0,,,,,
player,201012260buf,nwe,ButlDa99,def_int_long,0,,,,,
player,201012260buf,nwe,ButlDa99,pass_defended,2,,,,,
player,201012260buf,nwe,ButlDa99,sacks,0.0,,,,,
player,201012260buf,nwe,ButlDa99,tackles_combined,0,,,,,
player,201012260buf,nwe,ButlDa99,tackles_solo,0,,,,,
player,201012260buf,nwe,ButlDa99,tackles_assists,0,,,,,
player,201012260buf,nwe,ButlDa99,tackles_loss,0,,,,,
player,201012260buf,nwe,ButlDa99,qb_hits,0,,,,,
player,201012260buf,nwe,ButlDa99,fumbles_rec,0,,,,,
player,201012260buf,nwe,ButlDa99,fumbles_rec_yds,0,,,,,
player,201012260buf,nwe,ButlDa99,fumbles_rec_td,0,,,,,
player,201012260buf,nwe,ButlDa99,fumbles_forced,0,,,,,
player,201012260buf,nwe,WarrGe20,def_int,,,,,,
player,201012260buf,nwe,WarrGe20,def_int_yds,,,,,,
player,201012260buf,nwe,WarrGe20,def_int_td,,,,,,
player,201012260buf,nwe,WarrGe20,def_int_long,,,,,,
player,201012260buf,nwe,WarrGe20,pass_defended,0,,,,,
player,201012260buf,nwe,WarrGe20,sacks,0.0,,,,,
player,201012260buf,nwe,WarrGe20,tackles_combined,2,,,,,
player,201012260buf,nwe,WarrGe20,tackles_solo,1,,,,,
player,201012260buf,nwe,WarrGe20,tackles_assists,1,,,,,
player,201012260buf,nwe,WarrGe20,tackles_loss,0,,,,,
player,201012260buf,nwe,WarrGe20,qb_hits,0,,,,,
player,201012260buf,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201012260buf,nwe,WarrGe20,fumbles_rec_yds,,,,,,
player,201012260buf,nwe,WarrGe20,fumbles_rec_td,,,,,,
player,201012260buf,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201012260buf,buf,KelsCh21,def_int,0,,,,,
player,201012260buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201012260buf,buf,KelsCh21,def_int_td,0,,,,,
player,201012260buf,buf,KelsCh21,def_int_long,0,,,,,
player,201012260buf,buf,KelsCh21,pass_defended,1,,,,,
player,201012260buf,buf,KelsCh21,sacks,1.0,,,,,
player,201012260buf,buf,KelsCh21,tackles_combined,3,,,,,
player,201012260buf,buf,KelsCh21,tackles_solo,1,,,,,
player,201012260buf,buf,KelsCh21,tackles_assists,2,,,,,
player,201012260buf,buf,KelsCh21,tackles_loss,1,,,,,
player,201012260buf,buf,KelsCh21,qb_hits,1,,,,,
player,201012260buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201012260buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201012260buf,buf,KelsCh21,fumbles_forced,0,,,,,
player,201012260buf,buf,AyodAk20,def_int,0,,,,,
player,201012260buf,buf,AyodAk20,def_int_yds,0,,,,,
player,201012260buf,buf,AyodAk20,def_int_td,0,,,,,
player,201012260buf,buf,AyodAk20,def_int_long,0,,,,,
player,201012260buf,buf,AyodAk20,pass_defended,0,,,,,
player,201012260buf,buf,AyodAk20,sacks,0.0,,,,,
player,201012260buf,buf,AyodAk20,tackles_combined,17,,,,,
player,201012260buf,buf,AyodAk20,tackles_solo,11,,,,,
player,201012260buf,buf,AyodAk20,tackles_assists,6,,,,,
player,201012260buf,buf,AyodAk20,tackles_loss,1,,,,,
player,201012260buf,buf,AyodAk20,qb_hits,0,,,,,
player,201012260buf,buf,AyodAk20,fumbles_rec,0,,,,,
player,201012260buf,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201012260buf,buf,AyodAk20,fumbles_forced,0,,,,,
player,201012260buf,buf,PoluPa99,def_int,0,,,,,
player,201012260buf,buf,PoluPa99,def_int_yds,0,,,,,
player,201012260buf,buf,PoluPa99,def_int_td,0,,,,,
player,201012260buf,buf,PoluPa99,def_int_long,0,,,,,
player,201012260buf,buf,PoluPa99,pass_defended,0,,,,,
player,201012260buf,buf,PoluPa99,sacks,0.0,,,,,
player,201012260buf,buf,PoluPa99,tackles_combined,13,,,,,
player,201012260buf,buf,PoluPa99,tackles_solo,7,,,,,
player,201012260buf,buf,PoluPa99,tackles_assists,6,,,,,
player,201012260buf,buf,PoluPa99,tackles_loss,0,,,,,
player,201012260buf,buf,PoluPa99,qb_hits,0,,,,,
player,201012260buf,buf,PoluPa99,fumbles_rec,0,,,,,
player,201012260buf,buf,PoluPa99,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,PoluPa99,fumbles_rec_td,0,,,,,
player,201012260buf,buf,PoluPa99,fumbles_forced,0,,,,,
player,201012260buf,buf,WhitDo20,def_int,0,,,,,
player,201012260buf,buf,WhitDo20,def_int_yds,0,,,,,
player,201012260buf,buf,WhitDo20,def_int_td,0,,,,,
player,201012260buf,buf,WhitDo20,def_int_long,0,,,,,
player,201012260buf,buf,WhitDo20,pass_defended,1,,,,,
player,201012260buf,buf,WhitDo20,sacks,0.0,,,,,
player,201012260buf,buf,WhitDo20,tackles_combined,12,,,,,
player,201012260buf,buf,WhitDo20,tackles_solo,9,,,,,
player,201012260buf,buf,WhitDo20,tackles_assists,3,,,,,
player,201012260buf,buf,WhitDo20,tackles_loss,0,,,,,
player,201012260buf,buf,WhitDo20,qb_hits,0,,,,,
player,201012260buf,buf,WhitDo20,fumbles_rec,0,,,,,
player,201012260buf,buf,WhitDo20,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,WhitDo20,fumbles_rec_td,0,,,,,
player,201012260buf,buf,WhitDo20,fumbles_forced,0,,,,,
player,201012260buf,buf,ByrdJa99,def_int,0,,,,,
player,201012260buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201012260buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201012260buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201012260buf,buf,ByrdJa99,pass_defended,0,,,,,
player,201012260buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201012260buf,buf,ByrdJa99,tackles_combined,8,,,,,
player,201012260buf,buf,ByrdJa99,tackles_solo,6,,,,,
player,201012260buf,buf,ByrdJa99,tackles_assists,2,,,,,
player,201012260buf,buf,ByrdJa99,tackles_loss,0,,,,,
player,201012260buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201012260buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201012260buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201012260buf,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201012260buf,buf,FlorDr20,def_int,0,,,,,
player,201012260buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201012260buf,buf,FlorDr20,def_int_td,0,,,,,
player,201012260buf,buf,FlorDr20,def_int_long,0,,,,,
player,201012260buf,buf,FlorDr20,pass_defended,3,,,,,
player,201012260buf,buf,FlorDr20,sacks,0.0,,,,,
player,201012260buf,buf,FlorDr20,tackles_combined,5,,,,,
player,201012260buf,buf,FlorDr20,tackles_solo,3,,,,,
player,201012260buf,buf,FlorDr20,tackles_assists,2,,,,,
player,201012260buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201012260buf,buf,FlorDr20,qb_hits,0,,,,,
player,201012260buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201012260buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201012260buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201012260buf,buf,JohnSp20,def_int,0,,,,,
player,201012260buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201012260buf,buf,JohnSp20,def_int_td,0,,,,,
player,201012260buf,buf,JohnSp20,def_int_long,0,,,,,
player,201012260buf,buf,JohnSp20,pass_defended,0,,,,,
player,201012260buf,buf,JohnSp20,sacks,0.0,,,,,
player,201012260buf,buf,JohnSp20,tackles_combined,5,,,,,
player,201012260buf,buf,JohnSp20,tackles_solo,4,,,,,
player,201012260buf,buf,JohnSp20,tackles_assists,1,,,,,
player,201012260buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201012260buf,buf,JohnSp20,qb_hits,0,,,,,
player,201012260buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201012260buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201012260buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201012260buf,buf,StroMa01,def_int,0,,,,,
player,201012260buf,buf,StroMa01,def_int_yds,0,,,,,
player,201012260buf,buf,StroMa01,def_int_td,0,,,,,
player,201012260buf,buf,StroMa01,def_int_long,0,,,,,
player,201012260buf,buf,StroMa01,pass_defended,0,,,,,
player,201012260buf,buf,StroMa01,sacks,0.0,,,,,
player,201012260buf,buf,StroMa01,tackles_combined,4,,,,,
player,201012260buf,buf,StroMa01,tackles_solo,1,,,,,
player,201012260buf,buf,StroMa01,tackles_assists,3,,,,,
player,201012260buf,buf,StroMa01,tackles_loss,0,,,,,
player,201012260buf,buf,StroMa01,qb_hits,0,,,,,
player,201012260buf,buf,StroMa01,fumbles_rec,0,,,,,
player,201012260buf,buf,StroMa01,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,StroMa01,fumbles_rec_td,0,,,,,
player,201012260buf,buf,StroMa01,fumbles_forced,0,,,,,
player,201012260buf,buf,WillKy20,def_int,0,,,,,
player,201012260buf,buf,WillKy20,def_int_yds,0,,,,,
player,201012260buf,buf,WillKy20,def_int_td,0,,,,,
player,201012260buf,buf,WillKy20,def_int_long,0,,,,,
player,201012260buf,buf,WillKy20,pass_defended,0,,,,,
player,201012260buf,buf,WillKy20,sacks,0.0,,,,,
player,201012260buf,buf,WillKy20,tackles_combined,4,,,,,
player,201012260buf,buf,WillKy20,tackles_solo,3,,,,,
player,201012260buf,buf,WillKy20,tackles_assists,1,,,,,
player,201012260buf,buf,WillKy20,tackles_loss,0,,,,,
player,201012260buf,buf,WillKy20,qb_hits,0,,,,,
player,201012260buf,buf,WillKy20,fumbles_rec,0,,,,,
player,201012260buf,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201012260buf,buf,WillKy20,fumbles_forced,0,,,,,
player,201012260buf,buf,MoatAr00,def_int,0,,,,,
player,201012260buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201012260buf,buf,MoatAr00,def_int_td,0,,,,,
player,201012260buf,buf,MoatAr00,def_int_long,0,,,,,
player,201012260buf,buf,MoatAr00,pass_defended,0,,,,,
player,201012260buf,buf,MoatAr00,sacks,0.0,,,,,
player,201012260buf,buf,MoatAr00,tackles_combined,2,,,,,
player,201012260buf,buf,MoatAr00,tackles_solo,1,,,,,
player,201012260buf,buf,MoatAr00,tackles_assists,1,,,,,
player,201012260buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201012260buf,buf,MoatAr00,qb_hits,0,,,,,
player,201012260buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201012260buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201012260buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201012260buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201012260buf,buf,WilsGe01,def_int,0,,,,,
player,201012260buf,buf,WilsGe01,def_int_yds,0,,,,,
player,201012260buf,buf,WilsGe01,def_int_td,0,,,,,
player,201012260buf,buf,WilsGe01,def_int_long,0,,,,,
player,201012260buf,buf,WilsGe01,pass_defended,0,,,,,
player,201012260buf,buf,WilsGe01,sacks,0.0,,,,,
player,201012260buf,buf,WilsGe01,tackles_combined,2,,,,,
player,201012260buf,buf,WilsGe01,tackles_solo,1,,,,,
player,201012260buf,buf,WilsGe01,tackles_assists,1,,,,,
player,201012260buf,buf,WilsGe01,tackles_loss,0,,,,,
player,201012260buf,buf,WilsGe01,qb_hits,0,,,,,
player,201012260buf,buf,WilsGe01,fumbles_rec,0,,,,,
