game,2010,3,20100926,201009260car,cin,"Cincinnati Bengals",20,car,"Carolina Panthers",7
player,201009260car,cin,BensCe00,rec_long,7,,,,,
player,201009260car,cin,BensCe00,fumbles,1,,,,,
player,201009260car,cin,BensCe00,fumbles_lost,0,,,,,
player,201009260car,cin,LeonBr00,pass_cmp,0,,,,,
player,201009260car,cin,LeonBr00,pass_att,0,,,,,
player,201009260car,cin,LeonBr00,pass_yds,0,,,,,
player,201009260car,cin,LeonBr00,pass_td,0,,,,,
player,201009260car,cin,LeonBr00,pass_int,0,,,,,
player,201009260car,cin,LeonBr00,pass_sacked,,,,,,
player,201009260car,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201009260car,cin,LeonBr00,pass_long,0,,,,,
player,201009260car,cin,LeonBr00,pass_rating,,,,,,
player,201009260car,cin,LeonBr00,rush_att,3,,,,,
player,201009260car,cin,LeonBr00,rush_yds,16,,,,,
player,201009260car,cin,LeonBr00,rush_td,0,,,,,
player,201009260car,cin,LeonBr00,rush_long,6,,,,,
player,201009260car,cin,LeonBr00,targets,2,,,,,
player,201009260car,cin,LeonBr00,rec,1,,,,,
player,201009260car,cin,LeonBr00,rec_yds,6,,,,,
player,201009260car,cin,LeonBr00,rec_td,0,,,,,
player,201009260car,cin,LeonBr00,rec_long,6,,,,,
player,201009260car,cin,LeonBr00,fumbles,0,,,,,
player,201009260car,cin,LeonBr00,fumbles_lost,,,,,,
player,201009260car,cin,ScotBe00,pass_cmp,0,,,,,
player,201009260car,cin,ScotBe00,pass_att,0,,,,,
player,201009260car,cin,ScotBe00,pass_yds,0,,,,,
player,201009260car,cin,ScotBe00,pass_td,0,,,,,
player,201009260car,cin,ScotBe00,pass_int,0,,,,,
player,201009260car,cin,ScotBe00,pass_sacked,,,,,,
player,201009260car,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201009260car,cin,ScotBe00,pass_long,0,,,,,
player,201009260car,cin,ScotBe00,pass_rating,,,,,,
player,201009260car,cin,ScotBe00,rush_att,2,,,,,
player,201009260car,cin,ScotBe00,rush_yds,15,,,,,
player,201009260car,cin,ScotBe00,rush_td,0,,,,,
player,201009260car,cin,ScotBe00,rush_long,12,,,,,
player,201009260car,cin,ScotBe00,targets,0,,,,,
player,201009260car,cin,ScotBe00,rec,0,,,,,
player,201009260car,cin,ScotBe00,rec_yds,0,,,,,
player,201009260car,cin,ScotBe00,rec_td,0,,,,,
player,201009260car,cin,ScotBe00,rec_long,0,,,,,
player,201009260car,cin,ScotBe00,fumbles,0,,,,,
player,201009260car,cin,ScotBe00,fumbles_lost,,,,,,
player,201009260car,cin,GresJe00,pass_cmp,0,,,,,
player,201009260car,cin,GresJe00,pass_att,0,,,,,
player,201009260car,cin,GresJe00,pass_yds,0,,,,,
player,201009260car,cin,GresJe00,pass_td,0,,,,,
player,201009260car,cin,GresJe00,pass_int,0,,,,,
player,201009260car,cin,GresJe00,pass_sacked,,,,,,
player,201009260car,cin,GresJe00,pass_sacked_yds,,,,,,
player,201009260car,cin,GresJe00,pass_long,0,,,,,
player,201009260car,cin,GresJe00,pass_rating,,,,,,
player,201009260car,cin,GresJe00,rush_att,0,,,,,
player,201009260car,cin,GresJe00,rush_yds,0,,,,,
player,201009260car,cin,GresJe00,rush_td,0,,,,,
player,201009260car,cin,GresJe00,rush_long,0,,,,,
player,201009260car,cin,GresJe00,targets,6,,,,,
player,201009260car,cin,GresJe00,rec,4,,,,,
player,201009260car,cin,GresJe00,rec_yds,59,,,,,
player,201009260car,cin,GresJe00,rec_td,0,,,,,
player,201009260car,cin,GresJe00,rec_long,27,,,,,
player,201009260car,cin,GresJe00,fumbles,0,,,,,
player,201009260car,cin,GresJe00,fumbles_lost,,,,,,
player,201009260car,cin,OwenTe00,pass_cmp,0,,,,,
player,201009260car,cin,OwenTe00,pass_att,0,,,,,
player,201009260car,cin,OwenTe00,pass_yds,0,,,,,
player,201009260car,cin,OwenTe00,pass_td,0,,,,,
player,201009260car,cin,OwenTe00,pass_int,0,,,,,
player,201009260car,cin,OwenTe00,pass_sacked,,,,,,
player,201009260car,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201009260car,cin,OwenTe00,pass_long,0,,,,,
player,201009260car,cin,OwenTe00,pass_rating,,,,,,
player,201009260car,cin,OwenTe00,rush_att,0,,,,,
player,201009260car,cin,OwenTe00,rush_yds,0,,,,,
player,201009260car,cin,OwenTe00,rush_td,0,,,,,
player,201009260car,cin,OwenTe00,rush_long,0,,,,,
player,201009260car,cin,OwenTe00,targets,9,,,,,
player,201009260car,cin,OwenTe00,rec,4,,,,,
player,201009260car,cin,OwenTe00,rec_yds,42,,,,,
player,201009260car,cin,OwenTe00,rec_td,0,,,,,
player,201009260car,cin,OwenTe00,rec_long,17,,,,,
player,201009260car,cin,OwenTe00,fumbles,0,,,,,
player,201009260car,cin,OwenTe00,fumbles_lost,,,,,,
player,201009260car,cin,ShipJo00,pass_cmp,0,,,,,
player,201009260car,cin,ShipJo00,pass_att,0,,,,,
player,201009260car,cin,ShipJo00,pass_yds,0,,,,,
player,201009260car,cin,ShipJo00,pass_td,0,,,,,
player,201009260car,cin,ShipJo00,pass_int,0,,,,,
player,201009260car,cin,ShipJo00,pass_sacked,,,,,,
player,201009260car,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201009260car,cin,ShipJo00,pass_long,0,,,,,
player,201009260car,cin,ShipJo00,pass_rating,,,,,,
player,201009260car,cin,ShipJo00,rush_att,0,,,,,
player,201009260car,cin,ShipJo00,rush_yds,0,,,,,
player,201009260car,cin,ShipJo00,rush_td,0,,,,,
player,201009260car,cin,ShipJo00,rush_long,0,,,,,
player,201009260car,cin,ShipJo00,targets,3,,,,,
player,201009260car,cin,ShipJo00,rec,3,,,,,
player,201009260car,cin,ShipJo00,rec_yds,37,,,,,
player,201009260car,cin,ShipJo00,rec_td,0,,,,,
player,201009260car,cin,ShipJo00,rec_long,22,,,,,
player,201009260car,cin,ShipJo00,fumbles,0,,,,,
player,201009260car,cin,ShipJo00,fumbles_lost,,,,,,
player,201009260car,cin,JohnCh01,pass_cmp,0,,,,,
player,201009260car,cin,JohnCh01,pass_att,0,,,,,
player,201009260car,cin,JohnCh01,pass_yds,0,,,,,
player,201009260car,cin,JohnCh01,pass_td,0,,,,,
player,201009260car,cin,JohnCh01,pass_int,0,,,,,
player,201009260car,cin,JohnCh01,pass_sacked,0,,,,,
player,201009260car,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201009260car,cin,JohnCh01,pass_long,0,,,,,
player,201009260car,cin,JohnCh01,pass_rating,,,,,,
player,201009260car,cin,JohnCh01,rush_att,0,,,,,
player,201009260car,cin,JohnCh01,rush_yds,0,,,,,
player,201009260car,cin,JohnCh01,rush_td,0,,,,,
player,201009260car,cin,JohnCh01,rush_long,0,,,,,
player,201009260car,cin,JohnCh01,targets,12,,,,,
player,201009260car,cin,JohnCh01,rec,4,,,,,
player,201009260car,cin,JohnCh01,rec_yds,34,,,,,
player,201009260car,cin,JohnCh01,rec_td,0,,,,,
player,201009260car,cin,JohnCh01,rec_long,13,,,,,
player,201009260car,cin,JohnCh01,fumbles,0,,,,,
player,201009260car,cin,JohnCh01,fumbles_lost,,,,,,
player,201009260car,cin,CaldAn00,pass_cmp,0,,,,,
player,201009260car,cin,CaldAn00,pass_att,0,,,,,
player,201009260car,cin,CaldAn00,pass_yds,0,,,,,
player,201009260car,cin,CaldAn00,pass_td,0,,,,,
player,201009260car,cin,CaldAn00,pass_int,0,,,,,
player,201009260car,cin,CaldAn00,pass_sacked,,,,,,
player,201009260car,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201009260car,cin,CaldAn00,pass_long,0,,,,,
player,201009260car,cin,CaldAn00,pass_rating,,,,,,
player,201009260car,cin,CaldAn00,rush_att,0,,,,,
player,201009260car,cin,CaldAn00,rush_yds,0,,,,,
player,201009260car,cin,CaldAn00,rush_td,0,,,,,
player,201009260car,cin,CaldAn00,rush_long,0,,,,,
player,201009260car,cin,CaldAn00,targets,2,,,,,
player,201009260car,cin,CaldAn00,rec,1,,,,,
player,201009260car,cin,CaldAn00,rec_yds,8,,,,,
player,201009260car,cin,CaldAn00,rec_td,0,,,,,
player,201009260car,cin,CaldAn00,rec_long,8,,,,,
player,201009260car,cin,CaldAn00,fumbles,0,,,,,
player,201009260car,cin,CaldAn00,fumbles_lost,,,,,,
player,201009260car,car,ClauJi00,pass_cmp,16,,,,,
player,201009260car,car,ClauJi00,pass_att,33,,,,,
player,201009260car,car,ClauJi00,pass_yds,188,,,,,
player,201009260car,car,ClauJi00,pass_td,0,,,,,
player,201009260car,car,ClauJi00,pass_int,1,,,,,
player,201009260car,car,ClauJi00,pass_sacked,1,,,,,
player,201009260car,car,ClauJi00,pass_sacked_yds,8,,,,,
player,201009260car,car,ClauJi00,pass_long,44,,,,,
player,201009260car,car,ClauJi00,pass_rating,53.6,,,,,
player,201009260car,car,ClauJi00,rush_att,6,,,,,
player,201009260car,car,ClauJi00,rush_yds,10,,,,,
player,201009260car,car,ClauJi00,rush_td,0,,,,,
player,201009260car,car,ClauJi00,rush_long,5,,,,,
player,201009260car,car,ClauJi00,targets,0,,,,,
player,201009260car,car,ClauJi00,rec,0,,,,,
player,201009260car,car,ClauJi00,rec_yds,0,,,,,
player,201009260car,car,ClauJi00,rec_td,0,,,,,
player,201009260car,car,ClauJi00,rec_long,0,,,,,
player,201009260car,car,ClauJi00,fumbles,3,,,,,
player,201009260car,car,ClauJi00,fumbles_lost,2,,,,,
player,201009260car,car,WillDe02,pass_cmp,0,,,,,
player,201009260car,car,WillDe02,pass_att,0,,,,,
player,201009260car,car,WillDe02,pass_yds,0,,,,,
player,201009260car,car,WillDe02,pass_td,0,,,,,
player,201009260car,car,WillDe02,pass_int,0,,,,,
player,201009260car,car,WillDe02,pass_sacked,,,,,,
player,201009260car,car,WillDe02,pass_sacked_yds,,,,,,
player,201009260car,car,WillDe02,pass_long,0,,,,,
player,201009260car,car,WillDe02,pass_rating,,,,,,
player,201009260car,car,WillDe02,rush_att,10,,,,,
player,201009260car,car,WillDe02,rush_yds,64,,,,,
player,201009260car,car,WillDe02,rush_td,0,,,,,
player,201009260car,car,WillDe02,rush_long,26,,,,,
player,201009260car,car,WillDe02,targets,0,,,,,
player,201009260car,car,WillDe02,rec,0,,,,,
player,201009260car,car,WillDe02,rec_yds,0,,,,,
player,201009260car,car,WillDe02,rec_td,0,,,,,
player,201009260car,car,WillDe02,rec_long,0,,,,,
player,201009260car,car,WillDe02,fumbles,0,,,,,
player,201009260car,car,WillDe02,fumbles_lost,,,,,,
player,201009260car,car,StewJo00,pass_cmp,0,,,,,
player,201009260car,car,StewJo00,pass_att,0,,,,,
player,201009260car,car,StewJo00,pass_yds,0,,,,,
player,201009260car,car,StewJo00,pass_td,0,,,,,
player,201009260car,car,StewJo00,pass_int,0,,,,,
player,201009260car,car,StewJo00,pass_sacked,,,,,,
player,201009260car,car,StewJo00,pass_sacked_yds,,,,,,
player,201009260car,car,StewJo00,pass_long,0,,,,,
player,201009260car,car,StewJo00,pass_rating,,,,,,
player,201009260car,car,StewJo00,rush_att,8,,,,,
player,201009260car,car,StewJo00,rush_yds,13,,,,,
player,201009260car,car,StewJo00,rush_td,1,,,,,
player,201009260car,car,StewJo00,rush_long,7,,,,,
player,201009260car,car,StewJo00,targets,2,,,,,
player,201009260car,car,StewJo00,rec,2,,,,,
player,201009260car,car,StewJo00,rec_yds,18,,,,,
player,201009260car,car,StewJo00,rec_td,0,,,,,
player,201009260car,car,StewJo00,rec_long,15,,,,,
player,201009260car,car,StewJo00,fumbles,1,,,,,
player,201009260car,car,StewJo00,fumbles_lost,1,,,,,
player,201009260car,car,GoodMi00,pass_cmp,0,,,,,
player,201009260car,car,GoodMi00,pass_att,0,,,,,
player,201009260car,car,GoodMi00,pass_yds,0,,,,,
player,201009260car,car,GoodMi00,pass_td,0,,,,,
player,201009260car,car,GoodMi00,pass_int,0,,,,,
player,201009260car,car,GoodMi00,pass_sacked,,,,,,
player,201009260car,car,GoodMi00,pass_sacked_yds,,,,,,
player,201009260car,car,GoodMi00,pass_long,0,,,,,
player,201009260car,car,GoodMi00,pass_rating,,,,,,
player,201009260car,car,GoodMi00,rush_att,0,,,,,
player,201009260car,car,GoodMi00,rush_yds,0,,,,,
player,201009260car,car,GoodMi00,rush_td,0,,,,,
player,201009260car,car,GoodMi00,rush_long,0,,,,,
player,201009260car,car,GoodMi00,targets,8,,,,,
player,201009260car,car,GoodMi00,rec,4,,,,,
player,201009260car,car,GoodMi00,rec_yds,47,,,,,
player,201009260car,car,GoodMi00,rec_td,0,,,,,
player,201009260car,car,GoodMi00,rec_long,20,,,,,
player,201009260car,car,GoodMi00,fumbles,0,,,,,
player,201009260car,car,GoodMi00,fumbles_lost,,,,,,
player,201009260car,car,LaFeBr00,pass_cmp,0,,,,,
player,201009260car,car,LaFeBr00,pass_att,0,,,,,
player,201009260car,car,LaFeBr00,pass_yds,0,,,,,
player,201009260car,car,LaFeBr00,pass_td,0,,,,,
player,201009260car,car,LaFeBr00,pass_int,0,,,,,
player,201009260car,car,LaFeBr00,pass_sacked,0,,,,,
player,201009260car,car,LaFeBr00,pass_sacked_yds,,,,,,
player,201009260car,car,LaFeBr00,pass_long,0,,,,,
player,201009260car,car,LaFeBr00,pass_rating,,,,,,
player,201009260car,car,LaFeBr00,rush_att,0,,,,,
player,201009260car,car,LaFeBr00,rush_yds,0,,,,,
player,201009260car,car,LaFeBr00,rush_td,0,,,,,
player,201009260car,car,LaFeBr00,rush_long,0,,,,,
player,201009260car,car,LaFeBr00,targets,6,,,,,
player,201009260car,car,LaFeBr00,rec,1,,,,,
player,201009260car,car,LaFeBr00,rec_yds,44,,,,,
player,201009260car,car,LaFeBr00,rec_td,0,,,,,
player,201009260car,car,LaFeBr00,rec_long,44,,,,,
player,201009260car,car,LaFeBr00,fumbles,0,,,,,
player,201009260car,car,LaFeBr00,fumbles_lost,,,,,,
player,201009260car,car,GettDa00,pass_cmp,0,,,,,
player,201009260car,car,GettDa00,pass_att,0,,,,,
player,201009260car,car,GettDa00,pass_yds,0,,,,,
player,201009260car,car,GettDa00,pass_td,0,,,,,
player,201009260car,car,GettDa00,pass_int,0,,,,,
player,201009260car,car,GettDa00,pass_sacked,,,,,,
player,201009260car,car,GettDa00,pass_sacked_yds,,,,,,
player,201009260car,car,GettDa00,pass_long,0,,,,,
player,201009260car,car,GettDa00,pass_rating,,,,,,
player,201009260car,car,GettDa00,rush_att,0,,,,,
player,201009260car,car,GettDa00,rush_yds,0,,,,,
player,201009260car,car,GettDa00,rush_td,0,,,,,
player,201009260car,car,GettDa00,rush_long,0,,,,,
player,201009260car,car,GettDa00,targets,5,,,,,
player,201009260car,car,GettDa00,rec,3,,,,,
player,201009260car,car,GettDa00,rec_yds,32,,,,,
player,201009260car,car,GettDa00,rec_td,0,,,,,
player,201009260car,car,GettDa00,rec_long,14,,,,,
player,201009260car,car,GettDa00,fumbles,0,,,,,
player,201009260car,car,GettDa00,fumbles_lost,,,,,,
player,201009260car,car,SmitSt01,pass_cmp,0,,,,,
player,201009260car,car,SmitSt01,pass_att,0,,,,,
player,201009260car,car,SmitSt01,pass_yds,0,,,,,
player,201009260car,car,SmitSt01,pass_td,0,,,,,
player,201009260car,car,SmitSt01,pass_int,0,,,,,
player,201009260car,car,SmitSt01,pass_sacked,,,,,,
player,201009260car,car,SmitSt01,pass_sacked_yds,,,,,,
player,201009260car,car,SmitSt01,pass_long,0,,,,,
player,201009260car,car,SmitSt01,pass_rating,,,,,,
player,201009260car,car,SmitSt01,rush_att,0,,,,,
player,201009260car,car,SmitSt01,rush_yds,0,,,,,
player,201009260car,car,SmitSt01,rush_td,0,,,,,
player,201009260car,car,SmitSt01,rush_long,0,,,,,
player,201009260car,car,SmitSt01,targets,5,,,,,
player,201009260car,car,SmitSt01,rec,3,,,,,
player,201009260car,car,SmitSt01,rec_yds,22,,,,,
player,201009260car,car,SmitSt01,rec_td,0,,,,,
player,201009260car,car,SmitSt01,rec_long,11,,,,,
player,201009260car,car,SmitSt01,fumbles,0,,,,,
player,201009260car,car,SmitSt01,fumbles_lost,,,,,,
player,201009260car,car,KingJe00,pass_cmp,0,,,,,
player,201009260car,car,KingJe00,pass_att,0,,,,,
player,201009260car,car,KingJe00,pass_yds,0,,,,,
player,201009260car,car,KingJe00,pass_td,0,,,,,
player,201009260car,car,KingJe00,pass_int,0,,,,,
player,201009260car,car,KingJe00,pass_sacked,,,,,,
player,201009260car,car,KingJe00,pass_sacked_yds,,,,,,
player,201009260car,car,KingJe00,pass_long,0,,,,,
player,201009260car,car,KingJe00,pass_rating,,,,,,
player,201009260car,car,KingJe00,rush_att,0,,,,,
player,201009260car,car,KingJe00,rush_yds,0,,,,,
player,201009260car,car,KingJe00,rush_td,0,,,,,
player,201009260car,car,KingJe00,rush_long,0,,,,,
player,201009260car,car,KingJe00,targets,3,,,,,
player,201009260car,car,KingJe00,rec,1,,,,,
player,201009260car,car,KingJe00,rec_yds,13,,,,,
player,201009260car,car,KingJe00,rec_td,0,,,,,
player,201009260car,car,KingJe00,rec_long,13,,,,,
player,201009260car,car,KingJe00,fumbles,0,,,,,
player,201009260car,car,KingJe00,fumbles_lost,,,,,,
player,201009260car,car,RosaDa00,pass_cmp,0,,,,,
player,201009260car,car,RosaDa00,pass_att,0,,,,,
player,201009260car,car,RosaDa00,pass_yds,0,,,,,
player,201009260car,car,RosaDa00,pass_td,0,,,,,
player,201009260car,car,RosaDa00,pass_int,0,,,,,
player,201009260car,car,RosaDa00,pass_sacked,,,,,,
player,201009260car,car,RosaDa00,pass_sacked_yds,,,,,,
player,201009260car,car,RosaDa00,pass_long,0,,,,,
player,201009260car,car,RosaDa00,pass_rating,,,,,,
player,201009260car,car,RosaDa00,rush_att,0,,,,,
player,201009260car,car,RosaDa00,rush_yds,0,,,,,
player,201009260car,car,RosaDa00,rush_td,0,,,,,
player,201009260car,car,RosaDa00,rush_long,0,,,,,
player,201009260car,car,RosaDa00,targets,3,,,,,
player,201009260car,car,RosaDa00,rec,2,,,,,
player,201009260car,car,RosaDa00,rec_yds,12,,,,,
player,201009260car,car,RosaDa00,rec_td,0,,,,,
player,201009260car,car,RosaDa00,rec_long,8,,,,,
player,201009260car,car,RosaDa00,fumbles,0,,,,,
player,201009260car,car,RosaDa00,fumbles_lost,,,,,,
player,201009260car,cin,HallLe98,def_int,1,,,,,
player,201009260car,cin,HallLe98,def_int_yds,0,,,,,
player,201009260car,cin,HallLe98,def_int_td,0,,,,,
player,201009260car,cin,HallLe98,def_int_long,0,,,,,
player,201009260car,cin,HallLe98,pass_defended,2,,,,,
player,201009260car,cin,HallLe98,sacks,0.0,,,,,
player,201009260car,cin,HallLe98,tackles_combined,6,,,,,
player,201009260car,cin,HallLe98,tackles_solo,4,,,,,
player,201009260car,cin,HallLe98,tackles_assists,2,,,,,
player,201009260car,cin,HallLe98,tackles_loss,0,,,,,
player,201009260car,cin,HallLe98,qb_hits,1,,,,,
player,201009260car,cin,HallLe98,fumbles_rec,0,,,,,
player,201009260car,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201009260car,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201009260car,cin,HallLe98,fumbles_forced,0,,,,,
player,201009260car,cin,RuckFr99,def_int,0,,,,,
player,201009260car,cin,RuckFr99,def_int_yds,0,,,,,
player,201009260car,cin,RuckFr99,def_int_td,0,,,,,
player,201009260car,cin,RuckFr99,def_int_long,0,,,,,
player,201009260car,cin,RuckFr99,pass_defended,1,,,,,
player,201009260car,cin,RuckFr99,sacks,1.0,,,,,
player,201009260car,cin,RuckFr99,tackles_combined,2,,,,,
player,201009260car,cin,RuckFr99,tackles_solo,2,,,,,
player,201009260car,cin,RuckFr99,tackles_assists,0,,,,,
player,201009260car,cin,RuckFr99,tackles_loss,1,,,,,
player,201009260car,cin,RuckFr99,qb_hits,1,,,,,
player,201009260car,cin,RuckFr99,fumbles_rec,0,,,,,
player,201009260car,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201009260car,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201009260car,cin,RuckFr99,fumbles_forced,0,,,,,
player,201009260car,cin,MauaRe99,def_int,0,,,,,
player,201009260car,cin,MauaRe99,def_int_yds,0,,,,,
player,201009260car,cin,MauaRe99,def_int_td,0,,,,,
player,201009260car,cin,MauaRe99,def_int_long,0,,,,,
player,201009260car,cin,MauaRe99,pass_defended,0,,,,,
player,201009260car,cin,MauaRe99,sacks,0.0,,,,,
player,201009260car,cin,MauaRe99,tackles_combined,6,,,,,
player,201009260car,cin,MauaRe99,tackles_solo,4,,,,,
player,201009260car,cin,MauaRe99,tackles_assists,2,,,,,
player,201009260car,cin,MauaRe99,tackles_loss,0,,,,,
player,201009260car,cin,MauaRe99,qb_hits,0,,,,,
player,201009260car,cin,MauaRe99,fumbles_rec,0,,,,,
player,201009260car,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201009260car,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201009260car,cin,MauaRe99,fumbles_forced,0,,,,,
player,201009260car,cin,JoneDh20,def_int,0,,,,,
player,201009260car,cin,JoneDh20,def_int_yds,0,,,,,
player,201009260car,cin,JoneDh20,def_int_td,0,,,,,
player,201009260car,cin,JoneDh20,def_int_long,0,,,,,
player,201009260car,cin,JoneDh20,pass_defended,0,,,,,
player,201009260car,cin,JoneDh20,sacks,0.0,,,,,
player,201009260car,cin,JoneDh20,tackles_combined,5,,,,,
player,201009260car,cin,JoneDh20,tackles_solo,3,,,,,
player,201009260car,cin,JoneDh20,tackles_assists,2,,,,,
player,201009260car,cin,JoneDh20,tackles_loss,0,,,,,
player,201009260car,cin,JoneDh20,qb_hits,0,,,,,
player,201009260car,cin,JoneDh20,fumbles_rec,0,,,,,
player,201009260car,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201009260car,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201009260car,cin,JoneDh20,fumbles_forced,1,,,,,
player,201009260car,cin,NdukCh99,def_int,0,,,,,
player,201009260car,cin,NdukCh99,def_int_yds,0,,,,,
player,201009260car,cin,NdukCh99,def_int_td,0,,,,,
player,201009260car,cin,NdukCh99,def_int_long,0,,,,,
player,201009260car,cin,NdukCh99,pass_defended,0,,,,,
player,201009260car,cin,NdukCh99,sacks,0.0,,,,,
player,201009260car,cin,NdukCh99,tackles_combined,5,,,,,
player,201009260car,cin,NdukCh99,tackles_solo,3,,,,,
player,201009260car,cin,NdukCh99,tackles_assists,2,,,,,
player,201009260car,cin,NdukCh99,tackles_loss,0,,,,,
player,201009260car,cin,NdukCh99,qb_hits,0,,,,,
player,201009260car,cin,NdukCh99,fumbles_rec,0,,,,,
player,201009260car,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201009260car,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201009260car,cin,NdukCh99,fumbles_forced,0,,,,,
player,201009260car,cin,RiveKe99,def_int,0,,,,,
player,201009260car,cin,RiveKe99,def_int_yds,0,,,,,
player,201009260car,cin,RiveKe99,def_int_td,0,,,,,
player,201009260car,cin,RiveKe99,def_int_long,0,,,,,
player,201009260car,cin,RiveKe99,pass_defended,0,,,,,
player,201009260car,cin,RiveKe99,sacks,0.0,,,,,
player,201009260car,cin,RiveKe99,tackles_combined,5,,,,,
player,201009260car,cin,RiveKe99,tackles_solo,3,,,,,
player,201009260car,cin,RiveKe99,tackles_assists,2,,,,,
player,201009260car,cin,RiveKe99,tackles_loss,0,,,,,
player,201009260car,cin,RiveKe99,qb_hits,0,,,,,
player,201009260car,cin,RiveKe99,fumbles_rec,0,,,,,
player,201009260car,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201009260car,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201009260car,cin,RiveKe99,fumbles_forced,0,,,,,
player,201009260car,cin,JohnMi98,def_int,0,,,,,
player,201009260car,cin,JohnMi98,def_int_yds,0,,,,,
player,201009260car,cin,JohnMi98,def_int_td,0,,,,,
