game,2010,17,20110102,201101020det,min,"Minnesota Vikings",13,det,"Detroit Lions",20
team,201101020det,min,First Downs,16,,,,,,
team,201101020det,det,First Downs,22,,,,,,
team,201101020det,min,Rush-Yds-TDs,24-74-0,,,,,,
team,201101020det,det,Rush-Yds-TDs,27-107-1,,,,,,
team,201101020det,min,Cmp-Att-Yd-TD-INT,20-32-145-0-1,,,,,,
team,201101020det,det,Cmp-Att-Yd-TD-INT,28-39-258-1-1,,,,,,
team,201101020det,min,Sacked-Yards,3-8,,,,,,
team,201101020det,det,Sacked-Yards,1-8,,,,,,
team,201101020det,min,Net Pass Yards,137,,,,,,
team,201101020det,det,Net Pass Yards,250,,,,,,
team,201101020det,min,Total Yards,211,,,,,,
team,201101020det,det,Total Yards,357,,,,,,
team,201101020det,min,Fumbles-Lost,0-0,,,,,,
team,201101020det,det,Fumbles-Lost,1-1,,,,,,
team,201101020det,min,Turnovers,1,,,,,,
team,201101020det,det,Turnovers,2,,,,,,
team,201101020det,min,Penalties-Yards,3-25,,,,,,
team,201101020det,det,Penalties-Yards,5-33,,,,,,
team,201101020det,min,Third Down Conv.,6-14,,,,,,
team,201101020det,det,Third Down Conv.,9-15,,,,,,
team,201101020det,min,Fourth Down Conv.,0-0,,,,,,
team,201101020det,det,Fourth Down Conv.,0-0,,,,,,
team,201101020det,min,Time of Possession,29:08,,,,,,
team,201101020det,det,Time of Possession,30:52,,,,,,
player,201101020det,min,WebbJo00,pass_cmp,20,,,,,
player,201101020det,min,WebbJo00,pass_att,32,,,,,
player,201101020det,min,WebbJo00,pass_yds,145,,,,,
player,201101020det,min,WebbJo00,pass_td,0,,,,,
player,201101020det,min,WebbJo00,pass_int,1,,,,,
player,201101020det,min,WebbJo00,pass_sacked,3,,,,,
player,201101020det,min,WebbJo00,pass_sacked_yds,8,,,,,
player,201101020det,min,WebbJo00,pass_long,20,,,,,
player,201101020det,min,WebbJo00,pass_rating,60.0,,,,,
player,201101020det,min,WebbJo00,rush_att,5,,,,,
player,201101020det,min,WebbJo00,rush_yds,35,,,,,
player,201101020det,min,WebbJo00,rush_td,0,,,,,
player,201101020det,min,WebbJo00,rush_long,12,,,,,
player,201101020det,min,WebbJo00,targets,0,,,,,
player,201101020det,min,WebbJo00,rec,0,,,,,
player,201101020det,min,WebbJo00,rec_yds,0,,,,,
player,201101020det,min,WebbJo00,rec_td,0,,,,,
player,201101020det,min,WebbJo00,rec_long,0,,,,,
player,201101020det,min,WebbJo00,fumbles,0,,,,,
player,201101020det,min,WebbJo00,fumbles_lost,,,,,,
player,201101020det,min,PeteAd01,pass_cmp,0,,,,,
player,201101020det,min,PeteAd01,pass_att,0,,,,,
player,201101020det,min,PeteAd01,pass_yds,0,,,,,
player,201101020det,min,PeteAd01,pass_td,0,,,,,
player,201101020det,min,PeteAd01,pass_int,0,,,,,
player,201101020det,min,PeteAd01,pass_sacked,,,,,,
player,201101020det,min,PeteAd01,pass_sacked_yds,,,,,,
player,201101020det,min,PeteAd01,pass_long,0,,,,,
player,201101020det,min,PeteAd01,pass_rating,,,,,,
player,201101020det,min,PeteAd01,rush_att,14,,,,,
player,201101020det,min,PeteAd01,rush_yds,31,,,,,
player,201101020det,min,PeteAd01,rush_td,0,,,,,
player,201101020det,min,PeteAd01,rush_long,10,,,,,
player,201101020det,min,PeteAd01,targets,2,,,,,
player,201101020det,min,PeteAd01,rec,2,,,,,
player,201101020det,min,PeteAd01,rec_yds,-2,,,,,
player,201101020det,min,PeteAd01,rec_td,0,,,,,
player,201101020det,min,PeteAd01,rec_long,6,,,,,
player,201101020det,min,PeteAd01,fumbles,0,,,,,
player,201101020det,min,PeteAd01,fumbles_lost,,,,,,
player,201101020det,min,GerhTo00,pass_cmp,0,,,,,
player,201101020det,min,GerhTo00,pass_att,0,,,,,
player,201101020det,min,GerhTo00,pass_yds,0,,,,,
player,201101020det,min,GerhTo00,pass_td,0,,,,,
player,201101020det,min,GerhTo00,pass_int,0,,,,,
player,201101020det,min,GerhTo00,pass_sacked,,,,,,
player,201101020det,min,GerhTo00,pass_sacked_yds,,,,,,
player,201101020det,min,GerhTo00,pass_long,0,,,,,
player,201101020det,min,GerhTo00,pass_rating,,,,,,
player,201101020det,min,GerhTo00,rush_att,3,,,,,
player,201101020det,min,GerhTo00,rush_yds,12,,,,,
player,201101020det,min,GerhTo00,rush_td,0,,,,,
player,201101020det,min,GerhTo00,rush_long,6,,,,,
player,201101020det,min,GerhTo00,targets,1,,,,,
player,201101020det,min,GerhTo00,rec,1,,,,,
player,201101020det,min,GerhTo00,rec_yds,6,,,,,
player,201101020det,min,GerhTo00,rec_td,0,,,,,
player,201101020det,min,GerhTo00,rec_long,6,,,,,
player,201101020det,min,GerhTo00,fumbles,0,,,,,
player,201101020det,min,GerhTo00,fumbles_lost,,,,,,
player,201101020det,min,KleiJi00,pass_cmp,0,,,,,
player,201101020det,min,KleiJi00,pass_att,0,,,,,
player,201101020det,min,KleiJi00,pass_yds,0,,,,,
player,201101020det,min,KleiJi00,pass_td,0,,,,,
player,201101020det,min,KleiJi00,pass_int,0,,,,,
player,201101020det,min,KleiJi00,pass_sacked,,,,,,
player,201101020det,min,KleiJi00,pass_sacked_yds,,,,,,
player,201101020det,min,KleiJi00,pass_long,0,,,,,
player,201101020det,min,KleiJi00,pass_rating,,,,,,
