game,2010,13,20101205,201012050mia,cle,"Cleveland Browns",13,mia,"Miami Dolphins",10
player,201012050mia,mia,SappBe20,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,SappBe20,fumbles_rec_td,0,,,,,
player,201012050mia,mia,SappBe20,fumbles_forced,0,,,,,
player,201012050mia,cle,CribJo01,kick_ret,2,,,,,
player,201012050mia,cle,CribJo01,kick_ret_yds,50,,,,,
player,201012050mia,cle,CribJo01,kick_ret_yds_per_ret,25.0,,,,,
player,201012050mia,cle,CribJo01,kick_ret_td,0,,,,,
player,201012050mia,cle,CribJo01,kick_ret_long,27,,,,,
player,201012050mia,cle,CribJo01,punt_ret,2,,,,,
player,201012050mia,cle,CribJo01,punt_ret_yds,13,,,,,
player,201012050mia,cle,CribJo01,punt_ret_yds_per_ret,6.5,,,,,
player,201012050mia,cle,CribJo01,punt_ret_td,0,,,,,
player,201012050mia,cle,CribJo01,punt_ret_long,13,,,,,
player,201012050mia,cle,BenaMa00,kick_ret,1,,,,,
player,201012050mia,cle,BenaMa00,kick_ret_yds,0,,,,,
player,201012050mia,cle,BenaMa00,kick_ret_yds_per_ret,0.0,,,,,
player,201012050mia,cle,BenaMa00,kick_ret_td,0,,,,,
player,201012050mia,cle,BenaMa00,kick_ret_long,0,,,,,
player,201012050mia,cle,BenaMa00,punt_ret,0,,,,,
player,201012050mia,cle,BenaMa00,punt_ret_yds,0,,,,,
player,201012050mia,cle,BenaMa00,punt_ret_yds_per_ret,,,,,,
player,201012050mia,cle,BenaMa00,punt_ret_td,0,,,,,
player,201012050mia,cle,BenaMa00,punt_ret_long,0,,,,,
player,201012050mia,mia,BessDa00,kick_ret,0,,,,,
player,201012050mia,mia,BessDa00,kick_ret_yds,0,,,,,
player,201012050mia,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201012050mia,mia,BessDa00,kick_ret_td,0,,,,,
player,201012050mia,mia,BessDa00,kick_ret_long,0,,,,,
player,201012050mia,mia,BessDa00,punt_ret,5,,,,,
player,201012050mia,mia,BessDa00,punt_ret_yds,48,,,,,
player,201012050mia,mia,BessDa00,punt_ret_yds_per_ret,9.6,,,,,
player,201012050mia,mia,BessDa00,punt_ret_td,0,,,,,
player,201012050mia,mia,BessDa00,punt_ret_long,15,,,,,
player,201012050mia,mia,AmayJo00,kick_ret,0,,,,,
player,201012050mia,mia,AmayJo00,kick_ret_yds,0,,,,,
player,201012050mia,mia,AmayJo00,kick_ret_yds_per_ret,,,,,,
player,201012050mia,mia,AmayJo00,kick_ret_td,0,,,,,
player,201012050mia,mia,AmayJo00,kick_ret_long,0,,,,,
player,201012050mia,mia,AmayJo00,punt_ret,1,,,,,
player,201012050mia,mia,AmayJo00,punt_ret_yds,0,,,,,
player,201012050mia,mia,AmayJo00,punt_ret_yds_per_ret,0.0,,,,,
player,201012050mia,mia,AmayJo00,punt_ret_td,0,,,,,
player,201012050mia,mia,AmayJo00,punt_ret_long,0,,,,,
player,201012050mia,mia,CarrNo00,kick_ret,2,,,,,
player,201012050mia,mia,CarrNo00,kick_ret_yds,48,,,,,
player,201012050mia,mia,CarrNo00,kick_ret_yds_per_ret,24.0,,,,,
player,201012050mia,mia,CarrNo00,kick_ret_td,0,,,,,
player,201012050mia,mia,CarrNo00,kick_ret_long,31,,,,,
player,201012050mia,mia,CarrNo00,punt_ret,0,,,,,
player,201012050mia,mia,CarrNo00,punt_ret_yds,0,,,,,
player,201012050mia,mia,CarrNo00,punt_ret_yds_per_ret,,,,,,
player,201012050mia,mia,CarrNo00,punt_ret_td,0,,,,,
player,201012050mia,mia,CarrNo00,punt_ret_long,0,,,,,
player,201012050mia,cle,dawsophi01,xpm,1,,,,,
player,201012050mia,cle,dawsophi01,xpa,1,,,,,
player,201012050mia,cle,dawsophi01,fgm,2,,,,,
player,201012050mia,cle,dawsophi01,fga,3,,,,,
player,201012050mia,cle,dawsophi01,punt,0,,,,,
player,201012050mia,cle,dawsophi01,punt_yds,0,,,,,
player,201012050mia,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201012050mia,cle,dawsophi01,punt_long,0,,,,,
player,201012050mia,cle,HodgRe20,xpm,,,,,,
player,201012050mia,cle,HodgRe20,xpa,,,,,,
player,201012050mia,cle,HodgRe20,fgm,,,,,,
player,201012050mia,cle,HodgRe20,fga,,,,,,
player,201012050mia,cle,HodgRe20,punt,9,,,,,
player,201012050mia,cle,HodgRe20,punt_yds,438,,,,,
player,201012050mia,cle,HodgRe20,punt_yds_per_punt,48.7,,,,,
player,201012050mia,cle,HodgRe20,punt_long,59,,,,,
player,201012050mia,mia,CarpDa44,xpm,1,,,,,
player,201012050mia,mia,CarpDa44,xpa,1,,,,,
player,201012050mia,mia,CarpDa44,fgm,1,,,,,
player,201012050mia,mia,CarpDa44,fga,2,,,,,
player,201012050mia,mia,CarpDa44,punt,0,,,,,
player,201012050mia,mia,CarpDa44,punt_yds,0,,,,,
player,201012050mia,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201012050mia,mia,CarpDa44,punt_long,0,,,,,
player,201012050mia,mia,FielBr20,xpm,,,,,,
player,201012050mia,mia,FielBr20,xpa,,,,,,
player,201012050mia,mia,FielBr20,fgm,,,,,,
player,201012050mia,mia,FielBr20,fga,,,,,,
player,201012050mia,mia,FielBr20,punt,7,,,,,
player,201012050mia,mia,FielBr20,punt_yds,348,,,,,
player,201012050mia,mia,FielBr20,punt_yds_per_punt,49.7,,,,,
player,201012050mia,mia,FielBr20,punt_long,61,,,,,
