game,2010,6,20101017,201010170nyg,det,"Detroit Lions",20,nyg,"New York Giants",28
team,201010170nyg,det,First Downs,16,,,,,,
team,201010170nyg,nyg,First Downs,24,,,,,,
team,201010170nyg,det,Rush-Yds-TDs,21-64-0,,,,,,
team,201010170nyg,nyg,Rush-Yds-TDs,30-167-2,,,,,,
team,201010170nyg,det,Cmp-Att-Yd-TD-INT,28-49-313-2-1,,,,,,
team,201010170nyg,nyg,Cmp-Att-Yd-TD-INT,20-30-177-2-0,,,,,,
team,201010170nyg,det,Sacked-Yards,2-11,,,,,,
team,201010170nyg,nyg,Sacked-Yards,2-10,,,,,,
team,201010170nyg,det,Net Pass Yards,302,,,,,,
team,201010170nyg,nyg,Net Pass Yards,167,,,,,,
team,201010170nyg,det,Total Yards,366,,,,,,
team,201010170nyg,nyg,Total Yards,334,,,,,,
team,201010170nyg,det,Fumbles-Lost,5-2,,,,,,
team,201010170nyg,nyg,Fumbles-Lost,1-1,,,,,,
team,201010170nyg,det,Turnovers,3,,,,,,
team,201010170nyg,nyg,Turnovers,1,,,,,,
team,201010170nyg,det,Penalties-Yards,11-91,,,,,,
team,201010170nyg,nyg,Penalties-Yards,2-15,,,,,,
team,201010170nyg,det,Third Down Conv.,9-20,,,,,,
team,201010170nyg,nyg,Third Down Conv.,5-13,,,,,,
team,201010170nyg,det,Fourth Down Conv.,2-2,,,,,,
team,201010170nyg,nyg,Fourth Down Conv.,0-1,,,,,,
team,201010170nyg,det,Time of Possession,27:18,,,,,,
team,201010170nyg,nyg,Time of Possession,32:42,,,,,,
player,201010170nyg,det,StanDr00,pass_cmp,19,,,,,
player,201010170nyg,det,StanDr00,pass_att,34,,,,,
player,201010170nyg,det,StanDr00,pass_yds,222,,,,,
player,201010170nyg,det,StanDr00,pass_td,1,,,,,
player,201010170nyg,det,StanDr00,pass_int,1,,,,,
player,201010170nyg,det,StanDr00,pass_sacked,2,,,,,
player,201010170nyg,det,StanDr00,pass_sacked_yds,11,,,,,
player,201010170nyg,det,StanDr00,pass_long,87,,,,,
player,201010170nyg,det,StanDr00,pass_rating,73.4,,,,,
player,201010170nyg,det,StanDr00,rush_att,3,,,,,
player,201010170nyg,det,StanDr00,rush_yds,30,,,,,
player,201010170nyg,det,StanDr00,rush_td,0,,,,,
player,201010170nyg,det,StanDr00,rush_long,20,,,,,
player,201010170nyg,det,StanDr00,targets,0,,,,,
player,201010170nyg,det,StanDr00,rec,0,,,,,
player,201010170nyg,det,StanDr00,rec_yds,0,,,,,
player,201010170nyg,det,StanDr00,rec_td,0,,,,,
player,201010170nyg,det,StanDr00,rec_long,0,,,,,
player,201010170nyg,det,StanDr00,fumbles,3,,,,,
player,201010170nyg,det,StanDr00,fumbles_lost,1,,,,,
player,201010170nyg,det,HillSh00,pass_cmp,9,,,,,
player,201010170nyg,det,HillSh00,pass_att,15,,,,,
player,201010170nyg,det,HillSh00,pass_yds,91,,,,,
player,201010170nyg,det,HillSh00,pass_td,1,,,,,
player,201010170nyg,det,HillSh00,pass_int,0,,,,,
player,201010170nyg,det,HillSh00,pass_sacked,0,,,,,
player,201010170nyg,det,HillSh00,pass_sacked_yds,0,,,,,
player,201010170nyg,det,HillSh00,pass_long,22,,,,,
player,201010170nyg,det,HillSh00,pass_rating,99.6,,,,,
player,201010170nyg,det,HillSh00,rush_att,0,,,,,
player,201010170nyg,det,HillSh00,rush_yds,0,,,,,
player,201010170nyg,det,HillSh00,rush_td,0,,,,,
player,201010170nyg,det,HillSh00,rush_long,0,,,,,
player,201010170nyg,det,HillSh00,targets,0,,,,,
player,201010170nyg,det,HillSh00,rec,0,,,,,
player,201010170nyg,det,HillSh00,rec_yds,0,,,,,
player,201010170nyg,det,HillSh00,rec_td,0,,,,,
player,201010170nyg,det,HillSh00,rec_long,0,,,,,
player,201010170nyg,det,HillSh00,fumbles,0,,,,,
player,201010170nyg,det,HillSh00,fumbles_lost,,,,,,
player,201010170nyg,det,SmitKe02,pass_cmp,0,,,,,
player,201010170nyg,det,SmitKe02,pass_att,0,,,,,
player,201010170nyg,det,SmitKe02,pass_yds,0,,,,,
player,201010170nyg,det,SmitKe02,pass_td,0,,,,,
player,201010170nyg,det,SmitKe02,pass_int,0,,,,,
player,201010170nyg,det,SmitKe02,pass_sacked,,,,,,
player,201010170nyg,det,SmitKe02,pass_sacked_yds,,,,,,
player,201010170nyg,det,SmitKe02,pass_long,0,,,,,
player,201010170nyg,det,SmitKe02,pass_rating,,,,,,
player,201010170nyg,det,SmitKe02,rush_att,4,,,,,
player,201010170nyg,det,SmitKe02,rush_yds,17,,,,,
player,201010170nyg,det,SmitKe02,rush_td,0,,,,,
player,201010170nyg,det,SmitKe02,rush_long,10,,,,,
player,201010170nyg,det,SmitKe02,targets,1,,,,,
player,201010170nyg,det,SmitKe02,rec,0,,,,,
player,201010170nyg,det,SmitKe02,rec_yds,0,,,,,
player,201010170nyg,det,SmitKe02,rec_td,0,,,,,
player,201010170nyg,det,SmitKe02,rec_long,0,,,,,
player,201010170nyg,det,SmitKe02,fumbles,0,,,,,
player,201010170nyg,det,SmitKe02,fumbles_lost,,,,,,
player,201010170nyg,det,BestJa00,pass_cmp,0,,,,,
player,201010170nyg,det,BestJa00,pass_att,0,,,,,
player,201010170nyg,det,BestJa00,pass_yds,0,,,,,
player,201010170nyg,det,BestJa00,pass_td,0,,,,,
player,201010170nyg,det,BestJa00,pass_int,0,,,,,
player,201010170nyg,det,BestJa00,pass_sacked,0,,,,,
player,201010170nyg,det,BestJa00,pass_sacked_yds,,,,,,
player,201010170nyg,det,BestJa00,pass_long,0,,,,,
player,201010170nyg,det,BestJa00,pass_rating,,,,,,
player,201010170nyg,det,BestJa00,rush_att,12,,,,,
player,201010170nyg,det,BestJa00,rush_yds,16,,,,,
player,201010170nyg,det,BestJa00,rush_td,0,,,,,
player,201010170nyg,det,BestJa00,rush_long,5,,,,,
player,201010170nyg,det,BestJa00,targets,6,,,,,
player,201010170nyg,det,BestJa00,rec,6,,,,,
player,201010170nyg,det,BestJa00,rec_yds,31,,,,,
player,201010170nyg,det,BestJa00,rec_td,0,,,,,
player,201010170nyg,det,BestJa00,rec_long,10,,,,,
player,201010170nyg,det,BestJa00,fumbles,0,,,,,
player,201010170nyg,det,BestJa00,fumbles_lost,,,,,,
player,201010170nyg,det,FeltJe00,pass_cmp,0,,,,,
player,201010170nyg,det,FeltJe00,pass_att,0,,,,,
player,201010170nyg,det,FeltJe00,pass_yds,0,,,,,
player,201010170nyg,det,FeltJe00,pass_td,0,,,,,
player,201010170nyg,det,FeltJe00,pass_int,0,,,,,
player,201010170nyg,det,FeltJe00,pass_sacked,,,,,,
player,201010170nyg,det,FeltJe00,pass_sacked_yds,,,,,,
player,201010170nyg,det,FeltJe00,pass_long,0,,,,,
player,201010170nyg,det,FeltJe00,pass_rating,,,,,,
player,201010170nyg,det,FeltJe00,rush_att,1,,,,,
player,201010170nyg,det,FeltJe00,rush_yds,8,,,,,
player,201010170nyg,det,FeltJe00,rush_td,0,,,,,
player,201010170nyg,det,FeltJe00,rush_long,8,,,,,
player,201010170nyg,det,FeltJe00,targets,2,,,,,
player,201010170nyg,det,FeltJe00,rec,0,,,,,
player,201010170nyg,det,FeltJe00,rec_yds,0,,,,,
player,201010170nyg,det,FeltJe00,rec_td,0,,,,,
player,201010170nyg,det,FeltJe00,rec_long,0,,,,,
player,201010170nyg,det,FeltJe00,fumbles,0,,,,,
player,201010170nyg,det,FeltJe00,fumbles_lost,,,,,,
player,201010170nyg,det,JohnCa00,pass_cmp,0,,,,,
player,201010170nyg,det,JohnCa00,pass_att,0,,,,,
player,201010170nyg,det,JohnCa00,pass_yds,0,,,,,
player,201010170nyg,det,JohnCa00,pass_td,0,,,,,
player,201010170nyg,det,JohnCa00,pass_int,0,,,,,
player,201010170nyg,det,JohnCa00,pass_sacked,,,,,,
player,201010170nyg,det,JohnCa00,pass_sacked_yds,,,,,,
player,201010170nyg,det,JohnCa00,pass_long,0,,,,,
player,201010170nyg,det,JohnCa00,pass_rating,,,,,,
player,201010170nyg,det,JohnCa00,rush_att,0,,,,,
player,201010170nyg,det,JohnCa00,rush_yds,0,,,,,
player,201010170nyg,det,JohnCa00,rush_td,0,,,,,
player,201010170nyg,det,JohnCa00,rush_long,0,,,,,
player,201010170nyg,det,JohnCa00,targets,7,,,,,
player,201010170nyg,det,JohnCa00,rec,5,,,,,
player,201010170nyg,det,JohnCa00,rec_yds,146,,,,,
player,201010170nyg,det,JohnCa00,rec_td,1,,,,,
player,201010170nyg,det,JohnCa00,rec_long,87,,,,,
player,201010170nyg,det,JohnCa00,fumbles,0,,,,,
player,201010170nyg,det,JohnCa00,fumbles_lost,,,,,,
player,201010170nyg,det,PettBr00,pass_cmp,0,,,,,
player,201010170nyg,det,PettBr00,pass_att,0,,,,,
player,201010170nyg,det,PettBr00,pass_yds,0,,,,,
player,201010170nyg,det,PettBr00,pass_td,0,,,,,
player,201010170nyg,det,PettBr00,pass_int,0,,,,,
player,201010170nyg,det,PettBr00,pass_sacked,,,,,,
player,201010170nyg,det,PettBr00,pass_sacked_yds,,,,,,
player,201010170nyg,det,PettBr00,pass_long,0,,,,,
player,201010170nyg,det,PettBr00,pass_rating,,,,,,
player,201010170nyg,det,PettBr00,rush_att,0,,,,,
player,201010170nyg,det,PettBr00,rush_yds,0,,,,,
player,201010170nyg,det,PettBr00,rush_td,0,,,,,
player,201010170nyg,det,PettBr00,rush_long,0,,,,,
player,201010170nyg,det,PettBr00,targets,12,,,,,
player,201010170nyg,det,PettBr00,rec,7,,,,,
player,201010170nyg,det,PettBr00,rec_yds,61,,,,,
player,201010170nyg,det,PettBr00,rec_td,0,,,,,
player,201010170nyg,det,PettBr00,rec_long,18,,,,,
player,201010170nyg,det,PettBr00,fumbles,0,,,,,
player,201010170nyg,det,PettBr00,fumbles_lost,,,,,,
player,201010170nyg,det,JohnBr02,pass_cmp,0,,,,,
player,201010170nyg,det,JohnBr02,pass_att,0,,,,,
player,201010170nyg,det,JohnBr02,pass_yds,0,,,,,
player,201010170nyg,det,JohnBr02,pass_td,0,,,,,
player,201010170nyg,det,JohnBr02,pass_int,0,,,,,
player,201010170nyg,det,JohnBr02,pass_sacked,,,,,,
player,201010170nyg,det,JohnBr02,pass_sacked_yds,,,,,,
player,201010170nyg,det,JohnBr02,pass_long,0,,,,,
player,201010170nyg,det,JohnBr02,pass_rating,,,,,,
player,201010170nyg,det,JohnBr02,rush_att,0,,,,,
player,201010170nyg,det,JohnBr02,rush_yds,0,,,,,
player,201010170nyg,det,JohnBr02,rush_td,0,,,,,
player,201010170nyg,det,JohnBr02,rush_long,0,,,,,
player,201010170nyg,det,JohnBr02,targets,6,,,,,
player,201010170nyg,det,JohnBr02,rec,2,,,,,
player,201010170nyg,det,JohnBr02,rec_yds,20,,,,,
player,201010170nyg,det,JohnBr02,rec_td,0,,,,,
player,201010170nyg,det,JohnBr02,rec_long,14,,,,,
player,201010170nyg,det,JohnBr02,fumbles,0,,,,,
player,201010170nyg,det,JohnBr02,fumbles_lost,,,,,,
player,201010170nyg,det,ScheTo00,pass_cmp,0,,,,,
player,201010170nyg,det,ScheTo00,pass_att,0,,,,,
player,201010170nyg,det,ScheTo00,pass_yds,0,,,,,
player,201010170nyg,det,ScheTo00,pass_td,0,,,,,
player,201010170nyg,det,ScheTo00,pass_int,0,,,,,
player,201010170nyg,det,ScheTo00,pass_sacked,,,,,,
player,201010170nyg,det,ScheTo00,pass_sacked_yds,,,,,,
player,201010170nyg,det,ScheTo00,pass_long,0,,,,,
player,201010170nyg,det,ScheTo00,pass_rating,,,,,,
player,201010170nyg,det,ScheTo00,rush_att,0,,,,,
player,201010170nyg,det,ScheTo00,rush_yds,0,,,,,
player,201010170nyg,det,ScheTo00,rush_td,0,,,,,
player,201010170nyg,det,ScheTo00,rush_long,0,,,,,
player,201010170nyg,det,ScheTo00,targets,4,,,,,
player,201010170nyg,det,ScheTo00,rec,2,,,,,
player,201010170nyg,det,ScheTo00,rec_yds,5,,,,,
player,201010170nyg,det,ScheTo00,rec_td,0,,,,,
player,201010170nyg,det,ScheTo00,rec_long,3,,,,,
player,201010170nyg,det,ScheTo00,fumbles,0,,,,,
player,201010170nyg,det,ScheTo00,fumbles_lost,0,,,,,
player,201010170nyg,det,BurlNa00,pass_cmp,0,,,,,
player,201010170nyg,det,BurlNa00,pass_att,0,,,,,
player,201010170nyg,det,BurlNa00,pass_yds,0,,,,,
player,201010170nyg,det,BurlNa00,pass_td,0,,,,,
player,201010170nyg,det,BurlNa00,pass_int,0,,,,,
player,201010170nyg,det,BurlNa00,pass_sacked,,,,,,
player,201010170nyg,det,BurlNa00,pass_sacked_yds,,,,,,
player,201010170nyg,det,BurlNa00,pass_long,0,,,,,
player,201010170nyg,det,BurlNa00,pass_rating,,,,,,
player,201010170nyg,det,BurlNa00,rush_att,1,,,,,
player,201010170nyg,det,BurlNa00,rush_yds,-7,,,,,
player,201010170nyg,det,BurlNa00,rush_td,0,,,,,
player,201010170nyg,det,BurlNa00,rush_long,-7,,,,,
player,201010170nyg,det,BurlNa00,targets,9,,,,,
player,201010170nyg,det,BurlNa00,rec,6,,,,,
player,201010170nyg,det,BurlNa00,rec_yds,50,,,,,
player,201010170nyg,det,BurlNa00,rec_td,1,,,,,
player,201010170nyg,det,BurlNa00,rec_long,14,,,,,
player,201010170nyg,det,BurlNa00,fumbles,1,,,,,
player,201010170nyg,det,BurlNa00,fumbles_lost,1,,,,,
player,201010170nyg,nyg,MannEl00,pass_cmp,20,,,,,
player,201010170nyg,nyg,MannEl00,pass_att,30,,,,,
player,201010170nyg,nyg,MannEl00,pass_yds,177,,,,,
player,201010170nyg,nyg,MannEl00,pass_td,2,,,,,
player,201010170nyg,nyg,MannEl00,pass_int,0,,,,,
player,201010170nyg,nyg,MannEl00,pass_sacked,2,,,,,
player,201010170nyg,nyg,MannEl00,pass_sacked_yds,10,,,,,
player,201010170nyg,nyg,MannEl00,pass_long,33,,,,,
player,201010170nyg,nyg,MannEl00,pass_rating,104.4,,,,,
player,201010170nyg,nyg,MannEl00,rush_att,1,,,,,
player,201010170nyg,nyg,MannEl00,rush_yds,-1,,,,,
player,201010170nyg,nyg,MannEl00,rush_td,0,,,,,
player,201010170nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201010170nyg,nyg,MannEl00,targets,0,,,,,
player,201010170nyg,nyg,MannEl00,rec,0,,,,,
player,201010170nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201010170nyg,nyg,MannEl00,rec_td,0,,,,,
player,201010170nyg,nyg,MannEl00,rec_long,0,,,,,
player,201010170nyg,nyg,MannEl00,fumbles,0,,,,,
player,201010170nyg,nyg,MannEl00,fumbles_lost,,,,,,
player,201010170nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201010170nyg,nyg,BradAh00,pass_att,0,,,,,
player,201010170nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201010170nyg,nyg,BradAh00,pass_td,0,,,,,
player,201010170nyg,nyg,BradAh00,pass_int,0,,,,,
player,201010170nyg,nyg,BradAh00,pass_sacked,,,,,,
player,201010170nyg,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201010170nyg,nyg,BradAh00,pass_long,0,,,,,
player,201010170nyg,nyg,BradAh00,pass_rating,,,,,,
player,201010170nyg,nyg,BradAh00,rush_att,19,,,,,
player,201010170nyg,nyg,BradAh00,rush_yds,133,,,,,
player,201010170nyg,nyg,BradAh00,rush_td,0,,,,,
player,201010170nyg,nyg,BradAh00,rush_long,45,,,,,
player,201010170nyg,nyg,BradAh00,targets,2,,,,,
player,201010170nyg,nyg,BradAh00,rec,2,,,,,
player,201010170nyg,nyg,BradAh00,rec_yds,10,,,,,
player,201010170nyg,nyg,BradAh00,rec_td,0,,,,,
player,201010170nyg,nyg,BradAh00,rec_long,11,,,,,
player,201010170nyg,nyg,BradAh00,fumbles,0,,,,,
player,201010170nyg,nyg,BradAh00,fumbles_lost,,,,,,
player,201010170nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201010170nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201010170nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201010170nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201010170nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201010170nyg,nyg,JacoBr00,pass_sacked,,,,,,
player,201010170nyg,nyg,JacoBr00,pass_sacked_yds,,,,,,
player,201010170nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201010170nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201010170nyg,nyg,JacoBr00,rush_att,9,,,,,
player,201010170nyg,nyg,JacoBr00,rush_yds,35,,,,,
player,201010170nyg,nyg,JacoBr00,rush_td,2,,,,,
player,201010170nyg,nyg,JacoBr00,rush_long,7,,,,,
player,201010170nyg,nyg,JacoBr00,targets,0,,,,,
player,201010170nyg,nyg,JacoBr00,rec,0,,,,,
player,201010170nyg,nyg,JacoBr00,rec_yds,0,,,,,
player,201010170nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201010170nyg,nyg,JacoBr00,rec_long,0,,,,,
player,201010170nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201010170nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201010170nyg,nyg,SmitSt02,pass_cmp,0,,,,,
player,201010170nyg,nyg,SmitSt02,pass_att,0,,,,,
player,201010170nyg,nyg,SmitSt02,pass_yds,0,,,,,
player,201010170nyg,nyg,SmitSt02,pass_td,0,,,,,
player,201010170nyg,nyg,SmitSt02,pass_int,0,,,,,
player,201010170nyg,nyg,SmitSt02,pass_sacked,,,,,,
player,201010170nyg,nyg,SmitSt02,pass_sacked_yds,,,,,,
player,201010170nyg,nyg,SmitSt02,pass_long,0,,,,,
player,201010170nyg,nyg,SmitSt02,pass_rating,,,,,,
player,201010170nyg,nyg,SmitSt02,rush_att,0,,,,,
player,201010170nyg,nyg,SmitSt02,rush_yds,0,,,,,
player,201010170nyg,nyg,SmitSt02,rush_td,0,,,,,
player,201010170nyg,nyg,SmitSt02,rush_long,0,,,,,
player,201010170nyg,nyg,SmitSt02,targets,9,,,,,
player,201010170nyg,nyg,SmitSt02,rec,6,,,,,
player,201010170nyg,nyg,SmitSt02,rec_yds,70,,,,,
player,201010170nyg,nyg,SmitSt02,rec_td,0,,,,,
player,201010170nyg,nyg,SmitSt02,rec_long,20,,,,,
player,201010170nyg,nyg,SmitSt02,fumbles,0,,,,,
player,201010170nyg,nyg,SmitSt02,fumbles_lost,,,,,,
player,201010170nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201010170nyg,nyg,MannMa01,pass_att,0,,,,,
player,201010170nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201010170nyg,nyg,MannMa01,pass_td,0,,,,,
player,201010170nyg,nyg,MannMa01,pass_int,0,,,,,
player,201010170nyg,nyg,MannMa01,pass_sacked,,,,,,
player,201010170nyg,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201010170nyg,nyg,MannMa01,pass_long,0,,,,,
player,201010170nyg,nyg,MannMa01,pass_rating,,,,,,
player,201010170nyg,nyg,MannMa01,rush_att,0,,,,,
player,201010170nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201010170nyg,nyg,MannMa01,rush_td,0,,,,,
player,201010170nyg,nyg,MannMa01,rush_long,0,,,,,
player,201010170nyg,nyg,MannMa01,targets,6,,,,,
player,201010170nyg,nyg,MannMa01,rec,4,,,,,
player,201010170nyg,nyg,MannMa01,rec_yds,51,,,,,
player,201010170nyg,nyg,MannMa01,rec_td,1,,,,,
player,201010170nyg,nyg,MannMa01,rec_long,33,,,,,
player,201010170nyg,nyg,MannMa01,fumbles,0,,,,,
player,201010170nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201010170nyg,nyg,BossKe00,pass_cmp,0,,,,,
player,201010170nyg,nyg,BossKe00,pass_att,0,,,,,
player,201010170nyg,nyg,BossKe00,pass_yds,0,,,,,
player,201010170nyg,nyg,BossKe00,pass_td,0,,,,,
player,201010170nyg,nyg,BossKe00,pass_int,0,,,,,
player,201010170nyg,nyg,BossKe00,pass_sacked,,,,,,
player,201010170nyg,nyg,BossKe00,pass_sacked_yds,,,,,,
player,201010170nyg,nyg,BossKe00,pass_long,0,,,,,
player,201010170nyg,nyg,BossKe00,pass_rating,,,,,,
player,201010170nyg,nyg,BossKe00,rush_att,0,,,,,
player,201010170nyg,nyg,BossKe00,rush_yds,0,,,,,
player,201010170nyg,nyg,BossKe00,rush_td,0,,,,,
player,201010170nyg,nyg,BossKe00,rush_long,0,,,,,
