game,2010,13,20101205,201012050det,chi,"Chicago Bears",24,det,"Detroit Lions",20
team,201012050det,chi,First Downs,23,,,,,,
team,201012050det,det,First Downs,14,,,,,,
team,201012050det,chi,Rush-Yds-TDs,28-114-2,,,,,,
team,201012050det,det,Rush-Yds-TDs,27-134-1,,,,,,
team,201012050det,chi,Cmp-Att-Yd-TD-INT,21-26-234-1-0,,,,,,
team,201012050det,det,Cmp-Att-Yd-TD-INT,16-24-178-1-0,,,,,,
team,201012050det,chi,Sacked-Yards,4-37,,,,,,
team,201012050det,det,Sacked-Yards,2-10,,,,,,
team,201012050det,chi,Net Pass Yards,197,,,,,,
team,201012050det,det,Net Pass Yards,168,,,,,,
team,201012050det,chi,Total Yards,311,,,,,,
team,201012050det,det,Total Yards,302,,,,,,
team,201012050det,chi,Fumbles-Lost,1-1,,,,,,
team,201012050det,det,Fumbles-Lost,1-0,,,,,,
team,201012050det,chi,Turnovers,1,,,,,,
team,201012050det,det,Turnovers,0,,,,,,
team,201012050det,chi,Penalties-Yards,4-25,,,,,,
team,201012050det,det,Penalties-Yards,6-42,,,,,,
team,201012050det,chi,Third Down Conv.,5-9,,,,,,
team,201012050det,det,Third Down Conv.,6-14,,,,,,
team,201012050det,chi,Fourth Down Conv.,0-0,,,,,,
team,201012050det,det,Fourth Down Conv.,1-2,,,,,,
team,201012050det,chi,Time of Possession,33:19,,,,,,
team,201012050det,det,Time of Possession,26:41,,,,,,
player,201012050det,chi,CutlJa00,pass_cmp,21,,,,,
player,201012050det,chi,CutlJa00,pass_att,26,,,,,
player,201012050det,chi,CutlJa00,pass_yds,234,,,,,
player,201012050det,chi,CutlJa00,pass_td,1,,,,,
player,201012050det,chi,CutlJa00,pass_int,0,,,,,
player,201012050det,chi,CutlJa00,pass_sacked,4,,,,,
player,201012050det,chi,CutlJa00,pass_sacked_yds,37,,,,,
player,201012050det,chi,CutlJa00,pass_long,33,,,,,
player,201012050det,chi,CutlJa00,pass_rating,117.0,,,,,
player,201012050det,chi,CutlJa00,rush_att,5,,,,,
player,201012050det,chi,CutlJa00,rush_yds,12,,,,,
player,201012050det,chi,CutlJa00,rush_td,0,,,,,
player,201012050det,chi,CutlJa00,rush_long,8,,,,,
player,201012050det,chi,CutlJa00,targets,0,,,,,
player,201012050det,chi,CutlJa00,rec,0,,,,,
player,201012050det,chi,CutlJa00,rec_yds,0,,,,,
player,201012050det,chi,CutlJa00,rec_td,0,,,,,
