game,2010,11,20101121,201011210min,gnb,"Green Bay Packers",31,min,"Minnesota Vikings",3
team,201011210min,gnb,First Downs,20,,,,,,
team,201011210min,min,First Downs,15,,,,,,
team,201011210min,gnb,Rush-Yds-TDs,30-91-0,,,,,,
team,201011210min,min,Rush-Yds-TDs,18-93-0,,,,,,
team,201011210min,gnb,Cmp-Att-Yd-TD-INT,23-32-306-4-0,,,,,,
team,201011210min,min,Cmp-Att-Yd-TD-INT,17-38-208-0-1,,,,,,
team,201011210min,gnb,Sacked-Yards,3-23,,,,,,
team,201011210min,min,Sacked-Yards,1-1,,,,,,
team,201011210min,gnb,Net Pass Yards,283,,,,,,
team,201011210min,min,Net Pass Yards,207,,,,,,
team,201011210min,gnb,Total Yards,374,,,,,,
team,201011210min,min,Total Yards,300,,,,,,
team,201011210min,gnb,Fumbles-Lost,0-0,,,,,,
team,201011210min,min,Fumbles-Lost,2-1,,,,,,
team,201011210min,gnb,Turnovers,0,,,,,,
team,201011210min,min,Turnovers,2,,,,,,
team,201011210min,gnb,Penalties-Yards,1-5,,,,,,
team,201011210min,min,Penalties-Yards,6-50,,,,,,
team,201011210min,gnb,Third Down Conv.,8-15,,,,,,
team,201011210min,min,Third Down Conv.,4-13,,,,,,
team,201011210min,gnb,Fourth Down Conv.,0-1,,,,,,
team,201011210min,min,Fourth Down Conv.,0-2,,,,,,
team,201011210min,gnb,Time of Possession,33:16,,,,,,
team,201011210min,min,Time of Possession,26:44,,,,,,
player,201011210min,gnb,RodgAa00,pass_cmp,22,,,,,
player,201011210min,gnb,RodgAa00,pass_att,31,,,,,
player,201011210min,gnb,RodgAa00,pass_yds,301,,,,,
player,201011210min,gnb,RodgAa00,pass_td,4,,,,,
player,201011210min,gnb,RodgAa00,pass_int,0,,,,,
player,201011210min,gnb,RodgAa00,pass_sacked,3,,,,,
player,201011210min,gnb,RodgAa00,pass_sacked_yds,23,,,,,
player,201011210min,gnb,RodgAa00,pass_long,47,,,,,
player,201011210min,gnb,RodgAa00,pass_rating,141.3,,,,,
player,201011210min,gnb,RodgAa00,rush_att,3,,,,,
player,201011210min,gnb,RodgAa00,rush_yds,21,,,,,
player,201011210min,gnb,RodgAa00,rush_td,0,,,,,
player,201011210min,gnb,RodgAa00,rush_long,15,,,,,
player,201011210min,gnb,RodgAa00,targets,0,,,,,
player,201011210min,gnb,RodgAa00,rec,0,,,,,
player,201011210min,gnb,RodgAa00,rec_yds,0,,,,,
player,201011210min,gnb,RodgAa00,rec_td,0,,,,,
player,201011210min,gnb,RodgAa00,rec_long,0,,,,,
player,201011210min,gnb,RodgAa00,fumbles,0,,,,,
player,201011210min,gnb,RodgAa00,fumbles_lost,,,,,,
player,201011210min,gnb,FlynMa00,pass_cmp,1,,,,,
