game,2010,7,20101024,201010240gnb,min,"Minnesota Vikings",24,gnb,"Green Bay Packers",28
team,201010240gnb,min,First Downs,21,,,,,,
team,201010240gnb,gnb,First Downs,20,,,,,,
team,201010240gnb,min,Rush-Yds-TDs,36-196-2,,,,,,
team,201010240gnb,gnb,Rush-Yds-TDs,23-84-1,,,,,,
team,201010240gnb,min,Cmp-Att-Yd-TD-INT,16-29-212-1-3,,,,,,
team,201010240gnb,gnb,Cmp-Att-Yd-TD-INT,21-35-295-2-2,,,,,,
team,201010240gnb,min,Sacked-Yards,1-6,,,,,,
team,201010240gnb,gnb,Sacked-Yards,0-0,,,,,,
team,201010240gnb,min,Net Pass Yards,206,,,,,,
team,201010240gnb,gnb,Net Pass Yards,295,,,,,,
team,201010240gnb,min,Total Yards,402,,,,,,
team,201010240gnb,gnb,Total Yards,379,,,,,,
team,201010240gnb,min,Fumbles-Lost,1-0,,,,,,
team,201010240gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201010240gnb,min,Turnovers,3,,,,,,
team,201010240gnb,gnb,Turnovers,2,,,,,,
team,201010240gnb,min,Penalties-Yards,6-40,,,,,,
team,201010240gnb,gnb,Penalties-Yards,2-20,,,,,,
team,201010240gnb,min,Third Down Conv.,6-14,,,,,,
team,201010240gnb,gnb,Third Down Conv.,6-11,,,,,,
team,201010240gnb,min,Fourth Down Conv.,2-3,,,,,,
team,201010240gnb,gnb,Fourth Down Conv.,1-3,,,,,,
team,201010240gnb,min,Time of Possession,31:04,,,,,,
team,201010240gnb,gnb,Time of Possession,28:56,,,,,,
player,201010240gnb,min,FavrBr00,pass_cmp,16,,,,,
player,201010240gnb,min,FavrBr00,pass_att,29,,,,,
player,201010240gnb,min,FavrBr00,pass_yds,212,,,,,
player,201010240gnb,min,FavrBr00,pass_td,1,,,,,
player,201010240gnb,min,FavrBr00,pass_int,3,,,,,
player,201010240gnb,min,FavrBr00,pass_sacked,1,,,,,
player,201010240gnb,min,FavrBr00,pass_sacked_yds,6,,,,,
player,201010240gnb,min,FavrBr00,pass_long,37,,,,,
player,201010240gnb,min,FavrBr00,pass_rating,50.4,,,,,
player,201010240gnb,min,FavrBr00,rush_att,0,,,,,
player,201010240gnb,min,FavrBr00,rush_yds,0,,,,,
player,201010240gnb,min,FavrBr00,rush_td,0,,,,,
player,201010240gnb,min,FavrBr00,rush_long,0,,,,,
player,201010240gnb,min,FavrBr00,targets,0,,,,,
player,201010240gnb,min,FavrBr00,rec,0,,,,,
player,201010240gnb,min,FavrBr00,rec_yds,0,,,,,
player,201010240gnb,min,FavrBr00,rec_td,0,,,,,
player,201010240gnb,min,FavrBr00,rec_long,0,,,,,
player,201010240gnb,min,FavrBr00,fumbles,0,,,,,
player,201010240gnb,min,FavrBr00,fumbles_lost,,,,,,
player,201010240gnb,min,PeteAd01,pass_cmp,0,,,,,
player,201010240gnb,min,PeteAd01,pass_att,0,,,,,
player,201010240gnb,min,PeteAd01,pass_yds,0,,,,,
player,201010240gnb,min,PeteAd01,pass_td,0,,,,,
player,201010240gnb,min,PeteAd01,pass_int,0,,,,,
player,201010240gnb,min,PeteAd01,pass_sacked,,,,,,
player,201010240gnb,min,PeteAd01,pass_sacked_yds,,,,,,
player,201010240gnb,min,PeteAd01,pass_long,0,,,,,
player,201010240gnb,min,PeteAd01,pass_rating,,,,,,
player,201010240gnb,min,PeteAd01,rush_att,28,,,,,
player,201010240gnb,min,PeteAd01,rush_yds,131,,,,,
player,201010240gnb,min,PeteAd01,rush_td,1,,,,,
player,201010240gnb,min,PeteAd01,rush_long,17,,,,,
player,201010240gnb,min,PeteAd01,targets,2,,,,,
player,201010240gnb,min,PeteAd01,rec,2,,,,,
player,201010240gnb,min,PeteAd01,rec_yds,41,,,,,
player,201010240gnb,min,PeteAd01,rec_td,0,,,,,
player,201010240gnb,min,PeteAd01,rec_long,26,,,,,
player,201010240gnb,min,PeteAd01,fumbles,0,,,,,
player,201010240gnb,min,PeteAd01,fumbles_lost,,,,,,
player,201010240gnb,min,HarvPe00,pass_cmp,0,,,,,
player,201010240gnb,min,HarvPe00,pass_att,0,,,,,
player,201010240gnb,min,HarvPe00,pass_yds,0,,,,,
player,201010240gnb,min,HarvPe00,pass_td,0,,,,,
player,201010240gnb,min,HarvPe00,pass_int,0,,,,,
player,201010240gnb,min,HarvPe00,pass_sacked,,,,,,
player,201010240gnb,min,HarvPe00,pass_sacked_yds,,,,,,
player,201010240gnb,min,HarvPe00,pass_long,0,,,,,
player,201010240gnb,min,HarvPe00,pass_rating,,,,,,
player,201010240gnb,min,HarvPe00,rush_att,3,,,,,
player,201010240gnb,min,HarvPe00,rush_yds,41,,,,,
player,201010240gnb,min,HarvPe00,rush_td,1,,,,,
player,201010240gnb,min,HarvPe00,rush_long,17,,,,,
player,201010240gnb,min,HarvPe00,targets,8,,,,,
player,201010240gnb,min,HarvPe00,rec,5,,,,,
player,201010240gnb,min,HarvPe00,rec_yds,65,,,,,
player,201010240gnb,min,HarvPe00,rec_td,0,,,,,
player,201010240gnb,min,HarvPe00,rec_long,37,,,,,
player,201010240gnb,min,HarvPe00,fumbles,0,,,,,
player,201010240gnb,min,HarvPe00,fumbles_lost,,,,,,
player,201010240gnb,min,GerhTo00,pass_cmp,0,,,,,
player,201010240gnb,min,GerhTo00,pass_att,0,,,,,
player,201010240gnb,min,GerhTo00,pass_yds,0,,,,,
player,201010240gnb,min,GerhTo00,pass_td,0,,,,,
player,201010240gnb,min,GerhTo00,pass_int,0,,,,,
player,201010240gnb,min,GerhTo00,pass_sacked,,,,,,
player,201010240gnb,min,GerhTo00,pass_sacked_yds,,,,,,
player,201010240gnb,min,GerhTo00,pass_long,0,,,,,
player,201010240gnb,min,GerhTo00,pass_rating,,,,,,
player,201010240gnb,min,GerhTo00,rush_att,5,,,,,
player,201010240gnb,min,GerhTo00,rush_yds,24,,,,,
player,201010240gnb,min,GerhTo00,rush_td,0,,,,,
player,201010240gnb,min,GerhTo00,rush_long,11,,,,,
player,201010240gnb,min,GerhTo00,targets,2,,,,,
player,201010240gnb,min,GerhTo00,rec,1,,,,,
player,201010240gnb,min,GerhTo00,rec_yds,6,,,,,
player,201010240gnb,min,GerhTo00,rec_td,0,,,,,
player,201010240gnb,min,GerhTo00,rec_long,6,,,,,
player,201010240gnb,min,GerhTo00,fumbles,0,,,,,
player,201010240gnb,min,GerhTo00,fumbles_lost,,,,,,
player,201010240gnb,min,BerrBe00,pass_cmp,0,,,,,
player,201010240gnb,min,BerrBe00,pass_att,0,,,,,
player,201010240gnb,min,BerrBe00,pass_yds,0,,,,,
player,201010240gnb,min,BerrBe00,pass_td,0,,,,,
player,201010240gnb,min,BerrBe00,pass_int,0,,,,,
player,201010240gnb,min,BerrBe00,pass_sacked,,,,,,
player,201010240gnb,min,BerrBe00,pass_sacked_yds,,,,,,
player,201010240gnb,min,BerrBe00,pass_long,0,,,,,
player,201010240gnb,min,BerrBe00,pass_rating,,,,,,
player,201010240gnb,min,BerrBe00,rush_att,0,,,,,
player,201010240gnb,min,BerrBe00,rush_yds,0,,,,,
player,201010240gnb,min,BerrBe00,rush_td,0,,,,,
player,201010240gnb,min,BerrBe00,rush_long,0,,,,,
player,201010240gnb,min,BerrBe00,targets,2,,,,,
player,201010240gnb,min,BerrBe00,rec,1,,,,,
player,201010240gnb,min,BerrBe00,rec_yds,30,,,,,
player,201010240gnb,min,BerrBe00,rec_td,0,,,,,
player,201010240gnb,min,BerrBe00,rec_long,30,,,,,
player,201010240gnb,min,BerrBe00,fumbles,0,,,,,
player,201010240gnb,min,BerrBe00,fumbles_lost,,,,,,
player,201010240gnb,min,MossRa00,pass_cmp,0,,,,,
