game,2010,9,20101107,201011070det,nyj,"New York Jets",23,det,"Detroit Lions",20
player,201011070det,nyj,GreeSh00,rush_att,10,,,,,
player,201011070det,nyj,GreeSh00,rush_yds,46,,,,,
player,201011070det,nyj,GreeSh00,rush_td,0,,,,,
player,201011070det,nyj,GreeSh00,rush_long,12,,,,,
player,201011070det,nyj,GreeSh00,targets,2,,,,,
player,201011070det,nyj,GreeSh00,rec,2,,,,,
player,201011070det,nyj,GreeSh00,rec_yds,9,,,,,
player,201011070det,nyj,GreeSh00,rec_td,0,,,,,
player,201011070det,nyj,GreeSh00,rec_long,7,,,,,
player,201011070det,nyj,GreeSh00,fumbles,0,,,,,
player,201011070det,nyj,GreeSh00,fumbles_lost,,,,,,
player,201011070det,nyj,SmitBr01,pass_cmp,0,,,,,
player,201011070det,nyj,SmitBr01,pass_att,0,,,,,
player,201011070det,nyj,SmitBr01,pass_yds,0,,,,,
player,201011070det,nyj,SmitBr01,pass_td,0,,,,,
player,201011070det,nyj,SmitBr01,pass_int,0,,,,,
player,201011070det,nyj,SmitBr01,pass_sacked,0,,,,,
player,201011070det,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201011070det,nyj,SmitBr01,pass_long,0,,,,,
player,201011070det,nyj,SmitBr01,pass_rating,,,,,,
player,201011070det,nyj,SmitBr01,rush_att,2,,,,,
player,201011070det,nyj,SmitBr01,rush_yds,8,,,,,
player,201011070det,nyj,SmitBr01,rush_td,0,,,,,
player,201011070det,nyj,SmitBr01,rush_long,5,,,,,
player,201011070det,nyj,SmitBr01,targets,0,,,,,
player,201011070det,nyj,SmitBr01,rec,0,,,,,
player,201011070det,nyj,SmitBr01,rec_yds,0,,,,,
player,201011070det,nyj,SmitBr01,rec_td,0,,,,,
player,201011070det,nyj,SmitBr01,rec_long,0,,,,,
player,201011070det,nyj,SmitBr01,fumbles,0,,,,,
player,201011070det,nyj,SmitBr01,fumbles_lost,,,,,,
player,201011070det,nyj,HolmSa00,pass_cmp,0,,,,,
player,201011070det,nyj,HolmSa00,pass_att,0,,,,,
player,201011070det,nyj,HolmSa00,pass_yds,0,,,,,
player,201011070det,nyj,HolmSa00,pass_td,0,,,,,
player,201011070det,nyj,HolmSa00,pass_int,0,,,,,
player,201011070det,nyj,HolmSa00,pass_sacked,,,,,,
player,201011070det,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201011070det,nyj,HolmSa00,pass_long,0,,,,,
player,201011070det,nyj,HolmSa00,pass_rating,,,,,,
player,201011070det,nyj,HolmSa00,rush_att,0,,,,,
player,201011070det,nyj,HolmSa00,rush_yds,0,,,,,
player,201011070det,nyj,HolmSa00,rush_td,0,,,,,
player,201011070det,nyj,HolmSa00,rush_long,0,,,,,
player,201011070det,nyj,HolmSa00,targets,9,,,,,
player,201011070det,nyj,HolmSa00,rec,5,,,,,
player,201011070det,nyj,HolmSa00,rec_yds,114,,,,,
player,201011070det,nyj,HolmSa00,rec_td,0,,,,,
player,201011070det,nyj,HolmSa00,rec_long,52,,,,,
player,201011070det,nyj,HolmSa00,fumbles,0,,,,,
player,201011070det,nyj,HolmSa00,fumbles_lost,,,,,,
player,201011070det,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201011070det,nyj,EdwaBr00,pass_att,0,,,,,
player,201011070det,nyj,EdwaBr00,pass_yds,0,,,,,
player,201011070det,nyj,EdwaBr00,pass_td,0,,,,,
player,201011070det,nyj,EdwaBr00,pass_int,0,,,,,
player,201011070det,nyj,EdwaBr00,pass_sacked,,,,,,
player,201011070det,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201011070det,nyj,EdwaBr00,pass_long,0,,,,,
player,201011070det,nyj,EdwaBr00,pass_rating,,,,,,
player,201011070det,nyj,EdwaBr00,rush_att,0,,,,,
player,201011070det,nyj,EdwaBr00,rush_yds,0,,,,,
player,201011070det,nyj,EdwaBr00,rush_td,0,,,,,
player,201011070det,nyj,EdwaBr00,rush_long,0,,,,,
player,201011070det,nyj,EdwaBr00,targets,8,,,,,
player,201011070det,nyj,EdwaBr00,rec,3,,,,,
player,201011070det,nyj,EdwaBr00,rec_yds,78,,,,,
player,201011070det,nyj,EdwaBr00,rec_td,1,,,,,
player,201011070det,nyj,EdwaBr00,rec_long,74,,,,,
player,201011070det,nyj,EdwaBr00,fumbles,1,,,,,
player,201011070det,nyj,EdwaBr00,fumbles_lost,1,,,,,
player,201011070det,nyj,KellDu00,pass_cmp,0,,,,,
player,201011070det,nyj,KellDu00,pass_att,0,,,,,
player,201011070det,nyj,KellDu00,pass_yds,0,,,,,
player,201011070det,nyj,KellDu00,pass_td,0,,,,,
player,201011070det,nyj,KellDu00,pass_int,0,,,,,
player,201011070det,nyj,KellDu00,pass_sacked,,,,,,
player,201011070det,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201011070det,nyj,KellDu00,pass_long,0,,,,,
player,201011070det,nyj,KellDu00,pass_rating,,,,,,
player,201011070det,nyj,KellDu00,rush_att,0,,,,,
player,201011070det,nyj,KellDu00,rush_yds,0,,,,,
player,201011070det,nyj,KellDu00,rush_td,0,,,,,
player,201011070det,nyj,KellDu00,rush_long,0,,,,,
player,201011070det,nyj,KellDu00,targets,5,,,,,
player,201011070det,nyj,KellDu00,rec,4,,,,,
player,201011070det,nyj,KellDu00,rec_yds,59,,,,,
player,201011070det,nyj,KellDu00,rec_td,0,,,,,
player,201011070det,nyj,KellDu00,rec_long,25,,,,,
player,201011070det,nyj,KellDu00,fumbles,0,,,,,
player,201011070det,nyj,KellDu00,fumbles_lost,,,,,,
player,201011070det,nyj,CotcJe00,pass_cmp,0,,,,,
player,201011070det,nyj,CotcJe00,pass_att,0,,,,,
player,201011070det,nyj,CotcJe00,pass_yds,0,,,,,
player,201011070det,nyj,CotcJe00,pass_td,0,,,,,
player,201011070det,nyj,CotcJe00,pass_int,0,,,,,
player,201011070det,nyj,CotcJe00,pass_sacked,,,,,,
player,201011070det,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201011070det,nyj,CotcJe00,pass_long,0,,,,,
player,201011070det,nyj,CotcJe00,pass_rating,,,,,,
player,201011070det,nyj,CotcJe00,rush_att,0,,,,,
player,201011070det,nyj,CotcJe00,rush_yds,0,,,,,
player,201011070det,nyj,CotcJe00,rush_td,0,,,,,
player,201011070det,nyj,CotcJe00,rush_long,0,,,,,
player,201011070det,nyj,CotcJe00,targets,5,,,,,
player,201011070det,nyj,CotcJe00,rec,2,,,,,
player,201011070det,nyj,CotcJe00,rec_yds,29,,,,,
player,201011070det,nyj,CotcJe00,rec_td,0,,,,,
player,201011070det,nyj,CotcJe00,rec_long,18,,,,,
player,201011070det,nyj,CotcJe00,fumbles,0,,,,,
player,201011070det,nyj,CotcJe00,fumbles_lost,,,,,,
player,201011070det,det,StafMa00,pass_cmp,20,,,,,
player,201011070det,det,StafMa00,pass_att,36,,,,,
player,201011070det,det,StafMa00,pass_yds,240,,,,,
player,201011070det,det,StafMa00,pass_td,2,,,,,
player,201011070det,det,StafMa00,pass_int,0,,,,,
player,201011070det,det,StafMa00,pass_sacked,2,,,,,
player,201011070det,det,StafMa00,pass_sacked_yds,12,,,,,
player,201011070det,det,StafMa00,pass_long,36,,,,,
player,201011070det,det,StafMa00,pass_rating,94.7,,,,,
player,201011070det,det,StafMa00,rush_att,4,,,,,
player,201011070det,det,StafMa00,rush_yds,11,,,,,
player,201011070det,det,StafMa00,rush_td,1,,,,,
player,201011070det,det,StafMa00,rush_long,9,,,,,
player,201011070det,det,StafMa00,targets,0,,,,,
player,201011070det,det,StafMa00,rec,0,,,,,
player,201011070det,det,StafMa00,rec_yds,0,,,,,
player,201011070det,det,StafMa00,rec_td,0,,,,,
player,201011070det,det,StafMa00,rec_long,0,,,,,
player,201011070det,det,StafMa00,fumbles,1,,,,,
player,201011070det,det,StafMa00,fumbles_lost,0,,,,,
player,201011070det,det,StanDr00,pass_cmp,0,,,,,
player,201011070det,det,StanDr00,pass_att,1,,,,,
player,201011070det,det,StanDr00,pass_yds,0,,,,,
player,201011070det,det,StanDr00,pass_td,0,,,,,
player,201011070det,det,StanDr00,pass_int,0,,,,,
player,201011070det,det,StanDr00,pass_sacked,0,,,,,
player,201011070det,det,StanDr00,pass_sacked_yds,0,,,,,
player,201011070det,det,StanDr00,pass_long,0,,,,,
player,201011070det,det,StanDr00,pass_rating,39.6,,,,,
player,201011070det,det,StanDr00,rush_att,1,,,,,
player,201011070det,det,StanDr00,rush_yds,6,,,,,
player,201011070det,det,StanDr00,rush_td,0,,,,,
player,201011070det,det,StanDr00,rush_long,6,,,,,
player,201011070det,det,StanDr00,targets,0,,,,,
player,201011070det,det,StanDr00,rec,0,,,,,
player,201011070det,det,StanDr00,rec_yds,0,,,,,
player,201011070det,det,StanDr00,rec_td,0,,,,,
player,201011070det,det,StanDr00,rec_long,0,,,,,
player,201011070det,det,StanDr00,fumbles,0,,,,,
player,201011070det,det,StanDr00,fumbles_lost,,,,,,
player,201011070det,det,BestJa00,pass_cmp,0,,,,,
player,201011070det,det,BestJa00,pass_att,0,,,,,
player,201011070det,det,BestJa00,pass_yds,0,,,,,
player,201011070det,det,BestJa00,pass_td,0,,,,,
player,201011070det,det,BestJa00,pass_int,0,,,,,
player,201011070det,det,BestJa00,pass_sacked,0,,,,,
player,201011070det,det,BestJa00,pass_sacked_yds,,,,,,
player,201011070det,det,BestJa00,pass_long,0,,,,,
player,201011070det,det,BestJa00,pass_rating,,,,,,
player,201011070det,det,BestJa00,rush_att,16,,,,,
player,201011070det,det,BestJa00,rush_yds,48,,,,,
player,201011070det,det,BestJa00,rush_td,0,,,,,
player,201011070det,det,BestJa00,rush_long,17,,,,,
player,201011070det,det,BestJa00,targets,9,,,,,
player,201011070det,det,BestJa00,rec,5,,,,,
player,201011070det,det,BestJa00,rec_yds,40,,,,,
player,201011070det,det,BestJa00,rec_td,0,,,,,
player,201011070det,det,BestJa00,rec_long,15,,,,,
player,201011070det,det,BestJa00,fumbles,0,,,,,
player,201011070det,det,BestJa00,fumbles_lost,,,,,,
player,201011070det,det,SmitKe02,pass_cmp,0,,,,,
player,201011070det,det,SmitKe02,pass_att,0,,,,,
player,201011070det,det,SmitKe02,pass_yds,0,,,,,
player,201011070det,det,SmitKe02,pass_td,0,,,,,
player,201011070det,det,SmitKe02,pass_int,0,,,,,
player,201011070det,det,SmitKe02,pass_sacked,,,,,,
player,201011070det,det,SmitKe02,pass_sacked_yds,,,,,,
player,201011070det,det,SmitKe02,pass_long,0,,,,,
player,201011070det,det,SmitKe02,pass_rating,,,,,,
player,201011070det,det,SmitKe02,rush_att,5,,,,,
player,201011070det,det,SmitKe02,rush_yds,10,,,,,
player,201011070det,det,SmitKe02,rush_td,0,,,,,
player,201011070det,det,SmitKe02,rush_long,4,,,,,
player,201011070det,det,SmitKe02,targets,1,,,,,
player,201011070det,det,SmitKe02,rec,1,,,,,
player,201011070det,det,SmitKe02,rec_yds,27,,,,,
player,201011070det,det,SmitKe02,rec_td,0,,,,,
player,201011070det,det,SmitKe02,rec_long,27,,,,,
player,201011070det,det,SmitKe02,fumbles,0,,,,,
player,201011070det,det,SmitKe02,fumbles_lost,,,,,,
player,201011070det,det,FeltJe00,pass_cmp,0,,,,,
player,201011070det,det,FeltJe00,pass_att,0,,,,,
player,201011070det,det,FeltJe00,pass_yds,0,,,,,
player,201011070det,det,FeltJe00,pass_td,0,,,,,
player,201011070det,det,FeltJe00,pass_int,0,,,,,
player,201011070det,det,FeltJe00,pass_sacked,,,,,,
player,201011070det,det,FeltJe00,pass_sacked_yds,,,,,,
player,201011070det,det,FeltJe00,pass_long,0,,,,,
player,201011070det,det,FeltJe00,pass_rating,,,,,,
player,201011070det,det,FeltJe00,rush_att,2,,,,,
player,201011070det,det,FeltJe00,rush_yds,3,,,,,
player,201011070det,det,FeltJe00,rush_td,0,,,,,
player,201011070det,det,FeltJe00,rush_long,2,,,,,
player,201011070det,det,FeltJe00,targets,1,,,,,
player,201011070det,det,FeltJe00,rec,0,,,,,
player,201011070det,det,FeltJe00,rec_yds,0,,,,,
player,201011070det,det,FeltJe00,rec_td,0,,,,,
player,201011070det,det,FeltJe00,rec_long,0,,,,,
player,201011070det,det,FeltJe00,fumbles,0,,,,,
player,201011070det,det,FeltJe00,fumbles_lost,,,,,,
player,201011070det,det,BurlNa00,pass_cmp,0,,,,,
player,201011070det,det,BurlNa00,pass_att,0,,,,,
player,201011070det,det,BurlNa00,pass_yds,0,,,,,
player,201011070det,det,BurlNa00,pass_td,0,,,,,
player,201011070det,det,BurlNa00,pass_int,0,,,,,
player,201011070det,det,BurlNa00,pass_sacked,,,,,,
player,201011070det,det,BurlNa00,pass_sacked_yds,,,,,,
player,201011070det,det,BurlNa00,pass_long,0,,,,,
player,201011070det,det,BurlNa00,pass_rating,,,,,,
player,201011070det,det,BurlNa00,rush_att,0,,,,,
player,201011070det,det,BurlNa00,rush_yds,0,,,,,
player,201011070det,det,BurlNa00,rush_td,0,,,,,
player,201011070det,det,BurlNa00,rush_long,0,,,,,
player,201011070det,det,BurlNa00,targets,8,,,,,
player,201011070det,det,BurlNa00,rec,7,,,,,
player,201011070det,det,BurlNa00,rec_yds,113,,,,,
player,201011070det,det,BurlNa00,rec_td,1,,,,,
player,201011070det,det,BurlNa00,rec_long,36,,,,,
player,201011070det,det,BurlNa00,fumbles,0,,,,,
player,201011070det,det,BurlNa00,fumbles_lost,,,,,,
player,201011070det,det,ScheTo00,pass_cmp,0,,,,,
player,201011070det,det,ScheTo00,pass_att,0,,,,,
player,201011070det,det,ScheTo00,pass_yds,0,,,,,
player,201011070det,det,ScheTo00,pass_td,0,,,,,
player,201011070det,det,ScheTo00,pass_int,0,,,,,
player,201011070det,det,ScheTo00,pass_sacked,,,,,,
player,201011070det,det,ScheTo00,pass_sacked_yds,,,,,,
player,201011070det,det,ScheTo00,pass_long,0,,,,,
player,201011070det,det,ScheTo00,pass_rating,,,,,,
player,201011070det,det,ScheTo00,rush_att,0,,,,,
player,201011070det,det,ScheTo00,rush_yds,0,,,,,
player,201011070det,det,ScheTo00,rush_td,0,,,,,
player,201011070det,det,ScheTo00,rush_long,0,,,,,
player,201011070det,det,ScheTo00,targets,5,,,,,
player,201011070det,det,ScheTo00,rec,2,,,,,
player,201011070det,det,ScheTo00,rec_yds,22,,,,,
player,201011070det,det,ScheTo00,rec_td,0,,,,,
player,201011070det,det,ScheTo00,rec_long,12,,,,,
player,201011070det,det,ScheTo00,fumbles,0,,,,,
player,201011070det,det,ScheTo00,fumbles_lost,,,,,,
player,201011070det,det,PettBr00,pass_cmp,0,,,,,
player,201011070det,det,PettBr00,pass_att,0,,,,,
player,201011070det,det,PettBr00,pass_yds,0,,,,,
player,201011070det,det,PettBr00,pass_td,0,,,,,
player,201011070det,det,PettBr00,pass_int,0,,,,,
player,201011070det,det,PettBr00,pass_sacked,,,,,,
player,201011070det,det,PettBr00,pass_sacked_yds,,,,,,
player,201011070det,det,PettBr00,pass_long,0,,,,,
player,201011070det,det,PettBr00,pass_rating,,,,,,
player,201011070det,det,PettBr00,rush_att,0,,,,,
player,201011070det,det,PettBr00,rush_yds,0,,,,,
player,201011070det,det,PettBr00,rush_td,0,,,,,
player,201011070det,det,PettBr00,rush_long,0,,,,,
player,201011070det,det,PettBr00,targets,5,,,,,
player,201011070det,det,PettBr00,rec,3,,,,,
player,201011070det,det,PettBr00,rec_yds,18,,,,,
player,201011070det,det,PettBr00,rec_td,1,,,,,
player,201011070det,det,PettBr00,rec_long,10,,,,,
player,201011070det,det,PettBr00,fumbles,0,,,,,
player,201011070det,det,PettBr00,fumbles_lost,,,,,,
player,201011070det,det,JohnCa00,pass_cmp,0,,,,,
player,201011070det,det,JohnCa00,pass_att,0,,,,,
player,201011070det,det,JohnCa00,pass_yds,0,,,,,
player,201011070det,det,JohnCa00,pass_td,0,,,,,
player,201011070det,det,JohnCa00,pass_int,0,,,,,
player,201011070det,det,JohnCa00,pass_sacked,,,,,,
player,201011070det,det,JohnCa00,pass_sacked_yds,,,,,,
player,201011070det,det,JohnCa00,pass_long,0,,,,,
player,201011070det,det,JohnCa00,pass_rating,,,,,,
player,201011070det,det,JohnCa00,rush_att,0,,,,,
player,201011070det,det,JohnCa00,rush_yds,0,,,,,
player,201011070det,det,JohnCa00,rush_td,0,,,,,
player,201011070det,det,JohnCa00,rush_long,0,,,,,
player,201011070det,det,JohnCa00,targets,4,,,,,
player,201011070det,det,JohnCa00,rec,1,,,,,
player,201011070det,det,JohnCa00,rec_yds,13,,,,,
player,201011070det,det,JohnCa00,rec_td,0,,,,,
player,201011070det,det,JohnCa00,rec_long,13,,,,,
player,201011070det,det,JohnCa00,fumbles,0,,,,,
player,201011070det,det,JohnCa00,fumbles_lost,,,,,,
player,201011070det,det,JohnBr02,pass_cmp,0,,,,,
player,201011070det,det,JohnBr02,pass_att,0,,,,,
player,201011070det,det,JohnBr02,pass_yds,0,,,,,
player,201011070det,det,JohnBr02,pass_td,0,,,,,
player,201011070det,det,JohnBr02,pass_int,0,,,,,
player,201011070det,det,JohnBr02,pass_sacked,,,,,,
player,201011070det,det,JohnBr02,pass_sacked_yds,,,,,,
player,201011070det,det,JohnBr02,pass_long,0,,,,,
player,201011070det,det,JohnBr02,pass_rating,,,,,,
player,201011070det,det,JohnBr02,rush_att,0,,,,,
player,201011070det,det,JohnBr02,rush_yds,0,,,,,
player,201011070det,det,JohnBr02,rush_td,0,,,,,
player,201011070det,det,JohnBr02,rush_long,0,,,,,
player,201011070det,det,JohnBr02,targets,4,,,,,
player,201011070det,det,JohnBr02,rec,1,,,,,
player,201011070det,det,JohnBr02,rec_yds,7,,,,,
player,201011070det,det,JohnBr02,rec_td,0,,,,,
player,201011070det,det,JohnBr02,rec_long,7,,,,,
player,201011070det,det,JohnBr02,fumbles,0,,,,,
player,201011070det,det,JohnBr02,fumbles_lost,,,,,,
player,201011070det,nyj,ScotBa20,def_int,0,,,,,
player,201011070det,nyj,ScotBa20,def_int_yds,0,,,,,
player,201011070det,nyj,ScotBa20,def_int_td,0,,,,,
player,201011070det,nyj,ScotBa20,def_int_long,0,,,,,
player,201011070det,nyj,ScotBa20,pass_defended,0,,,,,
player,201011070det,nyj,ScotBa20,sacks,1.0,,,,,
player,201011070det,nyj,ScotBa20,tackles_combined,6,,,,,
player,201011070det,nyj,ScotBa20,tackles_solo,5,,,,,
player,201011070det,nyj,ScotBa20,tackles_assists,1,,,,,
player,201011070det,nyj,ScotBa20,tackles_loss,1,,,,,
player,201011070det,nyj,ScotBa20,qb_hits,1,,,,,
player,201011070det,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201011070det,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201011070det,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201011070det,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201011070det,nyj,ThomBr21,def_int,0,,,,,
player,201011070det,nyj,ThomBr21,def_int_yds,0,,,,,
player,201011070det,nyj,ThomBr21,def_int_td,0,,,,,
player,201011070det,nyj,ThomBr21,def_int_long,0,,,,,
player,201011070det,nyj,ThomBr21,pass_defended,0,,,,,
player,201011070det,nyj,ThomBr21,sacks,1.0,,,,,
player,201011070det,nyj,ThomBr21,tackles_combined,4,,,,,
player,201011070det,nyj,ThomBr21,tackles_solo,4,,,,,
player,201011070det,nyj,ThomBr21,tackles_assists,0,,,,,
player,201011070det,nyj,ThomBr21,tackles_loss,2,,,,,
player,201011070det,nyj,ThomBr21,qb_hits,0,,,,,
player,201011070det,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201011070det,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201011070det,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201011070det,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201011070det,nyj,HarrDa99,def_int,0,,,,,
player,201011070det,nyj,HarrDa99,def_int_yds,0,,,,,
player,201011070det,nyj,HarrDa99,def_int_td,0,,,,,
player,201011070det,nyj,HarrDa99,def_int_long,0,,,,,
player,201011070det,nyj,HarrDa99,pass_defended,0,,,,,
player,201011070det,nyj,HarrDa99,sacks,0.0,,,,,
player,201011070det,nyj,HarrDa99,tackles_combined,8,,,,,
player,201011070det,nyj,HarrDa99,tackles_solo,4,,,,,
player,201011070det,nyj,HarrDa99,tackles_assists,4,,,,,
player,201011070det,nyj,HarrDa99,tackles_loss,0,,,,,
player,201011070det,nyj,HarrDa99,qb_hits,0,,,,,
player,201011070det,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201011070det,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201011070det,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201011070det,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201011070det,nyj,LeonJi23,def_int,0,,,,,
player,201011070det,nyj,LeonJi23,def_int_yds,0,,,,,
player,201011070det,nyj,LeonJi23,def_int_td,0,,,,,
player,201011070det,nyj,LeonJi23,def_int_long,0,,,,,
player,201011070det,nyj,LeonJi23,pass_defended,0,,,,,
player,201011070det,nyj,LeonJi23,sacks,0.0,,,,,
player,201011070det,nyj,LeonJi23,tackles_combined,8,,,,,
player,201011070det,nyj,LeonJi23,tackles_solo,8,,,,,
player,201011070det,nyj,LeonJi23,tackles_assists,0,,,,,
player,201011070det,nyj,LeonJi23,tackles_loss,0,,,,,
player,201011070det,nyj,LeonJi23,qb_hits,0,,,,,
player,201011070det,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201011070det,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201011070det,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201011070det,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201011070det,nyj,PaceCa20,def_int,0,,,,,
player,201011070det,nyj,PaceCa20,def_int_yds,0,,,,,
player,201011070det,nyj,PaceCa20,def_int_td,0,,,,,
player,201011070det,nyj,PaceCa20,def_int_long,0,,,,,
player,201011070det,nyj,PaceCa20,pass_defended,0,,,,,
player,201011070det,nyj,PaceCa20,sacks,0.0,,,,,
player,201011070det,nyj,PaceCa20,tackles_combined,6,,,,,
player,201011070det,nyj,PaceCa20,tackles_solo,3,,,,,
player,201011070det,nyj,PaceCa20,tackles_assists,3,,,,,
player,201011070det,nyj,PaceCa20,tackles_loss,1,,,,,
player,201011070det,nyj,PaceCa20,qb_hits,0,,,,,
player,201011070det,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201011070det,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201011070det,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201011070det,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201011070det,nyj,CromAn20,def_int,0,,,,,
player,201011070det,nyj,CromAn20,def_int_yds,0,,,,,
player,201011070det,nyj,CromAn20,def_int_td,0,,,,,
player,201011070det,nyj,CromAn20,def_int_long,0,,,,,
player,201011070det,nyj,CromAn20,pass_defended,0,,,,,
player,201011070det,nyj,CromAn20,sacks,0.0,,,,,
player,201011070det,nyj,CromAn20,tackles_combined,4,,,,,
player,201011070det,nyj,CromAn20,tackles_solo,4,,,,,
player,201011070det,nyj,CromAn20,tackles_assists,0,,,,,
player,201011070det,nyj,CromAn20,tackles_loss,0,,,,,
player,201011070det,nyj,CromAn20,qb_hits,0,,,,,
