game,2010,4,20101004,201010040mia,nwe,"New England Patriots",41,mia,"Miami Dolphins",14
team,201010040mia,nwe,First Downs,19,,,,,,
team,201010040mia,mia,First Downs,23,,,,,,
team,201010040mia,nwe,Rush-Yds-TDs,32-119-1,,,,,,
team,201010040mia,mia,Rush-Yds-TDs,21-92-0,,,,,,
team,201010040mia,nwe,Cmp-Att-Yd-TD-INT,19-24-153-1-0,,,,,,
team,201010040mia,mia,Cmp-Att-Yd-TD-INT,30-44-320-2-4,,,,,,
team,201010040mia,nwe,Sacked-Yards,3-7,,,,,,
team,201010040mia,mia,Sacked-Yards,2-12,,,,,,
team,201010040mia,nwe,Net Pass Yards,146,,,,,,
team,201010040mia,mia,Net Pass Yards,308,,,,,,
team,201010040mia,nwe,Total Yards,265,,,,,,
team,201010040mia,mia,Total Yards,400,,,,,,
team,201010040mia,nwe,Fumbles-Lost,1-0,,,,,,
team,201010040mia,mia,Fumbles-Lost,0-0,,,,,,
team,201010040mia,nwe,Turnovers,0,,,,,,
team,201010040mia,mia,Turnovers,4,,,,,,
team,201010040mia,nwe,Penalties-Yards,3-31,,,,,,
team,201010040mia,mia,Penalties-Yards,6-40,,,,,,
team,201010040mia,nwe,Third Down Conv.,5-11,,,,,,
team,201010040mia,mia,Third Down Conv.,10-15,,,,,,
team,201010040mia,nwe,Fourth Down Conv.,1-1,,,,,,
team,201010040mia,mia,Fourth Down Conv.,0-1,,,,,,
team,201010040mia,nwe,Time of Possession,27:43,,,,,,
team,201010040mia,mia,Time of Possession,32:17,,,,,,
player,201010040mia,nwe,BradTo00,pass_cmp,19,,,,,
player,201010040mia,nwe,BradTo00,pass_att,24,,,,,
player,201010040mia,nwe,BradTo00,pass_yds,153,,,,,
player,201010040mia,nwe,BradTo00,pass_td,1,,,,,
player,201010040mia,nwe,BradTo00,pass_int,0,,,,,
player,201010040mia,nwe,BradTo00,pass_sacked,3,,,,,
player,201010040mia,nwe,BradTo00,pass_sacked_yds,7,,,,,
player,201010040mia,nwe,BradTo00,pass_long,17,,,,,
player,201010040mia,nwe,BradTo00,pass_rating,107.1,,,,,
player,201010040mia,nwe,BradTo00,rush_att,5,,,,,
player,201010040mia,nwe,BradTo00,rush_yds,6,,,,,
player,201010040mia,nwe,BradTo00,rush_td,0,,,,,
player,201010040mia,nwe,BradTo00,rush_long,5,,,,,
player,201010040mia,nwe,BradTo00,targets,0,,,,,
player,201010040mia,nwe,BradTo00,rec,0,,,,,
player,201010040mia,nwe,BradTo00,rec_yds,0,,,,,
player,201010040mia,nwe,BradTo00,rec_td,0,,,,,
player,201010040mia,nwe,BradTo00,rec_long,0,,,,,
player,201010040mia,nwe,BradTo00,fumbles,0,,,,,
player,201010040mia,nwe,BradTo00,fumbles_lost,,,,,,
player,201010040mia,nwe,GreeBe00,pass_cmp,0,,,,,
player,201010040mia,nwe,GreeBe00,pass_att,0,,,,,
player,201010040mia,nwe,GreeBe00,pass_yds,0,,,,,
player,201010040mia,nwe,GreeBe00,pass_td,0,,,,,
player,201010040mia,nwe,GreeBe00,pass_int,0,,,,,
player,201010040mia,nwe,GreeBe00,pass_sacked,,,,,,
player,201010040mia,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201010040mia,nwe,GreeBe00,pass_long,0,,,,,
player,201010040mia,nwe,GreeBe00,pass_rating,,,,,,
player,201010040mia,nwe,GreeBe00,rush_att,16,,,,,
player,201010040mia,nwe,GreeBe00,rush_yds,76,,,,,
player,201010040mia,nwe,GreeBe00,rush_td,1,,,,,
player,201010040mia,nwe,GreeBe00,rush_long,12,,,,,
player,201010040mia,nwe,GreeBe00,targets,0,,,,,
player,201010040mia,nwe,GreeBe00,rec,0,,,,,
player,201010040mia,nwe,GreeBe00,rec_yds,0,,,,,
player,201010040mia,nwe,GreeBe00,rec_td,0,,,,,
player,201010040mia,nwe,GreeBe00,rec_long,0,,,,,
player,201010040mia,nwe,GreeBe00,fumbles,0,,,,,
player,201010040mia,nwe,GreeBe00,fumbles_lost,,,,,,
player,201010040mia,nwe,WoodDa02,pass_cmp,0,,,,,
player,201010040mia,nwe,WoodDa02,pass_att,0,,,,,
player,201010040mia,nwe,WoodDa02,pass_yds,0,,,,,
player,201010040mia,nwe,WoodDa02,pass_td,0,,,,,
player,201010040mia,nwe,WoodDa02,pass_int,0,,,,,
player,201010040mia,nwe,WoodDa02,pass_sacked,,,,,,
player,201010040mia,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201010040mia,nwe,WoodDa02,pass_long,0,,,,,
player,201010040mia,nwe,WoodDa02,pass_rating,,,,,,
player,201010040mia,nwe,WoodDa02,rush_att,8,,,,,
player,201010040mia,nwe,WoodDa02,rush_yds,36,,,,,
player,201010040mia,nwe,WoodDa02,rush_td,0,,,,,
player,201010040mia,nwe,WoodDa02,rush_long,9,,,,,
player,201010040mia,nwe,WoodDa02,targets,1,,,,,
player,201010040mia,nwe,WoodDa02,rec,1,,,,,
player,201010040mia,nwe,WoodDa02,rec_yds,11,,,,,
player,201010040mia,nwe,WoodDa02,rec_td,1,,,,,
player,201010040mia,nwe,WoodDa02,rec_long,11,,,,,
player,201010040mia,nwe,WoodDa02,fumbles,0,,,,,
player,201010040mia,nwe,WoodDa02,fumbles_lost,,,,,,
player,201010040mia,nwe,MorrSa00,pass_cmp,0,,,,,
player,201010040mia,nwe,MorrSa00,pass_att,0,,,,,
