game,2010,16,20101226,201012260kan,oti,"Tennessee Titans",14,kan,"Kansas City Chiefs",34
player,201012260kan,kan,CoppTe00,rec_long,6,,,,,
player,201012260kan,kan,CoppTe00,fumbles,0,,,,,
player,201012260kan,kan,CoppTe00,fumbles_lost,,,,,,
player,201012260kan,kan,OConJa00,pass_cmp,,,,,,
player,201012260kan,kan,OConJa00,pass_att,,,,,,
player,201012260kan,kan,OConJa00,pass_yds,,,,,,
player,201012260kan,kan,OConJa00,pass_td,,,,,,
player,201012260kan,kan,OConJa00,pass_int,,,,,,
player,201012260kan,kan,OConJa00,pass_sacked,,,,,,
player,201012260kan,kan,OConJa00,pass_sacked_yds,,,,,,
player,201012260kan,kan,OConJa00,pass_long,,,,,,
player,201012260kan,kan,OConJa00,pass_rating,,,,,,
player,201012260kan,kan,OConJa00,rush_att,,,,,,
player,201012260kan,kan,OConJa00,rush_yds,,,,,,
player,201012260kan,kan,OConJa00,rush_td,,,,,,
player,201012260kan,kan,OConJa00,rush_long,,,,,,
player,201012260kan,kan,OConJa00,targets,1,,,,,
player,201012260kan,kan,OConJa00,rec,0,,,,,
player,201012260kan,kan,OConJa00,rec_yds,0,,,,,
player,201012260kan,kan,OConJa00,rec_td,0,,,,,
player,201012260kan,kan,OConJa00,rec_long,,,,,,
player,201012260kan,kan,OConJa00,fumbles,,,,,,
player,201012260kan,kan,OConJa00,fumbles_lost,,,,,,
player,201012260kan,oti,WithWi20,def_int,1,,,,,
player,201012260kan,oti,WithWi20,def_int_yds,9,,,,,
player,201012260kan,oti,WithWi20,def_int_td,0,,,,,
player,201012260kan,oti,WithWi20,def_int_long,9,,,,,
player,201012260kan,oti,WithWi20,pass_defended,1,,,,,
player,201012260kan,oti,WithWi20,sacks,0.0,,,,,
player,201012260kan,oti,WithWi20,tackles_combined,9,,,,,
player,201012260kan,oti,WithWi20,tackles_solo,7,,,,,
player,201012260kan,oti,WithWi20,tackles_assists,2,,,,,
player,201012260kan,oti,WithWi20,tackles_loss,0,,,,,
player,201012260kan,oti,WithWi20,qb_hits,0,,,,,
player,201012260kan,oti,WithWi20,fumbles_rec,0,,,,,
player,201012260kan,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201012260kan,oti,WithWi20,fumbles_forced,0,,,,,
player,201012260kan,oti,BabiJa20,def_int,0,,,,,
player,201012260kan,oti,BabiJa20,def_int_yds,0,,,,,
player,201012260kan,oti,BabiJa20,def_int_td,0,,,,,
player,201012260kan,oti,BabiJa20,def_int_long,0,,,,,
player,201012260kan,oti,BabiJa20,pass_defended,0,,,,,
player,201012260kan,oti,BabiJa20,sacks,0.5,,,,,
player,201012260kan,oti,BabiJa20,tackles_combined,6,,,,,
player,201012260kan,oti,BabiJa20,tackles_solo,4,,,,,
player,201012260kan,oti,BabiJa20,tackles_assists,2,,,,,
player,201012260kan,oti,BabiJa20,tackles_loss,0,,,,,
player,201012260kan,oti,BabiJa20,qb_hits,1,,,,,
player,201012260kan,oti,BabiJa20,fumbles_rec,0,,,,,
player,201012260kan,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201012260kan,oti,BabiJa20,fumbles_forced,0,,,,,
player,201012260kan,oti,JoneJa99,def_int,0,,,,,
player,201012260kan,oti,JoneJa99,def_int_yds,0,,,,,
player,201012260kan,oti,JoneJa99,def_int_td,0,,,,,
player,201012260kan,oti,JoneJa99,def_int_long,0,,,,,
player,201012260kan,oti,JoneJa99,pass_defended,0,,,,,
player,201012260kan,oti,JoneJa99,sacks,0.5,,,,,
player,201012260kan,oti,JoneJa99,tackles_combined,3,,,,,
player,201012260kan,oti,JoneJa99,tackles_solo,2,,,,,
player,201012260kan,oti,JoneJa99,tackles_assists,1,,,,,
player,201012260kan,oti,JoneJa99,tackles_loss,0,,,,,
player,201012260kan,oti,JoneJa99,qb_hits,2,,,,,
player,201012260kan,oti,JoneJa99,fumbles_rec,0,,,,,
player,201012260kan,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,JoneJa99,fumbles_forced,1,,,,,
player,201012260kan,oti,TullSt20,def_int,0,,,,,
player,201012260kan,oti,TullSt20,def_int_yds,0,,,,,
player,201012260kan,oti,TullSt20,def_int_td,0,,,,,
player,201012260kan,oti,TullSt20,def_int_long,0,,,,,
player,201012260kan,oti,TullSt20,pass_defended,0,,,,,
player,201012260kan,oti,TullSt20,sacks,0.0,,,,,
player,201012260kan,oti,TullSt20,tackles_combined,11,,,,,
player,201012260kan,oti,TullSt20,tackles_solo,6,,,,,
player,201012260kan,oti,TullSt20,tackles_assists,5,,,,,
player,201012260kan,oti,TullSt20,tackles_loss,0,,,,,
player,201012260kan,oti,TullSt20,qb_hits,1,,,,,
player,201012260kan,oti,TullSt20,fumbles_rec,0,,,,,
player,201012260kan,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201012260kan,oti,TullSt20,fumbles_forced,0,,,,,
player,201012260kan,oti,HopeCh21,def_int,0,,,,,
player,201012260kan,oti,HopeCh21,def_int_yds,0,,,,,
player,201012260kan,oti,HopeCh21,def_int_td,0,,,,,
player,201012260kan,oti,HopeCh21,def_int_long,0,,,,,
player,201012260kan,oti,HopeCh21,pass_defended,0,,,,,
player,201012260kan,oti,HopeCh21,sacks,0.0,,,,,
player,201012260kan,oti,HopeCh21,tackles_combined,10,,,,,
player,201012260kan,oti,HopeCh21,tackles_solo,9,,,,,
player,201012260kan,oti,HopeCh21,tackles_assists,1,,,,,
player,201012260kan,oti,HopeCh21,tackles_loss,2,,,,,
player,201012260kan,oti,HopeCh21,qb_hits,0,,,,,
player,201012260kan,oti,HopeCh21,fumbles_rec,1,,,,,
player,201012260kan,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201012260kan,oti,HopeCh21,fumbles_forced,0,,,,,
player,201012260kan,oti,VernAl99,def_int,0,,,,,
player,201012260kan,oti,VernAl99,def_int_yds,0,,,,,
player,201012260kan,oti,VernAl99,def_int_td,0,,,,,
player,201012260kan,oti,VernAl99,def_int_long,0,,,,,
player,201012260kan,oti,VernAl99,pass_defended,0,,,,,
player,201012260kan,oti,VernAl99,sacks,0.0,,,,,
player,201012260kan,oti,VernAl99,tackles_combined,10,,,,,
player,201012260kan,oti,VernAl99,tackles_solo,8,,,,,
player,201012260kan,oti,VernAl99,tackles_assists,2,,,,,
player,201012260kan,oti,VernAl99,tackles_loss,1,,,,,
player,201012260kan,oti,VernAl99,qb_hits,0,,,,,
player,201012260kan,oti,VernAl99,fumbles_rec,0,,,,,
player,201012260kan,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,VernAl99,fumbles_forced,1,,,,,
player,201012260kan,oti,FordJa99,def_int,0,,,,,
player,201012260kan,oti,FordJa99,def_int_yds,0,,,,,
player,201012260kan,oti,FordJa99,def_int_td,0,,,,,
player,201012260kan,oti,FordJa99,def_int_long,0,,,,,
player,201012260kan,oti,FordJa99,pass_defended,0,,,,,
player,201012260kan,oti,FordJa99,sacks,0.0,,,,,
player,201012260kan,oti,FordJa99,tackles_combined,6,,,,,
player,201012260kan,oti,FordJa99,tackles_solo,5,,,,,
player,201012260kan,oti,FordJa99,tackles_assists,1,,,,,
player,201012260kan,oti,FordJa99,tackles_loss,2,,,,,
player,201012260kan,oti,FordJa99,qb_hits,0,,,,,
player,201012260kan,oti,FordJa99,fumbles_rec,0,,,,,
player,201012260kan,oti,FordJa99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,FordJa99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,FordJa99,fumbles_forced,0,,,,,
player,201012260kan,oti,GrifMi99,def_int,0,,,,,
player,201012260kan,oti,GrifMi99,def_int_yds,0,,,,,
player,201012260kan,oti,GrifMi99,def_int_td,0,,,,,
player,201012260kan,oti,GrifMi99,def_int_long,0,,,,,
player,201012260kan,oti,GrifMi99,pass_defended,0,,,,,
player,201012260kan,oti,GrifMi99,sacks,0.0,,,,,
player,201012260kan,oti,GrifMi99,tackles_combined,6,,,,,
player,201012260kan,oti,GrifMi99,tackles_solo,5,,,,,
player,201012260kan,oti,GrifMi99,tackles_assists,1,,,,,
player,201012260kan,oti,GrifMi99,tackles_loss,0,,,,,
player,201012260kan,oti,GrifMi99,qb_hits,0,,,,,
player,201012260kan,oti,GrifMi99,fumbles_rec,0,,,,,
player,201012260kan,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,GrifMi99,fumbles_forced,0,,,,,
player,201012260kan,oti,FinnCo20,def_int,0,,,,,
player,201012260kan,oti,FinnCo20,def_int_yds,0,,,,,
player,201012260kan,oti,FinnCo20,def_int_td,0,,,,,
player,201012260kan,oti,FinnCo20,def_int_long,0,,,,,
player,201012260kan,oti,FinnCo20,pass_defended,2,,,,,
player,201012260kan,oti,FinnCo20,sacks,0.0,,,,,
player,201012260kan,oti,FinnCo20,tackles_combined,5,,,,,
player,201012260kan,oti,FinnCo20,tackles_solo,4,,,,,
player,201012260kan,oti,FinnCo20,tackles_assists,1,,,,,
player,201012260kan,oti,FinnCo20,tackles_loss,0,,,,,
player,201012260kan,oti,FinnCo20,qb_hits,0,,,,,
player,201012260kan,oti,FinnCo20,fumbles_rec,0,,,,,
player,201012260kan,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201012260kan,oti,FinnCo20,fumbles_forced,0,,,,,
player,201012260kan,oti,DougMa20,def_int,0,,,,,
player,201012260kan,oti,DougMa20,def_int_yds,0,,,,,
player,201012260kan,oti,DougMa20,def_int_td,0,,,,,
player,201012260kan,oti,DougMa20,def_int_long,0,,,,,
player,201012260kan,oti,DougMa20,pass_defended,0,,,,,
player,201012260kan,oti,DougMa20,sacks,0.0,,,,,
player,201012260kan,oti,DougMa20,tackles_combined,4,,,,,
player,201012260kan,oti,DougMa20,tackles_solo,3,,,,,
player,201012260kan,oti,DougMa20,tackles_assists,1,,,,,
player,201012260kan,oti,DougMa20,tackles_loss,1,,,,,
player,201012260kan,oti,DougMa20,qb_hits,0,,,,,
player,201012260kan,oti,DougMa20,fumbles_rec,0,,,,,
player,201012260kan,oti,DougMa20,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,DougMa20,fumbles_rec_td,0,,,,,
player,201012260kan,oti,DougMa20,fumbles_forced,0,,,,,
player,201012260kan,oti,ShawTi99,def_int,0,,,,,
player,201012260kan,oti,ShawTi99,def_int_yds,0,,,,,
player,201012260kan,oti,ShawTi99,def_int_td,0,,,,,
player,201012260kan,oti,ShawTi99,def_int_long,0,,,,,
player,201012260kan,oti,ShawTi99,pass_defended,0,,,,,
player,201012260kan,oti,ShawTi99,sacks,0.0,,,,,
player,201012260kan,oti,ShawTi99,tackles_combined,3,,,,,
player,201012260kan,oti,ShawTi99,tackles_solo,3,,,,,
player,201012260kan,oti,ShawTi99,tackles_assists,0,,,,,
player,201012260kan,oti,ShawTi99,tackles_loss,0,,,,,
player,201012260kan,oti,ShawTi99,qb_hits,0,,,,,
player,201012260kan,oti,ShawTi99,fumbles_rec,0,,,,,
player,201012260kan,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,ShawTi99,fumbles_forced,0,,,,,
player,201012260kan,oti,BailPa99,def_int,0,,,,,
player,201012260kan,oti,BailPa99,def_int_yds,0,,,,,
player,201012260kan,oti,BailPa99,def_int_td,0,,,,,
player,201012260kan,oti,BailPa99,def_int_long,0,,,,,
player,201012260kan,oti,BailPa99,pass_defended,0,,,,,
player,201012260kan,oti,BailPa99,sacks,0.0,,,,,
player,201012260kan,oti,BailPa99,tackles_combined,2,,,,,
player,201012260kan,oti,BailPa99,tackles_solo,2,,,,,
player,201012260kan,oti,BailPa99,tackles_assists,0,,,,,
player,201012260kan,oti,BailPa99,tackles_loss,0,,,,,
player,201012260kan,oti,BailPa99,qb_hits,0,,,,,
player,201012260kan,oti,BailPa99,fumbles_rec,0,,,,,
player,201012260kan,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,BailPa99,fumbles_forced,0,,,,,
player,201012260kan,oti,MarkSe99,def_int,0,,,,,
player,201012260kan,oti,MarkSe99,def_int_yds,0,,,,,
player,201012260kan,oti,MarkSe99,def_int_td,0,,,,,
player,201012260kan,oti,MarkSe99,def_int_long,0,,,,,
player,201012260kan,oti,MarkSe99,pass_defended,1,,,,,
player,201012260kan,oti,MarkSe99,sacks,0.0,,,,,
player,201012260kan,oti,MarkSe99,tackles_combined,2,,,,,
player,201012260kan,oti,MarkSe99,tackles_solo,2,,,,,
player,201012260kan,oti,MarkSe99,tackles_assists,0,,,,,
player,201012260kan,oti,MarkSe99,tackles_loss,0,,,,,
player,201012260kan,oti,MarkSe99,qb_hits,0,,,,,
player,201012260kan,oti,MarkSe99,fumbles_rec,0,,,,,
player,201012260kan,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,MarkSe99,fumbles_forced,0,,,,,
player,201012260kan,oti,McRaGe99,def_int,0,,,,,
player,201012260kan,oti,McRaGe99,def_int_yds,0,,,,,
player,201012260kan,oti,McRaGe99,def_int_td,0,,,,,
player,201012260kan,oti,McRaGe99,def_int_long,0,,,,,
player,201012260kan,oti,McRaGe99,pass_defended,0,,,,,
player,201012260kan,oti,McRaGe99,sacks,0.0,,,,,
player,201012260kan,oti,McRaGe99,tackles_combined,2,,,,,
player,201012260kan,oti,McRaGe99,tackles_solo,2,,,,,
player,201012260kan,oti,McRaGe99,tackles_assists,0,,,,,
player,201012260kan,oti,McRaGe99,tackles_loss,0,,,,,
player,201012260kan,oti,McRaGe99,qb_hits,0,,,,,
player,201012260kan,oti,McRaGe99,fumbles_rec,0,,,,,
player,201012260kan,oti,McRaGe99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,McRaGe99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,McRaGe99,fumbles_forced,0,,,,,
player,201012260kan,oti,CurrRe99,def_int,0,,,,,
player,201012260kan,oti,CurrRe99,def_int_yds,0,,,,,
player,201012260kan,oti,CurrRe99,def_int_td,0,,,,,
player,201012260kan,oti,CurrRe99,def_int_long,0,,,,,
player,201012260kan,oti,CurrRe99,pass_defended,0,,,,,
player,201012260kan,oti,CurrRe99,sacks,0.0,,,,,
player,201012260kan,oti,CurrRe99,tackles_combined,1,,,,,
player,201012260kan,oti,CurrRe99,tackles_solo,0,,,,,
player,201012260kan,oti,CurrRe99,tackles_assists,1,,,,,
player,201012260kan,oti,CurrRe99,tackles_loss,0,,,,,
player,201012260kan,oti,CurrRe99,qb_hits,0,,,,,
player,201012260kan,oti,CurrRe99,fumbles_rec,0,,,,,
player,201012260kan,oti,CurrRe99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,CurrRe99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,CurrRe99,fumbles_forced,0,,,,,
player,201012260kan,oti,McCoJa99,def_int,0,,,,,
player,201012260kan,oti,McCoJa99,def_int_yds,0,,,,,
player,201012260kan,oti,McCoJa99,def_int_td,0,,,,,
player,201012260kan,oti,McCoJa99,def_int_long,0,,,,,
player,201012260kan,oti,McCoJa99,pass_defended,2,,,,,
player,201012260kan,oti,McCoJa99,sacks,0.0,,,,,
player,201012260kan,oti,McCoJa99,tackles_combined,1,,,,,
player,201012260kan,oti,McCoJa99,tackles_solo,1,,,,,
player,201012260kan,oti,McCoJa99,tackles_assists,0,,,,,
player,201012260kan,oti,McCoJa99,tackles_loss,0,,,,,
player,201012260kan,oti,McCoJa99,qb_hits,0,,,,,
player,201012260kan,oti,McCoJa99,fumbles_rec,0,,,,,
player,201012260kan,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201012260kan,oti,McCoJa99,fumbles_forced,0,,,,,
player,201012260kan,oti,NickDo20,def_int,0,,,,,
player,201012260kan,oti,NickDo20,def_int_yds,0,,,,,
player,201012260kan,oti,NickDo20,def_int_td,0,,,,,
player,201012260kan,oti,NickDo20,def_int_long,0,,,,,
player,201012260kan,oti,NickDo20,pass_defended,0,,,,,
player,201012260kan,oti,NickDo20,sacks,0.0,,,,,
player,201012260kan,oti,NickDo20,tackles_combined,1,,,,,
player,201012260kan,oti,NickDo20,tackles_solo,1,,,,,
player,201012260kan,oti,NickDo20,tackles_assists,0,,,,,
player,201012260kan,oti,NickDo20,tackles_loss,0,,,,,
player,201012260kan,oti,NickDo20,qb_hits,0,,,,,
player,201012260kan,oti,NickDo20,fumbles_rec,0,,,,,
player,201012260kan,oti,NickDo20,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,NickDo20,fumbles_rec_td,0,,,,,
player,201012260kan,oti,NickDo20,fumbles_forced,0,,,,,
player,201012260kan,oti,ShepMa00,def_int,0,,,,,
player,201012260kan,oti,ShepMa00,def_int_yds,0,,,,,
player,201012260kan,oti,ShepMa00,def_int_td,0,,,,,
player,201012260kan,oti,ShepMa00,def_int_long,0,,,,,
player,201012260kan,oti,ShepMa00,pass_defended,0,,,,,
player,201012260kan,oti,ShepMa00,sacks,0.0,,,,,
player,201012260kan,oti,ShepMa00,tackles_combined,1,,,,,
player,201012260kan,oti,ShepMa00,tackles_solo,1,,,,,
player,201012260kan,oti,ShepMa00,tackles_assists,0,,,,,
player,201012260kan,oti,ShepMa00,tackles_loss,1,,,,,
player,201012260kan,oti,ShepMa00,qb_hits,0,,,,,
player,201012260kan,oti,ShepMa00,fumbles_rec,0,,,,,
player,201012260kan,oti,ShepMa00,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,ShepMa00,fumbles_rec_td,0,,,,,
player,201012260kan,oti,ShepMa00,fumbles_forced,0,,,,,
player,201012260kan,oti,StevCr00,def_int,0,,,,,
player,201012260kan,oti,StevCr00,def_int_yds,0,,,,,
player,201012260kan,oti,StevCr00,def_int_td,0,,,,,
player,201012260kan,oti,StevCr00,def_int_long,0,,,,,
player,201012260kan,oti,StevCr00,pass_defended,0,,,,,
player,201012260kan,oti,StevCr00,sacks,0.0,,,,,
player,201012260kan,oti,StevCr00,tackles_combined,1,,,,,
player,201012260kan,oti,StevCr00,tackles_solo,1,,,,,
player,201012260kan,oti,StevCr00,tackles_assists,0,,,,,
player,201012260kan,oti,StevCr00,tackles_loss,0,,,,,
player,201012260kan,oti,StevCr00,qb_hits,0,,,,,
player,201012260kan,oti,StevCr00,fumbles_rec,0,,,,,
player,201012260kan,oti,StevCr00,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,StevCr00,fumbles_rec_td,0,,,,,
player,201012260kan,oti,StevCr00,fumbles_forced,0,,,,,
player,201012260kan,oti,WillDa04,def_int,0,,,,,
player,201012260kan,oti,WillDa04,def_int_yds,0,,,,,
player,201012260kan,oti,WillDa04,def_int_td,0,,,,,
player,201012260kan,oti,WillDa04,def_int_long,0,,,,,
player,201012260kan,oti,WillDa04,pass_defended,0,,,,,
player,201012260kan,oti,WillDa04,sacks,0.0,,,,,
player,201012260kan,oti,WillDa04,tackles_combined,1,,,,,
player,201012260kan,oti,WillDa04,tackles_solo,1,,,,,
player,201012260kan,oti,WillDa04,tackles_assists,0,,,,,
player,201012260kan,oti,WillDa04,tackles_loss,0,,,,,
player,201012260kan,oti,WillDa04,qb_hits,0,,,,,
player,201012260kan,oti,WillDa04,fumbles_rec,0,,,,,
player,201012260kan,oti,WillDa04,fumbles_rec_yds,0,,,,,
player,201012260kan,oti,WillDa04,fumbles_rec_td,0,,,,,
player,201012260kan,oti,WillDa04,fumbles_forced,0,,,,,
player,201012260kan,kan,BerrEr99,def_int,1,,,,,
player,201012260kan,kan,BerrEr99,def_int_yds,54,,,,,
player,201012260kan,kan,BerrEr99,def_int_td,1,,,,,
player,201012260kan,kan,BerrEr99,def_int_long,54,,,,,
player,201012260kan,kan,BerrEr99,pass_defended,1,,,,,
player,201012260kan,kan,BerrEr99,sacks,0.0,,,,,
player,201012260kan,kan,BerrEr99,tackles_combined,4,,,,,
player,201012260kan,kan,BerrEr99,tackles_solo,4,,,,,
player,201012260kan,kan,BerrEr99,tackles_assists,0,,,,,
player,201012260kan,kan,BerrEr99,tackles_loss,1,,,,,
player,201012260kan,kan,BerrEr99,qb_hits,0,,,,,
player,201012260kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201012260kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201012260kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201012260kan,kan,CarrBr99,def_int,1,,,,,
player,201012260kan,kan,CarrBr99,def_int_yds,0,,,,,
player,201012260kan,kan,CarrBr99,def_int_td,0,,,,,
player,201012260kan,kan,CarrBr99,def_int_long,0,,,,,
player,201012260kan,kan,CarrBr99,pass_defended,3,,,,,
player,201012260kan,kan,CarrBr99,sacks,0.0,,,,,
player,201012260kan,kan,CarrBr99,tackles_combined,2,,,,,
player,201012260kan,kan,CarrBr99,tackles_solo,2,,,,,
player,201012260kan,kan,CarrBr99,tackles_assists,0,,,,,
player,201012260kan,kan,CarrBr99,tackles_loss,0,,,,,
player,201012260kan,kan,CarrBr99,qb_hits,0,,,,,
player,201012260kan,kan,CarrBr99,fumbles_rec,0,,,,,
player,201012260kan,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201012260kan,kan,CarrBr99,fumbles_forced,0,,,,,
player,201012260kan,kan,DorsGl99,def_int,0,,,,,
player,201012260kan,kan,DorsGl99,def_int_yds,0,,,,,
player,201012260kan,kan,DorsGl99,def_int_td,0,,,,,
player,201012260kan,kan,DorsGl99,def_int_long,0,,,,,
player,201012260kan,kan,DorsGl99,pass_defended,0,,,,,
player,201012260kan,kan,DorsGl99,sacks,1.0,,,,,
player,201012260kan,kan,DorsGl99,tackles_combined,3,,,,,
player,201012260kan,kan,DorsGl99,tackles_solo,3,,,,,
player,201012260kan,kan,DorsGl99,tackles_assists,0,,,,,
player,201012260kan,kan,DorsGl99,tackles_loss,1,,,,,
player,201012260kan,kan,DorsGl99,qb_hits,1,,,,,
player,201012260kan,kan,DorsGl99,fumbles_rec,0,,,,,
player,201012260kan,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201012260kan,kan,DorsGl99,fumbles_forced,0,,,,,
player,201012260kan,kan,HaliTa20,def_int,0,,,,,
player,201012260kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201012260kan,kan,HaliTa20,def_int_td,0,,,,,
player,201012260kan,kan,HaliTa20,def_int_long,0,,,,,
player,201012260kan,kan,HaliTa20,pass_defended,0,,,,,
player,201012260kan,kan,HaliTa20,sacks,1.0,,,,,
player,201012260kan,kan,HaliTa20,tackles_combined,3,,,,,
player,201012260kan,kan,HaliTa20,tackles_solo,2,,,,,
player,201012260kan,kan,HaliTa20,tackles_assists,1,,,,,
player,201012260kan,kan,HaliTa20,tackles_loss,1,,,,,
player,201012260kan,kan,HaliTa20,qb_hits,1,,,,,
player,201012260kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201012260kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201012260kan,kan,HaliTa20,fumbles_forced,0,,,,,
player,201012260kan,kan,StudAn99,def_int,0,,,,,
player,201012260kan,kan,StudAn99,def_int_yds,0,,,,,
player,201012260kan,kan,StudAn99,def_int_td,0,,,,,
player,201012260kan,kan,StudAn99,def_int_long,0,,,,,
player,201012260kan,kan,StudAn99,pass_defended,0,,,,,
player,201012260kan,kan,StudAn99,sacks,1.0,,,,,
player,201012260kan,kan,StudAn99,tackles_combined,1,,,,,
player,201012260kan,kan,StudAn99,tackles_solo,1,,,,,
player,201012260kan,kan,StudAn99,tackles_assists,0,,,,,
player,201012260kan,kan,StudAn99,tackles_loss,1,,,,,
player,201012260kan,kan,StudAn99,qb_hits,1,,,,,
player,201012260kan,kan,StudAn99,fumbles_rec,0,,,,,
player,201012260kan,kan,StudAn99,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,StudAn99,fumbles_rec_td,0,,,,,
player,201012260kan,kan,StudAn99,fumbles_forced,0,,,,,
player,201012260kan,kan,FlowBr99,def_int,0,,,,,
player,201012260kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201012260kan,kan,FlowBr99,def_int_td,0,,,,,
player,201012260kan,kan,FlowBr99,def_int_long,0,,,,,
player,201012260kan,kan,FlowBr99,pass_defended,0,,,,,
player,201012260kan,kan,FlowBr99,sacks,0.0,,,,,
player,201012260kan,kan,FlowBr99,tackles_combined,7,,,,,
player,201012260kan,kan,FlowBr99,tackles_solo,7,,,,,
player,201012260kan,kan,FlowBr99,tackles_assists,0,,,,,
player,201012260kan,kan,FlowBr99,tackles_loss,0,,,,,
player,201012260kan,kan,FlowBr99,qb_hits,0,,,,,
player,201012260kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201012260kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201012260kan,kan,FlowBr99,fumbles_forced,0,,,,,
player,201012260kan,kan,JohnDe25,def_int,0,,,,,
player,201012260kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201012260kan,kan,JohnDe25,def_int_td,0,,,,,
player,201012260kan,kan,JohnDe25,def_int_long,0,,,,,
player,201012260kan,kan,JohnDe25,pass_defended,1,,,,,
player,201012260kan,kan,JohnDe25,sacks,0.0,,,,,
player,201012260kan,kan,JohnDe25,tackles_combined,4,,,,,
player,201012260kan,kan,JohnDe25,tackles_solo,3,,,,,
player,201012260kan,kan,JohnDe25,tackles_assists,1,,,,,
player,201012260kan,kan,JohnDe25,tackles_loss,1,,,,,
player,201012260kan,kan,JohnDe25,qb_hits,0,,,,,
player,201012260kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201012260kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201012260kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201012260kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201012260kan,kan,TuckVe00,def_int,0,,,,,
player,201012260kan,kan,TuckVe00,def_int_yds,0,,,,,
player,201012260kan,kan,TuckVe00,def_int_td,0,,,,,
player,201012260kan,kan,TuckVe00,def_int_long,0,,,,,
player,201012260kan,kan,TuckVe00,pass_defended,0,,,,,
player,201012260kan,kan,TuckVe00,sacks,0.0,,,,,
player,201012260kan,kan,TuckVe00,tackles_combined,3,,,,,
player,201012260kan,kan,TuckVe00,tackles_solo,3,,,,,
player,201012260kan,kan,TuckVe00,tackles_assists,0,,,,,
player,201012260kan,kan,TuckVe00,tackles_loss,0,,,,,
player,201012260kan,kan,TuckVe00,qb_hits,0,,,,,
player,201012260kan,kan,TuckVe00,fumbles_rec,0,,,,,
player,201012260kan,kan,TuckVe00,fumbles_rec_yds,0,,,,,
