game,2010,9,20101107,201011070sea,nyg,"New York Giants",41,sea,"Seattle Seahawks",7
player,201011070sea,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,ThomTe99,fumbles_forced,0,,,,,
player,201011070sea,nyg,GoffJo99,def_int,0,,,,,
player,201011070sea,nyg,GoffJo99,def_int_yds,0,,,,,
player,201011070sea,nyg,GoffJo99,def_int_td,0,,,,,
player,201011070sea,nyg,GoffJo99,def_int_long,0,,,,,
player,201011070sea,nyg,GoffJo99,pass_defended,0,,,,,
player,201011070sea,nyg,GoffJo99,sacks,0.0,,,,,
player,201011070sea,nyg,GoffJo99,tackles_combined,4,,,,,
player,201011070sea,nyg,GoffJo99,tackles_solo,4,,,,,
player,201011070sea,nyg,GoffJo99,tackles_assists,0,,,,,
player,201011070sea,nyg,GoffJo99,tackles_loss,1,,,,,
player,201011070sea,nyg,GoffJo99,qb_hits,0,,,,,
player,201011070sea,nyg,GoffJo99,fumbles_rec,1,,,,,
player,201011070sea,nyg,GoffJo99,fumbles_rec_yds,22,,,,,
player,201011070sea,nyg,GoffJo99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,GoffJo99,fumbles_forced,0,,,,,
player,201011070sea,nyg,GranDe21,def_int,0,,,,,
player,201011070sea,nyg,GranDe21,def_int_yds,0,,,,,
player,201011070sea,nyg,GranDe21,def_int_td,0,,,,,
player,201011070sea,nyg,GranDe21,def_int_long,0,,,,,
player,201011070sea,nyg,GranDe21,pass_defended,0,,,,,
player,201011070sea,nyg,GranDe21,sacks,0.0,,,,,
player,201011070sea,nyg,GranDe21,tackles_combined,4,,,,,
player,201011070sea,nyg,GranDe21,tackles_solo,3,,,,,
player,201011070sea,nyg,GranDe21,tackles_assists,1,,,,,
player,201011070sea,nyg,GranDe21,tackles_loss,0,,,,,
player,201011070sea,nyg,GranDe21,qb_hits,0,,,,,
player,201011070sea,nyg,GranDe21,fumbles_rec,0,,,,,
player,201011070sea,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,GranDe21,fumbles_forced,0,,,,,
player,201011070sea,nyg,BlacCh21,def_int,0,,,,,
player,201011070sea,nyg,BlacCh21,def_int_yds,0,,,,,
player,201011070sea,nyg,BlacCh21,def_int_td,0,,,,,
player,201011070sea,nyg,BlacCh21,def_int_long,0,,,,,
player,201011070sea,nyg,BlacCh21,pass_defended,0,,,,,
player,201011070sea,nyg,BlacCh21,sacks,0.0,,,,,
player,201011070sea,nyg,BlacCh21,tackles_combined,3,,,,,
player,201011070sea,nyg,BlacCh21,tackles_solo,2,,,,,
player,201011070sea,nyg,BlacCh21,tackles_assists,1,,,,,
player,201011070sea,nyg,BlacCh21,tackles_loss,0,,,,,
player,201011070sea,nyg,BlacCh21,qb_hits,0,,,,,
player,201011070sea,nyg,BlacCh21,fumbles_rec,0,,,,,
player,201011070sea,nyg,BlacCh21,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,BlacCh21,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,BlacCh21,fumbles_forced,0,,,,,
player,201011070sea,nyg,BoleMi20,def_int,0,,,,,
player,201011070sea,nyg,BoleMi20,def_int_yds,0,,,,,
player,201011070sea,nyg,BoleMi20,def_int_td,0,,,,,
player,201011070sea,nyg,BoleMi20,def_int_long,0,,,,,
player,201011070sea,nyg,BoleMi20,pass_defended,0,,,,,
player,201011070sea,nyg,BoleMi20,sacks,0.0,,,,,
player,201011070sea,nyg,BoleMi20,tackles_combined,3,,,,,
player,201011070sea,nyg,BoleMi20,tackles_solo,3,,,,,
player,201011070sea,nyg,BoleMi20,tackles_assists,0,,,,,
player,201011070sea,nyg,BoleMi20,tackles_loss,1,,,,,
player,201011070sea,nyg,BoleMi20,qb_hits,0,,,,,
player,201011070sea,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201011070sea,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201011070sea,nyg,UmenOs99,def_int,0,,,,,
player,201011070sea,nyg,UmenOs99,def_int_yds,0,,,,,
player,201011070sea,nyg,UmenOs99,def_int_td,0,,,,,
player,201011070sea,nyg,UmenOs99,def_int_long,0,,,,,
player,201011070sea,nyg,UmenOs99,pass_defended,0,,,,,
player,201011070sea,nyg,UmenOs99,sacks,0.0,,,,,
player,201011070sea,nyg,UmenOs99,tackles_combined,3,,,,,
player,201011070sea,nyg,UmenOs99,tackles_solo,3,,,,,
player,201011070sea,nyg,UmenOs99,tackles_assists,0,,,,,
player,201011070sea,nyg,UmenOs99,tackles_loss,1,,,,,
player,201011070sea,nyg,UmenOs99,qb_hits,1,,,,,
player,201011070sea,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201011070sea,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201011070sea,nyg,BernRo20,def_int,0,,,,,
player,201011070sea,nyg,BernRo20,def_int_yds,0,,,,,
player,201011070sea,nyg,BernRo20,def_int_td,0,,,,,
player,201011070sea,nyg,BernRo20,def_int_long,0,,,,,
player,201011070sea,nyg,BernRo20,pass_defended,0,,,,,
player,201011070sea,nyg,BernRo20,sacks,0.0,,,,,
player,201011070sea,nyg,BernRo20,tackles_combined,2,,,,,
player,201011070sea,nyg,BernRo20,tackles_solo,2,,,,,
player,201011070sea,nyg,BernRo20,tackles_assists,0,,,,,
player,201011070sea,nyg,BernRo20,tackles_loss,0,,,,,
player,201011070sea,nyg,BernRo20,qb_hits,0,,,,,
player,201011070sea,nyg,BernRo20,fumbles_rec,0,,,,,
player,201011070sea,nyg,BernRo20,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,BernRo20,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,BernRo20,fumbles_forced,0,,,,,
player,201011070sea,nyg,CalhDu00,def_int,0,,,,,
player,201011070sea,nyg,CalhDu00,def_int_yds,0,,,,,
player,201011070sea,nyg,CalhDu00,def_int_td,0,,,,,
player,201011070sea,nyg,CalhDu00,def_int_long,0,,,,,
player,201011070sea,nyg,CalhDu00,pass_defended,0,,,,,
player,201011070sea,nyg,CalhDu00,sacks,0.0,,,,,
player,201011070sea,nyg,CalhDu00,tackles_combined,2,,,,,
player,201011070sea,nyg,CalhDu00,tackles_solo,2,,,,,
player,201011070sea,nyg,CalhDu00,tackles_assists,0,,,,,
player,201011070sea,nyg,CalhDu00,tackles_loss,0,,,,,
player,201011070sea,nyg,CalhDu00,qb_hits,0,,,,,
player,201011070sea,nyg,CalhDu00,fumbles_rec,0,,,,,
player,201011070sea,nyg,CalhDu00,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,CalhDu00,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,CalhDu00,fumbles_forced,0,,,,,
player,201011070sea,nyg,PhilKe99,def_int,0,,,,,
player,201011070sea,nyg,PhilKe99,def_int_yds,0,,,,,
player,201011070sea,nyg,PhilKe99,def_int_td,0,,,,,
player,201011070sea,nyg,PhilKe99,def_int_long,0,,,,,
player,201011070sea,nyg,PhilKe99,pass_defended,0,,,,,
player,201011070sea,nyg,PhilKe99,sacks,0.0,,,,,
player,201011070sea,nyg,PhilKe99,tackles_combined,2,,,,,
player,201011070sea,nyg,PhilKe99,tackles_solo,1,,,,,
player,201011070sea,nyg,PhilKe99,tackles_assists,1,,,,,
player,201011070sea,nyg,PhilKe99,tackles_loss,0,,,,,
player,201011070sea,nyg,PhilKe99,qb_hits,0,,,,,
player,201011070sea,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201011070sea,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201011070sea,nyg,TollDa99,def_int,0,,,,,
player,201011070sea,nyg,TollDa99,def_int_yds,0,,,,,
player,201011070sea,nyg,TollDa99,def_int_td,0,,,,,
player,201011070sea,nyg,TollDa99,def_int_long,0,,,,,
player,201011070sea,nyg,TollDa99,pass_defended,0,,,,,
player,201011070sea,nyg,TollDa99,sacks,0.0,,,,,
player,201011070sea,nyg,TollDa99,tackles_combined,2,,,,,
player,201011070sea,nyg,TollDa99,tackles_solo,2,,,,,
player,201011070sea,nyg,TollDa99,tackles_assists,0,,,,,
player,201011070sea,nyg,TollDa99,tackles_loss,0,,,,,
player,201011070sea,nyg,TollDa99,qb_hits,0,,,,,
player,201011070sea,nyg,TollDa99,fumbles_rec,0,,,,,
player,201011070sea,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,TollDa99,fumbles_forced,0,,,,,
player,201011070sea,nyg,BeckTr00,def_int,0,,,,,
player,201011070sea,nyg,BeckTr00,def_int_yds,0,,,,,
player,201011070sea,nyg,BeckTr00,def_int_td,0,,,,,
player,201011070sea,nyg,BeckTr00,def_int_long,0,,,,,
player,201011070sea,nyg,BeckTr00,pass_defended,0,,,,,
player,201011070sea,nyg,BeckTr00,sacks,0.0,,,,,
player,201011070sea,nyg,BeckTr00,tackles_combined,1,,,,,
player,201011070sea,nyg,BeckTr00,tackles_solo,1,,,,,
player,201011070sea,nyg,BeckTr00,tackles_assists,0,,,,,
player,201011070sea,nyg,BeckTr00,tackles_loss,0,,,,,
player,201011070sea,nyg,BeckTr00,qb_hits,0,,,,,
player,201011070sea,nyg,BeckTr00,fumbles_rec,0,,,,,
player,201011070sea,nyg,BeckTr00,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,BeckTr00,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,BeckTr00,fumbles_forced,1,,,,,
player,201011070sea,nyg,BlacWi20,def_int,0,,,,,
player,201011070sea,nyg,BlacWi20,def_int_yds,0,,,,,
player,201011070sea,nyg,BlacWi20,def_int_td,0,,,,,
player,201011070sea,nyg,BlacWi20,def_int_long,0,,,,,
player,201011070sea,nyg,BlacWi20,pass_defended,0,,,,,
player,201011070sea,nyg,BlacWi20,sacks,0.0,,,,,
player,201011070sea,nyg,BlacWi20,tackles_combined,1,,,,,
player,201011070sea,nyg,BlacWi20,tackles_solo,0,,,,,
player,201011070sea,nyg,BlacWi20,tackles_assists,1,,,,,
player,201011070sea,nyg,BlacWi20,tackles_loss,0,,,,,
player,201011070sea,nyg,BlacWi20,qb_hits,0,,,,,
player,201011070sea,nyg,BlacWi20,fumbles_rec,0,,,,,
player,201011070sea,nyg,BlacWi20,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,BlacWi20,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,BlacWi20,fumbles_forced,0,,,,,
player,201011070sea,nyg,BullKe00,def_int,0,,,,,
player,201011070sea,nyg,BullKe00,def_int_yds,0,,,,,
player,201011070sea,nyg,BullKe00,def_int_td,0,,,,,
player,201011070sea,nyg,BullKe00,def_int_long,0,,,,,
player,201011070sea,nyg,BullKe00,pass_defended,0,,,,,
player,201011070sea,nyg,BullKe00,sacks,0.0,,,,,
player,201011070sea,nyg,BullKe00,tackles_combined,1,,,,,
player,201011070sea,nyg,BullKe00,tackles_solo,1,,,,,
player,201011070sea,nyg,BullKe00,tackles_assists,0,,,,,
player,201011070sea,nyg,BullKe00,tackles_loss,0,,,,,
player,201011070sea,nyg,BullKe00,qb_hits,0,,,,,
player,201011070sea,nyg,BullKe00,fumbles_rec,0,,,,,
player,201011070sea,nyg,BullKe00,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,BullKe00,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,BullKe00,fumbles_forced,0,,,,,
player,201011070sea,nyg,CantCh21,def_int,0,,,,,
player,201011070sea,nyg,CantCh21,def_int_yds,0,,,,,
player,201011070sea,nyg,CantCh21,def_int_td,0,,,,,
player,201011070sea,nyg,CantCh21,def_int_long,0,,,,,
player,201011070sea,nyg,CantCh21,pass_defended,0,,,,,
player,201011070sea,nyg,CantCh21,sacks,0.0,,,,,
player,201011070sea,nyg,CantCh21,tackles_combined,1,,,,,
player,201011070sea,nyg,CantCh21,tackles_solo,1,,,,,
player,201011070sea,nyg,CantCh21,tackles_assists,0,,,,,
player,201011070sea,nyg,CantCh21,tackles_loss,0,,,,,
player,201011070sea,nyg,CantCh21,qb_hits,0,,,,,
player,201011070sea,nyg,CantCh21,fumbles_rec,0,,,,,
player,201011070sea,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,CantCh21,fumbles_forced,0,,,,,
player,201011070sea,nyg,DillPh99,def_int,0,,,,,
player,201011070sea,nyg,DillPh99,def_int_yds,0,,,,,
player,201011070sea,nyg,DillPh99,def_int_td,0,,,,,
player,201011070sea,nyg,DillPh99,def_int_long,0,,,,,
player,201011070sea,nyg,DillPh99,pass_defended,0,,,,,
player,201011070sea,nyg,DillPh99,sacks,0.0,,,,,
player,201011070sea,nyg,DillPh99,tackles_combined,1,,,,,
player,201011070sea,nyg,DillPh99,tackles_solo,1,,,,,
player,201011070sea,nyg,DillPh99,tackles_assists,0,,,,,
player,201011070sea,nyg,DillPh99,tackles_loss,0,,,,,
player,201011070sea,nyg,DillPh99,qb_hits,0,,,,,
player,201011070sea,nyg,DillPh99,fumbles_rec,0,,,,,
player,201011070sea,nyg,DillPh99,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,DillPh99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,DillPh99,fumbles_forced,0,,,,,
player,201011070sea,nyg,RollAn20,def_int,0,,,,,
player,201011070sea,nyg,RollAn20,def_int_yds,0,,,,,
player,201011070sea,nyg,RollAn20,def_int_td,0,,,,,
player,201011070sea,nyg,RollAn20,def_int_long,0,,,,,
player,201011070sea,nyg,RollAn20,pass_defended,0,,,,,
player,201011070sea,nyg,RollAn20,sacks,0.0,,,,,
player,201011070sea,nyg,RollAn20,tackles_combined,1,,,,,
player,201011070sea,nyg,RollAn20,tackles_solo,1,,,,,
player,201011070sea,nyg,RollAn20,tackles_assists,0,,,,,
player,201011070sea,nyg,RollAn20,tackles_loss,1,,,,,
player,201011070sea,nyg,RollAn20,qb_hits,0,,,,,
player,201011070sea,nyg,RollAn20,fumbles_rec,0,,,,,
player,201011070sea,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,RollAn20,fumbles_forced,0,,,,,
player,201011070sea,nyg,RossAa99,def_int,0,,,,,
player,201011070sea,nyg,RossAa99,def_int_yds,0,,,,,
player,201011070sea,nyg,RossAa99,def_int_td,0,,,,,
player,201011070sea,nyg,RossAa99,def_int_long,0,,,,,
player,201011070sea,nyg,RossAa99,pass_defended,0,,,,,
player,201011070sea,nyg,RossAa99,sacks,0.0,,,,,
player,201011070sea,nyg,RossAa99,tackles_combined,1,,,,,
player,201011070sea,nyg,RossAa99,tackles_solo,1,,,,,
player,201011070sea,nyg,RossAa99,tackles_assists,0,,,,,
player,201011070sea,nyg,RossAa99,tackles_loss,0,,,,,
player,201011070sea,nyg,RossAa99,qb_hits,0,,,,,
player,201011070sea,nyg,RossAa99,fumbles_rec,0,,,,,
player,201011070sea,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,RossAa99,fumbles_forced,0,,,,,
player,201011070sea,nyg,TuckJu20,def_int,0,,,,,
player,201011070sea,nyg,TuckJu20,def_int_yds,0,,,,,
player,201011070sea,nyg,TuckJu20,def_int_td,0,,,,,
player,201011070sea,nyg,TuckJu20,def_int_long,0,,,,,
player,201011070sea,nyg,TuckJu20,pass_defended,0,,,,,
player,201011070sea,nyg,TuckJu20,sacks,0.0,,,,,
player,201011070sea,nyg,TuckJu20,tackles_combined,1,,,,,
player,201011070sea,nyg,TuckJu20,tackles_solo,1,,,,,
player,201011070sea,nyg,TuckJu20,tackles_assists,0,,,,,
player,201011070sea,nyg,TuckJu20,tackles_loss,1,,,,,
player,201011070sea,nyg,TuckJu20,qb_hits,0,,,,,
player,201011070sea,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201011070sea,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201011070sea,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201011070sea,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201011070sea,sea,HawtDa20,def_int,0,,,,,
player,201011070sea,sea,HawtDa20,def_int_yds,0,,,,,
player,201011070sea,sea,HawtDa20,def_int_td,0,,,,,
player,201011070sea,sea,HawtDa20,def_int_long,0,,,,,
player,201011070sea,sea,HawtDa20,pass_defended,0,,,,,
player,201011070sea,sea,HawtDa20,sacks,0.0,,,,,
player,201011070sea,sea,HawtDa20,tackles_combined,12,,,,,
player,201011070sea,sea,HawtDa20,tackles_solo,9,,,,,
player,201011070sea,sea,HawtDa20,tackles_assists,3,,,,,
player,201011070sea,sea,HawtDa20,tackles_loss,0,,,,,
player,201011070sea,sea,HawtDa20,qb_hits,0,,,,,
player,201011070sea,sea,HawtDa20,fumbles_rec,1,,,,,
player,201011070sea,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201011070sea,sea,HawtDa20,fumbles_forced,0,,,,,
player,201011070sea,sea,TatuLo99,def_int,0,,,,,
player,201011070sea,sea,TatuLo99,def_int_yds,0,,,,,
player,201011070sea,sea,TatuLo99,def_int_td,0,,,,,
player,201011070sea,sea,TatuLo99,def_int_long,0,,,,,
player,201011070sea,sea,TatuLo99,pass_defended,1,,,,,
player,201011070sea,sea,TatuLo99,sacks,0.0,,,,,
player,201011070sea,sea,TatuLo99,tackles_combined,9,,,,,
player,201011070sea,sea,TatuLo99,tackles_solo,5,,,,,
player,201011070sea,sea,TatuLo99,tackles_assists,4,,,,,
player,201011070sea,sea,TatuLo99,tackles_loss,0,,,,,
player,201011070sea,sea,TatuLo99,qb_hits,0,,,,,
player,201011070sea,sea,TatuLo99,fumbles_rec,0,,,,,
player,201011070sea,sea,TatuLo99,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,TatuLo99,fumbles_rec_td,0,,,,,
player,201011070sea,sea,TatuLo99,fumbles_forced,0,,,,,
player,201011070sea,sea,TrufMa20,def_int,0,,,,,
player,201011070sea,sea,TrufMa20,def_int_yds,0,,,,,
player,201011070sea,sea,TrufMa20,def_int_td,0,,,,,
player,201011070sea,sea,TrufMa20,def_int_long,0,,,,,
player,201011070sea,sea,TrufMa20,pass_defended,1,,,,,
player,201011070sea,sea,TrufMa20,sacks,0.0,,,,,
player,201011070sea,sea,TrufMa20,tackles_combined,9,,,,,
player,201011070sea,sea,TrufMa20,tackles_solo,8,,,,,
player,201011070sea,sea,TrufMa20,tackles_assists,1,,,,,
player,201011070sea,sea,TrufMa20,tackles_loss,0,,,,,
player,201011070sea,sea,TrufMa20,qb_hits,0,,,,,
player,201011070sea,sea,TrufMa20,fumbles_rec,0,,,,,
player,201011070sea,sea,TrufMa20,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,TrufMa20,fumbles_rec_td,0,,,,,
player,201011070sea,sea,TrufMa20,fumbles_forced,0,,,,,
player,201011070sea,sea,BalmKe99,def_int,0,,,,,
player,201011070sea,sea,BalmKe99,def_int_yds,0,,,,,
player,201011070sea,sea,BalmKe99,def_int_td,0,,,,,
player,201011070sea,sea,BalmKe99,def_int_long,0,,,,,
player,201011070sea,sea,BalmKe99,pass_defended,0,,,,,
player,201011070sea,sea,BalmKe99,sacks,0.0,,,,,
player,201011070sea,sea,BalmKe99,tackles_combined,8,,,,,
player,201011070sea,sea,BalmKe99,tackles_solo,6,,,,,
player,201011070sea,sea,BalmKe99,tackles_assists,2,,,,,
player,201011070sea,sea,BalmKe99,tackles_loss,0,,,,,
player,201011070sea,sea,BalmKe99,qb_hits,0,,,,,
player,201011070sea,sea,BalmKe99,fumbles_rec,0,,,,,
player,201011070sea,sea,BalmKe99,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,BalmKe99,fumbles_rec_td,0,,,,,
player,201011070sea,sea,BalmKe99,fumbles_forced,0,,,,,
player,201011070sea,sea,ChanKa99,def_int,0,,,,,
player,201011070sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201011070sea,sea,ChanKa99,def_int_td,0,,,,,
player,201011070sea,sea,ChanKa99,def_int_long,0,,,,,
player,201011070sea,sea,ChanKa99,pass_defended,1,,,,,
player,201011070sea,sea,ChanKa99,sacks,0.0,,,,,
player,201011070sea,sea,ChanKa99,tackles_combined,7,,,,,
player,201011070sea,sea,ChanKa99,tackles_solo,5,,,,,
player,201011070sea,sea,ChanKa99,tackles_assists,2,,,,,
player,201011070sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201011070sea,sea,ChanKa99,qb_hits,0,,,,,
player,201011070sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201011070sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201011070sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201011070sea,sea,CurrAa99,def_int,0,,,,,
player,201011070sea,sea,CurrAa99,def_int_yds,0,,,,,
player,201011070sea,sea,CurrAa99,def_int_td,0,,,,,
player,201011070sea,sea,CurrAa99,def_int_long,0,,,,,
player,201011070sea,sea,CurrAa99,pass_defended,0,,,,,
player,201011070sea,sea,CurrAa99,sacks,0.0,,,,,
player,201011070sea,sea,CurrAa99,tackles_combined,6,,,,,
player,201011070sea,sea,CurrAa99,tackles_solo,3,,,,,
player,201011070sea,sea,CurrAa99,tackles_assists,3,,,,,
player,201011070sea,sea,CurrAa99,tackles_loss,0,,,,,
player,201011070sea,sea,CurrAa99,qb_hits,0,,,,,
player,201011070sea,sea,CurrAa99,fumbles_rec,0,,,,,
player,201011070sea,sea,CurrAa99,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,CurrAa99,fumbles_rec_td,0,,,,,
player,201011070sea,sea,CurrAa99,fumbles_forced,1,,,,,
player,201011070sea,sea,DaviDe99,def_int,0,,,,,
player,201011070sea,sea,DaviDe99,def_int_yds,0,,,,,
player,201011070sea,sea,DaviDe99,def_int_td,0,,,,,
player,201011070sea,sea,DaviDe99,def_int_long,0,,,,,
player,201011070sea,sea,DaviDe99,pass_defended,0,,,,,
player,201011070sea,sea,DaviDe99,sacks,0.0,,,,,
player,201011070sea,sea,DaviDe99,tackles_combined,4,,,,,
player,201011070sea,sea,DaviDe99,tackles_solo,3,,,,,
player,201011070sea,sea,DaviDe99,tackles_assists,1,,,,,
player,201011070sea,sea,DaviDe99,tackles_loss,0,,,,,
player,201011070sea,sea,DaviDe99,qb_hits,0,,,,,
player,201011070sea,sea,DaviDe99,fumbles_rec,0,,,,,
player,201011070sea,sea,DaviDe99,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,DaviDe99,fumbles_rec_td,0,,,,,
player,201011070sea,sea,DaviDe99,fumbles_forced,0,,,,,
player,201011070sea,sea,JennKe20,def_int,0,,,,,
player,201011070sea,sea,JennKe20,def_int_yds,0,,,,,
player,201011070sea,sea,JennKe20,def_int_td,0,,,,,
player,201011070sea,sea,JennKe20,def_int_long,0,,,,,
player,201011070sea,sea,JennKe20,pass_defended,2,,,,,
player,201011070sea,sea,JennKe20,sacks,0.0,,,,,
player,201011070sea,sea,JennKe20,tackles_combined,4,,,,,
player,201011070sea,sea,JennKe20,tackles_solo,4,,,,,
player,201011070sea,sea,JennKe20,tackles_assists,0,,,,,
player,201011070sea,sea,JennKe20,tackles_loss,0,,,,,
player,201011070sea,sea,JennKe20,qb_hits,0,,,,,
player,201011070sea,sea,JennKe20,fumbles_rec,0,,,,,
player,201011070sea,sea,JennKe20,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,JennKe20,fumbles_rec_td,0,,,,,
player,201011070sea,sea,JennKe20,fumbles_forced,0,,,,,
player,201011070sea,sea,SiavJu20,def_int,0,,,,,
player,201011070sea,sea,SiavJu20,def_int_yds,0,,,,,
player,201011070sea,sea,SiavJu20,def_int_td,0,,,,,
player,201011070sea,sea,SiavJu20,def_int_long,0,,,,,
player,201011070sea,sea,SiavJu20,pass_defended,0,,,,,
player,201011070sea,sea,SiavJu20,sacks,0.0,,,,,
player,201011070sea,sea,SiavJu20,tackles_combined,4,,,,,
player,201011070sea,sea,SiavJu20,tackles_solo,3,,,,,
player,201011070sea,sea,SiavJu20,tackles_assists,1,,,,,
player,201011070sea,sea,SiavJu20,tackles_loss,1,,,,,
player,201011070sea,sea,SiavJu20,qb_hits,0,,,,,
player,201011070sea,sea,SiavJu20,fumbles_rec,0,,,,,
player,201011070sea,sea,SiavJu20,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,SiavJu20,fumbles_rec_td,0,,,,,
player,201011070sea,sea,SiavJu20,fumbles_forced,0,,,,,
player,201011070sea,sea,ThomEa99,def_int,0,,,,,
player,201011070sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201011070sea,sea,ThomEa99,def_int_td,0,,,,,
player,201011070sea,sea,ThomEa99,def_int_long,0,,,,,
player,201011070sea,sea,ThomEa99,pass_defended,0,,,,,
player,201011070sea,sea,ThomEa99,sacks,0.0,,,,,
player,201011070sea,sea,ThomEa99,tackles_combined,4,,,,,
player,201011070sea,sea,ThomEa99,tackles_solo,2,,,,,
player,201011070sea,sea,ThomEa99,tackles_assists,2,,,,,
player,201011070sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201011070sea,sea,ThomEa99,qb_hits,0,,,,,
player,201011070sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201011070sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201011070sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201011070sea,sea,ClemCh23,def_int,0,,,,,
player,201011070sea,sea,ClemCh23,def_int_yds,0,,,,,
player,201011070sea,sea,ClemCh23,def_int_td,0,,,,,
player,201011070sea,sea,ClemCh23,def_int_long,0,,,,,
player,201011070sea,sea,ClemCh23,pass_defended,0,,,,,
player,201011070sea,sea,ClemCh23,sacks,0.0,,,,,
player,201011070sea,sea,ClemCh23,tackles_combined,3,,,,,
player,201011070sea,sea,ClemCh23,tackles_solo,2,,,,,
player,201011070sea,sea,ClemCh23,tackles_assists,1,,,,,
player,201011070sea,sea,ClemCh23,tackles_loss,0,,,,,
player,201011070sea,sea,ClemCh23,qb_hits,0,,,,,
player,201011070sea,sea,ClemCh23,fumbles_rec,0,,,,,
player,201011070sea,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201011070sea,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201011070sea,sea,ClemCh23,fumbles_forced,0,,,,,
player,201011070sea,sea,HerrWi99,def_int,0,,,,,
player,201011070sea,sea,HerrWi99,def_int_yds,0,,,,,
player,201011070sea,sea,HerrWi99,def_int_td,0,,,,,
player,201011070sea,sea,HerrWi99,def_int_long,0,,,,,
player,201011070sea,sea,HerrWi99,pass_defended,0,,,,,
player,201011070sea,sea,HerrWi99,sacks,0.0,,,,,
player,201011070sea,sea,HerrWi99,tackles_combined,3,,,,,
player,201011070sea,sea,HerrWi99,tackles_solo,2,,,,,
player,201011070sea,sea,HerrWi99,tackles_assists,1,,,,,
