game,2010,17,20110102,201101020nwe,mia,"Miami Dolphins",7,nwe,"New England Patriots",38
team,201101020nwe,mia,First Downs,16,,,,,,
team,201101020nwe,nwe,First Downs,24,,,,,,
team,201101020nwe,mia,Rush-Yds-TDs,16-44-0,,,,,,
team,201101020nwe,nwe,Rush-Yds-TDs,45-181-1,,,,,,
team,201101020nwe,mia,Cmp-Att-Yd-TD-INT,16-37-240-1-1,,,,,,
team,201101020nwe,nwe,Cmp-Att-Yd-TD-INT,17-29-321-3-0,,,,,,
team,201101020nwe,mia,Sacked-Yards,5-34,,,,,,
team,201101020nwe,nwe,Sacked-Yards,0-0,,,,,,
team,201101020nwe,mia,Net Pass Yards,206,,,,,,
team,201101020nwe,nwe,Net Pass Yards,321,,,,,,
team,201101020nwe,mia,Total Yards,250,,,,,,
team,201101020nwe,nwe,Total Yards,502,,,,,,
team,201101020nwe,mia,Fumbles-Lost,1-1,,,,,,
team,201101020nwe,nwe,Fumbles-Lost,1-1,,,,,,
team,201101020nwe,mia,Turnovers,2,,,,,,
team,201101020nwe,nwe,Turnovers,1,,,,,,
team,201101020nwe,mia,Penalties-Yards,5-40,,,,,,
team,201101020nwe,nwe,Penalties-Yards,5-72,,,,,,
team,201101020nwe,mia,Third Down Conv.,4-13,,,,,,
team,201101020nwe,nwe,Third Down Conv.,11-17,,,,,,
team,201101020nwe,mia,Fourth Down Conv.,0-1,,,,,,
team,201101020nwe,nwe,Fourth Down Conv.,0-2,,,,,,
team,201101020nwe,mia,Time of Possession,23:41,,,,,,
team,201101020nwe,nwe,Time of Possession,36:19,,,,,,
player,201101020nwe,mia,ThigTy00,pass_cmp,10,,,,,
player,201101020nwe,mia,ThigTy00,pass_att,21,,,,,
player,201101020nwe,mia,ThigTy00,pass_yds,169,,,,,
player,201101020nwe,mia,ThigTy00,pass_td,1,,,,,
player,201101020nwe,mia,ThigTy00,pass_int,0,,,,,
player,201101020nwe,mia,ThigTy00,pass_sacked,2,,,,,
player,201101020nwe,mia,ThigTy00,pass_sacked_yds,11,,,,,
player,201101020nwe,mia,ThigTy00,pass_long,35,,,,,
player,201101020nwe,mia,ThigTy00,pass_rating,91.2,,,,,
player,201101020nwe,mia,ThigTy00,rush_att,3,,,,,
player,201101020nwe,mia,ThigTy00,rush_yds,21,,,,,
player,201101020nwe,mia,ThigTy00,rush_td,0,,,,,
player,201101020nwe,mia,ThigTy00,rush_long,9,,,,,
