game,2010,12,20101125,201011250dal,nor,"New Orleans Saints",30,dal,"Dallas Cowboys",27
player,201011250dal,nor,BushRe00,rec_long,12,,,,,
player,201011250dal,nor,BushRe00,fumbles,1,,,,,
player,201011250dal,nor,BushRe00,fumbles_lost,0,,,,,
player,201011250dal,nor,ColsMa00,pass_cmp,0,,,,,
player,201011250dal,nor,ColsMa00,pass_att,0,,,,,
player,201011250dal,nor,ColsMa00,pass_yds,0,,,,,
player,201011250dal,nor,ColsMa00,pass_td,0,,,,,
player,201011250dal,nor,ColsMa00,pass_int,0,,,,,
player,201011250dal,nor,ColsMa00,pass_sacked,,,,,,
player,201011250dal,nor,ColsMa00,pass_sacked_yds,,,,,,
player,201011250dal,nor,ColsMa00,pass_long,0,,,,,
player,201011250dal,nor,ColsMa00,pass_rating,,,,,,
player,201011250dal,nor,ColsMa00,rush_att,0,,,,,
player,201011250dal,nor,ColsMa00,rush_yds,0,,,,,
player,201011250dal,nor,ColsMa00,rush_td,0,,,,,
player,201011250dal,nor,ColsMa00,rush_long,0,,,,,
player,201011250dal,nor,ColsMa00,targets,9,,,,,
player,201011250dal,nor,ColsMa00,rec,6,,,,,
player,201011250dal,nor,ColsMa00,rec_yds,105,,,,,
player,201011250dal,nor,ColsMa00,rec_td,0,,,,,
player,201011250dal,nor,ColsMa00,rec_long,28,,,,,
player,201011250dal,nor,ColsMa00,fumbles,0,,,,,
player,201011250dal,nor,ColsMa00,fumbles_lost,,,,,,
player,201011250dal,nor,HendDe00,pass_cmp,0,,,,,
player,201011250dal,nor,HendDe00,pass_att,0,,,,,
player,201011250dal,nor,HendDe00,pass_yds,0,,,,,
player,201011250dal,nor,HendDe00,pass_td,0,,,,,
player,201011250dal,nor,HendDe00,pass_int,0,,,,,
player,201011250dal,nor,HendDe00,pass_sacked,,,,,,
player,201011250dal,nor,HendDe00,pass_sacked_yds,,,,,,
player,201011250dal,nor,HendDe00,pass_long,0,,,,,
player,201011250dal,nor,HendDe00,pass_rating,,,,,,
player,201011250dal,nor,HendDe00,rush_att,0,,,,,
player,201011250dal,nor,HendDe00,rush_yds,0,,,,,
player,201011250dal,nor,HendDe00,rush_td,0,,,,,
player,201011250dal,nor,HendDe00,rush_long,0,,,,,
player,201011250dal,nor,HendDe00,targets,5,,,,,
player,201011250dal,nor,HendDe00,rec,4,,,,,
player,201011250dal,nor,HendDe00,rec_yds,97,,,,,
player,201011250dal,nor,HendDe00,rec_td,0,,,,,
player,201011250dal,nor,HendDe00,rec_long,57,,,,,
player,201011250dal,nor,HendDe00,fumbles,0,,,,,
player,201011250dal,nor,HendDe00,fumbles_lost,,,,,,
player,201011250dal,nor,MeacRo00,pass_cmp,0,,,,,
player,201011250dal,nor,MeacRo00,pass_att,0,,,,,
player,201011250dal,nor,MeacRo00,pass_yds,0,,,,,
player,201011250dal,nor,MeacRo00,pass_td,0,,,,,
player,201011250dal,nor,MeacRo00,pass_int,0,,,,,
player,201011250dal,nor,MeacRo00,pass_sacked,,,,,,
player,201011250dal,nor,MeacRo00,pass_sacked_yds,,,,,,
player,201011250dal,nor,MeacRo00,pass_long,0,,,,,
player,201011250dal,nor,MeacRo00,pass_rating,,,,,,
player,201011250dal,nor,MeacRo00,rush_att,0,,,,,
player,201011250dal,nor,MeacRo00,rush_yds,0,,,,,
player,201011250dal,nor,MeacRo00,rush_td,0,,,,,
player,201011250dal,nor,MeacRo00,rush_long,0,,,,,
player,201011250dal,nor,MeacRo00,targets,1,,,,,
player,201011250dal,nor,MeacRo00,rec,1,,,,,
player,201011250dal,nor,MeacRo00,rec_yds,55,,,,,
player,201011250dal,nor,MeacRo00,rec_td,0,,,,,
player,201011250dal,nor,MeacRo00,rec_long,55,,,,,
player,201011250dal,nor,MeacRo00,fumbles,0,,,,,
player,201011250dal,nor,MeacRo00,fumbles_lost,,,,,,
player,201011250dal,nor,MoorLa00,pass_cmp,0,,,,,
player,201011250dal,nor,MoorLa00,pass_att,0,,,,,
player,201011250dal,nor,MoorLa00,pass_yds,0,,,,,
player,201011250dal,nor,MoorLa00,pass_td,0,,,,,
player,201011250dal,nor,MoorLa00,pass_int,0,,,,,
player,201011250dal,nor,MoorLa00,pass_sacked,,,,,,
player,201011250dal,nor,MoorLa00,pass_sacked_yds,,,,,,
player,201011250dal,nor,MoorLa00,pass_long,0,,,,,
player,201011250dal,nor,MoorLa00,pass_rating,,,,,,
player,201011250dal,nor,MoorLa00,rush_att,0,,,,,
player,201011250dal,nor,MoorLa00,rush_yds,0,,,,,
player,201011250dal,nor,MoorLa00,rush_td,0,,,,,
player,201011250dal,nor,MoorLa00,rush_long,0,,,,,
player,201011250dal,nor,MoorLa00,targets,7,,,,,
player,201011250dal,nor,MoorLa00,rec,5,,,,,
player,201011250dal,nor,MoorLa00,rec_yds,39,,,,,
player,201011250dal,nor,MoorLa00,rec_td,1,,,,,
player,201011250dal,nor,MoorLa00,rec_long,12,,,,,
player,201011250dal,nor,MoorLa00,fumbles,0,,,,,
player,201011250dal,nor,MoorLa00,fumbles_lost,,,,,,
player,201011250dal,nor,GrahJi00,pass_cmp,0,,,,,
player,201011250dal,nor,GrahJi00,pass_att,0,,,,,
player,201011250dal,nor,GrahJi00,pass_yds,0,,,,,
player,201011250dal,nor,GrahJi00,pass_td,0,,,,,
player,201011250dal,nor,GrahJi00,pass_int,0,,,,,
player,201011250dal,nor,GrahJi00,pass_sacked,,,,,,
player,201011250dal,nor,GrahJi00,pass_sacked_yds,,,,,,
player,201011250dal,nor,GrahJi00,pass_long,0,,,,,
player,201011250dal,nor,GrahJi00,pass_rating,,,,,,
player,201011250dal,nor,GrahJi00,rush_att,0,,,,,
player,201011250dal,nor,GrahJi00,rush_yds,0,,,,,
player,201011250dal,nor,GrahJi00,rush_td,0,,,,,
player,201011250dal,nor,GrahJi00,rush_long,0,,,,,
player,201011250dal,nor,GrahJi00,targets,7,,,,,
player,201011250dal,nor,GrahJi00,rec,3,,,,,
player,201011250dal,nor,GrahJi00,rec_yds,23,,,,,
player,201011250dal,nor,GrahJi00,rec_td,0,,,,,
player,201011250dal,nor,GrahJi00,rec_long,14,,,,,
player,201011250dal,nor,GrahJi00,fumbles,0,,,,,
player,201011250dal,nor,GrahJi00,fumbles_lost,,,,,,
player,201011250dal,nor,ThomDa02,pass_cmp,,,,,,
player,201011250dal,nor,ThomDa02,pass_att,,,,,,
player,201011250dal,nor,ThomDa02,pass_yds,,,,,,
player,201011250dal,nor,ThomDa02,pass_td,,,,,,
player,201011250dal,nor,ThomDa02,pass_int,,,,,,
player,201011250dal,nor,ThomDa02,pass_sacked,,,,,,
player,201011250dal,nor,ThomDa02,pass_sacked_yds,,,,,,
player,201011250dal,nor,ThomDa02,pass_long,,,,,,
player,201011250dal,nor,ThomDa02,pass_rating,,,,,,
player,201011250dal,nor,ThomDa02,rush_att,,,,,,
player,201011250dal,nor,ThomDa02,rush_yds,,,,,,
player,201011250dal,nor,ThomDa02,rush_td,,,,,,
player,201011250dal,nor,ThomDa02,rush_long,,,,,,
player,201011250dal,nor,ThomDa02,targets,4,,,,,
player,201011250dal,nor,ThomDa02,rec,0,,,,,
player,201011250dal,nor,ThomDa02,rec_yds,0,,,,,
player,201011250dal,nor,ThomDa02,rec_td,0,,,,,
player,201011250dal,nor,ThomDa02,rec_long,,,,,,
player,201011250dal,nor,ThomDa02,fumbles,,,,,,
player,201011250dal,nor,ThomDa02,fumbles_lost,,,,,,
player,201011250dal,dal,KitnJo00,pass_cmp,30,,,,,
player,201011250dal,dal,KitnJo00,pass_att,42,,,,,
player,201011250dal,dal,KitnJo00,pass_yds,313,,,,,
player,201011250dal,dal,KitnJo00,pass_td,0,,,,,
player,201011250dal,dal,KitnJo00,pass_int,1,,,,,
player,201011250dal,dal,KitnJo00,pass_sacked,1,,,,,
player,201011250dal,dal,KitnJo00,pass_sacked_yds,0,,,,,
player,201011250dal,dal,KitnJo00,pass_long,47,,,,,
player,201011250dal,dal,KitnJo00,pass_rating,82.7,,,,,
player,201011250dal,dal,KitnJo00,rush_att,5,,,,,
player,201011250dal,dal,KitnJo00,rush_yds,20,,,,,
player,201011250dal,dal,KitnJo00,rush_td,0,,,,,
player,201011250dal,dal,KitnJo00,rush_long,13,,,,,
player,201011250dal,dal,KitnJo00,targets,0,,,,,
player,201011250dal,dal,KitnJo00,rec,0,,,,,
player,201011250dal,dal,KitnJo00,rec_yds,0,,,,,
player,201011250dal,dal,KitnJo00,rec_td,0,,,,,
player,201011250dal,dal,KitnJo00,rec_long,0,,,,,
player,201011250dal,dal,KitnJo00,fumbles,1,,,,,
player,201011250dal,dal,KitnJo00,fumbles_lost,0,,,,,
player,201011250dal,dal,AustMi00,pass_cmp,0,,,,,
player,201011250dal,dal,AustMi00,pass_att,0,,,,,
player,201011250dal,dal,AustMi00,pass_yds,0,,,,,
player,201011250dal,dal,AustMi00,pass_td,0,,,,,
player,201011250dal,dal,AustMi00,pass_int,0,,,,,
player,201011250dal,dal,AustMi00,pass_sacked,,,,,,
player,201011250dal,dal,AustMi00,pass_sacked_yds,,,,,,
player,201011250dal,dal,AustMi00,pass_long,0,,,,,
player,201011250dal,dal,AustMi00,pass_rating,,,,,,
player,201011250dal,dal,AustMi00,rush_att,1,,,,,
player,201011250dal,dal,AustMi00,rush_yds,60,,,,,
player,201011250dal,dal,AustMi00,rush_td,1,,,,,
player,201011250dal,dal,AustMi00,rush_long,60,,,,,
player,201011250dal,dal,AustMi00,targets,5,,,,,
player,201011250dal,dal,AustMi00,rec,3,,,,,
player,201011250dal,dal,AustMi00,rec_yds,25,,,,,
player,201011250dal,dal,AustMi00,rec_td,0,,,,,
player,201011250dal,dal,AustMi00,rec_long,12,,,,,
player,201011250dal,dal,AustMi00,fumbles,0,,,,,
player,201011250dal,dal,AustMi00,fumbles_lost,,,,,,
player,201011250dal,dal,JoneFe00,pass_cmp,0,,,,,
player,201011250dal,dal,JoneFe00,pass_att,0,,,,,
player,201011250dal,dal,JoneFe00,pass_yds,0,,,,,
player,201011250dal,dal,JoneFe00,pass_td,0,,,,,
player,201011250dal,dal,JoneFe00,pass_int,0,,,,,
player,201011250dal,dal,JoneFe00,pass_sacked,,,,,,
player,201011250dal,dal,JoneFe00,pass_sacked_yds,,,,,,
player,201011250dal,dal,JoneFe00,pass_long,0,,,,,
player,201011250dal,dal,JoneFe00,pass_rating,,,,,,
player,201011250dal,dal,JoneFe00,rush_att,13,,,,,
player,201011250dal,dal,JoneFe00,rush_yds,44,,,,,
player,201011250dal,dal,JoneFe00,rush_td,0,,,,,
player,201011250dal,dal,JoneFe00,rush_long,10,,,,,
player,201011250dal,dal,JoneFe00,targets,7,,,,,
player,201011250dal,dal,JoneFe00,rec,7,,,,,
player,201011250dal,dal,JoneFe00,rec_yds,69,,,,,
player,201011250dal,dal,JoneFe00,rec_td,0,,,,,
player,201011250dal,dal,JoneFe00,rec_long,28,,,,,
player,201011250dal,dal,JoneFe00,fumbles,1,,,,,
player,201011250dal,dal,JoneFe00,fumbles_lost,0,,,,,
player,201011250dal,dal,BarbMa01,pass_cmp,0,,,,,
player,201011250dal,dal,BarbMa01,pass_att,0,,,,,
player,201011250dal,dal,BarbMa01,pass_yds,0,,,,,
player,201011250dal,dal,BarbMa01,pass_td,0,,,,,
player,201011250dal,dal,BarbMa01,pass_int,0,,,,,
player,201011250dal,dal,BarbMa01,pass_sacked,0,,,,,
player,201011250dal,dal,BarbMa01,pass_sacked_yds,,,,,,
player,201011250dal,dal,BarbMa01,pass_long,0,,,,,
player,201011250dal,dal,BarbMa01,pass_rating,,,,,,
player,201011250dal,dal,BarbMa01,rush_att,10,,,,,
player,201011250dal,dal,BarbMa01,rush_yds,19,,,,,
player,201011250dal,dal,BarbMa01,rush_td,1,,,,,
player,201011250dal,dal,BarbMa01,rush_long,6,,,,,
player,201011250dal,dal,BarbMa01,targets,2,,,,,
player,201011250dal,dal,BarbMa01,rec,2,,,,,
player,201011250dal,dal,BarbMa01,rec_yds,8,,,,,
player,201011250dal,dal,BarbMa01,rec_td,0,,,,,
player,201011250dal,dal,BarbMa01,rec_long,5,,,,,
player,201011250dal,dal,BarbMa01,fumbles,0,,,,,
player,201011250dal,dal,BarbMa01,fumbles_lost,,,,,,
player,201011250dal,dal,ChoiTa00,pass_cmp,0,,,,,
player,201011250dal,dal,ChoiTa00,pass_att,0,,,,,
player,201011250dal,dal,ChoiTa00,pass_yds,0,,,,,
player,201011250dal,dal,ChoiTa00,pass_td,0,,,,,
player,201011250dal,dal,ChoiTa00,pass_int,0,,,,,
player,201011250dal,dal,ChoiTa00,pass_sacked,,,,,,
player,201011250dal,dal,ChoiTa00,pass_sacked_yds,,,,,,
player,201011250dal,dal,ChoiTa00,pass_long,0,,,,,
player,201011250dal,dal,ChoiTa00,pass_rating,,,,,,
player,201011250dal,dal,ChoiTa00,rush_att,1,,,,,
player,201011250dal,dal,ChoiTa00,rush_yds,1,,,,,
player,201011250dal,dal,ChoiTa00,rush_td,1,,,,,
player,201011250dal,dal,ChoiTa00,rush_long,1,,,,,
player,201011250dal,dal,ChoiTa00,targets,0,,,,,
player,201011250dal,dal,ChoiTa00,rec,0,,,,,
player,201011250dal,dal,ChoiTa00,rec_yds,0,,,,,
player,201011250dal,dal,ChoiTa00,rec_td,0,,,,,
player,201011250dal,dal,ChoiTa00,rec_long,0,,,,,
player,201011250dal,dal,ChoiTa00,fumbles,0,,,,,
player,201011250dal,dal,ChoiTa00,fumbles_lost,,,,,,
player,201011250dal,dal,WittJa00,pass_cmp,0,,,,,
player,201011250dal,dal,WittJa00,pass_att,0,,,,,
player,201011250dal,dal,WittJa00,pass_yds,0,,,,,
player,201011250dal,dal,WittJa00,pass_td,0,,,,,
player,201011250dal,dal,WittJa00,pass_int,0,,,,,
player,201011250dal,dal,WittJa00,pass_sacked,,,,,,
player,201011250dal,dal,WittJa00,pass_sacked_yds,,,,,,
player,201011250dal,dal,WittJa00,pass_long,0,,,,,
player,201011250dal,dal,WittJa00,pass_rating,,,,,,
player,201011250dal,dal,WittJa00,rush_att,0,,,,,
player,201011250dal,dal,WittJa00,rush_yds,0,,,,,
player,201011250dal,dal,WittJa00,rush_td,0,,,,,
player,201011250dal,dal,WittJa00,rush_long,0,,,,,
player,201011250dal,dal,WittJa00,targets,10,,,,,
player,201011250dal,dal,WittJa00,rec,10,,,,,
player,201011250dal,dal,WittJa00,rec_yds,99,,,,,
player,201011250dal,dal,WittJa00,rec_td,0,,,,,
player,201011250dal,dal,WittJa00,rec_long,20,,,,,
player,201011250dal,dal,WittJa00,fumbles,0,,,,,
player,201011250dal,dal,WittJa00,fumbles_lost,,,,,,
player,201011250dal,dal,WillRo04,pass_cmp,0,,,,,
player,201011250dal,dal,WillRo04,pass_att,0,,,,,
player,201011250dal,dal,WillRo04,pass_yds,0,,,,,
player,201011250dal,dal,WillRo04,pass_td,0,,,,,
player,201011250dal,dal,WillRo04,pass_int,0,,,,,
player,201011250dal,dal,WillRo04,pass_sacked,,,,,,
player,201011250dal,dal,WillRo04,pass_sacked_yds,,,,,,
player,201011250dal,dal,WillRo04,pass_long,0,,,,,
player,201011250dal,dal,WillRo04,pass_rating,,,,,,
player,201011250dal,dal,WillRo04,rush_att,0,,,,,
player,201011250dal,dal,WillRo04,rush_yds,0,,,,,
player,201011250dal,dal,WillRo04,rush_td,0,,,,,
player,201011250dal,dal,WillRo04,rush_long,0,,,,,
player,201011250dal,dal,WillRo04,targets,8,,,,,
player,201011250dal,dal,WillRo04,rec,5,,,,,
player,201011250dal,dal,WillRo04,rec_yds,83,,,,,
player,201011250dal,dal,WillRo04,rec_td,0,,,,,
player,201011250dal,dal,WillRo04,rec_long,47,,,,,
player,201011250dal,dal,WillRo04,fumbles,1,,,,,
player,201011250dal,dal,WillRo04,fumbles_lost,1,,,,,
player,201011250dal,dal,BennMa00,pass_cmp,0,,,,,
player,201011250dal,dal,BennMa00,pass_att,0,,,,,
player,201011250dal,dal,BennMa00,pass_yds,0,,,,,
player,201011250dal,dal,BennMa00,pass_td,0,,,,,
player,201011250dal,dal,BennMa00,pass_int,0,,,,,
player,201011250dal,dal,BennMa00,pass_sacked,,,,,,
player,201011250dal,dal,BennMa00,pass_sacked_yds,,,,,,
player,201011250dal,dal,BennMa00,pass_long,0,,,,,
player,201011250dal,dal,BennMa00,pass_rating,,,,,,
player,201011250dal,dal,BennMa00,rush_att,0,,,,,
player,201011250dal,dal,BennMa00,rush_yds,0,,,,,
player,201011250dal,dal,BennMa00,rush_td,0,,,,,
player,201011250dal,dal,BennMa00,rush_long,0,,,,,
player,201011250dal,dal,BennMa00,targets,3,,,,,
player,201011250dal,dal,BennMa00,rec,2,,,,,
player,201011250dal,dal,BennMa00,rec_yds,17,,,,,
player,201011250dal,dal,BennMa00,rec_td,0,,,,,
player,201011250dal,dal,BennMa00,rec_long,9,,,,,
player,201011250dal,dal,BennMa00,fumbles,0,,,,,
player,201011250dal,dal,BennMa00,fumbles_lost,,,,,,
player,201011250dal,dal,HurdSa00,pass_cmp,0,,,,,
player,201011250dal,dal,HurdSa00,pass_att,0,,,,,
player,201011250dal,dal,HurdSa00,pass_yds,0,,,,,
player,201011250dal,dal,HurdSa00,pass_td,0,,,,,
player,201011250dal,dal,HurdSa00,pass_int,0,,,,,
player,201011250dal,dal,HurdSa00,pass_sacked,,,,,,
player,201011250dal,dal,HurdSa00,pass_sacked_yds,,,,,,
player,201011250dal,dal,HurdSa00,pass_long,0,,,,,
player,201011250dal,dal,HurdSa00,pass_rating,,,,,,
player,201011250dal,dal,HurdSa00,rush_att,0,,,,,
player,201011250dal,dal,HurdSa00,rush_yds,0,,,,,
player,201011250dal,dal,HurdSa00,rush_td,0,,,,,
player,201011250dal,dal,HurdSa00,rush_long,0,,,,,
player,201011250dal,dal,HurdSa00,targets,1,,,,,
player,201011250dal,dal,HurdSa00,rec,1,,,,,
player,201011250dal,dal,HurdSa00,rec_yds,12,,,,,
player,201011250dal,dal,HurdSa00,rec_td,0,,,,,
player,201011250dal,dal,HurdSa00,rec_long,12,,,,,
player,201011250dal,dal,HurdSa00,fumbles,0,,,,,
player,201011250dal,dal,HurdSa00,fumbles_lost,,,,,,
player,201011250dal,dal,McBrMa20,pass_cmp,0,,,,,
player,201011250dal,dal,McBrMa20,pass_att,0,,,,,
player,201011250dal,dal,McBrMa20,pass_yds,0,,,,,
player,201011250dal,dal,McBrMa20,pass_td,0,,,,,
player,201011250dal,dal,McBrMa20,pass_int,0,,,,,
player,201011250dal,dal,McBrMa20,pass_sacked,,,,,,
player,201011250dal,dal,McBrMa20,pass_sacked_yds,,,,,,
player,201011250dal,dal,McBrMa20,pass_long,0,,,,,
player,201011250dal,dal,McBrMa20,pass_rating,,,,,,
player,201011250dal,dal,McBrMa20,rush_att,1,,,,,
player,201011250dal,dal,McBrMa20,rush_yds,0,,,,,
player,201011250dal,dal,McBrMa20,rush_td,0,,,,,
player,201011250dal,dal,McBrMa20,rush_long,0,,,,,
player,201011250dal,dal,McBrMa20,targets,0,,,,,
player,201011250dal,dal,McBrMa20,rec,0,,,,,
player,201011250dal,dal,McBrMa20,rec_yds,0,,,,,
player,201011250dal,dal,McBrMa20,rec_td,0,,,,,
player,201011250dal,dal,McBrMa20,rec_long,0,,,,,
player,201011250dal,dal,McBrMa20,fumbles,1,,,,,
player,201011250dal,dal,McBrMa20,fumbles_lost,1,,,,,
player,201011250dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201011250dal,dal,BryaDe01,pass_att,0,,,,,
player,201011250dal,dal,BryaDe01,pass_yds,0,,,,,
player,201011250dal,dal,BryaDe01,pass_td,0,,,,,
player,201011250dal,dal,BryaDe01,pass_int,0,,,,,
player,201011250dal,dal,BryaDe01,pass_sacked,,,,,,
player,201011250dal,dal,BryaDe01,pass_sacked_yds,,,,,,
player,201011250dal,dal,BryaDe01,pass_long,0,,,,,
player,201011250dal,dal,BryaDe01,pass_rating,,,,,,
player,201011250dal,dal,BryaDe01,rush_att,1,,,,,
player,201011250dal,dal,BryaDe01,rush_yds,0,,,,,
player,201011250dal,dal,BryaDe01,rush_td,0,,,,,
player,201011250dal,dal,BryaDe01,rush_long,0,,,,,
player,201011250dal,dal,BryaDe01,targets,6,,,,,
player,201011250dal,dal,BryaDe01,rec,0,,,,,
player,201011250dal,dal,BryaDe01,rec_yds,0,,,,,
player,201011250dal,dal,BryaDe01,rec_td,0,,,,,
player,201011250dal,dal,BryaDe01,rec_long,0,,,,,
player,201011250dal,dal,BryaDe01,fumbles,1,,,,,
player,201011250dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201011250dal,nor,SmitWi99,def_int,1,,,,,
player,201011250dal,nor,SmitWi99,def_int_yds,4,,,,,
player,201011250dal,nor,SmitWi99,def_int_td,0,,,,,
player,201011250dal,nor,SmitWi99,def_int_long,4,,,,,
player,201011250dal,nor,SmitWi99,pass_defended,1,,,,,
player,201011250dal,nor,SmitWi99,sacks,1.0,,,,,
player,201011250dal,nor,SmitWi99,tackles_combined,3,,,,,
player,201011250dal,nor,SmitWi99,tackles_solo,3,,,,,
player,201011250dal,nor,SmitWi99,tackles_assists,0,,,,,
player,201011250dal,nor,SmitWi99,tackles_loss,0,,,,,
player,201011250dal,nor,SmitWi99,qb_hits,1,,,,,
player,201011250dal,nor,SmitWi99,fumbles_rec,0,,,,,
player,201011250dal,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201011250dal,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201011250dal,nor,SmitWi99,fumbles_forced,1,,,,,
