game,2010,1,20100912,201009120jax,den,"Denver Broncos",17,jax,"Jacksonville Jaguars",24
player,201009120jax,jax,MiddWi98,tackles_combined,2,,,,,
player,201009120jax,jax,MiddWi98,tackles_solo,2,,,,,
player,201009120jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201009120jax,jax,MiddWi98,tackles_loss,0,,,,,
player,201009120jax,jax,MiddWi98,qb_hits,0,,,,,
player,201009120jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201009120jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201009120jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201009120jax,jax,CutrJa00,def_int,0,,,,,
player,201009120jax,jax,CutrJa00,def_int_yds,0,,,,,
player,201009120jax,jax,CutrJa00,def_int_td,0,,,,,
player,201009120jax,jax,CutrJa00,def_int_long,0,,,,,
player,201009120jax,jax,CutrJa00,pass_defended,0,,,,,
player,201009120jax,jax,CutrJa00,sacks,0.0,,,,,
player,201009120jax,jax,CutrJa00,tackles_combined,1,,,,,
player,201009120jax,jax,CutrJa00,tackles_solo,1,,,,,
player,201009120jax,jax,CutrJa00,tackles_assists,0,,,,,
player,201009120jax,jax,CutrJa00,tackles_loss,0,,,,,
player,201009120jax,jax,CutrJa00,qb_hits,0,,,,,
player,201009120jax,jax,CutrJa00,fumbles_rec,0,,,,,
player,201009120jax,jax,CutrJa00,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,CutrJa00,fumbles_rec_td,0,,,,,
player,201009120jax,jax,CutrJa00,fumbles_forced,0,,,,,
player,201009120jax,jax,GreeCo99,def_int,0,,,,,
player,201009120jax,jax,GreeCo99,def_int_yds,0,,,,,
player,201009120jax,jax,GreeCo99,def_int_td,0,,,,,
player,201009120jax,jax,GreeCo99,def_int_long,0,,,,,
player,201009120jax,jax,GreeCo99,pass_defended,0,,,,,
player,201009120jax,jax,GreeCo99,sacks,0.0,,,,,
player,201009120jax,jax,GreeCo99,tackles_combined,1,,,,,
player,201009120jax,jax,GreeCo99,tackles_solo,1,,,,,
player,201009120jax,jax,GreeCo99,tackles_assists,0,,,,,
player,201009120jax,jax,GreeCo99,tackles_loss,0,,,,,
player,201009120jax,jax,GreeCo99,qb_hits,0,,,,,
player,201009120jax,jax,GreeCo99,fumbles_rec,0,,,,,
player,201009120jax,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,GreeCo99,fumbles_forced,0,,,,,
player,201009120jax,jax,OsgoKa00,def_int,0,,,,,
player,201009120jax,jax,OsgoKa00,def_int_yds,0,,,,,
player,201009120jax,jax,OsgoKa00,def_int_td,0,,,,,
player,201009120jax,jax,OsgoKa00,def_int_long,0,,,,,
player,201009120jax,jax,OsgoKa00,pass_defended,0,,,,,
player,201009120jax,jax,OsgoKa00,sacks,0.0,,,,,
player,201009120jax,jax,OsgoKa00,tackles_combined,1,,,,,
player,201009120jax,jax,OsgoKa00,tackles_solo,1,,,,,
player,201009120jax,jax,OsgoKa00,tackles_assists,0,,,,,
player,201009120jax,jax,OsgoKa00,tackles_loss,0,,,,,
player,201009120jax,jax,OsgoKa00,qb_hits,0,,,,,
player,201009120jax,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201009120jax,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201009120jax,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201009120jax,jax,OwenMo01,def_int,0,,,,,
player,201009120jax,jax,OwenMo01,def_int_yds,0,,,,,
player,201009120jax,jax,OwenMo01,def_int_td,0,,,,,
player,201009120jax,jax,OwenMo01,def_int_long,0,,,,,
player,201009120jax,jax,OwenMo01,pass_defended,0,,,,,
player,201009120jax,jax,OwenMo01,sacks,0.0,,,,,
player,201009120jax,jax,OwenMo01,tackles_combined,1,,,,,
player,201009120jax,jax,OwenMo01,tackles_solo,1,,,,,
player,201009120jax,jax,OwenMo01,tackles_assists,0,,,,,
player,201009120jax,jax,OwenMo01,tackles_loss,0,,,,,
player,201009120jax,jax,OwenMo01,qb_hits,0,,,,,
player,201009120jax,jax,OwenMo01,fumbles_rec,0,,,,,
player,201009120jax,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201009120jax,jax,OwenMo01,fumbles_forced,0,,,,,
player,201009120jax,jax,MincJe99,def_int,0,,,,,
player,201009120jax,jax,MincJe99,def_int_yds,0,,,,,
player,201009120jax,jax,MincJe99,def_int_td,0,,,,,
player,201009120jax,jax,MincJe99,def_int_long,0,,,,,
player,201009120jax,jax,MincJe99,pass_defended,1,,,,,
player,201009120jax,jax,MincJe99,sacks,0.0,,,,,
player,201009120jax,jax,MincJe99,tackles_combined,0,,,,,
player,201009120jax,jax,MincJe99,tackles_solo,0,,,,,
player,201009120jax,jax,MincJe99,tackles_assists,0,,,,,
player,201009120jax,jax,MincJe99,tackles_loss,0,,,,,
player,201009120jax,jax,MincJe99,qb_hits,0,,,,,
player,201009120jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201009120jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201009120jax,den,CoxxPe99,kick_ret,3,,,,,
player,201009120jax,den,CoxxPe99,kick_ret_yds,62,,,,,
player,201009120jax,den,CoxxPe99,kick_ret_yds_per_ret,20.7,,,,,
player,201009120jax,den,CoxxPe99,kick_ret_td,0,,,,,
player,201009120jax,den,CoxxPe99,kick_ret_long,25,,,,,
player,201009120jax,den,CoxxPe99,punt_ret,1,,,,,
player,201009120jax,den,CoxxPe99,punt_ret_yds,4,,,,,
player,201009120jax,den,CoxxPe99,punt_ret_yds_per_ret,4.0,,,,,
player,201009120jax,den,CoxxPe99,punt_ret_td,0,,,,,
player,201009120jax,den,CoxxPe99,punt_ret_long,4,,,,,
player,201009120jax,jax,ThomMi01,kick_ret,0,,,,,
player,201009120jax,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201009120jax,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201009120jax,jax,ThomMi01,kick_ret_td,0,,,,,
player,201009120jax,jax,ThomMi01,kick_ret_long,0,,,,,
player,201009120jax,jax,ThomMi01,punt_ret,3,,,,,
player,201009120jax,jax,ThomMi01,punt_ret_yds,26,,,,,
player,201009120jax,jax,ThomMi01,punt_ret_yds_per_ret,8.7,,,,,
player,201009120jax,jax,ThomMi01,punt_ret_td,0,,,,,
player,201009120jax,jax,ThomMi01,punt_ret_long,17,,,,,
player,201009120jax,jax,UndeTi00,kick_ret,3,,,,,
player,201009120jax,jax,UndeTi00,kick_ret_yds,115,,,,,
player,201009120jax,jax,UndeTi00,kick_ret_yds_per_ret,38.3,,,,,
player,201009120jax,jax,UndeTi00,kick_ret_td,0,,,,,
player,201009120jax,jax,UndeTi00,kick_ret_long,53,,,,,
player,201009120jax,jax,UndeTi00,punt_ret,0,,,,,
player,201009120jax,jax,UndeTi00,punt_ret_yds,0,,,,,
player,201009120jax,jax,UndeTi00,punt_ret_yds_per_ret,,,,,,
player,201009120jax,jax,UndeTi00,punt_ret_td,0,,,,,
player,201009120jax,jax,UndeTi00,punt_ret_long,0,,,,,
player,201009120jax,jax,OwenMo01,kick_ret,1,,,,,
player,201009120jax,jax,OwenMo01,kick_ret_yds,22,,,,,
player,201009120jax,jax,OwenMo01,kick_ret_yds_per_ret,22.0,,,,,
player,201009120jax,jax,OwenMo01,kick_ret_td,0,,,,,
player,201009120jax,jax,OwenMo01,kick_ret_long,22,,,,,
player,201009120jax,jax,OwenMo01,punt_ret,0,,,,,
player,201009120jax,jax,OwenMo01,punt_ret_yds,0,,,,,
player,201009120jax,jax,OwenMo01,punt_ret_yds_per_ret,,,,,,
player,201009120jax,jax,OwenMo01,punt_ret_td,0,,,,,
player,201009120jax,jax,OwenMo01,punt_ret_long,0,,,,,
player,201009120jax,den,PratMa20,xpm,2,,,,,
player,201009120jax,den,PratMa20,xpa,2,,,,,
player,201009120jax,den,PratMa20,fgm,1,,,,,
player,201009120jax,den,PratMa20,fga,1,,,,,
player,201009120jax,den,PratMa20,punt,0,,,,,
player,201009120jax,den,PratMa20,punt_yds,0,,,,,
player,201009120jax,den,PratMa20,punt_yds_per_punt,,,,,,
player,201009120jax,den,PratMa20,punt_long,0,,,,,
player,201009120jax,den,ColqBr00,xpm,,,,,,
player,201009120jax,den,ColqBr00,xpa,,,,,,
player,201009120jax,den,ColqBr00,fgm,,,,,,
player,201009120jax,den,ColqBr00,fga,,,,,,
player,201009120jax,den,ColqBr00,punt,4,,,,,
player,201009120jax,den,ColqBr00,punt_yds,172,,,,,
player,201009120jax,den,ColqBr00,punt_yds_per_punt,43.0,,,,,
player,201009120jax,den,ColqBr00,punt_long,51,,,,,
player,201009120jax,jax,scobejos01,xpm,3,,,,,
player,201009120jax,jax,scobejos01,xpa,3,,,,,
player,201009120jax,jax,scobejos01,fgm,1,,,,,
player,201009120jax,jax,scobejos01,fga,1,,,,,
player,201009120jax,jax,scobejos01,punt,0,,,,,
player,201009120jax,jax,scobejos01,punt_yds,0,,,,,
player,201009120jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201009120jax,jax,scobejos01,punt_long,0,,,,,
player,201009120jax,jax,PodlAd20,xpm,,,,,,
player,201009120jax,jax,PodlAd20,xpa,,,,,,
player,201009120jax,jax,PodlAd20,fgm,,,,,,
player,201009120jax,jax,PodlAd20,fga,,,,,,
player,201009120jax,jax,PodlAd20,punt,4,,,,,
player,201009120jax,jax,PodlAd20,punt_yds,165,,,,,
player,201009120jax,jax,PodlAd20,punt_yds_per_punt,41.3,,,,,
player,201009120jax,jax,PodlAd20,punt_long,56,,,,,
