game,2010,6,20101017,201010170ram,sdg,"San Diego Chargers",17,ram,"St. Louis Rams",20
player,201010170ram,ram,DarbKe00,pass_sacked,,,,,,
player,201010170ram,ram,DarbKe00,pass_sacked_yds,,,,,,
player,201010170ram,ram,DarbKe00,pass_long,0,,,,,
player,201010170ram,ram,DarbKe00,pass_rating,,,,,,
player,201010170ram,ram,DarbKe00,rush_att,0,,,,,
player,201010170ram,ram,DarbKe00,rush_yds,0,,,,,
player,201010170ram,ram,DarbKe00,rush_td,0,,,,,
player,201010170ram,ram,DarbKe00,rush_long,0,,,,,
player,201010170ram,ram,DarbKe00,targets,1,,,,,
player,201010170ram,ram,DarbKe00,rec,0,,,,,
player,201010170ram,ram,DarbKe00,rec_yds,0,,,,,
player,201010170ram,ram,DarbKe00,rec_td,0,,,,,
player,201010170ram,ram,DarbKe00,rec_long,0,,,,,
player,201010170ram,ram,DarbKe00,fumbles,0,,,,,
player,201010170ram,ram,DarbKe00,fumbles_lost,,,,,,
player,201010170ram,sdg,GaraAn20,def_int,0,,,,,
player,201010170ram,sdg,GaraAn20,def_int_yds,0,,,,,
player,201010170ram,sdg,GaraAn20,def_int_td,0,,,,,
player,201010170ram,sdg,GaraAn20,def_int_long,0,,,,,
player,201010170ram,sdg,GaraAn20,pass_defended,0,,,,,
player,201010170ram,sdg,GaraAn20,sacks,1.0,,,,,
player,201010170ram,sdg,GaraAn20,tackles_combined,6,,,,,
player,201010170ram,sdg,GaraAn20,tackles_solo,5,,,,,
player,201010170ram,sdg,GaraAn20,tackles_assists,1,,,,,
player,201010170ram,sdg,GaraAn20,tackles_loss,2,,,,,
player,201010170ram,sdg,GaraAn20,qb_hits,1,,,,,
player,201010170ram,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201010170ram,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201010170ram,sdg,BurnKe20,def_int,0,,,,,
player,201010170ram,sdg,BurnKe20,def_int_yds,0,,,,,
player,201010170ram,sdg,BurnKe20,def_int_td,0,,,,,
player,201010170ram,sdg,BurnKe20,def_int_long,0,,,,,
player,201010170ram,sdg,BurnKe20,pass_defended,1,,,,,
player,201010170ram,sdg,BurnKe20,sacks,1.0,,,,,
player,201010170ram,sdg,BurnKe20,tackles_combined,3,,,,,
player,201010170ram,sdg,BurnKe20,tackles_solo,2,,,,,
player,201010170ram,sdg,BurnKe20,tackles_assists,1,,,,,
player,201010170ram,sdg,BurnKe20,tackles_loss,1,,,,,
player,201010170ram,sdg,BurnKe20,qb_hits,1,,,,,
player,201010170ram,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201010170ram,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201010170ram,sdg,CastLu20,def_int,0,,,,,
player,201010170ram,sdg,CastLu20,def_int_yds,0,,,,,
player,201010170ram,sdg,CastLu20,def_int_td,0,,,,,
player,201010170ram,sdg,CastLu20,def_int_long,0,,,,,
player,201010170ram,sdg,CastLu20,pass_defended,0,,,,,
player,201010170ram,sdg,CastLu20,sacks,0.5,,,,,
player,201010170ram,sdg,CastLu20,tackles_combined,3,,,,,
player,201010170ram,sdg,CastLu20,tackles_solo,3,,,,,
player,201010170ram,sdg,CastLu20,tackles_assists,0,,,,,
player,201010170ram,sdg,CastLu20,tackles_loss,1,,,,,
player,201010170ram,sdg,CastLu20,qb_hits,1,,,,,
player,201010170ram,sdg,CastLu20,fumbles_rec,0,,,,,
player,201010170ram,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,CastLu20,fumbles_forced,0,,,,,
player,201010170ram,sdg,CesaJa20,def_int,0,,,,,
player,201010170ram,sdg,CesaJa20,def_int_yds,0,,,,,
player,201010170ram,sdg,CesaJa20,def_int_td,0,,,,,
player,201010170ram,sdg,CesaJa20,def_int_long,0,,,,,
player,201010170ram,sdg,CesaJa20,pass_defended,0,,,,,
player,201010170ram,sdg,CesaJa20,sacks,0.5,,,,,
player,201010170ram,sdg,CesaJa20,tackles_combined,2,,,,,
player,201010170ram,sdg,CesaJa20,tackles_solo,1,,,,,
player,201010170ram,sdg,CesaJa20,tackles_assists,1,,,,,
player,201010170ram,sdg,CesaJa20,tackles_loss,0,,,,,
player,201010170ram,sdg,CesaJa20,qb_hits,1,,,,,
player,201010170ram,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201010170ram,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201010170ram,sdg,WeddEr99,def_int,0,,,,,
player,201010170ram,sdg,WeddEr99,def_int_yds,0,,,,,
player,201010170ram,sdg,WeddEr99,def_int_td,0,,,,,
player,201010170ram,sdg,WeddEr99,def_int_long,0,,,,,
player,201010170ram,sdg,WeddEr99,pass_defended,1,,,,,
player,201010170ram,sdg,WeddEr99,sacks,0.0,,,,,
player,201010170ram,sdg,WeddEr99,tackles_combined,12,,,,,
player,201010170ram,sdg,WeddEr99,tackles_solo,11,,,,,
player,201010170ram,sdg,WeddEr99,tackles_assists,1,,,,,
player,201010170ram,sdg,WeddEr99,tackles_loss,0,,,,,
player,201010170ram,sdg,WeddEr99,qb_hits,0,,,,,
player,201010170ram,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201010170ram,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201010170ram,sdg,CoopSt20,def_int,0,,,,,
player,201010170ram,sdg,CoopSt20,def_int_yds,0,,,,,
player,201010170ram,sdg,CoopSt20,def_int_td,0,,,,,
player,201010170ram,sdg,CoopSt20,def_int_long,0,,,,,
player,201010170ram,sdg,CoopSt20,pass_defended,2,,,,,
player,201010170ram,sdg,CoopSt20,sacks,0.0,,,,,
player,201010170ram,sdg,CoopSt20,tackles_combined,6,,,,,
player,201010170ram,sdg,CoopSt20,tackles_solo,6,,,,,
player,201010170ram,sdg,CoopSt20,tackles_assists,0,,,,,
player,201010170ram,sdg,CoopSt20,tackles_loss,0,,,,,
player,201010170ram,sdg,CoopSt20,qb_hits,0,,,,,
player,201010170ram,sdg,CoopSt20,fumbles_rec,0,,,,,
player,201010170ram,sdg,CoopSt20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,CoopSt20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,CoopSt20,fumbles_forced,0,,,,,
player,201010170ram,sdg,OlivPa20,def_int,0,,,,,
player,201010170ram,sdg,OlivPa20,def_int_yds,0,,,,,
player,201010170ram,sdg,OlivPa20,def_int_td,0,,,,,
player,201010170ram,sdg,OlivPa20,def_int_long,0,,,,,
player,201010170ram,sdg,OlivPa20,pass_defended,0,,,,,
player,201010170ram,sdg,OlivPa20,sacks,0.0,,,,,
player,201010170ram,sdg,OlivPa20,tackles_combined,6,,,,,
player,201010170ram,sdg,OlivPa20,tackles_solo,6,,,,,
player,201010170ram,sdg,OlivPa20,tackles_assists,0,,,,,
player,201010170ram,sdg,OlivPa20,tackles_loss,0,,,,,
player,201010170ram,sdg,OlivPa20,qb_hits,0,,,,,
player,201010170ram,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201010170ram,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201010170ram,sdg,CasoAn99,def_int,0,,,,,
player,201010170ram,sdg,CasoAn99,def_int_yds,0,,,,,
player,201010170ram,sdg,CasoAn99,def_int_td,0,,,,,
player,201010170ram,sdg,CasoAn99,def_int_long,0,,,,,
player,201010170ram,sdg,CasoAn99,pass_defended,0,,,,,
player,201010170ram,sdg,CasoAn99,sacks,0.0,,,,,
player,201010170ram,sdg,CasoAn99,tackles_combined,4,,,,,
player,201010170ram,sdg,CasoAn99,tackles_solo,4,,,,,
player,201010170ram,sdg,CasoAn99,tackles_assists,0,,,,,
player,201010170ram,sdg,CasoAn99,tackles_loss,0,,,,,
player,201010170ram,sdg,CasoAn99,qb_hits,0,,,,,
player,201010170ram,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201010170ram,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201010170ram,sdg,ApplAn99,def_int,0,,,,,
player,201010170ram,sdg,ApplAn99,def_int_yds,0,,,,,
player,201010170ram,sdg,ApplAn99,def_int_td,0,,,,,
player,201010170ram,sdg,ApplAn99,def_int_long,0,,,,,
player,201010170ram,sdg,ApplAn99,pass_defended,0,,,,,
player,201010170ram,sdg,ApplAn99,sacks,0.0,,,,,
player,201010170ram,sdg,ApplAn99,tackles_combined,3,,,,,
player,201010170ram,sdg,ApplAn99,tackles_solo,2,,,,,
player,201010170ram,sdg,ApplAn99,tackles_assists,1,,,,,
player,201010170ram,sdg,ApplAn99,tackles_loss,0,,,,,
player,201010170ram,sdg,ApplAn99,qb_hits,0,,,,,
player,201010170ram,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201010170ram,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,ApplAn99,fumbles_forced,0,,,,,
player,201010170ram,sdg,JohnTr20,def_int,0,,,,,
player,201010170ram,sdg,JohnTr20,def_int_yds,0,,,,,
player,201010170ram,sdg,JohnTr20,def_int_td,0,,,,,
player,201010170ram,sdg,JohnTr20,def_int_long,0,,,,,
player,201010170ram,sdg,JohnTr20,pass_defended,0,,,,,
player,201010170ram,sdg,JohnTr20,sacks,0.0,,,,,
player,201010170ram,sdg,JohnTr20,tackles_combined,3,,,,,
player,201010170ram,sdg,JohnTr20,tackles_solo,2,,,,,
player,201010170ram,sdg,JohnTr20,tackles_assists,1,,,,,
player,201010170ram,sdg,JohnTr20,tackles_loss,0,,,,,
player,201010170ram,sdg,JohnTr20,qb_hits,0,,,,,
player,201010170ram,sdg,JohnTr20,fumbles_rec,0,,,,,
player,201010170ram,sdg,JohnTr20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,JohnTr20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,JohnTr20,fumbles_forced,0,,,,,
player,201010170ram,sdg,StriDo20,def_int,0,,,,,
player,201010170ram,sdg,StriDo20,def_int_yds,0,,,,,
player,201010170ram,sdg,StriDo20,def_int_td,0,,,,,
player,201010170ram,sdg,StriDo20,def_int_long,0,,,,,
player,201010170ram,sdg,StriDo20,pass_defended,1,,,,,
player,201010170ram,sdg,StriDo20,sacks,0.0,,,,,
player,201010170ram,sdg,StriDo20,tackles_combined,3,,,,,
player,201010170ram,sdg,StriDo20,tackles_solo,3,,,,,
player,201010170ram,sdg,StriDo20,tackles_assists,0,,,,,
player,201010170ram,sdg,StriDo20,tackles_loss,0,,,,,
player,201010170ram,sdg,StriDo20,qb_hits,0,,,,,
player,201010170ram,sdg,StriDo20,fumbles_rec,0,,,,,
player,201010170ram,sdg,StriDo20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,StriDo20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,StriDo20,fumbles_forced,0,,,,,
player,201010170ram,sdg,BarnAn99,def_int,0,,,,,
player,201010170ram,sdg,BarnAn99,def_int_yds,0,,,,,
player,201010170ram,sdg,BarnAn99,def_int_td,0,,,,,
player,201010170ram,sdg,BarnAn99,def_int_long,0,,,,,
player,201010170ram,sdg,BarnAn99,pass_defended,0,,,,,
player,201010170ram,sdg,BarnAn99,sacks,0.0,,,,,
player,201010170ram,sdg,BarnAn99,tackles_combined,2,,,,,
player,201010170ram,sdg,BarnAn99,tackles_solo,2,,,,,
player,201010170ram,sdg,BarnAn99,tackles_assists,0,,,,,
player,201010170ram,sdg,BarnAn99,tackles_loss,1,,,,,
player,201010170ram,sdg,BarnAn99,qb_hits,0,,,,,
player,201010170ram,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201010170ram,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201010170ram,sdg,GoodRi00,def_int,0,,,,,
player,201010170ram,sdg,GoodRi00,def_int_yds,0,,,,,
player,201010170ram,sdg,GoodRi00,def_int_td,0,,,,,
player,201010170ram,sdg,GoodRi00,def_int_long,0,,,,,
player,201010170ram,sdg,GoodRi00,pass_defended,0,,,,,
player,201010170ram,sdg,GoodRi00,sacks,0.0,,,,,
player,201010170ram,sdg,GoodRi00,tackles_combined,2,,,,,
player,201010170ram,sdg,GoodRi00,tackles_solo,2,,,,,
player,201010170ram,sdg,GoodRi00,tackles_assists,0,,,,,
player,201010170ram,sdg,GoodRi00,tackles_loss,0,,,,,
player,201010170ram,sdg,GoodRi00,qb_hits,0,,,,,
player,201010170ram,sdg,GoodRi00,fumbles_rec,0,,,,,
player,201010170ram,sdg,GoodRi00,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,GoodRi00,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,GoodRi00,fumbles_forced,0,,,,,
player,201010170ram,sdg,HestJa00,def_int,0,,,,,
player,201010170ram,sdg,HestJa00,def_int_yds,0,,,,,
player,201010170ram,sdg,HestJa00,def_int_td,0,,,,,
player,201010170ram,sdg,HestJa00,def_int_long,0,,,,,
player,201010170ram,sdg,HestJa00,pass_defended,0,,,,,
player,201010170ram,sdg,HestJa00,sacks,0.0,,,,,
player,201010170ram,sdg,HestJa00,tackles_combined,2,,,,,
player,201010170ram,sdg,HestJa00,tackles_solo,2,,,,,
player,201010170ram,sdg,HestJa00,tackles_assists,0,,,,,
player,201010170ram,sdg,HestJa00,tackles_loss,0,,,,,
player,201010170ram,sdg,HestJa00,qb_hits,0,,,,,
player,201010170ram,sdg,HestJa00,fumbles_rec,0,,,,,
player,201010170ram,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,HestJa00,fumbles_forced,0,,,,,
player,201010170ram,sdg,PhilSh20,def_int,0,,,,,
player,201010170ram,sdg,PhilSh20,def_int_yds,0,,,,,
player,201010170ram,sdg,PhilSh20,def_int_td,0,,,,,
player,201010170ram,sdg,PhilSh20,def_int_long,0,,,,,
player,201010170ram,sdg,PhilSh20,pass_defended,1,,,,,
player,201010170ram,sdg,PhilSh20,sacks,0.0,,,,,
player,201010170ram,sdg,PhilSh20,tackles_combined,2,,,,,
player,201010170ram,sdg,PhilSh20,tackles_solo,1,,,,,
player,201010170ram,sdg,PhilSh20,tackles_assists,1,,,,,
player,201010170ram,sdg,PhilSh20,tackles_loss,0,,,,,
player,201010170ram,sdg,PhilSh20,qb_hits,0,,,,,
player,201010170ram,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201010170ram,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201010170ram,sdg,ThomCa99,def_int,0,,,,,
player,201010170ram,sdg,ThomCa99,def_int_yds,0,,,,,
player,201010170ram,sdg,ThomCa99,def_int_td,0,,,,,
player,201010170ram,sdg,ThomCa99,def_int_long,0,,,,,
player,201010170ram,sdg,ThomCa99,pass_defended,0,,,,,
player,201010170ram,sdg,ThomCa99,sacks,0.0,,,,,
player,201010170ram,sdg,ThomCa99,tackles_combined,2,,,,,
player,201010170ram,sdg,ThomCa99,tackles_solo,2,,,,,
player,201010170ram,sdg,ThomCa99,tackles_assists,0,,,,,
player,201010170ram,sdg,ThomCa99,tackles_loss,0,,,,,
player,201010170ram,sdg,ThomCa99,qb_hits,0,,,,,
player,201010170ram,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201010170ram,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201010170ram,sdg,CartTy20,def_int,0,,,,,
player,201010170ram,sdg,CartTy20,def_int_yds,0,,,,,
player,201010170ram,sdg,CartTy20,def_int_td,0,,,,,
player,201010170ram,sdg,CartTy20,def_int_long,0,,,,,
player,201010170ram,sdg,CartTy20,pass_defended,0,,,,,
player,201010170ram,sdg,CartTy20,sacks,0.0,,,,,
player,201010170ram,sdg,CartTy20,tackles_combined,1,,,,,
player,201010170ram,sdg,CartTy20,tackles_solo,1,,,,,
player,201010170ram,sdg,CartTy20,tackles_assists,0,,,,,
player,201010170ram,sdg,CartTy20,tackles_loss,0,,,,,
player,201010170ram,sdg,CartTy20,qb_hits,0,,,,,
player,201010170ram,sdg,CartTy20,fumbles_rec,0,,,,,
player,201010170ram,sdg,CartTy20,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,CartTy20,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,CartTy20,fumbles_forced,0,,,,,
player,201010170ram,sdg,McMiRa01,def_int,0,,,,,
player,201010170ram,sdg,McMiRa01,def_int_yds,0,,,,,
player,201010170ram,sdg,McMiRa01,def_int_td,0,,,,,
player,201010170ram,sdg,McMiRa01,def_int_long,0,,,,,
player,201010170ram,sdg,McMiRa01,pass_defended,0,,,,,
player,201010170ram,sdg,McMiRa01,sacks,0.0,,,,,
player,201010170ram,sdg,McMiRa01,tackles_combined,1,,,,,
player,201010170ram,sdg,McMiRa01,tackles_solo,1,,,,,
player,201010170ram,sdg,McMiRa01,tackles_assists,0,,,,,
player,201010170ram,sdg,McMiRa01,tackles_loss,0,,,,,
player,201010170ram,sdg,McMiRa01,qb_hits,0,,,,,
player,201010170ram,sdg,McMiRa01,fumbles_rec,0,,,,,
player,201010170ram,sdg,McMiRa01,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,McMiRa01,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,McMiRa01,fumbles_forced,0,,,,,
player,201010170ram,sdg,TolbMi00,def_int,0,,,,,
player,201010170ram,sdg,TolbMi00,def_int_yds,0,,,,,
player,201010170ram,sdg,TolbMi00,def_int_td,0,,,,,
player,201010170ram,sdg,TolbMi00,def_int_long,0,,,,,
player,201010170ram,sdg,TolbMi00,pass_defended,0,,,,,
player,201010170ram,sdg,TolbMi00,sacks,0.0,,,,,
player,201010170ram,sdg,TolbMi00,tackles_combined,1,,,,,
player,201010170ram,sdg,TolbMi00,tackles_solo,1,,,,,
player,201010170ram,sdg,TolbMi00,tackles_assists,0,,,,,
player,201010170ram,sdg,TolbMi00,tackles_loss,0,,,,,
player,201010170ram,sdg,TolbMi00,qb_hits,0,,,,,
player,201010170ram,sdg,TolbMi00,fumbles_rec,0,,,,,
player,201010170ram,sdg,TolbMi00,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,TolbMi00,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,TolbMi00,fumbles_forced,0,,,,,
player,201010170ram,sdg,WilsKi00,def_int,0,,,,,
player,201010170ram,sdg,WilsKi00,def_int_yds,0,,,,,
player,201010170ram,sdg,WilsKi00,def_int_td,0,,,,,
player,201010170ram,sdg,WilsKi00,def_int_long,0,,,,,
player,201010170ram,sdg,WilsKi00,pass_defended,0,,,,,
player,201010170ram,sdg,WilsKi00,sacks,0.0,,,,,
player,201010170ram,sdg,WilsKi00,tackles_combined,1,,,,,
player,201010170ram,sdg,WilsKi00,tackles_solo,0,,,,,
player,201010170ram,sdg,WilsKi00,tackles_assists,1,,,,,
player,201010170ram,sdg,WilsKi00,tackles_loss,,,,,,
player,201010170ram,sdg,WilsKi00,qb_hits,,,,,,
player,201010170ram,sdg,WilsKi00,fumbles_rec,0,,,,,
player,201010170ram,sdg,WilsKi00,fumbles_rec_yds,0,,,,,
player,201010170ram,sdg,WilsKi00,fumbles_rec_td,0,,,,,
player,201010170ram,sdg,WilsKi00,fumbles_forced,0,,,,,
player,201010170ram,sdg,WilsKr00,def_int,,,,,,
player,201010170ram,sdg,WilsKr00,def_int_yds,,,,,,
player,201010170ram,sdg,WilsKr00,def_int_td,,,,,,
player,201010170ram,sdg,WilsKr00,def_int_long,,,,,,
player,201010170ram,sdg,WilsKr00,pass_defended,0,,,,,
player,201010170ram,sdg,WilsKr00,sacks,0.0,,,,,
player,201010170ram,sdg,WilsKr00,tackles_combined,1,,,,,
player,201010170ram,sdg,WilsKr00,tackles_solo,0,,,,,
player,201010170ram,sdg,WilsKr00,tackles_assists,1,,,,,
player,201010170ram,sdg,WilsKr00,tackles_loss,0,,,,,
player,201010170ram,sdg,WilsKr00,qb_hits,0,,,,,
player,201010170ram,sdg,WilsKr00,fumbles_rec,0,,,,,
player,201010170ram,sdg,WilsKr00,fumbles_rec_yds,,,,,,
player,201010170ram,sdg,WilsKr00,fumbles_rec_td,,,,,,
player,201010170ram,sdg,WilsKr00,fumbles_forced,0,,,,,
player,201010170ram,ram,AtogO.20,def_int,1,,,,,
player,201010170ram,ram,AtogO.20,def_int_yds,0,,,,,
player,201010170ram,ram,AtogO.20,def_int_td,0,,,,,
player,201010170ram,ram,AtogO.20,def_int_long,0,,,,,
player,201010170ram,ram,AtogO.20,pass_defended,1,,,,,
player,201010170ram,ram,AtogO.20,sacks,0.0,,,,,
player,201010170ram,ram,AtogO.20,tackles_combined,5,,,,,
player,201010170ram,ram,AtogO.20,tackles_solo,5,,,,,
player,201010170ram,ram,AtogO.20,tackles_assists,0,,,,,
player,201010170ram,ram,AtogO.20,tackles_loss,0,,,,,
player,201010170ram,ram,AtogO.20,qb_hits,0,,,,,
player,201010170ram,ram,AtogO.20,fumbles_rec,0,,,,,
player,201010170ram,ram,AtogO.20,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,AtogO.20,fumbles_rec_td,0,,,,,
player,201010170ram,ram,AtogO.20,fumbles_forced,0,,,,,
player,201010170ram,ram,GranLa99,def_int,0,,,,,
player,201010170ram,ram,GranLa99,def_int_yds,0,,,,,
player,201010170ram,ram,GranLa99,def_int_td,0,,,,,
player,201010170ram,ram,GranLa99,def_int_long,0,,,,,
player,201010170ram,ram,GranLa99,pass_defended,0,,,,,
player,201010170ram,ram,GranLa99,sacks,2.0,,,,,
player,201010170ram,ram,GranLa99,tackles_combined,5,,,,,
player,201010170ram,ram,GranLa99,tackles_solo,4,,,,,
player,201010170ram,ram,GranLa99,tackles_assists,1,,,,,
player,201010170ram,ram,GranLa99,tackles_loss,2,,,,,
player,201010170ram,ram,GranLa99,qb_hits,2,,,,,
player,201010170ram,ram,GranLa99,fumbles_rec,0,,,,,
player,201010170ram,ram,GranLa99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,GranLa99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,GranLa99,fumbles_forced,0,,,,,
player,201010170ram,ram,HallJa21,def_int,0,,,,,
player,201010170ram,ram,HallJa21,def_int_yds,0,,,,,
player,201010170ram,ram,HallJa21,def_int_td,0,,,,,
player,201010170ram,ram,HallJa21,def_int_long,0,,,,,
player,201010170ram,ram,HallJa21,pass_defended,0,,,,,
player,201010170ram,ram,HallJa21,sacks,2.0,,,,,
player,201010170ram,ram,HallJa21,tackles_combined,3,,,,,
player,201010170ram,ram,HallJa21,tackles_solo,3,,,,,
player,201010170ram,ram,HallJa21,tackles_assists,0,,,,,
player,201010170ram,ram,HallJa21,tackles_loss,2,,,,,
player,201010170ram,ram,HallJa21,qb_hits,2,,,,,
player,201010170ram,ram,HallJa21,fumbles_rec,0,,,,,
player,201010170ram,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201010170ram,ram,HallJa21,fumbles_forced,0,,,,,
player,201010170ram,ram,LongCh99,def_int,0,,,,,
player,201010170ram,ram,LongCh99,def_int_yds,0,,,,,
player,201010170ram,ram,LongCh99,def_int_td,0,,,,,
player,201010170ram,ram,LongCh99,def_int_long,0,,,,,
player,201010170ram,ram,LongCh99,pass_defended,0,,,,,
player,201010170ram,ram,LongCh99,sacks,2.0,,,,,
player,201010170ram,ram,LongCh99,tackles_combined,2,,,,,
player,201010170ram,ram,LongCh99,tackles_solo,2,,,,,
player,201010170ram,ram,LongCh99,tackles_assists,0,,,,,
player,201010170ram,ram,LongCh99,tackles_loss,2,,,,,
player,201010170ram,ram,LongCh99,qb_hits,2,,,,,
player,201010170ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201010170ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201010170ram,ram,RobbFr20,def_int,0,,,,,
player,201010170ram,ram,RobbFr20,def_int_yds,0,,,,,
player,201010170ram,ram,RobbFr20,def_int_td,0,,,,,
player,201010170ram,ram,RobbFr20,def_int_long,0,,,,,
player,201010170ram,ram,RobbFr20,pass_defended,0,,,,,
player,201010170ram,ram,RobbFr20,sacks,1.0,,,,,
player,201010170ram,ram,RobbFr20,tackles_combined,2,,,,,
player,201010170ram,ram,RobbFr20,tackles_solo,1,,,,,
player,201010170ram,ram,RobbFr20,tackles_assists,1,,,,,
player,201010170ram,ram,RobbFr20,tackles_loss,1,,,,,
player,201010170ram,ram,RobbFr20,qb_hits,3,,,,,
player,201010170ram,ram,RobbFr20,fumbles_rec,0,,,,,
player,201010170ram,ram,RobbFr20,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,RobbFr20,fumbles_rec_td,0,,,,,
player,201010170ram,ram,RobbFr20,fumbles_forced,0,,,,,
player,201010170ram,ram,FletBr99,def_int,0,,,,,
player,201010170ram,ram,FletBr99,def_int_yds,0,,,,,
player,201010170ram,ram,FletBr99,def_int_td,0,,,,,
player,201010170ram,ram,FletBr99,def_int_long,0,,,,,
player,201010170ram,ram,FletBr99,pass_defended,0,,,,,
player,201010170ram,ram,FletBr99,sacks,0.0,,,,,
player,201010170ram,ram,FletBr99,tackles_combined,8,,,,,
player,201010170ram,ram,FletBr99,tackles_solo,8,,,,,
player,201010170ram,ram,FletBr99,tackles_assists,0,,,,,
player,201010170ram,ram,FletBr99,tackles_loss,0,,,,,
player,201010170ram,ram,FletBr99,qb_hits,0,,,,,
player,201010170ram,ram,FletBr99,fumbles_rec,0,,,,,
player,201010170ram,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201010170ram,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201010170ram,ram,FletBr99,fumbles_forced,0,,,,,
player,201010170ram,ram,BartRo20,def_int,0,,,,,
player,201010170ram,ram,BartRo20,def_int_yds,0,,,,,
player,201010170ram,ram,BartRo20,def_int_td,0,,,,,
player,201010170ram,ram,BartRo20,def_int_long,0,,,,,
player,201010170ram,ram,BartRo20,pass_defended,0,,,,,
player,201010170ram,ram,BartRo20,sacks,0.0,,,,,
player,201010170ram,ram,BartRo20,tackles_combined,6,,,,,
player,201010170ram,ram,BartRo20,tackles_solo,5,,,,,
player,201010170ram,ram,BartRo20,tackles_assists,1,,,,,
player,201010170ram,ram,BartRo20,tackles_loss,1,,,,,
