game,2010,1,20100912,201009120tam,cle,"Cleveland Browns",14,tam,"Tampa Bay Buccaneers",17
player,201009120tam,cle,MoorEv00,pass_int,0,,,,,
player,201009120tam,cle,MoorEv00,pass_sacked,,,,,,
player,201009120tam,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201009120tam,cle,MoorEv00,pass_long,0,,,,,
player,201009120tam,cle,MoorEv00,pass_rating,,,,,,
player,201009120tam,cle,MoorEv00,rush_att,0,,,,,
player,201009120tam,cle,MoorEv00,rush_yds,0,,,,,
player,201009120tam,cle,MoorEv00,rush_td,0,,,,,
player,201009120tam,cle,MoorEv00,rush_long,0,,,,,
player,201009120tam,cle,MoorEv00,targets,5,,,,,
player,201009120tam,cle,MoorEv00,rec,3,,,,,
player,201009120tam,cle,MoorEv00,rec_yds,87,,,,,
player,201009120tam,cle,MoorEv00,rec_td,0,,,,,
player,201009120tam,cle,MoorEv00,rec_long,49,,,,,
player,201009120tam,cle,MoorEv00,fumbles,0,,,,,
player,201009120tam,cle,MoorEv00,fumbles_lost,,,,,,
player,201009120tam,cle,MassMo00,pass_cmp,0,,,,,
player,201009120tam,cle,MassMo00,pass_att,0,,,,,
player,201009120tam,cle,MassMo00,pass_yds,0,,,,,
player,201009120tam,cle,MassMo00,pass_td,0,,,,,
player,201009120tam,cle,MassMo00,pass_int,0,,,,,
player,201009120tam,cle,MassMo00,pass_sacked,0,,,,,
player,201009120tam,cle,MassMo00,pass_sacked_yds,,,,,,
player,201009120tam,cle,MassMo00,pass_long,0,,,,,
player,201009120tam,cle,MassMo00,pass_rating,,,,,,
player,201009120tam,cle,MassMo00,rush_att,0,,,,,
player,201009120tam,cle,MassMo00,rush_yds,0,,,,,
player,201009120tam,cle,MassMo00,rush_td,0,,,,,
player,201009120tam,cle,MassMo00,rush_long,0,,,,,
player,201009120tam,cle,MassMo00,targets,6,,,,,
player,201009120tam,cle,MassMo00,rec,2,,,,,
player,201009120tam,cle,MassMo00,rec_yds,46,,,,,
player,201009120tam,cle,MassMo00,rec_td,1,,,,,
player,201009120tam,cle,MassMo00,rec_long,41,,,,,
player,201009120tam,cle,MassMo00,fumbles,0,,,,,
player,201009120tam,cle,MassMo00,fumbles_lost,,,,,,
player,201009120tam,cle,StucCh20,pass_cmp,0,,,,,
player,201009120tam,cle,StucCh20,pass_att,0,,,,,
player,201009120tam,cle,StucCh20,pass_yds,0,,,,,
player,201009120tam,cle,StucCh20,pass_td,0,,,,,
player,201009120tam,cle,StucCh20,pass_int,0,,,,,
player,201009120tam,cle,StucCh20,pass_sacked,,,,,,
player,201009120tam,cle,StucCh20,pass_sacked_yds,,,,,,
player,201009120tam,cle,StucCh20,pass_long,0,,,,,
player,201009120tam,cle,StucCh20,pass_rating,,,,,,
player,201009120tam,cle,StucCh20,rush_att,0,,,,,
player,201009120tam,cle,StucCh20,rush_yds,0,,,,,
player,201009120tam,cle,StucCh20,rush_td,0,,,,,
player,201009120tam,cle,StucCh20,rush_long,0,,,,,
player,201009120tam,cle,StucCh20,targets,5,,,,,
player,201009120tam,cle,StucCh20,rec,4,,,,,
player,201009120tam,cle,StucCh20,rec_yds,30,,,,,
player,201009120tam,cle,StucCh20,rec_td,0,,,,,
player,201009120tam,cle,StucCh20,rec_long,11,,,,,
player,201009120tam,cle,StucCh20,fumbles,0,,,,,
player,201009120tam,cle,StucCh20,fumbles_lost,,,,,,
player,201009120tam,cle,WallSe00,pass_cmp,0,,,,,
player,201009120tam,cle,WallSe00,pass_att,0,,,,,
player,201009120tam,cle,WallSe00,pass_yds,0,,,,,
player,201009120tam,cle,WallSe00,pass_td,0,,,,,
player,201009120tam,cle,WallSe00,pass_int,0,,,,,
player,201009120tam,cle,WallSe00,pass_sacked,0,,,,,
player,201009120tam,cle,WallSe00,pass_sacked_yds,,,,,,
player,201009120tam,cle,WallSe00,pass_long,0,,,,,
player,201009120tam,cle,WallSe00,pass_rating,,,,,,
player,201009120tam,cle,WallSe00,rush_att,0,,,,,
player,201009120tam,cle,WallSe00,rush_yds,0,,,,,
player,201009120tam,cle,WallSe00,rush_td,0,,,,,
player,201009120tam,cle,WallSe00,rush_long,0,,,,,
player,201009120tam,cle,WallSe00,targets,1,,,,,
player,201009120tam,cle,WallSe00,rec,1,,,,,
player,201009120tam,cle,WallSe00,rec_yds,9,,,,,
player,201009120tam,cle,WallSe00,rec_td,0,,,,,
player,201009120tam,cle,WallSe00,rec_long,9,,,,,
player,201009120tam,cle,WallSe00,fumbles,0,,,,,
player,201009120tam,cle,WallSe00,fumbles_lost,,,,,,
player,201009120tam,cle,RobiBr00,pass_cmp,0,,,,,
player,201009120tam,cle,RobiBr00,pass_att,0,,,,,
player,201009120tam,cle,RobiBr00,pass_yds,0,,,,,
player,201009120tam,cle,RobiBr00,pass_td,0,,,,,
player,201009120tam,cle,RobiBr00,pass_int,0,,,,,
player,201009120tam,cle,RobiBr00,pass_sacked,,,,,,
player,201009120tam,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201009120tam,cle,RobiBr00,pass_long,0,,,,,
player,201009120tam,cle,RobiBr00,pass_rating,,,,,,
player,201009120tam,cle,RobiBr00,rush_att,0,,,,,
player,201009120tam,cle,RobiBr00,rush_yds,0,,,,,
player,201009120tam,cle,RobiBr00,rush_td,0,,,,,
player,201009120tam,cle,RobiBr00,rush_long,0,,,,,
player,201009120tam,cle,RobiBr00,targets,4,,,,,
player,201009120tam,cle,RobiBr00,rec,1,,,,,
player,201009120tam,cle,RobiBr00,rec_yds,6,,,,,
player,201009120tam,cle,RobiBr00,rec_td,0,,,,,
player,201009120tam,cle,RobiBr00,rec_long,6,,,,,
player,201009120tam,cle,RobiBr00,fumbles,0,,,,,
player,201009120tam,cle,RobiBr00,fumbles_lost,,,,,,
player,201009120tam,cle,WatsBe00,pass_cmp,0,,,,,
player,201009120tam,cle,WatsBe00,pass_att,0,,,,,
player,201009120tam,cle,WatsBe00,pass_yds,0,,,,,
player,201009120tam,cle,WatsBe00,pass_td,0,,,,,
player,201009120tam,cle,WatsBe00,pass_int,0,,,,,
player,201009120tam,cle,WatsBe00,pass_sacked,,,,,,
player,201009120tam,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201009120tam,cle,WatsBe00,pass_long,0,,,,,
player,201009120tam,cle,WatsBe00,pass_rating,,,,,,
player,201009120tam,cle,WatsBe00,rush_att,1,,,,,
player,201009120tam,cle,WatsBe00,rush_yds,-1,,,,,
player,201009120tam,cle,WatsBe00,rush_td,0,,,,,
player,201009120tam,cle,WatsBe00,rush_long,-1,,,,,
player,201009120tam,cle,WatsBe00,targets,6,,,,,
player,201009120tam,cle,WatsBe00,rec,3,,,,,
player,201009120tam,cle,WatsBe00,rec_yds,16,,,,,
player,201009120tam,cle,WatsBe00,rec_td,0,,,,,
player,201009120tam,cle,WatsBe00,rec_long,10,,,,,
player,201009120tam,cle,WatsBe00,fumbles,0,,,,,
player,201009120tam,cle,WatsBe00,fumbles_lost,,,,,,
player,201009120tam,cle,RoyaRo00,pass_cmp,,,,,,
player,201009120tam,cle,RoyaRo00,pass_att,,,,,,
player,201009120tam,cle,RoyaRo00,pass_yds,,,,,,
player,201009120tam,cle,RoyaRo00,pass_td,,,,,,
player,201009120tam,cle,RoyaRo00,pass_int,,,,,,
player,201009120tam,cle,RoyaRo00,pass_sacked,,,,,,
player,201009120tam,cle,RoyaRo00,pass_sacked_yds,,,,,,
player,201009120tam,cle,RoyaRo00,pass_long,,,,,,
player,201009120tam,cle,RoyaRo00,pass_rating,,,,,,
player,201009120tam,cle,RoyaRo00,rush_att,,,,,,
player,201009120tam,cle,RoyaRo00,rush_yds,,,,,,
player,201009120tam,cle,RoyaRo00,rush_td,,,,,,
player,201009120tam,cle,RoyaRo00,rush_long,,,,,,
player,201009120tam,cle,RoyaRo00,targets,1,,,,,
player,201009120tam,cle,RoyaRo00,rec,0,,,,,
player,201009120tam,cle,RoyaRo00,rec_yds,0,,,,,
player,201009120tam,cle,RoyaRo00,rec_td,0,,,,,
player,201009120tam,cle,RoyaRo00,rec_long,,,,,,
player,201009120tam,cle,RoyaRo00,fumbles,,,,,,
player,201009120tam,cle,RoyaRo00,fumbles_lost,,,,,,
player,201009120tam,tam,FreeJo00,pass_cmp,17,,,,,
player,201009120tam,tam,FreeJo00,pass_att,28,,,,,
player,201009120tam,tam,FreeJo00,pass_yds,182,,,,,
player,201009120tam,tam,FreeJo00,pass_td,2,,,,,
player,201009120tam,tam,FreeJo00,pass_int,1,,,,,
player,201009120tam,tam,FreeJo00,pass_sacked,3,,,,,
player,201009120tam,tam,FreeJo00,pass_sacked_yds,13,,,,,
player,201009120tam,tam,FreeJo00,pass_long,33,,,,,
player,201009120tam,tam,FreeJo00,pass_rating,88.7,,,,,
player,201009120tam,tam,FreeJo00,rush_att,2,,,,,
player,201009120tam,tam,FreeJo00,rush_yds,34,,,,,
player,201009120tam,tam,FreeJo00,rush_td,0,,,,,
player,201009120tam,tam,FreeJo00,rush_long,33,,,,,
player,201009120tam,tam,FreeJo00,targets,0,,,,,
player,201009120tam,tam,FreeJo00,rec,0,,,,,
player,201009120tam,tam,FreeJo00,rec_yds,0,,,,,
player,201009120tam,tam,FreeJo00,rec_td,0,,,,,
player,201009120tam,tam,FreeJo00,rec_long,0,,,,,
player,201009120tam,tam,FreeJo00,fumbles,0,,,,,
player,201009120tam,tam,FreeJo00,fumbles_lost,,,,,,
player,201009120tam,tam,WillCa02,pass_cmp,0,,,,,
player,201009120tam,tam,WillCa02,pass_att,0,,,,,
player,201009120tam,tam,WillCa02,pass_yds,0,,,,,
player,201009120tam,tam,WillCa02,pass_td,0,,,,,
player,201009120tam,tam,WillCa02,pass_int,0,,,,,
player,201009120tam,tam,WillCa02,pass_sacked,,,,,,
player,201009120tam,tam,WillCa02,pass_sacked_yds,,,,,,
player,201009120tam,tam,WillCa02,pass_long,0,,,,,
player,201009120tam,tam,WillCa02,pass_rating,,,,,,
player,201009120tam,tam,WillCa02,rush_att,22,,,,,
player,201009120tam,tam,WillCa02,rush_yds,75,,,,,
player,201009120tam,tam,WillCa02,rush_td,0,,,,,
player,201009120tam,tam,WillCa02,rush_long,20,,,,,
player,201009120tam,tam,WillCa02,targets,2,,,,,
player,201009120tam,tam,WillCa02,rec,2,,,,,
player,201009120tam,tam,WillCa02,rec_yds,23,,,,,
player,201009120tam,tam,WillCa02,rec_td,0,,,,,
player,201009120tam,tam,WillCa02,rec_long,20,,,,,
player,201009120tam,tam,WillCa02,fumbles,0,,,,,
player,201009120tam,tam,WillCa02,fumbles_lost,,,,,,
player,201009120tam,tam,GrahEa00,pass_cmp,0,,,,,
player,201009120tam,tam,GrahEa00,pass_att,0,,,,,
player,201009120tam,tam,GrahEa00,pass_yds,0,,,,,
player,201009120tam,tam,GrahEa00,pass_td,0,,,,,
player,201009120tam,tam,GrahEa00,pass_int,0,,,,,
player,201009120tam,tam,GrahEa00,pass_sacked,0,,,,,
player,201009120tam,tam,GrahEa00,pass_sacked_yds,,,,,,
player,201009120tam,tam,GrahEa00,pass_long,0,,,,,
player,201009120tam,tam,GrahEa00,pass_rating,,,,,,
player,201009120tam,tam,GrahEa00,rush_att,6,,,,,
player,201009120tam,tam,GrahEa00,rush_yds,10,,,,,
player,201009120tam,tam,GrahEa00,rush_td,0,,,,,
player,201009120tam,tam,GrahEa00,rush_long,6,,,,,
player,201009120tam,tam,GrahEa00,targets,1,,,,,
player,201009120tam,tam,GrahEa00,rec,1,,,,,
player,201009120tam,tam,GrahEa00,rec_yds,8,,,,,
player,201009120tam,tam,GrahEa00,rec_td,0,,,,,
player,201009120tam,tam,GrahEa00,rec_long,8,,,,,
player,201009120tam,tam,GrahEa00,fumbles,1,,,,,
player,201009120tam,tam,GrahEa00,fumbles_lost,1,,,,,
player,201009120tam,tam,SpurMi00,pass_cmp,0,,,,,
player,201009120tam,tam,SpurMi00,pass_att,0,,,,,
player,201009120tam,tam,SpurMi00,pass_yds,0,,,,,
player,201009120tam,tam,SpurMi00,pass_td,0,,,,,
player,201009120tam,tam,SpurMi00,pass_int,0,,,,,
player,201009120tam,tam,SpurMi00,pass_sacked,0,,,,,
player,201009120tam,tam,SpurMi00,pass_sacked_yds,,,,,,
player,201009120tam,tam,SpurMi00,pass_long,0,,,,,
player,201009120tam,tam,SpurMi00,pass_rating,,,,,,
player,201009120tam,tam,SpurMi00,rush_att,0,,,,,
player,201009120tam,tam,SpurMi00,rush_yds,0,,,,,
player,201009120tam,tam,SpurMi00,rush_td,0,,,,,
player,201009120tam,tam,SpurMi00,rush_long,0,,,,,
player,201009120tam,tam,SpurMi00,targets,4,,,,,
player,201009120tam,tam,SpurMi00,rec,2,,,,,
player,201009120tam,tam,SpurMi00,rec_yds,49,,,,,
player,201009120tam,tam,SpurMi00,rec_td,1,,,,,
player,201009120tam,tam,SpurMi00,rec_long,33,,,,,
player,201009120tam,tam,SpurMi00,fumbles,0,,,,,
player,201009120tam,tam,SpurMi00,fumbles_lost,,,,,,
player,201009120tam,tam,StroSa00,pass_cmp,0,,,,,
player,201009120tam,tam,StroSa00,pass_att,0,,,,,
player,201009120tam,tam,StroSa00,pass_yds,0,,,,,
player,201009120tam,tam,StroSa00,pass_td,0,,,,,
player,201009120tam,tam,StroSa00,pass_int,0,,,,,
player,201009120tam,tam,StroSa00,pass_sacked,,,,,,
player,201009120tam,tam,StroSa00,pass_sacked_yds,,,,,,
player,201009120tam,tam,StroSa00,pass_long,0,,,,,
player,201009120tam,tam,StroSa00,pass_rating,,,,,,
player,201009120tam,tam,StroSa00,rush_att,0,,,,,
player,201009120tam,tam,StroSa00,rush_yds,0,,,,,
player,201009120tam,tam,StroSa00,rush_td,0,,,,,
player,201009120tam,tam,StroSa00,rush_long,0,,,,,
player,201009120tam,tam,StroSa00,targets,5,,,,,
player,201009120tam,tam,StroSa00,rec,2,,,,,
player,201009120tam,tam,StroSa00,rec_yds,32,,,,,
player,201009120tam,tam,StroSa00,rec_td,0,,,,,
player,201009120tam,tam,StroSa00,rec_long,18,,,,,
player,201009120tam,tam,StroSa00,fumbles,0,,,,,
player,201009120tam,tam,StroSa00,fumbles_lost,,,,,,
player,201009120tam,tam,WinsKe01,pass_cmp,0,,,,,
player,201009120tam,tam,WinsKe01,pass_att,0,,,,,
player,201009120tam,tam,WinsKe01,pass_yds,0,,,,,
player,201009120tam,tam,WinsKe01,pass_td,0,,,,,
player,201009120tam,tam,WinsKe01,pass_int,0,,,,,
player,201009120tam,tam,WinsKe01,pass_sacked,,,,,,
player,201009120tam,tam,WinsKe01,pass_sacked_yds,,,,,,
player,201009120tam,tam,WinsKe01,pass_long,0,,,,,
player,201009120tam,tam,WinsKe01,pass_rating,,,,,,
player,201009120tam,tam,WinsKe01,rush_att,0,,,,,
player,201009120tam,tam,WinsKe01,rush_yds,0,,,,,
player,201009120tam,tam,WinsKe01,rush_td,0,,,,,
player,201009120tam,tam,WinsKe01,rush_long,0,,,,,
player,201009120tam,tam,WinsKe01,targets,6,,,,,
player,201009120tam,tam,WinsKe01,rec,4,,,,,
player,201009120tam,tam,WinsKe01,rec_yds,32,,,,,
player,201009120tam,tam,WinsKe01,rec_td,0,,,,,
player,201009120tam,tam,WinsKe01,rec_long,22,,,,,
player,201009120tam,tam,WinsKe01,fumbles,0,,,,,
player,201009120tam,tam,WinsKe01,fumbles_lost,,,,,,
player,201009120tam,tam,WillMi04,pass_cmp,0,,,,,
player,201009120tam,tam,WillMi04,pass_att,0,,,,,
player,201009120tam,tam,WillMi04,pass_yds,0,,,,,
player,201009120tam,tam,WillMi04,pass_td,0,,,,,
player,201009120tam,tam,WillMi04,pass_int,0,,,,,
player,201009120tam,tam,WillMi04,pass_sacked,,,,,,
player,201009120tam,tam,WillMi04,pass_sacked_yds,,,,,,
player,201009120tam,tam,WillMi04,pass_long,0,,,,,
player,201009120tam,tam,WillMi04,pass_rating,,,,,,
player,201009120tam,tam,WillMi04,rush_att,0,,,,,
player,201009120tam,tam,WillMi04,rush_yds,0,,,,,
player,201009120tam,tam,WillMi04,rush_td,0,,,,,
player,201009120tam,tam,WillMi04,rush_long,0,,,,,
player,201009120tam,tam,WillMi04,targets,9,,,,,
player,201009120tam,tam,WillMi04,rec,5,,,,,
player,201009120tam,tam,WillMi04,rec_yds,30,,,,,
player,201009120tam,tam,WillMi04,rec_td,1,,,,,
player,201009120tam,tam,WillMi04,rec_long,17,,,,,
player,201009120tam,tam,WillMi04,fumbles,0,,,,,
player,201009120tam,tam,WillMi04,fumbles_lost,,,,,,
player,201009120tam,tam,StevJe00,pass_cmp,0,,,,,
player,201009120tam,tam,StevJe00,pass_att,0,,,,,
player,201009120tam,tam,StevJe00,pass_yds,0,,,,,
player,201009120tam,tam,StevJe00,pass_td,0,,,,,
player,201009120tam,tam,StevJe00,pass_int,0,,,,,
player,201009120tam,tam,StevJe00,pass_sacked,,,,,,
player,201009120tam,tam,StevJe00,pass_sacked_yds,,,,,,
player,201009120tam,tam,StevJe00,pass_long,0,,,,,
player,201009120tam,tam,StevJe00,pass_rating,,,,,,
player,201009120tam,tam,StevJe00,rush_att,0,,,,,
player,201009120tam,tam,StevJe00,rush_yds,0,,,,,
player,201009120tam,tam,StevJe00,rush_td,0,,,,,
player,201009120tam,tam,StevJe00,rush_long,0,,,,,
player,201009120tam,tam,StevJe00,targets,1,,,,,
player,201009120tam,tam,StevJe00,rec,1,,,,,
player,201009120tam,tam,StevJe00,rec_yds,8,,,,,
player,201009120tam,tam,StevJe00,rec_td,0,,,,,
player,201009120tam,tam,StevJe00,rec_long,8,,,,,
player,201009120tam,tam,StevJe00,fumbles,0,,,,,
player,201009120tam,tam,StevJe00,fumbles_lost,,,,,,
player,201009120tam,cle,AdamMi21,def_int,1,,,,,
player,201009120tam,cle,AdamMi21,def_int_yds,26,,,,,
player,201009120tam,cle,AdamMi21,def_int_td,0,,,,,
player,201009120tam,cle,AdamMi21,def_int_long,26,,,,,
player,201009120tam,cle,AdamMi21,pass_defended,3,,,,,
player,201009120tam,cle,AdamMi21,sacks,0.0,,,,,
player,201009120tam,cle,AdamMi21,tackles_combined,7,,,,,
player,201009120tam,cle,AdamMi21,tackles_solo,5,,,,,
player,201009120tam,cle,AdamMi21,tackles_assists,2,,,,,
player,201009120tam,cle,AdamMi21,tackles_loss,0,,,,,
player,201009120tam,cle,AdamMi21,qb_hits,0,,,,,
player,201009120tam,cle,AdamMi21,fumbles_rec,0,,,,,
player,201009120tam,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201009120tam,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201009120tam,cle,AdamMi21,fumbles_forced,0,,,,,
player,201009120tam,cle,BenaMa00,def_int,0,,,,,
player,201009120tam,cle,BenaMa00,def_int_yds,0,,,,,
player,201009120tam,cle,BenaMa00,def_int_td,0,,,,,
player,201009120tam,cle,BenaMa00,def_int_long,0,,,,,
player,201009120tam,cle,BenaMa00,pass_defended,0,,,,,
player,201009120tam,cle,BenaMa00,sacks,1.5,,,,,
player,201009120tam,cle,BenaMa00,tackles_combined,3,,,,,
player,201009120tam,cle,BenaMa00,tackles_solo,1,,,,,
player,201009120tam,cle,BenaMa00,tackles_assists,2,,,,,
player,201009120tam,cle,BenaMa00,tackles_loss,1,,,,,
player,201009120tam,cle,BenaMa00,qb_hits,2,,,,,
player,201009120tam,cle,BenaMa00,fumbles_rec,0,,,,,
player,201009120tam,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201009120tam,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201009120tam,cle,BenaMa00,fumbles_forced,0,,,,,
player,201009120tam,cle,TrusJa99,def_int,0,,,,,
player,201009120tam,cle,TrusJa99,def_int_yds,0,,,,,
player,201009120tam,cle,TrusJa99,def_int_td,0,,,,,
player,201009120tam,cle,TrusJa99,def_int_long,0,,,,,
player,201009120tam,cle,TrusJa99,pass_defended,0,,,,,
player,201009120tam,cle,TrusJa99,sacks,1.0,,,,,
player,201009120tam,cle,TrusJa99,tackles_combined,1,,,,,
player,201009120tam,cle,TrusJa99,tackles_solo,1,,,,,
player,201009120tam,cle,TrusJa99,tackles_assists,0,,,,,
player,201009120tam,cle,TrusJa99,tackles_loss,1,,,,,
player,201009120tam,cle,TrusJa99,qb_hits,1,,,,,
player,201009120tam,cle,TrusJa99,fumbles_rec,0,,,,,
player,201009120tam,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201009120tam,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201009120tam,cle,TrusJa99,fumbles_forced,0,,,,,
player,201009120tam,cle,FujiSc20,def_int,0,,,,,
player,201009120tam,cle,FujiSc20,def_int_yds,0,,,,,
player,201009120tam,cle,FujiSc20,def_int_td,0,,,,,
player,201009120tam,cle,FujiSc20,def_int_long,0,,,,,
player,201009120tam,cle,FujiSc20,pass_defended,0,,,,,
player,201009120tam,cle,FujiSc20,sacks,0.5,,,,,
player,201009120tam,cle,FujiSc20,tackles_combined,6,,,,,
player,201009120tam,cle,FujiSc20,tackles_solo,2,,,,,
player,201009120tam,cle,FujiSc20,tackles_assists,4,,,,,
player,201009120tam,cle,FujiSc20,tackles_loss,0,,,,,
