game,2010,15,20101219,201012190clt,jax,"Jacksonville Jaguars",24,clt,"Indianapolis Colts",34
player,201012190clt,jax,ThomMi01,rush_td,0,,,,,
player,201012190clt,jax,ThomMi01,rush_long,0,,,,,
player,201012190clt,jax,ThomMi01,targets,6,,,,,
player,201012190clt,jax,ThomMi01,rec,3,,,,,
player,201012190clt,jax,ThomMi01,rec_yds,63,,,,,
player,201012190clt,jax,ThomMi01,rec_td,0,,,,,
player,201012190clt,jax,ThomMi01,rec_long,39,,,,,
player,201012190clt,jax,ThomMi01,fumbles,1,,,,,
player,201012190clt,jax,ThomMi01,fumbles_lost,1,,,,,
player,201012190clt,jax,LewiMa00,pass_cmp,0,,,,,
player,201012190clt,jax,LewiMa00,pass_att,0,,,,,
player,201012190clt,jax,LewiMa00,pass_yds,0,,,,,
player,201012190clt,jax,LewiMa00,pass_td,0,,,,,
player,201012190clt,jax,LewiMa00,pass_int,0,,,,,
player,201012190clt,jax,LewiMa00,pass_sacked,,,,,,
player,201012190clt,jax,LewiMa00,pass_sacked_yds,,,,,,
player,201012190clt,jax,LewiMa00,pass_long,0,,,,,
player,201012190clt,jax,LewiMa00,pass_rating,,,,,,
player,201012190clt,jax,LewiMa00,rush_att,0,,,,,
player,201012190clt,jax,LewiMa00,rush_yds,0,,,,,
player,201012190clt,jax,LewiMa00,rush_td,0,,,,,
player,201012190clt,jax,LewiMa00,rush_long,0,,,,,
player,201012190clt,jax,LewiMa00,targets,7,,,,,
player,201012190clt,jax,LewiMa00,rec,6,,,,,
player,201012190clt,jax,LewiMa00,rec_yds,63,,,,,
player,201012190clt,jax,LewiMa00,rec_td,0,,,,,
player,201012190clt,jax,LewiMa00,rec_long,25,,,,,
player,201012190clt,jax,LewiMa00,fumbles,0,,,,,
player,201012190clt,jax,LewiMa00,fumbles_lost,,,,,,
player,201012190clt,jax,WalkMi01,pass_cmp,0,,,,,
player,201012190clt,jax,WalkMi01,pass_att,0,,,,,
player,201012190clt,jax,WalkMi01,pass_yds,0,,,,,
player,201012190clt,jax,WalkMi01,pass_td,0,,,,,
player,201012190clt,jax,WalkMi01,pass_int,0,,,,,
player,201012190clt,jax,WalkMi01,pass_sacked,,,,,,
player,201012190clt,jax,WalkMi01,pass_sacked_yds,,,,,,
player,201012190clt,jax,WalkMi01,pass_long,0,,,,,
player,201012190clt,jax,WalkMi01,pass_rating,,,,,,
player,201012190clt,jax,WalkMi01,rush_att,0,,,,,
player,201012190clt,jax,WalkMi01,rush_yds,0,,,,,
player,201012190clt,jax,WalkMi01,rush_td,0,,,,,
player,201012190clt,jax,WalkMi01,rush_long,0,,,,,
player,201012190clt,jax,WalkMi01,targets,8,,,,,
player,201012190clt,jax,WalkMi01,rec,4,,,,,
player,201012190clt,jax,WalkMi01,rec_yds,42,,,,,
player,201012190clt,jax,WalkMi01,rec_td,2,,,,,
player,201012190clt,jax,WalkMi01,rec_long,23,,,,,
player,201012190clt,jax,WalkMi01,fumbles,0,,,,,
player,201012190clt,jax,WalkMi01,fumbles_lost,,,,,,
player,201012190clt,jax,HillJa00,pass_cmp,0,,,,,
player,201012190clt,jax,HillJa00,pass_att,0,,,,,
player,201012190clt,jax,HillJa00,pass_yds,0,,,,,
player,201012190clt,jax,HillJa00,pass_td,0,,,,,
player,201012190clt,jax,HillJa00,pass_int,0,,,,,
player,201012190clt,jax,HillJa00,pass_sacked,,,,,,
player,201012190clt,jax,HillJa00,pass_sacked_yds,,,,,,
player,201012190clt,jax,HillJa00,pass_long,0,,,,,
player,201012190clt,jax,HillJa00,pass_rating,,,,,,
player,201012190clt,jax,HillJa00,rush_att,0,,,,,
player,201012190clt,jax,HillJa00,rush_yds,0,,,,,
player,201012190clt,jax,HillJa00,rush_td,0,,,,,
player,201012190clt,jax,HillJa00,rush_long,0,,,,,
player,201012190clt,jax,HillJa00,targets,5,,,,,
player,201012190clt,jax,HillJa00,rec,2,,,,,
player,201012190clt,jax,HillJa00,rec_yds,40,,,,,
player,201012190clt,jax,HillJa00,rec_td,0,,,,,
player,201012190clt,jax,HillJa00,rec_long,26,,,,,
player,201012190clt,jax,HillJa00,fumbles,0,,,,,
player,201012190clt,jax,HillJa00,fumbles_lost,,,,,,
player,201012190clt,jax,OsgoKa00,pass_cmp,0,,,,,
player,201012190clt,jax,OsgoKa00,pass_att,0,,,,,
player,201012190clt,jax,OsgoKa00,pass_yds,0,,,,,
player,201012190clt,jax,OsgoKa00,pass_td,0,,,,,
player,201012190clt,jax,OsgoKa00,pass_int,0,,,,,
player,201012190clt,jax,OsgoKa00,pass_sacked,,,,,,
player,201012190clt,jax,OsgoKa00,pass_sacked_yds,,,,,,
player,201012190clt,jax,OsgoKa00,pass_long,0,,,,,
player,201012190clt,jax,OsgoKa00,pass_rating,,,,,,
player,201012190clt,jax,OsgoKa00,rush_att,0,,,,,
player,201012190clt,jax,OsgoKa00,rush_yds,0,,,,,
player,201012190clt,jax,OsgoKa00,rush_td,0,,,,,
player,201012190clt,jax,OsgoKa00,rush_long,0,,,,,
player,201012190clt,jax,OsgoKa00,targets,1,,,,,
player,201012190clt,jax,OsgoKa00,rec,0,,,,,
player,201012190clt,jax,OsgoKa00,rec_yds,0,,,,,
player,201012190clt,jax,OsgoKa00,rec_td,0,,,,,
player,201012190clt,jax,OsgoKa00,rec_long,0,,,,,
player,201012190clt,jax,OsgoKa00,fumbles,0,,,,,
player,201012190clt,jax,OsgoKa00,fumbles_lost,,,,,,
player,201012190clt,clt,MannPe00,pass_cmp,29,,,,,
player,201012190clt,clt,MannPe00,pass_att,39,,,,,
player,201012190clt,clt,MannPe00,pass_yds,229,,,,,
player,201012190clt,clt,MannPe00,pass_td,2,,,,,
player,201012190clt,clt,MannPe00,pass_int,0,,,,,
player,201012190clt,clt,MannPe00,pass_sacked,1,,,,,
player,201012190clt,clt,MannPe00,pass_sacked_yds,8,,,,,
player,201012190clt,clt,MannPe00,pass_long,27,,,,,
player,201012190clt,clt,MannPe00,pass_rating,105.6,,,,,
player,201012190clt,clt,MannPe00,rush_att,0,,,,,
player,201012190clt,clt,MannPe00,rush_yds,0,,,,,
player,201012190clt,clt,MannPe00,rush_td,0,,,,,
player,201012190clt,clt,MannPe00,rush_long,0,,,,,
player,201012190clt,clt,MannPe00,targets,0,,,,,
player,201012190clt,clt,MannPe00,rec,0,,,,,
player,201012190clt,clt,MannPe00,rec_yds,0,,,,,
player,201012190clt,clt,MannPe00,rec_td,0,,,,,
player,201012190clt,clt,MannPe00,rec_long,0,,,,,
player,201012190clt,clt,MannPe00,fumbles,0,,,,,
player,201012190clt,clt,MannPe00,fumbles_lost,,,,,,
player,201012190clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201012190clt,clt,BrowDo00,pass_att,0,,,,,
player,201012190clt,clt,BrowDo00,pass_yds,0,,,,,
player,201012190clt,clt,BrowDo00,pass_td,0,,,,,
player,201012190clt,clt,BrowDo00,pass_int,0,,,,,
player,201012190clt,clt,BrowDo00,pass_sacked,,,,,,
player,201012190clt,clt,BrowDo00,pass_sacked_yds,,,,,,
player,201012190clt,clt,BrowDo00,pass_long,0,,,,,
player,201012190clt,clt,BrowDo00,pass_rating,,,,,,
player,201012190clt,clt,BrowDo00,rush_att,14,,,,,
player,201012190clt,clt,BrowDo00,rush_yds,129,,,,,
player,201012190clt,clt,BrowDo00,rush_td,1,,,,,
player,201012190clt,clt,BrowDo00,rush_long,49,,,,,
player,201012190clt,clt,BrowDo00,targets,1,,,,,
player,201012190clt,clt,BrowDo00,rec,1,,,,,
player,201012190clt,clt,BrowDo00,rec_yds,4,,,,,
player,201012190clt,clt,BrowDo00,rec_td,0,,,,,
player,201012190clt,clt,BrowDo00,rec_long,4,,,,,
player,201012190clt,clt,BrowDo00,fumbles,0,,,,,
player,201012190clt,clt,BrowDo00,fumbles_lost,,,,,,
player,201012190clt,clt,RhodDo00,pass_cmp,0,,,,,
player,201012190clt,clt,RhodDo00,pass_att,0,,,,,
player,201012190clt,clt,RhodDo00,pass_yds,0,,,,,
player,201012190clt,clt,RhodDo00,pass_td,0,,,,,
player,201012190clt,clt,RhodDo00,pass_int,0,,,,,
player,201012190clt,clt,RhodDo00,pass_sacked,,,,,,
player,201012190clt,clt,RhodDo00,pass_sacked_yds,,,,,,
player,201012190clt,clt,RhodDo00,pass_long,0,,,,,
player,201012190clt,clt,RhodDo00,pass_rating,,,,,,
player,201012190clt,clt,RhodDo00,rush_att,9,,,,,
player,201012190clt,clt,RhodDo00,rush_yds,26,,,,,
player,201012190clt,clt,RhodDo00,rush_td,0,,,,,
player,201012190clt,clt,RhodDo00,rush_long,14,,,,,
player,201012190clt,clt,RhodDo00,targets,3,,,,,
player,201012190clt,clt,RhodDo00,rec,1,,,,,
player,201012190clt,clt,RhodDo00,rec_yds,4,,,,,
player,201012190clt,clt,RhodDo00,rec_td,0,,,,,
player,201012190clt,clt,RhodDo00,rec_long,4,,,,,
player,201012190clt,clt,RhodDo00,fumbles,0,,,,,
player,201012190clt,clt,RhodDo00,fumbles_lost,,,,,,
player,201012190clt,clt,CollAu00,pass_cmp,0,,,,,
player,201012190clt,clt,CollAu00,pass_att,0,,,,,
player,201012190clt,clt,CollAu00,pass_yds,0,,,,,
player,201012190clt,clt,CollAu00,pass_td,0,,,,,
player,201012190clt,clt,CollAu00,pass_int,0,,,,,
player,201012190clt,clt,CollAu00,pass_sacked,,,,,,
player,201012190clt,clt,CollAu00,pass_sacked_yds,,,,,,
player,201012190clt,clt,CollAu00,pass_long,0,,,,,
player,201012190clt,clt,CollAu00,pass_rating,,,,,,
player,201012190clt,clt,CollAu00,rush_att,0,,,,,
player,201012190clt,clt,CollAu00,rush_yds,0,,,,,
player,201012190clt,clt,CollAu00,rush_td,0,,,,,
player,201012190clt,clt,CollAu00,rush_long,0,,,,,
player,201012190clt,clt,CollAu00,targets,10,,,,,
player,201012190clt,clt,CollAu00,rec,8,,,,,
player,201012190clt,clt,CollAu00,rec_yds,87,,,,,
player,201012190clt,clt,CollAu00,rec_td,2,,,,,
player,201012190clt,clt,CollAu00,rec_long,27,,,,,
player,201012190clt,clt,CollAu00,fumbles,0,,,,,
player,201012190clt,clt,CollAu00,fumbles_lost,,,,,,
player,201012190clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201012190clt,clt,GarcPi00,pass_att,0,,,,,
player,201012190clt,clt,GarcPi00,pass_yds,0,,,,,
player,201012190clt,clt,GarcPi00,pass_td,0,,,,,
player,201012190clt,clt,GarcPi00,pass_int,0,,,,,
player,201012190clt,clt,GarcPi00,pass_sacked,,,,,,
player,201012190clt,clt,GarcPi00,pass_sacked_yds,,,,,,
player,201012190clt,clt,GarcPi00,pass_long,0,,,,,
player,201012190clt,clt,GarcPi00,pass_rating,,,,,,
player,201012190clt,clt,GarcPi00,rush_att,0,,,,,
player,201012190clt,clt,GarcPi00,rush_yds,0,,,,,
player,201012190clt,clt,GarcPi00,rush_td,0,,,,,
player,201012190clt,clt,GarcPi00,rush_long,0,,,,,
player,201012190clt,clt,GarcPi00,targets,6,,,,,
player,201012190clt,clt,GarcPi00,rec,5,,,,,
player,201012190clt,clt,GarcPi00,rec_yds,44,,,,,
player,201012190clt,clt,GarcPi00,rec_td,0,,,,,
player,201012190clt,clt,GarcPi00,rec_long,14,,,,,
player,201012190clt,clt,GarcPi00,fumbles,0,,,,,
player,201012190clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201012190clt,clt,TammJa00,pass_cmp,0,,,,,
player,201012190clt,clt,TammJa00,pass_att,0,,,,,
player,201012190clt,clt,TammJa00,pass_yds,0,,,,,
player,201012190clt,clt,TammJa00,pass_td,0,,,,,
player,201012190clt,clt,TammJa00,pass_int,0,,,,,
player,201012190clt,clt,TammJa00,pass_sacked,,,,,,
player,201012190clt,clt,TammJa00,pass_sacked_yds,,,,,,
player,201012190clt,clt,TammJa00,pass_long,0,,,,,
player,201012190clt,clt,TammJa00,pass_rating,,,,,,
player,201012190clt,clt,TammJa00,rush_att,0,,,,,
player,201012190clt,clt,TammJa00,rush_yds,0,,,,,
player,201012190clt,clt,TammJa00,rush_td,0,,,,,
player,201012190clt,clt,TammJa00,rush_long,0,,,,,
player,201012190clt,clt,TammJa00,targets,7,,,,,
player,201012190clt,clt,TammJa00,rec,7,,,,,
player,201012190clt,clt,TammJa00,rec_yds,34,,,,,
player,201012190clt,clt,TammJa00,rec_td,0,,,,,
player,201012190clt,clt,TammJa00,rec_long,9,,,,,
player,201012190clt,clt,TammJa00,fumbles,0,,,,,
player,201012190clt,clt,TammJa00,fumbles_lost,,,,,,
player,201012190clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201012190clt,clt,WaynRe00,pass_att,0,,,,,
player,201012190clt,clt,WaynRe00,pass_yds,0,,,,,
player,201012190clt,clt,WaynRe00,pass_td,0,,,,,
player,201012190clt,clt,WaynRe00,pass_int,0,,,,,
player,201012190clt,clt,WaynRe00,pass_sacked,,,,,,
player,201012190clt,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201012190clt,clt,WaynRe00,pass_long,0,,,,,
player,201012190clt,clt,WaynRe00,pass_rating,,,,,,
player,201012190clt,clt,WaynRe00,rush_att,0,,,,,
player,201012190clt,clt,WaynRe00,rush_yds,0,,,,,
player,201012190clt,clt,WaynRe00,rush_td,0,,,,,
player,201012190clt,clt,WaynRe00,rush_long,0,,,,,
player,201012190clt,clt,WaynRe00,targets,9,,,,,
player,201012190clt,clt,WaynRe00,rec,5,,,,,
player,201012190clt,clt,WaynRe00,rec_yds,34,,,,,
player,201012190clt,clt,WaynRe00,rec_td,0,,,,,
player,201012190clt,clt,WaynRe00,rec_long,13,,,,,
player,201012190clt,clt,WaynRe00,fumbles,0,,,,,
player,201012190clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201012190clt,clt,WhitBl00,pass_cmp,0,,,,,
player,201012190clt,clt,WhitBl00,pass_att,0,,,,,
player,201012190clt,clt,WhitBl00,pass_yds,0,,,,,
player,201012190clt,clt,WhitBl00,pass_td,0,,,,,
player,201012190clt,clt,WhitBl00,pass_int,0,,,,,
player,201012190clt,clt,WhitBl00,pass_sacked,,,,,,
player,201012190clt,clt,WhitBl00,pass_sacked_yds,,,,,,
player,201012190clt,clt,WhitBl00,pass_long,0,,,,,
player,201012190clt,clt,WhitBl00,pass_rating,,,,,,
player,201012190clt,clt,WhitBl00,rush_att,0,,,,,
player,201012190clt,clt,WhitBl00,rush_yds,0,,,,,
player,201012190clt,clt,WhitBl00,rush_td,0,,,,,
player,201012190clt,clt,WhitBl00,rush_long,0,,,,,
player,201012190clt,clt,WhitBl00,targets,2,,,,,
player,201012190clt,clt,WhitBl00,rec,1,,,,,
player,201012190clt,clt,WhitBl00,rec_yds,16,,,,,
player,201012190clt,clt,WhitBl00,rec_td,0,,,,,
player,201012190clt,clt,WhitBl00,rec_long,16,,,,,
player,201012190clt,clt,WhitBl00,fumbles,0,,,,,
player,201012190clt,clt,WhitBl00,fumbles_lost,,,,,,
player,201012190clt,clt,RobiGi21,pass_cmp,0,,,,,
player,201012190clt,clt,RobiGi21,pass_att,0,,,,,
player,201012190clt,clt,RobiGi21,pass_yds,0,,,,,
player,201012190clt,clt,RobiGi21,pass_td,0,,,,,
player,201012190clt,clt,RobiGi21,pass_int,0,,,,,
player,201012190clt,clt,RobiGi21,pass_sacked,,,,,,
player,201012190clt,clt,RobiGi21,pass_sacked_yds,,,,,,
player,201012190clt,clt,RobiGi21,pass_long,0,,,,,
player,201012190clt,clt,RobiGi21,pass_rating,,,,,,
player,201012190clt,clt,RobiGi21,rush_att,0,,,,,
player,201012190clt,clt,RobiGi21,rush_yds,0,,,,,
player,201012190clt,clt,RobiGi21,rush_td,0,,,,,
player,201012190clt,clt,RobiGi21,rush_long,0,,,,,
player,201012190clt,clt,RobiGi21,targets,1,,,,,
player,201012190clt,clt,RobiGi21,rec,1,,,,,
player,201012190clt,clt,RobiGi21,rec_yds,6,,,,,
player,201012190clt,clt,RobiGi21,rec_td,0,,,,,
player,201012190clt,clt,RobiGi21,rec_long,6,,,,,
player,201012190clt,clt,RobiGi21,fumbles,0,,,,,
player,201012190clt,clt,RobiGi21,fumbles_lost,,,,,,
player,201012190clt,clt,JameJa00,pass_cmp,0,,,,,
player,201012190clt,clt,JameJa00,pass_att,0,,,,,
player,201012190clt,clt,JameJa00,pass_yds,0,,,,,
player,201012190clt,clt,JameJa00,pass_td,0,,,,,
player,201012190clt,clt,JameJa00,pass_int,0,,,,,
player,201012190clt,clt,JameJa00,pass_sacked,,,,,,
player,201012190clt,clt,JameJa00,pass_sacked_yds,,,,,,
player,201012190clt,clt,JameJa00,pass_long,0,,,,,
player,201012190clt,clt,JameJa00,pass_rating,,,,,,
player,201012190clt,clt,JameJa00,rush_att,1,,,,,
player,201012190clt,clt,JameJa00,rush_yds,0,,,,,
player,201012190clt,clt,JameJa00,rush_td,0,,,,,
player,201012190clt,clt,JameJa00,rush_long,0,,,,,
player,201012190clt,clt,JameJa00,targets,0,,,,,
player,201012190clt,clt,JameJa00,rec,0,,,,,
player,201012190clt,clt,JameJa00,rec_yds,0,,,,,
player,201012190clt,clt,JameJa00,rec_td,0,,,,,
player,201012190clt,clt,JameJa00,rec_long,0,,,,,
player,201012190clt,clt,JameJa00,fumbles,0,,,,,
player,201012190clt,clt,JameJa00,fumbles_lost,,,,,,
player,201012190clt,jax,SmitDa24,def_int,0,,,,,
player,201012190clt,jax,SmitDa24,def_int_yds,0,,,,,
player,201012190clt,jax,SmitDa24,def_int_td,0,,,,,
player,201012190clt,jax,SmitDa24,def_int_long,0,,,,,
player,201012190clt,jax,SmitDa24,pass_defended,1,,,,,
player,201012190clt,jax,SmitDa24,sacks,1.0,,,,,
player,201012190clt,jax,SmitDa24,tackles_combined,15,,,,,
player,201012190clt,jax,SmitDa24,tackles_solo,13,,,,,
player,201012190clt,jax,SmitDa24,tackles_assists,2,,,,,
player,201012190clt,jax,SmitDa24,tackles_loss,2,,,,,
player,201012190clt,jax,SmitDa24,qb_hits,1,,,,,
player,201012190clt,jax,SmitDa24,fumbles_rec,0,,,,,
player,201012190clt,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201012190clt,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201012190clt,jax,SmitDa24,fumbles_forced,0,,,,,
player,201012190clt,jax,MiddWi98,def_int,0,,,,,
player,201012190clt,jax,MiddWi98,def_int_yds,0,,,,,
player,201012190clt,jax,MiddWi98,def_int_td,0,,,,,
player,201012190clt,jax,MiddWi98,def_int_long,0,,,,,
player,201012190clt,jax,MiddWi98,pass_defended,0,,,,,
player,201012190clt,jax,MiddWi98,sacks,0.0,,,,,
player,201012190clt,jax,MiddWi98,tackles_combined,8,,,,,
player,201012190clt,jax,MiddWi98,tackles_solo,5,,,,,
player,201012190clt,jax,MiddWi98,tackles_assists,3,,,,,
player,201012190clt,jax,MiddWi98,tackles_loss,0,,,,,
player,201012190clt,jax,MiddWi98,qb_hits,0,,,,,
player,201012190clt,jax,MiddWi98,fumbles_rec,0,,,,,
player,201012190clt,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201012190clt,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201012190clt,jax,MiddWi98,fumbles_forced,0,,,,,
player,201012190clt,jax,CareDo00,def_int,0,,,,,
player,201012190clt,jax,CareDo00,def_int_yds,0,,,,,
player,201012190clt,jax,CareDo00,def_int_td,0,,,,,
player,201012190clt,jax,CareDo00,def_int_long,0,,,,,
player,201012190clt,jax,CareDo00,pass_defended,0,,,,,
player,201012190clt,jax,CareDo00,sacks,0.0,,,,,
player,201012190clt,jax,CareDo00,tackles_combined,7,,,,,
player,201012190clt,jax,CareDo00,tackles_solo,5,,,,,
player,201012190clt,jax,CareDo00,tackles_assists,2,,,,,
player,201012190clt,jax,CareDo00,tackles_loss,0,,,,,
player,201012190clt,jax,CareDo00,qb_hits,0,,,,,
player,201012190clt,jax,CareDo00,fumbles_rec,0,,,,,
player,201012190clt,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201012190clt,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201012190clt,jax,CareDo00,fumbles_forced,0,,,,,
player,201012190clt,jax,MorrKi20,def_int,0,,,,,
player,201012190clt,jax,MorrKi20,def_int_yds,0,,,,,
player,201012190clt,jax,MorrKi20,def_int_td,0,,,,,
player,201012190clt,jax,MorrKi20,def_int_long,0,,,,,
player,201012190clt,jax,MorrKi20,pass_defended,0,,,,,
player,201012190clt,jax,MorrKi20,sacks,0.0,,,,,
player,201012190clt,jax,MorrKi20,tackles_combined,7,,,,,
player,201012190clt,jax,MorrKi20,tackles_solo,4,,,,,
player,201012190clt,jax,MorrKi20,tackles_assists,3,,,,,
player,201012190clt,jax,MorrKi20,tackles_loss,1,,,,,
player,201012190clt,jax,MorrKi20,qb_hits,0,,,,,
player,201012190clt,jax,MorrKi20,fumbles_rec,0,,,,,
player,201012190clt,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201012190clt,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201012190clt,jax,MorrKi20,fumbles_forced,0,,,,,
player,201012190clt,jax,ConsSe20,def_int,0,,,,,
player,201012190clt,jax,ConsSe20,def_int_yds,0,,,,,
player,201012190clt,jax,ConsSe20,def_int_td,0,,,,,
player,201012190clt,jax,ConsSe20,def_int_long,0,,,,,
player,201012190clt,jax,ConsSe20,pass_defended,0,,,,,
player,201012190clt,jax,ConsSe20,sacks,0.0,,,,,
player,201012190clt,jax,ConsSe20,tackles_combined,6,,,,,
player,201012190clt,jax,ConsSe20,tackles_solo,5,,,,,
player,201012190clt,jax,ConsSe20,tackles_assists,1,,,,,
player,201012190clt,jax,ConsSe20,tackles_loss,0,,,,,
player,201012190clt,jax,ConsSe20,qb_hits,0,,,,,
player,201012190clt,jax,ConsSe20,fumbles_rec,0,,,,,
