game,2010,14,20101212,201012120car,atl,"Atlanta Falcons",31,car,"Carolina Panthers",10
team,201012120car,atl,First Downs,24,,,,,,
team,201012120car,car,First Downs,13,,,,,,
team,201012120car,atl,Rush-Yds-TDs,36-127-3,,,,,,
team,201012120car,car,Rush-Yds-TDs,28-212-1,,,,,,
team,201012120car,atl,Cmp-Att-Yd-TD-INT,20-34-227-1-1,,,,,,
team,201012120car,car,Cmp-Att-Yd-TD-INT,15-25-107-0-1,,,,,,
team,201012120car,atl,Sacked-Yards,3-27,,,,,,
team,201012120car,car,Sacked-Yards,5-31,,,,,,
team,201012120car,atl,Net Pass Yards,200,,,,,,
team,201012120car,car,Net Pass Yards,76,,,,,,
team,201012120car,atl,Total Yards,327,,,,,,
team,201012120car,car,Total Yards,288,,,,,,
team,201012120car,atl,Fumbles-Lost,0-0,,,,,,
team,201012120car,car,Fumbles-Lost,1-1,,,,,,
team,201012120car,atl,Turnovers,1,,,,,,
team,201012120car,car,Turnovers,2,,,,,,
team,201012120car,atl,Penalties-Yards,1-10,,,,,,
team,201012120car,car,Penalties-Yards,6-50,,,,,,
team,201012120car,atl,Third Down Conv.,9-17,,,,,,
team,201012120car,car,Third Down Conv.,3-13,,,,,,
team,201012120car,atl,Fourth Down Conv.,0-0,,,,,,
team,201012120car,car,Fourth Down Conv.,1-2,,,,,,
team,201012120car,atl,Time of Possession,34:50,,,,,,
team,201012120car,car,Time of Possession,25:10,,,,,,
player,201012120car,atl,RyanMa00,pass_cmp,20,,,,,
player,201012120car,atl,RyanMa00,pass_att,34,,,,,
player,201012120car,atl,RyanMa00,pass_yds,227,,,,,
player,201012120car,atl,RyanMa00,pass_td,1,,,,,
player,201012120car,atl,RyanMa00,pass_int,1,,,,,
player,201012120car,atl,RyanMa00,pass_sacked,3,,,,,
player,201012120car,atl,RyanMa00,pass_sacked_yds,27,,,,,
player,201012120car,atl,RyanMa00,pass_long,46,,,,,
player,201012120car,atl,RyanMa00,pass_rating,76.5,,,,,
player,201012120car,atl,RyanMa00,rush_att,1,,,,,
player,201012120car,atl,RyanMa00,rush_yds,4,,,,,
player,201012120car,atl,RyanMa00,rush_td,0,,,,,
player,201012120car,atl,RyanMa00,rush_long,4,,,,,
player,201012120car,atl,RyanMa00,targets,0,,,,,
player,201012120car,atl,RyanMa00,rec,0,,,,,
player,201012120car,atl,RyanMa00,rec_yds,0,,,,,
player,201012120car,atl,RyanMa00,rec_td,0,,,,,
player,201012120car,atl,RyanMa00,rec_long,0,,,,,
player,201012120car,atl,RyanMa00,fumbles,0,,,,,
player,201012120car,atl,RyanMa00,fumbles_lost,,,,,,
player,201012120car,atl,TurnMi00,pass_cmp,0,,,,,
player,201012120car,atl,TurnMi00,pass_att,0,,,,,
player,201012120car,atl,TurnMi00,pass_yds,0,,,,,
player,201012120car,atl,TurnMi00,pass_td,0,,,,,
player,201012120car,atl,TurnMi00,pass_int,0,,,,,
player,201012120car,atl,TurnMi00,pass_sacked,,,,,,
player,201012120car,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201012120car,atl,TurnMi00,pass_long,0,,,,,
player,201012120car,atl,TurnMi00,pass_rating,,,,,,
player,201012120car,atl,TurnMi00,rush_att,28,,,,,
player,201012120car,atl,TurnMi00,rush_yds,112,,,,,
player,201012120car,atl,TurnMi00,rush_td,3,,,,,
player,201012120car,atl,TurnMi00,rush_long,16,,,,,
player,201012120car,atl,TurnMi00,targets,1,,,,,
player,201012120car,atl,TurnMi00,rec,1,,,,,
player,201012120car,atl,TurnMi00,rec_yds,12,,,,,
player,201012120car,atl,TurnMi00,rec_td,0,,,,,
player,201012120car,atl,TurnMi00,rec_long,12,,,,,
player,201012120car,atl,TurnMi00,fumbles,0,,,,,
player,201012120car,atl,TurnMi00,fumbles_lost,,,,,,
player,201012120car,atl,JohnGa01,pass_cmp,0,,,,,
player,201012120car,atl,JohnGa01,pass_att,0,,,,,
player,201012120car,atl,JohnGa01,pass_yds,0,,,,,
player,201012120car,atl,JohnGa01,pass_td,0,,,,,
player,201012120car,atl,JohnGa01,pass_int,0,,,,,
player,201012120car,atl,JohnGa01,pass_sacked,,,,,,
player,201012120car,atl,JohnGa01,pass_sacked_yds,,,,,,
player,201012120car,atl,JohnGa01,pass_long,0,,,,,
player,201012120car,atl,JohnGa01,pass_rating,,,,,,
player,201012120car,atl,JohnGa01,rush_att,6,,,,,
player,201012120car,atl,JohnGa01,rush_yds,8,,,,,
player,201012120car,atl,JohnGa01,rush_td,0,,,,,
player,201012120car,atl,JohnGa01,rush_long,4,,,,,
player,201012120car,atl,JohnGa01,targets,1,,,,,
player,201012120car,atl,JohnGa01,rec,0,,,,,
player,201012120car,atl,JohnGa01,rec_yds,0,,,,,
player,201012120car,atl,JohnGa01,rec_td,0,,,,,
player,201012120car,atl,JohnGa01,rec_long,0,,,,,
player,201012120car,atl,JohnGa01,fumbles,0,,,,,
player,201012120car,atl,JohnGa01,fumbles_lost,,,,,,
player,201012120car,atl,MughOv00,pass_cmp,0,,,,,
player,201012120car,atl,MughOv00,pass_att,0,,,,,
player,201012120car,atl,MughOv00,pass_yds,0,,,,,
player,201012120car,atl,MughOv00,pass_td,0,,,,,
player,201012120car,atl,MughOv00,pass_int,0,,,,,
player,201012120car,atl,MughOv00,pass_sacked,,,,,,
player,201012120car,atl,MughOv00,pass_sacked_yds,,,,,,
player,201012120car,atl,MughOv00,pass_long,0,,,,,
player,201012120car,atl,MughOv00,pass_rating,,,,,,
player,201012120car,atl,MughOv00,rush_att,1,,,,,
player,201012120car,atl,MughOv00,rush_yds,3,,,,,
player,201012120car,atl,MughOv00,rush_td,0,,,,,
player,201012120car,atl,MughOv00,rush_long,3,,,,,
player,201012120car,atl,MughOv00,targets,2,,,,,
player,201012120car,atl,MughOv00,rec,1,,,,,
player,201012120car,atl,MughOv00,rec_yds,16,,,,,
player,201012120car,atl,MughOv00,rec_td,0,,,,,
player,201012120car,atl,MughOv00,rec_long,16,,,,,
player,201012120car,atl,MughOv00,fumbles,0,,,,,
player,201012120car,atl,MughOv00,fumbles_lost,,,,,,
player,201012120car,atl,WhitRo00,pass_cmp,0,,,,,
player,201012120car,atl,WhitRo00,pass_att,0,,,,,
player,201012120car,atl,WhitRo00,pass_yds,0,,,,,
player,201012120car,atl,WhitRo00,pass_td,0,,,,,
player,201012120car,atl,WhitRo00,pass_int,0,,,,,
player,201012120car,atl,WhitRo00,pass_sacked,,,,,,
player,201012120car,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201012120car,atl,WhitRo00,pass_long,0,,,,,
player,201012120car,atl,WhitRo00,pass_rating,,,,,,
player,201012120car,atl,WhitRo00,rush_att,0,,,,,
player,201012120car,atl,WhitRo00,rush_yds,0,,,,,
player,201012120car,atl,WhitRo00,rush_td,0,,,,,
player,201012120car,atl,WhitRo00,rush_long,0,,,,,
player,201012120car,atl,WhitRo00,targets,14,,,,,
player,201012120car,atl,WhitRo00,rec,8,,,,,
player,201012120car,atl,WhitRo00,rec_yds,79,,,,,
player,201012120car,atl,WhitRo00,rec_td,0,,,,,
player,201012120car,atl,WhitRo00,rec_long,18,,,,,
player,201012120car,atl,WhitRo00,fumbles,0,,,,,
player,201012120car,atl,WhitRo00,fumbles_lost,,,,,,
player,201012120car,atl,DougHa00,pass_cmp,0,,,,,
player,201012120car,atl,DougHa00,pass_att,0,,,,,
player,201012120car,atl,DougHa00,pass_yds,0,,,,,
