game,2010,6,20101017,201010170nwe,rav,"Baltimore Ravens",20,nwe,"New England Patriots",23
player,201010170nwe,rav,McClLe00,rush_yds,7,,,,,
player,201010170nwe,rav,McClLe00,rush_td,0,,,,,
player,201010170nwe,rav,McClLe00,rush_long,3,,,,,
player,201010170nwe,rav,McClLe00,targets,2,,,,,
player,201010170nwe,rav,McClLe00,rec,1,,,,,
player,201010170nwe,rav,McClLe00,rec_yds,4,,,,,
player,201010170nwe,rav,McClLe00,rec_td,0,,,,,
player,201010170nwe,rav,McClLe00,rec_long,4,,,,,
player,201010170nwe,rav,McClLe00,fumbles,0,,,,,
player,201010170nwe,rav,McClLe00,fumbles_lost,,,,,,
player,201010170nwe,rav,MasoDe00,pass_cmp,0,,,,,
player,201010170nwe,rav,MasoDe00,pass_att,0,,,,,
player,201010170nwe,rav,MasoDe00,pass_yds,0,,,,,
player,201010170nwe,rav,MasoDe00,pass_td,0,,,,,
player,201010170nwe,rav,MasoDe00,pass_int,0,,,,,
player,201010170nwe,rav,MasoDe00,pass_sacked,,,,,,
player,201010170nwe,rav,MasoDe00,pass_sacked_yds,,,,,,
player,201010170nwe,rav,MasoDe00,pass_long,0,,,,,
player,201010170nwe,rav,MasoDe00,pass_rating,,,,,,
player,201010170nwe,rav,MasoDe00,rush_att,0,,,,,
player,201010170nwe,rav,MasoDe00,rush_yds,0,,,,,
player,201010170nwe,rav,MasoDe00,rush_td,0,,,,,
player,201010170nwe,rav,MasoDe00,rush_long,0,,,,,
player,201010170nwe,rav,MasoDe00,targets,10,,,,,
player,201010170nwe,rav,MasoDe00,rec,8,,,,,
player,201010170nwe,rav,MasoDe00,rec_yds,100,,,,,
player,201010170nwe,rav,MasoDe00,rec_td,0,,,,,
player,201010170nwe,rav,MasoDe00,rec_long,20,,,,,
player,201010170nwe,rav,MasoDe00,fumbles,0,,,,,
player,201010170nwe,rav,MasoDe00,fumbles_lost,,,,,,
player,201010170nwe,rav,HeapTo00,pass_cmp,0,,,,,
player,201010170nwe,rav,HeapTo00,pass_att,0,,,,,
player,201010170nwe,rav,HeapTo00,pass_yds,0,,,,,
player,201010170nwe,rav,HeapTo00,pass_td,0,,,,,
player,201010170nwe,rav,HeapTo00,pass_int,0,,,,,
player,201010170nwe,rav,HeapTo00,pass_sacked,,,,,,
player,201010170nwe,rav,HeapTo00,pass_sacked_yds,,,,,,
player,201010170nwe,rav,HeapTo00,pass_long,0,,,,,
player,201010170nwe,rav,HeapTo00,pass_rating,,,,,,
player,201010170nwe,rav,HeapTo00,rush_att,0,,,,,
player,201010170nwe,rav,HeapTo00,rush_yds,0,,,,,
player,201010170nwe,rav,HeapTo00,rush_td,0,,,,,
player,201010170nwe,rav,HeapTo00,rush_long,0,,,,,
player,201010170nwe,rav,HeapTo00,targets,4,,,,,
player,201010170nwe,rav,HeapTo00,rec,3,,,,,
player,201010170nwe,rav,HeapTo00,rec_yds,49,,,,,
player,201010170nwe,rav,HeapTo00,rec_td,1,,,,,
player,201010170nwe,rav,HeapTo00,rec_long,17,,,,,
player,201010170nwe,rav,HeapTo00,fumbles,0,,,,,
player,201010170nwe,rav,HeapTo00,fumbles_lost,,,,,,
player,201010170nwe,rav,HousTJ00,pass_cmp,0,,,,,
player,201010170nwe,rav,HousTJ00,pass_att,0,,,,,
player,201010170nwe,rav,HousTJ00,pass_yds,0,,,,,
player,201010170nwe,rav,HousTJ00,pass_td,0,,,,,
player,201010170nwe,rav,HousTJ00,pass_int,0,,,,,
player,201010170nwe,rav,HousTJ00,pass_sacked,,,,,,
player,201010170nwe,rav,HousTJ00,pass_sacked_yds,,,,,,
player,201010170nwe,rav,HousTJ00,pass_long,0,,,,,
player,201010170nwe,rav,HousTJ00,pass_rating,,,,,,
player,201010170nwe,rav,HousTJ00,rush_att,0,,,,,
player,201010170nwe,rav,HousTJ00,rush_yds,0,,,,,
player,201010170nwe,rav,HousTJ00,rush_td,0,,,,,
player,201010170nwe,rav,HousTJ00,rush_long,0,,,,,
player,201010170nwe,rav,HousTJ00,targets,2,,,,,
player,201010170nwe,rav,HousTJ00,rec,2,,,,,
player,201010170nwe,rav,HousTJ00,rec_yds,24,,,,,
player,201010170nwe,rav,HousTJ00,rec_td,0,,,,,
player,201010170nwe,rav,HousTJ00,rec_long,15,,,,,
player,201010170nwe,rav,HousTJ00,fumbles,0,,,,,
player,201010170nwe,rav,HousTJ00,fumbles_lost,,,,,,
player,201010170nwe,rav,DickEd00,pass_cmp,0,,,,,
player,201010170nwe,rav,DickEd00,pass_att,0,,,,,
player,201010170nwe,rav,DickEd00,pass_yds,0,,,,,
player,201010170nwe,rav,DickEd00,pass_td,0,,,,,
player,201010170nwe,rav,DickEd00,pass_int,0,,,,,
player,201010170nwe,rav,DickEd00,pass_sacked,,,,,,
player,201010170nwe,rav,DickEd00,pass_sacked_yds,,,,,,
player,201010170nwe,rav,DickEd00,pass_long,0,,,,,
player,201010170nwe,rav,DickEd00,pass_rating,,,,,,
player,201010170nwe,rav,DickEd00,rush_att,0,,,,,
player,201010170nwe,rav,DickEd00,rush_yds,0,,,,,
player,201010170nwe,rav,DickEd00,rush_td,0,,,,,
player,201010170nwe,rav,DickEd00,rush_long,0,,,,,
player,201010170nwe,rav,DickEd00,targets,1,,,,,
player,201010170nwe,rav,DickEd00,rec,1,,,,,
player,201010170nwe,rav,DickEd00,rec_yds,7,,,,,
player,201010170nwe,rav,DickEd00,rec_td,0,,,,,
player,201010170nwe,rav,DickEd00,rec_long,7,,,,,
player,201010170nwe,rav,DickEd00,fumbles,0,,,,,
player,201010170nwe,rav,DickEd00,fumbles_lost,,,,,,
player,201010170nwe,rav,BoldAn00,pass_cmp,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_att,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_yds,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_td,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_int,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_sacked,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_sacked_yds,,,,,,
player,201010170nwe,rav,BoldAn00,pass_long,0,,,,,
player,201010170nwe,rav,BoldAn00,pass_rating,,,,,,
player,201010170nwe,rav,BoldAn00,rush_att,1,,,,,
player,201010170nwe,rav,BoldAn00,rush_yds,-1,,,,,
player,201010170nwe,rav,BoldAn00,rush_td,0,,,,,
player,201010170nwe,rav,BoldAn00,rush_long,-1,,,,,
player,201010170nwe,rav,BoldAn00,targets,6,,,,,
player,201010170nwe,rav,BoldAn00,rec,4,,,,,
player,201010170nwe,rav,BoldAn00,rec_yds,63,,,,,
player,201010170nwe,rav,BoldAn00,rec_td,1,,,,,
player,201010170nwe,rav,BoldAn00,rec_long,25,,,,,
player,201010170nwe,rav,BoldAn00,fumbles,0,,,,,
player,201010170nwe,rav,BoldAn00,fumbles_lost,,,,,,
player,201010170nwe,nwe,BradTo00,pass_cmp,27,,,,,
player,201010170nwe,nwe,BradTo00,pass_att,44,,,,,
player,201010170nwe,nwe,BradTo00,pass_yds,292,,,,,
player,201010170nwe,nwe,BradTo00,pass_td,1,,,,,
player,201010170nwe,nwe,BradTo00,pass_int,2,,,,,
player,201010170nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201010170nwe,nwe,BradTo00,pass_sacked_yds,25,,,,,
player,201010170nwe,nwe,BradTo00,pass_long,30,,,,,
player,201010170nwe,nwe,BradTo00,pass_rating,69.5,,,,,
player,201010170nwe,nwe,BradTo00,rush_att,2,,,,,
player,201010170nwe,nwe,BradTo00,rush_yds,1,,,,,
player,201010170nwe,nwe,BradTo00,rush_td,0,,,,,
player,201010170nwe,nwe,BradTo00,rush_long,2,,,,,
player,201010170nwe,nwe,BradTo00,targets,0,,,,,
player,201010170nwe,nwe,BradTo00,rec,0,,,,,
player,201010170nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201010170nwe,nwe,BradTo00,rec_td,0,,,,,
player,201010170nwe,nwe,BradTo00,rec_long,0,,,,,
player,201010170nwe,nwe,BradTo00,fumbles,0,,,,,
player,201010170nwe,nwe,BradTo00,fumbles_lost,,,,,,
player,201010170nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201010170nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201010170nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201010170nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201010170nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201010170nwe,nwe,WoodDa02,pass_sacked,,,,,,
player,201010170nwe,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201010170nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201010170nwe,nwe,WoodDa02,rush_att,11,,,,,
player,201010170nwe,nwe,WoodDa02,rush_yds,63,,,,,
player,201010170nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201010170nwe,nwe,WoodDa02,rush_long,14,,,,,
player,201010170nwe,nwe,WoodDa02,targets,7,,,,,
player,201010170nwe,nwe,WoodDa02,rec,5,,,,,
player,201010170nwe,nwe,WoodDa02,rec_yds,52,,,,,
player,201010170nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201010170nwe,nwe,WoodDa02,rec_long,19,,,,,
player,201010170nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201010170nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201010170nwe,nwe,TateBr00,pass_cmp,0,,,,,
player,201010170nwe,nwe,TateBr00,pass_att,0,,,,,
player,201010170nwe,nwe,TateBr00,pass_yds,0,,,,,
player,201010170nwe,nwe,TateBr00,pass_td,0,,,,,
player,201010170nwe,nwe,TateBr00,pass_int,0,,,,,
player,201010170nwe,nwe,TateBr00,pass_sacked,,,,,,
player,201010170nwe,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,TateBr00,pass_long,0,,,,,
player,201010170nwe,nwe,TateBr00,pass_rating,,,,,,
player,201010170nwe,nwe,TateBr00,rush_att,1,,,,,
player,201010170nwe,nwe,TateBr00,rush_yds,22,,,,,
player,201010170nwe,nwe,TateBr00,rush_td,0,,,,,
player,201010170nwe,nwe,TateBr00,rush_long,22,,,,,
player,201010170nwe,nwe,TateBr00,targets,4,,,,,
player,201010170nwe,nwe,TateBr00,rec,0,,,,,
player,201010170nwe,nwe,TateBr00,rec_yds,0,,,,,
player,201010170nwe,nwe,TateBr00,rec_td,0,,,,,
player,201010170nwe,nwe,TateBr00,rec_long,0,,,,,
player,201010170nwe,nwe,TateBr00,fumbles,0,,,,,
player,201010170nwe,nwe,TateBr00,fumbles_lost,,,,,,
player,201010170nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201010170nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201010170nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201010170nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201010170nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201010170nwe,nwe,GreeBe00,pass_sacked,,,,,,
player,201010170nwe,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201010170nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201010170nwe,nwe,GreeBe00,rush_att,10,,,,,
player,201010170nwe,nwe,GreeBe00,rush_yds,20,,,,,
player,201010170nwe,nwe,GreeBe00,rush_td,1,,,,,
player,201010170nwe,nwe,GreeBe00,rush_long,4,,,,,
player,201010170nwe,nwe,GreeBe00,targets,0,,,,,
player,201010170nwe,nwe,GreeBe00,rec,0,,,,,
player,201010170nwe,nwe,GreeBe00,rec_yds,0,,,,,
player,201010170nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201010170nwe,nwe,GreeBe00,rec_long,0,,,,,
player,201010170nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201010170nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201010170nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201010170nwe,nwe,HernAa00,pass_att,0,,,,,
player,201010170nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201010170nwe,nwe,HernAa00,pass_td,0,,,,,
player,201010170nwe,nwe,HernAa00,pass_int,0,,,,,
player,201010170nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201010170nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,HernAa00,pass_long,0,,,,,
player,201010170nwe,nwe,HernAa00,pass_rating,,,,,,
player,201010170nwe,nwe,HernAa00,rush_att,1,,,,,
player,201010170nwe,nwe,HernAa00,rush_yds,18,,,,,
player,201010170nwe,nwe,HernAa00,rush_td,0,,,,,
player,201010170nwe,nwe,HernAa00,rush_long,18,,,,,
player,201010170nwe,nwe,HernAa00,targets,6,,,,,
player,201010170nwe,nwe,HernAa00,rec,4,,,,,
player,201010170nwe,nwe,HernAa00,rec_yds,61,,,,,
player,201010170nwe,nwe,HernAa00,rec_td,0,,,,,
player,201010170nwe,nwe,HernAa00,rec_long,30,,,,,
player,201010170nwe,nwe,HernAa00,fumbles,0,,,,,
player,201010170nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201010170nwe,nwe,MorrSa00,pass_cmp,0,,,,,
player,201010170nwe,nwe,MorrSa00,pass_att,0,,,,,
player,201010170nwe,nwe,MorrSa00,pass_yds,0,,,,,
player,201010170nwe,nwe,MorrSa00,pass_td,0,,,,,
player,201010170nwe,nwe,MorrSa00,pass_int,0,,,,,
player,201010170nwe,nwe,MorrSa00,pass_sacked,,,,,,
player,201010170nwe,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,MorrSa00,pass_long,0,,,,,
player,201010170nwe,nwe,MorrSa00,pass_rating,,,,,,
player,201010170nwe,nwe,MorrSa00,rush_att,1,,,,,
player,201010170nwe,nwe,MorrSa00,rush_yds,3,,,,,
player,201010170nwe,nwe,MorrSa00,rush_td,0,,,,,
player,201010170nwe,nwe,MorrSa00,rush_long,3,,,,,
player,201010170nwe,nwe,MorrSa00,targets,0,,,,,
player,201010170nwe,nwe,MorrSa00,rec,0,,,,,
player,201010170nwe,nwe,MorrSa00,rec_yds,0,,,,,
player,201010170nwe,nwe,MorrSa00,rec_td,0,,,,,
player,201010170nwe,nwe,MorrSa00,rec_long,0,,,,,
player,201010170nwe,nwe,MorrSa00,fumbles,0,,,,,
player,201010170nwe,nwe,MorrSa00,fumbles_lost,,,,,,
player,201010170nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201010170nwe,nwe,BranDe00,pass_att,0,,,,,
player,201010170nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201010170nwe,nwe,BranDe00,pass_td,0,,,,,
player,201010170nwe,nwe,BranDe00,pass_int,0,,,,,
player,201010170nwe,nwe,BranDe00,pass_sacked,,,,,,
player,201010170nwe,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,BranDe00,pass_long,0,,,,,
player,201010170nwe,nwe,BranDe00,pass_rating,,,,,,
player,201010170nwe,nwe,BranDe00,rush_att,0,,,,,
player,201010170nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201010170nwe,nwe,BranDe00,rush_td,0,,,,,
player,201010170nwe,nwe,BranDe00,rush_long,0,,,,,
player,201010170nwe,nwe,BranDe00,targets,12,,,,,
player,201010170nwe,nwe,BranDe00,rec,9,,,,,
player,201010170nwe,nwe,BranDe00,rec_yds,98,,,,,
player,201010170nwe,nwe,BranDe00,rec_td,1,,,,,
player,201010170nwe,nwe,BranDe00,rec_long,23,,,,,
player,201010170nwe,nwe,BranDe00,fumbles,0,,,,,
player,201010170nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201010170nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201010170nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201010170nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201010170nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201010170nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201010170nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201010170nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201010170nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201010170nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201010170nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201010170nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201010170nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201010170nwe,nwe,WelkWe00,targets,11,,,,,
player,201010170nwe,nwe,WelkWe00,rec,7,,,,,
player,201010170nwe,nwe,WelkWe00,rec_yds,53,,,,,
player,201010170nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201010170nwe,nwe,WelkWe00,rec_long,21,,,,,
player,201010170nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201010170nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201010170nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201010170nwe,nwe,GronRo00,pass_att,0,,,,,
player,201010170nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201010170nwe,nwe,GronRo00,pass_td,0,,,,,
player,201010170nwe,nwe,GronRo00,pass_int,0,,,,,
player,201010170nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201010170nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,GronRo00,pass_long,0,,,,,
player,201010170nwe,nwe,GronRo00,pass_rating,,,,,,
player,201010170nwe,nwe,GronRo00,rush_att,0,,,,,
player,201010170nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201010170nwe,nwe,GronRo00,rush_td,0,,,,,
player,201010170nwe,nwe,GronRo00,rush_long,0,,,,,
player,201010170nwe,nwe,GronRo00,targets,1,,,,,
player,201010170nwe,nwe,GronRo00,rec,1,,,,,
player,201010170nwe,nwe,GronRo00,rec_yds,24,,,,,
player,201010170nwe,nwe,GronRo00,rec_td,0,,,,,
player,201010170nwe,nwe,GronRo00,rec_long,24,,,,,
player,201010170nwe,nwe,GronRo00,fumbles,0,,,,,
player,201010170nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201010170nwe,nwe,CrumAl00,pass_cmp,0,,,,,
player,201010170nwe,nwe,CrumAl00,pass_att,0,,,,,
player,201010170nwe,nwe,CrumAl00,pass_yds,0,,,,,
player,201010170nwe,nwe,CrumAl00,pass_td,0,,,,,
player,201010170nwe,nwe,CrumAl00,pass_int,0,,,,,
player,201010170nwe,nwe,CrumAl00,pass_sacked,,,,,,
player,201010170nwe,nwe,CrumAl00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,CrumAl00,pass_long,0,,,,,
player,201010170nwe,nwe,CrumAl00,pass_rating,,,,,,
player,201010170nwe,nwe,CrumAl00,rush_att,0,,,,,
player,201010170nwe,nwe,CrumAl00,rush_yds,0,,,,,
player,201010170nwe,nwe,CrumAl00,rush_td,0,,,,,
player,201010170nwe,nwe,CrumAl00,rush_long,0,,,,,
player,201010170nwe,nwe,CrumAl00,targets,2,,,,,
player,201010170nwe,nwe,CrumAl00,rec,1,,,,,
player,201010170nwe,nwe,CrumAl00,rec_yds,4,,,,,
player,201010170nwe,nwe,CrumAl00,rec_td,0,,,,,
player,201010170nwe,nwe,CrumAl00,rec_long,4,,,,,
player,201010170nwe,nwe,CrumAl00,fumbles,0,,,,,
player,201010170nwe,nwe,CrumAl00,fumbles_lost,,,,,,
player,201010170nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201010170nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201010170nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201010170nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201010170nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201010170nwe,nwe,EdelJu00,pass_sacked,,,,,,
player,201010170nwe,nwe,EdelJu00,pass_sacked_yds,,,,,,
player,201010170nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201010170nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201010170nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201010170nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201010170nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201010170nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201010170nwe,nwe,EdelJu00,targets,1,,,,,
player,201010170nwe,nwe,EdelJu00,rec,0,,,,,
player,201010170nwe,nwe,EdelJu00,rec_yds,0,,,,,
player,201010170nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201010170nwe,nwe,EdelJu00,rec_long,0,,,,,
player,201010170nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201010170nwe,nwe,EdelJu00,fumbles_lost,,,,,,
player,201010170nwe,rav,CarrCh22,def_int,1,,,,,
player,201010170nwe,rav,CarrCh22,def_int_yds,12,,,,,
player,201010170nwe,rav,CarrCh22,def_int_td,0,,,,,
player,201010170nwe,rav,CarrCh22,def_int_long,12,,,,,
player,201010170nwe,rav,CarrCh22,pass_defended,1,,,,,
player,201010170nwe,rav,CarrCh22,sacks,0.0,,,,,
player,201010170nwe,rav,CarrCh22,tackles_combined,4,,,,,
player,201010170nwe,rav,CarrCh22,tackles_solo,3,,,,,
player,201010170nwe,rav,CarrCh22,tackles_assists,1,,,,,
player,201010170nwe,rav,CarrCh22,tackles_loss,0,,,,,
player,201010170nwe,rav,CarrCh22,qb_hits,0,,,,,
player,201010170nwe,rav,CarrCh22,fumbles_rec,0,,,,,
player,201010170nwe,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201010170nwe,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201010170nwe,rav,CarrCh22,fumbles_forced,0,,,,,
player,201010170nwe,rav,HamlKe20,def_int,1,,,,,
player,201010170nwe,rav,HamlKe20,def_int_yds,0,,,,,
player,201010170nwe,rav,HamlKe20,def_int_td,0,,,,,
player,201010170nwe,rav,HamlKe20,def_int_long,0,,,,,
player,201010170nwe,rav,HamlKe20,pass_defended,1,,,,,
player,201010170nwe,rav,HamlKe20,sacks,0.0,,,,,
player,201010170nwe,rav,HamlKe20,tackles_combined,2,,,,,
player,201010170nwe,rav,HamlKe20,tackles_solo,1,,,,,
player,201010170nwe,rav,HamlKe20,tackles_assists,1,,,,,
player,201010170nwe,rav,HamlKe20,tackles_loss,0,,,,,
player,201010170nwe,rav,HamlKe20,qb_hits,0,,,,,
player,201010170nwe,rav,HamlKe20,fumbles_rec,0,,,,,
player,201010170nwe,rav,HamlKe20,fumbles_rec_yds,0,,,,,
player,201010170nwe,rav,HamlKe20,fumbles_rec_td,0,,,,,
player,201010170nwe,rav,HamlKe20,fumbles_forced,0,,,,,
player,201010170nwe,rav,NgatHa20,def_int,0,,,,,
player,201010170nwe,rav,NgatHa20,def_int_yds,0,,,,,
player,201010170nwe,rav,NgatHa20,def_int_td,0,,,,,
