game,2010,4,20101003,201010030pit,rav,"Baltimore Ravens",17,pit,"Pittsburgh Steelers",14
player,201010030pit,rav,WashFa20,pass_defended,0,,,,,
player,201010030pit,rav,WashFa20,sacks,0.0,,,,,
player,201010030pit,rav,WashFa20,tackles_combined,4,,,,,
player,201010030pit,rav,WashFa20,tackles_solo,3,,,,,
player,201010030pit,rav,WashFa20,tackles_assists,1,,,,,
player,201010030pit,rav,WashFa20,tackles_loss,0,,,,,
player,201010030pit,rav,WashFa20,qb_hits,0,,,,,
player,201010030pit,rav,WashFa20,fumbles_rec,0,,,,,
player,201010030pit,rav,WashFa20,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,WashFa20,fumbles_rec_td,0,,,,,
player,201010030pit,rav,WashFa20,fumbles_forced,0,,,,,
player,201010030pit,rav,BurgPr99,def_int,0,,,,,
player,201010030pit,rav,BurgPr99,def_int_yds,0,,,,,
player,201010030pit,rav,BurgPr99,def_int_td,0,,,,,
player,201010030pit,rav,BurgPr99,def_int_long,0,,,,,
player,201010030pit,rav,BurgPr99,pass_defended,0,,,,,
player,201010030pit,rav,BurgPr99,sacks,0.0,,,,,
player,201010030pit,rav,BurgPr99,tackles_combined,2,,,,,
player,201010030pit,rav,BurgPr99,tackles_solo,2,,,,,
player,201010030pit,rav,BurgPr99,tackles_assists,0,,,,,
player,201010030pit,rav,BurgPr99,tackles_loss,0,,,,,
player,201010030pit,rav,BurgPr99,qb_hits,0,,,,,
player,201010030pit,rav,BurgPr99,fumbles_rec,0,,,,,
player,201010030pit,rav,BurgPr99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,BurgPr99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,BurgPr99,fumbles_forced,0,,,,,
player,201010030pit,rav,ElleDa99,def_int,0,,,,,
player,201010030pit,rav,ElleDa99,def_int_yds,0,,,,,
player,201010030pit,rav,ElleDa99,def_int_td,0,,,,,
player,201010030pit,rav,ElleDa99,def_int_long,0,,,,,
player,201010030pit,rav,ElleDa99,pass_defended,0,,,,,
player,201010030pit,rav,ElleDa99,sacks,0.0,,,,,
player,201010030pit,rav,ElleDa99,tackles_combined,2,,,,,
player,201010030pit,rav,ElleDa99,tackles_solo,2,,,,,
player,201010030pit,rav,ElleDa99,tackles_assists,0,,,,,
player,201010030pit,rav,ElleDa99,tackles_loss,0,,,,,
player,201010030pit,rav,ElleDa99,qb_hits,0,,,,,
player,201010030pit,rav,ElleDa99,fumbles_rec,0,,,,,
player,201010030pit,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,ElleDa99,fumbles_forced,0,,,,,
player,201010030pit,rav,JohnJa23,def_int,0,,,,,
player,201010030pit,rav,JohnJa23,def_int_yds,0,,,,,
player,201010030pit,rav,JohnJa23,def_int_td,0,,,,,
player,201010030pit,rav,JohnJa23,def_int_long,0,,,,,
player,201010030pit,rav,JohnJa23,pass_defended,0,,,,,
player,201010030pit,rav,JohnJa23,sacks,0.0,,,,,
player,201010030pit,rav,JohnJa23,tackles_combined,2,,,,,
player,201010030pit,rav,JohnJa23,tackles_solo,2,,,,,
player,201010030pit,rav,JohnJa23,tackles_assists,0,,,,,
player,201010030pit,rav,JohnJa23,tackles_loss,0,,,,,
player,201010030pit,rav,JohnJa23,qb_hits,0,,,,,
player,201010030pit,rav,JohnJa23,fumbles_rec,0,,,,,
player,201010030pit,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201010030pit,rav,JohnJa23,fumbles_forced,0,,,,,
player,201010030pit,rav,CarrCh22,def_int,0,,,,,
player,201010030pit,rav,CarrCh22,def_int_yds,0,,,,,
player,201010030pit,rav,CarrCh22,def_int_td,0,,,,,
player,201010030pit,rav,CarrCh22,def_int_long,0,,,,,
player,201010030pit,rav,CarrCh22,pass_defended,0,,,,,
player,201010030pit,rav,CarrCh22,sacks,0.0,,,,,
player,201010030pit,rav,CarrCh22,tackles_combined,1,,,,,
player,201010030pit,rav,CarrCh22,tackles_solo,0,,,,,
player,201010030pit,rav,CarrCh22,tackles_assists,1,,,,,
player,201010030pit,rav,CarrCh22,tackles_loss,0,,,,,
player,201010030pit,rav,CarrCh22,qb_hits,0,,,,,
player,201010030pit,rav,CarrCh22,fumbles_rec,0,,,,,
player,201010030pit,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201010030pit,rav,CarrCh22,fumbles_forced,0,,,,,
player,201010030pit,rav,McKiBr20,def_int,0,,,,,
player,201010030pit,rav,McKiBr20,def_int_yds,0,,,,,
player,201010030pit,rav,McKiBr20,def_int_td,0,,,,,
player,201010030pit,rav,McKiBr20,def_int_long,0,,,,,
player,201010030pit,rav,McKiBr20,pass_defended,0,,,,,
player,201010030pit,rav,McKiBr20,sacks,0.0,,,,,
player,201010030pit,rav,McKiBr20,tackles_combined,1,,,,,
player,201010030pit,rav,McKiBr20,tackles_solo,0,,,,,
player,201010030pit,rav,McKiBr20,tackles_assists,1,,,,,
player,201010030pit,rav,McKiBr20,tackles_loss,0,,,,,
player,201010030pit,rav,McKiBr20,qb_hits,0,,,,,
player,201010030pit,rav,McKiBr20,fumbles_rec,0,,,,,
player,201010030pit,rav,McKiBr20,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,McKiBr20,fumbles_rec_td,0,,,,,
player,201010030pit,rav,McKiBr20,fumbles_forced,0,,,,,
player,201010030pit,rav,NakaHa99,def_int,0,,,,,
player,201010030pit,rav,NakaHa99,def_int_yds,0,,,,,
player,201010030pit,rav,NakaHa99,def_int_td,0,,,,,
player,201010030pit,rav,NakaHa99,def_int_long,0,,,,,
player,201010030pit,rav,NakaHa99,pass_defended,0,,,,,
player,201010030pit,rav,NakaHa99,sacks,0.0,,,,,
player,201010030pit,rav,NakaHa99,tackles_combined,1,,,,,
player,201010030pit,rav,NakaHa99,tackles_solo,1,,,,,
player,201010030pit,rav,NakaHa99,tackles_assists,0,,,,,
player,201010030pit,rav,NakaHa99,tackles_loss,0,,,,,
player,201010030pit,rav,NakaHa99,qb_hits,0,,,,,
player,201010030pit,rav,NakaHa99,fumbles_rec,0,,,,,
player,201010030pit,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,NakaHa99,fumbles_forced,0,,,,,
player,201010030pit,rav,ReedDa00,def_int,0,,,,,
player,201010030pit,rav,ReedDa00,def_int_yds,0,,,,,
player,201010030pit,rav,ReedDa00,def_int_td,0,,,,,
player,201010030pit,rav,ReedDa00,def_int_long,0,,,,,
player,201010030pit,rav,ReedDa00,pass_defended,0,,,,,
player,201010030pit,rav,ReedDa00,sacks,0.0,,,,,
player,201010030pit,rav,ReedDa00,tackles_combined,1,,,,,
player,201010030pit,rav,ReedDa00,tackles_solo,1,,,,,
player,201010030pit,rav,ReedDa00,tackles_assists,0,,,,,
player,201010030pit,rav,ReedDa00,tackles_loss,0,,,,,
player,201010030pit,rav,ReedDa00,qb_hits,0,,,,,
player,201010030pit,rav,ReedDa00,fumbles_rec,0,,,,,
player,201010030pit,rav,ReedDa00,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,ReedDa00,fumbles_rec_td,0,,,,,
player,201010030pit,rav,ReedDa00,fumbles_forced,0,,,,,
player,201010030pit,rav,WebbLa99,def_int,0,,,,,
player,201010030pit,rav,WebbLa99,def_int_yds,0,,,,,
player,201010030pit,rav,WebbLa99,def_int_td,0,,,,,
player,201010030pit,rav,WebbLa99,def_int_long,0,,,,,
player,201010030pit,rav,WebbLa99,pass_defended,1,,,,,
player,201010030pit,rav,WebbLa99,sacks,0.0,,,,,
player,201010030pit,rav,WebbLa99,tackles_combined,1,,,,,
player,201010030pit,rav,WebbLa99,tackles_solo,0,,,,,
player,201010030pit,rav,WebbLa99,tackles_assists,1,,,,,
player,201010030pit,rav,WebbLa99,tackles_loss,0,,,,,
player,201010030pit,rav,WebbLa99,qb_hits,0,,,,,
player,201010030pit,rav,WebbLa99,fumbles_rec,0,,,,,
player,201010030pit,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,WebbLa99,fumbles_forced,0,,,,,
player,201010030pit,rav,ZbikTo99,def_int,0,,,,,
player,201010030pit,rav,ZbikTo99,def_int_yds,0,,,,,
player,201010030pit,rav,ZbikTo99,def_int_td,0,,,,,
player,201010030pit,rav,ZbikTo99,def_int_long,0,,,,,
player,201010030pit,rav,ZbikTo99,pass_defended,0,,,,,
player,201010030pit,rav,ZbikTo99,sacks,0.0,,,,,
player,201010030pit,rav,ZbikTo99,tackles_combined,1,,,,,
player,201010030pit,rav,ZbikTo99,tackles_solo,1,,,,,
player,201010030pit,rav,ZbikTo99,tackles_assists,0,,,,,
player,201010030pit,rav,ZbikTo99,tackles_loss,0,,,,,
player,201010030pit,rav,ZbikTo99,qb_hits,0,,,,,
player,201010030pit,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201010030pit,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201010030pit,rav,KrugPa99,def_int,0,,,,,
player,201010030pit,rav,KrugPa99,def_int_yds,0,,,,,
player,201010030pit,rav,KrugPa99,def_int_td,0,,,,,
player,201010030pit,rav,KrugPa99,def_int_long,0,,,,,
player,201010030pit,rav,KrugPa99,pass_defended,1,,,,,
player,201010030pit,rav,KrugPa99,sacks,0.0,,,,,
player,201010030pit,rav,KrugPa99,tackles_combined,0,,,,,
player,201010030pit,rav,KrugPa99,tackles_solo,0,,,,,
player,201010030pit,rav,KrugPa99,tackles_assists,0,,,,,
player,201010030pit,rav,KrugPa99,tackles_loss,0,,,,,
player,201010030pit,rav,KrugPa99,qb_hits,0,,,,,
player,201010030pit,rav,KrugPa99,fumbles_rec,0,,,,,
player,201010030pit,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201010030pit,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201010030pit,rav,KrugPa99,fumbles_forced,0,,,,,
player,201010030pit,pit,TaylIk20,def_int,1,,,,,
player,201010030pit,pit,TaylIk20,def_int_yds,0,,,,,
player,201010030pit,pit,TaylIk20,def_int_td,0,,,,,
player,201010030pit,pit,TaylIk20,def_int_long,0,,,,,
player,201010030pit,pit,TaylIk20,pass_defended,2,,,,,
player,201010030pit,pit,TaylIk20,sacks,0.0,,,,,
player,201010030pit,pit,TaylIk20,tackles_combined,6,,,,,
player,201010030pit,pit,TaylIk20,tackles_solo,3,,,,,
player,201010030pit,pit,TaylIk20,tackles_assists,3,,,,,
player,201010030pit,pit,TaylIk20,tackles_loss,0,,,,,
player,201010030pit,pit,TaylIk20,qb_hits,0,,,,,
player,201010030pit,pit,TaylIk20,fumbles_rec,0,,,,,
player,201010030pit,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,TaylIk20,fumbles_forced,0,,,,,
player,201010030pit,pit,HampCa00,def_int,0,,,,,
player,201010030pit,pit,HampCa00,def_int_yds,0,,,,,
player,201010030pit,pit,HampCa00,def_int_td,0,,,,,
player,201010030pit,pit,HampCa00,def_int_long,0,,,,,
player,201010030pit,pit,HampCa00,pass_defended,0,,,,,
player,201010030pit,pit,HampCa00,sacks,1.0,,,,,
player,201010030pit,pit,HampCa00,tackles_combined,1,,,,,
player,201010030pit,pit,HampCa00,tackles_solo,1,,,,,
player,201010030pit,pit,HampCa00,tackles_assists,0,,,,,
player,201010030pit,pit,HampCa00,tackles_loss,0,,,,,
player,201010030pit,pit,HampCa00,qb_hits,0,,,,,
player,201010030pit,pit,HampCa00,fumbles_rec,0,,,,,
player,201010030pit,pit,HampCa00,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,HampCa00,fumbles_rec_td,0,,,,,
player,201010030pit,pit,HampCa00,fumbles_forced,1,,,,,
player,201010030pit,pit,TimmLa99,def_int,0,,,,,
player,201010030pit,pit,TimmLa99,def_int_yds,0,,,,,
player,201010030pit,pit,TimmLa99,def_int_td,0,,,,,
player,201010030pit,pit,TimmLa99,def_int_long,0,,,,,
player,201010030pit,pit,TimmLa99,pass_defended,0,,,,,
player,201010030pit,pit,TimmLa99,sacks,0.0,,,,,
player,201010030pit,pit,TimmLa99,tackles_combined,15,,,,,
player,201010030pit,pit,TimmLa99,tackles_solo,7,,,,,
player,201010030pit,pit,TimmLa99,tackles_assists,8,,,,,
player,201010030pit,pit,TimmLa99,tackles_loss,0,,,,,
player,201010030pit,pit,TimmLa99,qb_hits,1,,,,,
player,201010030pit,pit,TimmLa99,fumbles_rec,1,,,,,
player,201010030pit,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,TimmLa99,fumbles_forced,0,,,,,
player,201010030pit,pit,ClarRy20,def_int,0,,,,,
player,201010030pit,pit,ClarRy20,def_int_yds,0,,,,,
player,201010030pit,pit,ClarRy20,def_int_td,0,,,,,
player,201010030pit,pit,ClarRy20,def_int_long,0,,,,,
player,201010030pit,pit,ClarRy20,pass_defended,1,,,,,
player,201010030pit,pit,ClarRy20,sacks,0.0,,,,,
player,201010030pit,pit,ClarRy20,tackles_combined,9,,,,,
player,201010030pit,pit,ClarRy20,tackles_solo,5,,,,,
player,201010030pit,pit,ClarRy20,tackles_assists,4,,,,,
player,201010030pit,pit,ClarRy20,tackles_loss,0,,,,,
player,201010030pit,pit,ClarRy20,qb_hits,0,,,,,
player,201010030pit,pit,ClarRy20,fumbles_rec,0,,,,,
player,201010030pit,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,ClarRy20,fumbles_forced,0,,,,,
player,201010030pit,pit,FarrJa99,def_int,0,,,,,
player,201010030pit,pit,FarrJa99,def_int_yds,0,,,,,
player,201010030pit,pit,FarrJa99,def_int_td,0,,,,,
player,201010030pit,pit,FarrJa99,def_int_long,0,,,,,
player,201010030pit,pit,FarrJa99,pass_defended,1,,,,,
player,201010030pit,pit,FarrJa99,sacks,0.0,,,,,
player,201010030pit,pit,FarrJa99,tackles_combined,7,,,,,
player,201010030pit,pit,FarrJa99,tackles_solo,5,,,,,
player,201010030pit,pit,FarrJa99,tackles_assists,2,,,,,
player,201010030pit,pit,FarrJa99,tackles_loss,0,,,,,
player,201010030pit,pit,FarrJa99,qb_hits,0,,,,,
player,201010030pit,pit,FarrJa99,fumbles_rec,0,,,,,
player,201010030pit,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,FarrJa99,fumbles_forced,0,,,,,
player,201010030pit,pit,HarrJa23,def_int,0,,,,,
player,201010030pit,pit,HarrJa23,def_int_yds,0,,,,,
player,201010030pit,pit,HarrJa23,def_int_td,0,,,,,
player,201010030pit,pit,HarrJa23,def_int_long,0,,,,,
player,201010030pit,pit,HarrJa23,pass_defended,0,,,,,
player,201010030pit,pit,HarrJa23,sacks,0.0,,,,,
player,201010030pit,pit,HarrJa23,tackles_combined,6,,,,,
player,201010030pit,pit,HarrJa23,tackles_solo,3,,,,,
player,201010030pit,pit,HarrJa23,tackles_assists,3,,,,,
player,201010030pit,pit,HarrJa23,tackles_loss,1,,,,,
player,201010030pit,pit,HarrJa23,qb_hits,0,,,,,
player,201010030pit,pit,HarrJa23,fumbles_rec,0,,,,,
player,201010030pit,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201010030pit,pit,HarrJa23,fumbles_forced,1,,,,,
player,201010030pit,pit,KeisBr20,def_int,0,,,,,
player,201010030pit,pit,KeisBr20,def_int_yds,0,,,,,
player,201010030pit,pit,KeisBr20,def_int_td,0,,,,,
player,201010030pit,pit,KeisBr20,def_int_long,0,,,,,
player,201010030pit,pit,KeisBr20,pass_defended,0,,,,,
player,201010030pit,pit,KeisBr20,sacks,0.0,,,,,
player,201010030pit,pit,KeisBr20,tackles_combined,5,,,,,
player,201010030pit,pit,KeisBr20,tackles_solo,3,,,,,
player,201010030pit,pit,KeisBr20,tackles_assists,2,,,,,
player,201010030pit,pit,KeisBr20,tackles_loss,0,,,,,
player,201010030pit,pit,KeisBr20,qb_hits,0,,,,,
player,201010030pit,pit,KeisBr20,fumbles_rec,0,,,,,
player,201010030pit,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,KeisBr20,fumbles_forced,0,,,,,
player,201010030pit,pit,SmitAa99,def_int,0,,,,,
player,201010030pit,pit,SmitAa99,def_int_yds,0,,,,,
player,201010030pit,pit,SmitAa99,def_int_td,0,,,,,
player,201010030pit,pit,SmitAa99,def_int_long,0,,,,,
player,201010030pit,pit,SmitAa99,pass_defended,0,,,,,
player,201010030pit,pit,SmitAa99,sacks,0.0,,,,,
player,201010030pit,pit,SmitAa99,tackles_combined,5,,,,,
player,201010030pit,pit,SmitAa99,tackles_solo,1,,,,,
player,201010030pit,pit,SmitAa99,tackles_assists,4,,,,,
player,201010030pit,pit,SmitAa99,tackles_loss,0,,,,,
player,201010030pit,pit,SmitAa99,qb_hits,0,,,,,
player,201010030pit,pit,SmitAa99,fumbles_rec,0,,,,,
player,201010030pit,pit,SmitAa99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,SmitAa99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,SmitAa99,fumbles_forced,0,,,,,
player,201010030pit,pit,WoodLa99,def_int,0,,,,,
player,201010030pit,pit,WoodLa99,def_int_yds,0,,,,,
player,201010030pit,pit,WoodLa99,def_int_td,0,,,,,
player,201010030pit,pit,WoodLa99,def_int_long,0,,,,,
player,201010030pit,pit,WoodLa99,pass_defended,0,,,,,
player,201010030pit,pit,WoodLa99,sacks,0.0,,,,,
player,201010030pit,pit,WoodLa99,tackles_combined,5,,,,,
player,201010030pit,pit,WoodLa99,tackles_solo,2,,,,,
player,201010030pit,pit,WoodLa99,tackles_assists,3,,,,,
player,201010030pit,pit,WoodLa99,tackles_loss,1,,,,,
player,201010030pit,pit,WoodLa99,qb_hits,1,,,,,
player,201010030pit,pit,WoodLa99,fumbles_rec,0,,,,,
player,201010030pit,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,WoodLa99,fumbles_forced,0,,,,,
player,201010030pit,pit,PolaTr99,def_int,0,,,,,
player,201010030pit,pit,PolaTr99,def_int_yds,0,,,,,
player,201010030pit,pit,PolaTr99,def_int_td,0,,,,,
player,201010030pit,pit,PolaTr99,def_int_long,0,,,,,
player,201010030pit,pit,PolaTr99,pass_defended,0,,,,,
player,201010030pit,pit,PolaTr99,sacks,0.0,,,,,
player,201010030pit,pit,PolaTr99,tackles_combined,4,,,,,
player,201010030pit,pit,PolaTr99,tackles_solo,4,,,,,
player,201010030pit,pit,PolaTr99,tackles_assists,0,,,,,
player,201010030pit,pit,PolaTr99,tackles_loss,1,,,,,
player,201010030pit,pit,PolaTr99,qb_hits,0,,,,,
player,201010030pit,pit,PolaTr99,fumbles_rec,0,,,,,
player,201010030pit,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,PolaTr99,fumbles_forced,0,,,,,
player,201010030pit,pit,McFaBr20,def_int,0,,,,,
player,201010030pit,pit,McFaBr20,def_int_yds,0,,,,,
player,201010030pit,pit,McFaBr20,def_int_td,0,,,,,
player,201010030pit,pit,McFaBr20,def_int_long,0,,,,,
player,201010030pit,pit,McFaBr20,pass_defended,0,,,,,
player,201010030pit,pit,McFaBr20,sacks,0.0,,,,,
player,201010030pit,pit,McFaBr20,tackles_combined,3,,,,,
player,201010030pit,pit,McFaBr20,tackles_solo,3,,,,,
player,201010030pit,pit,McFaBr20,tackles_assists,0,,,,,
player,201010030pit,pit,McFaBr20,tackles_loss,0,,,,,
player,201010030pit,pit,McFaBr20,qb_hits,0,,,,,
player,201010030pit,pit,McFaBr20,fumbles_rec,0,,,,,
player,201010030pit,pit,McFaBr20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,McFaBr20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,McFaBr20,fumbles_forced,0,,,,,
player,201010030pit,pit,FootLa20,def_int,0,,,,,
player,201010030pit,pit,FootLa20,def_int_yds,0,,,,,
player,201010030pit,pit,FootLa20,def_int_td,0,,,,,
player,201010030pit,pit,FootLa20,def_int_long,0,,,,,
player,201010030pit,pit,FootLa20,pass_defended,0,,,,,
player,201010030pit,pit,FootLa20,sacks,0.0,,,,,
player,201010030pit,pit,FootLa20,tackles_combined,2,,,,,
player,201010030pit,pit,FootLa20,tackles_solo,1,,,,,
player,201010030pit,pit,FootLa20,tackles_assists,1,,,,,
player,201010030pit,pit,FootLa20,tackles_loss,0,,,,,
player,201010030pit,pit,FootLa20,qb_hits,0,,,,,
player,201010030pit,pit,FootLa20,fumbles_rec,0,,,,,
player,201010030pit,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,FootLa20,fumbles_forced,0,,,,,
player,201010030pit,pit,GayxWi99,def_int,0,,,,,
player,201010030pit,pit,GayxWi99,def_int_yds,0,,,,,
player,201010030pit,pit,GayxWi99,def_int_td,0,,,,,
player,201010030pit,pit,GayxWi99,def_int_long,0,,,,,
player,201010030pit,pit,GayxWi99,pass_defended,2,,,,,
player,201010030pit,pit,GayxWi99,sacks,0.0,,,,,
player,201010030pit,pit,GayxWi99,tackles_combined,2,,,,,
player,201010030pit,pit,GayxWi99,tackles_solo,2,,,,,
player,201010030pit,pit,GayxWi99,tackles_assists,0,,,,,
player,201010030pit,pit,GayxWi99,tackles_loss,0,,,,,
player,201010030pit,pit,GayxWi99,qb_hits,0,,,,,
player,201010030pit,pit,GayxWi99,fumbles_rec,0,,,,,
player,201010030pit,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,GayxWi99,fumbles_forced,0,,,,,
player,201010030pit,pit,BattAr00,def_int,0,,,,,
player,201010030pit,pit,BattAr00,def_int_yds,0,,,,,
player,201010030pit,pit,BattAr00,def_int_td,0,,,,,
player,201010030pit,pit,BattAr00,def_int_long,0,,,,,
player,201010030pit,pit,BattAr00,pass_defended,0,,,,,
player,201010030pit,pit,BattAr00,sacks,0.0,,,,,
player,201010030pit,pit,BattAr00,tackles_combined,1,,,,,
player,201010030pit,pit,BattAr00,tackles_solo,1,,,,,
player,201010030pit,pit,BattAr00,tackles_assists,0,,,,,
player,201010030pit,pit,BattAr00,tackles_loss,0,,,,,
player,201010030pit,pit,BattAr00,qb_hits,0,,,,,
player,201010030pit,pit,BattAr00,fumbles_rec,0,,,,,
player,201010030pit,pit,BattAr00,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,BattAr00,fumbles_rec_td,0,,,,,
player,201010030pit,pit,BattAr00,fumbles_forced,0,,,,,
player,201010030pit,pit,FoxxKe20,def_int,0,,,,,
player,201010030pit,pit,FoxxKe20,def_int_yds,0,,,,,
player,201010030pit,pit,FoxxKe20,def_int_td,0,,,,,
player,201010030pit,pit,FoxxKe20,def_int_long,0,,,,,
player,201010030pit,pit,FoxxKe20,pass_defended,0,,,,,
player,201010030pit,pit,FoxxKe20,sacks,0.0,,,,,
player,201010030pit,pit,FoxxKe20,tackles_combined,1,,,,,
player,201010030pit,pit,FoxxKe20,tackles_solo,0,,,,,
player,201010030pit,pit,FoxxKe20,tackles_assists,1,,,,,
player,201010030pit,pit,FoxxKe20,tackles_loss,0,,,,,
player,201010030pit,pit,FoxxKe20,qb_hits,0,,,,,
player,201010030pit,pit,FoxxKe20,fumbles_rec,0,,,,,
player,201010030pit,pit,FoxxKe20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,FoxxKe20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,FoxxKe20,fumbles_forced,0,,,,,
player,201010030pit,pit,HoodEv99,def_int,0,,,,,
player,201010030pit,pit,HoodEv99,def_int_yds,0,,,,,
player,201010030pit,pit,HoodEv99,def_int_td,0,,,,,
player,201010030pit,pit,HoodEv99,def_int_long,0,,,,,
player,201010030pit,pit,HoodEv99,pass_defended,0,,,,,
player,201010030pit,pit,HoodEv99,sacks,0.0,,,,,
player,201010030pit,pit,HoodEv99,tackles_combined,1,,,,,
player,201010030pit,pit,HoodEv99,tackles_solo,1,,,,,
player,201010030pit,pit,HoodEv99,tackles_assists,0,,,,,
player,201010030pit,pit,HoodEv99,tackles_loss,0,,,,,
player,201010030pit,pit,HoodEv99,qb_hits,0,,,,,
player,201010030pit,pit,HoodEv99,fumbles_rec,0,,,,,
player,201010030pit,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201010030pit,pit,HoodEv99,fumbles_forced,0,,,,,
player,201010030pit,pit,MadiAn20,def_int,0,,,,,
player,201010030pit,pit,MadiAn20,def_int_yds,0,,,,,
player,201010030pit,pit,MadiAn20,def_int_td,0,,,,,
player,201010030pit,pit,MadiAn20,def_int_long,0,,,,,
player,201010030pit,pit,MadiAn20,pass_defended,0,,,,,
player,201010030pit,pit,MadiAn20,sacks,0.0,,,,,
player,201010030pit,pit,MadiAn20,tackles_combined,1,,,,,
player,201010030pit,pit,MadiAn20,tackles_solo,1,,,,,
player,201010030pit,pit,MadiAn20,tackles_assists,0,,,,,
player,201010030pit,pit,MadiAn20,tackles_loss,0,,,,,
player,201010030pit,pit,MadiAn20,qb_hits,0,,,,,
player,201010030pit,pit,MadiAn20,fumbles_rec,0,,,,,
player,201010030pit,pit,MadiAn20,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,MadiAn20,fumbles_rec_td,0,,,,,
player,201010030pit,pit,MadiAn20,fumbles_forced,0,,,,,
player,201010030pit,pit,MundRy00,def_int,0,,,,,
player,201010030pit,pit,MundRy00,def_int_yds,0,,,,,
player,201010030pit,pit,MundRy00,def_int_td,0,,,,,
player,201010030pit,pit,MundRy00,def_int_long,0,,,,,
player,201010030pit,pit,MundRy00,pass_defended,0,,,,,
player,201010030pit,pit,MundRy00,sacks,0.0,,,,,
player,201010030pit,pit,MundRy00,tackles_combined,1,,,,,
player,201010030pit,pit,MundRy00,tackles_solo,1,,,,,
player,201010030pit,pit,MundRy00,tackles_assists,0,,,,,
player,201010030pit,pit,MundRy00,tackles_loss,0,,,,,
player,201010030pit,pit,MundRy00,qb_hits,0,,,,,
player,201010030pit,pit,MundRy00,fumbles_rec,0,,,,,
player,201010030pit,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201010030pit,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201010030pit,pit,MundRy00,fumbles_forced,0,,,,,
player,201010030pit,pit,WarrGr20,def_int,0,,,,,
player,201010030pit,pit,WarrGr20,def_int_yds,0,,,,,
player,201010030pit,pit,WarrGr20,def_int_td,0,,,,,
player,201010030pit,pit,WarrGr20,def_int_long,0,,,,,
player,201010030pit,pit,WarrGr20,pass_defended,0,,,,,
