game,2010,9,20101107,201011070cle,nwe,"New England Patriots",14,cle,"Cleveland Browns",34
player,201011070cle,nwe,BranDe00,rush_td,0,,,,,
player,201011070cle,nwe,BranDe00,rush_long,0,,,,,
player,201011070cle,nwe,BranDe00,targets,4,,,,,
player,201011070cle,nwe,BranDe00,rec,2,,,,,
player,201011070cle,nwe,BranDe00,rec_yds,21,,,,,
player,201011070cle,nwe,BranDe00,rec_td,0,,,,,
player,201011070cle,nwe,BranDe00,rec_long,11,,,,,
player,201011070cle,nwe,BranDe00,fumbles,0,,,,,
player,201011070cle,nwe,BranDe00,fumbles_lost,,,,,,
player,201011070cle,nwe,TateBr00,pass_cmp,0,,,,,
player,201011070cle,nwe,TateBr00,pass_att,0,,,,,
player,201011070cle,nwe,TateBr00,pass_yds,0,,,,,
player,201011070cle,nwe,TateBr00,pass_td,0,,,,,
player,201011070cle,nwe,TateBr00,pass_int,0,,,,,
player,201011070cle,nwe,TateBr00,pass_sacked,,,,,,
player,201011070cle,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201011070cle,nwe,TateBr00,pass_long,0,,,,,
player,201011070cle,nwe,TateBr00,pass_rating,,,,,,
player,201011070cle,nwe,TateBr00,rush_att,0,,,,,
player,201011070cle,nwe,TateBr00,rush_yds,0,,,,,
player,201011070cle,nwe,TateBr00,rush_td,0,,,,,
player,201011070cle,nwe,TateBr00,rush_long,0,,,,,
player,201011070cle,nwe,TateBr00,targets,4,,,,,
player,201011070cle,nwe,TateBr00,rec,1,,,,,
player,201011070cle,nwe,TateBr00,rec_yds,12,,,,,
player,201011070cle,nwe,TateBr00,rec_td,0,,,,,
player,201011070cle,nwe,TateBr00,rec_long,12,,,,,
player,201011070cle,nwe,TateBr00,fumbles,0,,,,,
player,201011070cle,nwe,TateBr00,fumbles_lost,,,,,,
player,201011070cle,nwe,EdelJu00,pass_cmp,0,,,,,
player,201011070cle,nwe,EdelJu00,pass_att,0,,,,,
player,201011070cle,nwe,EdelJu00,pass_yds,0,,,,,
player,201011070cle,nwe,EdelJu00,pass_td,0,,,,,
player,201011070cle,nwe,EdelJu00,pass_int,0,,,,,
player,201011070cle,nwe,EdelJu00,pass_sacked,,,,,,
player,201011070cle,nwe,EdelJu00,pass_sacked_yds,,,,,,
player,201011070cle,nwe,EdelJu00,pass_long,0,,,,,
player,201011070cle,nwe,EdelJu00,pass_rating,,,,,,
player,201011070cle,nwe,EdelJu00,rush_att,0,,,,,
player,201011070cle,nwe,EdelJu00,rush_yds,0,,,,,
player,201011070cle,nwe,EdelJu00,rush_td,0,,,,,
player,201011070cle,nwe,EdelJu00,rush_long,0,,,,,
player,201011070cle,nwe,EdelJu00,targets,1,,,,,
player,201011070cle,nwe,EdelJu00,rec,0,,,,,
player,201011070cle,nwe,EdelJu00,rec_yds,0,,,,,
player,201011070cle,nwe,EdelJu00,rec_td,0,,,,,
player,201011070cle,nwe,EdelJu00,rec_long,0,,,,,
player,201011070cle,nwe,EdelJu00,fumbles,0,,,,,
player,201011070cle,nwe,EdelJu00,fumbles_lost,,,,,,
player,201011070cle,cle,McCoCo00,pass_cmp,14,,,,,
player,201011070cle,cle,McCoCo00,pass_att,19,,,,,
player,201011070cle,cle,McCoCo00,pass_yds,174,,,,,
player,201011070cle,cle,McCoCo00,pass_td,0,,,,,
player,201011070cle,cle,McCoCo00,pass_int,0,,,,,
player,201011070cle,cle,McCoCo00,pass_sacked,0,,,,,
player,201011070cle,cle,McCoCo00,pass_sacked_yds,0,,,,,
player,201011070cle,cle,McCoCo00,pass_long,29,,,,,
player,201011070cle,cle,McCoCo00,pass_rating,101.6,,,,,
player,201011070cle,cle,McCoCo00,rush_att,3,,,,,
player,201011070cle,cle,McCoCo00,rush_yds,20,,,,,
player,201011070cle,cle,McCoCo00,rush_td,1,,,,,
player,201011070cle,cle,McCoCo00,rush_long,16,,,,,
player,201011070cle,cle,McCoCo00,targets,0,,,,,
player,201011070cle,cle,McCoCo00,rec,0,,,,,
player,201011070cle,cle,McCoCo00,rec_yds,0,,,,,
player,201011070cle,cle,McCoCo00,rec_td,0,,,,,
player,201011070cle,cle,McCoCo00,rec_long,0,,,,,
player,201011070cle,cle,McCoCo00,fumbles,0,,,,,
player,201011070cle,cle,McCoCo00,fumbles_lost,,,,,,
player,201011070cle,cle,HillPe00,pass_cmp,0,,,,,
player,201011070cle,cle,HillPe00,pass_att,0,,,,,
player,201011070cle,cle,HillPe00,pass_yds,0,,,,,
player,201011070cle,cle,HillPe00,pass_td,0,,,,,
player,201011070cle,cle,HillPe00,pass_int,0,,,,,
player,201011070cle,cle,HillPe00,pass_sacked,0,,,,,
player,201011070cle,cle,HillPe00,pass_sacked_yds,,,,,,
player,201011070cle,cle,HillPe00,pass_long,0,,,,,
player,201011070cle,cle,HillPe00,pass_rating,,,,,,
player,201011070cle,cle,HillPe00,rush_att,29,,,,,
player,201011070cle,cle,HillPe00,rush_yds,184,,,,,
player,201011070cle,cle,HillPe00,rush_td,2,,,,,
player,201011070cle,cle,HillPe00,rush_long,35,,,,,
player,201011070cle,cle,HillPe00,targets,3,,,,,
player,201011070cle,cle,HillPe00,rec,3,,,,,
player,201011070cle,cle,HillPe00,rec_yds,36,,,,,
player,201011070cle,cle,HillPe00,rec_td,0,,,,,
player,201011070cle,cle,HillPe00,rec_long,29,,,,,
player,201011070cle,cle,HillPe00,fumbles,1,,,,,
player,201011070cle,cle,HillPe00,fumbles_lost,1,,,,,
player,201011070cle,cle,StucCh20,pass_cmp,0,,,,,
player,201011070cle,cle,StucCh20,pass_att,0,,,,,
player,201011070cle,cle,StucCh20,pass_yds,0,,,,,
player,201011070cle,cle,StucCh20,pass_td,0,,,,,
player,201011070cle,cle,StucCh20,pass_int,0,,,,,
player,201011070cle,cle,StucCh20,pass_sacked,,,,,,
player,201011070cle,cle,StucCh20,pass_sacked_yds,,,,,,
player,201011070cle,cle,StucCh20,pass_long,0,,,,,
player,201011070cle,cle,StucCh20,pass_rating,,,,,,
player,201011070cle,cle,StucCh20,rush_att,1,,,,,
player,201011070cle,cle,StucCh20,rush_yds,11,,,,,
player,201011070cle,cle,StucCh20,rush_td,1,,,,,
player,201011070cle,cle,StucCh20,rush_long,11,,,,,
player,201011070cle,cle,StucCh20,targets,3,,,,,
player,201011070cle,cle,StucCh20,rec,2,,,,,
player,201011070cle,cle,StucCh20,rec_yds,6,,,,,
player,201011070cle,cle,StucCh20,rec_td,0,,,,,
player,201011070cle,cle,StucCh20,rec_long,4,,,,,
player,201011070cle,cle,StucCh20,fumbles,0,,,,,
player,201011070cle,cle,StucCh20,fumbles_lost,,,,,,
player,201011070cle,cle,BellMi00,pass_cmp,0,,,,,
player,201011070cle,cle,BellMi00,pass_att,0,,,,,
player,201011070cle,cle,BellMi00,pass_yds,0,,,,,
player,201011070cle,cle,BellMi00,pass_td,0,,,,,
player,201011070cle,cle,BellMi00,pass_int,0,,,,,
player,201011070cle,cle,BellMi00,pass_sacked,,,,,,
player,201011070cle,cle,BellMi00,pass_sacked_yds,,,,,,
player,201011070cle,cle,BellMi00,pass_long,0,,,,,
player,201011070cle,cle,BellMi00,pass_rating,,,,,,
player,201011070cle,cle,BellMi00,rush_att,6,,,,,
player,201011070cle,cle,BellMi00,rush_yds,7,,,,,
player,201011070cle,cle,BellMi00,rush_td,0,,,,,
player,201011070cle,cle,BellMi00,rush_long,3,,,,,
player,201011070cle,cle,BellMi00,targets,0,,,,,
player,201011070cle,cle,BellMi00,rec,0,,,,,
player,201011070cle,cle,BellMi00,rec_yds,0,,,,,
player,201011070cle,cle,BellMi00,rec_td,0,,,,,
player,201011070cle,cle,BellMi00,rec_long,0,,,,,
player,201011070cle,cle,BellMi00,fumbles,0,,,,,
player,201011070cle,cle,BellMi00,fumbles_lost,,,,,,
player,201011070cle,cle,VickLa00,pass_cmp,0,,,,,
player,201011070cle,cle,VickLa00,pass_att,0,,,,,
player,201011070cle,cle,VickLa00,pass_yds,0,,,,,
player,201011070cle,cle,VickLa00,pass_td,0,,,,,
player,201011070cle,cle,VickLa00,pass_int,0,,,,,
player,201011070cle,cle,VickLa00,pass_sacked,,,,,,
player,201011070cle,cle,VickLa00,pass_sacked_yds,,,,,,
player,201011070cle,cle,VickLa00,pass_long,0,,,,,
player,201011070cle,cle,VickLa00,pass_rating,,,,,,
player,201011070cle,cle,VickLa00,rush_att,3,,,,,
player,201011070cle,cle,VickLa00,rush_yds,6,,,,,
player,201011070cle,cle,VickLa00,rush_td,0,,,,,
player,201011070cle,cle,VickLa00,rush_long,2,,,,,
player,201011070cle,cle,VickLa00,targets,0,,,,,
player,201011070cle,cle,VickLa00,rec,0,,,,,
player,201011070cle,cle,VickLa00,rec_yds,0,,,,,
player,201011070cle,cle,VickLa00,rec_td,0,,,,,
player,201011070cle,cle,VickLa00,rec_long,0,,,,,
player,201011070cle,cle,VickLa00,fumbles,0,,,,,
player,201011070cle,cle,VickLa00,fumbles_lost,,,,,,
player,201011070cle,cle,CribJo01,pass_cmp,0,,,,,
player,201011070cle,cle,CribJo01,pass_att,0,,,,,
player,201011070cle,cle,CribJo01,pass_yds,0,,,,,
player,201011070cle,cle,CribJo01,pass_td,0,,,,,
player,201011070cle,cle,CribJo01,pass_int,0,,,,,
player,201011070cle,cle,CribJo01,pass_sacked,0,,,,,
player,201011070cle,cle,CribJo01,pass_sacked_yds,,,,,,
player,201011070cle,cle,CribJo01,pass_long,0,,,,,
player,201011070cle,cle,CribJo01,pass_rating,,,,,,
player,201011070cle,cle,CribJo01,rush_att,2,,,,,
player,201011070cle,cle,CribJo01,rush_yds,2,,,,,
player,201011070cle,cle,CribJo01,rush_td,0,,,,,
player,201011070cle,cle,CribJo01,rush_long,1,,,,,
player,201011070cle,cle,CribJo01,targets,3,,,,,
player,201011070cle,cle,CribJo01,rec,2,,,,,
player,201011070cle,cle,CribJo01,rec_yds,13,,,,,
player,201011070cle,cle,CribJo01,rec_td,0,,,,,
player,201011070cle,cle,CribJo01,rec_long,7,,,,,
player,201011070cle,cle,CribJo01,fumbles,0,,,,,
player,201011070cle,cle,CribJo01,fumbles_lost,,,,,,
player,201011070cle,cle,MassMo00,pass_cmp,0,,,,,
player,201011070cle,cle,MassMo00,pass_att,0,,,,,
player,201011070cle,cle,MassMo00,pass_yds,0,,,,,
player,201011070cle,cle,MassMo00,pass_td,0,,,,,
player,201011070cle,cle,MassMo00,pass_int,0,,,,,
player,201011070cle,cle,MassMo00,pass_sacked,0,,,,,
player,201011070cle,cle,MassMo00,pass_sacked_yds,,,,,,
player,201011070cle,cle,MassMo00,pass_long,0,,,,,
player,201011070cle,cle,MassMo00,pass_rating,,,,,,
player,201011070cle,cle,MassMo00,rush_att,0,,,,,
player,201011070cle,cle,MassMo00,rush_yds,0,,,,,
player,201011070cle,cle,MassMo00,rush_td,0,,,,,
player,201011070cle,cle,MassMo00,rush_long,0,,,,,
player,201011070cle,cle,MassMo00,targets,4,,,,,
player,201011070cle,cle,MassMo00,rec,4,,,,,
player,201011070cle,cle,MassMo00,rec_yds,58,,,,,
player,201011070cle,cle,MassMo00,rec_td,0,,,,,
player,201011070cle,cle,MassMo00,rec_long,22,,,,,
player,201011070cle,cle,MassMo00,fumbles,0,,,,,
player,201011070cle,cle,MassMo00,fumbles_lost,,,,,,
player,201011070cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201011070cle,cle,WatsBe00,pass_att,0,,,,,
player,201011070cle,cle,WatsBe00,pass_yds,0,,,,,
player,201011070cle,cle,WatsBe00,pass_td,0,,,,,
player,201011070cle,cle,WatsBe00,pass_int,0,,,,,
player,201011070cle,cle,WatsBe00,pass_sacked,,,,,,
player,201011070cle,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201011070cle,cle,WatsBe00,pass_long,0,,,,,
player,201011070cle,cle,WatsBe00,pass_rating,,,,,,
player,201011070cle,cle,WatsBe00,rush_att,0,,,,,
player,201011070cle,cle,WatsBe00,rush_yds,0,,,,,
player,201011070cle,cle,WatsBe00,rush_td,0,,,,,
player,201011070cle,cle,WatsBe00,rush_long,0,,,,,
player,201011070cle,cle,WatsBe00,targets,4,,,,,
player,201011070cle,cle,WatsBe00,rec,1,,,,,
player,201011070cle,cle,WatsBe00,rec_yds,24,,,,,
player,201011070cle,cle,WatsBe00,rec_td,0,,,,,
player,201011070cle,cle,WatsBe00,rec_long,24,,,,,
player,201011070cle,cle,WatsBe00,fumbles,0,,,,,
player,201011070cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201011070cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201011070cle,cle,RobiBr00,pass_att,0,,,,,
player,201011070cle,cle,RobiBr00,pass_yds,0,,,,,
player,201011070cle,cle,RobiBr00,pass_td,0,,,,,
player,201011070cle,cle,RobiBr00,pass_int,0,,,,,
player,201011070cle,cle,RobiBr00,pass_sacked,,,,,,
player,201011070cle,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201011070cle,cle,RobiBr00,pass_long,0,,,,,
player,201011070cle,cle,RobiBr00,pass_rating,,,,,,
player,201011070cle,cle,RobiBr00,rush_att,0,,,,,
player,201011070cle,cle,RobiBr00,rush_yds,0,,,,,
player,201011070cle,cle,RobiBr00,rush_td,0,,,,,
player,201011070cle,cle,RobiBr00,rush_long,0,,,,,
player,201011070cle,cle,RobiBr00,targets,1,,,,,
player,201011070cle,cle,RobiBr00,rec,1,,,,,
player,201011070cle,cle,RobiBr00,rec_yds,20,,,,,
player,201011070cle,cle,RobiBr00,rec_td,0,,,,,
player,201011070cle,cle,RobiBr00,rec_long,20,,,,,
player,201011070cle,cle,RobiBr00,fumbles,0,,,,,
player,201011070cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201011070cle,cle,MoorEv00,pass_cmp,0,,,,,
player,201011070cle,cle,MoorEv00,pass_att,0,,,,,
player,201011070cle,cle,MoorEv00,pass_yds,0,,,,,
player,201011070cle,cle,MoorEv00,pass_td,0,,,,,
player,201011070cle,cle,MoorEv00,pass_int,0,,,,,
player,201011070cle,cle,MoorEv00,pass_sacked,,,,,,
player,201011070cle,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201011070cle,cle,MoorEv00,pass_long,0,,,,,
player,201011070cle,cle,MoorEv00,pass_rating,,,,,,
player,201011070cle,cle,MoorEv00,rush_att,0,,,,,
player,201011070cle,cle,MoorEv00,rush_yds,0,,,,,
player,201011070cle,cle,MoorEv00,rush_td,0,,,,,
player,201011070cle,cle,MoorEv00,rush_long,0,,,,,
player,201011070cle,cle,MoorEv00,targets,1,,,,,
player,201011070cle,cle,MoorEv00,rec,1,,,,,
player,201011070cle,cle,MoorEv00,rec_yds,17,,,,,
player,201011070cle,cle,MoorEv00,rec_td,0,,,,,
player,201011070cle,cle,MoorEv00,rec_long,17,,,,,
player,201011070cle,cle,MoorEv00,fumbles,0,,,,,
player,201011070cle,cle,MoorEv00,fumbles_lost,,,,,,
player,201011070cle,nwe,MayoJe99,def_int,0,,,,,
player,201011070cle,nwe,MayoJe99,def_int_yds,0,,,,,
player,201011070cle,nwe,MayoJe99,def_int_td,0,,,,,
player,201011070cle,nwe,MayoJe99,def_int_long,0,,,,,
player,201011070cle,nwe,MayoJe99,pass_defended,0,,,,,
player,201011070cle,nwe,MayoJe99,sacks,0.0,,,,,
player,201011070cle,nwe,MayoJe99,tackles_combined,9,,,,,
player,201011070cle,nwe,MayoJe99,tackles_solo,6,,,,,
player,201011070cle,nwe,MayoJe99,tackles_assists,3,,,,,
player,201011070cle,nwe,MayoJe99,tackles_loss,0,,,,,
player,201011070cle,nwe,MayoJe99,qb_hits,0,,,,,
