game,2010,14,20101212,201012120nor,ram,"St. Louis Rams",13,nor,"New Orleans Saints",31
player,201012120nor,ram,JackSt00,fumbles,1,,,,,
player,201012120nor,ram,JackSt00,fumbles_lost,1,,,,,
player,201012120nor,ram,TostKe00,pass_cmp,0,,,,,
player,201012120nor,ram,TostKe00,pass_att,0,,,,,
player,201012120nor,ram,TostKe00,pass_yds,0,,,,,
player,201012120nor,ram,TostKe00,pass_td,0,,,,,
player,201012120nor,ram,TostKe00,pass_int,0,,,,,
player,201012120nor,ram,TostKe00,pass_sacked,,,,,,
player,201012120nor,ram,TostKe00,pass_sacked_yds,,,,,,
player,201012120nor,ram,TostKe00,pass_long,0,,,,,
player,201012120nor,ram,TostKe00,pass_rating,,,,,,
player,201012120nor,ram,TostKe00,rush_att,5,,,,,
player,201012120nor,ram,TostKe00,rush_yds,22,,,,,
player,201012120nor,ram,TostKe00,rush_td,0,,,,,
player,201012120nor,ram,TostKe00,rush_long,10,,,,,
player,201012120nor,ram,TostKe00,targets,1,,,,,
player,201012120nor,ram,TostKe00,rec,1,,,,,
player,201012120nor,ram,TostKe00,rec_yds,23,,,,,
player,201012120nor,ram,TostKe00,rec_td,0,,,,,
player,201012120nor,ram,TostKe00,rec_long,23,,,,,
player,201012120nor,ram,TostKe00,fumbles,0,,,,,
player,201012120nor,ram,TostKe00,fumbles_lost,,,,,,
player,201012120nor,ram,GibsBr00,pass_cmp,0,,,,,
player,201012120nor,ram,GibsBr00,pass_att,0,,,,,
player,201012120nor,ram,GibsBr00,pass_yds,0,,,,,
player,201012120nor,ram,GibsBr00,pass_td,0,,,,,
player,201012120nor,ram,GibsBr00,pass_int,0,,,,,
player,201012120nor,ram,GibsBr00,pass_sacked,,,,,,
player,201012120nor,ram,GibsBr00,pass_sacked_yds,,,,,,
player,201012120nor,ram,GibsBr00,pass_long,0,,,,,
player,201012120nor,ram,GibsBr00,pass_rating,,,,,,
player,201012120nor,ram,GibsBr00,rush_att,1,,,,,
player,201012120nor,ram,GibsBr00,rush_yds,13,,,,,
player,201012120nor,ram,GibsBr00,rush_td,0,,,,,
player,201012120nor,ram,GibsBr00,rush_long,13,,,,,
player,201012120nor,ram,GibsBr00,targets,7,,,,,
player,201012120nor,ram,GibsBr00,rec,4,,,,,
player,201012120nor,ram,GibsBr00,rec_yds,67,,,,,
player,201012120nor,ram,GibsBr00,rec_td,0,,,,,
player,201012120nor,ram,GibsBr00,rec_long,32,,,,,
player,201012120nor,ram,GibsBr00,fumbles,0,,,,,
player,201012120nor,ram,GibsBr00,fumbles_lost,,,,,,
player,201012120nor,ram,RobiLa01,pass_cmp,0,,,,,
player,201012120nor,ram,RobiLa01,pass_att,0,,,,,
player,201012120nor,ram,RobiLa01,pass_yds,0,,,,,
player,201012120nor,ram,RobiLa01,pass_td,0,,,,,
player,201012120nor,ram,RobiLa01,pass_int,0,,,,,
player,201012120nor,ram,RobiLa01,pass_sacked,,,,,,
player,201012120nor,ram,RobiLa01,pass_sacked_yds,,,,,,
player,201012120nor,ram,RobiLa01,pass_long,0,,,,,
player,201012120nor,ram,RobiLa01,pass_rating,,,,,,
player,201012120nor,ram,RobiLa01,rush_att,0,,,,,
player,201012120nor,ram,RobiLa01,rush_yds,0,,,,,
player,201012120nor,ram,RobiLa01,rush_td,0,,,,,
player,201012120nor,ram,RobiLa01,rush_long,0,,,,,
player,201012120nor,ram,RobiLa01,targets,7,,,,,
player,201012120nor,ram,RobiLa01,rec,2,,,,,
player,201012120nor,ram,RobiLa01,rec_yds,61,,,,,
player,201012120nor,ram,RobiLa01,rec_td,0,,,,,
player,201012120nor,ram,RobiLa01,rec_long,32,,,,,
player,201012120nor,ram,RobiLa01,fumbles,0,,,,,
player,201012120nor,ram,RobiLa01,fumbles_lost,,,,,,
player,201012120nor,ram,FellDa00,pass_cmp,0,,,,,
player,201012120nor,ram,FellDa00,pass_att,0,,,,,
player,201012120nor,ram,FellDa00,pass_yds,0,,,,,
player,201012120nor,ram,FellDa00,pass_td,0,,,,,
player,201012120nor,ram,FellDa00,pass_int,0,,,,,
player,201012120nor,ram,FellDa00,pass_sacked,,,,,,
player,201012120nor,ram,FellDa00,pass_sacked_yds,,,,,,
player,201012120nor,ram,FellDa00,pass_long,0,,,,,
player,201012120nor,ram,FellDa00,pass_rating,,,,,,
player,201012120nor,ram,FellDa00,rush_att,0,,,,,
player,201012120nor,ram,FellDa00,rush_yds,0,,,,,
player,201012120nor,ram,FellDa00,rush_td,0,,,,,
player,201012120nor,ram,FellDa00,rush_long,0,,,,,
player,201012120nor,ram,FellDa00,targets,3,,,,,
player,201012120nor,ram,FellDa00,rec,3,,,,,
player,201012120nor,ram,FellDa00,rec_yds,26,,,,,
player,201012120nor,ram,FellDa00,rec_td,0,,,,,
player,201012120nor,ram,FellDa00,rec_long,10,,,,,
player,201012120nor,ram,FellDa00,fumbles,0,,,,,
player,201012120nor,ram,FellDa00,fumbles_lost,,,,,,
player,201012120nor,ram,AmenDa00,pass_cmp,0,,,,,
player,201012120nor,ram,AmenDa00,pass_att,0,,,,,
player,201012120nor,ram,AmenDa00,pass_yds,0,,,,,
player,201012120nor,ram,AmenDa00,pass_td,0,,,,,
player,201012120nor,ram,AmenDa00,pass_int,0,,,,,
player,201012120nor,ram,AmenDa00,pass_sacked,,,,,,
player,201012120nor,ram,AmenDa00,pass_sacked_yds,,,,,,
player,201012120nor,ram,AmenDa00,pass_long,0,,,,,
player,201012120nor,ram,AmenDa00,pass_rating,,,,,,
player,201012120nor,ram,AmenDa00,rush_att,0,,,,,
player,201012120nor,ram,AmenDa00,rush_yds,0,,,,,
player,201012120nor,ram,AmenDa00,rush_td,0,,,,,
player,201012120nor,ram,AmenDa00,rush_long,0,,,,,
player,201012120nor,ram,AmenDa00,targets,5,,,,,
player,201012120nor,ram,AmenDa00,rec,3,,,,,
player,201012120nor,ram,AmenDa00,rec_yds,16,,,,,
player,201012120nor,ram,AmenDa00,rec_td,0,,,,,
player,201012120nor,ram,AmenDa00,rec_long,10,,,,,
player,201012120nor,ram,AmenDa00,fumbles,0,,,,,
player,201012120nor,ram,AmenDa00,fumbles_lost,,,,,,
player,201012120nor,ram,BajeBi00,pass_cmp,0,,,,,
player,201012120nor,ram,BajeBi00,pass_att,0,,,,,
player,201012120nor,ram,BajeBi00,pass_yds,0,,,,,
player,201012120nor,ram,BajeBi00,pass_td,0,,,,,
player,201012120nor,ram,BajeBi00,pass_int,0,,,,,
player,201012120nor,ram,BajeBi00,pass_sacked,,,,,,
player,201012120nor,ram,BajeBi00,pass_sacked_yds,,,,,,
player,201012120nor,ram,BajeBi00,pass_long,0,,,,,
player,201012120nor,ram,BajeBi00,pass_rating,,,,,,
player,201012120nor,ram,BajeBi00,rush_att,0,,,,,
player,201012120nor,ram,BajeBi00,rush_yds,0,,,,,
player,201012120nor,ram,BajeBi00,rush_td,0,,,,,
player,201012120nor,ram,BajeBi00,rush_long,0,,,,,
player,201012120nor,ram,BajeBi00,targets,1,,,,,
player,201012120nor,ram,BajeBi00,rec,1,,,,,
player,201012120nor,ram,BajeBi00,rec_yds,0,,,,,
player,201012120nor,ram,BajeBi00,rec_td,0,,,,,
player,201012120nor,ram,BajeBi00,rec_long,0,,,,,
player,201012120nor,ram,BajeBi00,fumbles,0,,,,,
player,201012120nor,ram,BajeBi00,fumbles_lost,,,,,,
player,201012120nor,ram,AlexDa00,pass_cmp,,,,,,
player,201012120nor,ram,AlexDa00,pass_att,,,,,,
player,201012120nor,ram,AlexDa00,pass_yds,,,,,,
player,201012120nor,ram,AlexDa00,pass_td,,,,,,
player,201012120nor,ram,AlexDa00,pass_int,,,,,,
player,201012120nor,ram,AlexDa00,pass_sacked,,,,,,
player,201012120nor,ram,AlexDa00,pass_sacked_yds,,,,,,
player,201012120nor,ram,AlexDa00,pass_long,,,,,,
player,201012120nor,ram,AlexDa00,pass_rating,,,,,,
player,201012120nor,ram,AlexDa00,rush_att,,,,,,
player,201012120nor,ram,AlexDa00,rush_yds,,,,,,
player,201012120nor,ram,AlexDa00,rush_td,,,,,,
player,201012120nor,ram,AlexDa00,rush_long,,,,,,
player,201012120nor,ram,AlexDa00,targets,1,,,,,
player,201012120nor,ram,AlexDa00,rec,0,,,,,
player,201012120nor,ram,AlexDa00,rec_yds,0,,,,,
player,201012120nor,ram,AlexDa00,rec_td,0,,,,,
player,201012120nor,ram,AlexDa00,rec_long,,,,,,
player,201012120nor,ram,AlexDa00,fumbles,,,,,,
player,201012120nor,ram,AlexDa00,fumbles_lost,,,,,,
player,201012120nor,nor,BreeDr00,pass_cmp,25,,,,,
player,201012120nor,nor,BreeDr00,pass_att,40,,,,,
player,201012120nor,nor,BreeDr00,pass_yds,221,,,,,
player,201012120nor,nor,BreeDr00,pass_td,3,,,,,
player,201012120nor,nor,BreeDr00,pass_int,2,,,,,
player,201012120nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201012120nor,nor,BreeDr00,pass_sacked_yds,8,,,,,
player,201012120nor,nor,BreeDr00,pass_long,31,,,,,
player,201012120nor,nor,BreeDr00,pass_rating,81.4,,,,,
player,201012120nor,nor,BreeDr00,rush_att,1,,,,,
player,201012120nor,nor,BreeDr00,rush_yds,7,,,,,
player,201012120nor,nor,BreeDr00,rush_td,0,,,,,
player,201012120nor,nor,BreeDr00,rush_long,7,,,,,
player,201012120nor,nor,BreeDr00,targets,0,,,,,
player,201012120nor,nor,BreeDr00,rec,0,,,,,
player,201012120nor,nor,BreeDr00,rec_yds,0,,,,,
player,201012120nor,nor,BreeDr00,rec_td,0,,,,,
player,201012120nor,nor,BreeDr00,rec_long,0,,,,,
player,201012120nor,nor,BreeDr00,fumbles,0,,,,,
player,201012120nor,nor,BreeDr00,fumbles_lost,,,,,,
player,201012120nor,nor,IvorCh00,pass_cmp,0,,,,,
player,201012120nor,nor,IvorCh00,pass_att,0,,,,,
player,201012120nor,nor,IvorCh00,pass_yds,0,,,,,
player,201012120nor,nor,IvorCh00,pass_td,0,,,,,
player,201012120nor,nor,IvorCh00,pass_int,0,,,,,
player,201012120nor,nor,IvorCh00,pass_sacked,,,,,,
player,201012120nor,nor,IvorCh00,pass_sacked_yds,,,,,,
player,201012120nor,nor,IvorCh00,pass_long,0,,,,,
player,201012120nor,nor,IvorCh00,pass_rating,,,,,,
player,201012120nor,nor,IvorCh00,rush_att,7,,,,,
player,201012120nor,nor,IvorCh00,rush_yds,47,,,,,
player,201012120nor,nor,IvorCh00,rush_td,0,,,,,
player,201012120nor,nor,IvorCh00,rush_long,18,,,,,
player,201012120nor,nor,IvorCh00,targets,0,,,,,
player,201012120nor,nor,IvorCh00,rec,0,,,,,
player,201012120nor,nor,IvorCh00,rec_yds,0,,,,,
player,201012120nor,nor,IvorCh00,rec_td,0,,,,,
player,201012120nor,nor,IvorCh00,rec_long,0,,,,,
player,201012120nor,nor,IvorCh00,fumbles,0,,,,,
player,201012120nor,nor,IvorCh00,fumbles_lost,,,,,,
player,201012120nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201012120nor,nor,ThomPi00,pass_att,0,,,,,
player,201012120nor,nor,ThomPi00,pass_yds,0,,,,,
player,201012120nor,nor,ThomPi00,pass_td,0,,,,,
player,201012120nor,nor,ThomPi00,pass_int,0,,,,,
player,201012120nor,nor,ThomPi00,pass_sacked,,,,,,
player,201012120nor,nor,ThomPi00,pass_sacked_yds,,,,,,
player,201012120nor,nor,ThomPi00,pass_long,0,,,,,
player,201012120nor,nor,ThomPi00,pass_rating,,,,,,
player,201012120nor,nor,ThomPi00,rush_att,12,,,,,
player,201012120nor,nor,ThomPi00,rush_yds,39,,,,,
player,201012120nor,nor,ThomPi00,rush_td,0,,,,,
player,201012120nor,nor,ThomPi00,rush_long,14,,,,,
player,201012120nor,nor,ThomPi00,targets,4,,,,,
player,201012120nor,nor,ThomPi00,rec,4,,,,,
player,201012120nor,nor,ThomPi00,rec_yds,29,,,,,
player,201012120nor,nor,ThomPi00,rec_td,0,,,,,
player,201012120nor,nor,ThomPi00,rec_long,9,,,,,
player,201012120nor,nor,ThomPi00,fumbles,0,,,,,
player,201012120nor,nor,ThomPi00,fumbles_lost,,,,,,
player,201012120nor,nor,BushRe00,pass_cmp,0,,,,,
player,201012120nor,nor,BushRe00,pass_att,0,,,,,
player,201012120nor,nor,BushRe00,pass_yds,0,,,,,
player,201012120nor,nor,BushRe00,pass_td,0,,,,,
player,201012120nor,nor,BushRe00,pass_int,0,,,,,
player,201012120nor,nor,BushRe00,pass_sacked,,,,,,
player,201012120nor,nor,BushRe00,pass_sacked_yds,,,,,,
player,201012120nor,nor,BushRe00,pass_long,0,,,,,
player,201012120nor,nor,BushRe00,pass_rating,,,,,,
player,201012120nor,nor,BushRe00,rush_att,9,,,,,
player,201012120nor,nor,BushRe00,rush_yds,39,,,,,
player,201012120nor,nor,BushRe00,rush_td,0,,,,,
player,201012120nor,nor,BushRe00,rush_long,13,,,,,
player,201012120nor,nor,BushRe00,targets,5,,,,,
player,201012120nor,nor,BushRe00,rec,5,,,,,
player,201012120nor,nor,BushRe00,rec_yds,22,,,,,
player,201012120nor,nor,BushRe00,rec_td,0,,,,,
player,201012120nor,nor,BushRe00,rec_long,7,,,,,
player,201012120nor,nor,BushRe00,fumbles,0,,,,,
player,201012120nor,nor,BushRe00,fumbles_lost,,,,,,
player,201012120nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201012120nor,nor,MoorLa00,pass_att,0,,,,,
player,201012120nor,nor,MoorLa00,pass_yds,0,,,,,
player,201012120nor,nor,MoorLa00,pass_td,0,,,,,
player,201012120nor,nor,MoorLa00,pass_int,0,,,,,
player,201012120nor,nor,MoorLa00,pass_sacked,,,,,,
player,201012120nor,nor,MoorLa00,pass_sacked_yds,,,,,,
player,201012120nor,nor,MoorLa00,pass_long,0,,,,,
player,201012120nor,nor,MoorLa00,pass_rating,,,,,,
player,201012120nor,nor,MoorLa00,rush_att,0,,,,,
player,201012120nor,nor,MoorLa00,rush_yds,0,,,,,
player,201012120nor,nor,MoorLa00,rush_td,0,,,,,
player,201012120nor,nor,MoorLa00,rush_long,0,,,,,
player,201012120nor,nor,MoorLa00,targets,6,,,,,
player,201012120nor,nor,MoorLa00,rec,5,,,,,
player,201012120nor,nor,MoorLa00,rec_yds,70,,,,,
player,201012120nor,nor,MoorLa00,rec_td,1,,,,,
player,201012120nor,nor,MoorLa00,rec_long,31,,,,,
player,201012120nor,nor,MoorLa00,fumbles,0,,,,,
player,201012120nor,nor,MoorLa00,fumbles_lost,,,,,,
player,201012120nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201012120nor,nor,ColsMa00,pass_att,0,,,,,
player,201012120nor,nor,ColsMa00,pass_yds,0,,,,,
player,201012120nor,nor,ColsMa00,pass_td,0,,,,,
player,201012120nor,nor,ColsMa00,pass_int,0,,,,,
player,201012120nor,nor,ColsMa00,pass_sacked,,,,,,
player,201012120nor,nor,ColsMa00,pass_sacked_yds,,,,,,
player,201012120nor,nor,ColsMa00,pass_long,0,,,,,
player,201012120nor,nor,ColsMa00,pass_rating,,,,,,
player,201012120nor,nor,ColsMa00,rush_att,0,,,,,
player,201012120nor,nor,ColsMa00,rush_yds,0,,,,,
player,201012120nor,nor,ColsMa00,rush_td,0,,,,,
player,201012120nor,nor,ColsMa00,rush_long,0,,,,,
player,201012120nor,nor,ColsMa00,targets,13,,,,,
player,201012120nor,nor,ColsMa00,rec,5,,,,,
player,201012120nor,nor,ColsMa00,rec_yds,46,,,,,
player,201012120nor,nor,ColsMa00,rec_td,2,,,,,
player,201012120nor,nor,ColsMa00,rec_long,17,,,,,
player,201012120nor,nor,ColsMa00,fumbles,0,,,,,
player,201012120nor,nor,ColsMa00,fumbles_lost,,,,,,
player,201012120nor,nor,ShocJe00,pass_cmp,0,,,,,
player,201012120nor,nor,ShocJe00,pass_att,0,,,,,
player,201012120nor,nor,ShocJe00,pass_yds,0,,,,,
player,201012120nor,nor,ShocJe00,pass_td,0,,,,,
player,201012120nor,nor,ShocJe00,pass_int,0,,,,,
player,201012120nor,nor,ShocJe00,pass_sacked,,,,,,
player,201012120nor,nor,ShocJe00,pass_sacked_yds,,,,,,
player,201012120nor,nor,ShocJe00,pass_long,0,,,,,
player,201012120nor,nor,ShocJe00,pass_rating,,,,,,
player,201012120nor,nor,ShocJe00,rush_att,0,,,,,
player,201012120nor,nor,ShocJe00,rush_yds,0,,,,,
player,201012120nor,nor,ShocJe00,rush_td,0,,,,,
player,201012120nor,nor,ShocJe00,rush_long,0,,,,,
player,201012120nor,nor,ShocJe00,targets,5,,,,,
player,201012120nor,nor,ShocJe00,rec,4,,,,,
player,201012120nor,nor,ShocJe00,rec_yds,29,,,,,
player,201012120nor,nor,ShocJe00,rec_td,0,,,,,
player,201012120nor,nor,ShocJe00,rec_long,9,,,,,
player,201012120nor,nor,ShocJe00,fumbles,0,,,,,
player,201012120nor,nor,ShocJe00,fumbles_lost,,,,,,
player,201012120nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201012120nor,nor,GrahJi00,pass_att,0,,,,,
player,201012120nor,nor,GrahJi00,pass_yds,0,,,,,
player,201012120nor,nor,GrahJi00,pass_td,0,,,,,
player,201012120nor,nor,GrahJi00,pass_int,0,,,,,
player,201012120nor,nor,GrahJi00,pass_sacked,,,,,,
player,201012120nor,nor,GrahJi00,pass_sacked_yds,,,,,,
player,201012120nor,nor,GrahJi00,pass_long,0,,,,,
player,201012120nor,nor,GrahJi00,pass_rating,,,,,,
player,201012120nor,nor,GrahJi00,rush_att,0,,,,,
player,201012120nor,nor,GrahJi00,rush_yds,0,,,,,
player,201012120nor,nor,GrahJi00,rush_td,0,,,,,
player,201012120nor,nor,GrahJi00,rush_long,0,,,,,
player,201012120nor,nor,GrahJi00,targets,1,,,,,
player,201012120nor,nor,GrahJi00,rec,1,,,,,
player,201012120nor,nor,GrahJi00,rec_yds,21,,,,,
player,201012120nor,nor,GrahJi00,rec_td,0,,,,,
player,201012120nor,nor,GrahJi00,rec_long,21,,,,,
player,201012120nor,nor,GrahJi00,fumbles,0,,,,,
player,201012120nor,nor,GrahJi00,fumbles_lost,,,,,,
player,201012120nor,nor,ThomDa02,pass_cmp,0,,,,,
player,201012120nor,nor,ThomDa02,pass_att,0,,,,,
player,201012120nor,nor,ThomDa02,pass_yds,0,,,,,
player,201012120nor,nor,ThomDa02,pass_td,0,,,,,
player,201012120nor,nor,ThomDa02,pass_int,0,,,,,
player,201012120nor,nor,ThomDa02,pass_sacked,,,,,,
player,201012120nor,nor,ThomDa02,pass_sacked_yds,,,,,,
player,201012120nor,nor,ThomDa02,pass_long,0,,,,,
player,201012120nor,nor,ThomDa02,pass_rating,,,,,,
player,201012120nor,nor,ThomDa02,rush_att,0,,,,,
player,201012120nor,nor,ThomDa02,rush_yds,0,,,,,
player,201012120nor,nor,ThomDa02,rush_td,0,,,,,
player,201012120nor,nor,ThomDa02,rush_long,0,,,,,
player,201012120nor,nor,ThomDa02,targets,1,,,,,
player,201012120nor,nor,ThomDa02,rec,1,,,,,
player,201012120nor,nor,ThomDa02,rec_yds,4,,,,,
player,201012120nor,nor,ThomDa02,rec_td,0,,,,,
player,201012120nor,nor,ThomDa02,rec_long,4,,,,,
player,201012120nor,nor,ThomDa02,fumbles,0,,,,,
player,201012120nor,nor,ThomDa02,fumbles_lost,,,,,,
player,201012120nor,nor,MeacRo00,pass_cmp,,,,,,
player,201012120nor,nor,MeacRo00,pass_att,,,,,,
player,201012120nor,nor,MeacRo00,pass_yds,,,,,,
player,201012120nor,nor,MeacRo00,pass_td,,,,,,
player,201012120nor,nor,MeacRo00,pass_int,,,,,,
player,201012120nor,nor,MeacRo00,pass_sacked,,,,,,
player,201012120nor,nor,MeacRo00,pass_sacked_yds,,,,,,
player,201012120nor,nor,MeacRo00,pass_long,,,,,,
player,201012120nor,nor,MeacRo00,pass_rating,,,,,,
player,201012120nor,nor,MeacRo00,rush_att,,,,,,
player,201012120nor,nor,MeacRo00,rush_yds,,,,,,
player,201012120nor,nor,MeacRo00,rush_td,,,,,,
player,201012120nor,nor,MeacRo00,rush_long,,,,,,
player,201012120nor,nor,MeacRo00,targets,3,,,,,
player,201012120nor,nor,MeacRo00,rec,0,,,,,
player,201012120nor,nor,MeacRo00,rec_yds,0,,,,,
player,201012120nor,nor,MeacRo00,rec_td,0,,,,,
player,201012120nor,nor,MeacRo00,rec_long,,,,,,
player,201012120nor,nor,MeacRo00,fumbles,,,,,,
player,201012120nor,nor,MeacRo00,fumbles_lost,,,,,,
player,201012120nor,nor,HendDe00,pass_cmp,,,,,,
player,201012120nor,nor,HendDe00,pass_att,,,,,,
player,201012120nor,nor,HendDe00,pass_yds,,,,,,
player,201012120nor,nor,HendDe00,pass_td,,,,,,
player,201012120nor,nor,HendDe00,pass_int,,,,,,
player,201012120nor,nor,HendDe00,pass_sacked,,,,,,
player,201012120nor,nor,HendDe00,pass_sacked_yds,,,,,,
player,201012120nor,nor,HendDe00,pass_long,,,,,,
player,201012120nor,nor,HendDe00,pass_rating,,,,,,
player,201012120nor,nor,HendDe00,rush_att,,,,,,
player,201012120nor,nor,HendDe00,rush_yds,,,,,,
player,201012120nor,nor,HendDe00,rush_td,,,,,,
player,201012120nor,nor,HendDe00,rush_long,,,,,,
player,201012120nor,nor,HendDe00,targets,1,,,,,
player,201012120nor,nor,HendDe00,rec,0,,,,,
player,201012120nor,nor,HendDe00,rec_yds,0,,,,,
player,201012120nor,nor,HendDe00,rec_td,0,,,,,
player,201012120nor,nor,HendDe00,rec_long,,,,,,
player,201012120nor,nor,HendDe00,fumbles,,,,,,
player,201012120nor,nor,HendDe00,fumbles_lost,,,,,,
player,201012120nor,ram,DahlCr99,def_int,1,,,,,
player,201012120nor,ram,DahlCr99,def_int_yds,0,,,,,
player,201012120nor,ram,DahlCr99,def_int_td,0,,,,,
player,201012120nor,ram,DahlCr99,def_int_long,0,,,,,
player,201012120nor,ram,DahlCr99,pass_defended,1,,,,,
player,201012120nor,ram,DahlCr99,sacks,0.0,,,,,
player,201012120nor,ram,DahlCr99,tackles_combined,9,,,,,
player,201012120nor,ram,DahlCr99,tackles_solo,9,,,,,
player,201012120nor,ram,DahlCr99,tackles_assists,0,,,,,
player,201012120nor,ram,DahlCr99,tackles_loss,0,,,,,
player,201012120nor,ram,DahlCr99,qb_hits,0,,,,,
player,201012120nor,ram,DahlCr99,fumbles_rec,0,,,,,
player,201012120nor,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201012120nor,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201012120nor,ram,DahlCr99,fumbles_forced,0,,,,,
player,201012120nor,ram,FletBr99,def_int,1,,,,,
player,201012120nor,ram,FletBr99,def_int_yds,8,,,,,
player,201012120nor,ram,FletBr99,def_int_td,0,,,,,
player,201012120nor,ram,FletBr99,def_int_long,8,,,,,
player,201012120nor,ram,FletBr99,pass_defended,1,,,,,
player,201012120nor,ram,FletBr99,sacks,0.0,,,,,
player,201012120nor,ram,FletBr99,tackles_combined,9,,,,,
player,201012120nor,ram,FletBr99,tackles_solo,6,,,,,
player,201012120nor,ram,FletBr99,tackles_assists,3,,,,,
player,201012120nor,ram,FletBr99,tackles_loss,0,,,,,
player,201012120nor,ram,FletBr99,qb_hits,0,,,,,
player,201012120nor,ram,FletBr99,fumbles_rec,0,,,,,
player,201012120nor,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201012120nor,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201012120nor,ram,FletBr99,fumbles_forced,0,,,,,
player,201012120nor,ram,StewDa00,def_int,0,,,,,
player,201012120nor,ram,StewDa00,def_int_yds,0,,,,,
player,201012120nor,ram,StewDa00,def_int_td,0,,,,,
player,201012120nor,ram,StewDa00,def_int_long,0,,,,,
player,201012120nor,ram,StewDa00,pass_defended,0,,,,,
player,201012120nor,ram,StewDa00,sacks,1.0,,,,,
player,201012120nor,ram,StewDa00,tackles_combined,2,,,,,
