game,2010,12,20101128,201011280htx,oti,"Tennessee Titans",0,htx,"Houston Texans",20
player,201011280htx,oti,JohnCh04,pass_rating,,,,,,
player,201011280htx,oti,JohnCh04,rush_att,7,,,,,
player,201011280htx,oti,JohnCh04,rush_yds,5,,,,,
player,201011280htx,oti,JohnCh04,rush_td,0,,,,,
player,201011280htx,oti,JohnCh04,rush_long,9,,,,,
player,201011280htx,oti,JohnCh04,targets,3,,,,,
player,201011280htx,oti,JohnCh04,rec,2,,,,,
player,201011280htx,oti,JohnCh04,rec_yds,2,,,,,
player,201011280htx,oti,JohnCh04,rec_td,0,,,,,
player,201011280htx,oti,JohnCh04,rec_long,3,,,,,
player,201011280htx,oti,JohnCh04,fumbles,0,,,,,
player,201011280htx,oti,JohnCh04,fumbles_lost,,,,,,
player,201011280htx,oti,GageJu00,pass_cmp,0,,,,,
player,201011280htx,oti,GageJu00,pass_att,0,,,,,
player,201011280htx,oti,GageJu00,pass_yds,0,,,,,
player,201011280htx,oti,GageJu00,pass_td,0,,,,,
player,201011280htx,oti,GageJu00,pass_int,0,,,,,
player,201011280htx,oti,GageJu00,pass_sacked,,,,,,
player,201011280htx,oti,GageJu00,pass_sacked_yds,,,,,,
player,201011280htx,oti,GageJu00,pass_long,0,,,,,
player,201011280htx,oti,GageJu00,pass_rating,,,,,,
player,201011280htx,oti,GageJu00,rush_att,0,,,,,
player,201011280htx,oti,GageJu00,rush_yds,0,,,,,
player,201011280htx,oti,GageJu00,rush_td,0,,,,,
player,201011280htx,oti,GageJu00,rush_long,0,,,,,
player,201011280htx,oti,GageJu00,targets,6,,,,,
player,201011280htx,oti,GageJu00,rec,4,,,,,
player,201011280htx,oti,GageJu00,rec_yds,50,,,,,
player,201011280htx,oti,GageJu00,rec_td,0,,,,,
player,201011280htx,oti,GageJu00,rec_long,19,,,,,
player,201011280htx,oti,GageJu00,fumbles,0,,,,,
player,201011280htx,oti,GageJu00,fumbles_lost,,,,,,
player,201011280htx,oti,CookJa02,pass_cmp,0,,,,,
player,201011280htx,oti,CookJa02,pass_att,0,,,,,
player,201011280htx,oti,CookJa02,pass_yds,0,,,,,
player,201011280htx,oti,CookJa02,pass_td,0,,,,,
player,201011280htx,oti,CookJa02,pass_int,0,,,,,
player,201011280htx,oti,CookJa02,pass_sacked,,,,,,
player,201011280htx,oti,CookJa02,pass_sacked_yds,,,,,,
player,201011280htx,oti,CookJa02,pass_long,0,,,,,
player,201011280htx,oti,CookJa02,pass_rating,,,,,,
player,201011280htx,oti,CookJa02,rush_att,0,,,,,
player,201011280htx,oti,CookJa02,rush_yds,0,,,,,
player,201011280htx,oti,CookJa02,rush_td,0,,,,,
player,201011280htx,oti,CookJa02,rush_long,0,,,,,
player,201011280htx,oti,CookJa02,targets,9,,,,,
player,201011280htx,oti,CookJa02,rec,4,,,,,
player,201011280htx,oti,CookJa02,rec_yds,40,,,,,
player,201011280htx,oti,CookJa02,rec_td,0,,,,,
player,201011280htx,oti,CookJa02,rec_long,23,,,,,
player,201011280htx,oti,CookJa02,fumbles,0,,,,,
player,201011280htx,oti,CookJa02,fumbles_lost,,,,,,
player,201011280htx,oti,MossRa00,pass_cmp,0,,,,,
player,201011280htx,oti,MossRa00,pass_att,0,,,,,
player,201011280htx,oti,MossRa00,pass_yds,0,,,,,
player,201011280htx,oti,MossRa00,pass_td,0,,,,,
player,201011280htx,oti,MossRa00,pass_int,0,,,,,
player,201011280htx,oti,MossRa00,pass_sacked,,,,,,
player,201011280htx,oti,MossRa00,pass_sacked_yds,,,,,,
player,201011280htx,oti,MossRa00,pass_long,0,,,,,
player,201011280htx,oti,MossRa00,pass_rating,,,,,,
player,201011280htx,oti,MossRa00,rush_att,0,,,,,
player,201011280htx,oti,MossRa00,rush_yds,0,,,,,
player,201011280htx,oti,MossRa00,rush_td,0,,,,,
player,201011280htx,oti,MossRa00,rush_long,0,,,,,
player,201011280htx,oti,MossRa00,targets,5,,,,,
player,201011280htx,oti,MossRa00,rec,3,,,,,
player,201011280htx,oti,MossRa00,rec_yds,23,,,,,
player,201011280htx,oti,MossRa00,rec_td,0,,,,,
player,201011280htx,oti,MossRa00,rec_long,14,,,,,
player,201011280htx,oti,MossRa00,fumbles,0,,,,,
player,201011280htx,oti,MossRa00,fumbles_lost,,,,,,
player,201011280htx,oti,ScaiBo00,pass_cmp,0,,,,,
player,201011280htx,oti,ScaiBo00,pass_att,0,,,,,
player,201011280htx,oti,ScaiBo00,pass_yds,0,,,,,
player,201011280htx,oti,ScaiBo00,pass_td,0,,,,,
player,201011280htx,oti,ScaiBo00,pass_int,0,,,,,
player,201011280htx,oti,ScaiBo00,pass_sacked,,,,,,
player,201011280htx,oti,ScaiBo00,pass_sacked_yds,,,,,,
player,201011280htx,oti,ScaiBo00,pass_long,0,,,,,
player,201011280htx,oti,ScaiBo00,pass_rating,,,,,,
player,201011280htx,oti,ScaiBo00,rush_att,0,,,,,
player,201011280htx,oti,ScaiBo00,rush_yds,0,,,,,
player,201011280htx,oti,ScaiBo00,rush_td,0,,,,,
player,201011280htx,oti,ScaiBo00,rush_long,0,,,,,
player,201011280htx,oti,ScaiBo00,targets,2,,,,,
player,201011280htx,oti,ScaiBo00,rec,1,,,,,
player,201011280htx,oti,ScaiBo00,rec_yds,10,,,,,
player,201011280htx,oti,ScaiBo00,rec_td,0,,,,,
player,201011280htx,oti,ScaiBo00,rec_long,10,,,,,
player,201011280htx,oti,ScaiBo00,fumbles,0,,,,,
player,201011280htx,oti,ScaiBo00,fumbles_lost,,,,,,
player,201011280htx,oti,HallAh00,pass_cmp,0,,,,,
player,201011280htx,oti,HallAh00,pass_att,0,,,,,
player,201011280htx,oti,HallAh00,pass_yds,0,,,,,
player,201011280htx,oti,HallAh00,pass_td,0,,,,,
player,201011280htx,oti,HallAh00,pass_int,0,,,,,
player,201011280htx,oti,HallAh00,pass_sacked,,,,,,
player,201011280htx,oti,HallAh00,pass_sacked_yds,,,,,,
player,201011280htx,oti,HallAh00,pass_long,0,,,,,
player,201011280htx,oti,HallAh00,pass_rating,,,,,,
player,201011280htx,oti,HallAh00,rush_att,0,,,,,
player,201011280htx,oti,HallAh00,rush_yds,0,,,,,
player,201011280htx,oti,HallAh00,rush_td,0,,,,,
player,201011280htx,oti,HallAh00,rush_long,0,,,,,
player,201011280htx,oti,HallAh00,targets,1,,,,,
player,201011280htx,oti,HallAh00,rec,1,,,,,
player,201011280htx,oti,HallAh00,rec_yds,-1,,,,,
player,201011280htx,oti,HallAh00,rec_td,0,,,,,
player,201011280htx,oti,HallAh00,rec_long,-1,,,,,
player,201011280htx,oti,HallAh00,fumbles,0,,,,,
player,201011280htx,oti,HallAh00,fumbles_lost,,,,,,
player,201011280htx,oti,WashNa00,pass_cmp,0,,,,,
player,201011280htx,oti,WashNa00,pass_att,0,,,,,
player,201011280htx,oti,WashNa00,pass_yds,0,,,,,
player,201011280htx,oti,WashNa00,pass_td,0,,,,,
player,201011280htx,oti,WashNa00,pass_int,0,,,,,
player,201011280htx,oti,WashNa00,pass_sacked,,,,,,
player,201011280htx,oti,WashNa00,pass_sacked_yds,,,,,,
player,201011280htx,oti,WashNa00,pass_long,0,,,,,
player,201011280htx,oti,WashNa00,pass_rating,,,,,,
player,201011280htx,oti,WashNa00,rush_att,1,,,,,
player,201011280htx,oti,WashNa00,rush_yds,-8,,,,,
player,201011280htx,oti,WashNa00,rush_td,0,,,,,
player,201011280htx,oti,WashNa00,rush_long,-8,,,,,
player,201011280htx,oti,WashNa00,targets,4,,,,,
player,201011280htx,oti,WashNa00,rec,1,,,,,
player,201011280htx,oti,WashNa00,rec_yds,10,,,,,
player,201011280htx,oti,WashNa00,rec_td,0,,,,,
player,201011280htx,oti,WashNa00,rec_long,10,,,,,
player,201011280htx,oti,WashNa00,fumbles,0,,,,,
player,201011280htx,oti,WashNa00,fumbles_lost,,,,,,
player,201011280htx,htx,SchaMa00,pass_cmp,25,,,,,
player,201011280htx,htx,SchaMa00,pass_att,35,,,,,
player,201011280htx,htx,SchaMa00,pass_yds,178,,,,,
player,201011280htx,htx,SchaMa00,pass_td,2,,,,,
player,201011280htx,htx,SchaMa00,pass_int,0,,,,,
player,201011280htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201011280htx,htx,SchaMa00,pass_sacked_yds,20,,,,,
player,201011280htx,htx,SchaMa00,pass_long,21,,,,,
player,201011280htx,htx,SchaMa00,pass_rating,101.8,,,,,
player,201011280htx,htx,SchaMa00,rush_att,2,,,,,
player,201011280htx,htx,SchaMa00,rush_yds,-2,,,,,
player,201011280htx,htx,SchaMa00,rush_td,0,,,,,
player,201011280htx,htx,SchaMa00,rush_long,-1,,,,,
player,201011280htx,htx,SchaMa00,targets,0,,,,,
player,201011280htx,htx,SchaMa00,rec,0,,,,,
player,201011280htx,htx,SchaMa00,rec_yds,0,,,,,
player,201011280htx,htx,SchaMa00,rec_td,0,,,,,
player,201011280htx,htx,SchaMa00,rec_long,0,,,,,
player,201011280htx,htx,SchaMa00,fumbles,1,,,,,
player,201011280htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201011280htx,htx,FostAr00,pass_cmp,0,,,,,
player,201011280htx,htx,FostAr00,pass_att,0,,,,,
player,201011280htx,htx,FostAr00,pass_yds,0,,,,,
player,201011280htx,htx,FostAr00,pass_td,0,,,,,
player,201011280htx,htx,FostAr00,pass_int,0,,,,,
player,201011280htx,htx,FostAr00,pass_sacked,,,,,,
player,201011280htx,htx,FostAr00,pass_sacked_yds,,,,,,
player,201011280htx,htx,FostAr00,pass_long,0,,,,,
player,201011280htx,htx,FostAr00,pass_rating,,,,,,
player,201011280htx,htx,FostAr00,rush_att,30,,,,,
player,201011280htx,htx,FostAr00,rush_yds,143,,,,,
player,201011280htx,htx,FostAr00,rush_td,0,,,,,
player,201011280htx,htx,FostAr00,rush_long,37,,,,,
player,201011280htx,htx,FostAr00,targets,11,,,,,
player,201011280htx,htx,FostAr00,rec,9,,,,,
player,201011280htx,htx,FostAr00,rec_yds,75,,,,,
player,201011280htx,htx,FostAr00,rec_td,0,,,,,
player,201011280htx,htx,FostAr00,rec_long,19,,,,,
player,201011280htx,htx,FostAr00,fumbles,0,,,,,
player,201011280htx,htx,FostAr00,fumbles_lost,,,,,,
player,201011280htx,htx,WardDe01,pass_cmp,0,,,,,
player,201011280htx,htx,WardDe01,pass_att,0,,,,,
player,201011280htx,htx,WardDe01,pass_yds,0,,,,,
player,201011280htx,htx,WardDe01,pass_td,0,,,,,
player,201011280htx,htx,WardDe01,pass_int,0,,,,,
player,201011280htx,htx,WardDe01,pass_sacked,,,,,,
player,201011280htx,htx,WardDe01,pass_sacked_yds,,,,,,
player,201011280htx,htx,WardDe01,pass_long,0,,,,,
player,201011280htx,htx,WardDe01,pass_rating,,,,,,
player,201011280htx,htx,WardDe01,rush_att,7,,,,,
player,201011280htx,htx,WardDe01,rush_yds,47,,,,,
player,201011280htx,htx,WardDe01,rush_td,0,,,,,
player,201011280htx,htx,WardDe01,rush_long,17,,,,,
player,201011280htx,htx,WardDe01,targets,0,,,,,
player,201011280htx,htx,WardDe01,rec,0,,,,,
player,201011280htx,htx,WardDe01,rec_yds,0,,,,,
player,201011280htx,htx,WardDe01,rec_td,0,,,,,
player,201011280htx,htx,WardDe01,rec_long,0,,,,,
player,201011280htx,htx,WardDe01,fumbles,0,,,,,
player,201011280htx,htx,WardDe01,fumbles_lost,,,,,,
player,201011280htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201011280htx,htx,JohnAn02,pass_att,0,,,,,
player,201011280htx,htx,JohnAn02,pass_yds,0,,,,,
player,201011280htx,htx,JohnAn02,pass_td,0,,,,,
player,201011280htx,htx,JohnAn02,pass_int,0,,,,,
player,201011280htx,htx,JohnAn02,pass_sacked,,,,,,
player,201011280htx,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201011280htx,htx,JohnAn02,pass_long,0,,,,,
player,201011280htx,htx,JohnAn02,pass_rating,,,,,,
player,201011280htx,htx,JohnAn02,rush_att,0,,,,,
player,201011280htx,htx,JohnAn02,rush_yds,0,,,,,
player,201011280htx,htx,JohnAn02,rush_td,0,,,,,
player,201011280htx,htx,JohnAn02,rush_long,0,,,,,
player,201011280htx,htx,JohnAn02,targets,11,,,,,
player,201011280htx,htx,JohnAn02,rec,9,,,,,
player,201011280htx,htx,JohnAn02,rec_yds,56,,,,,
player,201011280htx,htx,JohnAn02,rec_td,1,,,,,
player,201011280htx,htx,JohnAn02,rec_long,21,,,,,
player,201011280htx,htx,JohnAn02,fumbles,0,,,,,
player,201011280htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201011280htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201011280htx,htx,DreeJo00,pass_att,0,,,,,
player,201011280htx,htx,DreeJo00,pass_yds,0,,,,,
player,201011280htx,htx,DreeJo00,pass_td,0,,,,,
player,201011280htx,htx,DreeJo00,pass_int,0,,,,,
player,201011280htx,htx,DreeJo00,pass_sacked,,,,,,
player,201011280htx,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201011280htx,htx,DreeJo00,pass_long,0,,,,,
player,201011280htx,htx,DreeJo00,pass_rating,,,,,,
player,201011280htx,htx,DreeJo00,rush_att,0,,,,,
player,201011280htx,htx,DreeJo00,rush_yds,0,,,,,
player,201011280htx,htx,DreeJo00,rush_td,0,,,,,
player,201011280htx,htx,DreeJo00,rush_long,0,,,,,
player,201011280htx,htx,DreeJo00,targets,5,,,,,
player,201011280htx,htx,DreeJo00,rec,3,,,,,
player,201011280htx,htx,DreeJo00,rec_yds,15,,,,,
player,201011280htx,htx,DreeJo00,rec_td,1,,,,,
player,201011280htx,htx,DreeJo00,rec_long,9,,,,,
player,201011280htx,htx,DreeJo00,fumbles,0,,,,,
player,201011280htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201011280htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201011280htx,htx,JoneJa03,pass_att,0,,,,,
player,201011280htx,htx,JoneJa03,pass_yds,0,,,,,
player,201011280htx,htx,JoneJa03,pass_td,0,,,,,
player,201011280htx,htx,JoneJa03,pass_int,0,,,,,
player,201011280htx,htx,JoneJa03,pass_sacked,,,,,,
player,201011280htx,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201011280htx,htx,JoneJa03,pass_long,0,,,,,
player,201011280htx,htx,JoneJa03,pass_rating,,,,,,
player,201011280htx,htx,JoneJa03,rush_att,0,,,,,
player,201011280htx,htx,JoneJa03,rush_yds,0,,,,,
player,201011280htx,htx,JoneJa03,rush_td,0,,,,,
player,201011280htx,htx,JoneJa03,rush_long,0,,,,,
player,201011280htx,htx,JoneJa03,targets,3,,,,,
player,201011280htx,htx,JoneJa03,rec,2,,,,,
player,201011280htx,htx,JoneJa03,rec_yds,13,,,,,
player,201011280htx,htx,JoneJa03,rec_td,0,,,,,
player,201011280htx,htx,JoneJa03,rec_long,9,,,,,
player,201011280htx,htx,JoneJa03,fumbles,0,,,,,
player,201011280htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201011280htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201011280htx,htx,WaltKe00,pass_att,0,,,,,
player,201011280htx,htx,WaltKe00,pass_yds,0,,,,,
player,201011280htx,htx,WaltKe00,pass_td,0,,,,,
player,201011280htx,htx,WaltKe00,pass_int,0,,,,,
player,201011280htx,htx,WaltKe00,pass_sacked,,,,,,
player,201011280htx,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201011280htx,htx,WaltKe00,pass_long,0,,,,,
player,201011280htx,htx,WaltKe00,pass_rating,,,,,,
player,201011280htx,htx,WaltKe00,rush_att,0,,,,,
player,201011280htx,htx,WaltKe00,rush_yds,0,,,,,
player,201011280htx,htx,WaltKe00,rush_td,0,,,,,
player,201011280htx,htx,WaltKe00,rush_long,0,,,,,
player,201011280htx,htx,WaltKe00,targets,2,,,,,
player,201011280htx,htx,WaltKe00,rec,1,,,,,
player,201011280htx,htx,WaltKe00,rec_yds,12,,,,,
player,201011280htx,htx,WaltKe00,rec_td,0,,,,,
player,201011280htx,htx,WaltKe00,rec_long,12,,,,,
player,201011280htx,htx,WaltKe00,fumbles,0,,,,,
player,201011280htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201011280htx,htx,LeacVo00,pass_cmp,0,,,,,
player,201011280htx,htx,LeacVo00,pass_att,0,,,,,
player,201011280htx,htx,LeacVo00,pass_yds,0,,,,,
player,201011280htx,htx,LeacVo00,pass_td,0,,,,,
player,201011280htx,htx,LeacVo00,pass_int,0,,,,,
player,201011280htx,htx,LeacVo00,pass_sacked,,,,,,
player,201011280htx,htx,LeacVo00,pass_sacked_yds,,,,,,
player,201011280htx,htx,LeacVo00,pass_long,0,,,,,
player,201011280htx,htx,LeacVo00,pass_rating,,,,,,
player,201011280htx,htx,LeacVo00,rush_att,0,,,,,
player,201011280htx,htx,LeacVo00,rush_yds,0,,,,,
player,201011280htx,htx,LeacVo00,rush_td,0,,,,,
player,201011280htx,htx,LeacVo00,rush_long,0,,,,,
player,201011280htx,htx,LeacVo00,targets,2,,,,,
player,201011280htx,htx,LeacVo00,rec,1,,,,,
player,201011280htx,htx,LeacVo00,rec_yds,7,,,,,
player,201011280htx,htx,LeacVo00,rec_td,0,,,,,
player,201011280htx,htx,LeacVo00,rec_long,7,,,,,
player,201011280htx,htx,LeacVo00,fumbles,0,,,,,
player,201011280htx,htx,LeacVo00,fumbles_lost,,,,,,
player,201011280htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201011280htx,htx,CaseJa00,pass_att,0,,,,,
player,201011280htx,htx,CaseJa00,pass_yds,0,,,,,
player,201011280htx,htx,CaseJa00,pass_td,0,,,,,
player,201011280htx,htx,CaseJa00,pass_int,0,,,,,
player,201011280htx,htx,CaseJa00,pass_sacked,,,,,,
player,201011280htx,htx,CaseJa00,pass_sacked_yds,,,,,,
player,201011280htx,htx,CaseJa00,pass_long,0,,,,,
player,201011280htx,htx,CaseJa00,pass_rating,,,,,,
player,201011280htx,htx,CaseJa00,rush_att,0,,,,,
player,201011280htx,htx,CaseJa00,rush_yds,0,,,,,
player,201011280htx,htx,CaseJa00,rush_td,0,,,,,
player,201011280htx,htx,CaseJa00,rush_long,0,,,,,
player,201011280htx,htx,CaseJa00,targets,1,,,,,
player,201011280htx,htx,CaseJa00,rec,0,,,,,
player,201011280htx,htx,CaseJa00,rec_yds,0,,,,,
player,201011280htx,htx,CaseJa00,rec_td,0,,,,,
player,201011280htx,htx,CaseJa00,rec_long,0,,,,,
player,201011280htx,htx,CaseJa00,fumbles,0,,,,,
player,201011280htx,htx,CaseJa00,fumbles_lost,,,,,,
player,201011280htx,oti,BabiJa20,def_int,0,,,,,
player,201011280htx,oti,BabiJa20,def_int_yds,0,,,,,
player,201011280htx,oti,BabiJa20,def_int_td,0,,,,,
player,201011280htx,oti,BabiJa20,def_int_long,0,,,,,
player,201011280htx,oti,BabiJa20,pass_defended,0,,,,,
player,201011280htx,oti,BabiJa20,sacks,1.0,,,,,
player,201011280htx,oti,BabiJa20,tackles_combined,4,,,,,
player,201011280htx,oti,BabiJa20,tackles_solo,4,,,,,
player,201011280htx,oti,BabiJa20,tackles_assists,0,,,,,
player,201011280htx,oti,BabiJa20,tackles_loss,2,,,,,
player,201011280htx,oti,BabiJa20,qb_hits,3,,,,,
player,201011280htx,oti,BabiJa20,fumbles_rec,0,,,,,
player,201011280htx,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201011280htx,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201011280htx,oti,BabiJa20,fumbles_forced,0,,,,,
player,201011280htx,oti,HayeWi99,def_int,0,,,,,
player,201011280htx,oti,HayeWi99,def_int_yds,0,,,,,
player,201011280htx,oti,HayeWi99,def_int_td,0,,,,,
player,201011280htx,oti,HayeWi99,def_int_long,0,,,,,
player,201011280htx,oti,HayeWi99,pass_defended,0,,,,,
player,201011280htx,oti,HayeWi99,sacks,1.0,,,,,
player,201011280htx,oti,HayeWi99,tackles_combined,4,,,,,
player,201011280htx,oti,HayeWi99,tackles_solo,4,,,,,
player,201011280htx,oti,HayeWi99,tackles_assists,0,,,,,
player,201011280htx,oti,HayeWi99,tackles_loss,0,,,,,
player,201011280htx,oti,HayeWi99,qb_hits,3,,,,,
player,201011280htx,oti,HayeWi99,fumbles_rec,0,,,,,
player,201011280htx,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201011280htx,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201011280htx,oti,HayeWi99,fumbles_forced,1,,,,,
player,201011280htx,oti,TullSt20,def_int,0,,,,,
player,201011280htx,oti,TullSt20,def_int_yds,0,,,,,
player,201011280htx,oti,TullSt20,def_int_td,0,,,,,
player,201011280htx,oti,TullSt20,def_int_long,0,,,,,
player,201011280htx,oti,TullSt20,pass_defended,0,,,,,
player,201011280htx,oti,TullSt20,sacks,0.0,,,,,
player,201011280htx,oti,TullSt20,tackles_combined,14,,,,,
player,201011280htx,oti,TullSt20,tackles_solo,11,,,,,
player,201011280htx,oti,TullSt20,tackles_assists,3,,,,,
player,201011280htx,oti,TullSt20,tackles_loss,0,,,,,
player,201011280htx,oti,TullSt20,qb_hits,0,,,,,
player,201011280htx,oti,TullSt20,fumbles_rec,0,,,,,
player,201011280htx,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201011280htx,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201011280htx,oti,TullSt20,fumbles_forced,0,,,,,
player,201011280htx,oti,GrifMi99,def_int,0,,,,,
player,201011280htx,oti,GrifMi99,def_int_yds,0,,,,,
player,201011280htx,oti,GrifMi99,def_int_td,0,,,,,
player,201011280htx,oti,GrifMi99,def_int_long,0,,,,,
player,201011280htx,oti,GrifMi99,pass_defended,0,,,,,
player,201011280htx,oti,GrifMi99,sacks,0.0,,,,,
player,201011280htx,oti,GrifMi99,tackles_combined,11,,,,,
player,201011280htx,oti,GrifMi99,tackles_solo,8,,,,,
player,201011280htx,oti,GrifMi99,tackles_assists,3,,,,,
player,201011280htx,oti,GrifMi99,tackles_loss,0,,,,,
player,201011280htx,oti,GrifMi99,qb_hits,1,,,,,
player,201011280htx,oti,GrifMi99,fumbles_rec,0,,,,,
player,201011280htx,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201011280htx,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201011280htx,oti,GrifMi99,fumbles_forced,0,,,,,
player,201011280htx,oti,HopeCh21,def_int,0,,,,,
player,201011280htx,oti,HopeCh21,def_int_yds,0,,,,,
player,201011280htx,oti,HopeCh21,def_int_td,0,,,,,
player,201011280htx,oti,HopeCh21,def_int_long,0,,,,,
player,201011280htx,oti,HopeCh21,pass_defended,0,,,,,
player,201011280htx,oti,HopeCh21,sacks,0.0,,,,,
player,201011280htx,oti,HopeCh21,tackles_combined,9,,,,,
player,201011280htx,oti,HopeCh21,tackles_solo,6,,,,,
player,201011280htx,oti,HopeCh21,tackles_assists,3,,,,,
player,201011280htx,oti,HopeCh21,tackles_loss,0,,,,,
player,201011280htx,oti,HopeCh21,qb_hits,0,,,,,
player,201011280htx,oti,HopeCh21,fumbles_rec,0,,,,,
player,201011280htx,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201011280htx,oti,HopeCh21,fumbles_rec_td,0,,,,,
