game,2010,5,20101010,201010100dal,oti,"Tennessee Titans",34,dal,"Dallas Cowboys",27
player,201010100dal,dal,BarbMa01,pass_att,0,,,,,
player,201010100dal,dal,BarbMa01,pass_yds,0,,,,,
player,201010100dal,dal,BarbMa01,pass_td,0,,,,,
player,201010100dal,dal,BarbMa01,pass_int,0,,,,,
player,201010100dal,dal,BarbMa01,pass_sacked,0,,,,,
player,201010100dal,dal,BarbMa01,pass_sacked_yds,,,,,,
player,201010100dal,dal,BarbMa01,pass_long,0,,,,,
player,201010100dal,dal,BarbMa01,pass_rating,,,,,,
player,201010100dal,dal,BarbMa01,rush_att,6,,,,,
player,201010100dal,dal,BarbMa01,rush_yds,19,,,,,
player,201010100dal,dal,BarbMa01,rush_td,0,,,,,
player,201010100dal,dal,BarbMa01,rush_long,7,,,,,
player,201010100dal,dal,BarbMa01,targets,0,,,,,
player,201010100dal,dal,BarbMa01,rec,0,,,,,
player,201010100dal,dal,BarbMa01,rec_yds,0,,,,,
player,201010100dal,dal,BarbMa01,rec_td,0,,,,,
player,201010100dal,dal,BarbMa01,rec_long,0,,,,,
player,201010100dal,dal,BarbMa01,fumbles,0,,,,,
player,201010100dal,dal,BarbMa01,fumbles_lost,,,,,,
player,201010100dal,dal,AustMi00,pass_cmp,0,,,,,
player,201010100dal,dal,AustMi00,pass_att,0,,,,,
player,201010100dal,dal,AustMi00,pass_yds,0,,,,,
player,201010100dal,dal,AustMi00,pass_td,0,,,,,
player,201010100dal,dal,AustMi00,pass_int,0,,,,,
player,201010100dal,dal,AustMi00,pass_sacked,,,,,,
player,201010100dal,dal,AustMi00,pass_sacked_yds,,,,,,
player,201010100dal,dal,AustMi00,pass_long,0,,,,,
player,201010100dal,dal,AustMi00,pass_rating,,,,,,
player,201010100dal,dal,AustMi00,rush_att,1,,,,,
player,201010100dal,dal,AustMi00,rush_yds,4,,,,,
player,201010100dal,dal,AustMi00,rush_td,0,,,,,
player,201010100dal,dal,AustMi00,rush_long,4,,,,,
player,201010100dal,dal,AustMi00,targets,12,,,,,
player,201010100dal,dal,AustMi00,rec,9,,,,,
player,201010100dal,dal,AustMi00,rec_yds,166,,,,,
player,201010100dal,dal,AustMi00,rec_td,1,,,,,
player,201010100dal,dal,AustMi00,rec_long,69,,,,,
player,201010100dal,dal,AustMi00,fumbles,0,,,,,
player,201010100dal,dal,AustMi00,fumbles_lost,,,,,,
player,201010100dal,dal,WillRo04,pass_cmp,0,,,,,
player,201010100dal,dal,WillRo04,pass_att,0,,,,,
player,201010100dal,dal,WillRo04,pass_yds,0,,,,,
player,201010100dal,dal,WillRo04,pass_td,0,,,,,
player,201010100dal,dal,WillRo04,pass_int,0,,,,,
player,201010100dal,dal,WillRo04,pass_sacked,,,,,,
player,201010100dal,dal,WillRo04,pass_sacked_yds,,,,,,
player,201010100dal,dal,WillRo04,pass_long,0,,,,,
player,201010100dal,dal,WillRo04,pass_rating,,,,,,
player,201010100dal,dal,WillRo04,rush_att,0,,,,,
player,201010100dal,dal,WillRo04,rush_yds,0,,,,,
player,201010100dal,dal,WillRo04,rush_td,0,,,,,
player,201010100dal,dal,WillRo04,rush_long,0,,,,,
player,201010100dal,dal,WillRo04,targets,8,,,,,
player,201010100dal,dal,WillRo04,rec,6,,,,,
player,201010100dal,dal,WillRo04,rec_yds,87,,,,,
player,201010100dal,dal,WillRo04,rec_td,1,,,,,
player,201010100dal,dal,WillRo04,rec_long,27,,,,,
player,201010100dal,dal,WillRo04,fumbles,0,,,,,
player,201010100dal,dal,WillRo04,fumbles_lost,,,,,,
player,201010100dal,dal,WittJa00,pass_cmp,0,,,,,
player,201010100dal,dal,WittJa00,pass_att,0,,,,,
player,201010100dal,dal,WittJa00,pass_yds,0,,,,,
player,201010100dal,dal,WittJa00,pass_td,0,,,,,
player,201010100dal,dal,WittJa00,pass_int,0,,,,,
player,201010100dal,dal,WittJa00,pass_sacked,,,,,,
player,201010100dal,dal,WittJa00,pass_sacked_yds,,,,,,
player,201010100dal,dal,WittJa00,pass_long,0,,,,,
player,201010100dal,dal,WittJa00,pass_rating,,,,,,
player,201010100dal,dal,WittJa00,rush_att,0,,,,,
player,201010100dal,dal,WittJa00,rush_yds,0,,,,,
player,201010100dal,dal,WittJa00,rush_td,0,,,,,
player,201010100dal,dal,WittJa00,rush_long,0,,,,,
player,201010100dal,dal,WittJa00,targets,9,,,,,
player,201010100dal,dal,WittJa00,rec,5,,,,,
player,201010100dal,dal,WittJa00,rec_yds,84,,,,,
player,201010100dal,dal,WittJa00,rec_td,1,,,,,
player,201010100dal,dal,WittJa00,rec_long,31,,,,,
player,201010100dal,dal,WittJa00,fumbles,0,,,,,
player,201010100dal,dal,WittJa00,fumbles_lost,,,,,,
player,201010100dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201010100dal,dal,BryaDe01,pass_att,0,,,,,
player,201010100dal,dal,BryaDe01,pass_yds,0,,,,,
player,201010100dal,dal,BryaDe01,pass_td,0,,,,,
player,201010100dal,dal,BryaDe01,pass_int,0,,,,,
player,201010100dal,dal,BryaDe01,pass_sacked,,,,,,
player,201010100dal,dal,BryaDe01,pass_sacked_yds,,,,,,
player,201010100dal,dal,BryaDe01,pass_long,0,,,,,
player,201010100dal,dal,BryaDe01,pass_rating,,,,,,
player,201010100dal,dal,BryaDe01,rush_att,0,,,,,
player,201010100dal,dal,BryaDe01,rush_yds,0,,,,,
player,201010100dal,dal,BryaDe01,rush_td,0,,,,,
player,201010100dal,dal,BryaDe01,rush_long,0,,,,,
player,201010100dal,dal,BryaDe01,targets,6,,,,,
player,201010100dal,dal,BryaDe01,rec,3,,,,,
player,201010100dal,dal,BryaDe01,rec_yds,22,,,,,
player,201010100dal,dal,BryaDe01,rec_td,0,,,,,
player,201010100dal,dal,BryaDe01,rec_long,9,,,,,
player,201010100dal,dal,BryaDe01,fumbles,0,,,,,
player,201010100dal,dal,BryaDe01,fumbles_lost,,,,,,
player,201010100dal,dal,BennMa00,pass_cmp,0,,,,,
player,201010100dal,dal,BennMa00,pass_att,0,,,,,
player,201010100dal,dal,BennMa00,pass_yds,0,,,,,
player,201010100dal,dal,BennMa00,pass_td,0,,,,,
player,201010100dal,dal,BennMa00,pass_int,0,,,,,
player,201010100dal,dal,BennMa00,pass_sacked,,,,,,
player,201010100dal,dal,BennMa00,pass_sacked_yds,,,,,,
player,201010100dal,dal,BennMa00,pass_long,0,,,,,
player,201010100dal,dal,BennMa00,pass_rating,,,,,,
player,201010100dal,dal,BennMa00,rush_att,0,,,,,
player,201010100dal,dal,BennMa00,rush_yds,0,,,,,
player,201010100dal,dal,BennMa00,rush_td,0,,,,,
player,201010100dal,dal,BennMa00,rush_long,0,,,,,
player,201010100dal,dal,BennMa00,targets,5,,,,,
player,201010100dal,dal,BennMa00,rec,2,,,,,
player,201010100dal,dal,BennMa00,rec_yds,19,,,,,
player,201010100dal,dal,BennMa00,rec_td,0,,,,,
player,201010100dal,dal,BennMa00,rec_long,11,,,,,
player,201010100dal,dal,BennMa00,fumbles,0,,,,,
player,201010100dal,dal,BennMa00,fumbles_lost,,,,,,
player,201010100dal,dal,HurdSa00,pass_cmp,0,,,,,
player,201010100dal,dal,HurdSa00,pass_att,0,,,,,
player,201010100dal,dal,HurdSa00,pass_yds,0,,,,,
player,201010100dal,dal,HurdSa00,pass_td,0,,,,,
player,201010100dal,dal,HurdSa00,pass_int,0,,,,,
player,201010100dal,dal,HurdSa00,pass_sacked,,,,,,
player,201010100dal,dal,HurdSa00,pass_sacked_yds,,,,,,
player,201010100dal,dal,HurdSa00,pass_long,0,,,,,
player,201010100dal,dal,HurdSa00,pass_rating,,,,,,
player,201010100dal,dal,HurdSa00,rush_att,0,,,,,
player,201010100dal,dal,HurdSa00,rush_yds,0,,,,,
player,201010100dal,dal,HurdSa00,rush_td,0,,,,,
player,201010100dal,dal,HurdSa00,rush_long,0,,,,,
player,201010100dal,dal,HurdSa00,targets,2,,,,,
player,201010100dal,dal,HurdSa00,rec,2,,,,,
player,201010100dal,dal,HurdSa00,rec_yds,11,,,,,
player,201010100dal,dal,HurdSa00,rec_td,0,,,,,
player,201010100dal,dal,HurdSa00,rec_long,6,,,,,
player,201010100dal,dal,HurdSa00,fumbles,0,,,,,
player,201010100dal,dal,HurdSa00,fumbles_lost,,,,,,
player,201010100dal,oti,TullSt20,def_int,1,,,,,
player,201010100dal,oti,TullSt20,def_int_yds,18,,,,,
player,201010100dal,oti,TullSt20,def_int_td,0,,,,,
player,201010100dal,oti,TullSt20,def_int_long,18,,,,,
player,201010100dal,oti,TullSt20,pass_defended,1,,,,,
player,201010100dal,oti,TullSt20,sacks,0.0,,,,,
player,201010100dal,oti,TullSt20,tackles_combined,13,,,,,
player,201010100dal,oti,TullSt20,tackles_solo,8,,,,,
player,201010100dal,oti,TullSt20,tackles_assists,5,,,,,
player,201010100dal,oti,TullSt20,tackles_loss,0,,,,,
player,201010100dal,oti,TullSt20,qb_hits,0,,,,,
player,201010100dal,oti,TullSt20,fumbles_rec,0,,,,,
player,201010100dal,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201010100dal,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201010100dal,oti,TullSt20,fumbles_forced,0,,,,,
player,201010100dal,oti,VernAl99,def_int,1,,,,,
player,201010100dal,oti,VernAl99,def_int_yds,12,,,,,
player,201010100dal,oti,VernAl99,def_int_td,0,,,,,
player,201010100dal,oti,VernAl99,def_int_long,12,,,,,
player,201010100dal,oti,VernAl99,pass_defended,1,,,,,
player,201010100dal,oti,VernAl99,sacks,0.0,,,,,
player,201010100dal,oti,VernAl99,tackles_combined,9,,,,,
player,201010100dal,oti,VernAl99,tackles_solo,7,,,,,
player,201010100dal,oti,VernAl99,tackles_assists,2,,,,,
player,201010100dal,oti,VernAl99,tackles_loss,0,,,,,
player,201010100dal,oti,VernAl99,qb_hits,0,,,,,
player,201010100dal,oti,VernAl99,fumbles_rec,0,,,,,
player,201010100dal,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201010100dal,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201010100dal,oti,VernAl99,fumbles_forced,0,,,,,
player,201010100dal,oti,GrifMi99,def_int,1,,,,,
player,201010100dal,oti,GrifMi99,def_int_yds,0,,,,,
player,201010100dal,oti,GrifMi99,def_int_td,0,,,,,
player,201010100dal,oti,GrifMi99,def_int_long,0,,,,,
player,201010100dal,oti,GrifMi99,pass_defended,1,,,,,
player,201010100dal,oti,GrifMi99,sacks,0.0,,,,,
player,201010100dal,oti,GrifMi99,tackles_combined,4,,,,,
player,201010100dal,oti,GrifMi99,tackles_solo,3,,,,,
player,201010100dal,oti,GrifMi99,tackles_assists,1,,,,,
player,201010100dal,oti,GrifMi99,tackles_loss,0,,,,,
player,201010100dal,oti,GrifMi99,qb_hits,2,,,,,
player,201010100dal,oti,GrifMi99,fumbles_rec,0,,,,,
player,201010100dal,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201010100dal,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201010100dal,oti,GrifMi99,fumbles_forced,0,,,,,
player,201010100dal,oti,BabiJa20,def_int,0,,,,,
player,201010100dal,oti,BabiJa20,def_int_yds,0,,,,,
player,201010100dal,oti,BabiJa20,def_int_td,0,,,,,
player,201010100dal,oti,BabiJa20,def_int_long,0,,,,,
player,201010100dal,oti,BabiJa20,pass_defended,0,,,,,
player,201010100dal,oti,BabiJa20,sacks,2.0,,,,,
player,201010100dal,oti,BabiJa20,tackles_combined,3,,,,,
player,201010100dal,oti,BabiJa20,tackles_solo,2,,,,,
player,201010100dal,oti,BabiJa20,tackles_assists,1,,,,,
player,201010100dal,oti,BabiJa20,tackles_loss,2,,,,,
player,201010100dal,oti,BabiJa20,qb_hits,2,,,,,
player,201010100dal,oti,BabiJa20,fumbles_rec,0,,,,,
player,201010100dal,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201010100dal,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201010100dal,oti,BabiJa20,fumbles_forced,0,,,,,
player,201010100dal,oti,JoneJa99,def_int,0,,,,,
player,201010100dal,oti,JoneJa99,def_int_yds,0,,,,,
player,201010100dal,oti,JoneJa99,def_int_td,0,,,,,
player,201010100dal,oti,JoneJa99,def_int_long,0,,,,,
player,201010100dal,oti,JoneJa99,pass_defended,0,,,,,
player,201010100dal,oti,JoneJa99,sacks,2.0,,,,,
player,201010100dal,oti,JoneJa99,tackles_combined,3,,,,,
player,201010100dal,oti,JoneJa99,tackles_solo,3,,,,,
player,201010100dal,oti,JoneJa99,tackles_assists,0,,,,,
player,201010100dal,oti,JoneJa99,tackles_loss,2,,,,,
player,201010100dal,oti,JoneJa99,qb_hits,2,,,,,
player,201010100dal,oti,JoneJa99,fumbles_rec,0,,,,,
player,201010100dal,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201010100dal,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201010100dal,oti,JoneJa99,fumbles_forced,0,,,,,
player,201010100dal,oti,HopeCh21,def_int,0,,,,,
player,201010100dal,oti,HopeCh21,def_int_yds,0,,,,,
player,201010100dal,oti,HopeCh21,def_int_td,0,,,,,
player,201010100dal,oti,HopeCh21,def_int_long,0,,,,,
player,201010100dal,oti,HopeCh21,pass_defended,0,,,,,
player,201010100dal,oti,HopeCh21,sacks,1.0,,,,,
player,201010100dal,oti,HopeCh21,tackles_combined,9,,,,,
player,201010100dal,oti,HopeCh21,tackles_solo,9,,,,,
player,201010100dal,oti,HopeCh21,tackles_assists,0,,,,,
player,201010100dal,oti,HopeCh21,tackles_loss,1,,,,,
player,201010100dal,oti,HopeCh21,qb_hits,1,,,,,
player,201010100dal,oti,HopeCh21,fumbles_rec,0,,,,,
player,201010100dal,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201010100dal,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201010100dal,oti,HopeCh21,fumbles_forced,0,,,,,
player,201010100dal,oti,BrowTo25,def_int,0,,,,,
player,201010100dal,oti,BrowTo25,def_int_yds,0,,,,,
player,201010100dal,oti,BrowTo25,def_int_td,0,,,,,
player,201010100dal,oti,BrowTo25,def_int_long,0,,,,,
player,201010100dal,oti,BrowTo25,pass_defended,0,,,,,
