game,2010,5,20101010,201010100clt,kan,"Kansas City Chiefs",9,clt,"Indianapolis Colts",19
player,201010100clt,kan,CassMa00,targets,0,,,,,
player,201010100clt,kan,CassMa00,rec,0,,,,,
player,201010100clt,kan,CassMa00,rec_yds,0,,,,,
player,201010100clt,kan,CassMa00,rec_td,0,,,,,
player,201010100clt,kan,CassMa00,rec_long,0,,,,,
player,201010100clt,kan,CassMa00,fumbles,1,,,,,
player,201010100clt,kan,CassMa00,fumbles_lost,0,,,,,
player,201010100clt,kan,CharJa00,pass_cmp,0,,,,,
player,201010100clt,kan,CharJa00,pass_att,0,,,,,
player,201010100clt,kan,CharJa00,pass_yds,0,,,,,
player,201010100clt,kan,CharJa00,pass_td,0,,,,,
player,201010100clt,kan,CharJa00,pass_int,0,,,,,
player,201010100clt,kan,CharJa00,pass_sacked,,,,,,
player,201010100clt,kan,CharJa00,pass_sacked_yds,,,,,,
player,201010100clt,kan,CharJa00,pass_long,0,,,,,
player,201010100clt,kan,CharJa00,pass_rating,,,,,,
player,201010100clt,kan,CharJa00,rush_att,16,,,,,
player,201010100clt,kan,CharJa00,rush_yds,87,,,,,
player,201010100clt,kan,CharJa00,rush_td,0,,,,,
player,201010100clt,kan,CharJa00,rush_long,14,,,,,
player,201010100clt,kan,CharJa00,targets,6,,,,,
player,201010100clt,kan,CharJa00,rec,3,,,,,
player,201010100clt,kan,CharJa00,rec_yds,14,,,,,
player,201010100clt,kan,CharJa00,rec_td,0,,,,,
player,201010100clt,kan,CharJa00,rec_long,6,,,,,
player,201010100clt,kan,CharJa00,fumbles,1,,,,,
player,201010100clt,kan,CharJa00,fumbles_lost,1,,,,,
player,201010100clt,kan,JoneTh00,pass_cmp,0,,,,,
player,201010100clt,kan,JoneTh00,pass_att,0,,,,,
player,201010100clt,kan,JoneTh00,pass_yds,0,,,,,
player,201010100clt,kan,JoneTh00,pass_td,0,,,,,
player,201010100clt,kan,JoneTh00,pass_int,0,,,,,
player,201010100clt,kan,JoneTh00,pass_sacked,,,,,,
player,201010100clt,kan,JoneTh00,pass_sacked_yds,,,,,,
player,201010100clt,kan,JoneTh00,pass_long,0,,,,,
player,201010100clt,kan,JoneTh00,pass_rating,,,,,,
player,201010100clt,kan,JoneTh00,rush_att,8,,,,,
player,201010100clt,kan,JoneTh00,rush_yds,19,,,,,
player,201010100clt,kan,JoneTh00,rush_td,0,,,,,
player,201010100clt,kan,JoneTh00,rush_long,8,,,,,
player,201010100clt,kan,JoneTh00,targets,0,,,,,
player,201010100clt,kan,JoneTh00,rec,0,,,,,
player,201010100clt,kan,JoneTh00,rec_yds,0,,,,,
player,201010100clt,kan,JoneTh00,rec_td,0,,,,,
player,201010100clt,kan,JoneTh00,rec_long,0,,,,,
player,201010100clt,kan,JoneTh00,fumbles,0,,,,,
player,201010100clt,kan,JoneTh00,fumbles_lost,,,,,,
player,201010100clt,kan,McClDe00,pass_cmp,0,,,,,
player,201010100clt,kan,McClDe00,pass_att,0,,,,,
player,201010100clt,kan,McClDe00,pass_yds,0,,,,,
player,201010100clt,kan,McClDe00,pass_td,0,,,,,
player,201010100clt,kan,McClDe00,pass_int,0,,,,,
player,201010100clt,kan,McClDe00,pass_sacked,,,,,,
player,201010100clt,kan,McClDe00,pass_sacked_yds,,,,,,
player,201010100clt,kan,McClDe00,pass_long,0,,,,,
player,201010100clt,kan,McClDe00,pass_rating,,,,,,
player,201010100clt,kan,McClDe00,rush_att,1,,,,,
player,201010100clt,kan,McClDe00,rush_yds,3,,,,,
player,201010100clt,kan,McClDe00,rush_td,0,,,,,
player,201010100clt,kan,McClDe00,rush_long,3,,,,,
player,201010100clt,kan,McClDe00,targets,4,,,,,
player,201010100clt,kan,McClDe00,rec,2,,,,,
player,201010100clt,kan,McClDe00,rec_yds,15,,,,,
player,201010100clt,kan,McClDe00,rec_td,0,,,,,
player,201010100clt,kan,McClDe00,rec_long,8,,,,,
player,201010100clt,kan,McClDe00,fumbles,0,,,,,
player,201010100clt,kan,McClDe00,fumbles_lost,,,,,,
player,201010100clt,kan,CastTi20,pass_cmp,0,,,,,
player,201010100clt,kan,CastTi20,pass_att,0,,,,,
player,201010100clt,kan,CastTi20,pass_yds,0,,,,,
player,201010100clt,kan,CastTi20,pass_td,0,,,,,
player,201010100clt,kan,CastTi20,pass_int,0,,,,,
player,201010100clt,kan,CastTi20,pass_sacked,,,,,,
player,201010100clt,kan,CastTi20,pass_sacked_yds,,,,,,
player,201010100clt,kan,CastTi20,pass_long,0,,,,,
player,201010100clt,kan,CastTi20,pass_rating,,,,,,
player,201010100clt,kan,CastTi20,rush_att,1,,,,,
player,201010100clt,kan,CastTi20,rush_yds,3,,,,,
player,201010100clt,kan,CastTi20,rush_td,0,,,,,
player,201010100clt,kan,CastTi20,rush_long,3,,,,,
player,201010100clt,kan,CastTi20,targets,0,,,,,
player,201010100clt,kan,CastTi20,rec,0,,,,,
player,201010100clt,kan,CastTi20,rec_yds,0,,,,,
player,201010100clt,kan,CastTi20,rec_td,0,,,,,
player,201010100clt,kan,CastTi20,rec_long,0,,,,,
player,201010100clt,kan,CastTi20,fumbles,0,,,,,
player,201010100clt,kan,CastTi20,fumbles_lost,,,,,,
player,201010100clt,kan,MoeaTo00,pass_cmp,0,,,,,
player,201010100clt,kan,MoeaTo00,pass_att,0,,,,,
player,201010100clt,kan,MoeaTo00,pass_yds,0,,,,,
player,201010100clt,kan,MoeaTo00,pass_td,0,,,,,
player,201010100clt,kan,MoeaTo00,pass_int,0,,,,,
player,201010100clt,kan,MoeaTo00,pass_sacked,,,,,,
player,201010100clt,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201010100clt,kan,MoeaTo00,pass_long,0,,,,,
player,201010100clt,kan,MoeaTo00,pass_rating,,,,,,
player,201010100clt,kan,MoeaTo00,rush_att,0,,,,,
player,201010100clt,kan,MoeaTo00,rush_yds,0,,,,,
player,201010100clt,kan,MoeaTo00,rush_td,0,,,,,
player,201010100clt,kan,MoeaTo00,rush_long,0,,,,,
player,201010100clt,kan,MoeaTo00,targets,4,,,,,
player,201010100clt,kan,MoeaTo00,rec,4,,,,,
player,201010100clt,kan,MoeaTo00,rec_yds,50,,,,,
player,201010100clt,kan,MoeaTo00,rec_td,0,,,,,
player,201010100clt,kan,MoeaTo00,rec_long,27,,,,,
player,201010100clt,kan,MoeaTo00,fumbles,0,,,,,
player,201010100clt,kan,MoeaTo00,fumbles_lost,,,,,,
player,201010100clt,kan,BoweDw00,pass_cmp,0,,,,,
player,201010100clt,kan,BoweDw00,pass_att,0,,,,,
player,201010100clt,kan,BoweDw00,pass_yds,0,,,,,
player,201010100clt,kan,BoweDw00,pass_td,0,,,,,
player,201010100clt,kan,BoweDw00,pass_int,0,,,,,
player,201010100clt,kan,BoweDw00,pass_sacked,,,,,,
player,201010100clt,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201010100clt,kan,BoweDw00,pass_long,0,,,,,
player,201010100clt,kan,BoweDw00,pass_rating,,,,,,
player,201010100clt,kan,BoweDw00,rush_att,0,,,,,
player,201010100clt,kan,BoweDw00,rush_yds,0,,,,,
player,201010100clt,kan,BoweDw00,rush_td,0,,,,,
player,201010100clt,kan,BoweDw00,rush_long,0,,,,,
player,201010100clt,kan,BoweDw00,targets,8,,,,,
player,201010100clt,kan,BoweDw00,rec,2,,,,,
player,201010100clt,kan,BoweDw00,rec_yds,33,,,,,
player,201010100clt,kan,BoweDw00,rec_td,0,,,,,
player,201010100clt,kan,BoweDw00,rec_long,21,,,,,
player,201010100clt,kan,BoweDw00,fumbles,0,,,,,
player,201010100clt,kan,BoweDw00,fumbles_lost,,,,,,
player,201010100clt,kan,ChamCh00,pass_cmp,0,,,,,
player,201010100clt,kan,ChamCh00,pass_att,0,,,,,
player,201010100clt,kan,ChamCh00,pass_yds,0,,,,,
player,201010100clt,kan,ChamCh00,pass_td,0,,,,,
player,201010100clt,kan,ChamCh00,pass_int,0,,,,,
player,201010100clt,kan,ChamCh00,pass_sacked,,,,,,
player,201010100clt,kan,ChamCh00,pass_sacked_yds,,,,,,
player,201010100clt,kan,ChamCh00,pass_long,0,,,,,
player,201010100clt,kan,ChamCh00,pass_rating,,,,,,
player,201010100clt,kan,ChamCh00,rush_att,0,,,,,
player,201010100clt,kan,ChamCh00,rush_yds,0,,,,,
player,201010100clt,kan,ChamCh00,rush_td,0,,,,,
player,201010100clt,kan,ChamCh00,rush_long,0,,,,,
player,201010100clt,kan,ChamCh00,targets,3,,,,,
player,201010100clt,kan,ChamCh00,rec,2,,,,,
player,201010100clt,kan,ChamCh00,rec_yds,23,,,,,
player,201010100clt,kan,ChamCh00,rec_td,0,,,,,
player,201010100clt,kan,ChamCh00,rec_long,13,,,,,
player,201010100clt,kan,ChamCh00,fumbles,0,,,,,
player,201010100clt,kan,ChamCh00,fumbles_lost,,,,,,
player,201010100clt,kan,PopeLe00,pass_cmp,0,,,,,
player,201010100clt,kan,PopeLe00,pass_att,0,,,,,
player,201010100clt,kan,PopeLe00,pass_yds,0,,,,,
player,201010100clt,kan,PopeLe00,pass_td,0,,,,,
player,201010100clt,kan,PopeLe00,pass_int,0,,,,,
player,201010100clt,kan,PopeLe00,pass_sacked,,,,,,
player,201010100clt,kan,PopeLe00,pass_sacked_yds,,,,,,
player,201010100clt,kan,PopeLe00,pass_long,0,,,,,
player,201010100clt,kan,PopeLe00,pass_rating,,,,,,
player,201010100clt,kan,PopeLe00,rush_att,0,,,,,
player,201010100clt,kan,PopeLe00,rush_yds,0,,,,,
player,201010100clt,kan,PopeLe00,rush_td,0,,,,,
player,201010100clt,kan,PopeLe00,rush_long,0,,,,,
player,201010100clt,kan,PopeLe00,targets,1,,,,,
player,201010100clt,kan,PopeLe00,rec,1,,,,,
player,201010100clt,kan,PopeLe00,rec_yds,11,,,,,
player,201010100clt,kan,PopeLe00,rec_td,0,,,,,
player,201010100clt,kan,PopeLe00,rec_long,11,,,,,
player,201010100clt,kan,PopeLe00,fumbles,0,,,,,
player,201010100clt,kan,PopeLe00,fumbles_lost,,,,,,
player,201010100clt,kan,CoppTe00,pass_cmp,0,,,,,
player,201010100clt,kan,CoppTe00,pass_att,0,,,,,
player,201010100clt,kan,CoppTe00,pass_yds,0,,,,,
player,201010100clt,kan,CoppTe00,pass_td,0,,,,,
player,201010100clt,kan,CoppTe00,pass_int,0,,,,,
player,201010100clt,kan,CoppTe00,pass_sacked,,,,,,
player,201010100clt,kan,CoppTe00,pass_sacked_yds,,,,,,
player,201010100clt,kan,CoppTe00,pass_long,0,,,,,
player,201010100clt,kan,CoppTe00,pass_rating,,,,,,
player,201010100clt,kan,CoppTe00,rush_att,0,,,,,
player,201010100clt,kan,CoppTe00,rush_yds,0,,,,,
player,201010100clt,kan,CoppTe00,rush_td,0,,,,,
player,201010100clt,kan,CoppTe00,rush_long,0,,,,,
player,201010100clt,kan,CoppTe00,targets,3,,,,,
player,201010100clt,kan,CoppTe00,rec,2,,,,,
player,201010100clt,kan,CoppTe00,rec_yds,10,,,,,
player,201010100clt,kan,CoppTe00,rec_td,0,,,,,
player,201010100clt,kan,CoppTe00,rec_long,5,,,,,
player,201010100clt,kan,CoppTe00,fumbles,0,,,,,
player,201010100clt,kan,CoppTe00,fumbles_lost,,,,,,
player,201010100clt,clt,MannPe00,pass_cmp,26,,,,,
player,201010100clt,clt,MannPe00,pass_att,44,,,,,
player,201010100clt,clt,MannPe00,pass_yds,244,,,,,
player,201010100clt,clt,MannPe00,pass_td,0,,,,,
player,201010100clt,clt,MannPe00,pass_int,1,,,,,
player,201010100clt,clt,MannPe00,pass_sacked,1,,,,,
player,201010100clt,clt,MannPe00,pass_sacked_yds,0,,,,,
player,201010100clt,clt,MannPe00,pass_long,24,,,,,
player,201010100clt,clt,MannPe00,pass_rating,65.0,,,,,
player,201010100clt,clt,MannPe00,rush_att,3,,,,,
player,201010100clt,clt,MannPe00,rush_yds,-3,,,,,
player,201010100clt,clt,MannPe00,rush_td,0,,,,,
player,201010100clt,clt,MannPe00,rush_long,-1,,,,,
player,201010100clt,clt,MannPe00,targets,0,,,,,
player,201010100clt,clt,MannPe00,rec,0,,,,,
player,201010100clt,clt,MannPe00,rec_yds,0,,,,,
player,201010100clt,clt,MannPe00,rec_td,0,,,,,
player,201010100clt,clt,MannPe00,rec_long,0,,,,,
player,201010100clt,clt,MannPe00,fumbles,1,,,,,
player,201010100clt,clt,MannPe00,fumbles_lost,0,,,,,
player,201010100clt,clt,AddaJo00,pass_cmp,0,,,,,
player,201010100clt,clt,AddaJo00,pass_att,0,,,,,
player,201010100clt,clt,AddaJo00,pass_yds,0,,,,,
player,201010100clt,clt,AddaJo00,pass_td,0,,,,,
player,201010100clt,clt,AddaJo00,pass_int,0,,,,,
player,201010100clt,clt,AddaJo00,pass_sacked,,,,,,
player,201010100clt,clt,AddaJo00,pass_sacked_yds,,,,,,
player,201010100clt,clt,AddaJo00,pass_long,0,,,,,
player,201010100clt,clt,AddaJo00,pass_rating,,,,,,
player,201010100clt,clt,AddaJo00,rush_att,17,,,,,
player,201010100clt,clt,AddaJo00,rush_yds,50,,,,,
player,201010100clt,clt,AddaJo00,rush_td,0,,,,,
player,201010100clt,clt,AddaJo00,rush_long,11,,,,,
player,201010100clt,clt,AddaJo00,targets,6,,,,,
player,201010100clt,clt,AddaJo00,rec,5,,,,,
player,201010100clt,clt,AddaJo00,rec_yds,39,,,,,
player,201010100clt,clt,AddaJo00,rec_td,0,,,,,
player,201010100clt,clt,AddaJo00,rec_long,15,,,,,
player,201010100clt,clt,AddaJo00,fumbles,0,,,,,
player,201010100clt,clt,AddaJo00,fumbles_lost,,,,,,
player,201010100clt,clt,HartMi00,pass_cmp,0,,,,,
player,201010100clt,clt,HartMi00,pass_att,0,,,,,
player,201010100clt,clt,HartMi00,pass_yds,0,,,,,
player,201010100clt,clt,HartMi00,pass_td,0,,,,,
player,201010100clt,clt,HartMi00,pass_int,0,,,,,
player,201010100clt,clt,HartMi00,pass_sacked,,,,,,
player,201010100clt,clt,HartMi00,pass_sacked_yds,,,,,,
player,201010100clt,clt,HartMi00,pass_long,0,,,,,
player,201010100clt,clt,HartMi00,pass_rating,,,,,,
player,201010100clt,clt,HartMi00,rush_att,11,,,,,
player,201010100clt,clt,HartMi00,rush_yds,50,,,,,
player,201010100clt,clt,HartMi00,rush_td,1,,,,,
player,201010100clt,clt,HartMi00,rush_long,11,,,,,
player,201010100clt,clt,HartMi00,targets,1,,,,,
player,201010100clt,clt,HartMi00,rec,1,,,,,
player,201010100clt,clt,HartMi00,rec_yds,5,,,,,
player,201010100clt,clt,HartMi00,rec_td,0,,,,,
player,201010100clt,clt,HartMi00,rec_long,5,,,,,
player,201010100clt,clt,HartMi00,fumbles,0,,,,,
player,201010100clt,clt,HartMi00,fumbles_lost,,,,,,
player,201010100clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201010100clt,clt,WaynRe00,pass_att,0,,,,,
player,201010100clt,clt,WaynRe00,pass_yds,0,,,,,
player,201010100clt,clt,WaynRe00,pass_td,0,,,,,
player,201010100clt,clt,WaynRe00,pass_int,0,,,,,
player,201010100clt,clt,WaynRe00,pass_sacked,,,,,,
player,201010100clt,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201010100clt,clt,WaynRe00,pass_long,0,,,,,
player,201010100clt,clt,WaynRe00,pass_rating,,,,,,
player,201010100clt,clt,WaynRe00,rush_att,0,,,,,
player,201010100clt,clt,WaynRe00,rush_yds,0,,,,,
player,201010100clt,clt,WaynRe00,rush_td,0,,,,,
player,201010100clt,clt,WaynRe00,rush_long,0,,,,,
player,201010100clt,clt,WaynRe00,targets,11,,,,,
player,201010100clt,clt,WaynRe00,rec,6,,,,,
player,201010100clt,clt,WaynRe00,rec_yds,75,,,,,
player,201010100clt,clt,WaynRe00,rec_td,0,,,,,
player,201010100clt,clt,WaynRe00,rec_long,24,,,,,
player,201010100clt,clt,WaynRe00,fumbles,0,,,,,
player,201010100clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201010100clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201010100clt,clt,GarcPi00,pass_att,0,,,,,
player,201010100clt,clt,GarcPi00,pass_yds,0,,,,,
player,201010100clt,clt,GarcPi00,pass_td,0,,,,,
player,201010100clt,clt,GarcPi00,pass_int,0,,,,,
player,201010100clt,clt,GarcPi00,pass_sacked,,,,,,
player,201010100clt,clt,GarcPi00,pass_sacked_yds,,,,,,
player,201010100clt,clt,GarcPi00,pass_long,0,,,,,
player,201010100clt,clt,GarcPi00,pass_rating,,,,,,
player,201010100clt,clt,GarcPi00,rush_att,0,,,,,
player,201010100clt,clt,GarcPi00,rush_yds,0,,,,,
player,201010100clt,clt,GarcPi00,rush_td,0,,,,,
player,201010100clt,clt,GarcPi00,rush_long,0,,,,,
player,201010100clt,clt,GarcPi00,targets,14,,,,,
player,201010100clt,clt,GarcPi00,rec,6,,,,,
player,201010100clt,clt,GarcPi00,rec_yds,57,,,,,
player,201010100clt,clt,GarcPi00,rec_td,0,,,,,
player,201010100clt,clt,GarcPi00,rec_long,17,,,,,
player,201010100clt,clt,GarcPi00,fumbles,0,,,,,
player,201010100clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201010100clt,clt,CollAu00,pass_cmp,0,,,,,
player,201010100clt,clt,CollAu00,pass_att,0,,,,,
player,201010100clt,clt,CollAu00,pass_yds,0,,,,,
player,201010100clt,clt,CollAu00,pass_td,0,,,,,
player,201010100clt,clt,CollAu00,pass_int,0,,,,,
player,201010100clt,clt,CollAu00,pass_sacked,,,,,,
player,201010100clt,clt,CollAu00,pass_sacked_yds,,,,,,
player,201010100clt,clt,CollAu00,pass_long,0,,,,,
player,201010100clt,clt,CollAu00,pass_rating,,,,,,
player,201010100clt,clt,CollAu00,rush_att,0,,,,,
player,201010100clt,clt,CollAu00,rush_yds,0,,,,,
player,201010100clt,clt,CollAu00,rush_td,0,,,,,
player,201010100clt,clt,CollAu00,rush_long,0,,,,,
player,201010100clt,clt,CollAu00,targets,6,,,,,
player,201010100clt,clt,CollAu00,rec,5,,,,,
player,201010100clt,clt,CollAu00,rec_yds,48,,,,,
player,201010100clt,clt,CollAu00,rec_td,0,,,,,
player,201010100clt,clt,CollAu00,rec_long,19,,,,,
player,201010100clt,clt,CollAu00,fumbles,0,,,,,
player,201010100clt,clt,CollAu00,fumbles_lost,,,,,,
player,201010100clt,clt,ClarDa00,pass_cmp,0,,,,,
player,201010100clt,clt,ClarDa00,pass_att,0,,,,,
player,201010100clt,clt,ClarDa00,pass_yds,0,,,,,
player,201010100clt,clt,ClarDa00,pass_td,0,,,,,
player,201010100clt,clt,ClarDa00,pass_int,0,,,,,
player,201010100clt,clt,ClarDa00,pass_sacked,,,,,,
player,201010100clt,clt,ClarDa00,pass_sacked_yds,,,,,,
player,201010100clt,clt,ClarDa00,pass_long,0,,,,,
player,201010100clt,clt,ClarDa00,pass_rating,,,,,,
player,201010100clt,clt,ClarDa00,rush_att,0,,,,,
player,201010100clt,clt,ClarDa00,rush_yds,0,,,,,
player,201010100clt,clt,ClarDa00,rush_td,0,,,,,
player,201010100clt,clt,ClarDa00,rush_long,0,,,,,
player,201010100clt,clt,ClarDa00,targets,6,,,,,
player,201010100clt,clt,ClarDa00,rec,3,,,,,
player,201010100clt,clt,ClarDa00,rec_yds,20,,,,,
player,201010100clt,clt,ClarDa00,rec_td,0,,,,,
player,201010100clt,clt,ClarDa00,rec_long,9,,,,,
player,201010100clt,clt,ClarDa00,fumbles,0,,,,,
player,201010100clt,clt,ClarDa00,fumbles_lost,,,,,,
player,201010100clt,kan,McGrJo21,def_int,1,,,,,
player,201010100clt,kan,McGrJo21,def_int_yds,4,,,,,
player,201010100clt,kan,McGrJo21,def_int_td,0,,,,,
player,201010100clt,kan,McGrJo21,def_int_long,4,,,,,
player,201010100clt,kan,McGrJo21,pass_defended,1,,,,,
player,201010100clt,kan,McGrJo21,sacks,0.0,,,,,
player,201010100clt,kan,McGrJo21,tackles_combined,6,,,,,
player,201010100clt,kan,McGrJo21,tackles_solo,3,,,,,
player,201010100clt,kan,McGrJo21,tackles_assists,3,,,,,
player,201010100clt,kan,McGrJo21,tackles_loss,0,,,,,
player,201010100clt,kan,McGrJo21,qb_hits,0,,,,,
player,201010100clt,kan,McGrJo21,fumbles_rec,0,,,,,
player,201010100clt,kan,McGrJo21,fumbles_rec_yds,0,,,,,
player,201010100clt,kan,McGrJo21,fumbles_rec_td,0,,,,,
player,201010100clt,kan,McGrJo21,fumbles_forced,0,,,,,
player,201010100clt,kan,HaliTa20,def_int,0,,,,,
player,201010100clt,kan,HaliTa20,def_int_yds,0,,,,,
player,201010100clt,kan,HaliTa20,def_int_td,0,,,,,
player,201010100clt,kan,HaliTa20,def_int_long,0,,,,,
player,201010100clt,kan,HaliTa20,pass_defended,1,,,,,
player,201010100clt,kan,HaliTa20,sacks,1.0,,,,,
player,201010100clt,kan,HaliTa20,tackles_combined,6,,,,,
player,201010100clt,kan,HaliTa20,tackles_solo,5,,,,,
player,201010100clt,kan,HaliTa20,tackles_assists,1,,,,,
player,201010100clt,kan,HaliTa20,tackles_loss,0,,,,,
player,201010100clt,kan,HaliTa20,qb_hits,2,,,,,
player,201010100clt,kan,HaliTa20,fumbles_rec,0,,,,,
player,201010100clt,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201010100clt,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201010100clt,kan,HaliTa20,fumbles_forced,1,,,,,
player,201010100clt,kan,JohnDe25,def_int,0,,,,,
player,201010100clt,kan,JohnDe25,def_int_yds,0,,,,,
player,201010100clt,kan,JohnDe25,def_int_td,0,,,,,
player,201010100clt,kan,JohnDe25,def_int_long,0,,,,,
player,201010100clt,kan,JohnDe25,pass_defended,1,,,,,
player,201010100clt,kan,JohnDe25,sacks,0.0,,,,,
player,201010100clt,kan,JohnDe25,tackles_combined,9,,,,,
player,201010100clt,kan,JohnDe25,tackles_solo,7,,,,,
player,201010100clt,kan,JohnDe25,tackles_assists,2,,,,,
player,201010100clt,kan,JohnDe25,tackles_loss,2,,,,,
player,201010100clt,kan,JohnDe25,qb_hits,0,,,,,
player,201010100clt,kan,JohnDe25,fumbles_rec,0,,,,,
player,201010100clt,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201010100clt,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201010100clt,kan,JohnDe25,fumbles_forced,0,,,,,
player,201010100clt,kan,CarrBr99,def_int,0,,,,,
player,201010100clt,kan,CarrBr99,def_int_yds,0,,,,,
player,201010100clt,kan,CarrBr99,def_int_td,0,,,,,
player,201010100clt,kan,CarrBr99,def_int_long,0,,,,,
player,201010100clt,kan,CarrBr99,pass_defended,1,,,,,
player,201010100clt,kan,CarrBr99,sacks,0.0,,,,,
player,201010100clt,kan,CarrBr99,tackles_combined,8,,,,,
player,201010100clt,kan,CarrBr99,tackles_solo,7,,,,,
player,201010100clt,kan,CarrBr99,tackles_assists,1,,,,,
player,201010100clt,kan,CarrBr99,tackles_loss,0,,,,,
player,201010100clt,kan,CarrBr99,qb_hits,0,,,,,
player,201010100clt,kan,CarrBr99,fumbles_rec,0,,,,,
player,201010100clt,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201010100clt,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201010100clt,kan,CarrBr99,fumbles_forced,0,,,,,
player,201010100clt,kan,DorsGl99,def_int,0,,,,,
player,201010100clt,kan,DorsGl99,def_int_yds,0,,,,,
player,201010100clt,kan,DorsGl99,def_int_td,0,,,,,
player,201010100clt,kan,DorsGl99,def_int_long,0,,,,,
player,201010100clt,kan,DorsGl99,pass_defended,0,,,,,
player,201010100clt,kan,DorsGl99,sacks,0.0,,,,,
player,201010100clt,kan,DorsGl99,tackles_combined,6,,,,,
player,201010100clt,kan,DorsGl99,tackles_solo,5,,,,,
player,201010100clt,kan,DorsGl99,tackles_assists,1,,,,,
player,201010100clt,kan,DorsGl99,tackles_loss,1,,,,,
player,201010100clt,kan,DorsGl99,qb_hits,0,,,,,
player,201010100clt,kan,DorsGl99,fumbles_rec,0,,,,,
player,201010100clt,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201010100clt,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201010100clt,kan,DorsGl99,fumbles_forced,0,,,,,
player,201010100clt,kan,FlowBr99,def_int,0,,,,,
player,201010100clt,kan,FlowBr99,def_int_yds,0,,,,,
player,201010100clt,kan,FlowBr99,def_int_td,0,,,,,
player,201010100clt,kan,FlowBr99,def_int_long,0,,,,,
player,201010100clt,kan,FlowBr99,pass_defended,1,,,,,
player,201010100clt,kan,FlowBr99,sacks,0.0,,,,,
player,201010100clt,kan,FlowBr99,tackles_combined,6,,,,,
player,201010100clt,kan,FlowBr99,tackles_solo,3,,,,,
player,201010100clt,kan,FlowBr99,tackles_assists,3,,,,,
player,201010100clt,kan,FlowBr99,tackles_loss,0,,,,,
player,201010100clt,kan,FlowBr99,qb_hits,0,,,,,
player,201010100clt,kan,FlowBr99,fumbles_rec,0,,,,,
player,201010100clt,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201010100clt,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201010100clt,kan,FlowBr99,fumbles_forced,0,,,,,
player,201010100clt,kan,LewiKe00,def_int,0,,,,,
