game,2010,5,20101010,201010100cin,tam,"Tampa Bay Buccaneers",24,cin,"Cincinnati Bengals",21
player,201010100cin,tam,PiscSa99,def_int,1,,,,,
player,201010100cin,tam,PiscSa99,def_int_yds,31,,,,,
player,201010100cin,tam,PiscSa99,def_int_td,0,,,,,
player,201010100cin,tam,PiscSa99,def_int_long,31,,,,,
player,201010100cin,tam,PiscSa99,pass_defended,1,,,,,
player,201010100cin,tam,PiscSa99,sacks,0.0,,,,,
player,201010100cin,tam,PiscSa99,tackles_combined,7,,,,,
player,201010100cin,tam,PiscSa99,tackles_solo,7,,,,,
player,201010100cin,tam,PiscSa99,tackles_assists,0,,,,,
player,201010100cin,tam,PiscSa99,tackles_loss,0,,,,,
player,201010100cin,tam,PiscSa99,qb_hits,0,,,,,
player,201010100cin,tam,PiscSa99,fumbles_rec,0,,,,,
player,201010100cin,tam,PiscSa99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,PiscSa99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,PiscSa99,fumbles_forced,0,,,,,
player,201010100cin,tam,TaliAq99,def_int,1,,,,,
player,201010100cin,tam,TaliAq99,def_int_yds,0,,,,,
player,201010100cin,tam,TaliAq99,def_int_td,0,,,,,
player,201010100cin,tam,TaliAq99,def_int_long,0,,,,,
player,201010100cin,tam,TaliAq99,pass_defended,1,,,,,
player,201010100cin,tam,TaliAq99,sacks,0.0,,,,,
player,201010100cin,tam,TaliAq99,tackles_combined,6,,,,,
player,201010100cin,tam,TaliAq99,tackles_solo,6,,,,,
player,201010100cin,tam,TaliAq99,tackles_assists,0,,,,,
player,201010100cin,tam,TaliAq99,tackles_loss,0,,,,,
player,201010100cin,tam,TaliAq99,qb_hits,0,,,,,
player,201010100cin,tam,TaliAq99,fumbles_rec,0,,,,,
player,201010100cin,tam,TaliAq99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,TaliAq99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,TaliAq99,fumbles_forced,0,,,,,
player,201010100cin,tam,BarbRo00,def_int,0,,,,,
player,201010100cin,tam,BarbRo00,def_int_yds,0,,,,,
player,201010100cin,tam,BarbRo00,def_int_td,0,,,,,
player,201010100cin,tam,BarbRo00,def_int_long,0,,,,,
player,201010100cin,tam,BarbRo00,pass_defended,0,,,,,
player,201010100cin,tam,BarbRo00,sacks,0.0,,,,,
player,201010100cin,tam,BarbRo00,tackles_combined,5,,,,,
player,201010100cin,tam,BarbRo00,tackles_solo,4,,,,,
player,201010100cin,tam,BarbRo00,tackles_assists,1,,,,,
player,201010100cin,tam,BarbRo00,tackles_loss,0,,,,,
player,201010100cin,tam,BarbRo00,qb_hits,0,,,,,
player,201010100cin,tam,BarbRo00,fumbles_rec,0,,,,,
player,201010100cin,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201010100cin,tam,BarbRo00,fumbles_forced,0,,,,,
player,201010100cin,tam,MoorKy99,def_int,0,,,,,
player,201010100cin,tam,MoorKy99,def_int_yds,0,,,,,
player,201010100cin,tam,MoorKy99,def_int_td,0,,,,,
player,201010100cin,tam,MoorKy99,def_int_long,0,,,,,
player,201010100cin,tam,MoorKy99,pass_defended,0,,,,,
player,201010100cin,tam,MoorKy99,sacks,0.0,,,,,
player,201010100cin,tam,MoorKy99,tackles_combined,5,,,,,
player,201010100cin,tam,MoorKy99,tackles_solo,3,,,,,
player,201010100cin,tam,MoorKy99,tackles_assists,2,,,,,
player,201010100cin,tam,MoorKy99,tackles_loss,0,,,,,
player,201010100cin,tam,MoorKy99,qb_hits,0,,,,,
player,201010100cin,tam,MoorKy99,fumbles_rec,0,,,,,
player,201010100cin,tam,MoorKy99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,MoorKy99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,MoorKy99,fumbles_forced,0,,,,,
player,201010100cin,tam,RuudBa20,def_int,0,,,,,
player,201010100cin,tam,RuudBa20,def_int_yds,0,,,,,
player,201010100cin,tam,RuudBa20,def_int_td,0,,,,,
player,201010100cin,tam,RuudBa20,def_int_long,0,,,,,
player,201010100cin,tam,RuudBa20,pass_defended,0,,,,,
player,201010100cin,tam,RuudBa20,sacks,0.0,,,,,
player,201010100cin,tam,RuudBa20,tackles_combined,5,,,,,
player,201010100cin,tam,RuudBa20,tackles_solo,3,,,,,
player,201010100cin,tam,RuudBa20,tackles_assists,2,,,,,
player,201010100cin,tam,RuudBa20,tackles_loss,0,,,,,
player,201010100cin,tam,RuudBa20,qb_hits,0,,,,,
player,201010100cin,tam,RuudBa20,fumbles_rec,0,,,,,
player,201010100cin,tam,RuudBa20,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,RuudBa20,fumbles_rec_td,0,,,,,
player,201010100cin,tam,RuudBa20,fumbles_forced,0,,,,,
player,201010100cin,tam,BlacQu99,def_int,0,,,,,
player,201010100cin,tam,BlacQu99,def_int_yds,0,,,,,
player,201010100cin,tam,BlacQu99,def_int_td,0,,,,,
player,201010100cin,tam,BlacQu99,def_int_long,0,,,,,
player,201010100cin,tam,BlacQu99,pass_defended,1,,,,,
player,201010100cin,tam,BlacQu99,sacks,0.0,,,,,
player,201010100cin,tam,BlacQu99,tackles_combined,3,,,,,
player,201010100cin,tam,BlacQu99,tackles_solo,2,,,,,
player,201010100cin,tam,BlacQu99,tackles_assists,1,,,,,
player,201010100cin,tam,BlacQu99,tackles_loss,1,,,,,
player,201010100cin,tam,BlacQu99,qb_hits,0,,,,,
player,201010100cin,tam,BlacQu99,fumbles_rec,0,,,,,
player,201010100cin,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,BlacQu99,fumbles_forced,0,,,,,
player,201010100cin,tam,HayeGe98,def_int,0,,,,,
player,201010100cin,tam,HayeGe98,def_int_yds,0,,,,,
player,201010100cin,tam,HayeGe98,def_int_td,0,,,,,
player,201010100cin,tam,HayeGe98,def_int_long,0,,,,,
player,201010100cin,tam,HayeGe98,pass_defended,0,,,,,
player,201010100cin,tam,HayeGe98,sacks,0.0,,,,,
player,201010100cin,tam,HayeGe98,tackles_combined,3,,,,,
player,201010100cin,tam,HayeGe98,tackles_solo,3,,,,,
player,201010100cin,tam,HayeGe98,tackles_assists,0,,,,,
player,201010100cin,tam,HayeGe98,tackles_loss,1,,,,,
player,201010100cin,tam,HayeGe98,qb_hits,0,,,,,
player,201010100cin,tam,HayeGe98,fumbles_rec,0,,,,,
player,201010100cin,tam,HayeGe98,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,HayeGe98,fumbles_rec_td,0,,,,,
player,201010100cin,tam,HayeGe98,fumbles_forced,0,,,,,
player,201010100cin,tam,BennAr00,def_int,0,,,,,
player,201010100cin,tam,BennAr00,def_int_yds,0,,,,,
player,201010100cin,tam,BennAr00,def_int_td,0,,,,,
player,201010100cin,tam,BennAr00,def_int_long,0,,,,,
player,201010100cin,tam,BennAr00,pass_defended,0,,,,,
player,201010100cin,tam,BennAr00,sacks,0.0,,,,,
player,201010100cin,tam,BennAr00,tackles_combined,2,,,,,
player,201010100cin,tam,BennAr00,tackles_solo,2,,,,,
player,201010100cin,tam,BennAr00,tackles_assists,0,,,,,
player,201010100cin,tam,BennAr00,tackles_loss,0,,,,,
player,201010100cin,tam,BennAr00,qb_hits,0,,,,,
player,201010100cin,tam,BennAr00,fumbles_rec,0,,,,,
player,201010100cin,tam,BennAr00,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,BennAr00,fumbles_rec_td,0,,,,,
player,201010100cin,tam,BennAr00,fumbles_forced,0,,,,,
player,201010100cin,tam,BiggE.99,def_int,0,,,,,
player,201010100cin,tam,BiggE.99,def_int_yds,0,,,,,
player,201010100cin,tam,BiggE.99,def_int_td,0,,,,,
player,201010100cin,tam,BiggE.99,def_int_long,0,,,,,
player,201010100cin,tam,BiggE.99,pass_defended,2,,,,,
player,201010100cin,tam,BiggE.99,sacks,0.0,,,,,
player,201010100cin,tam,BiggE.99,tackles_combined,2,,,,,
player,201010100cin,tam,BiggE.99,tackles_solo,2,,,,,
player,201010100cin,tam,BiggE.99,tackles_assists,0,,,,,
player,201010100cin,tam,BiggE.99,tackles_loss,0,,,,,
player,201010100cin,tam,BiggE.99,qb_hits,0,,,,,
player,201010100cin,tam,BiggE.99,fumbles_rec,0,,,,,
player,201010100cin,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,BiggE.99,fumbles_forced,0,,,,,
player,201010100cin,tam,MillRo99,def_int,0,,,,,
player,201010100cin,tam,MillRo99,def_int_yds,0,,,,,
player,201010100cin,tam,MillRo99,def_int_td,0,,,,,
player,201010100cin,tam,MillRo99,def_int_long,0,,,,,
player,201010100cin,tam,MillRo99,pass_defended,0,,,,,
player,201010100cin,tam,MillRo99,sacks,0.0,,,,,
player,201010100cin,tam,MillRo99,tackles_combined,2,,,,,
player,201010100cin,tam,MillRo99,tackles_solo,1,,,,,
player,201010100cin,tam,MillRo99,tackles_assists,1,,,,,
player,201010100cin,tam,MillRo99,tackles_loss,0,,,,,
player,201010100cin,tam,MillRo99,qb_hits,0,,,,,
player,201010100cin,tam,MillRo99,fumbles_rec,0,,,,,
player,201010100cin,tam,MillRo99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,MillRo99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,MillRo99,fumbles_forced,0,,,,,
player,201010100cin,tam,WatsDe99,def_int,0,,,,,
player,201010100cin,tam,WatsDe99,def_int_yds,0,,,,,
player,201010100cin,tam,WatsDe99,def_int_td,0,,,,,
player,201010100cin,tam,WatsDe99,def_int_long,0,,,,,
player,201010100cin,tam,WatsDe99,pass_defended,0,,,,,
player,201010100cin,tam,WatsDe99,sacks,0.0,,,,,
player,201010100cin,tam,WatsDe99,tackles_combined,2,,,,,
player,201010100cin,tam,WatsDe99,tackles_solo,1,,,,,
player,201010100cin,tam,WatsDe99,tackles_assists,1,,,,,
player,201010100cin,tam,WatsDe99,tackles_loss,0,,,,,
player,201010100cin,tam,WatsDe99,qb_hits,0,,,,,
player,201010100cin,tam,WatsDe99,fumbles_rec,0,,,,,
player,201010100cin,tam,WatsDe99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,WatsDe99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,WatsDe99,fumbles_forced,0,,,,,
player,201010100cin,tam,CrowTi99,def_int,0,,,,,
player,201010100cin,tam,CrowTi99,def_int_yds,0,,,,,
player,201010100cin,tam,CrowTi99,def_int_td,0,,,,,
player,201010100cin,tam,CrowTi99,def_int_long,0,,,,,
player,201010100cin,tam,CrowTi99,pass_defended,0,,,,,
player,201010100cin,tam,CrowTi99,sacks,0.0,,,,,
player,201010100cin,tam,CrowTi99,tackles_combined,1,,,,,
player,201010100cin,tam,CrowTi99,tackles_solo,1,,,,,
player,201010100cin,tam,CrowTi99,tackles_assists,0,,,,,
player,201010100cin,tam,CrowTi99,tackles_loss,0,,,,,
player,201010100cin,tam,CrowTi99,qb_hits,1,,,,,
player,201010100cin,tam,CrowTi99,fumbles_rec,0,,,,,
player,201010100cin,tam,CrowTi99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,CrowTi99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,CrowTi99,fumbles_forced,0,,,,,
player,201010100cin,tam,HaywAd98,def_int,0,,,,,
player,201010100cin,tam,HaywAd98,def_int_yds,0,,,,,
player,201010100cin,tam,HaywAd98,def_int_td,0,,,,,
player,201010100cin,tam,HaywAd98,def_int_long,0,,,,,
player,201010100cin,tam,HaywAd98,pass_defended,0,,,,,
player,201010100cin,tam,HaywAd98,sacks,0.0,,,,,
player,201010100cin,tam,HaywAd98,tackles_combined,1,,,,,
player,201010100cin,tam,HaywAd98,tackles_solo,0,,,,,
player,201010100cin,tam,HaywAd98,tackles_assists,1,,,,,
player,201010100cin,tam,HaywAd98,tackles_loss,0,,,,,
player,201010100cin,tam,HaywAd98,qb_hits,0,,,,,
player,201010100cin,tam,HaywAd98,fumbles_rec,0,,,,,
player,201010100cin,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201010100cin,tam,HaywAd98,fumbles_forced,0,,,,,
player,201010100cin,tam,LyncCo99,def_int,0,,,,,
player,201010100cin,tam,LyncCo99,def_int_yds,0,,,,,
player,201010100cin,tam,LyncCo99,def_int_td,0,,,,,
player,201010100cin,tam,LyncCo99,def_int_long,0,,,,,
player,201010100cin,tam,LyncCo99,pass_defended,0,,,,,
player,201010100cin,tam,LyncCo99,sacks,0.0,,,,,
player,201010100cin,tam,LyncCo99,tackles_combined,1,,,,,
player,201010100cin,tam,LyncCo99,tackles_solo,0,,,,,
player,201010100cin,tam,LyncCo99,tackles_assists,1,,,,,
player,201010100cin,tam,LyncCo99,tackles_loss,0,,,,,
player,201010100cin,tam,LyncCo99,qb_hits,0,,,,,
player,201010100cin,tam,LyncCo99,fumbles_rec,0,,,,,
player,201010100cin,tam,LyncCo99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,LyncCo99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,LyncCo99,fumbles_forced,0,,,,,
player,201010100cin,tam,WhitGr99,def_int,0,,,,,
player,201010100cin,tam,WhitGr99,def_int_yds,0,,,,,
player,201010100cin,tam,WhitGr99,def_int_td,0,,,,,
player,201010100cin,tam,WhitGr99,def_int_long,0,,,,,
player,201010100cin,tam,WhitGr99,pass_defended,0,,,,,
player,201010100cin,tam,WhitGr99,sacks,0.0,,,,,
player,201010100cin,tam,WhitGr99,tackles_combined,1,,,,,
player,201010100cin,tam,WhitGr99,tackles_solo,1,,,,,
player,201010100cin,tam,WhitGr99,tackles_assists,0,,,,,
player,201010100cin,tam,WhitGr99,tackles_loss,,,,,,
player,201010100cin,tam,WhitGr99,qb_hits,,,,,,
player,201010100cin,tam,WhitGr99,fumbles_rec,0,,,,,
player,201010100cin,tam,WhitGr99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,WhitGr99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,WhitGr99,fumbles_forced,0,,,,,
player,201010100cin,tam,GrahEa00,def_int,0,,,,,
player,201010100cin,tam,GrahEa00,def_int_yds,0,,,,,
player,201010100cin,tam,GrahEa00,def_int_td,0,,,,,
player,201010100cin,tam,GrahEa00,def_int_long,0,,,,,
player,201010100cin,tam,GrahEa00,pass_defended,0,,,,,
player,201010100cin,tam,GrahEa00,sacks,0.0,,,,,
player,201010100cin,tam,GrahEa00,tackles_combined,0,,,,,
player,201010100cin,tam,GrahEa00,tackles_solo,0,,,,,
player,201010100cin,tam,GrahEa00,tackles_assists,0,,,,,
player,201010100cin,tam,GrahEa00,tackles_loss,0,,,,,
player,201010100cin,tam,GrahEa00,qb_hits,0,,,,,
player,201010100cin,tam,GrahEa00,fumbles_rec,1,,,,,
player,201010100cin,tam,GrahEa00,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,GrahEa00,fumbles_rec_td,0,,,,,
player,201010100cin,tam,GrahEa00,fumbles_forced,0,,,,,
player,201010100cin,tam,McCoGe99,def_int,0,,,,,
player,201010100cin,tam,McCoGe99,def_int_yds,0,,,,,
player,201010100cin,tam,McCoGe99,def_int_td,0,,,,,
player,201010100cin,tam,McCoGe99,def_int_long,0,,,,,
player,201010100cin,tam,McCoGe99,pass_defended,1,,,,,
player,201010100cin,tam,McCoGe99,sacks,0.0,,,,,
player,201010100cin,tam,McCoGe99,tackles_combined,0,,,,,
player,201010100cin,tam,McCoGe99,tackles_solo,0,,,,,
player,201010100cin,tam,McCoGe99,tackles_assists,0,,,,,
player,201010100cin,tam,McCoGe99,tackles_loss,0,,,,,
player,201010100cin,tam,McCoGe99,qb_hits,2,,,,,
player,201010100cin,tam,McCoGe99,fumbles_rec,0,,,,,
player,201010100cin,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,McCoGe99,fumbles_forced,0,,,,,
player,201010100cin,tam,PricBr99,def_int,0,,,,,
player,201010100cin,tam,PricBr99,def_int_yds,0,,,,,
player,201010100cin,tam,PricBr99,def_int_td,0,,,,,
player,201010100cin,tam,PricBr99,def_int_long,0,,,,,
player,201010100cin,tam,PricBr99,pass_defended,0,,,,,
player,201010100cin,tam,PricBr99,sacks,0.0,,,,,
player,201010100cin,tam,PricBr99,tackles_combined,0,,,,,
player,201010100cin,tam,PricBr99,tackles_solo,0,,,,,
player,201010100cin,tam,PricBr99,tackles_assists,0,,,,,
player,201010100cin,tam,PricBr99,tackles_loss,0,,,,,
player,201010100cin,tam,PricBr99,qb_hits,1,,,,,
player,201010100cin,tam,PricBr99,fumbles_rec,0,,,,,
player,201010100cin,tam,PricBr99,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,PricBr99,fumbles_rec_td,0,,,,,
player,201010100cin,tam,PricBr99,fumbles_forced,0,,,,,
player,201010100cin,tam,VincKe20,def_int,0,,,,,
player,201010100cin,tam,VincKe20,def_int_yds,0,,,,,
player,201010100cin,tam,VincKe20,def_int_td,0,,,,,
player,201010100cin,tam,VincKe20,def_int_long,0,,,,,
player,201010100cin,tam,VincKe20,pass_defended,0,,,,,
player,201010100cin,tam,VincKe20,sacks,0.0,,,,,
player,201010100cin,tam,VincKe20,tackles_combined,0,,,,,
player,201010100cin,tam,VincKe20,tackles_solo,0,,,,,
player,201010100cin,tam,VincKe20,tackles_assists,0,,,,,
player,201010100cin,tam,VincKe20,tackles_loss,,,,,,
player,201010100cin,tam,VincKe20,qb_hits,,,,,,
player,201010100cin,tam,VincKe20,fumbles_rec,1,,,,,
player,201010100cin,tam,VincKe20,fumbles_rec_yds,0,,,,,
player,201010100cin,tam,VincKe20,fumbles_rec_td,0,,,,,
player,201010100cin,tam,VincKe20,fumbles_forced,0,,,,,
player,201010100cin,cin,JoseJo20,def_int,1,,,,,
player,201010100cin,cin,JoseJo20,def_int_yds,11,,,,,
player,201010100cin,cin,JoseJo20,def_int_td,0,,,,,
player,201010100cin,cin,JoseJo20,def_int_long,11,,,,,
player,201010100cin,cin,JoseJo20,pass_defended,2,,,,,
player,201010100cin,cin,JoseJo20,sacks,0.0,,,,,
player,201010100cin,cin,JoseJo20,tackles_combined,2,,,,,
player,201010100cin,cin,JoseJo20,tackles_solo,1,,,,,
player,201010100cin,cin,JoseJo20,tackles_assists,1,,,,,
player,201010100cin,cin,JoseJo20,tackles_loss,0,,,,,
player,201010100cin,cin,JoseJo20,qb_hits,0,,,,,
player,201010100cin,cin,JoseJo20,fumbles_rec,0,,,,,
player,201010100cin,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201010100cin,cin,JoseJo20,fumbles_forced,0,,,,,
player,201010100cin,cin,CrocCh20,def_int,0,,,,,
player,201010100cin,cin,CrocCh20,def_int_yds,0,,,,,
player,201010100cin,cin,CrocCh20,def_int_td,0,,,,,
player,201010100cin,cin,CrocCh20,def_int_long,0,,,,,
player,201010100cin,cin,CrocCh20,pass_defended,0,,,,,
player,201010100cin,cin,CrocCh20,sacks,2.0,,,,,
player,201010100cin,cin,CrocCh20,tackles_combined,10,,,,,
player,201010100cin,cin,CrocCh20,tackles_solo,9,,,,,
player,201010100cin,cin,CrocCh20,tackles_assists,1,,,,,
player,201010100cin,cin,CrocCh20,tackles_loss,1,,,,,
player,201010100cin,cin,CrocCh20,qb_hits,1,,,,,
player,201010100cin,cin,CrocCh20,fumbles_rec,0,,,,,
player,201010100cin,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201010100cin,cin,CrocCh20,fumbles_forced,1,,,,,
player,201010100cin,cin,MauaRe99,def_int,0,,,,,
player,201010100cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201010100cin,cin,MauaRe99,def_int_td,0,,,,,
player,201010100cin,cin,MauaRe99,def_int_long,0,,,,,
player,201010100cin,cin,MauaRe99,pass_defended,0,,,,,
player,201010100cin,cin,MauaRe99,sacks,1.0,,,,,
player,201010100cin,cin,MauaRe99,tackles_combined,8,,,,,
player,201010100cin,cin,MauaRe99,tackles_solo,4,,,,,
player,201010100cin,cin,MauaRe99,tackles_assists,4,,,,,
player,201010100cin,cin,MauaRe99,tackles_loss,1,,,,,
player,201010100cin,cin,MauaRe99,qb_hits,1,,,,,
player,201010100cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201010100cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201010100cin,cin,NdukCh99,def_int,0,,,,,
player,201010100cin,cin,NdukCh99,def_int_yds,0,,,,,
player,201010100cin,cin,NdukCh99,def_int_td,0,,,,,
player,201010100cin,cin,NdukCh99,def_int_long,0,,,,,
player,201010100cin,cin,NdukCh99,pass_defended,0,,,,,
player,201010100cin,cin,NdukCh99,sacks,0.0,,,,,
player,201010100cin,cin,NdukCh99,tackles_combined,11,,,,,
player,201010100cin,cin,NdukCh99,tackles_solo,6,,,,,
player,201010100cin,cin,NdukCh99,tackles_assists,5,,,,,
player,201010100cin,cin,NdukCh99,tackles_loss,0,,,,,
player,201010100cin,cin,NdukCh99,qb_hits,1,,,,,
player,201010100cin,cin,NdukCh99,fumbles_rec,1,,,,,
player,201010100cin,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,NdukCh99,fumbles_forced,0,,,,,
player,201010100cin,cin,JoneDh20,def_int,0,,,,,
player,201010100cin,cin,JoneDh20,def_int_yds,0,,,,,
player,201010100cin,cin,JoneDh20,def_int_td,0,,,,,
player,201010100cin,cin,JoneDh20,def_int_long,0,,,,,
player,201010100cin,cin,JoneDh20,pass_defended,2,,,,,
player,201010100cin,cin,JoneDh20,sacks,0.0,,,,,
player,201010100cin,cin,JoneDh20,tackles_combined,6,,,,,
player,201010100cin,cin,JoneDh20,tackles_solo,3,,,,,
player,201010100cin,cin,JoneDh20,tackles_assists,3,,,,,
player,201010100cin,cin,JoneDh20,tackles_loss,0,,,,,
player,201010100cin,cin,JoneDh20,qb_hits,0,,,,,
player,201010100cin,cin,JoneDh20,fumbles_rec,0,,,,,
player,201010100cin,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201010100cin,cin,JoneDh20,fumbles_forced,0,,,,,
player,201010100cin,cin,HallLe98,def_int,0,,,,,
player,201010100cin,cin,HallLe98,def_int_yds,0,,,,,
player,201010100cin,cin,HallLe98,def_int_td,0,,,,,
player,201010100cin,cin,HallLe98,def_int_long,0,,,,,
player,201010100cin,cin,HallLe98,pass_defended,1,,,,,
player,201010100cin,cin,HallLe98,sacks,0.0,,,,,
player,201010100cin,cin,HallLe98,tackles_combined,5,,,,,
player,201010100cin,cin,HallLe98,tackles_solo,4,,,,,
player,201010100cin,cin,HallLe98,tackles_assists,1,,,,,
player,201010100cin,cin,HallLe98,tackles_loss,1,,,,,
player,201010100cin,cin,HallLe98,qb_hits,0,,,,,
player,201010100cin,cin,HallLe98,fumbles_rec,0,,,,,
player,201010100cin,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201010100cin,cin,HallLe98,fumbles_forced,0,,,,,
player,201010100cin,cin,RiveKe99,def_int,0,,,,,
player,201010100cin,cin,RiveKe99,def_int_yds,0,,,,,
player,201010100cin,cin,RiveKe99,def_int_td,0,,,,,
player,201010100cin,cin,RiveKe99,def_int_long,0,,,,,
player,201010100cin,cin,RiveKe99,pass_defended,0,,,,,
player,201010100cin,cin,RiveKe99,sacks,0.0,,,,,
player,201010100cin,cin,RiveKe99,tackles_combined,4,,,,,
player,201010100cin,cin,RiveKe99,tackles_solo,1,,,,,
player,201010100cin,cin,RiveKe99,tackles_assists,3,,,,,
player,201010100cin,cin,RiveKe99,tackles_loss,0,,,,,
player,201010100cin,cin,RiveKe99,qb_hits,0,,,,,
player,201010100cin,cin,RiveKe99,fumbles_rec,0,,,,,
player,201010100cin,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,RiveKe99,fumbles_forced,0,,,,,
player,201010100cin,cin,JonePa20,def_int,0,,,,,
player,201010100cin,cin,JonePa20,def_int_yds,0,,,,,
player,201010100cin,cin,JonePa20,def_int_td,0,,,,,
player,201010100cin,cin,JonePa20,def_int_long,0,,,,,
player,201010100cin,cin,JonePa20,pass_defended,0,,,,,
player,201010100cin,cin,JonePa20,sacks,0.0,,,,,
player,201010100cin,cin,JonePa20,tackles_combined,3,,,,,
player,201010100cin,cin,JonePa20,tackles_solo,3,,,,,
player,201010100cin,cin,JonePa20,tackles_assists,0,,,,,
player,201010100cin,cin,JonePa20,tackles_loss,0,,,,,
player,201010100cin,cin,JonePa20,qb_hits,0,,,,,
player,201010100cin,cin,JonePa20,fumbles_rec,1,,,,,
player,201010100cin,cin,JonePa20,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,JonePa20,fumbles_rec_td,0,,,,,
player,201010100cin,cin,JonePa20,fumbles_forced,0,,,,,
player,201010100cin,cin,GeatRo21,def_int,0,,,,,
player,201010100cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201010100cin,cin,GeatRo21,def_int_td,0,,,,,
player,201010100cin,cin,GeatRo21,def_int_long,0,,,,,
player,201010100cin,cin,GeatRo21,pass_defended,0,,,,,
player,201010100cin,cin,GeatRo21,sacks,0.0,,,,,
player,201010100cin,cin,GeatRo21,tackles_combined,2,,,,,
player,201010100cin,cin,GeatRo21,tackles_solo,1,,,,,
player,201010100cin,cin,GeatRo21,tackles_assists,1,,,,,
player,201010100cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201010100cin,cin,GeatRo21,qb_hits,1,,,,,
player,201010100cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201010100cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201010100cin,cin,GeatRo21,fumbles_forced,0,,,,,
player,201010100cin,cin,MuckRo99,def_int,0,,,,,
player,201010100cin,cin,MuckRo99,def_int_yds,0,,,,,
player,201010100cin,cin,MuckRo99,def_int_td,0,,,,,
player,201010100cin,cin,MuckRo99,def_int_long,0,,,,,
player,201010100cin,cin,MuckRo99,pass_defended,0,,,,,
player,201010100cin,cin,MuckRo99,sacks,0.0,,,,,
player,201010100cin,cin,MuckRo99,tackles_combined,2,,,,,
player,201010100cin,cin,MuckRo99,tackles_solo,2,,,,,
player,201010100cin,cin,MuckRo99,tackles_assists,0,,,,,
player,201010100cin,cin,MuckRo99,tackles_loss,0,,,,,
player,201010100cin,cin,MuckRo99,qb_hits,0,,,,,
player,201010100cin,cin,MuckRo99,fumbles_rec,0,,,,,
player,201010100cin,cin,MuckRo99,fumbles_rec_yds,0,,,,,
player,201010100cin,cin,MuckRo99,fumbles_rec_td,0,,,,,
player,201010100cin,cin,MuckRo99,fumbles_forced,1,,,,,
player,201010100cin,cin,AtkiGe99,def_int,0,,,,,
player,201010100cin,cin,AtkiGe99,def_int_yds,0,,,,,
