game,2010,2,20100919,201009190oti,pit,"Pittsburgh Steelers",19,oti,"Tennessee Titans",11
player,201009190oti,pit,MillHe00,rec_yds,3,,,,,
player,201009190oti,pit,MillHe00,rec_td,0,,,,,
player,201009190oti,pit,MillHe00,rec_long,5,,,,,
player,201009190oti,pit,MillHe00,fumbles,0,,,,,
player,201009190oti,pit,MillHe00,fumbles_lost,,,,,,
player,201009190oti,pit,RandAn00,pass_cmp,0,,,,,
player,201009190oti,pit,RandAn00,pass_att,0,,,,,
player,201009190oti,pit,RandAn00,pass_yds,0,,,,,
player,201009190oti,pit,RandAn00,pass_td,0,,,,,
player,201009190oti,pit,RandAn00,pass_int,0,,,,,
player,201009190oti,pit,RandAn00,pass_sacked,0,,,,,
player,201009190oti,pit,RandAn00,pass_sacked_yds,,,,,,
player,201009190oti,pit,RandAn00,pass_long,0,,,,,
player,201009190oti,pit,RandAn00,pass_rating,,,,,,
player,201009190oti,pit,RandAn00,rush_att,0,,,,,
player,201009190oti,pit,RandAn00,rush_yds,0,,,,,
player,201009190oti,pit,RandAn00,rush_td,0,,,,,
player,201009190oti,pit,RandAn00,rush_long,0,,,,,
player,201009190oti,pit,RandAn00,targets,2,,,,,
player,201009190oti,pit,RandAn00,rec,1,,,,,
player,201009190oti,pit,RandAn00,rec_yds,0,,,,,
player,201009190oti,pit,RandAn00,rec_td,0,,,,,
player,201009190oti,pit,RandAn00,rec_long,0,,,,,
player,201009190oti,pit,RandAn00,fumbles,0,,,,,
player,201009190oti,pit,RandAn00,fumbles_lost,,,,,,
player,201009190oti,oti,CollKe00,pass_cmp,17,,,,,
player,201009190oti,oti,CollKe00,pass_att,25,,,,,
player,201009190oti,oti,CollKe00,pass_yds,149,,,,,
player,201009190oti,oti,CollKe00,pass_td,1,,,,,
player,201009190oti,oti,CollKe00,pass_int,1,,,,,
player,201009190oti,oti,CollKe00,pass_sacked,2,,,,,
player,201009190oti,oti,CollKe00,pass_sacked_yds,5,,,,,
player,201009190oti,oti,CollKe00,pass_long,30,,,,,
player,201009190oti,oti,CollKe00,pass_rating,80.2,,,,,
player,201009190oti,oti,CollKe00,rush_att,2,,,,,
player,201009190oti,oti,CollKe00,rush_yds,-1,,,,,
player,201009190oti,oti,CollKe00,rush_td,0,,,,,
player,201009190oti,oti,CollKe00,rush_long,0,,,,,
player,201009190oti,oti,CollKe00,targets,0,,,,,
player,201009190oti,oti,CollKe00,rec,0,,,,,
player,201009190oti,oti,CollKe00,rec_yds,0,,,,,
player,201009190oti,oti,CollKe00,rec_td,0,,,,,
player,201009190oti,oti,CollKe00,rec_long,0,,,,,
player,201009190oti,oti,CollKe00,fumbles,2,,,,,
player,201009190oti,oti,CollKe00,fumbles_lost,1,,,,,
player,201009190oti,oti,YounVi00,pass_cmp,7,,,,,
player,201009190oti,oti,YounVi00,pass_att,10,,,,,
player,201009190oti,oti,YounVi00,pass_yds,66,,,,,
player,201009190oti,oti,YounVi00,pass_td,0,,,,,
player,201009190oti,oti,YounVi00,pass_int,2,,,,,
player,201009190oti,oti,YounVi00,pass_sacked,2,,,,,
player,201009190oti,oti,YounVi00,pass_sacked_yds,18,,,,,
player,201009190oti,oti,YounVi00,pass_long,17,,,,,
player,201009190oti,oti,YounVi00,pass_rating,48.3,,,,,
player,201009190oti,oti,YounVi00,rush_att,2,,,,,
player,201009190oti,oti,YounVi00,rush_yds,12,,,,,
player,201009190oti,oti,YounVi00,rush_td,0,,,,,
player,201009190oti,oti,YounVi00,rush_long,6,,,,,
player,201009190oti,oti,YounVi00,targets,0,,,,,
player,201009190oti,oti,YounVi00,rec,0,,,,,
player,201009190oti,oti,YounVi00,rec_yds,0,,,,,
player,201009190oti,oti,YounVi00,rec_td,0,,,,,
player,201009190oti,oti,YounVi00,rec_long,0,,,,,
player,201009190oti,oti,YounVi00,fumbles,2,,,,,
player,201009190oti,oti,YounVi00,fumbles_lost,1,,,,,
player,201009190oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201009190oti,oti,JohnCh04,pass_att,0,,,,,
player,201009190oti,oti,JohnCh04,pass_yds,0,,,,,
player,201009190oti,oti,JohnCh04,pass_td,0,,,,,
player,201009190oti,oti,JohnCh04,pass_int,0,,,,,
player,201009190oti,oti,JohnCh04,pass_sacked,,,,,,
player,201009190oti,oti,JohnCh04,pass_sacked_yds,,,,,,
player,201009190oti,oti,JohnCh04,pass_long,0,,,,,
player,201009190oti,oti,JohnCh04,pass_rating,,,,,,
player,201009190oti,oti,JohnCh04,rush_att,16,,,,,
player,201009190oti,oti,JohnCh04,rush_yds,34,,,,,
player,201009190oti,oti,JohnCh04,rush_td,0,,,,,
player,201009190oti,oti,JohnCh04,rush_long,11,,,,,
player,201009190oti,oti,JohnCh04,targets,6,,,,,
player,201009190oti,oti,JohnCh04,rec,5,,,,,
player,201009190oti,oti,JohnCh04,rec_yds,19,,,,,
player,201009190oti,oti,JohnCh04,rec_td,0,,,,,
player,201009190oti,oti,JohnCh04,rec_long,17,,,,,
player,201009190oti,oti,JohnCh04,fumbles,1,,,,,
player,201009190oti,oti,JohnCh04,fumbles_lost,1,,,,,
player,201009190oti,oti,RingJa00,pass_cmp,0,,,,,
player,201009190oti,oti,RingJa00,pass_att,0,,,,,
player,201009190oti,oti,RingJa00,pass_yds,0,,,,,
player,201009190oti,oti,RingJa00,pass_td,0,,,,,
player,201009190oti,oti,RingJa00,pass_int,0,,,,,
player,201009190oti,oti,RingJa00,pass_sacked,,,,,,
player,201009190oti,oti,RingJa00,pass_sacked_yds,,,,,,
player,201009190oti,oti,RingJa00,pass_long,0,,,,,
player,201009190oti,oti,RingJa00,pass_rating,,,,,,
player,201009190oti,oti,RingJa00,rush_att,2,,,,,
player,201009190oti,oti,RingJa00,rush_yds,1,,,,,
player,201009190oti,oti,RingJa00,rush_td,0,,,,,
player,201009190oti,oti,RingJa00,rush_long,1,,,,,
player,201009190oti,oti,RingJa00,targets,0,,,,,
player,201009190oti,oti,RingJa00,rec,0,,,,,
player,201009190oti,oti,RingJa00,rec_yds,0,,,,,
player,201009190oti,oti,RingJa00,rec_td,0,,,,,
player,201009190oti,oti,RingJa00,rec_long,0,,,,,
player,201009190oti,oti,RingJa00,fumbles,0,,,,,
player,201009190oti,oti,RingJa00,fumbles_lost,,,,,,
player,201009190oti,oti,GageJu00,pass_cmp,0,,,,,
player,201009190oti,oti,GageJu00,pass_att,0,,,,,
player,201009190oti,oti,GageJu00,pass_yds,0,,,,,
player,201009190oti,oti,GageJu00,pass_td,0,,,,,
player,201009190oti,oti,GageJu00,pass_int,0,,,,,
player,201009190oti,oti,GageJu00,pass_sacked,,,,,,
player,201009190oti,oti,GageJu00,pass_sacked_yds,,,,,,
player,201009190oti,oti,GageJu00,pass_long,0,,,,,
player,201009190oti,oti,GageJu00,pass_rating,,,,,,
player,201009190oti,oti,GageJu00,rush_att,0,,,,,
player,201009190oti,oti,GageJu00,rush_yds,0,,,,,
player,201009190oti,oti,GageJu00,rush_td,0,,,,,
player,201009190oti,oti,GageJu00,rush_long,0,,,,,
player,201009190oti,oti,GageJu00,targets,5,,,,,
player,201009190oti,oti,GageJu00,rec,4,,,,,
player,201009190oti,oti,GageJu00,rec_yds,74,,,,,
player,201009190oti,oti,GageJu00,rec_td,0,,,,,
player,201009190oti,oti,GageJu00,rec_long,30,,,,,
player,201009190oti,oti,GageJu00,fumbles,0,,,,,
player,201009190oti,oti,GageJu00,fumbles_lost,,,,,,
player,201009190oti,oti,BritKe00,pass_cmp,0,,,,,
player,201009190oti,oti,BritKe00,pass_att,0,,,,,
player,201009190oti,oti,BritKe00,pass_yds,0,,,,,
player,201009190oti,oti,BritKe00,pass_td,0,,,,,
player,201009190oti,oti,BritKe00,pass_int,0,,,,,
player,201009190oti,oti,BritKe00,pass_sacked,,,,,,
player,201009190oti,oti,BritKe00,pass_sacked_yds,,,,,,
player,201009190oti,oti,BritKe00,pass_long,0,,,,,
player,201009190oti,oti,BritKe00,pass_rating,,,,,,
player,201009190oti,oti,BritKe00,rush_att,0,,,,,
player,201009190oti,oti,BritKe00,rush_yds,0,,,,,
player,201009190oti,oti,BritKe00,rush_td,0,,,,,
player,201009190oti,oti,BritKe00,rush_long,0,,,,,
player,201009190oti,oti,BritKe00,targets,7,,,,,
player,201009190oti,oti,BritKe00,rec,5,,,,,
player,201009190oti,oti,BritKe00,rec_yds,41,,,,,
player,201009190oti,oti,BritKe00,rec_td,0,,,,,
player,201009190oti,oti,BritKe00,rec_long,11,,,,,
player,201009190oti,oti,BritKe00,fumbles,0,,,,,
player,201009190oti,oti,BritKe00,fumbles_lost,,,,,,
player,201009190oti,oti,WashNa00,pass_cmp,0,,,,,
player,201009190oti,oti,WashNa00,pass_att,0,,,,,
player,201009190oti,oti,WashNa00,pass_yds,0,,,,,
player,201009190oti,oti,WashNa00,pass_td,0,,,,,
player,201009190oti,oti,WashNa00,pass_int,0,,,,,
player,201009190oti,oti,WashNa00,pass_sacked,,,,,,
player,201009190oti,oti,WashNa00,pass_sacked_yds,,,,,,
player,201009190oti,oti,WashNa00,pass_long,0,,,,,
player,201009190oti,oti,WashNa00,pass_rating,,,,,,
player,201009190oti,oti,WashNa00,rush_att,0,,,,,
player,201009190oti,oti,WashNa00,rush_yds,0,,,,,
player,201009190oti,oti,WashNa00,rush_td,0,,,,,
player,201009190oti,oti,WashNa00,rush_long,0,,,,,
player,201009190oti,oti,WashNa00,targets,9,,,,,
player,201009190oti,oti,WashNa00,rec,4,,,,,
player,201009190oti,oti,WashNa00,rec_yds,34,,,,,
player,201009190oti,oti,WashNa00,rec_td,1,,,,,
player,201009190oti,oti,WashNa00,rec_long,20,,,,,
player,201009190oti,oti,WashNa00,fumbles,0,,,,,
player,201009190oti,oti,WashNa00,fumbles_lost,,,,,,
player,201009190oti,oti,ScaiBo00,pass_cmp,0,,,,,
player,201009190oti,oti,ScaiBo00,pass_att,0,,,,,
player,201009190oti,oti,ScaiBo00,pass_yds,0,,,,,
player,201009190oti,oti,ScaiBo00,pass_td,0,,,,,
player,201009190oti,oti,ScaiBo00,pass_int,0,,,,,
player,201009190oti,oti,ScaiBo00,pass_sacked,,,,,,
player,201009190oti,oti,ScaiBo00,pass_sacked_yds,,,,,,
player,201009190oti,oti,ScaiBo00,pass_long,0,,,,,
player,201009190oti,oti,ScaiBo00,pass_rating,,,,,,
player,201009190oti,oti,ScaiBo00,rush_att,0,,,,,
player,201009190oti,oti,ScaiBo00,rush_yds,0,,,,,
player,201009190oti,oti,ScaiBo00,rush_td,0,,,,,
player,201009190oti,oti,ScaiBo00,rush_long,0,,,,,
player,201009190oti,oti,ScaiBo00,targets,3,,,,,
player,201009190oti,oti,ScaiBo00,rec,3,,,,,
player,201009190oti,oti,ScaiBo00,rec_yds,20,,,,,
player,201009190oti,oti,ScaiBo00,rec_td,0,,,,,
player,201009190oti,oti,ScaiBo00,rec_long,7,,,,,
player,201009190oti,oti,ScaiBo00,fumbles,0,,,,,
player,201009190oti,oti,ScaiBo00,fumbles_lost,,,,,,
player,201009190oti,oti,HallAh00,pass_cmp,0,,,,,
player,201009190oti,oti,HallAh00,pass_att,0,,,,,
player,201009190oti,oti,HallAh00,pass_yds,0,,,,,
player,201009190oti,oti,HallAh00,pass_td,0,,,,,
player,201009190oti,oti,HallAh00,pass_int,0,,,,,
player,201009190oti,oti,HallAh00,pass_sacked,,,,,,
player,201009190oti,oti,HallAh00,pass_sacked_yds,,,,,,
player,201009190oti,oti,HallAh00,pass_long,0,,,,,
player,201009190oti,oti,HallAh00,pass_rating,,,,,,
player,201009190oti,oti,HallAh00,rush_att,0,,,,,
player,201009190oti,oti,HallAh00,rush_yds,0,,,,,
player,201009190oti,oti,HallAh00,rush_td,0,,,,,
player,201009190oti,oti,HallAh00,rush_long,0,,,,,
player,201009190oti,oti,HallAh00,targets,1,,,,,
player,201009190oti,oti,HallAh00,rec,1,,,,,
player,201009190oti,oti,HallAh00,rec_yds,13,,,,,
player,201009190oti,oti,HallAh00,rec_td,0,,,,,
player,201009190oti,oti,HallAh00,rec_long,13,,,,,
player,201009190oti,oti,HallAh00,fumbles,0,,,,,
player,201009190oti,oti,HallAh00,fumbles_lost,,,,,,
player,201009190oti,oti,StevCr00,pass_cmp,0,,,,,
player,201009190oti,oti,StevCr00,pass_att,0,,,,,
player,201009190oti,oti,StevCr00,pass_yds,0,,,,,
player,201009190oti,oti,StevCr00,pass_td,0,,,,,
player,201009190oti,oti,StevCr00,pass_int,0,,,,,
player,201009190oti,oti,StevCr00,pass_sacked,,,,,,
player,201009190oti,oti,StevCr00,pass_sacked_yds,,,,,,
player,201009190oti,oti,StevCr00,pass_long,0,,,,,
player,201009190oti,oti,StevCr00,pass_rating,,,,,,
player,201009190oti,oti,StevCr00,rush_att,0,,,,,
player,201009190oti,oti,StevCr00,rush_yds,0,,,,,
player,201009190oti,oti,StevCr00,rush_td,0,,,,,
player,201009190oti,oti,StevCr00,rush_long,0,,,,,
player,201009190oti,oti,StevCr00,targets,1,,,,,
player,201009190oti,oti,StevCr00,rec,1,,,,,
player,201009190oti,oti,StevCr00,rec_yds,9,,,,,
player,201009190oti,oti,StevCr00,rec_td,0,,,,,
player,201009190oti,oti,StevCr00,rec_long,9,,,,,
player,201009190oti,oti,StevCr00,fumbles,0,,,,,
player,201009190oti,oti,StevCr00,fumbles_lost,,,,,,
player,201009190oti,oti,CookJa02,pass_cmp,0,,,,,
player,201009190oti,oti,CookJa02,pass_att,0,,,,,
player,201009190oti,oti,CookJa02,pass_yds,0,,,,,
player,201009190oti,oti,CookJa02,pass_td,0,,,,,
player,201009190oti,oti,CookJa02,pass_int,0,,,,,
player,201009190oti,oti,CookJa02,pass_sacked,,,,,,
player,201009190oti,oti,CookJa02,pass_sacked_yds,,,,,,
player,201009190oti,oti,CookJa02,pass_long,0,,,,,
player,201009190oti,oti,CookJa02,pass_rating,,,,,,
player,201009190oti,oti,CookJa02,rush_att,0,,,,,
player,201009190oti,oti,CookJa02,rush_yds,0,,,,,
player,201009190oti,oti,CookJa02,rush_td,0,,,,,
player,201009190oti,oti,CookJa02,rush_long,0,,,,,
player,201009190oti,oti,CookJa02,targets,1,,,,,
player,201009190oti,oti,CookJa02,rec,1,,,,,
player,201009190oti,oti,CookJa02,rec_yds,5,,,,,
player,201009190oti,oti,CookJa02,rec_td,0,,,,,
player,201009190oti,oti,CookJa02,rec_long,5,,,,,
player,201009190oti,oti,CookJa02,fumbles,0,,,,,
player,201009190oti,oti,CookJa02,fumbles_lost,,,,,,
player,201009190oti,pit,WoodLa99,def_int,1,,,,,
player,201009190oti,pit,WoodLa99,def_int_yds,8,,,,,
player,201009190oti,pit,WoodLa99,def_int_td,0,,,,,
player,201009190oti,pit,WoodLa99,def_int_long,8,,,,,
player,201009190oti,pit,WoodLa99,pass_defended,1,,,,,
player,201009190oti,pit,WoodLa99,sacks,1.0,,,,,
player,201009190oti,pit,WoodLa99,tackles_combined,4,,,,,
player,201009190oti,pit,WoodLa99,tackles_solo,3,,,,,
player,201009190oti,pit,WoodLa99,tackles_assists,1,,,,,
player,201009190oti,pit,WoodLa99,tackles_loss,0,,,,,
player,201009190oti,pit,WoodLa99,qb_hits,0,,,,,
player,201009190oti,pit,WoodLa99,fumbles_rec,0,,,,,
player,201009190oti,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201009190oti,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201009190oti,pit,WoodLa99,fumbles_forced,1,,,,,
player,201009190oti,pit,PolaTr99,def_int,1,,,,,
player,201009190oti,pit,PolaTr99,def_int_yds,0,,,,,
player,201009190oti,pit,PolaTr99,def_int_td,0,,,,,
player,201009190oti,pit,PolaTr99,def_int_long,0,,,,,
player,201009190oti,pit,PolaTr99,pass_defended,1,,,,,
player,201009190oti,pit,PolaTr99,sacks,0.0,,,,,
player,201009190oti,pit,PolaTr99,tackles_combined,6,,,,,
player,201009190oti,pit,PolaTr99,tackles_solo,3,,,,,
player,201009190oti,pit,PolaTr99,tackles_assists,3,,,,,
player,201009190oti,pit,PolaTr99,tackles_loss,3,,,,,
player,201009190oti,pit,PolaTr99,qb_hits,0,,,,,
player,201009190oti,pit,PolaTr99,fumbles_rec,0,,,,,
player,201009190oti,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201009190oti,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201009190oti,pit,PolaTr99,fumbles_forced,0,,,,,
player,201009190oti,pit,McFaBr20,def_int,1,,,,,
player,201009190oti,pit,McFaBr20,def_int_yds,0,,,,,
player,201009190oti,pit,McFaBr20,def_int_td,0,,,,,
player,201009190oti,pit,McFaBr20,def_int_long,0,,,,,
player,201009190oti,pit,McFaBr20,pass_defended,2,,,,,
player,201009190oti,pit,McFaBr20,sacks,0.0,,,,,
player,201009190oti,pit,McFaBr20,tackles_combined,2,,,,,
player,201009190oti,pit,McFaBr20,tackles_solo,2,,,,,
player,201009190oti,pit,McFaBr20,tackles_assists,0,,,,,
