game,2010,17,20110102,201101020nyj,buf,"Buffalo Bills",7,nyj,"New York Jets",38
player,201101020nyj,buf,SpilC.00,rush_att,3,,,,,
player,201101020nyj,buf,SpilC.00,rush_yds,5,,,,,
player,201101020nyj,buf,SpilC.00,rush_td,0,,,,,
player,201101020nyj,buf,SpilC.00,rush_long,2,,,,,
player,201101020nyj,buf,SpilC.00,targets,0,,,,,
player,201101020nyj,buf,SpilC.00,rec,0,,,,,
player,201101020nyj,buf,SpilC.00,rec_yds,0,,,,,
player,201101020nyj,buf,SpilC.00,rec_td,0,,,,,
player,201101020nyj,buf,SpilC.00,rec_long,0,,,,,
player,201101020nyj,buf,SpilC.00,fumbles,0,,,,,
player,201101020nyj,buf,SpilC.00,fumbles_lost,,,,,,
player,201101020nyj,buf,RoosNa00,pass_cmp,0,,,,,
player,201101020nyj,buf,RoosNa00,pass_att,0,,,,,
player,201101020nyj,buf,RoosNa00,pass_yds,0,,,,,
player,201101020nyj,buf,RoosNa00,pass_td,0,,,,,
player,201101020nyj,buf,RoosNa00,pass_int,0,,,,,
player,201101020nyj,buf,RoosNa00,pass_sacked,,,,,,
player,201101020nyj,buf,RoosNa00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,RoosNa00,pass_long,0,,,,,
player,201101020nyj,buf,RoosNa00,pass_rating,,,,,,
player,201101020nyj,buf,RoosNa00,rush_att,1,,,,,
player,201101020nyj,buf,RoosNa00,rush_yds,3,,,,,
player,201101020nyj,buf,RoosNa00,rush_td,0,,,,,
player,201101020nyj,buf,RoosNa00,rush_long,3,,,,,
player,201101020nyj,buf,RoosNa00,targets,6,,,,,
player,201101020nyj,buf,RoosNa00,rec,3,,,,,
player,201101020nyj,buf,RoosNa00,rec_yds,30,,,,,
player,201101020nyj,buf,RoosNa00,rec_td,0,,,,,
player,201101020nyj,buf,RoosNa00,rec_long,14,,,,,
player,201101020nyj,buf,RoosNa00,fumbles,0,,,,,
player,201101020nyj,buf,RoosNa00,fumbles_lost,,,,,,
player,201101020nyj,buf,JohnSt00,pass_cmp,0,,,,,
player,201101020nyj,buf,JohnSt00,pass_att,0,,,,,
player,201101020nyj,buf,JohnSt00,pass_yds,0,,,,,
player,201101020nyj,buf,JohnSt00,pass_td,0,,,,,
player,201101020nyj,buf,JohnSt00,pass_int,0,,,,,
player,201101020nyj,buf,JohnSt00,pass_sacked,,,,,,
player,201101020nyj,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,JohnSt00,pass_long,0,,,,,
player,201101020nyj,buf,JohnSt00,pass_rating,,,,,,
player,201101020nyj,buf,JohnSt00,rush_att,0,,,,,
player,201101020nyj,buf,JohnSt00,rush_yds,0,,,,,
player,201101020nyj,buf,JohnSt00,rush_td,0,,,,,
player,201101020nyj,buf,JohnSt00,rush_long,0,,,,,
player,201101020nyj,buf,JohnSt00,targets,12,,,,,
player,201101020nyj,buf,JohnSt00,rec,5,,,,,
player,201101020nyj,buf,JohnSt00,rec_yds,72,,,,,
player,201101020nyj,buf,JohnSt00,rec_td,0,,,,,
player,201101020nyj,buf,JohnSt00,rec_long,33,,,,,
player,201101020nyj,buf,JohnSt00,fumbles,1,,,,,
player,201101020nyj,buf,JohnSt00,fumbles_lost,1,,,,,
player,201101020nyj,buf,HubbPa00,pass_cmp,0,,,,,
player,201101020nyj,buf,HubbPa00,pass_att,0,,,,,
player,201101020nyj,buf,HubbPa00,pass_yds,0,,,,,
player,201101020nyj,buf,HubbPa00,pass_td,0,,,,,
player,201101020nyj,buf,HubbPa00,pass_int,0,,,,,
player,201101020nyj,buf,HubbPa00,pass_sacked,,,,,,
player,201101020nyj,buf,HubbPa00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,HubbPa00,pass_long,0,,,,,
player,201101020nyj,buf,HubbPa00,pass_rating,,,,,,
player,201101020nyj,buf,HubbPa00,rush_att,0,,,,,
player,201101020nyj,buf,HubbPa00,rush_yds,0,,,,,
player,201101020nyj,buf,HubbPa00,rush_td,0,,,,,
player,201101020nyj,buf,HubbPa00,rush_long,0,,,,,
player,201101020nyj,buf,HubbPa00,targets,3,,,,,
player,201101020nyj,buf,HubbPa00,rec,1,,,,,
player,201101020nyj,buf,HubbPa00,rec_yds,8,,,,,
player,201101020nyj,buf,HubbPa00,rec_td,0,,,,,
player,201101020nyj,buf,HubbPa00,rec_long,8,,,,,
player,201101020nyj,buf,HubbPa00,fumbles,0,,,,,
player,201101020nyj,buf,HubbPa00,fumbles_lost,,,,,,
player,201101020nyj,buf,StupJo00,pass_cmp,0,,,,,
player,201101020nyj,buf,StupJo00,pass_att,0,,,,,
player,201101020nyj,buf,StupJo00,pass_yds,0,,,,,
player,201101020nyj,buf,StupJo00,pass_td,0,,,,,
player,201101020nyj,buf,StupJo00,pass_int,0,,,,,
player,201101020nyj,buf,StupJo00,pass_sacked,,,,,,
player,201101020nyj,buf,StupJo00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,StupJo00,pass_long,0,,,,,
player,201101020nyj,buf,StupJo00,pass_rating,,,,,,
player,201101020nyj,buf,StupJo00,rush_att,0,,,,,
player,201101020nyj,buf,StupJo00,rush_yds,0,,,,,
player,201101020nyj,buf,StupJo00,rush_td,0,,,,,
player,201101020nyj,buf,StupJo00,rush_long,0,,,,,
player,201101020nyj,buf,StupJo00,targets,2,,,,,
player,201101020nyj,buf,StupJo00,rec,1,,,,,
player,201101020nyj,buf,StupJo00,rec_yds,7,,,,,
player,201101020nyj,buf,StupJo00,rec_td,0,,,,,
player,201101020nyj,buf,StupJo00,rec_long,7,,,,,
player,201101020nyj,buf,StupJo00,fumbles,0,,,,,
player,201101020nyj,buf,StupJo00,fumbles_lost,,,,,,
player,201101020nyj,buf,MartDa00,pass_cmp,0,,,,,
player,201101020nyj,buf,MartDa00,pass_att,0,,,,,
player,201101020nyj,buf,MartDa00,pass_yds,0,,,,,
player,201101020nyj,buf,MartDa00,pass_td,0,,,,,
player,201101020nyj,buf,MartDa00,pass_int,0,,,,,
player,201101020nyj,buf,MartDa00,pass_sacked,,,,,,
player,201101020nyj,buf,MartDa00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,MartDa00,pass_long,0,,,,,
player,201101020nyj,buf,MartDa00,pass_rating,,,,,,
player,201101020nyj,buf,MartDa00,rush_att,0,,,,,
player,201101020nyj,buf,MartDa00,rush_yds,0,,,,,
player,201101020nyj,buf,MartDa00,rush_td,0,,,,,
player,201101020nyj,buf,MartDa00,rush_long,0,,,,,
player,201101020nyj,buf,MartDa00,targets,1,,,,,
player,201101020nyj,buf,MartDa00,rec,1,,,,,
player,201101020nyj,buf,MartDa00,rec_yds,0,,,,,
player,201101020nyj,buf,MartDa00,rec_td,0,,,,,
player,201101020nyj,buf,MartDa00,rec_long,0,,,,,
player,201101020nyj,buf,MartDa00,fumbles,0,,,,,
player,201101020nyj,buf,MartDa00,fumbles_lost,,,,,,
player,201101020nyj,buf,ChanSc00,pass_cmp,0,,,,,
player,201101020nyj,buf,ChanSc00,pass_att,0,,,,,
player,201101020nyj,buf,ChanSc00,pass_yds,0,,,,,
player,201101020nyj,buf,ChanSc00,pass_td,0,,,,,
player,201101020nyj,buf,ChanSc00,pass_int,0,,,,,
player,201101020nyj,buf,ChanSc00,pass_sacked,,,,,,
player,201101020nyj,buf,ChanSc00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,ChanSc00,pass_long,0,,,,,
player,201101020nyj,buf,ChanSc00,pass_rating,,,,,,
player,201101020nyj,buf,ChanSc00,rush_att,0,,,,,
player,201101020nyj,buf,ChanSc00,rush_yds,0,,,,,
player,201101020nyj,buf,ChanSc00,rush_td,0,,,,,
player,201101020nyj,buf,ChanSc00,rush_long,0,,,,,
player,201101020nyj,buf,ChanSc00,targets,1,,,,,
player,201101020nyj,buf,ChanSc00,rec,0,,,,,
player,201101020nyj,buf,ChanSc00,rec_yds,0,,,,,
player,201101020nyj,buf,ChanSc00,rec_td,0,,,,,
player,201101020nyj,buf,ChanSc00,rec_long,0,,,,,
player,201101020nyj,buf,ChanSc00,fumbles,0,,,,,
player,201101020nyj,buf,ChanSc00,fumbles_lost,,,,,,
player,201101020nyj,buf,GantQu00,pass_cmp,0,,,,,
player,201101020nyj,buf,GantQu00,pass_att,0,,,,,
player,201101020nyj,buf,GantQu00,pass_yds,0,,,,,
player,201101020nyj,buf,GantQu00,pass_td,0,,,,,
player,201101020nyj,buf,GantQu00,pass_int,0,,,,,
player,201101020nyj,buf,GantQu00,pass_sacked,,,,,,
player,201101020nyj,buf,GantQu00,pass_sacked_yds,,,,,,
player,201101020nyj,buf,GantQu00,pass_long,0,,,,,
player,201101020nyj,buf,GantQu00,pass_rating,,,,,,
player,201101020nyj,buf,GantQu00,rush_att,1,,,,,
player,201101020nyj,buf,GantQu00,rush_yds,-6,,,,,
player,201101020nyj,buf,GantQu00,rush_td,0,,,,,
player,201101020nyj,buf,GantQu00,rush_long,-6,,,,,
player,201101020nyj,buf,GantQu00,targets,0,,,,,
player,201101020nyj,buf,GantQu00,rec,0,,,,,
player,201101020nyj,buf,GantQu00,rec_yds,0,,,,,
player,201101020nyj,buf,GantQu00,rec_td,0,,,,,
player,201101020nyj,buf,GantQu00,rec_long,0,,,,,
player,201101020nyj,buf,GantQu00,fumbles,0,,,,,
player,201101020nyj,buf,GantQu00,fumbles_lost,,,,,,
player,201101020nyj,nyj,BrunMa00,pass_cmp,6,,,,,
player,201101020nyj,nyj,BrunMa00,pass_att,12,,,,,
player,201101020nyj,nyj,BrunMa00,pass_yds,110,,,,,
player,201101020nyj,nyj,BrunMa00,pass_td,2,,,,,
player,201101020nyj,nyj,BrunMa00,pass_int,1,,,,,
player,201101020nyj,nyj,BrunMa00,pass_sacked,1,,,,,
player,201101020nyj,nyj,BrunMa00,pass_sacked_yds,7,,,,,
player,201101020nyj,nyj,BrunMa00,pass_long,52,,,,,
player,201101020nyj,nyj,BrunMa00,pass_rating,86.8,,,,,
player,201101020nyj,nyj,BrunMa00,rush_att,0,,,,,
player,201101020nyj,nyj,BrunMa00,rush_yds,0,,,,,
player,201101020nyj,nyj,BrunMa00,rush_td,0,,,,,
player,201101020nyj,nyj,BrunMa00,rush_long,0,,,,,
player,201101020nyj,nyj,BrunMa00,targets,0,,,,,
player,201101020nyj,nyj,BrunMa00,rec,0,,,,,
player,201101020nyj,nyj,BrunMa00,rec_yds,0,,,,,
player,201101020nyj,nyj,BrunMa00,rec_td,0,,,,,
player,201101020nyj,nyj,BrunMa00,rec_long,0,,,,,
player,201101020nyj,nyj,BrunMa00,fumbles,0,,,,,
player,201101020nyj,nyj,BrunMa00,fumbles_lost,,,,,,
player,201101020nyj,nyj,ClemKe00,pass_cmp,1,,,,,
player,201101020nyj,nyj,ClemKe00,pass_att,2,,,,,
player,201101020nyj,nyj,ClemKe00,pass_yds,6,,,,,
player,201101020nyj,nyj,ClemKe00,pass_td,0,,,,,
player,201101020nyj,nyj,ClemKe00,pass_int,0,,,,,
player,201101020nyj,nyj,ClemKe00,pass_sacked,0,,,,,
player,201101020nyj,nyj,ClemKe00,pass_sacked_yds,0,,,,,
player,201101020nyj,nyj,ClemKe00,pass_long,6,,,,,
player,201101020nyj,nyj,ClemKe00,pass_rating,56.2,,,,,
player,201101020nyj,nyj,ClemKe00,rush_att,2,,,,,
player,201101020nyj,nyj,ClemKe00,rush_yds,9,,,,,
player,201101020nyj,nyj,ClemKe00,rush_td,1,,,,,
player,201101020nyj,nyj,ClemKe00,rush_long,10,,,,,
player,201101020nyj,nyj,ClemKe00,targets,0,,,,,
player,201101020nyj,nyj,ClemKe00,rec,0,,,,,
player,201101020nyj,nyj,ClemKe00,rec_yds,0,,,,,
player,201101020nyj,nyj,ClemKe00,rec_td,0,,,,,
player,201101020nyj,nyj,ClemKe00,rec_long,0,,,,,
player,201101020nyj,nyj,ClemKe00,fumbles,0,,,,,
player,201101020nyj,nyj,ClemKe00,fumbles_lost,,,,,,
player,201101020nyj,nyj,SmitBr01,pass_cmp,1,,,,,
player,201101020nyj,nyj,SmitBr01,pass_att,1,,,,,
player,201101020nyj,nyj,SmitBr01,pass_yds,3,,,,,
player,201101020nyj,nyj,SmitBr01,pass_td,0,,,,,
player,201101020nyj,nyj,SmitBr01,pass_int,0,,,,,
player,201101020nyj,nyj,SmitBr01,pass_sacked,0,,,,,
player,201101020nyj,nyj,SmitBr01,pass_sacked_yds,0,,,,,
player,201101020nyj,nyj,SmitBr01,pass_long,3,,,,,
player,201101020nyj,nyj,SmitBr01,pass_rating,79.2,,,,,
player,201101020nyj,nyj,SmitBr01,rush_att,5,,,,,
player,201101020nyj,nyj,SmitBr01,rush_yds,60,,,,,
player,201101020nyj,nyj,SmitBr01,rush_td,0,,,,,
player,201101020nyj,nyj,SmitBr01,rush_long,40,,,,,
player,201101020nyj,nyj,SmitBr01,targets,0,,,,,
player,201101020nyj,nyj,SmitBr01,rec,0,,,,,
player,201101020nyj,nyj,SmitBr01,rec_yds,0,,,,,
player,201101020nyj,nyj,SmitBr01,rec_td,0,,,,,
player,201101020nyj,nyj,SmitBr01,rec_long,0,,,,,
player,201101020nyj,nyj,SmitBr01,fumbles,0,,,,,
player,201101020nyj,nyj,SmitBr01,fumbles_lost,,,,,,
player,201101020nyj,nyj,McKnJo00,pass_cmp,0,,,,,
player,201101020nyj,nyj,McKnJo00,pass_att,0,,,,,
player,201101020nyj,nyj,McKnJo00,pass_yds,0,,,,,
player,201101020nyj,nyj,McKnJo00,pass_td,0,,,,,
player,201101020nyj,nyj,McKnJo00,pass_int,0,,,,,
player,201101020nyj,nyj,McKnJo00,pass_sacked,,,,,,
player,201101020nyj,nyj,McKnJo00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,McKnJo00,pass_long,0,,,,,
player,201101020nyj,nyj,McKnJo00,pass_rating,,,,,,
player,201101020nyj,nyj,McKnJo00,rush_att,32,,,,,
player,201101020nyj,nyj,McKnJo00,rush_yds,158,,,,,
player,201101020nyj,nyj,McKnJo00,rush_td,0,,,,,
player,201101020nyj,nyj,McKnJo00,rush_long,18,,,,,
player,201101020nyj,nyj,McKnJo00,targets,3,,,,,
player,201101020nyj,nyj,McKnJo00,rec,2,,,,,
player,201101020nyj,nyj,McKnJo00,rec_yds,15,,,,,
player,201101020nyj,nyj,McKnJo00,rec_td,0,,,,,
player,201101020nyj,nyj,McKnJo00,rec_long,9,,,,,
player,201101020nyj,nyj,McKnJo00,fumbles,0,,,,,
player,201101020nyj,nyj,McKnJo00,fumbles_lost,,,,,,
player,201101020nyj,nyj,ConnJo00,pass_cmp,0,,,,,
player,201101020nyj,nyj,ConnJo00,pass_att,0,,,,,
player,201101020nyj,nyj,ConnJo00,pass_yds,0,,,,,
player,201101020nyj,nyj,ConnJo00,pass_td,0,,,,,
player,201101020nyj,nyj,ConnJo00,pass_int,0,,,,,
player,201101020nyj,nyj,ConnJo00,pass_sacked,,,,,,
player,201101020nyj,nyj,ConnJo00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,ConnJo00,pass_long,0,,,,,
player,201101020nyj,nyj,ConnJo00,pass_rating,,,,,,
player,201101020nyj,nyj,ConnJo00,rush_att,8,,,,,
player,201101020nyj,nyj,ConnJo00,rush_yds,44,,,,,
player,201101020nyj,nyj,ConnJo00,rush_td,1,,,,,
player,201101020nyj,nyj,ConnJo00,rush_long,16,,,,,
player,201101020nyj,nyj,ConnJo00,targets,0,,,,,
player,201101020nyj,nyj,ConnJo00,rec,0,,,,,
player,201101020nyj,nyj,ConnJo00,rec_yds,0,,,,,
player,201101020nyj,nyj,ConnJo00,rec_td,0,,,,,
player,201101020nyj,nyj,ConnJo00,rec_long,0,,,,,
player,201101020nyj,nyj,ConnJo00,fumbles,0,,,,,
player,201101020nyj,nyj,ConnJo00,fumbles_lost,,,,,,
player,201101020nyj,nyj,RichTo00,pass_cmp,0,,,,,
player,201101020nyj,nyj,RichTo00,pass_att,0,,,,,
player,201101020nyj,nyj,RichTo00,pass_yds,0,,,,,
player,201101020nyj,nyj,RichTo00,pass_td,0,,,,,
player,201101020nyj,nyj,RichTo00,pass_int,0,,,,,
player,201101020nyj,nyj,RichTo00,pass_sacked,,,,,,
player,201101020nyj,nyj,RichTo00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,RichTo00,pass_long,0,,,,,
player,201101020nyj,nyj,RichTo00,pass_rating,,,,,,
player,201101020nyj,nyj,RichTo00,rush_att,2,,,,,
player,201101020nyj,nyj,RichTo00,rush_yds,6,,,,,
player,201101020nyj,nyj,RichTo00,rush_td,0,,,,,
player,201101020nyj,nyj,RichTo00,rush_long,4,,,,,
player,201101020nyj,nyj,RichTo00,targets,0,,,,,
player,201101020nyj,nyj,RichTo00,rec,0,,,,,
player,201101020nyj,nyj,RichTo00,rec_yds,0,,,,,
player,201101020nyj,nyj,RichTo00,rec_td,0,,,,,
player,201101020nyj,nyj,RichTo00,rec_long,0,,,,,
player,201101020nyj,nyj,RichTo00,fumbles,0,,,,,
player,201101020nyj,nyj,RichTo00,fumbles_lost,,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201101020nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201101020nyj,nyj,EdwaBr00,rush_att,0,,,,,
player,201101020nyj,nyj,EdwaBr00,rush_yds,0,,,,,
player,201101020nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201101020nyj,nyj,EdwaBr00,rush_long,0,,,,,
player,201101020nyj,nyj,EdwaBr00,targets,2,,,,,
player,201101020nyj,nyj,EdwaBr00,rec,1,,,,,
player,201101020nyj,nyj,EdwaBr00,rec_yds,52,,,,,
player,201101020nyj,nyj,EdwaBr00,rec_td,1,,,,,
player,201101020nyj,nyj,EdwaBr00,rec_long,52,,,,,
player,201101020nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201101020nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201101020nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201101020nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201101020nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201101020nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201101020nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201101020nyj,nyj,HolmSa00,pass_sacked,,,,,,
player,201101020nyj,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201101020nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201101020nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201101020nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201101020nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201101020nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201101020nyj,nyj,HolmSa00,targets,1,,,,,
player,201101020nyj,nyj,HolmSa00,rec,1,,,,,
player,201101020nyj,nyj,HolmSa00,rec_yds,17,,,,,
player,201101020nyj,nyj,HolmSa00,rec_td,1,,,,,
player,201101020nyj,nyj,HolmSa00,rec_long,17,,,,,
player,201101020nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201101020nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201101020nyj,nyj,CumbJe00,pass_cmp,0,,,,,
player,201101020nyj,nyj,CumbJe00,pass_att,0,,,,,
player,201101020nyj,nyj,CumbJe00,pass_yds,0,,,,,
player,201101020nyj,nyj,CumbJe00,pass_td,0,,,,,
player,201101020nyj,nyj,CumbJe00,pass_int,0,,,,,
player,201101020nyj,nyj,CumbJe00,pass_sacked,,,,,,
player,201101020nyj,nyj,CumbJe00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,CumbJe00,pass_long,0,,,,,
player,201101020nyj,nyj,CumbJe00,pass_rating,,,,,,
player,201101020nyj,nyj,CumbJe00,rush_att,0,,,,,
player,201101020nyj,nyj,CumbJe00,rush_yds,0,,,,,
player,201101020nyj,nyj,CumbJe00,rush_td,0,,,,,
player,201101020nyj,nyj,CumbJe00,rush_long,0,,,,,
player,201101020nyj,nyj,CumbJe00,targets,2,,,,,
player,201101020nyj,nyj,CumbJe00,rec,1,,,,,
player,201101020nyj,nyj,CumbJe00,rec_yds,3,,,,,
player,201101020nyj,nyj,CumbJe00,rec_td,0,,,,,
player,201101020nyj,nyj,CumbJe00,rec_long,3,,,,,
player,201101020nyj,nyj,CumbJe00,fumbles,0,,,,,
player,201101020nyj,nyj,CumbJe00,fumbles_lost,,,,,,
player,201101020nyj,nyj,CotcJe00,pass_cmp,0,,,,,
player,201101020nyj,nyj,CotcJe00,pass_att,0,,,,,
player,201101020nyj,nyj,CotcJe00,pass_yds,0,,,,,
player,201101020nyj,nyj,CotcJe00,pass_td,0,,,,,
player,201101020nyj,nyj,CotcJe00,pass_int,0,,,,,
player,201101020nyj,nyj,CotcJe00,pass_sacked,,,,,,
player,201101020nyj,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201101020nyj,nyj,CotcJe00,pass_long,0,,,,,
player,201101020nyj,nyj,CotcJe00,pass_rating,,,,,,
player,201101020nyj,nyj,CotcJe00,rush_att,1,,,,,
player,201101020nyj,nyj,CotcJe00,rush_yds,-1,,,,,
player,201101020nyj,nyj,CotcJe00,rush_td,0,,,,,
player,201101020nyj,nyj,CotcJe00,rush_long,-1,,,,,
