game,2010,3,20100926,201009260htx,dal,"Dallas Cowboys",27,htx,"Houston Texans",13
player,201009260htx,dal,McCrDa00,def_int,1,,,,,
player,201009260htx,dal,McCrDa00,def_int_yds,0,,,,,
player,201009260htx,dal,McCrDa00,def_int_td,0,,,,,
player,201009260htx,dal,McCrDa00,def_int_long,0,,,,,
player,201009260htx,dal,McCrDa00,pass_defended,1,,,,,
player,201009260htx,dal,McCrDa00,sacks,0.0,,,,,
player,201009260htx,dal,McCrDa00,tackles_combined,1,,,,,
player,201009260htx,dal,McCrDa00,tackles_solo,1,,,,,
player,201009260htx,dal,McCrDa00,tackles_assists,0,,,,,
player,201009260htx,dal,McCrDa00,tackles_loss,0,,,,,
player,201009260htx,dal,McCrDa00,qb_hits,0,,,,,
player,201009260htx,dal,McCrDa00,fumbles_rec,0,,,,,
player,201009260htx,dal,McCrDa00,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,McCrDa00,fumbles_rec_td,0,,,,,
player,201009260htx,dal,McCrDa00,fumbles_forced,0,,,,,
player,201009260htx,dal,WareDe99,def_int,0,,,,,
player,201009260htx,dal,WareDe99,def_int_yds,0,,,,,
player,201009260htx,dal,WareDe99,def_int_td,0,,,,,
player,201009260htx,dal,WareDe99,def_int_long,0,,,,,
player,201009260htx,dal,WareDe99,pass_defended,0,,,,,
player,201009260htx,dal,WareDe99,sacks,3.0,,,,,
player,201009260htx,dal,WareDe99,tackles_combined,6,,,,,
player,201009260htx,dal,WareDe99,tackles_solo,6,,,,,
player,201009260htx,dal,WareDe99,tackles_assists,0,,,,,
player,201009260htx,dal,WareDe99,tackles_loss,5,,,,,
player,201009260htx,dal,WareDe99,qb_hits,3,,,,,
player,201009260htx,dal,WareDe99,fumbles_rec,0,,,,,
player,201009260htx,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,WareDe99,fumbles_forced,0,,,,,
player,201009260htx,dal,BrooKe00,def_int,0,,,,,
player,201009260htx,dal,BrooKe00,def_int_yds,0,,,,,
player,201009260htx,dal,BrooKe00,def_int_td,0,,,,,
player,201009260htx,dal,BrooKe00,def_int_long,0,,,,,
player,201009260htx,dal,BrooKe00,pass_defended,1,,,,,
player,201009260htx,dal,BrooKe00,sacks,1.0,,,,,
player,201009260htx,dal,BrooKe00,tackles_combined,9,,,,,
player,201009260htx,dal,BrooKe00,tackles_solo,6,,,,,
player,201009260htx,dal,BrooKe00,tackles_assists,3,,,,,
player,201009260htx,dal,BrooKe00,tackles_loss,1,,,,,
player,201009260htx,dal,BrooKe00,qb_hits,1,,,,,
player,201009260htx,dal,BrooKe00,fumbles_rec,0,,,,,
player,201009260htx,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201009260htx,dal,BrooKe00,fumbles_forced,0,,,,,
player,201009260htx,dal,JameBr20,def_int,0,,,,,
player,201009260htx,dal,JameBr20,def_int_yds,0,,,,,
player,201009260htx,dal,JameBr20,def_int_td,0,,,,,
player,201009260htx,dal,JameBr20,def_int_long,0,,,,,
player,201009260htx,dal,JameBr20,pass_defended,0,,,,,
player,201009260htx,dal,JameBr20,sacks,0.0,,,,,
player,201009260htx,dal,JameBr20,tackles_combined,7,,,,,
player,201009260htx,dal,JameBr20,tackles_solo,5,,,,,
player,201009260htx,dal,JameBr20,tackles_assists,2,,,,,
player,201009260htx,dal,JameBr20,tackles_loss,0,,,,,
player,201009260htx,dal,JameBr20,qb_hits,0,,,,,
player,201009260htx,dal,JameBr20,fumbles_rec,0,,,,,
player,201009260htx,dal,JameBr20,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,JameBr20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,JameBr20,fumbles_forced,0,,,,,
player,201009260htx,dal,NewmTe20,def_int,0,,,,,
player,201009260htx,dal,NewmTe20,def_int_yds,0,,,,,
player,201009260htx,dal,NewmTe20,def_int_td,0,,,,,
player,201009260htx,dal,NewmTe20,def_int_long,0,,,,,
player,201009260htx,dal,NewmTe20,pass_defended,1,,,,,
player,201009260htx,dal,NewmTe20,sacks,0.0,,,,,
player,201009260htx,dal,NewmTe20,tackles_combined,7,,,,,
player,201009260htx,dal,NewmTe20,tackles_solo,7,,,,,
player,201009260htx,dal,NewmTe20,tackles_assists,0,,,,,
player,201009260htx,dal,NewmTe20,tackles_loss,0,,,,,
player,201009260htx,dal,NewmTe20,qb_hits,0,,,,,
player,201009260htx,dal,NewmTe20,fumbles_rec,1,,,,,
player,201009260htx,dal,NewmTe20,fumbles_rec_yds,1,,,,,
player,201009260htx,dal,NewmTe20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,NewmTe20,fumbles_forced,0,,,,,
player,201009260htx,dal,SensGe20,def_int,0,,,,,
player,201009260htx,dal,SensGe20,def_int_yds,0,,,,,
player,201009260htx,dal,SensGe20,def_int_td,0,,,,,
player,201009260htx,dal,SensGe20,def_int_long,0,,,,,
player,201009260htx,dal,SensGe20,pass_defended,0,,,,,
player,201009260htx,dal,SensGe20,sacks,0.0,,,,,
player,201009260htx,dal,SensGe20,tackles_combined,7,,,,,
player,201009260htx,dal,SensGe20,tackles_solo,7,,,,,
player,201009260htx,dal,SensGe20,tackles_assists,0,,,,,
player,201009260htx,dal,SensGe20,tackles_loss,0,,,,,
player,201009260htx,dal,SensGe20,qb_hits,0,,,,,
player,201009260htx,dal,SensGe20,fumbles_rec,0,,,,,
player,201009260htx,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,SensGe20,fumbles_forced,0,,,,,
player,201009260htx,dal,ScanOr99,def_int,0,,,,,
player,201009260htx,dal,ScanOr99,def_int_yds,0,,,,,
player,201009260htx,dal,ScanOr99,def_int_td,0,,,,,
player,201009260htx,dal,ScanOr99,def_int_long,0,,,,,
player,201009260htx,dal,ScanOr99,pass_defended,0,,,,,
player,201009260htx,dal,ScanOr99,sacks,0.0,,,,,
player,201009260htx,dal,ScanOr99,tackles_combined,4,,,,,
player,201009260htx,dal,ScanOr99,tackles_solo,4,,,,,
player,201009260htx,dal,ScanOr99,tackles_assists,0,,,,,
player,201009260htx,dal,ScanOr99,tackles_loss,1,,,,,
player,201009260htx,dal,ScanOr99,qb_hits,0,,,,,
player,201009260htx,dal,ScanOr99,fumbles_rec,0,,,,,
player,201009260htx,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,ScanOr99,fumbles_forced,0,,,,,
player,201009260htx,dal,OlshIg20,def_int,0,,,,,
player,201009260htx,dal,OlshIg20,def_int_yds,0,,,,,
player,201009260htx,dal,OlshIg20,def_int_td,0,,,,,
player,201009260htx,dal,OlshIg20,def_int_long,0,,,,,
player,201009260htx,dal,OlshIg20,pass_defended,0,,,,,
player,201009260htx,dal,OlshIg20,sacks,0.0,,,,,
player,201009260htx,dal,OlshIg20,tackles_combined,3,,,,,
player,201009260htx,dal,OlshIg20,tackles_solo,0,,,,,
player,201009260htx,dal,OlshIg20,tackles_assists,3,,,,,
player,201009260htx,dal,OlshIg20,tackles_loss,0,,,,,
player,201009260htx,dal,OlshIg20,qb_hits,0,,,,,
player,201009260htx,dal,OlshIg20,fumbles_rec,0,,,,,
player,201009260htx,dal,OlshIg20,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,OlshIg20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,OlshIg20,fumbles_forced,0,,,,,
player,201009260htx,dal,BallAl99,def_int,0,,,,,
player,201009260htx,dal,BallAl99,def_int_yds,0,,,,,
player,201009260htx,dal,BallAl99,def_int_td,0,,,,,
player,201009260htx,dal,BallAl99,def_int_long,0,,,,,
player,201009260htx,dal,BallAl99,pass_defended,0,,,,,
player,201009260htx,dal,BallAl99,sacks,0.0,,,,,
player,201009260htx,dal,BallAl99,tackles_combined,2,,,,,
player,201009260htx,dal,BallAl99,tackles_solo,2,,,,,
player,201009260htx,dal,BallAl99,tackles_assists,0,,,,,
player,201009260htx,dal,BallAl99,tackles_loss,0,,,,,
player,201009260htx,dal,BallAl99,qb_hits,0,,,,,
player,201009260htx,dal,BallAl99,fumbles_rec,0,,,,,
player,201009260htx,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,BallAl99,fumbles_forced,0,,,,,
player,201009260htx,dal,BrenJo00,def_int,0,,,,,
player,201009260htx,dal,BrenJo00,def_int_yds,0,,,,,
player,201009260htx,dal,BrenJo00,def_int_td,0,,,,,
player,201009260htx,dal,BrenJo00,def_int_long,0,,,,,
player,201009260htx,dal,BrenJo00,pass_defended,0,,,,,
player,201009260htx,dal,BrenJo00,sacks,0.0,,,,,
player,201009260htx,dal,BrenJo00,tackles_combined,2,,,,,
player,201009260htx,dal,BrenJo00,tackles_solo,2,,,,,
player,201009260htx,dal,BrenJo00,tackles_assists,0,,,,,
player,201009260htx,dal,BrenJo00,tackles_loss,,,,,,
player,201009260htx,dal,BrenJo00,qb_hits,,,,,,
player,201009260htx,dal,BrenJo00,fumbles_rec,0,,,,,
player,201009260htx,dal,BrenJo00,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,BrenJo00,fumbles_rec_td,0,,,,,
player,201009260htx,dal,BrenJo00,fumbles_forced,0,,,,,
player,201009260htx,dal,ButlVi99,def_int,0,,,,,
player,201009260htx,dal,ButlVi99,def_int_yds,0,,,,,
player,201009260htx,dal,ButlVi99,def_int_td,0,,,,,
player,201009260htx,dal,ButlVi99,def_int_long,0,,,,,
player,201009260htx,dal,ButlVi99,pass_defended,0,,,,,
player,201009260htx,dal,ButlVi99,sacks,0.0,,,,,
player,201009260htx,dal,ButlVi99,tackles_combined,2,,,,,
player,201009260htx,dal,ButlVi99,tackles_solo,1,,,,,
player,201009260htx,dal,ButlVi99,tackles_assists,1,,,,,
player,201009260htx,dal,ButlVi99,tackles_loss,0,,,,,
player,201009260htx,dal,ButlVi99,qb_hits,1,,,,,
player,201009260htx,dal,ButlVi99,fumbles_rec,0,,,,,
player,201009260htx,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,ButlVi99,fumbles_forced,0,,,,,
player,201009260htx,dal,ChurBa99,def_int,0,,,,,
player,201009260htx,dal,ChurBa99,def_int_yds,0,,,,,
player,201009260htx,dal,ChurBa99,def_int_td,0,,,,,
player,201009260htx,dal,ChurBa99,def_int_long,0,,,,,
player,201009260htx,dal,ChurBa99,pass_defended,0,,,,,
player,201009260htx,dal,ChurBa99,sacks,0.0,,,,,
player,201009260htx,dal,ChurBa99,tackles_combined,2,,,,,
player,201009260htx,dal,ChurBa99,tackles_solo,1,,,,,
player,201009260htx,dal,ChurBa99,tackles_assists,1,,,,,
player,201009260htx,dal,ChurBa99,tackles_loss,0,,,,,
player,201009260htx,dal,ChurBa99,qb_hits,0,,,,,
player,201009260htx,dal,ChurBa99,fumbles_rec,0,,,,,
player,201009260htx,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,ChurBa99,fumbles_forced,0,,,,,
player,201009260htx,dal,HurdSa00,def_int,0,,,,,
player,201009260htx,dal,HurdSa00,def_int_yds,0,,,,,
player,201009260htx,dal,HurdSa00,def_int_td,0,,,,,
player,201009260htx,dal,HurdSa00,def_int_long,0,,,,,
player,201009260htx,dal,HurdSa00,pass_defended,0,,,,,
player,201009260htx,dal,HurdSa00,sacks,0.0,,,,,
player,201009260htx,dal,HurdSa00,tackles_combined,2,,,,,
player,201009260htx,dal,HurdSa00,tackles_solo,1,,,,,
player,201009260htx,dal,HurdSa00,tackles_assists,1,,,,,
player,201009260htx,dal,HurdSa00,tackles_loss,0,,,,,
player,201009260htx,dal,HurdSa00,qb_hits,0,,,,,
player,201009260htx,dal,HurdSa00,fumbles_rec,0,,,,,
player,201009260htx,dal,HurdSa00,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,HurdSa00,fumbles_rec_td,0,,,,,
player,201009260htx,dal,HurdSa00,fumbles_forced,0,,,,,
player,201009260htx,dal,RatlJa20,def_int,0,,,,,
player,201009260htx,dal,RatlJa20,def_int_yds,0,,,,,
player,201009260htx,dal,RatlJa20,def_int_td,0,,,,,
player,201009260htx,dal,RatlJa20,def_int_long,0,,,,,
player,201009260htx,dal,RatlJa20,pass_defended,1,,,,,
player,201009260htx,dal,RatlJa20,sacks,0.0,,,,,
player,201009260htx,dal,RatlJa20,tackles_combined,2,,,,,
player,201009260htx,dal,RatlJa20,tackles_solo,2,,,,,
player,201009260htx,dal,RatlJa20,tackles_assists,0,,,,,
player,201009260htx,dal,RatlJa20,tackles_loss,0,,,,,
player,201009260htx,dal,RatlJa20,qb_hits,0,,,,,
player,201009260htx,dal,RatlJa20,fumbles_rec,0,,,,,
player,201009260htx,dal,RatlJa20,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,RatlJa20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,RatlJa20,fumbles_forced,0,,,,,
player,201009260htx,dal,SpeaMa21,def_int,0,,,,,
player,201009260htx,dal,SpeaMa21,def_int_yds,0,,,,,
player,201009260htx,dal,SpeaMa21,def_int_td,0,,,,,
player,201009260htx,dal,SpeaMa21,def_int_long,0,,,,,
player,201009260htx,dal,SpeaMa21,pass_defended,0,,,,,
player,201009260htx,dal,SpeaMa21,sacks,0.0,,,,,
player,201009260htx,dal,SpeaMa21,tackles_combined,2,,,,,
player,201009260htx,dal,SpeaMa21,tackles_solo,1,,,,,
player,201009260htx,dal,SpeaMa21,tackles_assists,1,,,,,
player,201009260htx,dal,SpeaMa21,tackles_loss,0,,,,,
player,201009260htx,dal,SpeaMa21,qb_hits,0,,,,,
player,201009260htx,dal,SpeaMa21,fumbles_rec,0,,,,,
player,201009260htx,dal,SpeaMa21,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,SpeaMa21,fumbles_rec_td,0,,,,,
player,201009260htx,dal,SpeaMa21,fumbles_forced,0,,,,,
player,201009260htx,dal,WillLe20,def_int,0,,,,,
player,201009260htx,dal,WillLe20,def_int_yds,0,,,,,
player,201009260htx,dal,WillLe20,def_int_td,0,,,,,
player,201009260htx,dal,WillLe20,def_int_long,0,,,,,
player,201009260htx,dal,WillLe20,pass_defended,0,,,,,
player,201009260htx,dal,WillLe20,sacks,0.0,,,,,
player,201009260htx,dal,WillLe20,tackles_combined,2,,,,,
player,201009260htx,dal,WillLe20,tackles_solo,2,,,,,
player,201009260htx,dal,WillLe20,tackles_assists,0,,,,,
player,201009260htx,dal,WillLe20,tackles_loss,0,,,,,
player,201009260htx,dal,WillLe20,qb_hits,0,,,,,
player,201009260htx,dal,WillLe20,fumbles_rec,0,,,,,
player,201009260htx,dal,WillLe20,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,WillLe20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,WillLe20,fumbles_forced,0,,,,,
player,201009260htx,dal,WillJa95,def_int,0,,,,,
player,201009260htx,dal,WillJa95,def_int_yds,0,,,,,
player,201009260htx,dal,WillJa95,def_int_td,0,,,,,
player,201009260htx,dal,WillJa95,def_int_long,0,,,,,
player,201009260htx,dal,WillJa95,pass_defended,0,,,,,
player,201009260htx,dal,WillJa95,sacks,0.0,,,,,
player,201009260htx,dal,WillJa95,tackles_combined,2,,,,,
player,201009260htx,dal,WillJa95,tackles_solo,1,,,,,
player,201009260htx,dal,WillJa95,tackles_assists,1,,,,,
player,201009260htx,dal,WillJa95,tackles_loss,0,,,,,
player,201009260htx,dal,WillJa95,qb_hits,0,,,,,
player,201009260htx,dal,WillJa95,fumbles_rec,0,,,,,
player,201009260htx,dal,WillJa95,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,WillJa95,fumbles_rec_td,0,,,,,
player,201009260htx,dal,WillJa95,fumbles_forced,0,,,,,
player,201009260htx,dal,BoweSt20,def_int,0,,,,,
player,201009260htx,dal,BoweSt20,def_int_yds,0,,,,,
player,201009260htx,dal,BoweSt20,def_int_td,0,,,,,
player,201009260htx,dal,BoweSt20,def_int_long,0,,,,,
player,201009260htx,dal,BoweSt20,pass_defended,0,,,,,
player,201009260htx,dal,BoweSt20,sacks,0.0,,,,,
player,201009260htx,dal,BoweSt20,tackles_combined,1,,,,,
player,201009260htx,dal,BoweSt20,tackles_solo,1,,,,,
player,201009260htx,dal,BoweSt20,tackles_assists,0,,,,,
player,201009260htx,dal,BoweSt20,tackles_loss,1,,,,,
player,201009260htx,dal,BoweSt20,qb_hits,0,,,,,
player,201009260htx,dal,BoweSt20,fumbles_rec,0,,,,,
player,201009260htx,dal,BoweSt20,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,BoweSt20,fumbles_rec_td,0,,,,,
player,201009260htx,dal,BoweSt20,fumbles_forced,0,,,,,
player,201009260htx,dal,OwusAk99,def_int,0,,,,,
player,201009260htx,dal,OwusAk99,def_int_yds,0,,,,,
player,201009260htx,dal,OwusAk99,def_int_td,0,,,,,
player,201009260htx,dal,OwusAk99,def_int_long,0,,,,,
player,201009260htx,dal,OwusAk99,pass_defended,0,,,,,
player,201009260htx,dal,OwusAk99,sacks,0.0,,,,,
player,201009260htx,dal,OwusAk99,tackles_combined,1,,,,,
player,201009260htx,dal,OwusAk99,tackles_solo,1,,,,,
player,201009260htx,dal,OwusAk99,tackles_assists,0,,,,,
player,201009260htx,dal,OwusAk99,tackles_loss,0,,,,,
player,201009260htx,dal,OwusAk99,qb_hits,0,,,,,
player,201009260htx,dal,OwusAk99,fumbles_rec,0,,,,,
player,201009260htx,dal,OwusAk99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,OwusAk99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,OwusAk99,fumbles_forced,0,,,,,
player,201009260htx,dal,SpenAn99,def_int,0,,,,,
player,201009260htx,dal,SpenAn99,def_int_yds,0,,,,,
player,201009260htx,dal,SpenAn99,def_int_td,0,,,,,
player,201009260htx,dal,SpenAn99,def_int_long,0,,,,,
player,201009260htx,dal,SpenAn99,pass_defended,0,,,,,
player,201009260htx,dal,SpenAn99,sacks,0.0,,,,,
player,201009260htx,dal,SpenAn99,tackles_combined,1,,,,,
player,201009260htx,dal,SpenAn99,tackles_solo,1,,,,,
player,201009260htx,dal,SpenAn99,tackles_assists,0,,,,,
player,201009260htx,dal,SpenAn99,tackles_loss,0,,,,,
player,201009260htx,dal,SpenAn99,qb_hits,0,,,,,
player,201009260htx,dal,SpenAn99,fumbles_rec,0,,,,,
player,201009260htx,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201009260htx,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201009260htx,dal,SpenAn99,fumbles_forced,1,,,,,
player,201009260htx,htx,PollBe20,def_int,0,,,,,
player,201009260htx,htx,PollBe20,def_int_yds,0,,,,,
player,201009260htx,htx,PollBe20,def_int_td,0,,,,,
player,201009260htx,htx,PollBe20,def_int_long,0,,,,,
player,201009260htx,htx,PollBe20,pass_defended,1,,,,,
player,201009260htx,htx,PollBe20,sacks,0.0,,,,,
player,201009260htx,htx,PollBe20,tackles_combined,15,,,,,
player,201009260htx,htx,PollBe20,tackles_solo,6,,,,,
player,201009260htx,htx,PollBe20,tackles_assists,9,,,,,
player,201009260htx,htx,PollBe20,tackles_loss,0,,,,,
player,201009260htx,htx,PollBe20,qb_hits,0,,,,,
player,201009260htx,htx,PollBe20,fumbles_rec,0,,,,,
player,201009260htx,htx,PollBe20,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,PollBe20,fumbles_rec_td,0,,,,,
player,201009260htx,htx,PollBe20,fumbles_forced,0,,,,,
player,201009260htx,htx,RyanDe20,def_int,0,,,,,
player,201009260htx,htx,RyanDe20,def_int_yds,0,,,,,
player,201009260htx,htx,RyanDe20,def_int_td,0,,,,,
player,201009260htx,htx,RyanDe20,def_int_long,0,,,,,
player,201009260htx,htx,RyanDe20,pass_defended,0,,,,,
player,201009260htx,htx,RyanDe20,sacks,0.0,,,,,
player,201009260htx,htx,RyanDe20,tackles_combined,10,,,,,
player,201009260htx,htx,RyanDe20,tackles_solo,5,,,,,
player,201009260htx,htx,RyanDe20,tackles_assists,5,,,,,
player,201009260htx,htx,RyanDe20,tackles_loss,0,,,,,
player,201009260htx,htx,RyanDe20,qb_hits,0,,,,,
player,201009260htx,htx,RyanDe20,fumbles_rec,0,,,,,
player,201009260htx,htx,RyanDe20,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,RyanDe20,fumbles_rec_td,0,,,,,
player,201009260htx,htx,RyanDe20,fumbles_forced,0,,,,,
player,201009260htx,htx,DileZa99,def_int,0,,,,,
player,201009260htx,htx,DileZa99,def_int_yds,0,,,,,
player,201009260htx,htx,DileZa99,def_int_td,0,,,,,
player,201009260htx,htx,DileZa99,def_int_long,0,,,,,
player,201009260htx,htx,DileZa99,pass_defended,0,,,,,
player,201009260htx,htx,DileZa99,sacks,0.0,,,,,
player,201009260htx,htx,DileZa99,tackles_combined,7,,,,,
player,201009260htx,htx,DileZa99,tackles_solo,7,,,,,
player,201009260htx,htx,DileZa99,tackles_assists,0,,,,,
player,201009260htx,htx,DileZa99,tackles_loss,0,,,,,
player,201009260htx,htx,DileZa99,qb_hits,1,,,,,
player,201009260htx,htx,DileZa99,fumbles_rec,0,,,,,
player,201009260htx,htx,DileZa99,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,DileZa99,fumbles_rec_td,0,,,,,
player,201009260htx,htx,DileZa99,fumbles_forced,0,,,,,
player,201009260htx,htx,JackKa99,def_int,0,,,,,
player,201009260htx,htx,JackKa99,def_int_yds,0,,,,,
player,201009260htx,htx,JackKa99,def_int_td,0,,,,,
player,201009260htx,htx,JackKa99,def_int_long,0,,,,,
player,201009260htx,htx,JackKa99,pass_defended,1,,,,,
player,201009260htx,htx,JackKa99,sacks,0.0,,,,,
player,201009260htx,htx,JackKa99,tackles_combined,6,,,,,
player,201009260htx,htx,JackKa99,tackles_solo,3,,,,,
player,201009260htx,htx,JackKa99,tackles_assists,3,,,,,
player,201009260htx,htx,JackKa99,tackles_loss,0,,,,,
player,201009260htx,htx,JackKa99,qb_hits,0,,,,,
player,201009260htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201009260htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201009260htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201009260htx,htx,AdibXa99,def_int,0,,,,,
player,201009260htx,htx,AdibXa99,def_int_yds,0,,,,,
player,201009260htx,htx,AdibXa99,def_int_td,0,,,,,
player,201009260htx,htx,AdibXa99,def_int_long,0,,,,,
player,201009260htx,htx,AdibXa99,pass_defended,0,,,,,
player,201009260htx,htx,AdibXa99,sacks,0.0,,,,,
player,201009260htx,htx,AdibXa99,tackles_combined,4,,,,,
player,201009260htx,htx,AdibXa99,tackles_solo,2,,,,,
player,201009260htx,htx,AdibXa99,tackles_assists,2,,,,,
player,201009260htx,htx,AdibXa99,tackles_loss,0,,,,,
player,201009260htx,htx,AdibXa99,qb_hits,0,,,,,
player,201009260htx,htx,AdibXa99,fumbles_rec,0,,,,,
player,201009260htx,htx,AdibXa99,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,AdibXa99,fumbles_rec_td,0,,,,,
player,201009260htx,htx,AdibXa99,fumbles_forced,0,,,,,
player,201009260htx,htx,OkoyAm99,def_int,0,,,,,
player,201009260htx,htx,OkoyAm99,def_int_yds,0,,,,,
player,201009260htx,htx,OkoyAm99,def_int_td,0,,,,,
player,201009260htx,htx,OkoyAm99,def_int_long,0,,,,,
player,201009260htx,htx,OkoyAm99,pass_defended,0,,,,,
player,201009260htx,htx,OkoyAm99,sacks,0.0,,,,,
player,201009260htx,htx,OkoyAm99,tackles_combined,4,,,,,
player,201009260htx,htx,OkoyAm99,tackles_solo,2,,,,,
player,201009260htx,htx,OkoyAm99,tackles_assists,2,,,,,
player,201009260htx,htx,OkoyAm99,tackles_loss,0,,,,,
player,201009260htx,htx,OkoyAm99,qb_hits,1,,,,,
player,201009260htx,htx,OkoyAm99,fumbles_rec,0,,,,,
player,201009260htx,htx,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,OkoyAm99,fumbles_rec_td,0,,,,,
player,201009260htx,htx,OkoyAm99,fumbles_forced,0,,,,,
player,201009260htx,htx,QuinGl99,def_int,0,,,,,
player,201009260htx,htx,QuinGl99,def_int_yds,0,,,,,
player,201009260htx,htx,QuinGl99,def_int_td,0,,,,,
player,201009260htx,htx,QuinGl99,def_int_long,0,,,,,
player,201009260htx,htx,QuinGl99,pass_defended,1,,,,,
player,201009260htx,htx,QuinGl99,sacks,0.0,,,,,
player,201009260htx,htx,QuinGl99,tackles_combined,4,,,,,
player,201009260htx,htx,QuinGl99,tackles_solo,3,,,,,
player,201009260htx,htx,QuinGl99,tackles_assists,1,,,,,
player,201009260htx,htx,QuinGl99,tackles_loss,0,,,,,
player,201009260htx,htx,QuinGl99,qb_hits,0,,,,,
player,201009260htx,htx,QuinGl99,fumbles_rec,0,,,,,
player,201009260htx,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201009260htx,htx,QuinGl99,fumbles_forced,0,,,,,
player,201009260htx,htx,WilsEu20,def_int,0,,,,,
player,201009260htx,htx,WilsEu20,def_int_yds,0,,,,,
player,201009260htx,htx,WilsEu20,def_int_td,0,,,,,
player,201009260htx,htx,WilsEu20,def_int_long,0,,,,,
player,201009260htx,htx,WilsEu20,pass_defended,0,,,,,
player,201009260htx,htx,WilsEu20,sacks,0.0,,,,,
player,201009260htx,htx,WilsEu20,tackles_combined,4,,,,,
player,201009260htx,htx,WilsEu20,tackles_solo,3,,,,,
player,201009260htx,htx,WilsEu20,tackles_assists,1,,,,,
player,201009260htx,htx,WilsEu20,tackles_loss,0,,,,,
player,201009260htx,htx,WilsEu20,qb_hits,0,,,,,
player,201009260htx,htx,WilsEu20,fumbles_rec,0,,,,,
player,201009260htx,htx,WilsEu20,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,WilsEu20,fumbles_rec_td,0,,,,,
player,201009260htx,htx,WilsEu20,fumbles_forced,0,,,,,
player,201009260htx,htx,McCaBr99,def_int,0,,,,,
player,201009260htx,htx,McCaBr99,def_int_yds,0,,,,,
player,201009260htx,htx,McCaBr99,def_int_td,0,,,,,
player,201009260htx,htx,McCaBr99,def_int_long,0,,,,,
player,201009260htx,htx,McCaBr99,pass_defended,0,,,,,
player,201009260htx,htx,McCaBr99,sacks,0.0,,,,,
player,201009260htx,htx,McCaBr99,tackles_combined,3,,,,,
player,201009260htx,htx,McCaBr99,tackles_solo,3,,,,,
player,201009260htx,htx,McCaBr99,tackles_assists,0,,,,,
player,201009260htx,htx,McCaBr99,tackles_loss,0,,,,,
player,201009260htx,htx,McCaBr99,qb_hits,0,,,,,
player,201009260htx,htx,McCaBr99,fumbles_rec,0,,,,,
player,201009260htx,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201009260htx,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201009260htx,htx,McCaBr99,fumbles_forced,0,,,,,
player,201009260htx,htx,DreeJo00,def_int,0,,,,,
player,201009260htx,htx,DreeJo00,def_int_yds,0,,,,,
player,201009260htx,htx,DreeJo00,def_int_td,0,,,,,
