game,2010,4,20101003,201010030ram,sea,"Seattle Seahawks",3,ram,"St. Louis Rams",20
player,201010030ram,sea,WillMi03,rec_yds,32,,,,,
player,201010030ram,sea,WillMi03,rec_td,0,,,,,
player,201010030ram,sea,WillMi03,rec_long,17,,,,,
player,201010030ram,sea,WillMi03,fumbles,0,,,,,
player,201010030ram,sea,WillMi03,fumbles_lost,,,,,,
player,201010030ram,sea,ButlDe00,pass_cmp,0,,,,,
player,201010030ram,sea,ButlDe00,pass_att,0,,,,,
player,201010030ram,sea,ButlDe00,pass_yds,0,,,,,
player,201010030ram,sea,ButlDe00,pass_td,0,,,,,
player,201010030ram,sea,ButlDe00,pass_int,0,,,,,
player,201010030ram,sea,ButlDe00,pass_sacked,,,,,,
player,201010030ram,sea,ButlDe00,pass_sacked_yds,,,,,,
player,201010030ram,sea,ButlDe00,pass_long,0,,,,,
player,201010030ram,sea,ButlDe00,pass_rating,,,,,,
player,201010030ram,sea,ButlDe00,rush_att,0,,,,,
player,201010030ram,sea,ButlDe00,rush_yds,0,,,,,
player,201010030ram,sea,ButlDe00,rush_td,0,,,,,
player,201010030ram,sea,ButlDe00,rush_long,0,,,,,
player,201010030ram,sea,ButlDe00,targets,5,,,,,
player,201010030ram,sea,ButlDe00,rec,2,,,,,
player,201010030ram,sea,ButlDe00,rec_yds,20,,,,,
player,201010030ram,sea,ButlDe00,rec_td,0,,,,,
player,201010030ram,sea,ButlDe00,rec_long,14,,,,,
player,201010030ram,sea,ButlDe00,fumbles,0,,,,,
player,201010030ram,sea,ButlDe00,fumbles_lost,,,,,,
player,201010030ram,sea,CarlJo00,pass_cmp,0,,,,,
player,201010030ram,sea,CarlJo00,pass_att,0,,,,,
player,201010030ram,sea,CarlJo00,pass_yds,0,,,,,
player,201010030ram,sea,CarlJo00,pass_td,0,,,,,
player,201010030ram,sea,CarlJo00,pass_int,0,,,,,
player,201010030ram,sea,CarlJo00,pass_sacked,,,,,,
player,201010030ram,sea,CarlJo00,pass_sacked_yds,,,,,,
player,201010030ram,sea,CarlJo00,pass_long,0,,,,,
player,201010030ram,sea,CarlJo00,pass_rating,,,,,,
player,201010030ram,sea,CarlJo00,rush_att,0,,,,,
player,201010030ram,sea,CarlJo00,rush_yds,0,,,,,
player,201010030ram,sea,CarlJo00,rush_td,0,,,,,
player,201010030ram,sea,CarlJo00,rush_long,0,,,,,
player,201010030ram,sea,CarlJo00,targets,3,,,,,
player,201010030ram,sea,CarlJo00,rec,1,,,,,
player,201010030ram,sea,CarlJo00,rec_yds,15,,,,,
player,201010030ram,sea,CarlJo00,rec_td,0,,,,,
player,201010030ram,sea,CarlJo00,rec_long,15,,,,,
player,201010030ram,sea,CarlJo00,fumbles,0,,,,,
player,201010030ram,sea,CarlJo00,fumbles_lost,,,,,,
player,201010030ram,sea,BranDe00,pass_cmp,0,,,,,
player,201010030ram,sea,BranDe00,pass_att,0,,,,,
player,201010030ram,sea,BranDe00,pass_yds,0,,,,,
player,201010030ram,sea,BranDe00,pass_td,0,,,,,
player,201010030ram,sea,BranDe00,pass_int,0,,,,,
player,201010030ram,sea,BranDe00,pass_sacked,,,,,,
player,201010030ram,sea,BranDe00,pass_sacked_yds,,,,,,
player,201010030ram,sea,BranDe00,pass_long,0,,,,,
player,201010030ram,sea,BranDe00,pass_rating,,,,,,
player,201010030ram,sea,BranDe00,rush_att,0,,,,,
player,201010030ram,sea,BranDe00,rush_yds,0,,,,,
player,201010030ram,sea,BranDe00,rush_td,0,,,,,
player,201010030ram,sea,BranDe00,rush_long,0,,,,,
player,201010030ram,sea,BranDe00,targets,2,,,,,
player,201010030ram,sea,BranDe00,rec,1,,,,,
player,201010030ram,sea,BranDe00,rec_yds,10,,,,,
player,201010030ram,sea,BranDe00,rec_td,0,,,,,
player,201010030ram,sea,BranDe00,rec_long,10,,,,,
player,201010030ram,sea,BranDe00,fumbles,0,,,,,
player,201010030ram,sea,BranDe00,fumbles_lost,,,,,,
player,201010030ram,sea,BakeCh00,pass_cmp,0,,,,,
player,201010030ram,sea,BakeCh00,pass_att,0,,,,,
player,201010030ram,sea,BakeCh00,pass_yds,0,,,,,
player,201010030ram,sea,BakeCh00,pass_td,0,,,,,
player,201010030ram,sea,BakeCh00,pass_int,0,,,,,
player,201010030ram,sea,BakeCh00,pass_sacked,,,,,,
player,201010030ram,sea,BakeCh00,pass_sacked_yds,,,,,,
player,201010030ram,sea,BakeCh00,pass_long,0,,,,,
player,201010030ram,sea,BakeCh00,pass_rating,,,,,,
player,201010030ram,sea,BakeCh00,rush_att,0,,,,,
player,201010030ram,sea,BakeCh00,rush_yds,0,,,,,
player,201010030ram,sea,BakeCh00,rush_td,0,,,,,
player,201010030ram,sea,BakeCh00,rush_long,0,,,,,
player,201010030ram,sea,BakeCh00,targets,1,,,,,
player,201010030ram,sea,BakeCh00,rec,1,,,,,
player,201010030ram,sea,BakeCh00,rec_yds,8,,,,,
player,201010030ram,sea,BakeCh00,rec_td,0,,,,,
player,201010030ram,sea,BakeCh00,rec_long,8,,,,,
player,201010030ram,sea,BakeCh00,fumbles,0,,,,,
player,201010030ram,sea,BakeCh00,fumbles_lost,,,,,,
player,201010030ram,sea,RyanJo21,pass_cmp,0,,,,,
player,201010030ram,sea,RyanJo21,pass_att,0,,,,,
player,201010030ram,sea,RyanJo21,pass_yds,0,,,,,
player,201010030ram,sea,RyanJo21,pass_td,0,,,,,
player,201010030ram,sea,RyanJo21,pass_int,0,,,,,
player,201010030ram,sea,RyanJo21,pass_sacked,,,,,,
player,201010030ram,sea,RyanJo21,pass_sacked_yds,,,,,,
player,201010030ram,sea,RyanJo21,pass_long,0,,,,,
player,201010030ram,sea,RyanJo21,pass_rating,,,,,,
player,201010030ram,sea,RyanJo21,rush_att,1,,,,,
player,201010030ram,sea,RyanJo21,rush_yds,-9,,,,,
player,201010030ram,sea,RyanJo21,rush_td,0,,,,,
player,201010030ram,sea,RyanJo21,rush_long,-9,,,,,
player,201010030ram,sea,RyanJo21,targets,0,,,,,
player,201010030ram,sea,RyanJo21,rec,0,,,,,
player,201010030ram,sea,RyanJo21,rec_yds,0,,,,,
player,201010030ram,sea,RyanJo21,rec_td,0,,,,,
player,201010030ram,sea,RyanJo21,rec_long,0,,,,,
player,201010030ram,sea,RyanJo21,fumbles,0,,,,,
player,201010030ram,sea,RyanJo21,fumbles_lost,,,,,,
player,201010030ram,ram,BradSa00,pass_cmp,23,,,,,
player,201010030ram,ram,BradSa00,pass_att,41,,,,,
player,201010030ram,ram,BradSa00,pass_yds,289,,,,,
player,201010030ram,ram,BradSa00,pass_td,2,,,,,
player,201010030ram,ram,BradSa00,pass_int,1,,,,,
player,201010030ram,ram,BradSa00,pass_sacked,4,,,,,
player,201010030ram,ram,BradSa00,pass_sacked_yds,28,,,,,
player,201010030ram,ram,BradSa00,pass_long,49,,,,,
player,201010030ram,ram,BradSa00,pass_rating,84.3,,,,,
player,201010030ram,ram,BradSa00,rush_att,2,,,,,
player,201010030ram,ram,BradSa00,rush_yds,8,,,,,
player,201010030ram,ram,BradSa00,rush_td,0,,,,,
player,201010030ram,ram,BradSa00,rush_long,6,,,,,
player,201010030ram,ram,BradSa00,targets,0,,,,,
player,201010030ram,ram,BradSa00,rec,0,,,,,
player,201010030ram,ram,BradSa00,rec_yds,0,,,,,
player,201010030ram,ram,BradSa00,rec_td,0,,,,,
player,201010030ram,ram,BradSa00,rec_long,0,,,,,
player,201010030ram,ram,BradSa00,fumbles,0,,,,,
player,201010030ram,ram,BradSa00,fumbles_lost,,,,,,
player,201010030ram,ram,JackSt00,pass_cmp,0,,,,,
player,201010030ram,ram,JackSt00,pass_att,0,,,,,
player,201010030ram,ram,JackSt00,pass_yds,0,,,,,
player,201010030ram,ram,JackSt00,pass_td,0,,,,,
player,201010030ram,ram,JackSt00,pass_int,0,,,,,
player,201010030ram,ram,JackSt00,pass_sacked,,,,,,
player,201010030ram,ram,JackSt00,pass_sacked_yds,,,,,,
player,201010030ram,ram,JackSt00,pass_long,0,,,,,
player,201010030ram,ram,JackSt00,pass_rating,,,,,,
player,201010030ram,ram,JackSt00,rush_att,22,,,,,
player,201010030ram,ram,JackSt00,rush_yds,70,,,,,
player,201010030ram,ram,JackSt00,rush_td,0,,,,,
player,201010030ram,ram,JackSt00,rush_long,16,,,,,
player,201010030ram,ram,JackSt00,targets,3,,,,,
player,201010030ram,ram,JackSt00,rec,3,,,,,
player,201010030ram,ram,JackSt00,rec_yds,54,,,,,
player,201010030ram,ram,JackSt00,rec_td,0,,,,,
player,201010030ram,ram,JackSt00,rec_long,49,,,,,
player,201010030ram,ram,JackSt00,fumbles,0,,,,,
player,201010030ram,ram,JackSt00,fumbles_lost,,,,,,
player,201010030ram,ram,ClayMa01,pass_cmp,0,,,,,
player,201010030ram,ram,ClayMa01,pass_att,0,,,,,
player,201010030ram,ram,ClayMa01,pass_yds,0,,,,,
player,201010030ram,ram,ClayMa01,pass_td,0,,,,,
player,201010030ram,ram,ClayMa01,pass_int,0,,,,,
player,201010030ram,ram,ClayMa01,pass_sacked,,,,,,
player,201010030ram,ram,ClayMa01,pass_sacked_yds,,,,,,
player,201010030ram,ram,ClayMa01,pass_long,0,,,,,
player,201010030ram,ram,ClayMa01,pass_rating,,,,,,
player,201010030ram,ram,ClayMa01,rush_att,1,,,,,
player,201010030ram,ram,ClayMa01,rush_yds,6,,,,,
player,201010030ram,ram,ClayMa01,rush_td,0,,,,,
player,201010030ram,ram,ClayMa01,rush_long,6,,,,,
player,201010030ram,ram,ClayMa01,targets,14,,,,,
player,201010030ram,ram,ClayMa01,rec,5,,,,,
player,201010030ram,ram,ClayMa01,rec_yds,72,,,,,
player,201010030ram,ram,ClayMa01,rec_td,0,,,,,
player,201010030ram,ram,ClayMa01,rec_long,34,,,,,
player,201010030ram,ram,ClayMa01,fumbles,0,,,,,
player,201010030ram,ram,ClayMa01,fumbles_lost,,,,,,
player,201010030ram,ram,TostKe00,pass_cmp,0,,,,,
player,201010030ram,ram,TostKe00,pass_att,0,,,,,
player,201010030ram,ram,TostKe00,pass_yds,0,,,,,
player,201010030ram,ram,TostKe00,pass_td,0,,,,,
player,201010030ram,ram,TostKe00,pass_int,0,,,,,
player,201010030ram,ram,TostKe00,pass_sacked,,,,,,
player,201010030ram,ram,TostKe00,pass_sacked_yds,,,,,,
player,201010030ram,ram,TostKe00,pass_long,0,,,,,
player,201010030ram,ram,TostKe00,pass_rating,,,,,,
player,201010030ram,ram,TostKe00,rush_att,1,,,,,
player,201010030ram,ram,TostKe00,rush_yds,3,,,,,
player,201010030ram,ram,TostKe00,rush_td,0,,,,,
player,201010030ram,ram,TostKe00,rush_long,3,,,,,
player,201010030ram,ram,TostKe00,targets,0,,,,,
player,201010030ram,ram,TostKe00,rec,0,,,,,
player,201010030ram,ram,TostKe00,rec_yds,0,,,,,
player,201010030ram,ram,TostKe00,rec_td,0,,,,,
player,201010030ram,ram,TostKe00,rec_long,0,,,,,
player,201010030ram,ram,TostKe00,fumbles,0,,,,,
player,201010030ram,ram,TostKe00,fumbles_lost,,,,,,
player,201010030ram,ram,DarbKe00,pass_cmp,0,,,,,
player,201010030ram,ram,DarbKe00,pass_att,0,,,,,
player,201010030ram,ram,DarbKe00,pass_yds,0,,,,,
player,201010030ram,ram,DarbKe00,pass_td,0,,,,,
player,201010030ram,ram,DarbKe00,pass_int,0,,,,,
player,201010030ram,ram,DarbKe00,pass_sacked,,,,,,
player,201010030ram,ram,DarbKe00,pass_sacked_yds,,,,,,
player,201010030ram,ram,DarbKe00,pass_long,0,,,,,
player,201010030ram,ram,DarbKe00,pass_rating,,,,,,
player,201010030ram,ram,DarbKe00,rush_att,2,,,,,
player,201010030ram,ram,DarbKe00,rush_yds,1,,,,,
player,201010030ram,ram,DarbKe00,rush_td,0,,,,,
player,201010030ram,ram,DarbKe00,rush_long,6,,,,,
player,201010030ram,ram,DarbKe00,targets,2,,,,,
player,201010030ram,ram,DarbKe00,rec,2,,,,,
player,201010030ram,ram,DarbKe00,rec_yds,19,,,,,
player,201010030ram,ram,DarbKe00,rec_td,1,,,,,
player,201010030ram,ram,DarbKe00,rec_long,21,,,,,
player,201010030ram,ram,DarbKe00,fumbles,0,,,,,
player,201010030ram,ram,DarbKe00,fumbles_lost,,,,,,
player,201010030ram,ram,GibsBr00,pass_cmp,0,,,,,
player,201010030ram,ram,GibsBr00,pass_att,0,,,,,
player,201010030ram,ram,GibsBr00,pass_yds,0,,,,,
player,201010030ram,ram,GibsBr00,pass_td,0,,,,,
player,201010030ram,ram,GibsBr00,pass_int,0,,,,,
player,201010030ram,ram,GibsBr00,pass_sacked,,,,,,
player,201010030ram,ram,GibsBr00,pass_sacked_yds,,,,,,
player,201010030ram,ram,GibsBr00,pass_long,0,,,,,
player,201010030ram,ram,GibsBr00,pass_rating,,,,,,
player,201010030ram,ram,GibsBr00,rush_att,0,,,,,
player,201010030ram,ram,GibsBr00,rush_yds,0,,,,,
player,201010030ram,ram,GibsBr00,rush_td,0,,,,,
player,201010030ram,ram,GibsBr00,rush_long,0,,,,,
player,201010030ram,ram,GibsBr00,targets,4,,,,,
player,201010030ram,ram,GibsBr00,rec,3,,,,,
player,201010030ram,ram,GibsBr00,rec_yds,50,,,,,
player,201010030ram,ram,GibsBr00,rec_td,1,,,,,
player,201010030ram,ram,GibsBr00,rec_long,23,,,,,
player,201010030ram,ram,GibsBr00,fumbles,0,,,,,
player,201010030ram,ram,GibsBr00,fumbles_lost,,,,,,
player,201010030ram,ram,AmenDa00,pass_cmp,0,,,,,
player,201010030ram,ram,AmenDa00,pass_att,0,,,,,
player,201010030ram,ram,AmenDa00,pass_yds,0,,,,,
player,201010030ram,ram,AmenDa00,pass_td,0,,,,,
player,201010030ram,ram,AmenDa00,pass_int,0,,,,,
player,201010030ram,ram,AmenDa00,pass_sacked,,,,,,
player,201010030ram,ram,AmenDa00,pass_sacked_yds,,,,,,
player,201010030ram,ram,AmenDa00,pass_long,0,,,,,
player,201010030ram,ram,AmenDa00,pass_rating,,,,,,
player,201010030ram,ram,AmenDa00,rush_att,0,,,,,
player,201010030ram,ram,AmenDa00,rush_yds,0,,,,,
player,201010030ram,ram,AmenDa00,rush_td,0,,,,,
player,201010030ram,ram,AmenDa00,rush_long,0,,,,,
player,201010030ram,ram,AmenDa00,targets,8,,,,,
player,201010030ram,ram,AmenDa00,rec,5,,,,,
player,201010030ram,ram,AmenDa00,rec_yds,46,,,,,
player,201010030ram,ram,AmenDa00,rec_td,0,,,,,
player,201010030ram,ram,AmenDa00,rec_long,14,,,,,
player,201010030ram,ram,AmenDa00,fumbles,0,,,,,
player,201010030ram,ram,AmenDa00,fumbles_lost,,,,,,
player,201010030ram,ram,FellDa00,pass_cmp,0,,,,,
player,201010030ram,ram,FellDa00,pass_att,0,,,,,
player,201010030ram,ram,FellDa00,pass_yds,0,,,,,
player,201010030ram,ram,FellDa00,pass_td,0,,,,,
player,201010030ram,ram,FellDa00,pass_int,0,,,,,
player,201010030ram,ram,FellDa00,pass_sacked,,,,,,
player,201010030ram,ram,FellDa00,pass_sacked_yds,,,,,,
player,201010030ram,ram,FellDa00,pass_long,0,,,,,
player,201010030ram,ram,FellDa00,pass_rating,,,,,,
player,201010030ram,ram,FellDa00,rush_att,0,,,,,
player,201010030ram,ram,FellDa00,rush_yds,0,,,,,
player,201010030ram,ram,FellDa00,rush_td,0,,,,,
player,201010030ram,ram,FellDa00,rush_long,0,,,,,
player,201010030ram,ram,FellDa00,targets,4,,,,,
player,201010030ram,ram,FellDa00,rec,3,,,,,
player,201010030ram,ram,FellDa00,rec_yds,35,,,,,
player,201010030ram,ram,FellDa00,rec_td,0,,,,,
player,201010030ram,ram,FellDa00,rec_long,15,,,,,
player,201010030ram,ram,FellDa00,fumbles,0,,,,,
player,201010030ram,ram,FellDa00,fumbles_lost,,,,,,
player,201010030ram,ram,GilyMa00,pass_cmp,0,,,,,
player,201010030ram,ram,GilyMa00,pass_att,0,,,,,
player,201010030ram,ram,GilyMa00,pass_yds,0,,,,,
player,201010030ram,ram,GilyMa00,pass_td,0,,,,,
player,201010030ram,ram,GilyMa00,pass_int,0,,,,,
player,201010030ram,ram,GilyMa00,pass_sacked,,,,,,
player,201010030ram,ram,GilyMa00,pass_sacked_yds,,,,,,
player,201010030ram,ram,GilyMa00,pass_long,0,,,,,
player,201010030ram,ram,GilyMa00,pass_rating,,,,,,
player,201010030ram,ram,GilyMa00,rush_att,0,,,,,
player,201010030ram,ram,GilyMa00,rush_yds,0,,,,,
player,201010030ram,ram,GilyMa00,rush_td,0,,,,,
player,201010030ram,ram,GilyMa00,rush_long,0,,,,,
player,201010030ram,ram,GilyMa00,targets,4,,,,,
player,201010030ram,ram,GilyMa00,rec,2,,,,,
player,201010030ram,ram,GilyMa00,rec_yds,13,,,,,
player,201010030ram,ram,GilyMa00,rec_td,0,,,,,
player,201010030ram,ram,GilyMa00,rec_long,9,,,,,
player,201010030ram,ram,GilyMa00,fumbles,0,,,,,
player,201010030ram,ram,GilyMa00,fumbles_lost,,,,,,
player,201010030ram,sea,ThomEa99,def_int,1,,,,,
player,201010030ram,sea,ThomEa99,def_int_yds,0,,,,,
player,201010030ram,sea,ThomEa99,def_int_td,0,,,,,
player,201010030ram,sea,ThomEa99,def_int_long,0,,,,,
player,201010030ram,sea,ThomEa99,pass_defended,1,,,,,
player,201010030ram,sea,ThomEa99,sacks,0.0,,,,,
player,201010030ram,sea,ThomEa99,tackles_combined,2,,,,,
player,201010030ram,sea,ThomEa99,tackles_solo,2,,,,,
player,201010030ram,sea,ThomEa99,tackles_assists,0,,,,,
player,201010030ram,sea,ThomEa99,tackles_loss,0,,,,,
player,201010030ram,sea,ThomEa99,qb_hits,0,,,,,
player,201010030ram,sea,ThomEa99,fumbles_rec,0,,,,,
player,201010030ram,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201010030ram,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201010030ram,sea,ThomEa99,fumbles_forced,0,,,,,
player,201010030ram,sea,ClemCh23,def_int,0,,,,,
player,201010030ram,sea,ClemCh23,def_int_yds,0,,,,,
player,201010030ram,sea,ClemCh23,def_int_td,0,,,,,
