game,2010,8,20101031,201010310dal,jax,"Jacksonville Jaguars",35,dal,"Dallas Cowboys",17
player,201010310dal,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201010310dal,jax,DuraJu99,fumbles_forced,0,,,,,
player,201010310dal,jax,GreeCo99,def_int,0,,,,,
player,201010310dal,jax,GreeCo99,def_int_yds,0,,,,,
player,201010310dal,jax,GreeCo99,def_int_td,0,,,,,
player,201010310dal,jax,GreeCo99,def_int_long,0,,,,,
player,201010310dal,jax,GreeCo99,pass_defended,0,,,,,
player,201010310dal,jax,GreeCo99,sacks,0.0,,,,,
player,201010310dal,jax,GreeCo99,tackles_combined,8,,,,,
player,201010310dal,jax,GreeCo99,tackles_solo,8,,,,,
player,201010310dal,jax,GreeCo99,tackles_assists,0,,,,,
player,201010310dal,jax,GreeCo99,tackles_loss,0,,,,,
player,201010310dal,jax,GreeCo99,qb_hits,0,,,,,
player,201010310dal,jax,GreeCo99,fumbles_rec,0,,,,,
player,201010310dal,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201010310dal,jax,GreeCo99,fumbles_forced,0,,,,,
player,201010310dal,jax,SmitDa24,def_int,0,,,,,
player,201010310dal,jax,SmitDa24,def_int_yds,0,,,,,
player,201010310dal,jax,SmitDa24,def_int_td,0,,,,,
player,201010310dal,jax,SmitDa24,def_int_long,0,,,,,
player,201010310dal,jax,SmitDa24,pass_defended,0,,,,,
player,201010310dal,jax,SmitDa24,sacks,0.0,,,,,
player,201010310dal,jax,SmitDa24,tackles_combined,7,,,,,
player,201010310dal,jax,SmitDa24,tackles_solo,4,,,,,
player,201010310dal,jax,SmitDa24,tackles_assists,3,,,,,
player,201010310dal,jax,SmitDa24,tackles_loss,1,,,,,
player,201010310dal,jax,SmitDa24,qb_hits,0,,,,,
player,201010310dal,jax,SmitDa24,fumbles_rec,0,,,,,
player,201010310dal,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201010310dal,jax,SmitDa24,fumbles_forced,0,,,,,
player,201010310dal,jax,CareDo00,def_int,0,,,,,
player,201010310dal,jax,CareDo00,def_int_yds,0,,,,,
player,201010310dal,jax,CareDo00,def_int_td,0,,,,,
player,201010310dal,jax,CareDo00,def_int_long,0,,,,,
player,201010310dal,jax,CareDo00,pass_defended,0,,,,,
player,201010310dal,jax,CareDo00,sacks,0.0,,,,,
player,201010310dal,jax,CareDo00,tackles_combined,4,,,,,
player,201010310dal,jax,CareDo00,tackles_solo,3,,,,,
player,201010310dal,jax,CareDo00,tackles_assists,1,,,,,
player,201010310dal,jax,CareDo00,tackles_loss,0,,,,,
player,201010310dal,jax,CareDo00,qb_hits,0,,,,,
player,201010310dal,jax,CareDo00,fumbles_rec,0,,,,,
player,201010310dal,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201010310dal,jax,CareDo00,fumbles_forced,0,,,,,
player,201010310dal,jax,KampAa99,def_int,0,,,,,
player,201010310dal,jax,KampAa99,def_int_yds,0,,,,,
player,201010310dal,jax,KampAa99,def_int_td,0,,,,,
player,201010310dal,jax,KampAa99,def_int_long,0,,,,,
player,201010310dal,jax,KampAa99,pass_defended,0,,,,,
player,201010310dal,jax,KampAa99,sacks,0.0,,,,,
player,201010310dal,jax,KampAa99,tackles_combined,4,,,,,
player,201010310dal,jax,KampAa99,tackles_solo,3,,,,,
player,201010310dal,jax,KampAa99,tackles_assists,1,,,,,
player,201010310dal,jax,KampAa99,tackles_loss,0,,,,,
player,201010310dal,jax,KampAa99,qb_hits,1,,,,,
player,201010310dal,jax,KampAa99,fumbles_rec,0,,,,,
player,201010310dal,jax,KampAa99,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,KampAa99,fumbles_rec_td,0,,,,,
player,201010310dal,jax,KampAa99,fumbles_forced,0,,,,,
player,201010310dal,jax,MorrKi20,def_int,0,,,,,
player,201010310dal,jax,MorrKi20,def_int_yds,0,,,,,
player,201010310dal,jax,MorrKi20,def_int_td,0,,,,,
player,201010310dal,jax,MorrKi20,def_int_long,0,,,,,
player,201010310dal,jax,MorrKi20,pass_defended,0,,,,,
player,201010310dal,jax,MorrKi20,sacks,0.0,,,,,
player,201010310dal,jax,MorrKi20,tackles_combined,4,,,,,
player,201010310dal,jax,MorrKi20,tackles_solo,2,,,,,
player,201010310dal,jax,MorrKi20,tackles_assists,2,,,,,
player,201010310dal,jax,MorrKi20,tackles_loss,0,,,,,
player,201010310dal,jax,MorrKi20,qb_hits,0,,,,,
player,201010310dal,jax,MorrKi20,fumbles_rec,0,,,,,
player,201010310dal,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201010310dal,jax,MorrKi20,fumbles_forced,0,,,,,
player,201010310dal,jax,ConsSe20,def_int,0,,,,,
player,201010310dal,jax,ConsSe20,def_int_yds,0,,,,,
player,201010310dal,jax,ConsSe20,def_int_td,0,,,,,
player,201010310dal,jax,ConsSe20,def_int_long,0,,,,,
player,201010310dal,jax,ConsSe20,pass_defended,0,,,,,
player,201010310dal,jax,ConsSe20,sacks,0.0,,,,,
player,201010310dal,jax,ConsSe20,tackles_combined,3,,,,,
player,201010310dal,jax,ConsSe20,tackles_solo,3,,,,,
player,201010310dal,jax,ConsSe20,tackles_assists,0,,,,,
player,201010310dal,jax,ConsSe20,tackles_loss,0,,,,,
player,201010310dal,jax,ConsSe20,qb_hits,0,,,,,
player,201010310dal,jax,ConsSe20,fumbles_rec,0,,,,,
player,201010310dal,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201010310dal,jax,ConsSe20,fumbles_forced,0,,,,,
player,201010310dal,jax,JoneDa99,def_int,0,,,,,
player,201010310dal,jax,JoneDa99,def_int_yds,0,,,,,
player,201010310dal,jax,JoneDa99,def_int_td,0,,,,,
player,201010310dal,jax,JoneDa99,def_int_long,0,,,,,
player,201010310dal,jax,JoneDa99,pass_defended,0,,,,,
player,201010310dal,jax,JoneDa99,sacks,0.0,,,,,
player,201010310dal,jax,JoneDa99,tackles_combined,2,,,,,
player,201010310dal,jax,JoneDa99,tackles_solo,2,,,,,
player,201010310dal,jax,JoneDa99,tackles_assists,0,,,,,
player,201010310dal,jax,JoneDa99,tackles_loss,0,,,,,
player,201010310dal,jax,JoneDa99,qb_hits,0,,,,,
player,201010310dal,jax,JoneDa99,fumbles_rec,0,,,,,
player,201010310dal,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201010310dal,jax,JoneDa99,fumbles_forced,0,,,,,
player,201010310dal,jax,MiddWi98,def_int,0,,,,,
player,201010310dal,jax,MiddWi98,def_int_yds,0,,,,,
player,201010310dal,jax,MiddWi98,def_int_td,0,,,,,
player,201010310dal,jax,MiddWi98,def_int_long,0,,,,,
player,201010310dal,jax,MiddWi98,pass_defended,0,,,,,
player,201010310dal,jax,MiddWi98,sacks,0.0,,,,,
player,201010310dal,jax,MiddWi98,tackles_combined,2,,,,,
player,201010310dal,jax,MiddWi98,tackles_solo,2,,,,,
player,201010310dal,jax,MiddWi98,tackles_assists,0,,,,,
player,201010310dal,jax,MiddWi98,tackles_loss,0,,,,,
player,201010310dal,jax,MiddWi98,qb_hits,0,,,,,
player,201010310dal,jax,MiddWi98,fumbles_rec,0,,,,,
player,201010310dal,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201010310dal,jax,MiddWi98,fumbles_forced,0,,,,,
player,201010310dal,jax,AlleRu00,def_int,0,,,,,
player,201010310dal,jax,AlleRu00,def_int_yds,0,,,,,
player,201010310dal,jax,AlleRu00,def_int_td,0,,,,,
player,201010310dal,jax,AlleRu00,def_int_long,0,,,,,
player,201010310dal,jax,AlleRu00,pass_defended,0,,,,,
player,201010310dal,jax,AlleRu00,sacks,0.0,,,,,
player,201010310dal,jax,AlleRu00,tackles_combined,1,,,,,
player,201010310dal,jax,AlleRu00,tackles_solo,1,,,,,
player,201010310dal,jax,AlleRu00,tackles_assists,0,,,,,
player,201010310dal,jax,AlleRu00,tackles_loss,0,,,,,
player,201010310dal,jax,AlleRu00,qb_hits,0,,,,,
player,201010310dal,jax,AlleRu00,fumbles_rec,0,,,,,
player,201010310dal,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201010310dal,jax,AlleRu00,fumbles_forced,0,,,,,
player,201010310dal,jax,BracTy99,def_int,0,,,,,
player,201010310dal,jax,BracTy99,def_int_yds,0,,,,,
player,201010310dal,jax,BracTy99,def_int_td,0,,,,,
player,201010310dal,jax,BracTy99,def_int_long,0,,,,,
player,201010310dal,jax,BracTy99,pass_defended,0,,,,,
player,201010310dal,jax,BracTy99,sacks,0.0,,,,,
player,201010310dal,jax,BracTy99,tackles_combined,1,,,,,
player,201010310dal,jax,BracTy99,tackles_solo,1,,,,,
player,201010310dal,jax,BracTy99,tackles_assists,0,,,,,
player,201010310dal,jax,BracTy99,tackles_loss,0,,,,,
player,201010310dal,jax,BracTy99,qb_hits,0,,,,,
player,201010310dal,jax,BracTy99,fumbles_rec,0,,,,,
player,201010310dal,jax,BracTy99,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,BracTy99,fumbles_rec_td,0,,,,,
player,201010310dal,jax,BracTy99,fumbles_forced,0,,,,,
player,201010310dal,jax,CutrJa00,def_int,0,,,,,
player,201010310dal,jax,CutrJa00,def_int_yds,0,,,,,
player,201010310dal,jax,CutrJa00,def_int_td,0,,,,,
player,201010310dal,jax,CutrJa00,def_int_long,0,,,,,
player,201010310dal,jax,CutrJa00,pass_defended,0,,,,,
player,201010310dal,jax,CutrJa00,sacks,0.0,,,,,
player,201010310dal,jax,CutrJa00,tackles_combined,1,,,,,
player,201010310dal,jax,CutrJa00,tackles_solo,1,,,,,
player,201010310dal,jax,CutrJa00,tackles_assists,0,,,,,
player,201010310dal,jax,CutrJa00,tackles_loss,0,,,,,
player,201010310dal,jax,CutrJa00,qb_hits,0,,,,,
player,201010310dal,jax,CutrJa00,fumbles_rec,0,,,,,
player,201010310dal,jax,CutrJa00,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,CutrJa00,fumbles_rec_td,0,,,,,
player,201010310dal,jax,CutrJa00,fumbles_forced,0,,,,,
player,201010310dal,jax,JoneGr01,def_int,0,,,,,
player,201010310dal,jax,JoneGr01,def_int_yds,0,,,,,
player,201010310dal,jax,JoneGr01,def_int_td,0,,,,,
player,201010310dal,jax,JoneGr01,def_int_long,0,,,,,
player,201010310dal,jax,JoneGr01,pass_defended,0,,,,,
player,201010310dal,jax,JoneGr01,sacks,0.0,,,,,
player,201010310dal,jax,JoneGr01,tackles_combined,1,,,,,
player,201010310dal,jax,JoneGr01,tackles_solo,1,,,,,
player,201010310dal,jax,JoneGr01,tackles_assists,0,,,,,
player,201010310dal,jax,JoneGr01,tackles_loss,0,,,,,
player,201010310dal,jax,JoneGr01,qb_hits,0,,,,,
player,201010310dal,jax,JoneGr01,fumbles_rec,0,,,,,
player,201010310dal,jax,JoneGr01,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,JoneGr01,fumbles_rec_td,0,,,,,
player,201010310dal,jax,JoneGr01,fumbles_forced,0,,,,,
player,201010310dal,jax,LaneAu99,def_int,0,,,,,
player,201010310dal,jax,LaneAu99,def_int_yds,0,,,,,
player,201010310dal,jax,LaneAu99,def_int_td,0,,,,,
player,201010310dal,jax,LaneAu99,def_int_long,0,,,,,
player,201010310dal,jax,LaneAu99,pass_defended,0,,,,,
player,201010310dal,jax,LaneAu99,sacks,0.0,,,,,
player,201010310dal,jax,LaneAu99,tackles_combined,1,,,,,
player,201010310dal,jax,LaneAu99,tackles_solo,1,,,,,
player,201010310dal,jax,LaneAu99,tackles_assists,0,,,,,
player,201010310dal,jax,LaneAu99,tackles_loss,1,,,,,
player,201010310dal,jax,LaneAu99,qb_hits,0,,,,,
player,201010310dal,jax,LaneAu99,fumbles_rec,0,,,,,
player,201010310dal,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201010310dal,jax,LaneAu99,fumbles_forced,0,,,,,
player,201010310dal,jax,MorgAa00,def_int,0,,,,,
player,201010310dal,jax,MorgAa00,def_int_yds,0,,,,,
player,201010310dal,jax,MorgAa00,def_int_td,0,,,,,
player,201010310dal,jax,MorgAa00,def_int_long,0,,,,,
player,201010310dal,jax,MorgAa00,pass_defended,0,,,,,
player,201010310dal,jax,MorgAa00,sacks,0.0,,,,,
player,201010310dal,jax,MorgAa00,tackles_combined,1,,,,,
player,201010310dal,jax,MorgAa00,tackles_solo,1,,,,,
player,201010310dal,jax,MorgAa00,tackles_assists,0,,,,,
player,201010310dal,jax,MorgAa00,tackles_loss,0,,,,,
player,201010310dal,jax,MorgAa00,qb_hits,0,,,,,
player,201010310dal,jax,MorgAa00,fumbles_rec,0,,,,,
player,201010310dal,jax,MorgAa00,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,MorgAa00,fumbles_rec_td,0,,,,,
player,201010310dal,jax,MorgAa00,fumbles_forced,0,,,,,
player,201010310dal,jax,UndeTi00,def_int,0,,,,,
player,201010310dal,jax,UndeTi00,def_int_yds,0,,,,,
player,201010310dal,jax,UndeTi00,def_int_td,0,,,,,
player,201010310dal,jax,UndeTi00,def_int_long,0,,,,,
player,201010310dal,jax,UndeTi00,pass_defended,0,,,,,
player,201010310dal,jax,UndeTi00,sacks,0.0,,,,,
player,201010310dal,jax,UndeTi00,tackles_combined,1,,,,,
player,201010310dal,jax,UndeTi00,tackles_solo,1,,,,,
player,201010310dal,jax,UndeTi00,tackles_assists,0,,,,,
player,201010310dal,jax,UndeTi00,tackles_loss,0,,,,,
player,201010310dal,jax,UndeTi00,qb_hits,0,,,,,
player,201010310dal,jax,UndeTi00,fumbles_rec,0,,,,,
player,201010310dal,jax,UndeTi00,fumbles_rec_yds,0,,,,,
player,201010310dal,jax,UndeTi00,fumbles_rec_td,0,,,,,
player,201010310dal,jax,UndeTi00,fumbles_forced,0,,,,,
player,201010310dal,dal,SpenAn99,def_int,0,,,,,
player,201010310dal,dal,SpenAn99,def_int_yds,0,,,,,
player,201010310dal,dal,SpenAn99,def_int_td,0,,,,,
player,201010310dal,dal,SpenAn99,def_int_long,0,,,,,
player,201010310dal,dal,SpenAn99,pass_defended,0,,,,,
player,201010310dal,dal,SpenAn99,sacks,1.0,,,,,
player,201010310dal,dal,SpenAn99,tackles_combined,3,,,,,
player,201010310dal,dal,SpenAn99,tackles_solo,3,,,,,
player,201010310dal,dal,SpenAn99,tackles_assists,0,,,,,
player,201010310dal,dal,SpenAn99,tackles_loss,2,,,,,
player,201010310dal,dal,SpenAn99,qb_hits,2,,,,,
player,201010310dal,dal,SpenAn99,fumbles_rec,0,,,,,
player,201010310dal,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,SpenAn99,fumbles_forced,0,,,,,
player,201010310dal,dal,ButlVi99,def_int,0,,,,,
player,201010310dal,dal,ButlVi99,def_int_yds,0,,,,,
player,201010310dal,dal,ButlVi99,def_int_td,0,,,,,
player,201010310dal,dal,ButlVi99,def_int_long,0,,,,,
player,201010310dal,dal,ButlVi99,pass_defended,0,,,,,
player,201010310dal,dal,ButlVi99,sacks,1.0,,,,,
player,201010310dal,dal,ButlVi99,tackles_combined,2,,,,,
player,201010310dal,dal,ButlVi99,tackles_solo,2,,,,,
player,201010310dal,dal,ButlVi99,tackles_assists,0,,,,,
player,201010310dal,dal,ButlVi99,tackles_loss,0,,,,,
player,201010310dal,dal,ButlVi99,qb_hits,1,,,,,
player,201010310dal,dal,ButlVi99,fumbles_rec,0,,,,,
player,201010310dal,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,ButlVi99,fumbles_forced,1,,,,,
player,201010310dal,dal,LissSe99,def_int,0,,,,,
player,201010310dal,dal,LissSe99,def_int_yds,0,,,,,
player,201010310dal,dal,LissSe99,def_int_td,0,,,,,
player,201010310dal,dal,LissSe99,def_int_long,0,,,,,
player,201010310dal,dal,LissSe99,pass_defended,0,,,,,
player,201010310dal,dal,LissSe99,sacks,0.5,,,,,
player,201010310dal,dal,LissSe99,tackles_combined,3,,,,,
player,201010310dal,dal,LissSe99,tackles_solo,2,,,,,
player,201010310dal,dal,LissSe99,tackles_assists,1,,,,,
player,201010310dal,dal,LissSe99,tackles_loss,0,,,,,
player,201010310dal,dal,LissSe99,qb_hits,1,,,,,
player,201010310dal,dal,LissSe99,fumbles_rec,0,,,,,
player,201010310dal,dal,LissSe99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,LissSe99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,LissSe99,fumbles_forced,0,,,,,
player,201010310dal,dal,BoweSt20,def_int,0,,,,,
player,201010310dal,dal,BoweSt20,def_int_yds,0,,,,,
player,201010310dal,dal,BoweSt20,def_int_td,0,,,,,
player,201010310dal,dal,BoweSt20,def_int_long,0,,,,,
player,201010310dal,dal,BoweSt20,pass_defended,0,,,,,
player,201010310dal,dal,BoweSt20,sacks,0.5,,,,,
player,201010310dal,dal,BoweSt20,tackles_combined,2,,,,,
player,201010310dal,dal,BoweSt20,tackles_solo,1,,,,,
player,201010310dal,dal,BoweSt20,tackles_assists,1,,,,,
player,201010310dal,dal,BoweSt20,tackles_loss,0,,,,,
player,201010310dal,dal,BoweSt20,qb_hits,2,,,,,
player,201010310dal,dal,BoweSt20,fumbles_rec,0,,,,,
player,201010310dal,dal,BoweSt20,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,BoweSt20,fumbles_rec_td,0,,,,,
player,201010310dal,dal,BoweSt20,fumbles_forced,0,,,,,
player,201010310dal,dal,BrooKe00,def_int,0,,,,,
player,201010310dal,dal,BrooKe00,def_int_yds,0,,,,,
player,201010310dal,dal,BrooKe00,def_int_td,0,,,,,
player,201010310dal,dal,BrooKe00,def_int_long,0,,,,,
player,201010310dal,dal,BrooKe00,pass_defended,0,,,,,
player,201010310dal,dal,BrooKe00,sacks,0.0,,,,,
player,201010310dal,dal,BrooKe00,tackles_combined,10,,,,,
player,201010310dal,dal,BrooKe00,tackles_solo,6,,,,,
player,201010310dal,dal,BrooKe00,tackles_assists,4,,,,,
player,201010310dal,dal,BrooKe00,tackles_loss,1,,,,,
player,201010310dal,dal,BrooKe00,qb_hits,1,,,,,
player,201010310dal,dal,BrooKe00,fumbles_rec,0,,,,,
player,201010310dal,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201010310dal,dal,BrooKe00,fumbles_forced,0,,,,,
player,201010310dal,dal,BallAl99,def_int,0,,,,,
player,201010310dal,dal,BallAl99,def_int_yds,0,,,,,
player,201010310dal,dal,BallAl99,def_int_td,0,,,,,
player,201010310dal,dal,BallAl99,def_int_long,0,,,,,
player,201010310dal,dal,BallAl99,pass_defended,0,,,,,
player,201010310dal,dal,BallAl99,sacks,0.0,,,,,
player,201010310dal,dal,BallAl99,tackles_combined,7,,,,,
player,201010310dal,dal,BallAl99,tackles_solo,7,,,,,
player,201010310dal,dal,BallAl99,tackles_assists,0,,,,,
player,201010310dal,dal,BallAl99,tackles_loss,0,,,,,
player,201010310dal,dal,BallAl99,qb_hits,0,,,,,
player,201010310dal,dal,BallAl99,fumbles_rec,0,,,,,
player,201010310dal,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,BallAl99,fumbles_forced,0,,,,,
player,201010310dal,dal,OlshIg20,def_int,0,,,,,
player,201010310dal,dal,OlshIg20,def_int_yds,0,,,,,
player,201010310dal,dal,OlshIg20,def_int_td,0,,,,,
player,201010310dal,dal,OlshIg20,def_int_long,0,,,,,
player,201010310dal,dal,OlshIg20,pass_defended,0,,,,,
player,201010310dal,dal,OlshIg20,sacks,0.0,,,,,
player,201010310dal,dal,OlshIg20,tackles_combined,6,,,,,
player,201010310dal,dal,OlshIg20,tackles_solo,3,,,,,
player,201010310dal,dal,OlshIg20,tackles_assists,3,,,,,
player,201010310dal,dal,OlshIg20,tackles_loss,0,,,,,
player,201010310dal,dal,OlshIg20,qb_hits,0,,,,,
player,201010310dal,dal,OlshIg20,fumbles_rec,0,,,,,
player,201010310dal,dal,OlshIg20,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,OlshIg20,fumbles_rec_td,0,,,,,
player,201010310dal,dal,OlshIg20,fumbles_forced,0,,,,,
player,201010310dal,dal,JameBr20,def_int,0,,,,,
player,201010310dal,dal,JameBr20,def_int_yds,0,,,,,
player,201010310dal,dal,JameBr20,def_int_td,0,,,,,
player,201010310dal,dal,JameBr20,def_int_long,0,,,,,
player,201010310dal,dal,JameBr20,pass_defended,0,,,,,
player,201010310dal,dal,JameBr20,sacks,0.0,,,,,
player,201010310dal,dal,JameBr20,tackles_combined,5,,,,,
player,201010310dal,dal,JameBr20,tackles_solo,4,,,,,
player,201010310dal,dal,JameBr20,tackles_assists,1,,,,,
player,201010310dal,dal,JameBr20,tackles_loss,0,,,,,
player,201010310dal,dal,JameBr20,qb_hits,0,,,,,
player,201010310dal,dal,JameBr20,fumbles_rec,0,,,,,
player,201010310dal,dal,JameBr20,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,JameBr20,fumbles_rec_td,0,,,,,
player,201010310dal,dal,JameBr20,fumbles_forced,0,,,,,
player,201010310dal,dal,SensGe20,def_int,0,,,,,
player,201010310dal,dal,SensGe20,def_int_yds,0,,,,,
player,201010310dal,dal,SensGe20,def_int_td,0,,,,,
player,201010310dal,dal,SensGe20,def_int_long,0,,,,,
player,201010310dal,dal,SensGe20,pass_defended,1,,,,,
player,201010310dal,dal,SensGe20,sacks,0.0,,,,,
player,201010310dal,dal,SensGe20,tackles_combined,5,,,,,
player,201010310dal,dal,SensGe20,tackles_solo,2,,,,,
player,201010310dal,dal,SensGe20,tackles_assists,3,,,,,
player,201010310dal,dal,SensGe20,tackles_loss,0,,,,,
player,201010310dal,dal,SensGe20,qb_hits,0,,,,,
player,201010310dal,dal,SensGe20,fumbles_rec,0,,,,,
player,201010310dal,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201010310dal,dal,SensGe20,fumbles_forced,0,,,,,
player,201010310dal,dal,ChurBa99,def_int,0,,,,,
player,201010310dal,dal,ChurBa99,def_int_yds,0,,,,,
player,201010310dal,dal,ChurBa99,def_int_td,0,,,,,
player,201010310dal,dal,ChurBa99,def_int_long,0,,,,,
player,201010310dal,dal,ChurBa99,pass_defended,0,,,,,
player,201010310dal,dal,ChurBa99,sacks,0.0,,,,,
player,201010310dal,dal,ChurBa99,tackles_combined,4,,,,,
player,201010310dal,dal,ChurBa99,tackles_solo,3,,,,,
player,201010310dal,dal,ChurBa99,tackles_assists,1,,,,,
player,201010310dal,dal,ChurBa99,tackles_loss,0,,,,,
player,201010310dal,dal,ChurBa99,qb_hits,0,,,,,
player,201010310dal,dal,ChurBa99,fumbles_rec,0,,,,,
player,201010310dal,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,ChurBa99,fumbles_forced,0,,,,,
player,201010310dal,dal,JenkMi99,def_int,0,,,,,
player,201010310dal,dal,JenkMi99,def_int_yds,0,,,,,
player,201010310dal,dal,JenkMi99,def_int_td,0,,,,,
player,201010310dal,dal,JenkMi99,def_int_long,0,,,,,
player,201010310dal,dal,JenkMi99,pass_defended,0,,,,,
player,201010310dal,dal,JenkMi99,sacks,0.0,,,,,
player,201010310dal,dal,JenkMi99,tackles_combined,4,,,,,
player,201010310dal,dal,JenkMi99,tackles_solo,3,,,,,
player,201010310dal,dal,JenkMi99,tackles_assists,1,,,,,
player,201010310dal,dal,JenkMi99,tackles_loss,0,,,,,
player,201010310dal,dal,JenkMi99,qb_hits,0,,,,,
player,201010310dal,dal,JenkMi99,fumbles_rec,0,,,,,
player,201010310dal,dal,JenkMi99,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,JenkMi99,fumbles_rec_td,0,,,,,
player,201010310dal,dal,JenkMi99,fumbles_forced,0,,,,,
player,201010310dal,dal,SpeaMa21,def_int,0,,,,,
player,201010310dal,dal,SpeaMa21,def_int_yds,0,,,,,
player,201010310dal,dal,SpeaMa21,def_int_td,0,,,,,
player,201010310dal,dal,SpeaMa21,def_int_long,0,,,,,
player,201010310dal,dal,SpeaMa21,pass_defended,0,,,,,
player,201010310dal,dal,SpeaMa21,sacks,0.0,,,,,
player,201010310dal,dal,SpeaMa21,tackles_combined,3,,,,,
player,201010310dal,dal,SpeaMa21,tackles_solo,3,,,,,
player,201010310dal,dal,SpeaMa21,tackles_assists,0,,,,,
player,201010310dal,dal,SpeaMa21,tackles_loss,0,,,,,
player,201010310dal,dal,SpeaMa21,qb_hits,0,,,,,
player,201010310dal,dal,SpeaMa21,fumbles_rec,0,,,,,
player,201010310dal,dal,SpeaMa21,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,SpeaMa21,fumbles_rec_td,0,,,,,
player,201010310dal,dal,SpeaMa21,fumbles_forced,0,,,,,
player,201010310dal,dal,BrenJo00,def_int,0,,,,,
player,201010310dal,dal,BrenJo00,def_int_yds,0,,,,,
player,201010310dal,dal,BrenJo00,def_int_td,0,,,,,
player,201010310dal,dal,BrenJo00,def_int_long,0,,,,,
player,201010310dal,dal,BrenJo00,pass_defended,0,,,,,
player,201010310dal,dal,BrenJo00,sacks,0.0,,,,,
player,201010310dal,dal,BrenJo00,tackles_combined,2,,,,,
player,201010310dal,dal,BrenJo00,tackles_solo,2,,,,,
player,201010310dal,dal,BrenJo00,tackles_assists,0,,,,,
player,201010310dal,dal,BrenJo00,tackles_loss,,,,,,
player,201010310dal,dal,BrenJo00,qb_hits,,,,,,
player,201010310dal,dal,BrenJo00,fumbles_rec,0,,,,,
player,201010310dal,dal,BrenJo00,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,BrenJo00,fumbles_rec_td,0,,,,,
player,201010310dal,dal,BrenJo00,fumbles_forced,0,,,,,
player,201010310dal,dal,NewmTe20,def_int,0,,,,,
player,201010310dal,dal,NewmTe20,def_int_yds,0,,,,,
player,201010310dal,dal,NewmTe20,def_int_td,0,,,,,
player,201010310dal,dal,NewmTe20,def_int_long,0,,,,,
player,201010310dal,dal,NewmTe20,pass_defended,0,,,,,
player,201010310dal,dal,NewmTe20,sacks,0.0,,,,,
player,201010310dal,dal,NewmTe20,tackles_combined,2,,,,,
player,201010310dal,dal,NewmTe20,tackles_solo,1,,,,,
player,201010310dal,dal,NewmTe20,tackles_assists,1,,,,,
player,201010310dal,dal,NewmTe20,tackles_loss,0,,,,,
player,201010310dal,dal,NewmTe20,qb_hits,0,,,,,
player,201010310dal,dal,NewmTe20,fumbles_rec,0,,,,,
player,201010310dal,dal,NewmTe20,fumbles_rec_yds,0,,,,,
player,201010310dal,dal,NewmTe20,fumbles_rec_td,0,,,,,
player,201010310dal,dal,NewmTe20,fumbles_forced,0,,,,,
