game,2010,10,20101114,201011140chi,min,"Minnesota Vikings",13,chi,"Chicago Bears",27
team,201011140chi,min,First Downs,15,,,,,,
team,201011140chi,chi,First Downs,18,,,,,,
team,201011140chi,min,Rush-Yds-TDs,22-70-0,,,,,,
team,201011140chi,chi,Rush-Yds-TDs,37-130-0,,,,,,
team,201011140chi,min,Cmp-Att-Yd-TD-INT,18-31-170-1-3,,,,,,
team,201011140chi,chi,Cmp-Att-Yd-TD-INT,22-35-237-3-2,,,,,,
team,201011140chi,min,Sacked-Yards,1-0,,,,,,
team,201011140chi,chi,Sacked-Yards,2-7,,,,,,
team,201011140chi,min,Net Pass Yards,170,,,,,,
team,201011140chi,chi,Net Pass Yards,230,,,,,,
team,201011140chi,min,Total Yards,240,,,,,,
team,201011140chi,chi,Total Yards,360,,,,,,
team,201011140chi,min,Fumbles-Lost,1-1,,,,,,
team,201011140chi,chi,Fumbles-Lost,0-0,,,,,,
team,201011140chi,min,Turnovers,4,,,,,,
team,201011140chi,chi,Turnovers,2,,,,,,
team,201011140chi,min,Penalties-Yards,2-19,,,,,,
team,201011140chi,chi,Penalties-Yards,11-116,,,,,,
team,201011140chi,min,Third Down Conv.,1-9,,,,,,
team,201011140chi,chi,Third Down Conv.,11-19,,,,,,
team,201011140chi,min,Fourth Down Conv.,0-0,,,,,,
team,201011140chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201011140chi,min,Time of Possession,25:21,,,,,,
team,201011140chi,chi,Time of Possession,34:39,,,,,,
player,201011140chi,min,FavrBr00,pass_cmp,18,,,,,
player,201011140chi,min,FavrBr00,pass_att,31,,,,,
player,201011140chi,min,FavrBr00,pass_yds,170,,,,,
player,201011140chi,min,FavrBr00,pass_td,1,,,,,
player,201011140chi,min,FavrBr00,pass_int,3,,,,,
player,201011140chi,min,FavrBr00,pass_sacked,1,,,,,
player,201011140chi,min,FavrBr00,pass_sacked_yds,0,,,,,
player,201011140chi,min,FavrBr00,pass_long,53,,,,,
player,201011140chi,min,FavrBr00,pass_rating,44.5,,,,,
player,201011140chi,min,FavrBr00,rush_att,1,,,,,
player,201011140chi,min,FavrBr00,rush_yds,-1,,,,,
player,201011140chi,min,FavrBr00,rush_td,0,,,,,
player,201011140chi,min,FavrBr00,rush_long,0,,,,,
player,201011140chi,min,FavrBr00,targets,0,,,,,
player,201011140chi,min,FavrBr00,rec,0,,,,,
player,201011140chi,min,FavrBr00,rec_yds,0,,,,,
player,201011140chi,min,FavrBr00,rec_td,0,,,,,
player,201011140chi,min,FavrBr00,rec_long,0,,,,,
player,201011140chi,min,FavrBr00,fumbles,1,,,,,
player,201011140chi,min,FavrBr00,fumbles_lost,1,,,,,
player,201011140chi,min,PeteAd01,pass_cmp,0,,,,,
player,201011140chi,min,PeteAd01,pass_att,0,,,,,
player,201011140chi,min,PeteAd01,pass_yds,0,,,,,
player,201011140chi,min,PeteAd01,pass_td,0,,,,,
player,201011140chi,min,PeteAd01,pass_int,0,,,,,
player,201011140chi,min,PeteAd01,pass_sacked,,,,,,
player,201011140chi,min,PeteAd01,pass_sacked_yds,,,,,,
player,201011140chi,min,PeteAd01,pass_long,0,,,,,
player,201011140chi,min,PeteAd01,pass_rating,,,,,,
player,201011140chi,min,PeteAd01,rush_att,17,,,,,
player,201011140chi,min,PeteAd01,rush_yds,51,,,,,
player,201011140chi,min,PeteAd01,rush_td,0,,,,,
player,201011140chi,min,PeteAd01,rush_long,20,,,,,
player,201011140chi,min,PeteAd01,targets,7,,,,,
player,201011140chi,min,PeteAd01,rec,4,,,,,
player,201011140chi,min,PeteAd01,rec_yds,24,,,,,
player,201011140chi,min,PeteAd01,rec_td,0,,,,,
player,201011140chi,min,PeteAd01,rec_long,8,,,,,
player,201011140chi,min,PeteAd01,fumbles,0,,,,,
player,201011140chi,min,PeteAd01,fumbles_lost,,,,,,
player,201011140chi,min,GerhTo00,pass_cmp,0,,,,,
player,201011140chi,min,GerhTo00,pass_att,0,,,,,
player,201011140chi,min,GerhTo00,pass_yds,0,,,,,
player,201011140chi,min,GerhTo00,pass_td,0,,,,,
player,201011140chi,min,GerhTo00,pass_int,0,,,,,
player,201011140chi,min,GerhTo00,pass_sacked,,,,,,
player,201011140chi,min,GerhTo00,pass_sacked_yds,,,,,,
player,201011140chi,min,GerhTo00,pass_long,0,,,,,
player,201011140chi,min,GerhTo00,pass_rating,,,,,,
player,201011140chi,min,GerhTo00,rush_att,4,,,,,
player,201011140chi,min,GerhTo00,rush_yds,20,,,,,
player,201011140chi,min,GerhTo00,rush_td,0,,,,,
player,201011140chi,min,GerhTo00,rush_long,11,,,,,
player,201011140chi,min,GerhTo00,targets,2,,,,,
player,201011140chi,min,GerhTo00,rec,2,,,,,
player,201011140chi,min,GerhTo00,rec_yds,17,,,,,
player,201011140chi,min,GerhTo00,rec_td,0,,,,,
player,201011140chi,min,GerhTo00,rec_long,9,,,,,
player,201011140chi,min,GerhTo00,fumbles,0,,,,,
player,201011140chi,min,GerhTo00,fumbles_lost,,,,,,
player,201011140chi,min,HarvPe00,pass_cmp,0,,,,,
player,201011140chi,min,HarvPe00,pass_att,0,,,,,
player,201011140chi,min,HarvPe00,pass_yds,0,,,,,
player,201011140chi,min,HarvPe00,pass_td,0,,,,,
player,201011140chi,min,HarvPe00,pass_int,0,,,,,
player,201011140chi,min,HarvPe00,pass_sacked,,,,,,
player,201011140chi,min,HarvPe00,pass_sacked_yds,,,,,,
player,201011140chi,min,HarvPe00,pass_long,0,,,,,
player,201011140chi,min,HarvPe00,pass_rating,,,,,,
player,201011140chi,min,HarvPe00,rush_att,0,,,,,
player,201011140chi,min,HarvPe00,rush_yds,0,,,,,
player,201011140chi,min,HarvPe00,rush_td,0,,,,,
player,201011140chi,min,HarvPe00,rush_long,0,,,,,
player,201011140chi,min,HarvPe00,targets,6,,,,,
player,201011140chi,min,HarvPe00,rec,4,,,,,
player,201011140chi,min,HarvPe00,rec_yds,64,,,,,
player,201011140chi,min,HarvPe00,rec_td,1,,,,,
player,201011140chi,min,HarvPe00,rec_long,53,,,,,
player,201011140chi,min,HarvPe00,fumbles,0,,,,,
player,201011140chi,min,HarvPe00,fumbles_lost,,,,,,
player,201011140chi,min,ShiaVi00,pass_cmp,0,,,,,
player,201011140chi,min,ShiaVi00,pass_att,0,,,,,
player,201011140chi,min,ShiaVi00,pass_yds,0,,,,,
player,201011140chi,min,ShiaVi00,pass_td,0,,,,,
player,201011140chi,min,ShiaVi00,pass_int,0,,,,,
player,201011140chi,min,ShiaVi00,pass_sacked,,,,,,
player,201011140chi,min,ShiaVi00,pass_sacked_yds,,,,,,
player,201011140chi,min,ShiaVi00,pass_long,0,,,,,
player,201011140chi,min,ShiaVi00,pass_rating,,,,,,
player,201011140chi,min,ShiaVi00,rush_att,0,,,,,
player,201011140chi,min,ShiaVi00,rush_yds,0,,,,,
player,201011140chi,min,ShiaVi00,rush_td,0,,,,,
player,201011140chi,min,ShiaVi00,rush_long,0,,,,,
player,201011140chi,min,ShiaVi00,targets,7,,,,,
player,201011140chi,min,ShiaVi00,rec,4,,,,,
player,201011140chi,min,ShiaVi00,rec_yds,29,,,,,
player,201011140chi,min,ShiaVi00,rec_td,0,,,,,
player,201011140chi,min,ShiaVi00,rec_long,14,,,,,
player,201011140chi,min,ShiaVi00,fumbles,0,,,,,
player,201011140chi,min,ShiaVi00,fumbles_lost,,,,,,
player,201011140chi,min,LewiGr01,pass_cmp,0,,,,,
player,201011140chi,min,LewiGr01,pass_att,0,,,,,
player,201011140chi,min,LewiGr01,pass_yds,0,,,,,
player,201011140chi,min,LewiGr01,pass_td,0,,,,,
player,201011140chi,min,LewiGr01,pass_int,0,,,,,
player,201011140chi,min,LewiGr01,pass_sacked,,,,,,
player,201011140chi,min,LewiGr01,pass_sacked_yds,,,,,,
player,201011140chi,min,LewiGr01,pass_long,0,,,,,
player,201011140chi,min,LewiGr01,pass_rating,,,,,,
player,201011140chi,min,LewiGr01,rush_att,0,,,,,
player,201011140chi,min,LewiGr01,rush_yds,0,,,,,
player,201011140chi,min,LewiGr01,rush_td,0,,,,,
player,201011140chi,min,LewiGr01,rush_long,0,,,,,
player,201011140chi,min,LewiGr01,targets,3,,,,,
player,201011140chi,min,LewiGr01,rec,1,,,,,
player,201011140chi,min,LewiGr01,rec_yds,13,,,,,
player,201011140chi,min,LewiGr01,rec_td,0,,,,,
player,201011140chi,min,LewiGr01,rec_long,13,,,,,
player,201011140chi,min,LewiGr01,fumbles,0,,,,,
player,201011140chi,min,LewiGr01,fumbles_lost,,,,,,
player,201011140chi,min,CamaGr00,pass_cmp,0,,,,,
player,201011140chi,min,CamaGr00,pass_att,0,,,,,
player,201011140chi,min,CamaGr00,pass_yds,0,,,,,
player,201011140chi,min,CamaGr00,pass_td,0,,,,,
player,201011140chi,min,CamaGr00,pass_int,0,,,,,
player,201011140chi,min,CamaGr00,pass_sacked,,,,,,
player,201011140chi,min,CamaGr00,pass_sacked_yds,,,,,,
player,201011140chi,min,CamaGr00,pass_long,0,,,,,
player,201011140chi,min,CamaGr00,pass_rating,,,,,,
player,201011140chi,min,CamaGr00,rush_att,0,,,,,
player,201011140chi,min,CamaGr00,rush_yds,0,,,,,
player,201011140chi,min,CamaGr00,rush_td,0,,,,,
player,201011140chi,min,CamaGr00,rush_long,0,,,,,
player,201011140chi,min,CamaGr00,targets,4,,,,,
player,201011140chi,min,CamaGr00,rec,1,,,,,
player,201011140chi,min,CamaGr00,rec_yds,11,,,,,
player,201011140chi,min,CamaGr00,rec_td,0,,,,,
player,201011140chi,min,CamaGr00,rec_long,11,,,,,
player,201011140chi,min,CamaGr00,fumbles,0,,,,,
player,201011140chi,min,CamaGr00,fumbles_lost,,,,,,
player,201011140chi,min,DugaJe00,pass_cmp,0,,,,,
player,201011140chi,min,DugaJe00,pass_att,0,,,,,
player,201011140chi,min,DugaJe00,pass_yds,0,,,,,
player,201011140chi,min,DugaJe00,pass_td,0,,,,,
player,201011140chi,min,DugaJe00,pass_int,0,,,,,
player,201011140chi,min,DugaJe00,pass_sacked,,,,,,
player,201011140chi,min,DugaJe00,pass_sacked_yds,,,,,,
player,201011140chi,min,DugaJe00,pass_long,0,,,,,
player,201011140chi,min,DugaJe00,pass_rating,,,,,,
player,201011140chi,min,DugaJe00,rush_att,0,,,,,
player,201011140chi,min,DugaJe00,rush_yds,0,,,,,
player,201011140chi,min,DugaJe00,rush_td,0,,,,,
player,201011140chi,min,DugaJe00,rush_long,0,,,,,
player,201011140chi,min,DugaJe00,targets,1,,,,,
player,201011140chi,min,DugaJe00,rec,1,,,,,
player,201011140chi,min,DugaJe00,rec_yds,9,,,,,
player,201011140chi,min,DugaJe00,rec_td,0,,,,,
player,201011140chi,min,DugaJe00,rec_long,9,,,,,
player,201011140chi,min,DugaJe00,fumbles,0,,,,,
player,201011140chi,min,DugaJe00,fumbles_lost,,,,,,
player,201011140chi,min,KleiJi00,pass_cmp,0,,,,,
player,201011140chi,min,KleiJi00,pass_att,0,,,,,
player,201011140chi,min,KleiJi00,pass_yds,0,,,,,
player,201011140chi,min,KleiJi00,pass_td,0,,,,,
player,201011140chi,min,KleiJi00,pass_int,0,,,,,
player,201011140chi,min,KleiJi00,pass_sacked,,,,,,
player,201011140chi,min,KleiJi00,pass_sacked_yds,,,,,,
player,201011140chi,min,KleiJi00,pass_long,0,,,,,
player,201011140chi,min,KleiJi00,pass_rating,,,,,,
player,201011140chi,min,KleiJi00,rush_att,0,,,,,
player,201011140chi,min,KleiJi00,rush_yds,0,,,,,
player,201011140chi,min,KleiJi00,rush_td,0,,,,,
player,201011140chi,min,KleiJi00,rush_long,0,,,,,
player,201011140chi,min,KleiJi00,targets,1,,,,,
player,201011140chi,min,KleiJi00,rec,1,,,,,
player,201011140chi,min,KleiJi00,rec_yds,3,,,,,
player,201011140chi,min,KleiJi00,rec_td,0,,,,,
player,201011140chi,min,KleiJi00,rec_long,3,,,,,
player,201011140chi,min,KleiJi00,fumbles,0,,,,,
player,201011140chi,min,KleiJi00,fumbles_lost,,,,,,
player,201011140chi,chi,CutlJa00,pass_cmp,22,,,,,
player,201011140chi,chi,CutlJa00,pass_att,35,,,,,
player,201011140chi,chi,CutlJa00,pass_yds,237,,,,,
player,201011140chi,chi,CutlJa00,pass_td,3,,,,,
