game,2010,3,20100926,201009260crd,rai,"Oakland Raiders",23,crd,"Arizona Cardinals",24
player,201009260crd,rai,GradBr00,rec_long,0,,,,,
player,201009260crd,rai,GradBr00,fumbles,1,,,,,
player,201009260crd,rai,GradBr00,fumbles_lost,0,,,,,
player,201009260crd,rai,McFaDa00,pass_cmp,0,,,,,
player,201009260crd,rai,McFaDa00,pass_att,0,,,,,
player,201009260crd,rai,McFaDa00,pass_yds,0,,,,,
player,201009260crd,rai,McFaDa00,pass_td,0,,,,,
player,201009260crd,rai,McFaDa00,pass_int,0,,,,,
player,201009260crd,rai,McFaDa00,pass_sacked,,,,,,
player,201009260crd,rai,McFaDa00,pass_sacked_yds,,,,,,
player,201009260crd,rai,McFaDa00,pass_long,0,,,,,
player,201009260crd,rai,McFaDa00,pass_rating,,,,,,
player,201009260crd,rai,McFaDa00,rush_att,25,,,,,
player,201009260crd,rai,McFaDa00,rush_yds,105,,,,,
player,201009260crd,rai,McFaDa00,rush_td,1,,,,,
player,201009260crd,rai,McFaDa00,rush_long,33,,,,,
player,201009260crd,rai,McFaDa00,targets,3,,,,,
player,201009260crd,rai,McFaDa00,rec,2,,,,,
player,201009260crd,rai,McFaDa00,rec_yds,17,,,,,
player,201009260crd,rai,McFaDa00,rec_td,0,,,,,
player,201009260crd,rai,McFaDa00,rec_long,18,,,,,
player,201009260crd,rai,McFaDa00,fumbles,1,,,,,
player,201009260crd,rai,McFaDa00,fumbles_lost,0,,,,,
player,201009260crd,rai,BushMi00,pass_cmp,0,,,,,
player,201009260crd,rai,BushMi00,pass_att,0,,,,,
player,201009260crd,rai,BushMi00,pass_yds,0,,,,,
player,201009260crd,rai,BushMi00,pass_td,0,,,,,
player,201009260crd,rai,BushMi00,pass_int,0,,,,,
player,201009260crd,rai,BushMi00,pass_sacked,,,,,,
player,201009260crd,rai,BushMi00,pass_sacked_yds,,,,,,
player,201009260crd,rai,BushMi00,pass_long,0,,,,,
player,201009260crd,rai,BushMi00,pass_rating,,,,,,
player,201009260crd,rai,BushMi00,rush_att,3,,,,,
player,201009260crd,rai,BushMi00,rush_yds,13,,,,,
player,201009260crd,rai,BushMi00,rush_td,0,,,,,
player,201009260crd,rai,BushMi00,rush_long,15,,,,,
player,201009260crd,rai,BushMi00,targets,0,,,,,
player,201009260crd,rai,BushMi00,rec,0,,,,,
player,201009260crd,rai,BushMi00,rec_yds,0,,,,,
player,201009260crd,rai,BushMi00,rec_td,0,,,,,
player,201009260crd,rai,BushMi00,rec_long,0,,,,,
player,201009260crd,rai,BushMi00,fumbles,0,,,,,
player,201009260crd,rai,BushMi00,fumbles_lost,,,,,,
player,201009260crd,rai,ReecMa00,pass_cmp,0,,,,,
player,201009260crd,rai,ReecMa00,pass_att,0,,,,,
player,201009260crd,rai,ReecMa00,pass_yds,0,,,,,
player,201009260crd,rai,ReecMa00,pass_td,0,,,,,
player,201009260crd,rai,ReecMa00,pass_int,0,,,,,
player,201009260crd,rai,ReecMa00,pass_sacked,,,,,,
player,201009260crd,rai,ReecMa00,pass_sacked_yds,,,,,,
player,201009260crd,rai,ReecMa00,pass_long,0,,,,,
player,201009260crd,rai,ReecMa00,pass_rating,,,,,,
player,201009260crd,rai,ReecMa00,rush_att,1,,,,,
player,201009260crd,rai,ReecMa00,rush_yds,2,,,,,
player,201009260crd,rai,ReecMa00,rush_td,0,,,,,
player,201009260crd,rai,ReecMa00,rush_long,2,,,,,
player,201009260crd,rai,ReecMa00,targets,2,,,,,
player,201009260crd,rai,ReecMa00,rec,2,,,,,
player,201009260crd,rai,ReecMa00,rec_yds,2,,,,,
player,201009260crd,rai,ReecMa00,rec_td,0,,,,,
player,201009260crd,rai,ReecMa00,rec_long,6,,,,,
player,201009260crd,rai,ReecMa00,fumbles,0,,,,,
player,201009260crd,rai,ReecMa00,fumbles_lost,,,,,,
player,201009260crd,rai,MurpLo00,pass_cmp,0,,,,,
player,201009260crd,rai,MurpLo00,pass_att,0,,,,,
player,201009260crd,rai,MurpLo00,pass_yds,0,,,,,
player,201009260crd,rai,MurpLo00,pass_td,0,,,,,
player,201009260crd,rai,MurpLo00,pass_int,0,,,,,
player,201009260crd,rai,MurpLo00,pass_sacked,,,,,,
player,201009260crd,rai,MurpLo00,pass_sacked_yds,,,,,,
player,201009260crd,rai,MurpLo00,pass_long,0,,,,,
player,201009260crd,rai,MurpLo00,pass_rating,,,,,,
player,201009260crd,rai,MurpLo00,rush_att,0,,,,,
player,201009260crd,rai,MurpLo00,rush_yds,0,,,,,
player,201009260crd,rai,MurpLo00,rush_td,0,,,,,
player,201009260crd,rai,MurpLo00,rush_long,0,,,,,
player,201009260crd,rai,MurpLo00,targets,6,,,,,
player,201009260crd,rai,MurpLo00,rec,5,,,,,
player,201009260crd,rai,MurpLo00,rec_yds,119,,,,,
player,201009260crd,rai,MurpLo00,rec_td,0,,,,,
player,201009260crd,rai,MurpLo00,rec_long,70,,,,,
player,201009260crd,rai,MurpLo00,fumbles,0,,,,,
player,201009260crd,rai,MurpLo00,fumbles_lost,,,,,,
player,201009260crd,rai,MillZa01,pass_cmp,0,,,,,
player,201009260crd,rai,MillZa01,pass_att,0,,,,,
player,201009260crd,rai,MillZa01,pass_yds,0,,,,,
player,201009260crd,rai,MillZa01,pass_td,0,,,,,
player,201009260crd,rai,MillZa01,pass_int,0,,,,,
player,201009260crd,rai,MillZa01,pass_sacked,,,,,,
player,201009260crd,rai,MillZa01,pass_sacked_yds,,,,,,
player,201009260crd,rai,MillZa01,pass_long,0,,,,,
player,201009260crd,rai,MillZa01,pass_rating,,,,,,
player,201009260crd,rai,MillZa01,rush_att,0,,,,,
player,201009260crd,rai,MillZa01,rush_yds,0,,,,,
player,201009260crd,rai,MillZa01,rush_td,0,,,,,
player,201009260crd,rai,MillZa01,rush_long,0,,,,,
player,201009260crd,rai,MillZa01,targets,9,,,,,
player,201009260crd,rai,MillZa01,rec,4,,,,,
player,201009260crd,rai,MillZa01,rec_yds,64,,,,,
player,201009260crd,rai,MillZa01,rec_td,1,,,,,
player,201009260crd,rai,MillZa01,rec_long,22,,,,,
player,201009260crd,rai,MillZa01,fumbles,0,,,,,
player,201009260crd,rai,MillZa01,fumbles_lost,,,,,,
player,201009260crd,rai,HeywDa00,pass_cmp,0,,,,,
player,201009260crd,rai,HeywDa00,pass_att,0,,,,,
player,201009260crd,rai,HeywDa00,pass_yds,0,,,,,
player,201009260crd,rai,HeywDa00,pass_td,0,,,,,
player,201009260crd,rai,HeywDa00,pass_int,0,,,,,
player,201009260crd,rai,HeywDa00,pass_sacked,,,,,,
player,201009260crd,rai,HeywDa00,pass_sacked_yds,,,,,,
player,201009260crd,rai,HeywDa00,pass_long,0,,,,,
player,201009260crd,rai,HeywDa00,pass_rating,,,,,,
player,201009260crd,rai,HeywDa00,rush_att,0,,,,,
player,201009260crd,rai,HeywDa00,rush_yds,0,,,,,
player,201009260crd,rai,HeywDa00,rush_td,0,,,,,
player,201009260crd,rai,HeywDa00,rush_long,0,,,,,
player,201009260crd,rai,HeywDa00,targets,11,,,,,
player,201009260crd,rai,HeywDa00,rec,3,,,,,
player,201009260crd,rai,HeywDa00,rec_yds,49,,,,,
player,201009260crd,rai,HeywDa00,rec_td,0,,,,,
player,201009260crd,rai,HeywDa00,rec_long,21,,,,,
player,201009260crd,rai,HeywDa00,fumbles,0,,,,,
player,201009260crd,rai,HeywDa00,fumbles_lost,,,,,,
player,201009260crd,rai,MyerBr00,pass_cmp,0,,,,,
player,201009260crd,rai,MyerBr00,pass_att,0,,,,,
player,201009260crd,rai,MyerBr00,pass_yds,0,,,,,
player,201009260crd,rai,MyerBr00,pass_td,0,,,,,
player,201009260crd,rai,MyerBr00,pass_int,0,,,,,
player,201009260crd,rai,MyerBr00,pass_sacked,,,,,,
player,201009260crd,rai,MyerBr00,pass_sacked_yds,,,,,,
player,201009260crd,rai,MyerBr00,pass_long,0,,,,,
player,201009260crd,rai,MyerBr00,pass_rating,,,,,,
player,201009260crd,rai,MyerBr00,rush_att,0,,,,,
player,201009260crd,rai,MyerBr00,rush_yds,0,,,,,
player,201009260crd,rai,MyerBr00,rush_td,0,,,,,
player,201009260crd,rai,MyerBr00,rush_long,0,,,,,
player,201009260crd,rai,MyerBr00,targets,1,,,,,
player,201009260crd,rai,MyerBr00,rec,1,,,,,
player,201009260crd,rai,MyerBr00,rec_yds,4,,,,,
player,201009260crd,rai,MyerBr00,rec_td,0,,,,,
player,201009260crd,rai,MyerBr00,rec_long,4,,,,,
player,201009260crd,rai,MyerBr00,fumbles,0,,,,,
player,201009260crd,rai,MyerBr00,fumbles_lost,,,,,,
player,201009260crd,rai,CartRo01,pass_cmp,0,,,,,
player,201009260crd,rai,CartRo01,pass_att,0,,,,,
player,201009260crd,rai,CartRo01,pass_yds,0,,,,,
player,201009260crd,rai,CartRo01,pass_td,0,,,,,
player,201009260crd,rai,CartRo01,pass_int,0,,,,,
player,201009260crd,rai,CartRo01,pass_sacked,,,,,,
player,201009260crd,rai,CartRo01,pass_sacked_yds,,,,,,
player,201009260crd,rai,CartRo01,pass_long,0,,,,,
player,201009260crd,rai,CartRo01,pass_rating,,,,,,
player,201009260crd,rai,CartRo01,rush_att,0,,,,,
player,201009260crd,rai,CartRo01,rush_yds,0,,,,,
player,201009260crd,rai,CartRo01,rush_td,0,,,,,
player,201009260crd,rai,CartRo01,rush_long,0,,,,,
player,201009260crd,rai,CartRo01,targets,1,,,,,
player,201009260crd,rai,CartRo01,rec,0,,,,,
player,201009260crd,rai,CartRo01,rec_yds,0,,,,,
player,201009260crd,rai,CartRo01,rec_td,0,,,,,
player,201009260crd,rai,CartRo01,rec_long,0,,,,,
player,201009260crd,rai,CartRo01,fumbles,0,,,,,
player,201009260crd,rai,CartRo01,fumbles_lost,,,,,,
player,201009260crd,rai,HiggJo00,pass_cmp,0,,,,,
player,201009260crd,rai,HiggJo00,pass_att,0,,,,,
player,201009260crd,rai,HiggJo00,pass_yds,0,,,,,
player,201009260crd,rai,HiggJo00,pass_td,0,,,,,
player,201009260crd,rai,HiggJo00,pass_int,0,,,,,
player,201009260crd,rai,HiggJo00,pass_sacked,,,,,,
player,201009260crd,rai,HiggJo00,pass_sacked_yds,,,,,,
player,201009260crd,rai,HiggJo00,pass_long,0,,,,,
player,201009260crd,rai,HiggJo00,pass_rating,,,,,,
player,201009260crd,rai,HiggJo00,rush_att,0,,,,,
player,201009260crd,rai,HiggJo00,rush_yds,0,,,,,
player,201009260crd,rai,HiggJo00,rush_td,0,,,,,
player,201009260crd,rai,HiggJo00,rush_long,0,,,,,
player,201009260crd,rai,HiggJo00,targets,1,,,,,
player,201009260crd,rai,HiggJo00,rec,0,,,,,
player,201009260crd,rai,HiggJo00,rec_yds,0,,,,,
player,201009260crd,rai,HiggJo00,rec_td,0,,,,,
player,201009260crd,rai,HiggJo00,rec_long,0,,,,,
player,201009260crd,rai,HiggJo00,fumbles,0,,,,,
player,201009260crd,rai,HiggJo00,fumbles_lost,,,,,,
player,201009260crd,crd,AndeDe00,pass_cmp,12,,,,,
player,201009260crd,crd,AndeDe00,pass_att,26,,,,,
player,201009260crd,crd,AndeDe00,pass_yds,122,,,,,
player,201009260crd,crd,AndeDe00,pass_td,2,,,,,
player,201009260crd,crd,AndeDe00,pass_int,1,,,,,
player,201009260crd,crd,AndeDe00,pass_sacked,2,,,,,
player,201009260crd,crd,AndeDe00,pass_sacked_yds,14,,,,,
player,201009260crd,crd,AndeDe00,pass_long,25,,,,,
player,201009260crd,crd,AndeDe00,pass_rating,69.7,,,,,
player,201009260crd,crd,AndeDe00,rush_att,0,,,,,
player,201009260crd,crd,AndeDe00,rush_yds,0,,,,,
player,201009260crd,crd,AndeDe00,rush_td,0,,,,,
player,201009260crd,crd,AndeDe00,rush_long,0,,,,,
player,201009260crd,crd,AndeDe00,targets,0,,,,,
player,201009260crd,crd,AndeDe00,rec,0,,,,,
player,201009260crd,crd,AndeDe00,rec_yds,0,,,,,
player,201009260crd,crd,AndeDe00,rec_td,0,,,,,
player,201009260crd,crd,AndeDe00,rec_long,0,,,,,
player,201009260crd,crd,AndeDe00,fumbles,0,,,,,
player,201009260crd,crd,AndeDe00,fumbles_lost,,,,,,
player,201009260crd,crd,WellCh00,pass_cmp,0,,,,,
player,201009260crd,crd,WellCh00,pass_att,0,,,,,
player,201009260crd,crd,WellCh00,pass_yds,0,,,,,
player,201009260crd,crd,WellCh00,pass_td,0,,,,,
player,201009260crd,crd,WellCh00,pass_int,0,,,,,
player,201009260crd,crd,WellCh00,pass_sacked,0,,,,,
player,201009260crd,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201009260crd,crd,WellCh00,pass_long,0,,,,,
player,201009260crd,crd,WellCh00,pass_rating,,,,,,
player,201009260crd,crd,WellCh00,rush_att,14,,,,,
player,201009260crd,crd,WellCh00,rush_yds,75,,,,,
player,201009260crd,crd,WellCh00,rush_td,0,,,,,
player,201009260crd,crd,WellCh00,rush_long,24,,,,,
player,201009260crd,crd,WellCh00,targets,0,,,,,
player,201009260crd,crd,WellCh00,rec,0,,,,,
player,201009260crd,crd,WellCh00,rec_yds,0,,,,,
player,201009260crd,crd,WellCh00,rec_td,0,,,,,
player,201009260crd,crd,WellCh00,rec_long,0,,,,,
player,201009260crd,crd,WellCh00,fumbles,0,,,,,
player,201009260crd,crd,WellCh00,fumbles_lost,,,,,,
player,201009260crd,crd,HighTi00,pass_cmp,0,,,,,
player,201009260crd,crd,HighTi00,pass_att,0,,,,,
player,201009260crd,crd,HighTi00,pass_yds,0,,,,,
player,201009260crd,crd,HighTi00,pass_td,0,,,,,
player,201009260crd,crd,HighTi00,pass_int,0,,,,,
player,201009260crd,crd,HighTi00,pass_sacked,0,,,,,
player,201009260crd,crd,HighTi00,pass_sacked_yds,0,,,,,
player,201009260crd,crd,HighTi00,pass_long,0,,,,,
player,201009260crd,crd,HighTi00,pass_rating,,,,,,
player,201009260crd,crd,HighTi00,rush_att,11,,,,,
player,201009260crd,crd,HighTi00,rush_yds,40,,,,,
player,201009260crd,crd,HighTi00,rush_td,0,,,,,
player,201009260crd,crd,HighTi00,rush_long,13,,,,,
player,201009260crd,crd,HighTi00,targets,3,,,,,
player,201009260crd,crd,HighTi00,rec,1,,,,,
player,201009260crd,crd,HighTi00,rec_yds,0,,,,,
player,201009260crd,crd,HighTi00,rec_td,0,,,,,
player,201009260crd,crd,HighTi00,rec_long,0,,,,,
player,201009260crd,crd,HighTi00,fumbles,0,,,,,
player,201009260crd,crd,HighTi00,fumbles_lost,,,,,,
player,201009260crd,crd,BreaSt00,pass_cmp,0,,,,,
player,201009260crd,crd,BreaSt00,pass_att,0,,,,,
player,201009260crd,crd,BreaSt00,pass_yds,0,,,,,
player,201009260crd,crd,BreaSt00,pass_td,0,,,,,
player,201009260crd,crd,BreaSt00,pass_int,0,,,,,
player,201009260crd,crd,BreaSt00,pass_sacked,0,,,,,
player,201009260crd,crd,BreaSt00,pass_sacked_yds,0,,,,,
player,201009260crd,crd,BreaSt00,pass_long,0,,,,,
player,201009260crd,crd,BreaSt00,pass_rating,,,,,,
player,201009260crd,crd,BreaSt00,rush_att,1,,,,,
player,201009260crd,crd,BreaSt00,rush_yds,4,,,,,
player,201009260crd,crd,BreaSt00,rush_td,0,,,,,
player,201009260crd,crd,BreaSt00,rush_long,4,,,,,
player,201009260crd,crd,BreaSt00,targets,8,,,,,
player,201009260crd,crd,BreaSt00,rec,4,,,,,
player,201009260crd,crd,BreaSt00,rec_yds,41,,,,,
player,201009260crd,crd,BreaSt00,rec_td,1,,,,,
player,201009260crd,crd,BreaSt00,rec_long,25,,,,,
player,201009260crd,crd,BreaSt00,fumbles,0,,,,,
player,201009260crd,crd,BreaSt00,fumbles_lost,,,,,,
player,201009260crd,crd,PatrBe00,pass_cmp,0,,,,,
player,201009260crd,crd,PatrBe00,pass_att,0,,,,,
player,201009260crd,crd,PatrBe00,pass_yds,0,,,,,
player,201009260crd,crd,PatrBe00,pass_td,0,,,,,
player,201009260crd,crd,PatrBe00,pass_int,0,,,,,
player,201009260crd,crd,PatrBe00,pass_sacked,0,,,,,
player,201009260crd,crd,PatrBe00,pass_sacked_yds,0,,,,,
player,201009260crd,crd,PatrBe00,pass_long,0,,,,,
player,201009260crd,crd,PatrBe00,pass_rating,,,,,,
player,201009260crd,crd,PatrBe00,rush_att,0,,,,,
player,201009260crd,crd,PatrBe00,rush_yds,0,,,,,
player,201009260crd,crd,PatrBe00,rush_td,0,,,,,
player,201009260crd,crd,PatrBe00,rush_long,0,,,,,
player,201009260crd,crd,PatrBe00,targets,2,,,,,
player,201009260crd,crd,PatrBe00,rec,2,,,,,
player,201009260crd,crd,PatrBe00,rec_yds,29,,,,,
player,201009260crd,crd,PatrBe00,rec_td,0,,,,,
player,201009260crd,crd,PatrBe00,rec_long,21,,,,,
player,201009260crd,crd,PatrBe00,fumbles,0,,,,,
player,201009260crd,crd,PatrBe00,fumbles_lost,,,,,,
player,201009260crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201009260crd,crd,FitzLa00,pass_att,0,,,,,
player,201009260crd,crd,FitzLa00,pass_yds,0,,,,,
player,201009260crd,crd,FitzLa00,pass_td,0,,,,,
player,201009260crd,crd,FitzLa00,pass_int,0,,,,,
player,201009260crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201009260crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201009260crd,crd,FitzLa00,pass_long,0,,,,,
player,201009260crd,crd,FitzLa00,pass_rating,,,,,,
player,201009260crd,crd,FitzLa00,rush_att,0,,,,,
player,201009260crd,crd,FitzLa00,rush_yds,0,,,,,
player,201009260crd,crd,FitzLa00,rush_td,0,,,,,
player,201009260crd,crd,FitzLa00,rush_long,0,,,,,
player,201009260crd,crd,FitzLa00,targets,7,,,,,
player,201009260crd,crd,FitzLa00,rec,2,,,,,
player,201009260crd,crd,FitzLa00,rec_yds,26,,,,,
player,201009260crd,crd,FitzLa00,rec_td,1,,,,,
player,201009260crd,crd,FitzLa00,rec_long,18,,,,,
player,201009260crd,crd,FitzLa00,fumbles,0,,,,,
player,201009260crd,crd,FitzLa00,fumbles_lost,,,,,,
player,201009260crd,crd,WillSt01,pass_cmp,0,,,,,
player,201009260crd,crd,WillSt01,pass_att,0,,,,,
player,201009260crd,crd,WillSt01,pass_yds,0,,,,,
player,201009260crd,crd,WillSt01,pass_td,0,,,,,
player,201009260crd,crd,WillSt01,pass_int,0,,,,,
player,201009260crd,crd,WillSt01,pass_sacked,0,,,,,
player,201009260crd,crd,WillSt01,pass_sacked_yds,0,,,,,
player,201009260crd,crd,WillSt01,pass_long,0,,,,,
player,201009260crd,crd,WillSt01,pass_rating,,,,,,
player,201009260crd,crd,WillSt01,rush_att,0,,,,,
player,201009260crd,crd,WillSt01,rush_yds,0,,,,,
player,201009260crd,crd,WillSt01,rush_td,0,,,,,
player,201009260crd,crd,WillSt01,rush_long,0,,,,,
player,201009260crd,crd,WillSt01,targets,2,,,,,
player,201009260crd,crd,WillSt01,rec,1,,,,,
player,201009260crd,crd,WillSt01,rec_yds,11,,,,,
player,201009260crd,crd,WillSt01,rec_td,0,,,,,
player,201009260crd,crd,WillSt01,rec_long,11,,,,,
player,201009260crd,crd,WillSt01,fumbles,0,,,,,
player,201009260crd,crd,WillSt01,fumbles_lost,,,,,,
player,201009260crd,crd,WrigJa01,pass_cmp,0,,,,,
player,201009260crd,crd,WrigJa01,pass_att,0,,,,,
player,201009260crd,crd,WrigJa01,pass_yds,0,,,,,
player,201009260crd,crd,WrigJa01,pass_td,0,,,,,
player,201009260crd,crd,WrigJa01,pass_int,0,,,,,
player,201009260crd,crd,WrigJa01,pass_sacked,0,,,,,
player,201009260crd,crd,WrigJa01,pass_sacked_yds,0,,,,,
player,201009260crd,crd,WrigJa01,pass_long,0,,,,,
player,201009260crd,crd,WrigJa01,pass_rating,,,,,,
player,201009260crd,crd,WrigJa01,rush_att,0,,,,,
player,201009260crd,crd,WrigJa01,rush_yds,0,,,,,
player,201009260crd,crd,WrigJa01,rush_td,0,,,,,
player,201009260crd,crd,WrigJa01,rush_long,0,,,,,
player,201009260crd,crd,WrigJa01,targets,2,,,,,
player,201009260crd,crd,WrigJa01,rec,1,,,,,
player,201009260crd,crd,WrigJa01,rec_yds,8,,,,,
player,201009260crd,crd,WrigJa01,rec_td,0,,,,,
player,201009260crd,crd,WrigJa01,rec_long,8,,,,,
player,201009260crd,crd,WrigJa01,fumbles,0,,,,,
player,201009260crd,crd,WrigJa01,fumbles_lost,,,,,,
player,201009260crd,crd,KomaMa00,pass_cmp,0,,,,,
player,201009260crd,crd,KomaMa00,pass_att,0,,,,,
player,201009260crd,crd,KomaMa00,pass_yds,0,,,,,
player,201009260crd,crd,KomaMa00,pass_td,0,,,,,
player,201009260crd,crd,KomaMa00,pass_int,0,,,,,
player,201009260crd,crd,KomaMa00,pass_sacked,0,,,,,
player,201009260crd,crd,KomaMa00,pass_sacked_yds,0,,,,,
player,201009260crd,crd,KomaMa00,pass_long,0,,,,,
player,201009260crd,crd,KomaMa00,pass_rating,,,,,,
player,201009260crd,crd,KomaMa00,rush_att,0,,,,,
player,201009260crd,crd,KomaMa00,rush_yds,0,,,,,
player,201009260crd,crd,KomaMa00,rush_td,0,,,,,
player,201009260crd,crd,KomaMa00,rush_long,0,,,,,
player,201009260crd,crd,KomaMa00,targets,1,,,,,
player,201009260crd,crd,KomaMa00,rec,1,,,,,
player,201009260crd,crd,KomaMa00,rec_yds,7,,,,,
player,201009260crd,crd,KomaMa00,rec_td,0,,,,,
player,201009260crd,crd,KomaMa00,rec_long,7,,,,,
player,201009260crd,crd,KomaMa00,fumbles,0,,,,,
player,201009260crd,crd,KomaMa00,fumbles_lost,,,,,,
player,201009260crd,rai,GrovQu99,def_int,1,,,,,
player,201009260crd,rai,GrovQu99,def_int_yds,-4,,,,,
player,201009260crd,rai,GrovQu99,def_int_td,0,,,,,
player,201009260crd,rai,GrovQu99,def_int_long,-4,,,,,
player,201009260crd,rai,GrovQu99,pass_defended,1,,,,,
player,201009260crd,rai,GrovQu99,sacks,0.0,,,,,
player,201009260crd,rai,GrovQu99,tackles_combined,3,,,,,
player,201009260crd,rai,GrovQu99,tackles_solo,1,,,,,
player,201009260crd,rai,GrovQu99,tackles_assists,2,,,,,
player,201009260crd,rai,GrovQu99,tackles_loss,0,,,,,
player,201009260crd,rai,GrovQu99,qb_hits,0,,,,,
player,201009260crd,rai,GrovQu99,fumbles_rec,1,,,,,
player,201009260crd,rai,GrovQu99,fumbles_rec_yds,0,,,,,
player,201009260crd,rai,GrovQu99,fumbles_rec_td,0,,,,,
player,201009260crd,rai,GrovQu99,fumbles_forced,0,,,,,
player,201009260crd,rai,SeymRi00,def_int,0,,,,,
player,201009260crd,rai,SeymRi00,def_int_yds,0,,,,,
player,201009260crd,rai,SeymRi00,def_int_td,0,,,,,
player,201009260crd,rai,SeymRi00,def_int_long,0,,,,,
player,201009260crd,rai,SeymRi00,pass_defended,0,,,,,
player,201009260crd,rai,SeymRi00,sacks,1.0,,,,,
player,201009260crd,rai,SeymRi00,tackles_combined,6,,,,,
player,201009260crd,rai,SeymRi00,tackles_solo,4,,,,,
player,201009260crd,rai,SeymRi00,tackles_assists,2,,,,,
player,201009260crd,rai,SeymRi00,tackles_loss,3,,,,,
player,201009260crd,rai,SeymRi00,qb_hits,1,,,,,
player,201009260crd,rai,SeymRi00,fumbles_rec,0,,,,,
player,201009260crd,rai,SeymRi00,fumbles_rec_yds,0,,,,,
player,201009260crd,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201009260crd,rai,SeymRi00,fumbles_forced,0,,,,,
player,201009260crd,rai,ShauMa99,def_int,0,,,,,
player,201009260crd,rai,ShauMa99,def_int_yds,0,,,,,
player,201009260crd,rai,ShauMa99,def_int_td,0,,,,,
player,201009260crd,rai,ShauMa99,def_int_long,0,,,,,
player,201009260crd,rai,ShauMa99,pass_defended,0,,,,,
player,201009260crd,rai,ShauMa99,sacks,1.0,,,,,
player,201009260crd,rai,ShauMa99,tackles_combined,3,,,,,
player,201009260crd,rai,ShauMa99,tackles_solo,3,,,,,
player,201009260crd,rai,ShauMa99,tackles_assists,0,,,,,
player,201009260crd,rai,ShauMa99,tackles_loss,1,,,,,
player,201009260crd,rai,ShauMa99,qb_hits,1,,,,,
player,201009260crd,rai,ShauMa99,fumbles_rec,0,,,,,
player,201009260crd,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201009260crd,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201009260crd,rai,ShauMa99,fumbles_forced,0,,,,,
player,201009260crd,rai,BranTy99,def_int,0,,,,,
player,201009260crd,rai,BranTy99,def_int_yds,0,,,,,
player,201009260crd,rai,BranTy99,def_int_td,0,,,,,
player,201009260crd,rai,BranTy99,def_int_long,0,,,,,
player,201009260crd,rai,BranTy99,pass_defended,0,,,,,
player,201009260crd,rai,BranTy99,sacks,0.0,,,,,
player,201009260crd,rai,BranTy99,tackles_combined,9,,,,,
player,201009260crd,rai,BranTy99,tackles_solo,9,,,,,
player,201009260crd,rai,BranTy99,tackles_assists,0,,,,,
