game,2010,15,20101219,201012190pit,nyj,"New York Jets",22,pit,"Pittsburgh Steelers",17
player,201012190pit,nyj,GreeSh00,fumbles,0,,,,,
player,201012190pit,nyj,GreeSh00,fumbles_lost,,,,,,
player,201012190pit,nyj,SmitBr01,pass_cmp,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_att,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_yds,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_td,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_int,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_sacked,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201012190pit,nyj,SmitBr01,pass_long,0,,,,,
player,201012190pit,nyj,SmitBr01,pass_rating,,,,,,
player,201012190pit,nyj,SmitBr01,rush_att,1,,,,,
player,201012190pit,nyj,SmitBr01,rush_yds,2,,,,,
player,201012190pit,nyj,SmitBr01,rush_td,0,,,,,
player,201012190pit,nyj,SmitBr01,rush_long,2,,,,,
player,201012190pit,nyj,SmitBr01,targets,0,,,,,
player,201012190pit,nyj,SmitBr01,rec,0,,,,,
player,201012190pit,nyj,SmitBr01,rec_yds,0,,,,,
player,201012190pit,nyj,SmitBr01,rec_td,0,,,,,
player,201012190pit,nyj,SmitBr01,rec_long,0,,,,,
player,201012190pit,nyj,SmitBr01,fumbles,0,,,,,
player,201012190pit,nyj,SmitBr01,fumbles_lost,,,,,,
player,201012190pit,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201012190pit,nyj,EdwaBr00,pass_att,0,,,,,
player,201012190pit,nyj,EdwaBr00,pass_yds,0,,,,,
player,201012190pit,nyj,EdwaBr00,pass_td,0,,,,,
player,201012190pit,nyj,EdwaBr00,pass_int,0,,,,,
player,201012190pit,nyj,EdwaBr00,pass_sacked,,,,,,
player,201012190pit,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201012190pit,nyj,EdwaBr00,pass_long,0,,,,,
player,201012190pit,nyj,EdwaBr00,pass_rating,,,,,,
player,201012190pit,nyj,EdwaBr00,rush_att,0,,,,,
player,201012190pit,nyj,EdwaBr00,rush_yds,0,,,,,
player,201012190pit,nyj,EdwaBr00,rush_td,0,,,,,
player,201012190pit,nyj,EdwaBr00,rush_long,0,,,,,
player,201012190pit,nyj,EdwaBr00,targets,11,,,,,
player,201012190pit,nyj,EdwaBr00,rec,8,,,,,
player,201012190pit,nyj,EdwaBr00,rec_yds,100,,,,,
player,201012190pit,nyj,EdwaBr00,rec_td,0,,,,,
player,201012190pit,nyj,EdwaBr00,rec_long,38,,,,,
player,201012190pit,nyj,EdwaBr00,fumbles,0,,,,,
player,201012190pit,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201012190pit,nyj,HolmSa00,pass_cmp,0,,,,,
player,201012190pit,nyj,HolmSa00,pass_att,0,,,,,
player,201012190pit,nyj,HolmSa00,pass_yds,0,,,,,
player,201012190pit,nyj,HolmSa00,pass_td,0,,,,,
player,201012190pit,nyj,HolmSa00,pass_int,0,,,,,
player,201012190pit,nyj,HolmSa00,pass_sacked,,,,,,
player,201012190pit,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201012190pit,nyj,HolmSa00,pass_long,0,,,,,
player,201012190pit,nyj,HolmSa00,pass_rating,,,,,,
player,201012190pit,nyj,HolmSa00,rush_att,0,,,,,
player,201012190pit,nyj,HolmSa00,rush_yds,0,,,,,
player,201012190pit,nyj,HolmSa00,rush_td,0,,,,,
player,201012190pit,nyj,HolmSa00,rush_long,0,,,,,
player,201012190pit,nyj,HolmSa00,targets,10,,,,,
player,201012190pit,nyj,HolmSa00,rec,6,,,,,
player,201012190pit,nyj,HolmSa00,rec_yds,40,,,,,
player,201012190pit,nyj,HolmSa00,rec_td,0,,,,,
player,201012190pit,nyj,HolmSa00,rec_long,11,,,,,
player,201012190pit,nyj,HolmSa00,fumbles,0,,,,,
player,201012190pit,nyj,HolmSa00,fumbles_lost,,,,,,
player,201012190pit,nyj,KellDu00,pass_cmp,0,,,,,
player,201012190pit,nyj,KellDu00,pass_att,0,,,,,
player,201012190pit,nyj,KellDu00,pass_yds,0,,,,,
player,201012190pit,nyj,KellDu00,pass_td,0,,,,,
player,201012190pit,nyj,KellDu00,pass_int,0,,,,,
player,201012190pit,nyj,KellDu00,pass_sacked,,,,,,
player,201012190pit,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201012190pit,nyj,KellDu00,pass_long,0,,,,,
player,201012190pit,nyj,KellDu00,pass_rating,,,,,,
player,201012190pit,nyj,KellDu00,rush_att,0,,,,,
player,201012190pit,nyj,KellDu00,rush_yds,0,,,,,
player,201012190pit,nyj,KellDu00,rush_td,0,,,,,
player,201012190pit,nyj,KellDu00,rush_long,0,,,,,
player,201012190pit,nyj,KellDu00,targets,4,,,,,
player,201012190pit,nyj,KellDu00,rec,3,,,,,
player,201012190pit,nyj,KellDu00,rec_yds,19,,,,,
player,201012190pit,nyj,KellDu00,rec_td,0,,,,,
player,201012190pit,nyj,KellDu00,rec_long,11,,,,,
player,201012190pit,nyj,KellDu00,fumbles,0,,,,,
player,201012190pit,nyj,KellDu00,fumbles_lost,,,,,,
player,201012190pit,nyj,MullMa00,pass_cmp,,,,,,
player,201012190pit,nyj,MullMa00,pass_att,,,,,,
player,201012190pit,nyj,MullMa00,pass_yds,,,,,,
player,201012190pit,nyj,MullMa00,pass_td,,,,,,
player,201012190pit,nyj,MullMa00,pass_int,,,,,,
player,201012190pit,nyj,MullMa00,pass_sacked,,,,,,
player,201012190pit,nyj,MullMa00,pass_sacked_yds,,,,,,
player,201012190pit,nyj,MullMa00,pass_long,,,,,,
player,201012190pit,nyj,MullMa00,pass_rating,,,,,,
player,201012190pit,nyj,MullMa00,rush_att,,,,,,
player,201012190pit,nyj,MullMa00,rush_yds,,,,,,
player,201012190pit,nyj,MullMa00,rush_td,,,,,,
player,201012190pit,nyj,MullMa00,rush_long,,,,,,
player,201012190pit,nyj,MullMa00,targets,1,,,,,
player,201012190pit,nyj,MullMa00,rec,0,,,,,
player,201012190pit,nyj,MullMa00,rec_yds,0,,,,,
player,201012190pit,nyj,MullMa00,rec_td,0,,,,,
player,201012190pit,nyj,MullMa00,rec_long,,,,,,
player,201012190pit,nyj,MullMa00,fumbles,,,,,,
player,201012190pit,nyj,MullMa00,fumbles_lost,,,,,,
player,201012190pit,pit,RoetBe00,pass_cmp,23,,,,,
player,201012190pit,pit,RoetBe00,pass_att,44,,,,,
player,201012190pit,pit,RoetBe00,pass_yds,264,,,,,
player,201012190pit,pit,RoetBe00,pass_td,1,,,,,
player,201012190pit,pit,RoetBe00,pass_int,0,,,,,
player,201012190pit,pit,RoetBe00,pass_sacked,3,,,,,
player,201012190pit,pit,RoetBe00,pass_sacked_yds,32,,,,,
player,201012190pit,pit,RoetBe00,pass_long,29,,,,,
player,201012190pit,pit,RoetBe00,pass_rating,78.2,,,,,
player,201012190pit,pit,RoetBe00,rush_att,2,,,,,
player,201012190pit,pit,RoetBe00,rush_yds,25,,,,,
player,201012190pit,pit,RoetBe00,rush_td,0,,,,,
player,201012190pit,pit,RoetBe00,rush_long,22,,,,,
player,201012190pit,pit,RoetBe00,targets,0,,,,,
player,201012190pit,pit,RoetBe00,rec,0,,,,,
player,201012190pit,pit,RoetBe00,rec_yds,0,,,,,
player,201012190pit,pit,RoetBe00,rec_td,0,,,,,
player,201012190pit,pit,RoetBe00,rec_long,0,,,,,
player,201012190pit,pit,RoetBe00,fumbles,2,,,,,
player,201012190pit,pit,RoetBe00,fumbles_lost,0,,,,,
player,201012190pit,pit,MendRa00,pass_cmp,0,,,,,
player,201012190pit,pit,MendRa00,pass_att,0,,,,,
player,201012190pit,pit,MendRa00,pass_yds,0,,,,,
player,201012190pit,pit,MendRa00,pass_td,0,,,,,
player,201012190pit,pit,MendRa00,pass_int,0,,,,,
player,201012190pit,pit,MendRa00,pass_sacked,,,,,,
player,201012190pit,pit,MendRa00,pass_sacked_yds,,,,,,
player,201012190pit,pit,MendRa00,pass_long,0,,,,,
player,201012190pit,pit,MendRa00,pass_rating,,,,,,
player,201012190pit,pit,MendRa00,rush_att,17,,,,,
player,201012190pit,pit,MendRa00,rush_yds,99,,,,,
player,201012190pit,pit,MendRa00,rush_td,1,,,,,
player,201012190pit,pit,MendRa00,rush_long,21,,,,,
player,201012190pit,pit,MendRa00,targets,1,,,,,
player,201012190pit,pit,MendRa00,rec,0,,,,,
player,201012190pit,pit,MendRa00,rec_yds,0,,,,,
player,201012190pit,pit,MendRa00,rec_td,0,,,,,
player,201012190pit,pit,MendRa00,rec_long,0,,,,,
player,201012190pit,pit,MendRa00,fumbles,0,,,,,
player,201012190pit,pit,MendRa00,fumbles_lost,,,,,,
player,201012190pit,pit,WallMi00,pass_cmp,0,,,,,
player,201012190pit,pit,WallMi00,pass_att,0,,,,,
player,201012190pit,pit,WallMi00,pass_yds,0,,,,,
player,201012190pit,pit,WallMi00,pass_td,0,,,,,
player,201012190pit,pit,WallMi00,pass_int,0,,,,,
player,201012190pit,pit,WallMi00,pass_sacked,,,,,,
player,201012190pit,pit,WallMi00,pass_sacked_yds,,,,,,
player,201012190pit,pit,WallMi00,pass_long,0,,,,,
player,201012190pit,pit,WallMi00,pass_rating,,,,,,
player,201012190pit,pit,WallMi00,rush_att,1,,,,,
player,201012190pit,pit,WallMi00,rush_yds,8,,,,,
player,201012190pit,pit,WallMi00,rush_td,0,,,,,
player,201012190pit,pit,WallMi00,rush_long,8,,,,,
player,201012190pit,pit,WallMi00,targets,10,,,,,
player,201012190pit,pit,WallMi00,rec,7,,,,,
player,201012190pit,pit,WallMi00,rec_yds,102,,,,,
player,201012190pit,pit,WallMi00,rec_td,0,,,,,
player,201012190pit,pit,WallMi00,rec_long,23,,,,,
player,201012190pit,pit,WallMi00,fumbles,0,,,,,
player,201012190pit,pit,WallMi00,fumbles_lost,,,,,,
player,201012190pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201012190pit,pit,RedmIs20,pass_att,0,,,,,
player,201012190pit,pit,RedmIs20,pass_yds,0,,,,,
player,201012190pit,pit,RedmIs20,pass_td,0,,,,,
player,201012190pit,pit,RedmIs20,pass_int,0,,,,,
player,201012190pit,pit,RedmIs20,pass_sacked,,,,,,
player,201012190pit,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201012190pit,pit,RedmIs20,pass_long,0,,,,,
player,201012190pit,pit,RedmIs20,pass_rating,,,,,,
player,201012190pit,pit,RedmIs20,rush_att,1,,,,,
player,201012190pit,pit,RedmIs20,rush_yds,7,,,,,
player,201012190pit,pit,RedmIs20,rush_td,0,,,,,
player,201012190pit,pit,RedmIs20,rush_long,7,,,,,
player,201012190pit,pit,RedmIs20,targets,0,,,,,
player,201012190pit,pit,RedmIs20,rec,0,,,,,
player,201012190pit,pit,RedmIs20,rec_yds,0,,,,,
player,201012190pit,pit,RedmIs20,rec_td,0,,,,,
player,201012190pit,pit,RedmIs20,rec_long,0,,,,,
player,201012190pit,pit,RedmIs20,fumbles,0,,,,,
player,201012190pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201012190pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201012190pit,pit,MoorMe00,pass_att,0,,,,,
player,201012190pit,pit,MoorMe00,pass_yds,0,,,,,
player,201012190pit,pit,MoorMe00,pass_td,0,,,,,
player,201012190pit,pit,MoorMe00,pass_int,0,,,,,
player,201012190pit,pit,MoorMe00,pass_sacked,,,,,,
player,201012190pit,pit,MoorMe00,pass_sacked_yds,,,,,,
player,201012190pit,pit,MoorMe00,pass_long,0,,,,,
player,201012190pit,pit,MoorMe00,pass_rating,,,,,,
player,201012190pit,pit,MoorMe00,rush_att,4,,,,,
player,201012190pit,pit,MoorMe00,rush_yds,7,,,,,
player,201012190pit,pit,MoorMe00,rush_td,0,,,,,
player,201012190pit,pit,MoorMe00,rush_long,6,,,,,
player,201012190pit,pit,MoorMe00,targets,1,,,,,
player,201012190pit,pit,MoorMe00,rec,1,,,,,
player,201012190pit,pit,MoorMe00,rec_yds,0,,,,,
player,201012190pit,pit,MoorMe00,rec_td,0,,,,,
player,201012190pit,pit,MoorMe00,rec_long,0,,,,,
player,201012190pit,pit,MoorMe00,fumbles,0,,,,,
player,201012190pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201012190pit,pit,SandEm00,pass_cmp,0,,,,,
player,201012190pit,pit,SandEm00,pass_att,0,,,,,
player,201012190pit,pit,SandEm00,pass_yds,0,,,,,
player,201012190pit,pit,SandEm00,pass_td,0,,,,,
player,201012190pit,pit,SandEm00,pass_int,0,,,,,
player,201012190pit,pit,SandEm00,pass_sacked,,,,,,
player,201012190pit,pit,SandEm00,pass_sacked_yds,,,,,,
player,201012190pit,pit,SandEm00,pass_long,0,,,,,
player,201012190pit,pit,SandEm00,pass_rating,,,,,,
player,201012190pit,pit,SandEm00,rush_att,0,,,,,
player,201012190pit,pit,SandEm00,rush_yds,0,,,,,
player,201012190pit,pit,SandEm00,rush_td,0,,,,,
player,201012190pit,pit,SandEm00,rush_long,0,,,,,
player,201012190pit,pit,SandEm00,targets,13,,,,,
player,201012190pit,pit,SandEm00,rec,7,,,,,
player,201012190pit,pit,SandEm00,rec_yds,78,,,,,
player,201012190pit,pit,SandEm00,rec_td,0,,,,,
player,201012190pit,pit,SandEm00,rec_long,29,,,,,
player,201012190pit,pit,SandEm00,fumbles,0,,,,,
player,201012190pit,pit,SandEm00,fumbles_lost,,,,,,
player,201012190pit,pit,WardHi00,pass_cmp,0,,,,,
player,201012190pit,pit,WardHi00,pass_att,0,,,,,
player,201012190pit,pit,WardHi00,pass_yds,0,,,,,
player,201012190pit,pit,WardHi00,pass_td,0,,,,,
player,201012190pit,pit,WardHi00,pass_int,0,,,,,
player,201012190pit,pit,WardHi00,pass_sacked,,,,,,
player,201012190pit,pit,WardHi00,pass_sacked_yds,,,,,,
player,201012190pit,pit,WardHi00,pass_long,0,,,,,
player,201012190pit,pit,WardHi00,pass_rating,,,,,,
player,201012190pit,pit,WardHi00,rush_att,0,,,,,
player,201012190pit,pit,WardHi00,rush_yds,0,,,,,
player,201012190pit,pit,WardHi00,rush_td,0,,,,,
player,201012190pit,pit,WardHi00,rush_long,0,,,,,
player,201012190pit,pit,WardHi00,targets,3,,,,,
player,201012190pit,pit,WardHi00,rec,2,,,,,
player,201012190pit,pit,WardHi00,rec_yds,34,,,,,
player,201012190pit,pit,WardHi00,rec_td,0,,,,,
player,201012190pit,pit,WardHi00,rec_long,18,,,,,
player,201012190pit,pit,WardHi00,fumbles,0,,,,,
player,201012190pit,pit,WardHi00,fumbles_lost,,,,,,
player,201012190pit,pit,SpaeMa00,pass_cmp,0,,,,,
player,201012190pit,pit,SpaeMa00,pass_att,0,,,,,
player,201012190pit,pit,SpaeMa00,pass_yds,0,,,,,
player,201012190pit,pit,SpaeMa00,pass_td,0,,,,,
player,201012190pit,pit,SpaeMa00,pass_int,0,,,,,
player,201012190pit,pit,SpaeMa00,pass_sacked,,,,,,
player,201012190pit,pit,SpaeMa00,pass_sacked_yds,,,,,,
player,201012190pit,pit,SpaeMa00,pass_long,0,,,,,
player,201012190pit,pit,SpaeMa00,pass_rating,,,,,,
player,201012190pit,pit,SpaeMa00,rush_att,0,,,,,
player,201012190pit,pit,SpaeMa00,rush_yds,0,,,,,
player,201012190pit,pit,SpaeMa00,rush_td,0,,,,,
player,201012190pit,pit,SpaeMa00,rush_long,0,,,,,
player,201012190pit,pit,SpaeMa00,targets,8,,,,,
player,201012190pit,pit,SpaeMa00,rec,3,,,,,
player,201012190pit,pit,SpaeMa00,rec_yds,27,,,,,
player,201012190pit,pit,SpaeMa00,rec_td,1,,,,,
player,201012190pit,pit,SpaeMa00,rec_long,13,,,,,
player,201012190pit,pit,SpaeMa00,fumbles,0,,,,,
player,201012190pit,pit,SpaeMa00,fumbles_lost,,,,,,
player,201012190pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201012190pit,pit,BrowAn04,pass_att,0,,,,,
player,201012190pit,pit,BrowAn04,pass_yds,0,,,,,
player,201012190pit,pit,BrowAn04,pass_td,0,,,,,
player,201012190pit,pit,BrowAn04,pass_int,0,,,,,
player,201012190pit,pit,BrowAn04,pass_sacked,,,,,,
player,201012190pit,pit,BrowAn04,pass_sacked_yds,,,,,,
player,201012190pit,pit,BrowAn04,pass_long,0,,,,,
player,201012190pit,pit,BrowAn04,pass_rating,,,,,,
player,201012190pit,pit,BrowAn04,rush_att,0,,,,,
player,201012190pit,pit,BrowAn04,rush_yds,0,,,,,
player,201012190pit,pit,BrowAn04,rush_td,0,,,,,
player,201012190pit,pit,BrowAn04,rush_long,0,,,,,
player,201012190pit,pit,BrowAn04,targets,3,,,,,
player,201012190pit,pit,BrowAn04,rec,2,,,,,
player,201012190pit,pit,BrowAn04,rec_yds,15,,,,,
player,201012190pit,pit,BrowAn04,rec_td,0,,,,,
player,201012190pit,pit,BrowAn04,rec_long,16,,,,,
player,201012190pit,pit,BrowAn04,fumbles,0,,,,,
player,201012190pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201012190pit,pit,RandAn00,pass_cmp,0,,,,,
player,201012190pit,pit,RandAn00,pass_att,0,,,,,
player,201012190pit,pit,RandAn00,pass_yds,0,,,,,
player,201012190pit,pit,RandAn00,pass_td,0,,,,,
player,201012190pit,pit,RandAn00,pass_int,0,,,,,
player,201012190pit,pit,RandAn00,pass_sacked,0,,,,,
player,201012190pit,pit,RandAn00,pass_sacked_yds,,,,,,
player,201012190pit,pit,RandAn00,pass_long,0,,,,,
player,201012190pit,pit,RandAn00,pass_rating,,,,,,
player,201012190pit,pit,RandAn00,rush_att,0,,,,,
player,201012190pit,pit,RandAn00,rush_yds,0,,,,,
player,201012190pit,pit,RandAn00,rush_td,0,,,,,
player,201012190pit,pit,RandAn00,rush_long,0,,,,,
player,201012190pit,pit,RandAn00,targets,1,,,,,
player,201012190pit,pit,RandAn00,rec,1,,,,,
player,201012190pit,pit,RandAn00,rec_yds,8,,,,,
player,201012190pit,pit,RandAn00,rec_td,0,,,,,
player,201012190pit,pit,RandAn00,rec_long,8,,,,,
player,201012190pit,pit,RandAn00,fumbles,0,,,,,
player,201012190pit,pit,RandAn00,fumbles_lost,,,,,,
player,201012190pit,pit,JohnDa05,pass_cmp,,,,,,
player,201012190pit,pit,JohnDa05,pass_att,,,,,,
player,201012190pit,pit,JohnDa05,pass_yds,,,,,,
player,201012190pit,pit,JohnDa05,pass_td,,,,,,
player,201012190pit,pit,JohnDa05,pass_int,,,,,,
player,201012190pit,pit,JohnDa05,pass_sacked,,,,,,
player,201012190pit,pit,JohnDa05,pass_sacked_yds,,,,,,
player,201012190pit,pit,JohnDa05,pass_long,,,,,,
player,201012190pit,pit,JohnDa05,pass_rating,,,,,,
player,201012190pit,pit,JohnDa05,rush_att,,,,,,
player,201012190pit,pit,JohnDa05,rush_yds,,,,,,
player,201012190pit,pit,JohnDa05,rush_td,,,,,,
player,201012190pit,pit,JohnDa05,rush_long,,,,,,
player,201012190pit,pit,JohnDa05,targets,1,,,,,
player,201012190pit,pit,JohnDa05,rec,0,,,,,
player,201012190pit,pit,JohnDa05,rec_yds,0,,,,,
player,201012190pit,pit,JohnDa05,rec_td,0,,,,,
player,201012190pit,pit,JohnDa05,rec_long,,,,,,
player,201012190pit,pit,JohnDa05,fumbles,,,,,,
player,201012190pit,pit,JohnDa05,fumbles_lost,,,,,,
player,201012190pit,nyj,ColeDr20,def_int,0,,,,,
player,201012190pit,nyj,ColeDr20,def_int_yds,0,,,,,
player,201012190pit,nyj,ColeDr20,def_int_td,0,,,,,
player,201012190pit,nyj,ColeDr20,def_int_long,0,,,,,
player,201012190pit,nyj,ColeDr20,pass_defended,0,,,,,
player,201012190pit,nyj,ColeDr20,sacks,2.0,,,,,
player,201012190pit,nyj,ColeDr20,tackles_combined,10,,,,,
player,201012190pit,nyj,ColeDr20,tackles_solo,9,,,,,
player,201012190pit,nyj,ColeDr20,tackles_assists,1,,,,,
player,201012190pit,nyj,ColeDr20,tackles_loss,1,,,,,
player,201012190pit,nyj,ColeDr20,qb_hits,0,,,,,
player,201012190pit,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201012190pit,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201012190pit,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201012190pit,nyj,ColeDr20,fumbles_forced,2,,,,,
player,201012190pit,nyj,ThomBr21,def_int,0,,,,,
player,201012190pit,nyj,ThomBr21,def_int_yds,0,,,,,
player,201012190pit,nyj,ThomBr21,def_int_td,0,,,,,
player,201012190pit,nyj,ThomBr21,def_int_long,0,,,,,
player,201012190pit,nyj,ThomBr21,pass_defended,0,,,,,
player,201012190pit,nyj,ThomBr21,sacks,1.0,,,,,
player,201012190pit,nyj,ThomBr21,tackles_combined,1,,,,,
player,201012190pit,nyj,ThomBr21,tackles_solo,1,,,,,
player,201012190pit,nyj,ThomBr21,tackles_assists,0,,,,,
player,201012190pit,nyj,ThomBr21,tackles_loss,1,,,,,
player,201012190pit,nyj,ThomBr21,qb_hits,1,,,,,
player,201012190pit,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201012190pit,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201012190pit,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201012190pit,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201012190pit,nyj,HarrDa99,def_int,0,,,,,
player,201012190pit,nyj,HarrDa99,def_int_yds,0,,,,,
player,201012190pit,nyj,HarrDa99,def_int_td,0,,,,,
player,201012190pit,nyj,HarrDa99,def_int_long,0,,,,,
player,201012190pit,nyj,HarrDa99,pass_defended,0,,,,,
player,201012190pit,nyj,HarrDa99,sacks,0.0,,,,,
player,201012190pit,nyj,HarrDa99,tackles_combined,7,,,,,
player,201012190pit,nyj,HarrDa99,tackles_solo,4,,,,,
player,201012190pit,nyj,HarrDa99,tackles_assists,3,,,,,
player,201012190pit,nyj,HarrDa99,tackles_loss,0,,,,,
player,201012190pit,nyj,HarrDa99,qb_hits,0,,,,,
player,201012190pit,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201012190pit,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201012190pit,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201012190pit,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201012190pit,nyj,ReviDa99,def_int,0,,,,,
player,201012190pit,nyj,ReviDa99,def_int_yds,0,,,,,
player,201012190pit,nyj,ReviDa99,def_int_td,0,,,,,
