game,2010,3,20100926,201009260mia,nyj,"New York Jets",31,mia,"Miami Dolphins",23
player,201009260mia,nyj,WilsKy99,pass_defended,0,,,,,
player,201009260mia,nyj,WilsKy99,sacks,0.0,,,,,
player,201009260mia,nyj,WilsKy99,tackles_combined,7,,,,,
player,201009260mia,nyj,WilsKy99,tackles_solo,5,,,,,
player,201009260mia,nyj,WilsKy99,tackles_assists,2,,,,,
player,201009260mia,nyj,WilsKy99,tackles_loss,0,,,,,
player,201009260mia,nyj,WilsKy99,qb_hits,0,,,,,
player,201009260mia,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201009260mia,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201009260mia,nyj,CromAn20,def_int,0,,,,,
player,201009260mia,nyj,CromAn20,def_int_yds,0,,,,,
player,201009260mia,nyj,CromAn20,def_int_td,0,,,,,
player,201009260mia,nyj,CromAn20,def_int_long,0,,,,,
player,201009260mia,nyj,CromAn20,pass_defended,1,,,,,
player,201009260mia,nyj,CromAn20,sacks,0.0,,,,,
player,201009260mia,nyj,CromAn20,tackles_combined,6,,,,,
player,201009260mia,nyj,CromAn20,tackles_solo,5,,,,,
player,201009260mia,nyj,CromAn20,tackles_assists,1,,,,,
player,201009260mia,nyj,CromAn20,tackles_loss,0,,,,,
player,201009260mia,nyj,CromAn20,qb_hits,0,,,,,
player,201009260mia,nyj,CromAn20,fumbles_rec,0,,,,,
player,201009260mia,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,CromAn20,fumbles_forced,0,,,,,
player,201009260mia,nyj,LeonJi23,def_int,0,,,,,
player,201009260mia,nyj,LeonJi23,def_int_yds,0,,,,,
player,201009260mia,nyj,LeonJi23,def_int_td,0,,,,,
player,201009260mia,nyj,LeonJi23,def_int_long,0,,,,,
player,201009260mia,nyj,LeonJi23,pass_defended,1,,,,,
player,201009260mia,nyj,LeonJi23,sacks,0.0,,,,,
player,201009260mia,nyj,LeonJi23,tackles_combined,6,,,,,
player,201009260mia,nyj,LeonJi23,tackles_solo,5,,,,,
player,201009260mia,nyj,LeonJi23,tackles_assists,1,,,,,
player,201009260mia,nyj,LeonJi23,tackles_loss,0,,,,,
player,201009260mia,nyj,LeonJi23,qb_hits,0,,,,,
player,201009260mia,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201009260mia,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201009260mia,nyj,SmitEr22,def_int,0,,,,,
player,201009260mia,nyj,SmitEr22,def_int_yds,0,,,,,
player,201009260mia,nyj,SmitEr22,def_int_td,0,,,,,
player,201009260mia,nyj,SmitEr22,def_int_long,0,,,,,
player,201009260mia,nyj,SmitEr22,pass_defended,0,,,,,
player,201009260mia,nyj,SmitEr22,sacks,0.0,,,,,
player,201009260mia,nyj,SmitEr22,tackles_combined,5,,,,,
player,201009260mia,nyj,SmitEr22,tackles_solo,4,,,,,
player,201009260mia,nyj,SmitEr22,tackles_assists,1,,,,,
player,201009260mia,nyj,SmitEr22,tackles_loss,0,,,,,
player,201009260mia,nyj,SmitEr22,qb_hits,0,,,,,
player,201009260mia,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201009260mia,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201009260mia,nyj,ColeMa01,def_int,0,,,,,
player,201009260mia,nyj,ColeMa01,def_int_yds,0,,,,,
player,201009260mia,nyj,ColeMa01,def_int_td,0,,,,,
player,201009260mia,nyj,ColeMa01,def_int_long,0,,,,,
player,201009260mia,nyj,ColeMa01,pass_defended,0,,,,,
player,201009260mia,nyj,ColeMa01,sacks,0.0,,,,,
player,201009260mia,nyj,ColeMa01,tackles_combined,4,,,,,
player,201009260mia,nyj,ColeMa01,tackles_solo,4,,,,,
player,201009260mia,nyj,ColeMa01,tackles_assists,0,,,,,
player,201009260mia,nyj,ColeMa01,tackles_loss,0,,,,,
player,201009260mia,nyj,ColeMa01,qb_hits,0,,,,,
player,201009260mia,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201009260mia,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201009260mia,nyj,PoolBr20,def_int,0,,,,,
player,201009260mia,nyj,PoolBr20,def_int_yds,0,,,,,
player,201009260mia,nyj,PoolBr20,def_int_td,0,,,,,
player,201009260mia,nyj,PoolBr20,def_int_long,0,,,,,
player,201009260mia,nyj,PoolBr20,pass_defended,0,,,,,
player,201009260mia,nyj,PoolBr20,sacks,0.0,,,,,
player,201009260mia,nyj,PoolBr20,tackles_combined,4,,,,,
player,201009260mia,nyj,PoolBr20,tackles_solo,3,,,,,
player,201009260mia,nyj,PoolBr20,tackles_assists,1,,,,,
player,201009260mia,nyj,PoolBr20,tackles_loss,0,,,,,
player,201009260mia,nyj,PoolBr20,qb_hits,0,,,,,
player,201009260mia,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201009260mia,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201009260mia,nyj,ScotBa20,def_int,0,,,,,
player,201009260mia,nyj,ScotBa20,def_int_yds,0,,,,,
player,201009260mia,nyj,ScotBa20,def_int_td,0,,,,,
player,201009260mia,nyj,ScotBa20,def_int_long,0,,,,,
player,201009260mia,nyj,ScotBa20,pass_defended,0,,,,,
player,201009260mia,nyj,ScotBa20,sacks,0.0,,,,,
player,201009260mia,nyj,ScotBa20,tackles_combined,4,,,,,
player,201009260mia,nyj,ScotBa20,tackles_solo,2,,,,,
player,201009260mia,nyj,ScotBa20,tackles_assists,2,,,,,
player,201009260mia,nyj,ScotBa20,tackles_loss,0,,,,,
player,201009260mia,nyj,ScotBa20,qb_hits,0,,,,,
player,201009260mia,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201009260mia,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201009260mia,nyj,IhedJa00,def_int,0,,,,,
player,201009260mia,nyj,IhedJa00,def_int_yds,0,,,,,
player,201009260mia,nyj,IhedJa00,def_int_td,0,,,,,
player,201009260mia,nyj,IhedJa00,def_int_long,0,,,,,
player,201009260mia,nyj,IhedJa00,pass_defended,0,,,,,
player,201009260mia,nyj,IhedJa00,sacks,0.0,,,,,
player,201009260mia,nyj,IhedJa00,tackles_combined,3,,,,,
player,201009260mia,nyj,IhedJa00,tackles_solo,3,,,,,
player,201009260mia,nyj,IhedJa00,tackles_assists,0,,,,,
player,201009260mia,nyj,IhedJa00,tackles_loss,0,,,,,
player,201009260mia,nyj,IhedJa00,qb_hits,0,,,,,
player,201009260mia,nyj,IhedJa00,fumbles_rec,0,,,,,
player,201009260mia,nyj,IhedJa00,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,IhedJa00,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,IhedJa00,fumbles_forced,0,,,,,
player,201009260mia,nyj,ThomBr21,def_int,0,,,,,
player,201009260mia,nyj,ThomBr21,def_int_yds,0,,,,,
player,201009260mia,nyj,ThomBr21,def_int_td,0,,,,,
player,201009260mia,nyj,ThomBr21,def_int_long,0,,,,,
player,201009260mia,nyj,ThomBr21,pass_defended,0,,,,,
player,201009260mia,nyj,ThomBr21,sacks,0.0,,,,,
player,201009260mia,nyj,ThomBr21,tackles_combined,3,,,,,
player,201009260mia,nyj,ThomBr21,tackles_solo,3,,,,,
player,201009260mia,nyj,ThomBr21,tackles_assists,0,,,,,
player,201009260mia,nyj,ThomBr21,tackles_loss,1,,,,,
player,201009260mia,nyj,ThomBr21,qb_hits,0,,,,,
player,201009260mia,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201009260mia,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201009260mia,nyj,DeViMi99,def_int,0,,,,,
player,201009260mia,nyj,DeViMi99,def_int_yds,0,,,,,
player,201009260mia,nyj,DeViMi99,def_int_td,0,,,,,
player,201009260mia,nyj,DeViMi99,def_int_long,0,,,,,
player,201009260mia,nyj,DeViMi99,pass_defended,0,,,,,
player,201009260mia,nyj,DeViMi99,sacks,0.0,,,,,
player,201009260mia,nyj,DeViMi99,tackles_combined,2,,,,,
player,201009260mia,nyj,DeViMi99,tackles_solo,2,,,,,
player,201009260mia,nyj,DeViMi99,tackles_assists,0,,,,,
player,201009260mia,nyj,DeViMi99,tackles_loss,0,,,,,
player,201009260mia,nyj,DeViMi99,qb_hits,1,,,,,
player,201009260mia,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201009260mia,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201009260mia,nyj,GholVe99,def_int,0,,,,,
player,201009260mia,nyj,GholVe99,def_int_yds,0,,,,,
player,201009260mia,nyj,GholVe99,def_int_td,0,,,,,
player,201009260mia,nyj,GholVe99,def_int_long,0,,,,,
player,201009260mia,nyj,GholVe99,pass_defended,0,,,,,
player,201009260mia,nyj,GholVe99,sacks,0.0,,,,,
player,201009260mia,nyj,GholVe99,tackles_combined,1,,,,,
player,201009260mia,nyj,GholVe99,tackles_solo,1,,,,,
player,201009260mia,nyj,GholVe99,tackles_assists,0,,,,,
player,201009260mia,nyj,GholVe99,tackles_loss,0,,,,,
player,201009260mia,nyj,GholVe99,qb_hits,0,,,,,
player,201009260mia,nyj,GholVe99,fumbles_rec,0,,,,,
player,201009260mia,nyj,GholVe99,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,GholVe99,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,GholVe99,fumbles_forced,0,,,,,
player,201009260mia,nyj,GreeHo20,def_int,0,,,,,
player,201009260mia,nyj,GreeHo20,def_int_yds,0,,,,,
player,201009260mia,nyj,GreeHo20,def_int_td,0,,,,,
player,201009260mia,nyj,GreeHo20,def_int_long,0,,,,,
player,201009260mia,nyj,GreeHo20,pass_defended,0,,,,,
player,201009260mia,nyj,GreeHo20,sacks,0.0,,,,,
player,201009260mia,nyj,GreeHo20,tackles_combined,1,,,,,
player,201009260mia,nyj,GreeHo20,tackles_solo,1,,,,,
player,201009260mia,nyj,GreeHo20,tackles_assists,0,,,,,
player,201009260mia,nyj,GreeHo20,tackles_loss,0,,,,,
player,201009260mia,nyj,GreeHo20,qb_hits,1,,,,,
player,201009260mia,nyj,GreeHo20,fumbles_rec,0,,,,,
player,201009260mia,nyj,GreeHo20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,GreeHo20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,GreeHo20,fumbles_forced,1,,,,,
player,201009260mia,nyj,LaurLa20,def_int,0,,,,,
player,201009260mia,nyj,LaurLa20,def_int_yds,0,,,,,
player,201009260mia,nyj,LaurLa20,def_int_td,0,,,,,
player,201009260mia,nyj,LaurLa20,def_int_long,0,,,,,
player,201009260mia,nyj,LaurLa20,pass_defended,0,,,,,
player,201009260mia,nyj,LaurLa20,sacks,0.0,,,,,
player,201009260mia,nyj,LaurLa20,tackles_combined,1,,,,,
player,201009260mia,nyj,LaurLa20,tackles_solo,1,,,,,
player,201009260mia,nyj,LaurLa20,tackles_assists,0,,,,,
player,201009260mia,nyj,LaurLa20,tackles_loss,0,,,,,
player,201009260mia,nyj,LaurLa20,qb_hits,0,,,,,
player,201009260mia,nyj,LaurLa20,fumbles_rec,0,,,,,
player,201009260mia,nyj,LaurLa20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,LaurLa20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,LaurLa20,fumbles_forced,0,,,,,
player,201009260mia,nyj,PouhSi20,def_int,0,,,,,
player,201009260mia,nyj,PouhSi20,def_int_yds,0,,,,,
player,201009260mia,nyj,PouhSi20,def_int_td,0,,,,,
player,201009260mia,nyj,PouhSi20,def_int_long,0,,,,,
player,201009260mia,nyj,PouhSi20,pass_defended,1,,,,,
player,201009260mia,nyj,PouhSi20,sacks,0.0,,,,,
player,201009260mia,nyj,PouhSi20,tackles_combined,1,,,,,
player,201009260mia,nyj,PouhSi20,tackles_solo,1,,,,,
player,201009260mia,nyj,PouhSi20,tackles_assists,0,,,,,
player,201009260mia,nyj,PouhSi20,tackles_loss,0,,,,,
player,201009260mia,nyj,PouhSi20,qb_hits,0,,,,,
player,201009260mia,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201009260mia,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201009260mia,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201009260mia,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201009260mia,mia,BellYe20,def_int,0,,,,,
player,201009260mia,mia,BellYe20,def_int_yds,0,,,,,
player,201009260mia,mia,BellYe20,def_int_td,0,,,,,
player,201009260mia,mia,BellYe20,def_int_long,0,,,,,
player,201009260mia,mia,BellYe20,pass_defended,1,,,,,
player,201009260mia,mia,BellYe20,sacks,0.0,,,,,
player,201009260mia,mia,BellYe20,tackles_combined,9,,,,,
player,201009260mia,mia,BellYe20,tackles_solo,8,,,,,
player,201009260mia,mia,BellYe20,tackles_assists,1,,,,,
player,201009260mia,mia,BellYe20,tackles_loss,0,,,,,
player,201009260mia,mia,BellYe20,qb_hits,0,,,,,
player,201009260mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201009260mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201009260mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201009260mia,mia,DansKa20,def_int,0,,,,,
player,201009260mia,mia,DansKa20,def_int_yds,0,,,,,
player,201009260mia,mia,DansKa20,def_int_td,0,,,,,
player,201009260mia,mia,DansKa20,def_int_long,0,,,,,
player,201009260mia,mia,DansKa20,pass_defended,0,,,,,
player,201009260mia,mia,DansKa20,sacks,0.0,,,,,
player,201009260mia,mia,DansKa20,tackles_combined,8,,,,,
player,201009260mia,mia,DansKa20,tackles_solo,7,,,,,
player,201009260mia,mia,DansKa20,tackles_assists,1,,,,,
player,201009260mia,mia,DansKa20,tackles_loss,0,,,,,
player,201009260mia,mia,DansKa20,qb_hits,0,,,,,
player,201009260mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201009260mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201009260mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201009260mia,mia,AlleJa23,def_int,0,,,,,
player,201009260mia,mia,AlleJa23,def_int_yds,0,,,,,
player,201009260mia,mia,AlleJa23,def_int_td,0,,,,,
player,201009260mia,mia,AlleJa23,def_int_long,0,,,,,
player,201009260mia,mia,AlleJa23,pass_defended,1,,,,,
player,201009260mia,mia,AlleJa23,sacks,0.0,,,,,
player,201009260mia,mia,AlleJa23,tackles_combined,5,,,,,
player,201009260mia,mia,AlleJa23,tackles_solo,4,,,,,
player,201009260mia,mia,AlleJa23,tackles_assists,1,,,,,
player,201009260mia,mia,AlleJa23,tackles_loss,0,,,,,
player,201009260mia,mia,AlleJa23,qb_hits,0,,,,,
player,201009260mia,mia,AlleJa23,fumbles_rec,0,,,,,
player,201009260mia,mia,AlleJa23,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,AlleJa23,fumbles_rec_td,0,,,,,
player,201009260mia,mia,AlleJa23,fumbles_forced,0,,,,,
player,201009260mia,mia,ClemCh97,def_int,0,,,,,
player,201009260mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201009260mia,mia,ClemCh97,def_int_td,0,,,,,
player,201009260mia,mia,ClemCh97,def_int_long,0,,,,,
player,201009260mia,mia,ClemCh97,pass_defended,0,,,,,
player,201009260mia,mia,ClemCh97,sacks,0.0,,,,,
player,201009260mia,mia,ClemCh97,tackles_combined,5,,,,,
player,201009260mia,mia,ClemCh97,tackles_solo,3,,,,,
player,201009260mia,mia,ClemCh97,tackles_assists,2,,,,,
player,201009260mia,mia,ClemCh97,tackles_loss,0,,,,,
player,201009260mia,mia,ClemCh97,qb_hits,0,,,,,
player,201009260mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201009260mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201009260mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201009260mia,mia,SmitSe99,def_int,0,,,,,
player,201009260mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201009260mia,mia,SmitSe99,def_int_td,0,,,,,
player,201009260mia,mia,SmitSe99,def_int_long,0,,,,,
player,201009260mia,mia,SmitSe99,pass_defended,0,,,,,
player,201009260mia,mia,SmitSe99,sacks,0.0,,,,,
player,201009260mia,mia,SmitSe99,tackles_combined,4,,,,,
player,201009260mia,mia,SmitSe99,tackles_solo,3,,,,,
player,201009260mia,mia,SmitSe99,tackles_assists,1,,,,,
player,201009260mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201009260mia,mia,SmitSe99,qb_hits,0,,,,,
player,201009260mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201009260mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201009260mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201009260mia,mia,SoliPa99,def_int,0,,,,,
player,201009260mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201009260mia,mia,SoliPa99,def_int_td,0,,,,,
player,201009260mia,mia,SoliPa99,def_int_long,0,,,,,
player,201009260mia,mia,SoliPa99,pass_defended,0,,,,,
player,201009260mia,mia,SoliPa99,sacks,0.0,,,,,
player,201009260mia,mia,SoliPa99,tackles_combined,3,,,,,
player,201009260mia,mia,SoliPa99,tackles_solo,3,,,,,
player,201009260mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201009260mia,mia,SoliPa99,tackles_loss,1,,,,,
player,201009260mia,mia,SoliPa99,qb_hits,0,,,,,
player,201009260mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201009260mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201009260mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201009260mia,mia,DobbTi20,def_int,0,,,,,
player,201009260mia,mia,DobbTi20,def_int_yds,0,,,,,
player,201009260mia,mia,DobbTi20,def_int_td,0,,,,,
player,201009260mia,mia,DobbTi20,def_int_long,0,,,,,
player,201009260mia,mia,DobbTi20,pass_defended,0,,,,,
player,201009260mia,mia,DobbTi20,sacks,0.0,,,,,
player,201009260mia,mia,DobbTi20,tackles_combined,2,,,,,
player,201009260mia,mia,DobbTi20,tackles_solo,2,,,,,
player,201009260mia,mia,DobbTi20,tackles_assists,0,,,,,
player,201009260mia,mia,DobbTi20,tackles_loss,0,,,,,
player,201009260mia,mia,DobbTi20,qb_hits,0,,,,,
player,201009260mia,mia,DobbTi20,fumbles_rec,0,,,,,
player,201009260mia,mia,DobbTi20,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,DobbTi20,fumbles_rec_td,0,,,,,
player,201009260mia,mia,DobbTi20,fumbles_forced,0,,,,,
player,201009260mia,mia,MisiKo99,def_int,0,,,,,
player,201009260mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201009260mia,mia,MisiKo99,def_int_td,0,,,,,
player,201009260mia,mia,MisiKo99,def_int_long,0,,,,,
player,201009260mia,mia,MisiKo99,pass_defended,0,,,,,
player,201009260mia,mia,MisiKo99,sacks,0.0,,,,,
player,201009260mia,mia,MisiKo99,tackles_combined,2,,,,,
player,201009260mia,mia,MisiKo99,tackles_solo,1,,,,,
player,201009260mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201009260mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201009260mia,mia,MisiKo99,qb_hits,0,,,,,
player,201009260mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201009260mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201009260mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201009260mia,mia,SappBe20,def_int,0,,,,,
player,201009260mia,mia,SappBe20,def_int_yds,0,,,,,
player,201009260mia,mia,SappBe20,def_int_td,0,,,,,
player,201009260mia,mia,SappBe20,def_int_long,0,,,,,
player,201009260mia,mia,SappBe20,pass_defended,0,,,,,
player,201009260mia,mia,SappBe20,sacks,0.0,,,,,
player,201009260mia,mia,SappBe20,tackles_combined,2,,,,,
player,201009260mia,mia,SappBe20,tackles_solo,2,,,,,
player,201009260mia,mia,SappBe20,tackles_assists,0,,,,,
player,201009260mia,mia,SappBe20,tackles_loss,0,,,,,
player,201009260mia,mia,SappBe20,qb_hits,0,,,,,
player,201009260mia,mia,SappBe20,fumbles_rec,0,,,,,
player,201009260mia,mia,SappBe20,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,SappBe20,fumbles_rec_td,0,,,,,
player,201009260mia,mia,SappBe20,fumbles_forced,0,,,,,
player,201009260mia,mia,WallRo01,def_int,0,,,,,
player,201009260mia,mia,WallRo01,def_int_yds,0,,,,,
player,201009260mia,mia,WallRo01,def_int_td,0,,,,,
player,201009260mia,mia,WallRo01,def_int_long,0,,,,,
player,201009260mia,mia,WallRo01,pass_defended,0,,,,,
player,201009260mia,mia,WallRo01,sacks,0.0,,,,,
player,201009260mia,mia,WallRo01,tackles_combined,2,,,,,
player,201009260mia,mia,WallRo01,tackles_solo,2,,,,,
player,201009260mia,mia,WallRo01,tackles_assists,0,,,,,
player,201009260mia,mia,WallRo01,tackles_loss,0,,,,,
player,201009260mia,mia,WallRo01,qb_hits,0,,,,,
player,201009260mia,mia,WallRo01,fumbles_rec,0,,,,,
player,201009260mia,mia,WallRo01,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,WallRo01,fumbles_rec_td,0,,,,,
player,201009260mia,mia,WallRo01,fumbles_forced,0,,,,,
player,201009260mia,mia,BakeRy00,def_int,0,,,,,
player,201009260mia,mia,BakeRy00,def_int_yds,0,,,,,
player,201009260mia,mia,BakeRy00,def_int_td,0,,,,,
player,201009260mia,mia,BakeRy00,def_int_long,0,,,,,
player,201009260mia,mia,BakeRy00,pass_defended,0,,,,,
player,201009260mia,mia,BakeRy00,sacks,0.0,,,,,
player,201009260mia,mia,BakeRy00,tackles_combined,1,,,,,
player,201009260mia,mia,BakeRy00,tackles_solo,1,,,,,
player,201009260mia,mia,BakeRy00,tackles_assists,0,,,,,
player,201009260mia,mia,BakeRy00,tackles_loss,0,,,,,
player,201009260mia,mia,BakeRy00,qb_hits,0,,,,,
player,201009260mia,mia,BakeRy00,fumbles_rec,0,,,,,
player,201009260mia,mia,BakeRy00,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,BakeRy00,fumbles_rec_td,0,,,,,
player,201009260mia,mia,BakeRy00,fumbles_forced,0,,,,,
player,201009260mia,mia,CarpDa44,def_int,0,,,,,
player,201009260mia,mia,CarpDa44,def_int_yds,0,,,,,
player,201009260mia,mia,CarpDa44,def_int_td,0,,,,,
player,201009260mia,mia,CarpDa44,def_int_long,0,,,,,
player,201009260mia,mia,CarpDa44,pass_defended,0,,,,,
player,201009260mia,mia,CarpDa44,sacks,0.0,,,,,
player,201009260mia,mia,CarpDa44,tackles_combined,1,,,,,
player,201009260mia,mia,CarpDa44,tackles_solo,0,,,,,
player,201009260mia,mia,CarpDa44,tackles_assists,1,,,,,
player,201009260mia,mia,CarpDa44,tackles_loss,0,,,,,
player,201009260mia,mia,CarpDa44,qb_hits,0,,,,,
player,201009260mia,mia,CarpDa44,fumbles_rec,0,,,,,
player,201009260mia,mia,CarpDa44,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,CarpDa44,fumbles_rec_td,0,,,,,
player,201009260mia,mia,CarpDa44,fumbles_forced,0,,,,,
player,201009260mia,mia,CarrNo00,def_int,0,,,,,
player,201009260mia,mia,CarrNo00,def_int_yds,0,,,,,
player,201009260mia,mia,CarrNo00,def_int_td,0,,,,,
player,201009260mia,mia,CarrNo00,def_int_long,0,,,,,
player,201009260mia,mia,CarrNo00,pass_defended,0,,,,,
player,201009260mia,mia,CarrNo00,sacks,0.0,,,,,
player,201009260mia,mia,CarrNo00,tackles_combined,1,,,,,
player,201009260mia,mia,CarrNo00,tackles_solo,1,,,,,
player,201009260mia,mia,CarrNo00,tackles_assists,0,,,,,
player,201009260mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201009260mia,mia,CarrNo00,qb_hits,0,,,,,
player,201009260mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201009260mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201009260mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201009260mia,mia,DaviVo99,def_int,0,,,,,
player,201009260mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201009260mia,mia,DaviVo99,def_int_td,0,,,,,
player,201009260mia,mia,DaviVo99,def_int_long,0,,,,,
player,201009260mia,mia,DaviVo99,pass_defended,0,,,,,
player,201009260mia,mia,DaviVo99,sacks,0.0,,,,,
player,201009260mia,mia,DaviVo99,tackles_combined,1,,,,,
player,201009260mia,mia,DaviVo99,tackles_solo,1,,,,,
player,201009260mia,mia,DaviVo99,tackles_assists,0,,,,,
player,201009260mia,mia,DaviVo99,tackles_loss,0,,,,,
player,201009260mia,mia,DaviVo99,qb_hits,0,,,,,
player,201009260mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201009260mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201009260mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201009260mia,mia,LangKe98,def_int,0,,,,,
player,201009260mia,mia,LangKe98,def_int_yds,0,,,,,
player,201009260mia,mia,LangKe98,def_int_td,0,,,,,
player,201009260mia,mia,LangKe98,def_int_long,0,,,,,
player,201009260mia,mia,LangKe98,pass_defended,2,,,,,
player,201009260mia,mia,LangKe98,sacks,0.0,,,,,
player,201009260mia,mia,LangKe98,tackles_combined,1,,,,,
player,201009260mia,mia,LangKe98,tackles_solo,1,,,,,
player,201009260mia,mia,LangKe98,tackles_assists,0,,,,,
player,201009260mia,mia,LangKe98,tackles_loss,0,,,,,
player,201009260mia,mia,LangKe98,qb_hits,0,,,,,
player,201009260mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201009260mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201009260mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201009260mia,mia,LangKe98,fumbles_forced,0,,,,,
