game,2010,1,20100913,201009130kan,sdg,"San Diego Chargers",14,kan,"Kansas City Chiefs",21
team,201009130kan,sdg,First Downs,18,,,,,,
team,201009130kan,kan,First Downs,9,,,,,,
team,201009130kan,sdg,Rush-Yds-TDs,29-109-0,,,,,,
team,201009130kan,kan,Rush-Yds-TDs,26-135-1,,,,,,
team,201009130kan,sdg,Cmp-Att-Yd-TD-INT,22-39-298-2-0,,,,,,
team,201009130kan,kan,Cmp-Att-Yd-TD-INT,10-22-68-1-0,,,,,,
team,201009130kan,sdg,Sacked-Yards,2-18,,,,,,
team,201009130kan,kan,Sacked-Yards,1-6,,,,,,
team,201009130kan,sdg,Net Pass Yards,280,,,,,,
team,201009130kan,kan,Net Pass Yards,62,,,,,,
team,201009130kan,sdg,Total Yards,389,,,,,,
team,201009130kan,kan,Total Yards,197,,,,,,
team,201009130kan,sdg,Fumbles-Lost,3-1,,,,,,
team,201009130kan,kan,Fumbles-Lost,1-0,,,,,,
team,201009130kan,sdg,Turnovers,1,,,,,,
team,201009130kan,kan,Turnovers,0,,,,,,
team,201009130kan,sdg,Penalties-Yards,5-30,,,,,,
team,201009130kan,kan,Penalties-Yards,3-35,,,,,,
team,201009130kan,sdg,Third Down Conv.,4-15,,,,,,
team,201009130kan,kan,Third Down Conv.,1-11,,,,,,
team,201009130kan,sdg,Fourth Down Conv.,1-3,,,,,,
team,201009130kan,kan,Fourth Down Conv.,0-1,,,,,,
team,201009130kan,sdg,Time of Possession,37:28,,,,,,
team,201009130kan,kan,Time of Possession,22:32,,,,,,
player,201009130kan,sdg,RivePh00,pass_cmp,22,,,,,
player,201009130kan,sdg,RivePh00,pass_att,39,,,,,
player,201009130kan,sdg,RivePh00,pass_yds,298,,,,,
player,201009130kan,sdg,RivePh00,pass_td,2,,,,,
player,201009130kan,sdg,RivePh00,pass_int,0,,,,,
player,201009130kan,sdg,RivePh00,pass_sacked,2,,,,,
player,201009130kan,sdg,RivePh00,pass_sacked_yds,18,,,,,
player,201009130kan,sdg,RivePh00,pass_long,59,,,,,
player,201009130kan,sdg,RivePh00,pass_rating,98.0,,,,,
player,201009130kan,sdg,RivePh00,rush_att,3,,,,,
player,201009130kan,sdg,RivePh00,rush_yds,5,,,,,
player,201009130kan,sdg,RivePh00,rush_td,0,,,,,
player,201009130kan,sdg,RivePh00,rush_long,6,,,,,
player,201009130kan,sdg,RivePh00,targets,0,,,,,
player,201009130kan,sdg,RivePh00,rec,0,,,,,
player,201009130kan,sdg,RivePh00,rec_yds,0,,,,,
player,201009130kan,sdg,RivePh00,rec_td,0,,,,,
player,201009130kan,sdg,RivePh00,rec_long,0,,,,,
player,201009130kan,sdg,RivePh00,fumbles,2,,,,,
player,201009130kan,sdg,RivePh00,fumbles_lost,0,,,,,
player,201009130kan,sdg,MathRy00,pass_cmp,0,,,,,
player,201009130kan,sdg,MathRy00,pass_att,0,,,,,
player,201009130kan,sdg,MathRy00,pass_yds,0,,,,,
player,201009130kan,sdg,MathRy00,pass_td,0,,,,,
player,201009130kan,sdg,MathRy00,pass_int,0,,,,,
player,201009130kan,sdg,MathRy00,pass_sacked,,,,,,
player,201009130kan,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201009130kan,sdg,MathRy00,pass_long,0,,,,,
player,201009130kan,sdg,MathRy00,pass_rating,,,,,,
player,201009130kan,sdg,MathRy00,rush_att,20,,,,,
player,201009130kan,sdg,MathRy00,rush_yds,78,,,,,
player,201009130kan,sdg,MathRy00,rush_td,0,,,,,
player,201009130kan,sdg,MathRy00,rush_long,15,,,,,
player,201009130kan,sdg,MathRy00,targets,2,,,,,
player,201009130kan,sdg,MathRy00,rec,1,,,,,
player,201009130kan,sdg,MathRy00,rec_yds,2,,,,,
player,201009130kan,sdg,MathRy00,rec_td,0,,,,,
player,201009130kan,sdg,MathRy00,rec_long,2,,,,,
player,201009130kan,sdg,MathRy00,fumbles,1,,,,,
player,201009130kan,sdg,MathRy00,fumbles_lost,1,,,,,
player,201009130kan,sdg,TolbMi00,pass_cmp,0,,,,,
player,201009130kan,sdg,TolbMi00,pass_att,0,,,,,
player,201009130kan,sdg,TolbMi00,pass_yds,0,,,,,
player,201009130kan,sdg,TolbMi00,pass_td,0,,,,,
player,201009130kan,sdg,TolbMi00,pass_int,0,,,,,
player,201009130kan,sdg,TolbMi00,pass_sacked,,,,,,
player,201009130kan,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201009130kan,sdg,TolbMi00,pass_long,0,,,,,
player,201009130kan,sdg,TolbMi00,pass_rating,,,,,,
player,201009130kan,sdg,TolbMi00,rush_att,2,,,,,
player,201009130kan,sdg,TolbMi00,rush_yds,26,,,,,
player,201009130kan,sdg,TolbMi00,rush_td,0,,,,,
player,201009130kan,sdg,TolbMi00,rush_long,23,,,,,
player,201009130kan,sdg,TolbMi00,targets,0,,,,,
player,201009130kan,sdg,TolbMi00,rec,0,,,,,
player,201009130kan,sdg,TolbMi00,rec_yds,0,,,,,
player,201009130kan,sdg,TolbMi00,rec_td,0,,,,,
player,201009130kan,sdg,TolbMi00,rec_long,0,,,,,
player,201009130kan,sdg,TolbMi00,fumbles,0,,,,,
player,201009130kan,sdg,TolbMi00,fumbles_lost,,,,,,
player,201009130kan,sdg,NaanLe00,pass_cmp,0,,,,,
player,201009130kan,sdg,NaanLe00,pass_att,0,,,,,
player,201009130kan,sdg,NaanLe00,pass_yds,0,,,,,
player,201009130kan,sdg,NaanLe00,pass_td,0,,,,,
player,201009130kan,sdg,NaanLe00,pass_int,0,,,,,
player,201009130kan,sdg,NaanLe00,pass_sacked,,,,,,
player,201009130kan,sdg,NaanLe00,pass_sacked_yds,,,,,,
player,201009130kan,sdg,NaanLe00,pass_long,0,,,,,
player,201009130kan,sdg,NaanLe00,pass_rating,,,,,,
player,201009130kan,sdg,NaanLe00,rush_att,0,,,,,
player,201009130kan,sdg,NaanLe00,rush_yds,0,,,,,
player,201009130kan,sdg,NaanLe00,rush_td,0,,,,,
player,201009130kan,sdg,NaanLe00,rush_long,0,,,,,
player,201009130kan,sdg,NaanLe00,targets,8,,,,,
