game,2010,4,20101003,201010030atl,sfo,"San Francisco 49ers",14,atl,"Atlanta Falcons",16
player,201010030atl,sfo,SmitAl03,rush_att,1,,,,,
player,201010030atl,sfo,SmitAl03,rush_yds,1,,,,,
player,201010030atl,sfo,SmitAl03,rush_td,0,,,,,
player,201010030atl,sfo,SmitAl03,rush_long,1,,,,,
player,201010030atl,sfo,SmitAl03,targets,0,,,,,
player,201010030atl,sfo,SmitAl03,rec,0,,,,,
player,201010030atl,sfo,SmitAl03,rec_yds,0,,,,,
player,201010030atl,sfo,SmitAl03,rec_td,0,,,,,
player,201010030atl,sfo,SmitAl03,rec_long,0,,,,,
player,201010030atl,sfo,SmitAl03,fumbles,0,,,,,
player,201010030atl,sfo,SmitAl03,fumbles_lost,,,,,,
player,201010030atl,sfo,GoreFr00,pass_cmp,0,,,,,
player,201010030atl,sfo,GoreFr00,pass_att,0,,,,,
player,201010030atl,sfo,GoreFr00,pass_yds,0,,,,,
player,201010030atl,sfo,GoreFr00,pass_td,0,,,,,
player,201010030atl,sfo,GoreFr00,pass_int,0,,,,,
player,201010030atl,sfo,GoreFr00,pass_sacked,,,,,,
player,201010030atl,sfo,GoreFr00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,GoreFr00,pass_long,0,,,,,
player,201010030atl,sfo,GoreFr00,pass_rating,,,,,,
player,201010030atl,sfo,GoreFr00,rush_att,21,,,,,
player,201010030atl,sfo,GoreFr00,rush_yds,77,,,,,
player,201010030atl,sfo,GoreFr00,rush_td,0,,,,,
player,201010030atl,sfo,GoreFr00,rush_long,13,,,,,
player,201010030atl,sfo,GoreFr00,targets,8,,,,,
player,201010030atl,sfo,GoreFr00,rec,7,,,,,
player,201010030atl,sfo,GoreFr00,rec_yds,60,,,,,
player,201010030atl,sfo,GoreFr00,rec_td,0,,,,,
player,201010030atl,sfo,GoreFr00,rec_long,19,,,,,
player,201010030atl,sfo,GoreFr00,fumbles,1,,,,,
player,201010030atl,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_cmp,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_att,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_yds,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_td,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_int,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_sacked,,,,,,
player,201010030atl,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,DixoAn00,pass_long,0,,,,,
player,201010030atl,sfo,DixoAn00,pass_rating,,,,,,
player,201010030atl,sfo,DixoAn00,rush_att,1,,,,,
player,201010030atl,sfo,DixoAn00,rush_yds,3,,,,,
player,201010030atl,sfo,DixoAn00,rush_td,0,,,,,
player,201010030atl,sfo,DixoAn00,rush_long,3,,,,,
player,201010030atl,sfo,DixoAn00,targets,0,,,,,
player,201010030atl,sfo,DixoAn00,rec,0,,,,,
player,201010030atl,sfo,DixoAn00,rec_yds,0,,,,,
player,201010030atl,sfo,DixoAn00,rec_td,0,,,,,
player,201010030atl,sfo,DixoAn00,rec_long,0,,,,,
player,201010030atl,sfo,DixoAn00,fumbles,0,,,,,
player,201010030atl,sfo,DixoAn00,fumbles_lost,,,,,,
player,201010030atl,sfo,CrabMi00,pass_cmp,0,,,,,
player,201010030atl,sfo,CrabMi00,pass_att,0,,,,,
player,201010030atl,sfo,CrabMi00,pass_yds,0,,,,,
player,201010030atl,sfo,CrabMi00,pass_td,0,,,,,
player,201010030atl,sfo,CrabMi00,pass_int,0,,,,,
player,201010030atl,sfo,CrabMi00,pass_sacked,,,,,,
player,201010030atl,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,CrabMi00,pass_long,0,,,,,
player,201010030atl,sfo,CrabMi00,pass_rating,,,,,,
player,201010030atl,sfo,CrabMi00,rush_att,0,,,,,
player,201010030atl,sfo,CrabMi00,rush_yds,0,,,,,
player,201010030atl,sfo,CrabMi00,rush_td,0,,,,,
player,201010030atl,sfo,CrabMi00,rush_long,0,,,,,
player,201010030atl,sfo,CrabMi00,targets,6,,,,,
player,201010030atl,sfo,CrabMi00,rec,5,,,,,
player,201010030atl,sfo,CrabMi00,rec_yds,58,,,,,
player,201010030atl,sfo,CrabMi00,rec_td,0,,,,,
player,201010030atl,sfo,CrabMi00,rec_long,15,,,,,
player,201010030atl,sfo,CrabMi00,fumbles,0,,,,,
player,201010030atl,sfo,CrabMi00,fumbles_lost,,,,,,
player,201010030atl,sfo,DaviVe00,pass_cmp,0,,,,,
player,201010030atl,sfo,DaviVe00,pass_att,0,,,,,
player,201010030atl,sfo,DaviVe00,pass_yds,0,,,,,
player,201010030atl,sfo,DaviVe00,pass_td,0,,,,,
player,201010030atl,sfo,DaviVe00,pass_int,0,,,,,
player,201010030atl,sfo,DaviVe00,pass_sacked,,,,,,
player,201010030atl,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,DaviVe00,pass_long,0,,,,,
player,201010030atl,sfo,DaviVe00,pass_rating,,,,,,
player,201010030atl,sfo,DaviVe00,rush_att,0,,,,,
player,201010030atl,sfo,DaviVe00,rush_yds,0,,,,,
player,201010030atl,sfo,DaviVe00,rush_td,0,,,,,
player,201010030atl,sfo,DaviVe00,rush_long,0,,,,,
player,201010030atl,sfo,DaviVe00,targets,5,,,,,
player,201010030atl,sfo,DaviVe00,rec,4,,,,,
player,201010030atl,sfo,DaviVe00,rec_yds,36,,,,,
player,201010030atl,sfo,DaviVe00,rec_td,1,,,,,
player,201010030atl,sfo,DaviVe00,rec_long,15,,,,,
player,201010030atl,sfo,DaviVe00,fumbles,0,,,,,
player,201010030atl,sfo,DaviVe00,fumbles_lost,,,,,,
player,201010030atl,sfo,MorgJo00,pass_cmp,0,,,,,
player,201010030atl,sfo,MorgJo00,pass_att,0,,,,,
player,201010030atl,sfo,MorgJo00,pass_yds,0,,,,,
player,201010030atl,sfo,MorgJo00,pass_td,0,,,,,
player,201010030atl,sfo,MorgJo00,pass_int,0,,,,,
player,201010030atl,sfo,MorgJo00,pass_sacked,,,,,,
player,201010030atl,sfo,MorgJo00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,MorgJo00,pass_long,0,,,,,
player,201010030atl,sfo,MorgJo00,pass_rating,,,,,,
player,201010030atl,sfo,MorgJo00,rush_att,0,,,,,
player,201010030atl,sfo,MorgJo00,rush_yds,0,,,,,
player,201010030atl,sfo,MorgJo00,rush_td,0,,,,,
player,201010030atl,sfo,MorgJo00,rush_long,0,,,,,
player,201010030atl,sfo,MorgJo00,targets,7,,,,,
player,201010030atl,sfo,MorgJo00,rec,2,,,,,
player,201010030atl,sfo,MorgJo00,rec_yds,20,,,,,
player,201010030atl,sfo,MorgJo00,rec_td,0,,,,,
player,201010030atl,sfo,MorgJo00,rec_long,10,,,,,
player,201010030atl,sfo,MorgJo00,fumbles,1,,,,,
player,201010030atl,sfo,MorgJo00,fumbles_lost,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_cmp,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_att,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_yds,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_td,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_int,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_sacked,,,,,,
player,201010030atl,sfo,NorrMo00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,NorrMo00,pass_long,0,,,,,
player,201010030atl,sfo,NorrMo00,pass_rating,,,,,,
player,201010030atl,sfo,NorrMo00,rush_att,0,,,,,
player,201010030atl,sfo,NorrMo00,rush_yds,0,,,,,
player,201010030atl,sfo,NorrMo00,rush_td,0,,,,,
player,201010030atl,sfo,NorrMo00,rush_long,0,,,,,
player,201010030atl,sfo,NorrMo00,targets,2,,,,,
player,201010030atl,sfo,NorrMo00,rec,1,,,,,
player,201010030atl,sfo,NorrMo00,rec_yds,8,,,,,
player,201010030atl,sfo,NorrMo00,rec_td,0,,,,,
player,201010030atl,sfo,NorrMo00,rec_long,8,,,,,
player,201010030atl,sfo,NorrMo00,fumbles,0,,,,,
player,201010030atl,sfo,NorrMo00,fumbles_lost,,,,,,
player,201010030atl,sfo,WalkHu00,pass_cmp,0,,,,,
player,201010030atl,sfo,WalkHu00,pass_att,0,,,,,
player,201010030atl,sfo,WalkHu00,pass_yds,0,,,,,
player,201010030atl,sfo,WalkHu00,pass_td,0,,,,,
player,201010030atl,sfo,WalkHu00,pass_int,0,,,,,
player,201010030atl,sfo,WalkHu00,pass_sacked,,,,,,
player,201010030atl,sfo,WalkHu00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,WalkHu00,pass_long,0,,,,,
player,201010030atl,sfo,WalkHu00,pass_rating,,,,,,
player,201010030atl,sfo,WalkHu00,rush_att,0,,,,,
player,201010030atl,sfo,WalkHu00,rush_yds,0,,,,,
player,201010030atl,sfo,WalkHu00,rush_td,0,,,,,
player,201010030atl,sfo,WalkHu00,rush_long,0,,,,,
player,201010030atl,sfo,WalkHu00,targets,2,,,,,
player,201010030atl,sfo,WalkHu00,rec,1,,,,,
player,201010030atl,sfo,WalkHu00,rec_yds,6,,,,,
player,201010030atl,sfo,WalkHu00,rec_td,0,,,,,
player,201010030atl,sfo,WalkHu00,rec_long,6,,,,,
player,201010030atl,sfo,WalkHu00,fumbles,0,,,,,
player,201010030atl,sfo,WalkHu00,fumbles_lost,,,,,,
player,201010030atl,sfo,ByhaNa00,pass_cmp,0,,,,,
player,201010030atl,sfo,ByhaNa00,pass_att,0,,,,,
player,201010030atl,sfo,ByhaNa00,pass_yds,0,,,,,
player,201010030atl,sfo,ByhaNa00,pass_td,0,,,,,
player,201010030atl,sfo,ByhaNa00,pass_int,0,,,,,
player,201010030atl,sfo,ByhaNa00,pass_sacked,,,,,,
player,201010030atl,sfo,ByhaNa00,pass_sacked_yds,,,,,,
player,201010030atl,sfo,ByhaNa00,pass_long,0,,,,,
player,201010030atl,sfo,ByhaNa00,pass_rating,,,,,,
player,201010030atl,sfo,ByhaNa00,rush_att,0,,,,,
player,201010030atl,sfo,ByhaNa00,rush_yds,0,,,,,
player,201010030atl,sfo,ByhaNa00,rush_td,0,,,,,
player,201010030atl,sfo,ByhaNa00,rush_long,0,,,,,
player,201010030atl,sfo,ByhaNa00,targets,1,,,,,
player,201010030atl,sfo,ByhaNa00,rec,1,,,,,
player,201010030atl,sfo,ByhaNa00,rec_yds,0,,,,,
player,201010030atl,sfo,ByhaNa00,rec_td,0,,,,,
player,201010030atl,sfo,ByhaNa00,rec_long,0,,,,,
player,201010030atl,sfo,ByhaNa00,fumbles,0,,,,,
player,201010030atl,sfo,ByhaNa00,fumbles_lost,,,,,,
player,201010030atl,atl,RyanMa00,pass_cmp,26,,,,,
player,201010030atl,atl,RyanMa00,pass_att,43,,,,,
player,201010030atl,atl,RyanMa00,pass_yds,273,,,,,
player,201010030atl,atl,RyanMa00,pass_td,1,,,,,
player,201010030atl,atl,RyanMa00,pass_int,2,,,,,
player,201010030atl,atl,RyanMa00,pass_sacked,3,,,,,
player,201010030atl,atl,RyanMa00,pass_sacked_yds,14,,,,,
player,201010030atl,atl,RyanMa00,pass_long,34,,,,,
player,201010030atl,atl,RyanMa00,pass_rating,67.3,,,,,
player,201010030atl,atl,RyanMa00,rush_att,4,,,,,
player,201010030atl,atl,RyanMa00,rush_yds,15,,,,,
player,201010030atl,atl,RyanMa00,rush_td,0,,,,,
player,201010030atl,atl,RyanMa00,rush_long,9,,,,,
player,201010030atl,atl,RyanMa00,targets,0,,,,,
player,201010030atl,atl,RyanMa00,rec,0,,,,,
player,201010030atl,atl,RyanMa00,rec_yds,0,,,,,
player,201010030atl,atl,RyanMa00,rec_td,0,,,,,
player,201010030atl,atl,RyanMa00,rec_long,0,,,,,
player,201010030atl,atl,RyanMa00,fumbles,0,,,,,
player,201010030atl,atl,RyanMa00,fumbles_lost,,,,,,
player,201010030atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201010030atl,atl,TurnMi00,pass_att,0,,,,,
player,201010030atl,atl,TurnMi00,pass_yds,0,,,,,
player,201010030atl,atl,TurnMi00,pass_td,0,,,,,
player,201010030atl,atl,TurnMi00,pass_int,0,,,,,
player,201010030atl,atl,TurnMi00,pass_sacked,,,,,,
player,201010030atl,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201010030atl,atl,TurnMi00,pass_long,0,,,,,
player,201010030atl,atl,TurnMi00,pass_rating,,,,,,
player,201010030atl,atl,TurnMi00,rush_att,16,,,,,
player,201010030atl,atl,TurnMi00,rush_yds,50,,,,,
player,201010030atl,atl,TurnMi00,rush_td,0,,,,,
player,201010030atl,atl,TurnMi00,rush_long,27,,,,,
player,201010030atl,atl,TurnMi00,targets,4,,,,,
player,201010030atl,atl,TurnMi00,rec,3,,,,,
player,201010030atl,atl,TurnMi00,rec_yds,28,,,,,
player,201010030atl,atl,TurnMi00,rec_td,0,,,,,
player,201010030atl,atl,TurnMi00,rec_long,13,,,,,
player,201010030atl,atl,TurnMi00,fumbles,0,,,,,
player,201010030atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201010030atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201010030atl,atl,SnelJa00,pass_att,0,,,,,
player,201010030atl,atl,SnelJa00,pass_yds,0,,,,,
player,201010030atl,atl,SnelJa00,pass_td,0,,,,,
player,201010030atl,atl,SnelJa00,pass_int,0,,,,,
player,201010030atl,atl,SnelJa00,pass_sacked,,,,,,
player,201010030atl,atl,SnelJa00,pass_sacked_yds,,,,,,
player,201010030atl,atl,SnelJa00,pass_long,0,,,,,
player,201010030atl,atl,SnelJa00,pass_rating,,,,,,
player,201010030atl,atl,SnelJa00,rush_att,7,,,,,
player,201010030atl,atl,SnelJa00,rush_yds,31,,,,,
player,201010030atl,atl,SnelJa00,rush_td,0,,,,,
player,201010030atl,atl,SnelJa00,rush_long,8,,,,,
player,201010030atl,atl,SnelJa00,targets,2,,,,,
player,201010030atl,atl,SnelJa00,rec,2,,,,,
player,201010030atl,atl,SnelJa00,rec_yds,5,,,,,
player,201010030atl,atl,SnelJa00,rec_td,0,,,,,
player,201010030atl,atl,SnelJa00,rec_long,3,,,,,
player,201010030atl,atl,SnelJa00,fumbles,0,,,,,
player,201010030atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201010030atl,atl,MughOv00,pass_cmp,0,,,,,
player,201010030atl,atl,MughOv00,pass_att,0,,,,,
player,201010030atl,atl,MughOv00,pass_yds,0,,,,,
player,201010030atl,atl,MughOv00,pass_td,0,,,,,
player,201010030atl,atl,MughOv00,pass_int,0,,,,,
player,201010030atl,atl,MughOv00,pass_sacked,,,,,,
player,201010030atl,atl,MughOv00,pass_sacked_yds,,,,,,
player,201010030atl,atl,MughOv00,pass_long,0,,,,,
player,201010030atl,atl,MughOv00,pass_rating,,,,,,
player,201010030atl,atl,MughOv00,rush_att,2,,,,,
player,201010030atl,atl,MughOv00,rush_yds,2,,,,,
player,201010030atl,atl,MughOv00,rush_td,0,,,,,
player,201010030atl,atl,MughOv00,rush_long,2,,,,,
player,201010030atl,atl,MughOv00,targets,0,,,,,
player,201010030atl,atl,MughOv00,rec,0,,,,,
player,201010030atl,atl,MughOv00,rec_yds,0,,,,,
player,201010030atl,atl,MughOv00,rec_td,0,,,,,
player,201010030atl,atl,MughOv00,rec_long,0,,,,,
player,201010030atl,atl,MughOv00,fumbles,0,,,,,
player,201010030atl,atl,MughOv00,fumbles_lost,,,,,,
player,201010030atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201010030atl,atl,WhitRo00,pass_att,0,,,,,
player,201010030atl,atl,WhitRo00,pass_yds,0,,,,,
player,201010030atl,atl,WhitRo00,pass_td,0,,,,,
player,201010030atl,atl,WhitRo00,pass_int,0,,,,,
player,201010030atl,atl,WhitRo00,pass_sacked,,,,,,
player,201010030atl,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201010030atl,atl,WhitRo00,pass_long,0,,,,,
player,201010030atl,atl,WhitRo00,pass_rating,,,,,,
player,201010030atl,atl,WhitRo00,rush_att,0,,,,,
player,201010030atl,atl,WhitRo00,rush_yds,0,,,,,
player,201010030atl,atl,WhitRo00,rush_td,0,,,,,
player,201010030atl,atl,WhitRo00,rush_long,0,,,,,
player,201010030atl,atl,WhitRo00,targets,9,,,,,
player,201010030atl,atl,WhitRo00,rec,7,,,,,
player,201010030atl,atl,WhitRo00,rec_yds,104,,,,,
player,201010030atl,atl,WhitRo00,rec_td,0,,,,,
player,201010030atl,atl,WhitRo00,rec_long,20,,,,,
player,201010030atl,atl,WhitRo00,fumbles,0,,,,,
player,201010030atl,atl,WhitRo00,fumbles_lost,,,,,,
player,201010030atl,atl,DougHa00,pass_cmp,0,,,,,
player,201010030atl,atl,DougHa00,pass_att,0,,,,,
player,201010030atl,atl,DougHa00,pass_yds,0,,,,,
player,201010030atl,atl,DougHa00,pass_td,0,,,,,
player,201010030atl,atl,DougHa00,pass_int,0,,,,,
player,201010030atl,atl,DougHa00,pass_sacked,,,,,,
player,201010030atl,atl,DougHa00,pass_sacked_yds,,,,,,
player,201010030atl,atl,DougHa00,pass_long,0,,,,,
player,201010030atl,atl,DougHa00,pass_rating,,,,,,
player,201010030atl,atl,DougHa00,rush_att,0,,,,,
player,201010030atl,atl,DougHa00,rush_yds,0,,,,,
player,201010030atl,atl,DougHa00,rush_td,0,,,,,
player,201010030atl,atl,DougHa00,rush_long,0,,,,,
player,201010030atl,atl,DougHa00,targets,8,,,,,
player,201010030atl,atl,DougHa00,rec,3,,,,,
player,201010030atl,atl,DougHa00,rec_yds,59,,,,,
player,201010030atl,atl,DougHa00,rec_td,1,,,,,
player,201010030atl,atl,DougHa00,rec_long,34,,,,,
player,201010030atl,atl,DougHa00,fumbles,0,,,,,
player,201010030atl,atl,DougHa00,fumbles_lost,,,,,,
player,201010030atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201010030atl,atl,GonzTo00,pass_att,0,,,,,
player,201010030atl,atl,GonzTo00,pass_yds,0,,,,,
player,201010030atl,atl,GonzTo00,pass_td,0,,,,,
player,201010030atl,atl,GonzTo00,pass_int,0,,,,,
player,201010030atl,atl,GonzTo00,pass_sacked,,,,,,
player,201010030atl,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201010030atl,atl,GonzTo00,pass_long,0,,,,,
player,201010030atl,atl,GonzTo00,pass_rating,,,,,,
player,201010030atl,atl,GonzTo00,rush_att,0,,,,,
player,201010030atl,atl,GonzTo00,rush_yds,0,,,,,
player,201010030atl,atl,GonzTo00,rush_td,0,,,,,
player,201010030atl,atl,GonzTo00,rush_long,0,,,,,
player,201010030atl,atl,GonzTo00,targets,12,,,,,
player,201010030atl,atl,GonzTo00,rec,7,,,,,
player,201010030atl,atl,GonzTo00,rec_yds,41,,,,,
player,201010030atl,atl,GonzTo00,rec_td,0,,,,,
player,201010030atl,atl,GonzTo00,rec_long,11,,,,,
player,201010030atl,atl,GonzTo00,fumbles,0,,,,,
player,201010030atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201010030atl,atl,FinnBr00,pass_cmp,0,,,,,
player,201010030atl,atl,FinnBr00,pass_att,0,,,,,
player,201010030atl,atl,FinnBr00,pass_yds,0,,,,,
player,201010030atl,atl,FinnBr00,pass_td,0,,,,,
player,201010030atl,atl,FinnBr00,pass_int,0,,,,,
player,201010030atl,atl,FinnBr00,pass_sacked,,,,,,
player,201010030atl,atl,FinnBr00,pass_sacked_yds,,,,,,
player,201010030atl,atl,FinnBr00,pass_long,0,,,,,
player,201010030atl,atl,FinnBr00,pass_rating,,,,,,
player,201010030atl,atl,FinnBr00,rush_att,0,,,,,
player,201010030atl,atl,FinnBr00,rush_yds,0,,,,,
player,201010030atl,atl,FinnBr00,rush_td,0,,,,,
player,201010030atl,atl,FinnBr00,rush_long,0,,,,,
player,201010030atl,atl,FinnBr00,targets,6,,,,,
player,201010030atl,atl,FinnBr00,rec,4,,,,,
player,201010030atl,atl,FinnBr00,rec_yds,36,,,,,
player,201010030atl,atl,FinnBr00,rec_td,0,,,,,
player,201010030atl,atl,FinnBr00,rec_long,21,,,,,
player,201010030atl,atl,FinnBr00,fumbles,0,,,,,
player,201010030atl,atl,FinnBr00,fumbles_lost,,,,,,
player,201010030atl,atl,PeelJu00,pass_cmp,,,,,,
player,201010030atl,atl,PeelJu00,pass_att,,,,,,
player,201010030atl,atl,PeelJu00,pass_yds,,,,,,
player,201010030atl,atl,PeelJu00,pass_td,,,,,,
player,201010030atl,atl,PeelJu00,pass_int,,,,,,
player,201010030atl,atl,PeelJu00,pass_sacked,,,,,,
player,201010030atl,atl,PeelJu00,pass_sacked_yds,,,,,,
player,201010030atl,atl,PeelJu00,pass_long,,,,,,
player,201010030atl,atl,PeelJu00,pass_rating,,,,,,
player,201010030atl,atl,PeelJu00,rush_att,,,,,,
player,201010030atl,atl,PeelJu00,rush_yds,,,,,,
player,201010030atl,atl,PeelJu00,rush_td,,,,,,
player,201010030atl,atl,PeelJu00,rush_long,,,,,,
player,201010030atl,atl,PeelJu00,targets,1,,,,,
player,201010030atl,atl,PeelJu00,rec,0,,,,,
player,201010030atl,atl,PeelJu00,rec_yds,0,,,,,
player,201010030atl,atl,PeelJu00,rec_td,0,,,,,
player,201010030atl,atl,PeelJu00,rec_long,,,,,,
player,201010030atl,atl,PeelJu00,fumbles,,,,,,
player,201010030atl,atl,PeelJu00,fumbles_lost,,,,,,
player,201010030atl,atl,BlalJu20,pass_cmp,,,,,,
player,201010030atl,atl,BlalJu20,pass_att,,,,,,
player,201010030atl,atl,BlalJu20,pass_yds,,,,,,
player,201010030atl,atl,BlalJu20,pass_td,,,,,,
player,201010030atl,atl,BlalJu20,pass_int,,,,,,
player,201010030atl,atl,BlalJu20,pass_sacked,,,,,,
player,201010030atl,atl,BlalJu20,pass_sacked_yds,,,,,,
player,201010030atl,atl,BlalJu20,pass_long,,,,,,
player,201010030atl,atl,BlalJu20,pass_rating,,,,,,
player,201010030atl,atl,BlalJu20,rush_att,,,,,,
player,201010030atl,atl,BlalJu20,rush_yds,,,,,,
player,201010030atl,atl,BlalJu20,rush_td,,,,,,
player,201010030atl,atl,BlalJu20,rush_long,,,,,,
player,201010030atl,atl,BlalJu20,targets,1,,,,,
player,201010030atl,atl,BlalJu20,rec,0,,,,,
player,201010030atl,atl,BlalJu20,rec_yds,0,,,,,
player,201010030atl,atl,BlalJu20,rec_td,0,,,,,
player,201010030atl,atl,BlalJu20,rec_long,,,,,,
player,201010030atl,atl,BlalJu20,fumbles,,,,,,
player,201010030atl,atl,BlalJu20,fumbles_lost,,,,,,
player,201010030atl,sfo,ClemNa99,def_int,1,,,,,
player,201010030atl,sfo,ClemNa99,def_int_yds,39,,,,,
player,201010030atl,sfo,ClemNa99,def_int_td,0,,,,,
player,201010030atl,sfo,ClemNa99,def_int_long,39,,,,,
player,201010030atl,sfo,ClemNa99,pass_defended,1,,,,,
player,201010030atl,sfo,ClemNa99,sacks,0.0,,,,,
player,201010030atl,sfo,ClemNa99,tackles_combined,7,,,,,
player,201010030atl,sfo,ClemNa99,tackles_solo,7,,,,,
player,201010030atl,sfo,ClemNa99,tackles_assists,0,,,,,
player,201010030atl,sfo,ClemNa99,tackles_loss,1,,,,,
player,201010030atl,sfo,ClemNa99,qb_hits,0,,,,,
player,201010030atl,sfo,ClemNa99,fumbles_rec,0,,,,,
player,201010030atl,sfo,ClemNa99,fumbles_rec_yds,0,,,,,
player,201010030atl,sfo,ClemNa99,fumbles_rec_td,0,,,,,
player,201010030atl,sfo,ClemNa99,fumbles_forced,0,,,,,
player,201010030atl,sfo,SpenSh20,def_int,1,,,,,
player,201010030atl,sfo,SpenSh20,def_int_yds,0,,,,,
player,201010030atl,sfo,SpenSh20,def_int_td,0,,,,,
player,201010030atl,sfo,SpenSh20,def_int_long,0,,,,,
player,201010030atl,sfo,SpenSh20,pass_defended,1,,,,,
player,201010030atl,sfo,SpenSh20,sacks,0.0,,,,,
player,201010030atl,sfo,SpenSh20,tackles_combined,3,,,,,
player,201010030atl,sfo,SpenSh20,tackles_solo,3,,,,,
player,201010030atl,sfo,SpenSh20,tackles_assists,0,,,,,
player,201010030atl,sfo,SpenSh20,tackles_loss,0,,,,,
player,201010030atl,sfo,SpenSh20,qb_hits,0,,,,,
player,201010030atl,sfo,SpenSh20,fumbles_rec,0,,,,,
player,201010030atl,sfo,SpenSh20,fumbles_rec_yds,0,,,,,
player,201010030atl,sfo,SpenSh20,fumbles_rec_td,0,,,,,
player,201010030atl,sfo,SpenSh20,fumbles_forced,0,,,,,
player,201010030atl,sfo,HaraPa20,def_int,0,,,,,
player,201010030atl,sfo,HaraPa20,def_int_yds,0,,,,,
player,201010030atl,sfo,HaraPa20,def_int_td,0,,,,,
player,201010030atl,sfo,HaraPa20,def_int_long,0,,,,,
player,201010030atl,sfo,HaraPa20,pass_defended,0,,,,,
player,201010030atl,sfo,HaraPa20,sacks,2.0,,,,,
player,201010030atl,sfo,HaraPa20,tackles_combined,5,,,,,
player,201010030atl,sfo,HaraPa20,tackles_solo,5,,,,,
player,201010030atl,sfo,HaraPa20,tackles_assists,0,,,,,
player,201010030atl,sfo,HaraPa20,tackles_loss,3,,,,,
player,201010030atl,sfo,HaraPa20,qb_hits,3,,,,,
player,201010030atl,sfo,HaraPa20,fumbles_rec,0,,,,,
player,201010030atl,sfo,HaraPa20,fumbles_rec_yds,0,,,,,
player,201010030atl,sfo,HaraPa20,fumbles_rec_td,0,,,,,
