game,2010,9,20101107,201011070gnb,dal,"Dallas Cowboys",7,gnb,"Green Bay Packers",45
player,201011070gnb,dal,BarbMa01,pass_sacked,0,,,,,
player,201011070gnb,dal,BarbMa01,pass_sacked_yds,,,,,,
player,201011070gnb,dal,BarbMa01,pass_long,0,,,,,
player,201011070gnb,dal,BarbMa01,pass_rating,,,,,,
player,201011070gnb,dal,BarbMa01,rush_att,6,,,,,
player,201011070gnb,dal,BarbMa01,rush_yds,14,,,,,
player,201011070gnb,dal,BarbMa01,rush_td,0,,,,,
player,201011070gnb,dal,BarbMa01,rush_long,9,,,,,
player,201011070gnb,dal,BarbMa01,targets,0,,,,,
player,201011070gnb,dal,BarbMa01,rec,0,,,,,
player,201011070gnb,dal,BarbMa01,rec_yds,0,,,,,
player,201011070gnb,dal,BarbMa01,rec_td,0,,,,,
player,201011070gnb,dal,BarbMa01,rec_long,0,,,,,
player,201011070gnb,dal,BarbMa01,fumbles,0,,,,,
player,201011070gnb,dal,BarbMa01,fumbles_lost,,,,,,
player,201011070gnb,dal,ChoiTa00,pass_cmp,0,,,,,
player,201011070gnb,dal,ChoiTa00,pass_att,0,,,,,
player,201011070gnb,dal,ChoiTa00,pass_yds,0,,,,,
player,201011070gnb,dal,ChoiTa00,pass_td,0,,,,,
player,201011070gnb,dal,ChoiTa00,pass_int,0,,,,,
player,201011070gnb,dal,ChoiTa00,pass_sacked,,,,,,
player,201011070gnb,dal,ChoiTa00,pass_sacked_yds,,,,,,
player,201011070gnb,dal,ChoiTa00,pass_long,0,,,,,
player,201011070gnb,dal,ChoiTa00,pass_rating,,,,,,
player,201011070gnb,dal,ChoiTa00,rush_att,3,,,,,
player,201011070gnb,dal,ChoiTa00,rush_yds,9,,,,,
player,201011070gnb,dal,ChoiTa00,rush_td,0,,,,,
player,201011070gnb,dal,ChoiTa00,rush_long,4,,,,,
player,201011070gnb,dal,ChoiTa00,targets,1,,,,,
player,201011070gnb,dal,ChoiTa00,rec,0,,,,,
player,201011070gnb,dal,ChoiTa00,rec_yds,0,,,,,
player,201011070gnb,dal,ChoiTa00,rec_td,0,,,,,
player,201011070gnb,dal,ChoiTa00,rec_long,0,,,,,
player,201011070gnb,dal,ChoiTa00,fumbles,0,,,,,
player,201011070gnb,dal,ChoiTa00,fumbles_lost,,,,,,
player,201011070gnb,dal,BryaDe01,pass_cmp,0,,,,,
player,201011070gnb,dal,BryaDe01,pass_att,0,,,,,
player,201011070gnb,dal,BryaDe01,pass_yds,0,,,,,
player,201011070gnb,dal,BryaDe01,pass_td,0,,,,,
player,201011070gnb,dal,BryaDe01,pass_int,0,,,,,
player,201011070gnb,dal,BryaDe01,pass_sacked,,,,,,
player,201011070gnb,dal,BryaDe01,pass_sacked_yds,,,,,,
player,201011070gnb,dal,BryaDe01,pass_long,0,,,,,
player,201011070gnb,dal,BryaDe01,pass_rating,,,,,,
player,201011070gnb,dal,BryaDe01,rush_att,0,,,,,
player,201011070gnb,dal,BryaDe01,rush_yds,0,,,,,
player,201011070gnb,dal,BryaDe01,rush_td,0,,,,,
player,201011070gnb,dal,BryaDe01,rush_long,0,,,,,
player,201011070gnb,dal,BryaDe01,targets,10,,,,,
player,201011070gnb,dal,BryaDe01,rec,9,,,,,
player,201011070gnb,dal,BryaDe01,rec_yds,86,,,,,
player,201011070gnb,dal,BryaDe01,rec_td,1,,,,,
player,201011070gnb,dal,BryaDe01,rec_long,41,,,,,
player,201011070gnb,dal,BryaDe01,fumbles,1,,,,,
player,201011070gnb,dal,BryaDe01,fumbles_lost,1,,,,,
player,201011070gnb,dal,WittJa00,pass_cmp,0,,,,,
player,201011070gnb,dal,WittJa00,pass_att,0,,,,,
player,201011070gnb,dal,WittJa00,pass_yds,0,,,,,
player,201011070gnb,dal,WittJa00,pass_td,0,,,,,
player,201011070gnb,dal,WittJa00,pass_int,0,,,,,
player,201011070gnb,dal,WittJa00,pass_sacked,,,,,,
player,201011070gnb,dal,WittJa00,pass_sacked_yds,,,,,,
player,201011070gnb,dal,WittJa00,pass_long,0,,,,,
player,201011070gnb,dal,WittJa00,pass_rating,,,,,,
player,201011070gnb,dal,WittJa00,rush_att,0,,,,,
player,201011070gnb,dal,WittJa00,rush_yds,0,,,,,
player,201011070gnb,dal,WittJa00,rush_td,0,,,,,
player,201011070gnb,dal,WittJa00,rush_long,0,,,,,
player,201011070gnb,dal,WittJa00,targets,4,,,,,
player,201011070gnb,dal,WittJa00,rec,3,,,,,
player,201011070gnb,dal,WittJa00,rec_yds,44,,,,,
player,201011070gnb,dal,WittJa00,rec_td,0,,,,,
player,201011070gnb,dal,WittJa00,rec_long,30,,,,,
player,201011070gnb,dal,WittJa00,fumbles,0,,,,,
player,201011070gnb,dal,WittJa00,fumbles_lost,,,,,,
player,201011070gnb,dal,BennMa00,pass_cmp,0,,,,,
player,201011070gnb,dal,BennMa00,pass_att,0,,,,,
player,201011070gnb,dal,BennMa00,pass_yds,0,,,,,
player,201011070gnb,dal,BennMa00,pass_td,0,,,,,
player,201011070gnb,dal,BennMa00,pass_int,0,,,,,
player,201011070gnb,dal,BennMa00,pass_sacked,,,,,,
player,201011070gnb,dal,BennMa00,pass_sacked_yds,,,,,,
player,201011070gnb,dal,BennMa00,pass_long,0,,,,,
player,201011070gnb,dal,BennMa00,pass_rating,,,,,,
player,201011070gnb,dal,BennMa00,rush_att,0,,,,,
player,201011070gnb,dal,BennMa00,rush_yds,0,,,,,
player,201011070gnb,dal,BennMa00,rush_td,0,,,,,
player,201011070gnb,dal,BennMa00,rush_long,0,,,,,
player,201011070gnb,dal,BennMa00,targets,3,,,,,
player,201011070gnb,dal,BennMa00,rec,3,,,,,
player,201011070gnb,dal,BennMa00,rec_yds,20,,,,,
player,201011070gnb,dal,BennMa00,rec_td,0,,,,,
player,201011070gnb,dal,BennMa00,rec_long,15,,,,,
player,201011070gnb,dal,BennMa00,fumbles,0,,,,,
player,201011070gnb,dal,BennMa00,fumbles_lost,,,,,,
player,201011070gnb,dal,AustMi00,pass_cmp,0,,,,,
player,201011070gnb,dal,AustMi00,pass_att,0,,,,,
player,201011070gnb,dal,AustMi00,pass_yds,0,,,,,
player,201011070gnb,dal,AustMi00,pass_td,0,,,,,
player,201011070gnb,dal,AustMi00,pass_int,0,,,,,
player,201011070gnb,dal,AustMi00,pass_sacked,,,,,,
player,201011070gnb,dal,AustMi00,pass_sacked_yds,,,,,,
player,201011070gnb,dal,AustMi00,pass_long,0,,,,,
player,201011070gnb,dal,AustMi00,pass_rating,,,,,,
player,201011070gnb,dal,AustMi00,rush_att,0,,,,,
player,201011070gnb,dal,AustMi00,rush_yds,0,,,,,
player,201011070gnb,dal,AustMi00,rush_td,0,,,,,
player,201011070gnb,dal,AustMi00,rush_long,0,,,,,
player,201011070gnb,dal,AustMi00,targets,6,,,,,
player,201011070gnb,dal,AustMi00,rec,2,,,,,
player,201011070gnb,dal,AustMi00,rec_yds,16,,,,,
player,201011070gnb,dal,AustMi00,rec_td,0,,,,,
player,201011070gnb,dal,AustMi00,rec_long,10,,,,,
player,201011070gnb,dal,AustMi00,fumbles,0,,,,,
player,201011070gnb,dal,AustMi00,fumbles_lost,,,,,,
player,201011070gnb,dal,HurdSa00,pass_cmp,0,,,,,
player,201011070gnb,dal,HurdSa00,pass_att,0,,,,,
player,201011070gnb,dal,HurdSa00,pass_yds,0,,,,,
player,201011070gnb,dal,HurdSa00,pass_td,0,,,,,
player,201011070gnb,dal,HurdSa00,pass_int,0,,,,,
player,201011070gnb,dal,HurdSa00,pass_sacked,,,,,,
player,201011070gnb,dal,HurdSa00,pass_sacked_yds,,,,,,
player,201011070gnb,dal,HurdSa00,pass_long,0,,,,,
player,201011070gnb,dal,HurdSa00,pass_rating,,,,,,
player,201011070gnb,dal,HurdSa00,rush_att,0,,,,,
player,201011070gnb,dal,HurdSa00,rush_yds,0,,,,,
player,201011070gnb,dal,HurdSa00,rush_td,0,,,,,
player,201011070gnb,dal,HurdSa00,rush_long,0,,,,,
player,201011070gnb,dal,HurdSa00,targets,1,,,,,
player,201011070gnb,dal,HurdSa00,rec,1,,,,,
player,201011070gnb,dal,HurdSa00,rec_yds,11,,,,,
player,201011070gnb,dal,HurdSa00,rec_td,0,,,,,
player,201011070gnb,dal,HurdSa00,rec_long,11,,,,,
player,201011070gnb,dal,HurdSa00,fumbles,0,,,,,
player,201011070gnb,dal,HurdSa00,fumbles_lost,,,,,,
player,201011070gnb,dal,WillRo04,pass_cmp,0,,,,,
player,201011070gnb,dal,WillRo04,pass_att,0,,,,,
player,201011070gnb,dal,WillRo04,pass_yds,0,,,,,
player,201011070gnb,dal,WillRo04,pass_td,0,,,,,
player,201011070gnb,dal,WillRo04,pass_int,0,,,,,
player,201011070gnb,dal,WillRo04,pass_sacked,,,,,,
player,201011070gnb,dal,WillRo04,pass_sacked_yds,,,,,,
player,201011070gnb,dal,WillRo04,pass_long,0,,,,,
player,201011070gnb,dal,WillRo04,pass_rating,,,,,,
player,201011070gnb,dal,WillRo04,rush_att,0,,,,,
player,201011070gnb,dal,WillRo04,rush_yds,0,,,,,
player,201011070gnb,dal,WillRo04,rush_td,0,,,,,
player,201011070gnb,dal,WillRo04,rush_long,0,,,,,
player,201011070gnb,dal,WillRo04,targets,4,,,,,
player,201011070gnb,dal,WillRo04,rec,1,,,,,
player,201011070gnb,dal,WillRo04,rec_yds,6,,,,,
player,201011070gnb,dal,WillRo04,rec_td,0,,,,,
player,201011070gnb,dal,WillRo04,rec_long,6,,,,,
player,201011070gnb,dal,WillRo04,fumbles,0,,,,,
player,201011070gnb,dal,WillRo04,fumbles_lost,,,,,,
player,201011070gnb,gnb,RodgAa00,pass_cmp,27,,,,,
player,201011070gnb,gnb,RodgAa00,pass_att,34,,,,,
player,201011070gnb,gnb,RodgAa00,pass_yds,289,,,,,
player,201011070gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201011070gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201011070gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201011070gnb,gnb,RodgAa00,pass_sacked_yds,12,,,,,
player,201011070gnb,gnb,RodgAa00,pass_long,33,,,,,
player,201011070gnb,gnb,RodgAa00,pass_rating,131.5,,,,,
player,201011070gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201011070gnb,gnb,RodgAa00,rush_yds,41,,,,,
player,201011070gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201011070gnb,gnb,RodgAa00,rush_long,27,,,,,
player,201011070gnb,gnb,RodgAa00,targets,0,,,,,
player,201011070gnb,gnb,RodgAa00,rec,0,,,,,
player,201011070gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201011070gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201011070gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201011070gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201011070gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201011070gnb,gnb,FlynMa00,pass_cmp,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_att,1,,,,,
player,201011070gnb,gnb,FlynMa00,pass_yds,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_td,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_int,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_sacked,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_sacked_yds,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_long,0,,,,,
player,201011070gnb,gnb,FlynMa00,pass_rating,39.6,,,,,
player,201011070gnb,gnb,FlynMa00,rush_att,0,,,,,
player,201011070gnb,gnb,FlynMa00,rush_yds,0,,,,,
player,201011070gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201011070gnb,gnb,FlynMa00,rush_long,0,,,,,
player,201011070gnb,gnb,FlynMa00,targets,0,,,,,
player,201011070gnb,gnb,FlynMa00,rec,0,,,,,
player,201011070gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201011070gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201011070gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201011070gnb,gnb,FlynMa00,fumbles,0,,,,,
player,201011070gnb,gnb,FlynMa00,fumbles_lost,,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_sacked,,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201011070gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201011070gnb,gnb,KuhnJo00,rush_att,13,,,,,
player,201011070gnb,gnb,KuhnJo00,rush_yds,50,,,,,
player,201011070gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201011070gnb,gnb,KuhnJo00,rush_long,17,,,,,
player,201011070gnb,gnb,KuhnJo00,targets,2,,,,,
player,201011070gnb,gnb,KuhnJo00,rec,2,,,,,
player,201011070gnb,gnb,KuhnJo00,rec_yds,12,,,,,
player,201011070gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201011070gnb,gnb,KuhnJo00,rec_long,8,,,,,
player,201011070gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201011070gnb,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201011070gnb,gnb,JackBr00,pass_cmp,0,,,,,
player,201011070gnb,gnb,JackBr00,pass_att,0,,,,,
player,201011070gnb,gnb,JackBr00,pass_yds,0,,,,,
player,201011070gnb,gnb,JackBr00,pass_td,0,,,,,
player,201011070gnb,gnb,JackBr00,pass_int,0,,,,,
player,201011070gnb,gnb,JackBr00,pass_sacked,,,,,,
player,201011070gnb,gnb,JackBr00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,JackBr00,pass_long,0,,,,,
player,201011070gnb,gnb,JackBr00,pass_rating,,,,,,
player,201011070gnb,gnb,JackBr00,rush_att,13,,,,,
player,201011070gnb,gnb,JackBr00,rush_yds,42,,,,,
player,201011070gnb,gnb,JackBr00,rush_td,1,,,,,
player,201011070gnb,gnb,JackBr00,rush_long,14,,,,,
player,201011070gnb,gnb,JackBr00,targets,5,,,,,
player,201011070gnb,gnb,JackBr00,rec,4,,,,,
player,201011070gnb,gnb,JackBr00,rec_yds,26,,,,,
player,201011070gnb,gnb,JackBr00,rec_td,1,,,,,
player,201011070gnb,gnb,JackBr00,rec_long,9,,,,,
player,201011070gnb,gnb,JackBr00,fumbles,0,,,,,
player,201011070gnb,gnb,JackBr00,fumbles_lost,,,,,,
player,201011070gnb,gnb,NancDi00,pass_cmp,0,,,,,
player,201011070gnb,gnb,NancDi00,pass_att,0,,,,,
player,201011070gnb,gnb,NancDi00,pass_yds,0,,,,,
player,201011070gnb,gnb,NancDi00,pass_td,0,,,,,
player,201011070gnb,gnb,NancDi00,pass_int,0,,,,,
player,201011070gnb,gnb,NancDi00,pass_sacked,,,,,,
player,201011070gnb,gnb,NancDi00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,NancDi00,pass_long,0,,,,,
player,201011070gnb,gnb,NancDi00,pass_rating,,,,,,
player,201011070gnb,gnb,NancDi00,rush_att,4,,,,,
player,201011070gnb,gnb,NancDi00,rush_yds,5,,,,,
player,201011070gnb,gnb,NancDi00,rush_td,0,,,,,
player,201011070gnb,gnb,NancDi00,rush_long,5,,,,,
player,201011070gnb,gnb,NancDi00,targets,0,,,,,
player,201011070gnb,gnb,NancDi00,rec,0,,,,,
player,201011070gnb,gnb,NancDi00,rec_yds,0,,,,,
player,201011070gnb,gnb,NancDi00,rec_td,0,,,,,
player,201011070gnb,gnb,NancDi00,rec_long,0,,,,,
player,201011070gnb,gnb,NancDi00,fumbles,0,,,,,
player,201011070gnb,gnb,NancDi00,fumbles_lost,,,,,,
player,201011070gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201011070gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201011070gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201011070gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201011070gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201011070gnb,gnb,JoneJa04,pass_sacked,,,,,,
player,201011070gnb,gnb,JoneJa04,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201011070gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201011070gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201011070gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201011070gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201011070gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201011070gnb,gnb,JoneJa04,targets,9,,,,,
player,201011070gnb,gnb,JoneJa04,rec,8,,,,,
player,201011070gnb,gnb,JoneJa04,rec_yds,123,,,,,
player,201011070gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201011070gnb,gnb,JoneJa04,rec_long,31,,,,,
player,201011070gnb,gnb,JoneJa04,fumbles,1,,,,,
player,201011070gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_att,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_td,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_int,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_sacked,,,,,,
player,201011070gnb,gnb,JennGr00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,JennGr00,pass_long,0,,,,,
player,201011070gnb,gnb,JennGr00,pass_rating,,,,,,
player,201011070gnb,gnb,JennGr00,rush_att,0,,,,,
player,201011070gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201011070gnb,gnb,JennGr00,rush_td,0,,,,,
player,201011070gnb,gnb,JennGr00,rush_long,0,,,,,
player,201011070gnb,gnb,JennGr00,targets,7,,,,,
player,201011070gnb,gnb,JennGr00,rec,7,,,,,
player,201011070gnb,gnb,JennGr00,rec_yds,80,,,,,
player,201011070gnb,gnb,JennGr00,rec_td,1,,,,,
player,201011070gnb,gnb,JennGr00,rec_long,33,,,,,
player,201011070gnb,gnb,JennGr00,fumbles,0,,,,,
player,201011070gnb,gnb,JennGr00,fumbles_lost,,,,,,
player,201011070gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201011070gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201011070gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201011070gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201011070gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201011070gnb,gnb,NelsJo00,pass_sacked,,,,,,
player,201011070gnb,gnb,NelsJo00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201011070gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201011070gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201011070gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201011070gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201011070gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201011070gnb,gnb,NelsJo00,targets,6,,,,,
player,201011070gnb,gnb,NelsJo00,rec,4,,,,,
player,201011070gnb,gnb,NelsJo00,rec_yds,42,,,,,
player,201011070gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201011070gnb,gnb,NelsJo00,rec_long,27,,,,,
player,201011070gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201011070gnb,gnb,NelsJo00,fumbles_lost,,,,,,
player,201011070gnb,gnb,CrabTo00,pass_cmp,0,,,,,
player,201011070gnb,gnb,CrabTo00,pass_att,0,,,,,
player,201011070gnb,gnb,CrabTo00,pass_yds,0,,,,,
player,201011070gnb,gnb,CrabTo00,pass_td,0,,,,,
player,201011070gnb,gnb,CrabTo00,pass_int,0,,,,,
player,201011070gnb,gnb,CrabTo00,pass_sacked,,,,,,
player,201011070gnb,gnb,CrabTo00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,CrabTo00,pass_long,0,,,,,
player,201011070gnb,gnb,CrabTo00,pass_rating,,,,,,
player,201011070gnb,gnb,CrabTo00,rush_att,0,,,,,
player,201011070gnb,gnb,CrabTo00,rush_yds,0,,,,,
player,201011070gnb,gnb,CrabTo00,rush_td,0,,,,,
player,201011070gnb,gnb,CrabTo00,rush_long,0,,,,,
player,201011070gnb,gnb,CrabTo00,targets,2,,,,,
player,201011070gnb,gnb,CrabTo00,rec,1,,,,,
player,201011070gnb,gnb,CrabTo00,rec_yds,4,,,,,
player,201011070gnb,gnb,CrabTo00,rec_td,0,,,,,
player,201011070gnb,gnb,CrabTo00,rec_long,4,,,,,
player,201011070gnb,gnb,CrabTo00,fumbles,0,,,,,
player,201011070gnb,gnb,CrabTo00,fumbles_lost,,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_cmp,0,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_att,0,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_yds,0,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_td,0,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_int,0,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_sacked,,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_sacked_yds,,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_long,0,,,,,
player,201011070gnb,gnb,SwaiBr00,pass_rating,,,,,,
player,201011070gnb,gnb,SwaiBr00,rush_att,0,,,,,
player,201011070gnb,gnb,SwaiBr00,rush_yds,0,,,,,
player,201011070gnb,gnb,SwaiBr00,rush_td,0,,,,,
player,201011070gnb,gnb,SwaiBr00,rush_long,0,,,,,
player,201011070gnb,gnb,SwaiBr00,targets,3,,,,,
player,201011070gnb,gnb,SwaiBr00,rec,1,,,,,
player,201011070gnb,gnb,SwaiBr00,rec_yds,2,,,,,
player,201011070gnb,gnb,SwaiBr00,rec_td,0,,,,,
player,201011070gnb,gnb,SwaiBr00,rec_long,2,,,,,
player,201011070gnb,gnb,SwaiBr00,fumbles,0,,,,,
player,201011070gnb,gnb,SwaiBr00,fumbles_lost,,,,,,
player,201011070gnb,dal,ScanOr99,def_int,0,,,,,
player,201011070gnb,dal,ScanOr99,def_int_yds,0,,,,,
player,201011070gnb,dal,ScanOr99,def_int_td,0,,,,,
player,201011070gnb,dal,ScanOr99,def_int_long,0,,,,,
player,201011070gnb,dal,ScanOr99,pass_defended,0,,,,,
player,201011070gnb,dal,ScanOr99,sacks,0.5,,,,,
player,201011070gnb,dal,ScanOr99,tackles_combined,4,,,,,
player,201011070gnb,dal,ScanOr99,tackles_solo,2,,,,,
player,201011070gnb,dal,ScanOr99,tackles_assists,2,,,,,
player,201011070gnb,dal,ScanOr99,tackles_loss,0,,,,,
player,201011070gnb,dal,ScanOr99,qb_hits,1,,,,,
player,201011070gnb,dal,ScanOr99,fumbles_rec,0,,,,,
player,201011070gnb,dal,ScanOr99,fumbles_rec_yds,0,,,,,
