game,2010,10,20101114,201011140jax,htx,"Houston Texans",24,jax,"Jacksonville Jaguars",31
player,201011140jax,htx,QuinGl99,pass_defended,1,,,,,
player,201011140jax,htx,QuinGl99,sacks,0.0,,,,,
player,201011140jax,htx,QuinGl99,tackles_combined,13,,,,,
player,201011140jax,htx,QuinGl99,tackles_solo,13,,,,,
player,201011140jax,htx,QuinGl99,tackles_assists,0,,,,,
player,201011140jax,htx,QuinGl99,tackles_loss,1,,,,,
player,201011140jax,htx,QuinGl99,qb_hits,0,,,,,
player,201011140jax,htx,QuinGl99,fumbles_rec,0,,,,,
player,201011140jax,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,QuinGl99,fumbles_forced,0,,,,,
player,201011140jax,htx,CushBr99,def_int,0,,,,,
player,201011140jax,htx,CushBr99,def_int_yds,0,,,,,
player,201011140jax,htx,CushBr99,def_int_td,0,,,,,
player,201011140jax,htx,CushBr99,def_int_long,0,,,,,
player,201011140jax,htx,CushBr99,pass_defended,0,,,,,
player,201011140jax,htx,CushBr99,sacks,0.0,,,,,
player,201011140jax,htx,CushBr99,tackles_combined,9,,,,,
player,201011140jax,htx,CushBr99,tackles_solo,9,,,,,
player,201011140jax,htx,CushBr99,tackles_assists,0,,,,,
player,201011140jax,htx,CushBr99,tackles_loss,1,,,,,
player,201011140jax,htx,CushBr99,qb_hits,1,,,,,
player,201011140jax,htx,CushBr99,fumbles_rec,0,,,,,
player,201011140jax,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,CushBr99,fumbles_forced,0,,,,,
player,201011140jax,htx,DileZa99,def_int,0,,,,,
player,201011140jax,htx,DileZa99,def_int_yds,0,,,,,
player,201011140jax,htx,DileZa99,def_int_td,0,,,,,
player,201011140jax,htx,DileZa99,def_int_long,0,,,,,
player,201011140jax,htx,DileZa99,pass_defended,0,,,,,
player,201011140jax,htx,DileZa99,sacks,0.0,,,,,
player,201011140jax,htx,DileZa99,tackles_combined,8,,,,,
player,201011140jax,htx,DileZa99,tackles_solo,7,,,,,
player,201011140jax,htx,DileZa99,tackles_assists,1,,,,,
player,201011140jax,htx,DileZa99,tackles_loss,0,,,,,
player,201011140jax,htx,DileZa99,qb_hits,0,,,,,
player,201011140jax,htx,DileZa99,fumbles_rec,0,,,,,
player,201011140jax,htx,DileZa99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,DileZa99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,DileZa99,fumbles_forced,0,,,,,
player,201011140jax,htx,BentKe20,def_int,0,,,,,
player,201011140jax,htx,BentKe20,def_int_yds,0,,,,,
player,201011140jax,htx,BentKe20,def_int_td,0,,,,,
player,201011140jax,htx,BentKe20,def_int_long,0,,,,,
player,201011140jax,htx,BentKe20,pass_defended,0,,,,,
player,201011140jax,htx,BentKe20,sacks,0.0,,,,,
player,201011140jax,htx,BentKe20,tackles_combined,7,,,,,
player,201011140jax,htx,BentKe20,tackles_solo,6,,,,,
player,201011140jax,htx,BentKe20,tackles_assists,1,,,,,
player,201011140jax,htx,BentKe20,tackles_loss,0,,,,,
player,201011140jax,htx,BentKe20,qb_hits,0,,,,,
player,201011140jax,htx,BentKe20,fumbles_rec,0,,,,,
player,201011140jax,htx,BentKe20,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,BentKe20,fumbles_rec_td,0,,,,,
player,201011140jax,htx,BentKe20,fumbles_forced,0,,,,,
player,201011140jax,htx,WilsEu20,def_int,0,,,,,
player,201011140jax,htx,WilsEu20,def_int_yds,0,,,,,
player,201011140jax,htx,WilsEu20,def_int_td,0,,,,,
player,201011140jax,htx,WilsEu20,def_int_long,0,,,,,
player,201011140jax,htx,WilsEu20,pass_defended,0,,,,,
player,201011140jax,htx,WilsEu20,sacks,0.0,,,,,
player,201011140jax,htx,WilsEu20,tackles_combined,5,,,,,
player,201011140jax,htx,WilsEu20,tackles_solo,5,,,,,
player,201011140jax,htx,WilsEu20,tackles_assists,0,,,,,
player,201011140jax,htx,WilsEu20,tackles_loss,0,,,,,
player,201011140jax,htx,WilsEu20,qb_hits,0,,,,,
player,201011140jax,htx,WilsEu20,fumbles_rec,0,,,,,
player,201011140jax,htx,WilsEu20,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,WilsEu20,fumbles_rec_td,0,,,,,
player,201011140jax,htx,WilsEu20,fumbles_forced,0,,,,,
player,201011140jax,htx,MitcEa99,def_int,0,,,,,
player,201011140jax,htx,MitcEa99,def_int_yds,0,,,,,
player,201011140jax,htx,MitcEa99,def_int_td,0,,,,,
player,201011140jax,htx,MitcEa99,def_int_long,0,,,,,
player,201011140jax,htx,MitcEa99,pass_defended,0,,,,,
player,201011140jax,htx,MitcEa99,sacks,0.0,,,,,
player,201011140jax,htx,MitcEa99,tackles_combined,3,,,,,
player,201011140jax,htx,MitcEa99,tackles_solo,3,,,,,
player,201011140jax,htx,MitcEa99,tackles_assists,0,,,,,
player,201011140jax,htx,MitcEa99,tackles_loss,0,,,,,
player,201011140jax,htx,MitcEa99,qb_hits,0,,,,,
player,201011140jax,htx,MitcEa99,fumbles_rec,0,,,,,
player,201011140jax,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,MitcEa99,fumbles_forced,0,,,,,
player,201011140jax,htx,AndeDa01,def_int,0,,,,,
player,201011140jax,htx,AndeDa01,def_int_yds,0,,,,,
player,201011140jax,htx,AndeDa01,def_int_td,0,,,,,
player,201011140jax,htx,AndeDa01,def_int_long,0,,,,,
player,201011140jax,htx,AndeDa01,pass_defended,0,,,,,
player,201011140jax,htx,AndeDa01,sacks,0.0,,,,,
player,201011140jax,htx,AndeDa01,tackles_combined,2,,,,,
player,201011140jax,htx,AndeDa01,tackles_solo,2,,,,,
player,201011140jax,htx,AndeDa01,tackles_assists,0,,,,,
player,201011140jax,htx,AndeDa01,tackles_loss,0,,,,,
player,201011140jax,htx,AndeDa01,qb_hits,0,,,,,
player,201011140jax,htx,AndeDa01,fumbles_rec,0,,,,,
player,201011140jax,htx,AndeDa01,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,AndeDa01,fumbles_rec_td,0,,,,,
player,201011140jax,htx,AndeDa01,fumbles_forced,1,,,,,
player,201011140jax,htx,CodySh20,def_int,0,,,,,
player,201011140jax,htx,CodySh20,def_int_yds,0,,,,,
player,201011140jax,htx,CodySh20,def_int_td,0,,,,,
player,201011140jax,htx,CodySh20,def_int_long,0,,,,,
player,201011140jax,htx,CodySh20,pass_defended,0,,,,,
player,201011140jax,htx,CodySh20,sacks,0.0,,,,,
player,201011140jax,htx,CodySh20,tackles_combined,2,,,,,
player,201011140jax,htx,CodySh20,tackles_solo,2,,,,,
player,201011140jax,htx,CodySh20,tackles_assists,0,,,,,
player,201011140jax,htx,CodySh20,tackles_loss,0,,,,,
player,201011140jax,htx,CodySh20,qb_hits,0,,,,,
player,201011140jax,htx,CodySh20,fumbles_rec,0,,,,,
player,201011140jax,htx,CodySh20,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,CodySh20,fumbles_rec_td,0,,,,,
player,201011140jax,htx,CodySh20,fumbles_forced,0,,,,,
player,201011140jax,htx,JackKa99,def_int,0,,,,,
player,201011140jax,htx,JackKa99,def_int_yds,0,,,,,
player,201011140jax,htx,JackKa99,def_int_td,0,,,,,
player,201011140jax,htx,JackKa99,def_int_long,0,,,,,
player,201011140jax,htx,JackKa99,pass_defended,0,,,,,
player,201011140jax,htx,JackKa99,sacks,0.0,,,,,
player,201011140jax,htx,JackKa99,tackles_combined,2,,,,,
player,201011140jax,htx,JackKa99,tackles_solo,2,,,,,
player,201011140jax,htx,JackKa99,tackles_assists,0,,,,,
player,201011140jax,htx,JackKa99,tackles_loss,0,,,,,
player,201011140jax,htx,JackKa99,qb_hits,0,,,,,
player,201011140jax,htx,JackKa99,fumbles_rec,0,,,,,
player,201011140jax,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,JackKa99,fumbles_forced,0,,,,,
player,201011140jax,htx,NolaTr99,def_int,0,,,,,
player,201011140jax,htx,NolaTr99,def_int_yds,0,,,,,
player,201011140jax,htx,NolaTr99,def_int_td,0,,,,,
player,201011140jax,htx,NolaTr99,def_int_long,0,,,,,
player,201011140jax,htx,NolaTr99,pass_defended,0,,,,,
player,201011140jax,htx,NolaTr99,sacks,0.0,,,,,
player,201011140jax,htx,NolaTr99,tackles_combined,2,,,,,
player,201011140jax,htx,NolaTr99,tackles_solo,2,,,,,
player,201011140jax,htx,NolaTr99,tackles_assists,0,,,,,
player,201011140jax,htx,NolaTr99,tackles_loss,1,,,,,
player,201011140jax,htx,NolaTr99,qb_hits,0,,,,,
player,201011140jax,htx,NolaTr99,fumbles_rec,0,,,,,
player,201011140jax,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,NolaTr99,fumbles_forced,0,,,,,
player,201011140jax,htx,CaseJa00,def_int,0,,,,,
player,201011140jax,htx,CaseJa00,def_int_yds,0,,,,,
player,201011140jax,htx,CaseJa00,def_int_td,0,,,,,
player,201011140jax,htx,CaseJa00,def_int_long,0,,,,,
player,201011140jax,htx,CaseJa00,pass_defended,0,,,,,
player,201011140jax,htx,CaseJa00,sacks,0.0,,,,,
player,201011140jax,htx,CaseJa00,tackles_combined,1,,,,,
player,201011140jax,htx,CaseJa00,tackles_solo,0,,,,,
player,201011140jax,htx,CaseJa00,tackles_assists,1,,,,,
player,201011140jax,htx,CaseJa00,tackles_loss,0,,,,,
player,201011140jax,htx,CaseJa00,qb_hits,0,,,,,
player,201011140jax,htx,CaseJa00,fumbles_rec,0,,,,,
player,201011140jax,htx,CaseJa00,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,CaseJa00,fumbles_rec_td,0,,,,,
player,201011140jax,htx,CaseJa00,fumbles_forced,0,,,,,
player,201011140jax,htx,GrahGa00,def_int,0,,,,,
player,201011140jax,htx,GrahGa00,def_int_yds,0,,,,,
player,201011140jax,htx,GrahGa00,def_int_td,0,,,,,
player,201011140jax,htx,GrahGa00,def_int_long,0,,,,,
player,201011140jax,htx,GrahGa00,pass_defended,0,,,,,
player,201011140jax,htx,GrahGa00,sacks,0.0,,,,,
player,201011140jax,htx,GrahGa00,tackles_combined,1,,,,,
player,201011140jax,htx,GrahGa00,tackles_solo,1,,,,,
player,201011140jax,htx,GrahGa00,tackles_assists,0,,,,,
player,201011140jax,htx,GrahGa00,tackles_loss,0,,,,,
player,201011140jax,htx,GrahGa00,qb_hits,0,,,,,
player,201011140jax,htx,GrahGa00,fumbles_rec,0,,,,,
player,201011140jax,htx,GrahGa00,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,GrahGa00,fumbles_rec_td,0,,,,,
player,201011140jax,htx,GrahGa00,fumbles_forced,0,,,,,
player,201011140jax,htx,KeglSt99,def_int,0,,,,,
player,201011140jax,htx,KeglSt99,def_int_yds,0,,,,,
player,201011140jax,htx,KeglSt99,def_int_td,0,,,,,
player,201011140jax,htx,KeglSt99,def_int_long,0,,,,,
player,201011140jax,htx,KeglSt99,pass_defended,0,,,,,
player,201011140jax,htx,KeglSt99,sacks,0.0,,,,,
player,201011140jax,htx,KeglSt99,tackles_combined,1,,,,,
player,201011140jax,htx,KeglSt99,tackles_solo,1,,,,,
player,201011140jax,htx,KeglSt99,tackles_assists,0,,,,,
player,201011140jax,htx,KeglSt99,tackles_loss,0,,,,,
player,201011140jax,htx,KeglSt99,qb_hits,0,,,,,
player,201011140jax,htx,KeglSt99,fumbles_rec,0,,,,,
player,201011140jax,htx,KeglSt99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,KeglSt99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,KeglSt99,fumbles_forced,0,,,,,
player,201011140jax,htx,McCaBr99,def_int,0,,,,,
player,201011140jax,htx,McCaBr99,def_int_yds,0,,,,,
player,201011140jax,htx,McCaBr99,def_int_td,0,,,,,
player,201011140jax,htx,McCaBr99,def_int_long,0,,,,,
player,201011140jax,htx,McCaBr99,pass_defended,0,,,,,
player,201011140jax,htx,McCaBr99,sacks,0.0,,,,,
player,201011140jax,htx,McCaBr99,tackles_combined,1,,,,,
player,201011140jax,htx,McCaBr99,tackles_solo,1,,,,,
player,201011140jax,htx,McCaBr99,tackles_assists,0,,,,,
player,201011140jax,htx,McCaBr99,tackles_loss,0,,,,,
player,201011140jax,htx,McCaBr99,qb_hits,0,,,,,
player,201011140jax,htx,McCaBr99,fumbles_rec,0,,,,,
player,201011140jax,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,McCaBr99,fumbles_forced,0,,,,,
player,201011140jax,htx,McMaSh99,def_int,0,,,,,
player,201011140jax,htx,McMaSh99,def_int_yds,0,,,,,
player,201011140jax,htx,McMaSh99,def_int_td,0,,,,,
player,201011140jax,htx,McMaSh99,def_int_long,0,,,,,
player,201011140jax,htx,McMaSh99,pass_defended,0,,,,,
player,201011140jax,htx,McMaSh99,sacks,0.0,,,,,
player,201011140jax,htx,McMaSh99,tackles_combined,1,,,,,
player,201011140jax,htx,McMaSh99,tackles_solo,0,,,,,
player,201011140jax,htx,McMaSh99,tackles_assists,1,,,,,
player,201011140jax,htx,McMaSh99,tackles_loss,0,,,,,
player,201011140jax,htx,McMaSh99,qb_hits,0,,,,,
player,201011140jax,htx,McMaSh99,fumbles_rec,0,,,,,
player,201011140jax,htx,McMaSh99,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,McMaSh99,fumbles_rec_td,0,,,,,
player,201011140jax,htx,McMaSh99,fumbles_forced,0,,,,,
player,201011140jax,htx,PollBe20,def_int,0,,,,,
player,201011140jax,htx,PollBe20,def_int_yds,0,,,,,
player,201011140jax,htx,PollBe20,def_int_td,0,,,,,
player,201011140jax,htx,PollBe20,def_int_long,0,,,,,
player,201011140jax,htx,PollBe20,pass_defended,1,,,,,
player,201011140jax,htx,PollBe20,sacks,0.0,,,,,
player,201011140jax,htx,PollBe20,tackles_combined,1,,,,,
player,201011140jax,htx,PollBe20,tackles_solo,1,,,,,
player,201011140jax,htx,PollBe20,tackles_assists,0,,,,,
player,201011140jax,htx,PollBe20,tackles_loss,0,,,,,
player,201011140jax,htx,PollBe20,qb_hits,0,,,,,
player,201011140jax,htx,PollBe20,fumbles_rec,0,,,,,
player,201011140jax,htx,PollBe20,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,PollBe20,fumbles_rec_td,0,,,,,
player,201011140jax,htx,PollBe20,fumbles_forced,0,,,,,
player,201011140jax,htx,SharDa01,def_int,0,,,,,
player,201011140jax,htx,SharDa01,def_int_yds,0,,,,,
player,201011140jax,htx,SharDa01,def_int_td,0,,,,,
player,201011140jax,htx,SharDa01,def_int_long,0,,,,,
player,201011140jax,htx,SharDa01,pass_defended,0,,,,,
player,201011140jax,htx,SharDa01,sacks,0.0,,,,,
player,201011140jax,htx,SharDa01,tackles_combined,1,,,,,
player,201011140jax,htx,SharDa01,tackles_solo,1,,,,,
player,201011140jax,htx,SharDa01,tackles_assists,0,,,,,
player,201011140jax,htx,SharDa01,tackles_loss,0,,,,,
player,201011140jax,htx,SharDa01,qb_hits,0,,,,,
player,201011140jax,htx,SharDa01,fumbles_rec,0,,,,,
player,201011140jax,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201011140jax,htx,SharDa01,fumbles_forced,0,,,,,
player,201011140jax,htx,WillMa22,def_int,0,,,,,
player,201011140jax,htx,WillMa22,def_int_yds,0,,,,,
player,201011140jax,htx,WillMa22,def_int_td,0,,,,,
player,201011140jax,htx,WillMa22,def_int_long,0,,,,,
player,201011140jax,htx,WillMa22,pass_defended,0,,,,,
player,201011140jax,htx,WillMa22,sacks,0.0,,,,,
player,201011140jax,htx,WillMa22,tackles_combined,1,,,,,
player,201011140jax,htx,WillMa22,tackles_solo,0,,,,,
player,201011140jax,htx,WillMa22,tackles_assists,1,,,,,
player,201011140jax,htx,WillMa22,tackles_loss,0,,,,,
player,201011140jax,htx,WillMa22,qb_hits,3,,,,,
player,201011140jax,htx,WillMa22,fumbles_rec,0,,,,,
player,201011140jax,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201011140jax,htx,WillMa22,fumbles_forced,0,,,,,
player,201011140jax,htx,SmitAn22,def_int,0,,,,,
player,201011140jax,htx,SmitAn22,def_int_yds,0,,,,,
player,201011140jax,htx,SmitAn22,def_int_td,0,,,,,
player,201011140jax,htx,SmitAn22,def_int_long,0,,,,,
player,201011140jax,htx,SmitAn22,pass_defended,0,,,,,
player,201011140jax,htx,SmitAn22,sacks,0.0,,,,,
player,201011140jax,htx,SmitAn22,tackles_combined,0,,,,,
player,201011140jax,htx,SmitAn22,tackles_solo,0,,,,,
player,201011140jax,htx,SmitAn22,tackles_assists,0,,,,,
player,201011140jax,htx,SmitAn22,tackles_loss,0,,,,,
player,201011140jax,htx,SmitAn22,qb_hits,1,,,,,
player,201011140jax,htx,SmitAn22,fumbles_rec,0,,,,,
player,201011140jax,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201011140jax,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201011140jax,htx,SmitAn22,fumbles_forced,0,,,,,
player,201011140jax,jax,GreeCo99,def_int,0,,,,,
player,201011140jax,jax,GreeCo99,def_int_yds,0,,,,,
player,201011140jax,jax,GreeCo99,def_int_td,0,,,,,
player,201011140jax,jax,GreeCo99,def_int_long,0,,,,,
player,201011140jax,jax,GreeCo99,pass_defended,0,,,,,
player,201011140jax,jax,GreeCo99,sacks,0.0,,,,,
player,201011140jax,jax,GreeCo99,tackles_combined,7,,,,,
player,201011140jax,jax,GreeCo99,tackles_solo,7,,,,,
player,201011140jax,jax,GreeCo99,tackles_assists,0,,,,,
player,201011140jax,jax,GreeCo99,tackles_loss,0,,,,,
player,201011140jax,jax,GreeCo99,qb_hits,0,,,,,
player,201011140jax,jax,GreeCo99,fumbles_rec,0,,,,,
player,201011140jax,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201011140jax,jax,GreeCo99,fumbles_forced,0,,,,,
player,201011140jax,jax,MincJe99,def_int,0,,,,,
player,201011140jax,jax,MincJe99,def_int_yds,0,,,,,
player,201011140jax,jax,MincJe99,def_int_td,0,,,,,
player,201011140jax,jax,MincJe99,def_int_long,0,,,,,
player,201011140jax,jax,MincJe99,pass_defended,0,,,,,
player,201011140jax,jax,MincJe99,sacks,0.0,,,,,
player,201011140jax,jax,MincJe99,tackles_combined,5,,,,,
player,201011140jax,jax,MincJe99,tackles_solo,5,,,,,
player,201011140jax,jax,MincJe99,tackles_assists,0,,,,,
player,201011140jax,jax,MincJe99,tackles_loss,0,,,,,
player,201011140jax,jax,MincJe99,qb_hits,1,,,,,
player,201011140jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201011140jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201011140jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201011140jax,jax,ConsSe20,def_int,0,,,,,
player,201011140jax,jax,ConsSe20,def_int_yds,0,,,,,
player,201011140jax,jax,ConsSe20,def_int_td,0,,,,,
player,201011140jax,jax,ConsSe20,def_int_long,0,,,,,
player,201011140jax,jax,ConsSe20,pass_defended,0,,,,,
player,201011140jax,jax,ConsSe20,sacks,0.0,,,,,
player,201011140jax,jax,ConsSe20,tackles_combined,4,,,,,
player,201011140jax,jax,ConsSe20,tackles_solo,4,,,,,
player,201011140jax,jax,ConsSe20,tackles_assists,0,,,,,
player,201011140jax,jax,ConsSe20,tackles_loss,0,,,,,
player,201011140jax,jax,ConsSe20,qb_hits,0,,,,,
player,201011140jax,jax,ConsSe20,fumbles_rec,0,,,,,
player,201011140jax,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201011140jax,jax,ConsSe20,fumbles_forced,1,,,,,
player,201011140jax,jax,MiddWi98,def_int,0,,,,,
player,201011140jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201011140jax,jax,MiddWi98,def_int_td,0,,,,,
player,201011140jax,jax,MiddWi98,def_int_long,0,,,,,
player,201011140jax,jax,MiddWi98,pass_defended,0,,,,,
player,201011140jax,jax,MiddWi98,sacks,0.0,,,,,
player,201011140jax,jax,MiddWi98,tackles_combined,4,,,,,
player,201011140jax,jax,MiddWi98,tackles_solo,4,,,,,
player,201011140jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201011140jax,jax,MiddWi98,tackles_loss,0,,,,,
player,201011140jax,jax,MiddWi98,qb_hits,0,,,,,
player,201011140jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201011140jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201011140jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201011140jax,jax,CoxxDe99,def_int,0,,,,,
player,201011140jax,jax,CoxxDe99,def_int_yds,0,,,,,
player,201011140jax,jax,CoxxDe99,def_int_td,0,,,,,
player,201011140jax,jax,CoxxDe99,def_int_long,0,,,,,
player,201011140jax,jax,CoxxDe99,pass_defended,0,,,,,
player,201011140jax,jax,CoxxDe99,sacks,0.0,,,,,
player,201011140jax,jax,CoxxDe99,tackles_combined,3,,,,,
player,201011140jax,jax,CoxxDe99,tackles_solo,3,,,,,
player,201011140jax,jax,CoxxDe99,tackles_assists,0,,,,,
player,201011140jax,jax,CoxxDe99,tackles_loss,0,,,,,
player,201011140jax,jax,CoxxDe99,qb_hits,0,,,,,
player,201011140jax,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201011140jax,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201011140jax,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201011140jax,jax,DuraJu99,def_int,0,,,,,
player,201011140jax,jax,DuraJu99,def_int_yds,0,,,,,
player,201011140jax,jax,DuraJu99,def_int_td,0,,,,,
player,201011140jax,jax,DuraJu99,def_int_long,0,,,,,
player,201011140jax,jax,DuraJu99,pass_defended,0,,,,,
player,201011140jax,jax,DuraJu99,sacks,0.0,,,,,
player,201011140jax,jax,DuraJu99,tackles_combined,3,,,,,
player,201011140jax,jax,DuraJu99,tackles_solo,3,,,,,
player,201011140jax,jax,DuraJu99,tackles_assists,0,,,,,
player,201011140jax,jax,DuraJu99,tackles_loss,0,,,,,
player,201011140jax,jax,DuraJu99,qb_hits,0,,,,,
player,201011140jax,jax,DuraJu99,fumbles_rec,1,,,,,
player,201011140jax,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201011140jax,jax,DuraJu99,fumbles_forced,0,,,,,
player,201011140jax,jax,SmitDa24,def_int,0,,,,,
player,201011140jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201011140jax,jax,SmitDa24,def_int_td,0,,,,,
player,201011140jax,jax,SmitDa24,def_int_long,0,,,,,
player,201011140jax,jax,SmitDa24,pass_defended,0,,,,,
player,201011140jax,jax,SmitDa24,sacks,0.0,,,,,
player,201011140jax,jax,SmitDa24,tackles_combined,3,,,,,
player,201011140jax,jax,SmitDa24,tackles_solo,3,,,,,
player,201011140jax,jax,SmitDa24,tackles_assists,0,,,,,
player,201011140jax,jax,SmitDa24,tackles_loss,0,,,,,
player,201011140jax,jax,SmitDa24,qb_hits,0,,,,,
player,201011140jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201011140jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201011140jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201011140jax,jax,KnigTe99,def_int,0,,,,,
player,201011140jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201011140jax,jax,KnigTe99,def_int_td,0,,,,,
player,201011140jax,jax,KnigTe99,def_int_long,0,,,,,
player,201011140jax,jax,KnigTe99,pass_defended,0,,,,,
player,201011140jax,jax,KnigTe99,sacks,0.0,,,,,
player,201011140jax,jax,KnigTe99,tackles_combined,2,,,,,
player,201011140jax,jax,KnigTe99,tackles_solo,2,,,,,
player,201011140jax,jax,KnigTe99,tackles_assists,0,,,,,
player,201011140jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201011140jax,jax,KnigTe99,qb_hits,0,,,,,
player,201011140jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201011140jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201011140jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201011140jax,jax,MathRa99,def_int,0,,,,,
player,201011140jax,jax,MathRa99,def_int_yds,0,,,,,
player,201011140jax,jax,MathRa99,def_int_td,0,,,,,
player,201011140jax,jax,MathRa99,def_int_long,0,,,,,
player,201011140jax,jax,MathRa99,pass_defended,0,,,,,
player,201011140jax,jax,MathRa99,sacks,0.0,,,,,
player,201011140jax,jax,MathRa99,tackles_combined,2,,,,,
player,201011140jax,jax,MathRa99,tackles_solo,2,,,,,
player,201011140jax,jax,MathRa99,tackles_assists,0,,,,,
player,201011140jax,jax,MathRa99,tackles_loss,0,,,,,
player,201011140jax,jax,MathRa99,qb_hits,0,,,,,
player,201011140jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201011140jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201011140jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201011140jax,jax,MorrKi20,def_int,0,,,,,
player,201011140jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201011140jax,jax,MorrKi20,def_int_td,0,,,,,
player,201011140jax,jax,MorrKi20,def_int_long,0,,,,,
player,201011140jax,jax,MorrKi20,pass_defended,0,,,,,
player,201011140jax,jax,MorrKi20,sacks,0.0,,,,,
player,201011140jax,jax,MorrKi20,tackles_combined,2,,,,,
player,201011140jax,jax,MorrKi20,tackles_solo,2,,,,,
player,201011140jax,jax,MorrKi20,tackles_assists,0,,,,,
player,201011140jax,jax,MorrKi20,tackles_loss,0,,,,,
player,201011140jax,jax,MorrKi20,qb_hits,0,,,,,
player,201011140jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201011140jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201011140jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201011140jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201011140jax,jax,AluaTy99,def_int,0,,,,,
player,201011140jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201011140jax,jax,AluaTy99,def_int_td,0,,,,,
player,201011140jax,jax,AluaTy99,def_int_long,0,,,,,
player,201011140jax,jax,AluaTy99,pass_defended,0,,,,,
player,201011140jax,jax,AluaTy99,sacks,0.0,,,,,
player,201011140jax,jax,AluaTy99,tackles_combined,1,,,,,
player,201011140jax,jax,AluaTy99,tackles_solo,1,,,,,
