game,2010,9,20101107,201011070htx,sdg,"San Diego Chargers",29,htx,"Houston Texans",23
player,201011070htx,sdg,WeddEr99,sacks,0.0,,,,,
player,201011070htx,sdg,WeddEr99,tackles_combined,8,,,,,
player,201011070htx,sdg,WeddEr99,tackles_solo,7,,,,,
player,201011070htx,sdg,WeddEr99,tackles_assists,1,,,,,
player,201011070htx,sdg,WeddEr99,tackles_loss,1,,,,,
player,201011070htx,sdg,WeddEr99,qb_hits,0,,,,,
player,201011070htx,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201011070htx,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201011070htx,sdg,BurnKe20,def_int,0,,,,,
player,201011070htx,sdg,BurnKe20,def_int_yds,0,,,,,
player,201011070htx,sdg,BurnKe20,def_int_td,0,,,,,
player,201011070htx,sdg,BurnKe20,def_int_long,0,,,,,
player,201011070htx,sdg,BurnKe20,pass_defended,0,,,,,
player,201011070htx,sdg,BurnKe20,sacks,0.0,,,,,
player,201011070htx,sdg,BurnKe20,tackles_combined,7,,,,,
player,201011070htx,sdg,BurnKe20,tackles_solo,5,,,,,
player,201011070htx,sdg,BurnKe20,tackles_assists,2,,,,,
player,201011070htx,sdg,BurnKe20,tackles_loss,0,,,,,
player,201011070htx,sdg,BurnKe20,qb_hits,1,,,,,
player,201011070htx,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201011070htx,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201011070htx,sdg,JammQu20,def_int,0,,,,,
player,201011070htx,sdg,JammQu20,def_int_yds,0,,,,,
player,201011070htx,sdg,JammQu20,def_int_td,0,,,,,
player,201011070htx,sdg,JammQu20,def_int_long,0,,,,,
player,201011070htx,sdg,JammQu20,pass_defended,1,,,,,
player,201011070htx,sdg,JammQu20,sacks,0.0,,,,,
player,201011070htx,sdg,JammQu20,tackles_combined,7,,,,,
player,201011070htx,sdg,JammQu20,tackles_solo,6,,,,,
player,201011070htx,sdg,JammQu20,tackles_assists,1,,,,,
player,201011070htx,sdg,JammQu20,tackles_loss,0,,,,,
player,201011070htx,sdg,JammQu20,qb_hits,0,,,,,
player,201011070htx,sdg,JammQu20,fumbles_rec,0,,,,,
player,201011070htx,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,JammQu20,fumbles_forced,0,,,,,
player,201011070htx,sdg,CartTy20,def_int,0,,,,,
player,201011070htx,sdg,CartTy20,def_int_yds,0,,,,,
player,201011070htx,sdg,CartTy20,def_int_td,0,,,,,
player,201011070htx,sdg,CartTy20,def_int_long,0,,,,,
player,201011070htx,sdg,CartTy20,pass_defended,0,,,,,
player,201011070htx,sdg,CartTy20,sacks,0.0,,,,,
player,201011070htx,sdg,CartTy20,tackles_combined,4,,,,,
player,201011070htx,sdg,CartTy20,tackles_solo,4,,,,,
player,201011070htx,sdg,CartTy20,tackles_assists,0,,,,,
player,201011070htx,sdg,CartTy20,tackles_loss,0,,,,,
player,201011070htx,sdg,CartTy20,qb_hits,0,,,,,
player,201011070htx,sdg,CartTy20,fumbles_rec,0,,,,,
player,201011070htx,sdg,CartTy20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,CartTy20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,CartTy20,fumbles_forced,0,,,,,
player,201011070htx,sdg,ApplAn99,def_int,0,,,,,
player,201011070htx,sdg,ApplAn99,def_int_yds,0,,,,,
player,201011070htx,sdg,ApplAn99,def_int_td,0,,,,,
player,201011070htx,sdg,ApplAn99,def_int_long,0,,,,,
player,201011070htx,sdg,ApplAn99,pass_defended,0,,,,,
player,201011070htx,sdg,ApplAn99,sacks,0.0,,,,,
player,201011070htx,sdg,ApplAn99,tackles_combined,3,,,,,
player,201011070htx,sdg,ApplAn99,tackles_solo,3,,,,,
player,201011070htx,sdg,ApplAn99,tackles_assists,0,,,,,
player,201011070htx,sdg,ApplAn99,tackles_loss,1,,,,,
player,201011070htx,sdg,ApplAn99,qb_hits,0,,,,,
player,201011070htx,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201011070htx,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,ApplAn99,fumbles_forced,0,,,,,
player,201011070htx,sdg,CesaJa20,def_int,0,,,,,
player,201011070htx,sdg,CesaJa20,def_int_yds,0,,,,,
player,201011070htx,sdg,CesaJa20,def_int_td,0,,,,,
player,201011070htx,sdg,CesaJa20,def_int_long,0,,,,,
player,201011070htx,sdg,CesaJa20,pass_defended,0,,,,,
player,201011070htx,sdg,CesaJa20,sacks,0.0,,,,,
player,201011070htx,sdg,CesaJa20,tackles_combined,3,,,,,
player,201011070htx,sdg,CesaJa20,tackles_solo,3,,,,,
player,201011070htx,sdg,CesaJa20,tackles_assists,0,,,,,
player,201011070htx,sdg,CesaJa20,tackles_loss,0,,,,,
player,201011070htx,sdg,CesaJa20,qb_hits,0,,,,,
player,201011070htx,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201011070htx,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201011070htx,sdg,CoopSt20,def_int,0,,,,,
player,201011070htx,sdg,CoopSt20,def_int_yds,0,,,,,
player,201011070htx,sdg,CoopSt20,def_int_td,0,,,,,
player,201011070htx,sdg,CoopSt20,def_int_long,0,,,,,
player,201011070htx,sdg,CoopSt20,pass_defended,1,,,,,
player,201011070htx,sdg,CoopSt20,sacks,0.0,,,,,
player,201011070htx,sdg,CoopSt20,tackles_combined,3,,,,,
player,201011070htx,sdg,CoopSt20,tackles_solo,1,,,,,
player,201011070htx,sdg,CoopSt20,tackles_assists,2,,,,,
player,201011070htx,sdg,CoopSt20,tackles_loss,0,,,,,
player,201011070htx,sdg,CoopSt20,qb_hits,0,,,,,
player,201011070htx,sdg,CoopSt20,fumbles_rec,0,,,,,
player,201011070htx,sdg,CoopSt20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,CoopSt20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,CoopSt20,fumbles_forced,0,,,,,
player,201011070htx,sdg,GregSt20,def_int,0,,,,,
player,201011070htx,sdg,GregSt20,def_int_yds,0,,,,,
player,201011070htx,sdg,GregSt20,def_int_td,0,,,,,
player,201011070htx,sdg,GregSt20,def_int_long,0,,,,,
player,201011070htx,sdg,GregSt20,pass_defended,0,,,,,
player,201011070htx,sdg,GregSt20,sacks,0.0,,,,,
player,201011070htx,sdg,GregSt20,tackles_combined,3,,,,,
player,201011070htx,sdg,GregSt20,tackles_solo,1,,,,,
player,201011070htx,sdg,GregSt20,tackles_assists,2,,,,,
player,201011070htx,sdg,GregSt20,tackles_loss,0,,,,,
player,201011070htx,sdg,GregSt20,qb_hits,0,,,,,
player,201011070htx,sdg,GregSt20,fumbles_rec,0,,,,,
player,201011070htx,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,GregSt20,fumbles_forced,0,,,,,
player,201011070htx,sdg,BarnAn99,def_int,0,,,,,
player,201011070htx,sdg,BarnAn99,def_int_yds,0,,,,,
player,201011070htx,sdg,BarnAn99,def_int_td,0,,,,,
player,201011070htx,sdg,BarnAn99,def_int_long,0,,,,,
player,201011070htx,sdg,BarnAn99,pass_defended,0,,,,,
player,201011070htx,sdg,BarnAn99,sacks,0.0,,,,,
player,201011070htx,sdg,BarnAn99,tackles_combined,2,,,,,
player,201011070htx,sdg,BarnAn99,tackles_solo,2,,,,,
player,201011070htx,sdg,BarnAn99,tackles_assists,0,,,,,
player,201011070htx,sdg,BarnAn99,tackles_loss,0,,,,,
player,201011070htx,sdg,BarnAn99,qb_hits,0,,,,,
player,201011070htx,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201011070htx,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201011070htx,sdg,CastLu20,def_int,0,,,,,
player,201011070htx,sdg,CastLu20,def_int_yds,0,,,,,
player,201011070htx,sdg,CastLu20,def_int_td,0,,,,,
player,201011070htx,sdg,CastLu20,def_int_long,0,,,,,
player,201011070htx,sdg,CastLu20,pass_defended,0,,,,,
player,201011070htx,sdg,CastLu20,sacks,0.0,,,,,
player,201011070htx,sdg,CastLu20,tackles_combined,2,,,,,
player,201011070htx,sdg,CastLu20,tackles_solo,2,,,,,
player,201011070htx,sdg,CastLu20,tackles_assists,0,,,,,
player,201011070htx,sdg,CastLu20,tackles_loss,0,,,,,
player,201011070htx,sdg,CastLu20,qb_hits,0,,,,,
player,201011070htx,sdg,CastLu20,fumbles_rec,0,,,,,
player,201011070htx,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,CastLu20,fumbles_forced,0,,,,,
player,201011070htx,sdg,HerrDa99,def_int,0,,,,,
player,201011070htx,sdg,HerrDa99,def_int_yds,0,,,,,
player,201011070htx,sdg,HerrDa99,def_int_td,0,,,,,
player,201011070htx,sdg,HerrDa99,def_int_long,0,,,,,
player,201011070htx,sdg,HerrDa99,pass_defended,0,,,,,
player,201011070htx,sdg,HerrDa99,sacks,0.0,,,,,
player,201011070htx,sdg,HerrDa99,tackles_combined,2,,,,,
player,201011070htx,sdg,HerrDa99,tackles_solo,0,,,,,
player,201011070htx,sdg,HerrDa99,tackles_assists,2,,,,,
player,201011070htx,sdg,HerrDa99,tackles_loss,0,,,,,
player,201011070htx,sdg,HerrDa99,qb_hits,0,,,,,
player,201011070htx,sdg,HerrDa99,fumbles_rec,0,,,,,
player,201011070htx,sdg,HerrDa99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,HerrDa99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,HerrDa99,fumbles_forced,0,,,,,
player,201011070htx,sdg,JohnTr20,def_int,0,,,,,
player,201011070htx,sdg,JohnTr20,def_int_yds,0,,,,,
player,201011070htx,sdg,JohnTr20,def_int_td,0,,,,,
player,201011070htx,sdg,JohnTr20,def_int_long,0,,,,,
player,201011070htx,sdg,JohnTr20,pass_defended,0,,,,,
player,201011070htx,sdg,JohnTr20,sacks,0.0,,,,,
player,201011070htx,sdg,JohnTr20,tackles_combined,2,,,,,
player,201011070htx,sdg,JohnTr20,tackles_solo,1,,,,,
player,201011070htx,sdg,JohnTr20,tackles_assists,1,,,,,
player,201011070htx,sdg,JohnTr20,tackles_loss,0,,,,,
player,201011070htx,sdg,JohnTr20,qb_hits,0,,,,,
player,201011070htx,sdg,JohnTr20,fumbles_rec,0,,,,,
player,201011070htx,sdg,JohnTr20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,JohnTr20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,JohnTr20,fumbles_forced,0,,,,,
player,201011070htx,sdg,PhilSh20,def_int,0,,,,,
player,201011070htx,sdg,PhilSh20,def_int_yds,0,,,,,
player,201011070htx,sdg,PhilSh20,def_int_td,0,,,,,
player,201011070htx,sdg,PhilSh20,def_int_long,0,,,,,
player,201011070htx,sdg,PhilSh20,pass_defended,1,,,,,
player,201011070htx,sdg,PhilSh20,sacks,0.0,,,,,
player,201011070htx,sdg,PhilSh20,tackles_combined,2,,,,,
player,201011070htx,sdg,PhilSh20,tackles_solo,2,,,,,
player,201011070htx,sdg,PhilSh20,tackles_assists,0,,,,,
player,201011070htx,sdg,PhilSh20,tackles_loss,0,,,,,
player,201011070htx,sdg,PhilSh20,qb_hits,0,,,,,
player,201011070htx,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201011070htx,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201011070htx,sdg,EnglLa99,def_int,0,,,,,
player,201011070htx,sdg,EnglLa99,def_int_yds,0,,,,,
player,201011070htx,sdg,EnglLa99,def_int_td,0,,,,,
player,201011070htx,sdg,EnglLa99,def_int_long,0,,,,,
player,201011070htx,sdg,EnglLa99,pass_defended,0,,,,,
player,201011070htx,sdg,EnglLa99,sacks,0.0,,,,,
player,201011070htx,sdg,EnglLa99,tackles_combined,1,,,,,
player,201011070htx,sdg,EnglLa99,tackles_solo,0,,,,,
player,201011070htx,sdg,EnglLa99,tackles_assists,1,,,,,
player,201011070htx,sdg,EnglLa99,tackles_loss,0,,,,,
player,201011070htx,sdg,EnglLa99,qb_hits,0,,,,,
player,201011070htx,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201011070htx,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201011070htx,sdg,MartVa99,def_int,0,,,,,
player,201011070htx,sdg,MartVa99,def_int_yds,0,,,,,
player,201011070htx,sdg,MartVa99,def_int_td,0,,,,,
player,201011070htx,sdg,MartVa99,def_int_long,0,,,,,
player,201011070htx,sdg,MartVa99,pass_defended,0,,,,,
player,201011070htx,sdg,MartVa99,sacks,0.0,,,,,
player,201011070htx,sdg,MartVa99,tackles_combined,1,,,,,
player,201011070htx,sdg,MartVa99,tackles_solo,0,,,,,
player,201011070htx,sdg,MartVa99,tackles_assists,1,,,,,
player,201011070htx,sdg,MartVa99,tackles_loss,0,,,,,
player,201011070htx,sdg,MartVa99,qb_hits,0,,,,,
player,201011070htx,sdg,MartVa99,fumbles_rec,0,,,,,
player,201011070htx,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,MartVa99,fumbles_forced,0,,,,,
player,201011070htx,sdg,NwagOg00,def_int,0,,,,,
player,201011070htx,sdg,NwagOg00,def_int_yds,0,,,,,
player,201011070htx,sdg,NwagOg00,def_int_td,0,,,,,
player,201011070htx,sdg,NwagOg00,def_int_long,0,,,,,
player,201011070htx,sdg,NwagOg00,pass_defended,0,,,,,
player,201011070htx,sdg,NwagOg00,sacks,0.0,,,,,
player,201011070htx,sdg,NwagOg00,tackles_combined,1,,,,,
player,201011070htx,sdg,NwagOg00,tackles_solo,0,,,,,
player,201011070htx,sdg,NwagOg00,tackles_assists,1,,,,,
player,201011070htx,sdg,NwagOg00,tackles_loss,0,,,,,
player,201011070htx,sdg,NwagOg00,qb_hits,0,,,,,
player,201011070htx,sdg,NwagOg00,fumbles_rec,0,,,,,
player,201011070htx,sdg,NwagOg00,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,NwagOg00,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,NwagOg00,fumbles_forced,0,,,,,
player,201011070htx,sdg,WilsKr00,def_int,0,,,,,
player,201011070htx,sdg,WilsKr00,def_int_yds,0,,,,,
player,201011070htx,sdg,WilsKr00,def_int_td,0,,,,,
player,201011070htx,sdg,WilsKr00,def_int_long,0,,,,,
player,201011070htx,sdg,WilsKr00,pass_defended,0,,,,,
player,201011070htx,sdg,WilsKr00,sacks,0.0,,,,,
player,201011070htx,sdg,WilsKr00,tackles_combined,1,,,,,
player,201011070htx,sdg,WilsKr00,tackles_solo,1,,,,,
player,201011070htx,sdg,WilsKr00,tackles_assists,0,,,,,
player,201011070htx,sdg,WilsKr00,tackles_loss,0,,,,,
player,201011070htx,sdg,WilsKr00,qb_hits,0,,,,,
player,201011070htx,sdg,WilsKr00,fumbles_rec,0,,,,,
player,201011070htx,sdg,WilsKr00,fumbles_rec_yds,0,,,,,
player,201011070htx,sdg,WilsKr00,fumbles_rec_td,0,,,,,
player,201011070htx,sdg,WilsKr00,fumbles_forced,0,,,,,
player,201011070htx,htx,JackKa99,def_int,1,,,,,
player,201011070htx,htx,JackKa99,def_int_yds,0,,,,,
player,201011070htx,htx,JackKa99,def_int_td,0,,,,,
player,201011070htx,htx,JackKa99,def_int_long,0,,,,,
player,201011070htx,htx,JackKa99,pass_defended,1,,,,,
player,201011070htx,htx,JackKa99,sacks,0.0,,,,,
player,201011070htx,htx,JackKa99,tackles_combined,6,,,,,
player,201011070htx,htx,JackKa99,tackles_solo,5,,,,,
player,201011070htx,htx,JackKa99,tackles_assists,1,,,,,
player,201011070htx,htx,JackKa99,tackles_loss,0,,,,,
player,201011070htx,htx,JackKa99,qb_hits,0,,,,,
player,201011070htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201011070htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201011070htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201011070htx,htx,SmitAn22,def_int,0,,,,,
player,201011070htx,htx,SmitAn22,def_int_yds,0,,,,,
player,201011070htx,htx,SmitAn22,def_int_td,0,,,,,
player,201011070htx,htx,SmitAn22,def_int_long,0,,,,,
player,201011070htx,htx,SmitAn22,pass_defended,0,,,,,
player,201011070htx,htx,SmitAn22,sacks,0.5,,,,,
player,201011070htx,htx,SmitAn22,tackles_combined,5,,,,,
player,201011070htx,htx,SmitAn22,tackles_solo,4,,,,,
player,201011070htx,htx,SmitAn22,tackles_assists,1,,,,,
player,201011070htx,htx,SmitAn22,tackles_loss,0,,,,,
player,201011070htx,htx,SmitAn22,qb_hits,3,,,,,
player,201011070htx,htx,SmitAn22,fumbles_rec,0,,,,,
player,201011070htx,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201011070htx,htx,SmitAn22,fumbles_forced,0,,,,,
player,201011070htx,htx,WillMa22,def_int,0,,,,,
player,201011070htx,htx,WillMa22,def_int_yds,0,,,,,
player,201011070htx,htx,WillMa22,def_int_td,0,,,,,
player,201011070htx,htx,WillMa22,def_int_long,0,,,,,
player,201011070htx,htx,WillMa22,pass_defended,0,,,,,
player,201011070htx,htx,WillMa22,sacks,0.5,,,,,
player,201011070htx,htx,WillMa22,tackles_combined,2,,,,,
player,201011070htx,htx,WillMa22,tackles_solo,1,,,,,
player,201011070htx,htx,WillMa22,tackles_assists,1,,,,,
player,201011070htx,htx,WillMa22,tackles_loss,0,,,,,
player,201011070htx,htx,WillMa22,qb_hits,1,,,,,
player,201011070htx,htx,WillMa22,fumbles_rec,0,,,,,
player,201011070htx,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201011070htx,htx,WillMa22,fumbles_forced,0,,,,,
player,201011070htx,htx,PollBe20,def_int,0,,,,,
player,201011070htx,htx,PollBe20,def_int_yds,0,,,,,
player,201011070htx,htx,PollBe20,def_int_td,0,,,,,
player,201011070htx,htx,PollBe20,def_int_long,0,,,,,
player,201011070htx,htx,PollBe20,pass_defended,0,,,,,
player,201011070htx,htx,PollBe20,sacks,0.0,,,,,
player,201011070htx,htx,PollBe20,tackles_combined,9,,,,,
player,201011070htx,htx,PollBe20,tackles_solo,8,,,,,
player,201011070htx,htx,PollBe20,tackles_assists,1,,,,,
player,201011070htx,htx,PollBe20,tackles_loss,0,,,,,
player,201011070htx,htx,PollBe20,qb_hits,0,,,,,
player,201011070htx,htx,PollBe20,fumbles_rec,0,,,,,
player,201011070htx,htx,PollBe20,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,PollBe20,fumbles_rec_td,0,,,,,
player,201011070htx,htx,PollBe20,fumbles_forced,1,,,,,
player,201011070htx,htx,DileZa99,def_int,0,,,,,
player,201011070htx,htx,DileZa99,def_int_yds,0,,,,,
player,201011070htx,htx,DileZa99,def_int_td,0,,,,,
player,201011070htx,htx,DileZa99,def_int_long,0,,,,,
player,201011070htx,htx,DileZa99,pass_defended,0,,,,,
player,201011070htx,htx,DileZa99,sacks,0.0,,,,,
player,201011070htx,htx,DileZa99,tackles_combined,8,,,,,
player,201011070htx,htx,DileZa99,tackles_solo,3,,,,,
player,201011070htx,htx,DileZa99,tackles_assists,5,,,,,
player,201011070htx,htx,DileZa99,tackles_loss,0,,,,,
player,201011070htx,htx,DileZa99,qb_hits,0,,,,,
player,201011070htx,htx,DileZa99,fumbles_rec,0,,,,,
player,201011070htx,htx,DileZa99,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,DileZa99,fumbles_rec_td,0,,,,,
player,201011070htx,htx,DileZa99,fumbles_forced,0,,,,,
player,201011070htx,htx,BentKe20,def_int,0,,,,,
player,201011070htx,htx,BentKe20,def_int_yds,0,,,,,
player,201011070htx,htx,BentKe20,def_int_td,0,,,,,
player,201011070htx,htx,BentKe20,def_int_long,0,,,,,
player,201011070htx,htx,BentKe20,pass_defended,0,,,,,
player,201011070htx,htx,BentKe20,sacks,0.0,,,,,
player,201011070htx,htx,BentKe20,tackles_combined,5,,,,,
player,201011070htx,htx,BentKe20,tackles_solo,2,,,,,
player,201011070htx,htx,BentKe20,tackles_assists,3,,,,,
player,201011070htx,htx,BentKe20,tackles_loss,0,,,,,
player,201011070htx,htx,BentKe20,qb_hits,0,,,,,
player,201011070htx,htx,BentKe20,fumbles_rec,0,,,,,
player,201011070htx,htx,BentKe20,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,BentKe20,fumbles_rec_td,0,,,,,
player,201011070htx,htx,BentKe20,fumbles_forced,0,,,,,
player,201011070htx,htx,CushBr99,def_int,0,,,,,
player,201011070htx,htx,CushBr99,def_int_yds,0,,,,,
player,201011070htx,htx,CushBr99,def_int_td,0,,,,,
player,201011070htx,htx,CushBr99,def_int_long,0,,,,,
player,201011070htx,htx,CushBr99,pass_defended,0,,,,,
player,201011070htx,htx,CushBr99,sacks,0.0,,,,,
player,201011070htx,htx,CushBr99,tackles_combined,5,,,,,
player,201011070htx,htx,CushBr99,tackles_solo,2,,,,,
player,201011070htx,htx,CushBr99,tackles_assists,3,,,,,
player,201011070htx,htx,CushBr99,tackles_loss,0,,,,,
player,201011070htx,htx,CushBr99,qb_hits,0,,,,,
player,201011070htx,htx,CushBr99,fumbles_rec,0,,,,,
player,201011070htx,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201011070htx,htx,CushBr99,fumbles_forced,0,,,,,
player,201011070htx,htx,WilsEu20,def_int,0,,,,,
player,201011070htx,htx,WilsEu20,def_int_yds,0,,,,,
player,201011070htx,htx,WilsEu20,def_int_td,0,,,,,
player,201011070htx,htx,WilsEu20,def_int_long,0,,,,,
player,201011070htx,htx,WilsEu20,pass_defended,0,,,,,
player,201011070htx,htx,WilsEu20,sacks,0.0,,,,,
player,201011070htx,htx,WilsEu20,tackles_combined,5,,,,,
player,201011070htx,htx,WilsEu20,tackles_solo,3,,,,,
player,201011070htx,htx,WilsEu20,tackles_assists,2,,,,,
player,201011070htx,htx,WilsEu20,tackles_loss,0,,,,,
player,201011070htx,htx,WilsEu20,qb_hits,0,,,,,
player,201011070htx,htx,WilsEu20,fumbles_rec,0,,,,,
player,201011070htx,htx,WilsEu20,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,WilsEu20,fumbles_rec_td,0,,,,,
player,201011070htx,htx,WilsEu20,fumbles_forced,0,,,,,
player,201011070htx,htx,MoldAn99,def_int,0,,,,,
player,201011070htx,htx,MoldAn99,def_int_yds,0,,,,,
player,201011070htx,htx,MoldAn99,def_int_td,0,,,,,
player,201011070htx,htx,MoldAn99,def_int_long,0,,,,,
player,201011070htx,htx,MoldAn99,pass_defended,0,,,,,
player,201011070htx,htx,MoldAn99,sacks,0.0,,,,,
player,201011070htx,htx,MoldAn99,tackles_combined,2,,,,,
player,201011070htx,htx,MoldAn99,tackles_solo,1,,,,,
player,201011070htx,htx,MoldAn99,tackles_assists,1,,,,,
player,201011070htx,htx,MoldAn99,tackles_loss,0,,,,,
player,201011070htx,htx,MoldAn99,qb_hits,0,,,,,
player,201011070htx,htx,MoldAn99,fumbles_rec,0,,,,,
player,201011070htx,htx,MoldAn99,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,MoldAn99,fumbles_rec_td,0,,,,,
player,201011070htx,htx,MoldAn99,fumbles_forced,0,,,,,
player,201011070htx,htx,QuinGl99,def_int,0,,,,,
player,201011070htx,htx,QuinGl99,def_int_yds,0,,,,,
player,201011070htx,htx,QuinGl99,def_int_td,0,,,,,
player,201011070htx,htx,QuinGl99,def_int_long,0,,,,,
player,201011070htx,htx,QuinGl99,pass_defended,0,,,,,
player,201011070htx,htx,QuinGl99,sacks,0.0,,,,,
player,201011070htx,htx,QuinGl99,tackles_combined,2,,,,,
player,201011070htx,htx,QuinGl99,tackles_solo,2,,,,,
player,201011070htx,htx,QuinGl99,tackles_assists,0,,,,,
player,201011070htx,htx,QuinGl99,tackles_loss,0,,,,,
player,201011070htx,htx,QuinGl99,qb_hits,0,,,,,
player,201011070htx,htx,QuinGl99,fumbles_rec,1,,,,,
player,201011070htx,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201011070htx,htx,QuinGl99,fumbles_forced,0,,,,,
player,201011070htx,htx,SharDa01,def_int,0,,,,,
player,201011070htx,htx,SharDa01,def_int_yds,0,,,,,
player,201011070htx,htx,SharDa01,def_int_td,0,,,,,
player,201011070htx,htx,SharDa01,def_int_long,0,,,,,
player,201011070htx,htx,SharDa01,pass_defended,0,,,,,
player,201011070htx,htx,SharDa01,sacks,0.0,,,,,
player,201011070htx,htx,SharDa01,tackles_combined,2,,,,,
player,201011070htx,htx,SharDa01,tackles_solo,2,,,,,
player,201011070htx,htx,SharDa01,tackles_assists,0,,,,,
player,201011070htx,htx,SharDa01,tackles_loss,0,,,,,
player,201011070htx,htx,SharDa01,qb_hits,0,,,,,
player,201011070htx,htx,SharDa01,fumbles_rec,0,,,,,
player,201011070htx,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201011070htx,htx,SharDa01,fumbles_forced,0,,,,,
player,201011070htx,htx,AndeMa21,def_int,0,,,,,
player,201011070htx,htx,AndeMa21,def_int_yds,0,,,,,
player,201011070htx,htx,AndeMa21,def_int_td,0,,,,,
player,201011070htx,htx,AndeMa21,def_int_long,0,,,,,
player,201011070htx,htx,AndeMa21,pass_defended,0,,,,,
player,201011070htx,htx,AndeMa21,sacks,0.0,,,,,
player,201011070htx,htx,AndeMa21,tackles_combined,1,,,,,
player,201011070htx,htx,AndeMa21,tackles_solo,1,,,,,
player,201011070htx,htx,AndeMa21,tackles_assists,0,,,,,
player,201011070htx,htx,AndeMa21,tackles_loss,0,,,,,
player,201011070htx,htx,AndeMa21,qb_hits,0,,,,,
player,201011070htx,htx,AndeMa21,fumbles_rec,0,,,,,
player,201011070htx,htx,AndeMa21,fumbles_rec_yds,0,,,,,
player,201011070htx,htx,AndeMa21,fumbles_rec_td,0,,,,,
player,201011070htx,htx,AndeMa21,fumbles_forced,0,,,,,
player,201011070htx,htx,CaseJa00,def_int,0,,,,,
player,201011070htx,htx,CaseJa00,def_int_yds,0,,,,,
