game,2010,13,20101205,201012050sea,car,"Carolina Panthers",14,sea,"Seattle Seahawks",31
team,201012050sea,car,First Downs,18,,,,,,
team,201012050sea,sea,First Downs,25,,,,,,
team,201012050sea,car,Rush-Yds-TDs,30-131-2,,,,,,
team,201012050sea,sea,Rush-Yds-TDs,31-161-3,,,,,,
team,201012050sea,car,Cmp-Att-Yd-TD-INT,18-34-169-0-1,,,,,,
team,201012050sea,sea,Cmp-Att-Yd-TD-INT,17-30-229-0-2,,,,,,
team,201012050sea,car,Sacked-Yards,3-17,,,,,,
team,201012050sea,sea,Sacked-Yards,3-19,,,,,,
team,201012050sea,car,Net Pass Yards,152,,,,,,
team,201012050sea,sea,Net Pass Yards,210,,,,,,
team,201012050sea,car,Total Yards,283,,,,,,
team,201012050sea,sea,Total Yards,371,,,,,,
team,201012050sea,car,Fumbles-Lost,1-0,,,,,,
team,201012050sea,sea,Fumbles-Lost,0-0,,,,,,
team,201012050sea,car,Turnovers,1,,,,,,
team,201012050sea,sea,Turnovers,2,,,,,,
team,201012050sea,car,Penalties-Yards,8-53,,,,,,
team,201012050sea,sea,Penalties-Yards,4-20,,,,,,
team,201012050sea,car,Third Down Conv.,5-15,,,,,,
team,201012050sea,sea,Third Down Conv.,5-10,,,,,,
team,201012050sea,car,Fourth Down Conv.,1-2,,,,,,
team,201012050sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201012050sea,car,Time of Possession,30:30,,,,,,
team,201012050sea,sea,Time of Possession,29:30,,,,,,
player,201012050sea,car,ClauJi00,pass_cmp,18,,,,,
player,201012050sea,car,ClauJi00,pass_att,34,,,,,
player,201012050sea,car,ClauJi00,pass_yds,169,,,,,
player,201012050sea,car,ClauJi00,pass_td,0,,,,,
player,201012050sea,car,ClauJi00,pass_int,1,,,,,
player,201012050sea,car,ClauJi00,pass_sacked,3,,,,,
player,201012050sea,car,ClauJi00,pass_sacked_yds,17,,,,,
player,201012050sea,car,ClauJi00,pass_long,39,,,,,
player,201012050sea,car,ClauJi00,pass_rating,54.7,,,,,
player,201012050sea,car,ClauJi00,rush_att,1,,,,,
player,201012050sea,car,ClauJi00,rush_yds,0,,,,,
player,201012050sea,car,ClauJi00,rush_td,0,,,,,
player,201012050sea,car,ClauJi00,rush_long,0,,,,,
player,201012050sea,car,ClauJi00,targets,0,,,,,
player,201012050sea,car,ClauJi00,rec,0,,,,,
player,201012050sea,car,ClauJi00,rec_yds,0,,,,,
player,201012050sea,car,ClauJi00,rec_td,0,,,,,
player,201012050sea,car,ClauJi00,rec_long,0,,,,,
player,201012050sea,car,ClauJi00,fumbles,1,,,,,
player,201012050sea,car,ClauJi00,fumbles_lost,0,,,,,
player,201012050sea,car,StewJo00,pass_cmp,0,,,,,
player,201012050sea,car,StewJo00,pass_att,0,,,,,
player,201012050sea,car,StewJo00,pass_yds,0,,,,,
player,201012050sea,car,StewJo00,pass_td,0,,,,,
player,201012050sea,car,StewJo00,pass_int,0,,,,,
player,201012050sea,car,StewJo00,pass_sacked,,,,,,
player,201012050sea,car,StewJo00,pass_sacked_yds,,,,,,
player,201012050sea,car,StewJo00,pass_long,0,,,,,
player,201012050sea,car,StewJo00,pass_rating,,,,,,
player,201012050sea,car,StewJo00,rush_att,21,,,,,
player,201012050sea,car,StewJo00,rush_yds,92,,,,,
player,201012050sea,car,StewJo00,rush_td,1,,,,,
player,201012050sea,car,StewJo00,rush_long,14,,,,,
player,201012050sea,car,StewJo00,targets,1,,,,,
player,201012050sea,car,StewJo00,rec,1,,,,,
player,201012050sea,car,StewJo00,rec_yds,7,,,,,
player,201012050sea,car,StewJo00,rec_td,0,,,,,
player,201012050sea,car,StewJo00,rec_long,7,,,,,
player,201012050sea,car,StewJo00,fumbles,0,,,,,
player,201012050sea,car,StewJo00,fumbles_lost,,,,,,
player,201012050sea,car,GoodMi00,pass_cmp,0,,,,,
player,201012050sea,car,GoodMi00,pass_att,0,,,,,
player,201012050sea,car,GoodMi00,pass_yds,0,,,,,
player,201012050sea,car,GoodMi00,pass_td,0,,,,,
player,201012050sea,car,GoodMi00,pass_int,0,,,,,
