game,2010,8,20101031,201010310cin,mia,"Miami Dolphins",22,cin,"Cincinnati Bengals",14
player,201010310cin,mia,CrowCh20,def_int,0,,,,,
player,201010310cin,mia,CrowCh20,def_int_yds,0,,,,,
player,201010310cin,mia,CrowCh20,def_int_td,0,,,,,
player,201010310cin,mia,CrowCh20,def_int_long,0,,,,,
player,201010310cin,mia,CrowCh20,pass_defended,1,,,,,
player,201010310cin,mia,CrowCh20,sacks,0.0,,,,,
player,201010310cin,mia,CrowCh20,tackles_combined,4,,,,,
player,201010310cin,mia,CrowCh20,tackles_solo,3,,,,,
player,201010310cin,mia,CrowCh20,tackles_assists,1,,,,,
player,201010310cin,mia,CrowCh20,tackles_loss,0,,,,,
player,201010310cin,mia,CrowCh20,qb_hits,0,,,,,
player,201010310cin,mia,CrowCh20,fumbles_rec,0,,,,,
player,201010310cin,mia,CrowCh20,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,CrowCh20,fumbles_rec_td,0,,,,,
player,201010310cin,mia,CrowCh20,fumbles_forced,0,,,,,
player,201010310cin,mia,DaviVo99,def_int,0,,,,,
player,201010310cin,mia,DaviVo99,def_int_yds,0,,,,,
player,201010310cin,mia,DaviVo99,def_int_td,0,,,,,
player,201010310cin,mia,DaviVo99,def_int_long,0,,,,,
player,201010310cin,mia,DaviVo99,pass_defended,1,,,,,
player,201010310cin,mia,DaviVo99,sacks,0.0,,,,,
player,201010310cin,mia,DaviVo99,tackles_combined,4,,,,,
player,201010310cin,mia,DaviVo99,tackles_solo,1,,,,,
player,201010310cin,mia,DaviVo99,tackles_assists,3,,,,,
player,201010310cin,mia,DaviVo99,tackles_loss,0,,,,,
player,201010310cin,mia,DaviVo99,qb_hits,0,,,,,
player,201010310cin,mia,DaviVo99,fumbles_rec,0,,,,,
player,201010310cin,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201010310cin,mia,DaviVo99,fumbles_forced,0,,,,,
player,201010310cin,mia,LangKe98,def_int,0,,,,,
player,201010310cin,mia,LangKe98,def_int_yds,0,,,,,
player,201010310cin,mia,LangKe98,def_int_td,0,,,,,
player,201010310cin,mia,LangKe98,def_int_long,0,,,,,
player,201010310cin,mia,LangKe98,pass_defended,1,,,,,
player,201010310cin,mia,LangKe98,sacks,0.0,,,,,
player,201010310cin,mia,LangKe98,tackles_combined,4,,,,,
player,201010310cin,mia,LangKe98,tackles_solo,2,,,,,
player,201010310cin,mia,LangKe98,tackles_assists,2,,,,,
player,201010310cin,mia,LangKe98,tackles_loss,0,,,,,
player,201010310cin,mia,LangKe98,qb_hits,0,,,,,
player,201010310cin,mia,LangKe98,fumbles_rec,0,,,,,
player,201010310cin,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201010310cin,mia,LangKe98,fumbles_forced,0,,,,,
player,201010310cin,mia,CulvTy20,def_int,0,,,,,
player,201010310cin,mia,CulvTy20,def_int_yds,0,,,,,
player,201010310cin,mia,CulvTy20,def_int_td,0,,,,,
player,201010310cin,mia,CulvTy20,def_int_long,0,,,,,
player,201010310cin,mia,CulvTy20,pass_defended,1,,,,,
player,201010310cin,mia,CulvTy20,sacks,0.0,,,,,
player,201010310cin,mia,CulvTy20,tackles_combined,3,,,,,
player,201010310cin,mia,CulvTy20,tackles_solo,3,,,,,
player,201010310cin,mia,CulvTy20,tackles_assists,0,,,,,
player,201010310cin,mia,CulvTy20,tackles_loss,0,,,,,
player,201010310cin,mia,CulvTy20,qb_hits,0,,,,,
player,201010310cin,mia,CulvTy20,fumbles_rec,0,,,,,
player,201010310cin,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201010310cin,mia,CulvTy20,fumbles_forced,0,,,,,
player,201010310cin,mia,WakeCa00,def_int,0,,,,,
player,201010310cin,mia,WakeCa00,def_int_yds,0,,,,,
player,201010310cin,mia,WakeCa00,def_int_td,0,,,,,
player,201010310cin,mia,WakeCa00,def_int_long,0,,,,,
player,201010310cin,mia,WakeCa00,pass_defended,0,,,,,
player,201010310cin,mia,WakeCa00,sacks,0.0,,,,,
player,201010310cin,mia,WakeCa00,tackles_combined,3,,,,,
player,201010310cin,mia,WakeCa00,tackles_solo,1,,,,,
player,201010310cin,mia,WakeCa00,tackles_assists,2,,,,,
player,201010310cin,mia,WakeCa00,tackles_loss,0,,,,,
player,201010310cin,mia,WakeCa00,qb_hits,2,,,,,
player,201010310cin,mia,WakeCa00,fumbles_rec,0,,,,,
player,201010310cin,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201010310cin,mia,WakeCa00,fumbles_forced,0,,,,,
player,201010310cin,mia,AlleJa23,def_int,0,,,,,
player,201010310cin,mia,AlleJa23,def_int_yds,0,,,,,
player,201010310cin,mia,AlleJa23,def_int_td,0,,,,,
player,201010310cin,mia,AlleJa23,def_int_long,0,,,,,
player,201010310cin,mia,AlleJa23,pass_defended,1,,,,,
player,201010310cin,mia,AlleJa23,sacks,0.0,,,,,
player,201010310cin,mia,AlleJa23,tackles_combined,2,,,,,
player,201010310cin,mia,AlleJa23,tackles_solo,0,,,,,
player,201010310cin,mia,AlleJa23,tackles_assists,2,,,,,
player,201010310cin,mia,AlleJa23,tackles_loss,0,,,,,
player,201010310cin,mia,AlleJa23,qb_hits,0,,,,,
player,201010310cin,mia,AlleJa23,fumbles_rec,0,,,,,
player,201010310cin,mia,AlleJa23,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,AlleJa23,fumbles_rec_td,0,,,,,
player,201010310cin,mia,AlleJa23,fumbles_forced,0,,,,,
player,201010310cin,mia,McDaTo20,def_int,0,,,,,
player,201010310cin,mia,McDaTo20,def_int_yds,0,,,,,
player,201010310cin,mia,McDaTo20,def_int_td,0,,,,,
player,201010310cin,mia,McDaTo20,def_int_long,0,,,,,
player,201010310cin,mia,McDaTo20,pass_defended,0,,,,,
player,201010310cin,mia,McDaTo20,sacks,0.0,,,,,
player,201010310cin,mia,McDaTo20,tackles_combined,2,,,,,
player,201010310cin,mia,McDaTo20,tackles_solo,1,,,,,
player,201010310cin,mia,McDaTo20,tackles_assists,1,,,,,
player,201010310cin,mia,McDaTo20,tackles_loss,0,,,,,
player,201010310cin,mia,McDaTo20,qb_hits,0,,,,,
player,201010310cin,mia,McDaTo20,fumbles_rec,0,,,,,
player,201010310cin,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201010310cin,mia,McDaTo20,fumbles_forced,0,,,,,
player,201010310cin,mia,StarRa20,def_int,0,,,,,
player,201010310cin,mia,StarRa20,def_int_yds,0,,,,,
player,201010310cin,mia,StarRa20,def_int_td,0,,,,,
player,201010310cin,mia,StarRa20,def_int_long,0,,,,,
player,201010310cin,mia,StarRa20,pass_defended,0,,,,,
player,201010310cin,mia,StarRa20,sacks,0.0,,,,,
player,201010310cin,mia,StarRa20,tackles_combined,2,,,,,
player,201010310cin,mia,StarRa20,tackles_solo,1,,,,,
player,201010310cin,mia,StarRa20,tackles_assists,1,,,,,
player,201010310cin,mia,StarRa20,tackles_loss,0,,,,,
player,201010310cin,mia,StarRa20,qb_hits,1,,,,,
player,201010310cin,mia,StarRa20,fumbles_rec,0,,,,,
player,201010310cin,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201010310cin,mia,StarRa20,fumbles_forced,0,,,,,
player,201010310cin,mia,ClemCh97,def_int,0,,,,,
player,201010310cin,mia,ClemCh97,def_int_yds,0,,,,,
player,201010310cin,mia,ClemCh97,def_int_td,0,,,,,
player,201010310cin,mia,ClemCh97,def_int_long,0,,,,,
player,201010310cin,mia,ClemCh97,pass_defended,1,,,,,
player,201010310cin,mia,ClemCh97,sacks,0.0,,,,,
player,201010310cin,mia,ClemCh97,tackles_combined,1,,,,,
player,201010310cin,mia,ClemCh97,tackles_solo,1,,,,,
player,201010310cin,mia,ClemCh97,tackles_assists,0,,,,,
player,201010310cin,mia,ClemCh97,tackles_loss,0,,,,,
player,201010310cin,mia,ClemCh97,qb_hits,0,,,,,
player,201010310cin,mia,ClemCh97,fumbles_rec,0,,,,,
player,201010310cin,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201010310cin,mia,ClemCh97,fumbles_forced,0,,,,,
player,201010310cin,mia,CobbPa00,def_int,0,,,,,
player,201010310cin,mia,CobbPa00,def_int_yds,0,,,,,
player,201010310cin,mia,CobbPa00,def_int_td,0,,,,,
player,201010310cin,mia,CobbPa00,def_int_long,0,,,,,
player,201010310cin,mia,CobbPa00,pass_defended,0,,,,,
player,201010310cin,mia,CobbPa00,sacks,0.0,,,,,
player,201010310cin,mia,CobbPa00,tackles_combined,1,,,,,
player,201010310cin,mia,CobbPa00,tackles_solo,1,,,,,
player,201010310cin,mia,CobbPa00,tackles_assists,0,,,,,
player,201010310cin,mia,CobbPa00,tackles_loss,0,,,,,
player,201010310cin,mia,CobbPa00,qb_hits,0,,,,,
player,201010310cin,mia,CobbPa00,fumbles_rec,0,,,,,
player,201010310cin,mia,CobbPa00,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,CobbPa00,fumbles_rec_td,0,,,,,
player,201010310cin,mia,CobbPa00,fumbles_forced,0,,,,,
player,201010310cin,mia,DobbTi20,def_int,0,,,,,
player,201010310cin,mia,DobbTi20,def_int_yds,0,,,,,
player,201010310cin,mia,DobbTi20,def_int_td,0,,,,,
player,201010310cin,mia,DobbTi20,def_int_long,0,,,,,
player,201010310cin,mia,DobbTi20,pass_defended,0,,,,,
player,201010310cin,mia,DobbTi20,sacks,0.0,,,,,
player,201010310cin,mia,DobbTi20,tackles_combined,1,,,,,
player,201010310cin,mia,DobbTi20,tackles_solo,1,,,,,
player,201010310cin,mia,DobbTi20,tackles_assists,0,,,,,
player,201010310cin,mia,DobbTi20,tackles_loss,0,,,,,
player,201010310cin,mia,DobbTi20,qb_hits,0,,,,,
player,201010310cin,mia,DobbTi20,fumbles_rec,0,,,,,
player,201010310cin,mia,DobbTi20,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,DobbTi20,fumbles_rec_td,0,,,,,
player,201010310cin,mia,DobbTi20,fumbles_forced,0,,,,,
player,201010310cin,mia,HillLe00,def_int,0,,,,,
player,201010310cin,mia,HillLe00,def_int_yds,0,,,,,
player,201010310cin,mia,HillLe00,def_int_td,0,,,,,
player,201010310cin,mia,HillLe00,def_int_long,0,,,,,
player,201010310cin,mia,HillLe00,pass_defended,0,,,,,
player,201010310cin,mia,HillLe00,sacks,0.0,,,,,
player,201010310cin,mia,HillLe00,tackles_combined,1,,,,,
player,201010310cin,mia,HillLe00,tackles_solo,0,,,,,
player,201010310cin,mia,HillLe00,tackles_assists,1,,,,,
player,201010310cin,mia,HillLe00,tackles_loss,0,,,,,
player,201010310cin,mia,HillLe00,qb_hits,0,,,,,
player,201010310cin,mia,HillLe00,fumbles_rec,0,,,,,
player,201010310cin,mia,HillLe00,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,HillLe00,fumbles_rec_td,0,,,,,
player,201010310cin,mia,HillLe00,fumbles_forced,0,,,,,
player,201010310cin,mia,MisiKo99,def_int,0,,,,,
player,201010310cin,mia,MisiKo99,def_int_yds,0,,,,,
player,201010310cin,mia,MisiKo99,def_int_td,0,,,,,
player,201010310cin,mia,MisiKo99,def_int_long,0,,,,,
player,201010310cin,mia,MisiKo99,pass_defended,0,,,,,
player,201010310cin,mia,MisiKo99,sacks,0.0,,,,,
player,201010310cin,mia,MisiKo99,tackles_combined,1,,,,,
player,201010310cin,mia,MisiKo99,tackles_solo,1,,,,,
player,201010310cin,mia,MisiKo99,tackles_assists,0,,,,,
player,201010310cin,mia,MisiKo99,tackles_loss,0,,,,,
player,201010310cin,mia,MisiKo99,qb_hits,0,,,,,
player,201010310cin,mia,MisiKo99,fumbles_rec,0,,,,,
player,201010310cin,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201010310cin,mia,MisiKo99,fumbles_forced,0,,,,,
player,201010310cin,mia,MoseQu99,def_int,0,,,,,
player,201010310cin,mia,MoseQu99,def_int_yds,0,,,,,
player,201010310cin,mia,MoseQu99,def_int_td,0,,,,,
player,201010310cin,mia,MoseQu99,def_int_long,0,,,,,
player,201010310cin,mia,MoseQu99,pass_defended,0,,,,,
player,201010310cin,mia,MoseQu99,sacks,0.0,,,,,
player,201010310cin,mia,MoseQu99,tackles_combined,1,,,,,
player,201010310cin,mia,MoseQu99,tackles_solo,1,,,,,
player,201010310cin,mia,MoseQu99,tackles_assists,0,,,,,
player,201010310cin,mia,MoseQu99,tackles_loss,0,,,,,
player,201010310cin,mia,MoseQu99,qb_hits,0,,,,,
player,201010310cin,mia,MoseQu99,fumbles_rec,0,,,,,
player,201010310cin,mia,MoseQu99,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,MoseQu99,fumbles_rec_td,0,,,,,
player,201010310cin,mia,MoseQu99,fumbles_forced,0,,,,,
player,201010310cin,mia,OgleEv20,def_int,0,,,,,
player,201010310cin,mia,OgleEv20,def_int_yds,0,,,,,
player,201010310cin,mia,OgleEv20,def_int_td,0,,,,,
player,201010310cin,mia,OgleEv20,def_int_long,0,,,,,
player,201010310cin,mia,OgleEv20,pass_defended,0,,,,,
player,201010310cin,mia,OgleEv20,sacks,0.0,,,,,
player,201010310cin,mia,OgleEv20,tackles_combined,1,,,,,
player,201010310cin,mia,OgleEv20,tackles_solo,0,,,,,
player,201010310cin,mia,OgleEv20,tackles_assists,1,,,,,
player,201010310cin,mia,OgleEv20,tackles_loss,0,,,,,
player,201010310cin,mia,OgleEv20,qb_hits,0,,,,,
player,201010310cin,mia,OgleEv20,fumbles_rec,0,,,,,
player,201010310cin,mia,OgleEv20,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,OgleEv20,fumbles_rec_td,0,,,,,
player,201010310cin,mia,OgleEv20,fumbles_forced,0,,,,,
player,201010310cin,mia,SoliPa99,def_int,0,,,,,
player,201010310cin,mia,SoliPa99,def_int_yds,0,,,,,
player,201010310cin,mia,SoliPa99,def_int_td,0,,,,,
player,201010310cin,mia,SoliPa99,def_int_long,0,,,,,
player,201010310cin,mia,SoliPa99,pass_defended,0,,,,,
player,201010310cin,mia,SoliPa99,sacks,0.0,,,,,
player,201010310cin,mia,SoliPa99,tackles_combined,1,,,,,
player,201010310cin,mia,SoliPa99,tackles_solo,0,,,,,
player,201010310cin,mia,SoliPa99,tackles_assists,1,,,,,
player,201010310cin,mia,SoliPa99,tackles_loss,0,,,,,
player,201010310cin,mia,SoliPa99,qb_hits,0,,,,,
player,201010310cin,mia,SoliPa99,fumbles_rec,0,,,,,
player,201010310cin,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201010310cin,mia,SoliPa99,fumbles_forced,0,,,,,
player,201010310cin,mia,SpitAu99,def_int,0,,,,,
player,201010310cin,mia,SpitAu99,def_int_yds,0,,,,,
player,201010310cin,mia,SpitAu99,def_int_td,0,,,,,
player,201010310cin,mia,SpitAu99,def_int_long,0,,,,,
player,201010310cin,mia,SpitAu99,pass_defended,0,,,,,
player,201010310cin,mia,SpitAu99,sacks,0.0,,,,,
player,201010310cin,mia,SpitAu99,tackles_combined,1,,,,,
player,201010310cin,mia,SpitAu99,tackles_solo,1,,,,,
player,201010310cin,mia,SpitAu99,tackles_assists,0,,,,,
player,201010310cin,mia,SpitAu99,tackles_loss,0,,,,,
player,201010310cin,mia,SpitAu99,qb_hits,0,,,,,
player,201010310cin,mia,SpitAu99,fumbles_rec,0,,,,,
player,201010310cin,mia,SpitAu99,fumbles_rec_yds,0,,,,,
player,201010310cin,mia,SpitAu99,fumbles_rec_td,0,,,,,
player,201010310cin,mia,SpitAu99,fumbles_forced,0,,,,,
player,201010310cin,mia,BakeRy00,def_int,,,,,,
player,201010310cin,mia,BakeRy00,def_int_yds,,,,,,
player,201010310cin,mia,BakeRy00,def_int_td,,,,,,
player,201010310cin,mia,BakeRy00,def_int_long,,,,,,
player,201010310cin,mia,BakeRy00,pass_defended,1,,,,,
player,201010310cin,mia,BakeRy00,sacks,0.0,,,,,
player,201010310cin,mia,BakeRy00,tackles_combined,0,,,,,
player,201010310cin,mia,BakeRy00,tackles_solo,0,,,,,
player,201010310cin,mia,BakeRy00,tackles_assists,0,,,,,
player,201010310cin,mia,BakeRy00,tackles_loss,0,,,,,
player,201010310cin,mia,BakeRy00,qb_hits,0,,,,,
player,201010310cin,mia,BakeRy00,fumbles_rec,0,,,,,
player,201010310cin,mia,BakeRy00,fumbles_rec_yds,,,,,,
player,201010310cin,mia,BakeRy00,fumbles_rec_td,,,,,,
player,201010310cin,mia,BakeRy00,fumbles_forced,0,,,,,
player,201010310cin,cin,TrenMo99,def_int,1,,,,,
player,201010310cin,cin,TrenMo99,def_int_yds,0,,,,,
player,201010310cin,cin,TrenMo99,def_int_td,0,,,,,
player,201010310cin,cin,TrenMo99,def_int_long,0,,,,,
player,201010310cin,cin,TrenMo99,pass_defended,1,,,,,
player,201010310cin,cin,TrenMo99,sacks,0.0,,,,,
player,201010310cin,cin,TrenMo99,tackles_combined,11,,,,,
player,201010310cin,cin,TrenMo99,tackles_solo,9,,,,,
player,201010310cin,cin,TrenMo99,tackles_assists,2,,,,,
player,201010310cin,cin,TrenMo99,tackles_loss,0,,,,,
player,201010310cin,cin,TrenMo99,qb_hits,0,,,,,
player,201010310cin,cin,TrenMo99,fumbles_rec,0,,,,,
player,201010310cin,cin,TrenMo99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,TrenMo99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,TrenMo99,fumbles_forced,0,,,,,
player,201010310cin,cin,MauaRe99,def_int,0,,,,,
player,201010310cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201010310cin,cin,MauaRe99,def_int_td,0,,,,,
player,201010310cin,cin,MauaRe99,def_int_long,0,,,,,
player,201010310cin,cin,MauaRe99,pass_defended,0,,,,,
player,201010310cin,cin,MauaRe99,sacks,0.0,,,,,
player,201010310cin,cin,MauaRe99,tackles_combined,9,,,,,
player,201010310cin,cin,MauaRe99,tackles_solo,5,,,,,
player,201010310cin,cin,MauaRe99,tackles_assists,4,,,,,
player,201010310cin,cin,MauaRe99,tackles_loss,1,,,,,
player,201010310cin,cin,MauaRe99,qb_hits,0,,,,,
player,201010310cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201010310cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201010310cin,cin,NelsRe99,def_int,0,,,,,
player,201010310cin,cin,NelsRe99,def_int_yds,0,,,,,
player,201010310cin,cin,NelsRe99,def_int_td,0,,,,,
player,201010310cin,cin,NelsRe99,def_int_long,0,,,,,
player,201010310cin,cin,NelsRe99,pass_defended,0,,,,,
player,201010310cin,cin,NelsRe99,sacks,0.0,,,,,
player,201010310cin,cin,NelsRe99,tackles_combined,6,,,,,
player,201010310cin,cin,NelsRe99,tackles_solo,4,,,,,
player,201010310cin,cin,NelsRe99,tackles_assists,2,,,,,
player,201010310cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201010310cin,cin,NelsRe99,qb_hits,0,,,,,
player,201010310cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201010310cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201010310cin,cin,JoneDh20,def_int,0,,,,,
player,201010310cin,cin,JoneDh20,def_int_yds,0,,,,,
player,201010310cin,cin,JoneDh20,def_int_td,0,,,,,
player,201010310cin,cin,JoneDh20,def_int_long,0,,,,,
player,201010310cin,cin,JoneDh20,pass_defended,0,,,,,
player,201010310cin,cin,JoneDh20,sacks,0.0,,,,,
player,201010310cin,cin,JoneDh20,tackles_combined,5,,,,,
player,201010310cin,cin,JoneDh20,tackles_solo,4,,,,,
player,201010310cin,cin,JoneDh20,tackles_assists,1,,,,,
player,201010310cin,cin,JoneDh20,tackles_loss,0,,,,,
player,201010310cin,cin,JoneDh20,qb_hits,0,,,,,
player,201010310cin,cin,JoneDh20,fumbles_rec,0,,,,,
player,201010310cin,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201010310cin,cin,JoneDh20,fumbles_forced,0,,,,,
player,201010310cin,cin,RiveKe99,def_int,0,,,,,
player,201010310cin,cin,RiveKe99,def_int_yds,0,,,,,
player,201010310cin,cin,RiveKe99,def_int_td,0,,,,,
player,201010310cin,cin,RiveKe99,def_int_long,0,,,,,
player,201010310cin,cin,RiveKe99,pass_defended,1,,,,,
player,201010310cin,cin,RiveKe99,sacks,0.0,,,,,
player,201010310cin,cin,RiveKe99,tackles_combined,4,,,,,
player,201010310cin,cin,RiveKe99,tackles_solo,2,,,,,
player,201010310cin,cin,RiveKe99,tackles_assists,2,,,,,
player,201010310cin,cin,RiveKe99,tackles_loss,0,,,,,
player,201010310cin,cin,RiveKe99,qb_hits,0,,,,,
player,201010310cin,cin,RiveKe99,fumbles_rec,0,,,,,
player,201010310cin,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,RiveKe99,fumbles_forced,0,,,,,
player,201010310cin,cin,RuckFr99,def_int,0,,,,,
player,201010310cin,cin,RuckFr99,def_int_yds,0,,,,,
player,201010310cin,cin,RuckFr99,def_int_td,0,,,,,
player,201010310cin,cin,RuckFr99,def_int_long,0,,,,,
player,201010310cin,cin,RuckFr99,pass_defended,0,,,,,
player,201010310cin,cin,RuckFr99,sacks,0.0,,,,,
player,201010310cin,cin,RuckFr99,tackles_combined,4,,,,,
player,201010310cin,cin,RuckFr99,tackles_solo,1,,,,,
player,201010310cin,cin,RuckFr99,tackles_assists,3,,,,,
player,201010310cin,cin,RuckFr99,tackles_loss,0,,,,,
player,201010310cin,cin,RuckFr99,qb_hits,0,,,,,
player,201010310cin,cin,RuckFr99,fumbles_rec,0,,,,,
player,201010310cin,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,RuckFr99,fumbles_forced,0,,,,,
player,201010310cin,cin,CrocCh20,def_int,0,,,,,
player,201010310cin,cin,CrocCh20,def_int_yds,0,,,,,
player,201010310cin,cin,CrocCh20,def_int_td,0,,,,,
player,201010310cin,cin,CrocCh20,def_int_long,0,,,,,
player,201010310cin,cin,CrocCh20,pass_defended,1,,,,,
player,201010310cin,cin,CrocCh20,sacks,0.0,,,,,
player,201010310cin,cin,CrocCh20,tackles_combined,3,,,,,
player,201010310cin,cin,CrocCh20,tackles_solo,3,,,,,
player,201010310cin,cin,CrocCh20,tackles_assists,0,,,,,
player,201010310cin,cin,CrocCh20,tackles_loss,0,,,,,
player,201010310cin,cin,CrocCh20,qb_hits,0,,,,,
player,201010310cin,cin,CrocCh20,fumbles_rec,0,,,,,
player,201010310cin,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201010310cin,cin,CrocCh20,fumbles_forced,0,,,,,
player,201010310cin,cin,SimsPa99,def_int,0,,,,,
player,201010310cin,cin,SimsPa99,def_int_yds,0,,,,,
player,201010310cin,cin,SimsPa99,def_int_td,0,,,,,
player,201010310cin,cin,SimsPa99,def_int_long,0,,,,,
player,201010310cin,cin,SimsPa99,pass_defended,0,,,,,
player,201010310cin,cin,SimsPa99,sacks,0.0,,,,,
player,201010310cin,cin,SimsPa99,tackles_combined,3,,,,,
player,201010310cin,cin,SimsPa99,tackles_solo,2,,,,,
player,201010310cin,cin,SimsPa99,tackles_assists,1,,,,,
player,201010310cin,cin,SimsPa99,tackles_loss,0,,,,,
player,201010310cin,cin,SimsPa99,qb_hits,0,,,,,
player,201010310cin,cin,SimsPa99,fumbles_rec,0,,,,,
player,201010310cin,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,SimsPa99,fumbles_forced,0,,,,,
player,201010310cin,cin,DunlCa99,def_int,0,,,,,
player,201010310cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201010310cin,cin,DunlCa99,def_int_td,0,,,,,
player,201010310cin,cin,DunlCa99,def_int_long,0,,,,,
player,201010310cin,cin,DunlCa99,pass_defended,0,,,,,
player,201010310cin,cin,DunlCa99,sacks,0.0,,,,,
player,201010310cin,cin,DunlCa99,tackles_combined,2,,,,,
player,201010310cin,cin,DunlCa99,tackles_solo,2,,,,,
player,201010310cin,cin,DunlCa99,tackles_assists,0,,,,,
player,201010310cin,cin,DunlCa99,tackles_loss,0,,,,,
player,201010310cin,cin,DunlCa99,qb_hits,0,,,,,
player,201010310cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201010310cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201010310cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201010310cin,cin,HallLe98,def_int,0,,,,,
player,201010310cin,cin,HallLe98,def_int_yds,0,,,,,
player,201010310cin,cin,HallLe98,def_int_td,0,,,,,
player,201010310cin,cin,HallLe98,def_int_long,0,,,,,
player,201010310cin,cin,HallLe98,pass_defended,0,,,,,
player,201010310cin,cin,HallLe98,sacks,0.0,,,,,
player,201010310cin,cin,HallLe98,tackles_combined,2,,,,,
player,201010310cin,cin,HallLe98,tackles_solo,2,,,,,
player,201010310cin,cin,HallLe98,tackles_assists,0,,,,,
player,201010310cin,cin,HallLe98,tackles_loss,0,,,,,
player,201010310cin,cin,HallLe98,qb_hits,0,,,,,
player,201010310cin,cin,HallLe98,fumbles_rec,0,,,,,
player,201010310cin,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201010310cin,cin,HallLe98,fumbles_forced,0,,,,,
player,201010310cin,cin,JohnMi98,def_int,0,,,,,
player,201010310cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201010310cin,cin,JohnMi98,def_int_td,0,,,,,
player,201010310cin,cin,JohnMi98,def_int_long,0,,,,,
player,201010310cin,cin,JohnMi98,pass_defended,0,,,,,
player,201010310cin,cin,JohnMi98,sacks,0.0,,,,,
player,201010310cin,cin,JohnMi98,tackles_combined,2,,,,,
player,201010310cin,cin,JohnMi98,tackles_solo,2,,,,,
player,201010310cin,cin,JohnMi98,tackles_assists,0,,,,,
player,201010310cin,cin,JohnMi98,tackles_loss,0,,,,,
player,201010310cin,cin,JohnMi98,qb_hits,0,,,,,
player,201010310cin,cin,JohnMi98,fumbles_rec,1,,,,,
player,201010310cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201010310cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201010310cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201010310cin,cin,JohnBr20,def_int,0,,,,,
player,201010310cin,cin,JohnBr20,def_int_yds,0,,,,,
