game,2010,14,20101212,201012120dal,phi,"Philadelphia Eagles",30,dal,"Dallas Cowboys",27
team,201012120dal,phi,First Downs,18,,,,,,
team,201012120dal,dal,First Downs,22,,,,,,
team,201012120dal,phi,Rush-Yds-TDs,27-171-1,,,,,,
team,201012120dal,dal,Rush-Yds-TDs,24-110-1,,,,,,
team,201012120dal,phi,Cmp-Att-Yd-TD-INT,16-26-270-2-2,,,,,,
team,201012120dal,dal,Cmp-Att-Yd-TD-INT,24-35-242-2-2,,,,,,
team,201012120dal,phi,Sacked-Yards,2-12,,,,,,
team,201012120dal,dal,Sacked-Yards,1-3,,,,,,
team,201012120dal,phi,Net Pass Yards,258,,,,,,
team,201012120dal,dal,Net Pass Yards,239,,,,,,
team,201012120dal,phi,Total Yards,429,,,,,,
team,201012120dal,dal,Total Yards,349,,,,,,
team,201012120dal,phi,Fumbles-Lost,0-0,,,,,,
team,201012120dal,dal,Fumbles-Lost,1-0,,,,,,
team,201012120dal,phi,Turnovers,2,,,,,,
team,201012120dal,dal,Turnovers,2,,,,,,
team,201012120dal,phi,Penalties-Yards,6-59,,,,,,
team,201012120dal,dal,Penalties-Yards,5-40,,,,,,
team,201012120dal,phi,Third Down Conv.,4-11,,,,,,
team,201012120dal,dal,Third Down Conv.,3-11,,,,,,
team,201012120dal,phi,Fourth Down Conv.,1-1,,,,,,
team,201012120dal,dal,Fourth Down Conv.,1-1,,,,,,
team,201012120dal,phi,Time of Possession,27:51,,,,,,
team,201012120dal,dal,Time of Possession,32:09,,,,,,
player,201012120dal,phi,VickMi00,pass_cmp,16,,,,,
player,201012120dal,phi,VickMi00,pass_att,26,,,,,
player,201012120dal,phi,VickMi00,pass_yds,270,,,,,
player,201012120dal,phi,VickMi00,pass_td,2,,,,,
player,201012120dal,phi,VickMi00,pass_int,2,,,,,
player,201012120dal,phi,VickMi00,pass_sacked,2,,,,,
player,201012120dal,phi,VickMi00,pass_sacked_yds,12,,,,,
player,201012120dal,phi,VickMi00,pass_long,91,,,,,
player,201012120dal,phi,VickMi00,pass_rating,90.2,,,,,
player,201012120dal,phi,VickMi00,rush_att,8,,,,,
player,201012120dal,phi,VickMi00,rush_yds,16,,,,,
player,201012120dal,phi,VickMi00,rush_td,1,,,,,
player,201012120dal,phi,VickMi00,rush_long,9,,,,,
player,201012120dal,phi,VickMi00,targets,0,,,,,
player,201012120dal,phi,VickMi00,rec,0,,,,,
player,201012120dal,phi,VickMi00,rec_yds,0,,,,,
player,201012120dal,phi,VickMi00,rec_td,0,,,,,
player,201012120dal,phi,VickMi00,rec_long,0,,,,,
player,201012120dal,phi,VickMi00,fumbles,0,,,,,
player,201012120dal,phi,VickMi00,fumbles_lost,,,,,,
player,201012120dal,phi,McCoLe01,pass_cmp,0,,,,,
player,201012120dal,phi,McCoLe01,pass_att,0,,,,,
player,201012120dal,phi,McCoLe01,pass_yds,0,,,,,
player,201012120dal,phi,McCoLe01,pass_td,0,,,,,
player,201012120dal,phi,McCoLe01,pass_int,0,,,,,
player,201012120dal,phi,McCoLe01,pass_sacked,,,,,,
player,201012120dal,phi,McCoLe01,pass_sacked_yds,,,,,,
player,201012120dal,phi,McCoLe01,pass_long,0,,,,,
player,201012120dal,phi,McCoLe01,pass_rating,,,,,,
player,201012120dal,phi,McCoLe01,rush_att,16,,,,,
