game,2010,17,20110102,201101020atl,car,"Carolina Panthers",10,atl,"Atlanta Falcons",31
team,201101020atl,car,First Downs,12,,,,,,
team,201101020atl,atl,First Downs,24,,,,,,
team,201101020atl,car,Rush-Yds-TDs,19-137-0,,,,,,
team,201101020atl,atl,Rush-Yds-TDs,32-99-1,,,,,,
team,201101020atl,car,Cmp-Att-Yd-TD-INT,19-34-182-1-1,,,,,,
team,201101020atl,atl,Cmp-Att-Yd-TD-INT,26-38-256-2-0,,,,,,
team,201101020atl,car,Sacked-Yards,3-28,,,,,,
team,201101020atl,atl,Sacked-Yards,1-3,,,,,,
team,201101020atl,car,Net Pass Yards,154,,,,,,
team,201101020atl,atl,Net Pass Yards,253,,,,,,
team,201101020atl,car,Total Yards,291,,,,,,
team,201101020atl,atl,Total Yards,352,,,,,,
team,201101020atl,car,Fumbles-Lost,4-1,,,,,,
team,201101020atl,atl,Fumbles-Lost,2-1,,,,,,
team,201101020atl,car,Turnovers,2,,,,,,
team,201101020atl,atl,Turnovers,1,,,,,,
team,201101020atl,car,Penalties-Yards,10-97,,,,,,
team,201101020atl,atl,Penalties-Yards,4-20,,,,,,
team,201101020atl,car,Third Down Conv.,3-13,,,,,,
team,201101020atl,atl,Third Down Conv.,4-11,,,,,,
team,201101020atl,car,Fourth Down Conv.,0-1,,,,,,
team,201101020atl,atl,Fourth Down Conv.,0-2,,,,,,
team,201101020atl,car,Time of Possession,24:30,,,,,,
team,201101020atl,atl,Time of Possession,35:30,,,,,,
player,201101020atl,car,ClauJi00,pass_cmp,19,,,,,
player,201101020atl,car,ClauJi00,pass_att,33,,,,,
player,201101020atl,car,ClauJi00,pass_yds,182,,,,,
player,201101020atl,car,ClauJi00,pass_td,1,,,,,
player,201101020atl,car,ClauJi00,pass_int,1,,,,,
player,201101020atl,car,ClauJi00,pass_sacked,3,,,,,
player,201101020atl,car,ClauJi00,pass_sacked_yds,28,,,,,
player,201101020atl,car,ClauJi00,pass_long,31,,,,,
player,201101020atl,car,ClauJi00,pass_rating,70.5,,,,,
player,201101020atl,car,ClauJi00,rush_att,0,,,,,
player,201101020atl,car,ClauJi00,rush_yds,0,,,,,
player,201101020atl,car,ClauJi00,rush_td,0,,,,,
player,201101020atl,car,ClauJi00,rush_long,0,,,,,
player,201101020atl,car,ClauJi00,targets,0,,,,,
player,201101020atl,car,ClauJi00,rec,0,,,,,
player,201101020atl,car,ClauJi00,rec_yds,0,,,,,
player,201101020atl,car,ClauJi00,rec_td,0,,,,,
player,201101020atl,car,ClauJi00,rec_long,0,,,,,
player,201101020atl,car,ClauJi00,fumbles,1,,,,,
player,201101020atl,car,ClauJi00,fumbles_lost,0,,,,,
