game,2010,11,20101121,201011210oti,was,"Washington Redskins",19,oti,"Tennessee Titans",16
player,201011210oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201011210oti,oti,MoutRy99,def_int,0,,,,,
player,201011210oti,oti,MoutRy99,def_int_yds,0,,,,,
player,201011210oti,oti,MoutRy99,def_int_td,0,,,,,
player,201011210oti,oti,MoutRy99,def_int_long,0,,,,,
player,201011210oti,oti,MoutRy99,pass_defended,0,,,,,
player,201011210oti,oti,MoutRy99,sacks,0.0,,,,,
player,201011210oti,oti,MoutRy99,tackles_combined,3,,,,,
player,201011210oti,oti,MoutRy99,tackles_solo,2,,,,,
player,201011210oti,oti,MoutRy99,tackles_assists,1,,,,,
player,201011210oti,oti,MoutRy99,tackles_loss,0,,,,,
player,201011210oti,oti,MoutRy99,qb_hits,0,,,,,
player,201011210oti,oti,MoutRy99,fumbles_rec,0,,,,,
player,201011210oti,oti,MoutRy99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,MoutRy99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,MoutRy99,fumbles_forced,0,,,,,
player,201011210oti,oti,BailPa99,def_int,0,,,,,
player,201011210oti,oti,BailPa99,def_int_yds,0,,,,,
player,201011210oti,oti,BailPa99,def_int_td,0,,,,,
player,201011210oti,oti,BailPa99,def_int_long,0,,,,,
player,201011210oti,oti,BailPa99,pass_defended,0,,,,,
player,201011210oti,oti,BailPa99,sacks,0.0,,,,,
player,201011210oti,oti,BailPa99,tackles_combined,2,,,,,
player,201011210oti,oti,BailPa99,tackles_solo,2,,,,,
player,201011210oti,oti,BailPa99,tackles_assists,0,,,,,
player,201011210oti,oti,BailPa99,tackles_loss,0,,,,,
player,201011210oti,oti,BailPa99,qb_hits,0,,,,,
player,201011210oti,oti,BailPa99,fumbles_rec,0,,,,,
player,201011210oti,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,BailPa99,fumbles_forced,0,,,,,
player,201011210oti,oti,MarkSe99,def_int,0,,,,,
player,201011210oti,oti,MarkSe99,def_int_yds,0,,,,,
player,201011210oti,oti,MarkSe99,def_int_td,0,,,,,
player,201011210oti,oti,MarkSe99,def_int_long,0,,,,,
player,201011210oti,oti,MarkSe99,pass_defended,0,,,,,
player,201011210oti,oti,MarkSe99,sacks,0.0,,,,,
player,201011210oti,oti,MarkSe99,tackles_combined,2,,,,,
player,201011210oti,oti,MarkSe99,tackles_solo,0,,,,,
player,201011210oti,oti,MarkSe99,tackles_assists,2,,,,,
player,201011210oti,oti,MarkSe99,tackles_loss,0,,,,,
player,201011210oti,oti,MarkSe99,qb_hits,1,,,,,
player,201011210oti,oti,MarkSe99,fumbles_rec,0,,,,,
player,201011210oti,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,MarkSe99,fumbles_forced,0,,,,,
player,201011210oti,oti,ShawTi99,def_int,0,,,,,
player,201011210oti,oti,ShawTi99,def_int_yds,0,,,,,
player,201011210oti,oti,ShawTi99,def_int_td,0,,,,,
player,201011210oti,oti,ShawTi99,def_int_long,0,,,,,
player,201011210oti,oti,ShawTi99,pass_defended,0,,,,,
player,201011210oti,oti,ShawTi99,sacks,0.0,,,,,
player,201011210oti,oti,ShawTi99,tackles_combined,2,,,,,
player,201011210oti,oti,ShawTi99,tackles_solo,1,,,,,
player,201011210oti,oti,ShawTi99,tackles_assists,1,,,,,
player,201011210oti,oti,ShawTi99,tackles_loss,0,,,,,
player,201011210oti,oti,ShawTi99,qb_hits,0,,,,,
player,201011210oti,oti,ShawTi99,fumbles_rec,0,,,,,
player,201011210oti,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,ShawTi99,fumbles_forced,0,,,,,
player,201011210oti,oti,BrowTo25,def_int,0,,,,,
player,201011210oti,oti,BrowTo25,def_int_yds,0,,,,,
player,201011210oti,oti,BrowTo25,def_int_td,0,,,,,
player,201011210oti,oti,BrowTo25,def_int_long,0,,,,,
player,201011210oti,oti,BrowTo25,pass_defended,0,,,,,
player,201011210oti,oti,BrowTo25,sacks,0.0,,,,,
player,201011210oti,oti,BrowTo25,tackles_combined,1,,,,,
player,201011210oti,oti,BrowTo25,tackles_solo,1,,,,,
player,201011210oti,oti,BrowTo25,tackles_assists,0,,,,,
player,201011210oti,oti,BrowTo25,tackles_loss,0,,,,,
player,201011210oti,oti,BrowTo25,qb_hits,0,,,,,
player,201011210oti,oti,BrowTo25,fumbles_rec,0,,,,,
player,201011210oti,oti,BrowTo25,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,BrowTo25,fumbles_rec_td,0,,,,,
player,201011210oti,oti,BrowTo25,fumbles_forced,0,,,,,
player,201011210oti,oti,CurrRe99,def_int,0,,,,,
player,201011210oti,oti,CurrRe99,def_int_yds,0,,,,,
player,201011210oti,oti,CurrRe99,def_int_td,0,,,,,
player,201011210oti,oti,CurrRe99,def_int_long,0,,,,,
player,201011210oti,oti,CurrRe99,pass_defended,0,,,,,
player,201011210oti,oti,CurrRe99,sacks,0.0,,,,,
player,201011210oti,oti,CurrRe99,tackles_combined,1,,,,,
player,201011210oti,oti,CurrRe99,tackles_solo,1,,,,,
player,201011210oti,oti,CurrRe99,tackles_assists,0,,,,,
player,201011210oti,oti,CurrRe99,tackles_loss,0,,,,,
player,201011210oti,oti,CurrRe99,qb_hits,0,,,,,
player,201011210oti,oti,CurrRe99,fumbles_rec,0,,,,,
player,201011210oti,oti,CurrRe99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,CurrRe99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,CurrRe99,fumbles_forced,0,,,,,
player,201011210oti,oti,HawkLa00,def_int,0,,,,,
player,201011210oti,oti,HawkLa00,def_int_yds,0,,,,,
player,201011210oti,oti,HawkLa00,def_int_td,0,,,,,
player,201011210oti,oti,HawkLa00,def_int_long,0,,,,,
player,201011210oti,oti,HawkLa00,pass_defended,0,,,,,
player,201011210oti,oti,HawkLa00,sacks,0.0,,,,,
player,201011210oti,oti,HawkLa00,tackles_combined,1,,,,,
player,201011210oti,oti,HawkLa00,tackles_solo,1,,,,,
player,201011210oti,oti,HawkLa00,tackles_assists,0,,,,,
player,201011210oti,oti,HawkLa00,tackles_loss,0,,,,,
player,201011210oti,oti,HawkLa00,qb_hits,0,,,,,
player,201011210oti,oti,HawkLa00,fumbles_rec,0,,,,,
player,201011210oti,oti,HawkLa00,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,HawkLa00,fumbles_rec_td,0,,,,,
player,201011210oti,oti,HawkLa00,fumbles_forced,0,,,,,
player,201011210oti,was,BankBr00,kick_ret,5,,,,,
player,201011210oti,was,BankBr00,kick_ret_yds,120,,,,,
player,201011210oti,was,BankBr00,kick_ret_yds_per_ret,24.0,,,,,
player,201011210oti,was,BankBr00,kick_ret_td,0,,,,,
player,201011210oti,was,BankBr00,kick_ret_long,34,,,,,
player,201011210oti,was,BankBr00,punt_ret,1,,,,,
player,201011210oti,was,BankBr00,punt_ret_yds,12,,,,,
player,201011210oti,was,BankBr00,punt_ret_yds_per_ret,12.0,,,,,
player,201011210oti,was,BankBr00,punt_ret_td,0,,,,,
player,201011210oti,was,BankBr00,punt_ret_long,12,,,,,
player,201011210oti,oti,MariMa00,kick_ret,3,,,,,
player,201011210oti,oti,MariMa00,kick_ret_yds,82,,,,,
player,201011210oti,oti,MariMa00,kick_ret_yds_per_ret,27.3,,,,,
player,201011210oti,oti,MariMa00,kick_ret_td,0,,,,,
player,201011210oti,oti,MariMa00,kick_ret_long,30,,,,,
player,201011210oti,oti,MariMa00,punt_ret,1,,,,,
player,201011210oti,oti,MariMa00,punt_ret_yds,87,,,,,
player,201011210oti,oti,MariMa00,punt_ret_yds_per_ret,87.0,,,,,
player,201011210oti,oti,MariMa00,punt_ret_td,1,,,,,
player,201011210oti,oti,MariMa00,punt_ret_long,87,,,,,
player,201011210oti,was,GanoGr44,xpm,1,,,,,
player,201011210oti,was,GanoGr44,xpa,1,,,,,
player,201011210oti,was,GanoGr44,fgm,4,,,,,
player,201011210oti,was,GanoGr44,fga,6,,,,,
player,201011210oti,was,GanoGr44,punt,0,,,,,
player,201011210oti,was,GanoGr44,punt_yds,0,,,,,
player,201011210oti,was,GanoGr44,punt_yds_per_punt,,,,,,
player,201011210oti,was,GanoGr44,punt_long,0,,,,,
player,201011210oti,was,SmitHu21,xpm,,,,,,
player,201011210oti,was,SmitHu21,xpa,,,,,,
player,201011210oti,was,SmitHu21,fgm,,,,,,
player,201011210oti,was,SmitHu21,fga,,,,,,
player,201011210oti,was,SmitHu21,punt,4,,,,,
player,201011210oti,was,SmitHu21,punt_yds,126,,,,,
player,201011210oti,was,SmitHu21,punt_yds_per_punt,31.5,,,,,
player,201011210oti,was,SmitHu21,punt_long,45,,,,,
player,201011210oti,oti,bironrob01,xpm,1,,,,,
player,201011210oti,oti,bironrob01,xpa,1,,,,,
player,201011210oti,oti,bironrob01,fgm,3,,,,,
player,201011210oti,oti,bironrob01,fga,3,,,,,
player,201011210oti,oti,bironrob01,punt,0,,,,,
player,201011210oti,oti,bironrob01,punt_yds,0,,,,,
player,201011210oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201011210oti,oti,bironrob01,punt_long,0,,,,,
player,201011210oti,oti,KernBr20,xpm,,,,,,
player,201011210oti,oti,KernBr20,xpa,,,,,,
player,201011210oti,oti,KernBr20,fgm,,,,,,
player,201011210oti,oti,KernBr20,fga,,,,,,
player,201011210oti,oti,KernBr20,punt,5,,,,,
player,201011210oti,oti,KernBr20,punt_yds,169,,,,,
player,201011210oti,oti,KernBr20,punt_yds_per_punt,33.8,,,,,
player,201011210oti,oti,KernBr20,punt_long,51,,,,,
