game,2010,3,20100926,201009260rav,cle,"Cleveland Browns",17,rav,"Baltimore Ravens",24
team,201009260rav,cle,First Downs,18,,,,,,
team,201009260rav,rav,First Downs,19,,,,,,
team,201009260rav,cle,Rush-Yds-TDs,29-173-1,,,,,,
team,201009260rav,rav,Rush-Yds-TDs,27-109-0,,,,,,
team,201009260rav,cle,Cmp-Att-Yd-TD-INT,18-24-141-1-0,,,,,,
team,201009260rav,rav,Cmp-Att-Yd-TD-INT,23-32-256-3-0,,,,,,
team,201009260rav,cle,Sacked-Yards,2-10,,,,,,
team,201009260rav,rav,Sacked-Yards,0-0,,,,,,
team,201009260rav,cle,Net Pass Yards,131,,,,,,
team,201009260rav,rav,Net Pass Yards,256,,,,,,
team,201009260rav,cle,Total Yards,304,,,,,,
team,201009260rav,rav,Total Yards,365,,,,,,
team,201009260rav,cle,Fumbles-Lost,1-0,,,,,,
team,201009260rav,rav,Fumbles-Lost,0-0,,,,,,
team,201009260rav,cle,Turnovers,0,,,,,,
team,201009260rav,rav,Turnovers,0,,,,,,
team,201009260rav,cle,Penalties-Yards,8-60,,,,,,
team,201009260rav,rav,Penalties-Yards,8-60,,,,,,
team,201009260rav,cle,Third Down Conv.,4-11,,,,,,
team,201009260rav,rav,Third Down Conv.,6-12,,,,,,
team,201009260rav,cle,Fourth Down Conv.,0-0,,,,,,
team,201009260rav,rav,Fourth Down Conv.,0-0,,,,,,
team,201009260rav,cle,Time of Possession,29:52,,,,,,
team,201009260rav,rav,Time of Possession,30:08,,,,,,
player,201009260rav,cle,WallSe00,pass_cmp,18,,,,,
player,201009260rav,cle,WallSe00,pass_att,24,,,,,
player,201009260rav,cle,WallSe00,pass_yds,141,,,,,
player,201009260rav,cle,WallSe00,pass_td,1,,,,,
player,201009260rav,cle,WallSe00,pass_int,0,,,,,
player,201009260rav,cle,WallSe00,pass_sacked,2,,,,,
player,201009260rav,cle,WallSe00,pass_sacked_yds,10,,,,,
player,201009260rav,cle,WallSe00,pass_long,20,,,,,
player,201009260rav,cle,WallSe00,pass_rating,103.0,,,,,
player,201009260rav,cle,WallSe00,rush_att,1,,,,,
player,201009260rav,cle,WallSe00,rush_yds,0,,,,,
player,201009260rav,cle,WallSe00,rush_td,0,,,,,
player,201009260rav,cle,WallSe00,rush_long,0,,,,,
player,201009260rav,cle,WallSe00,targets,0,,,,,
player,201009260rav,cle,WallSe00,rec,0,,,,,
player,201009260rav,cle,WallSe00,rec_yds,0,,,,,
player,201009260rav,cle,WallSe00,rec_td,0,,,,,
player,201009260rav,cle,WallSe00,rec_long,0,,,,,
player,201009260rav,cle,WallSe00,fumbles,1,,,,,
player,201009260rav,cle,WallSe00,fumbles_lost,0,,,,,
player,201009260rav,cle,HillPe00,pass_cmp,0,,,,,
player,201009260rav,cle,HillPe00,pass_att,0,,,,,
player,201009260rav,cle,HillPe00,pass_yds,0,,,,,
player,201009260rav,cle,HillPe00,pass_td,0,,,,,
player,201009260rav,cle,HillPe00,pass_int,0,,,,,
player,201009260rav,cle,HillPe00,pass_sacked,0,,,,,
player,201009260rav,cle,HillPe00,pass_sacked_yds,,,,,,
player,201009260rav,cle,HillPe00,pass_long,0,,,,,
player,201009260rav,cle,HillPe00,pass_rating,,,,,,
player,201009260rav,cle,HillPe00,rush_att,22,,,,,
player,201009260rav,cle,HillPe00,rush_yds,144,,,,,
player,201009260rav,cle,HillPe00,rush_td,1,,,,,
player,201009260rav,cle,HillPe00,rush_long,48,,,,,
player,201009260rav,cle,HillPe00,targets,8,,,,,
player,201009260rav,cle,HillPe00,rec,7,,,,,
player,201009260rav,cle,HillPe00,rec_yds,36,,,,,
player,201009260rav,cle,HillPe00,rec_td,0,,,,,
player,201009260rav,cle,HillPe00,rec_long,11,,,,,
player,201009260rav,cle,HillPe00,fumbles,0,,,,,
player,201009260rav,cle,HillPe00,fumbles_lost,,,,,,
player,201009260rav,cle,CribJo01,pass_cmp,0,,,,,
player,201009260rav,cle,CribJo01,pass_att,0,,,,,
player,201009260rav,cle,CribJo01,pass_yds,0,,,,,
player,201009260rav,cle,CribJo01,pass_td,0,,,,,
player,201009260rav,cle,CribJo01,pass_int,0,,,,,
player,201009260rav,cle,CribJo01,pass_sacked,0,,,,,
player,201009260rav,cle,CribJo01,pass_sacked_yds,,,,,,
player,201009260rav,cle,CribJo01,pass_long,0,,,,,
player,201009260rav,cle,CribJo01,pass_rating,,,,,,
player,201009260rav,cle,CribJo01,rush_att,2,,,,,
player,201009260rav,cle,CribJo01,rush_yds,20,,,,,
player,201009260rav,cle,CribJo01,rush_td,0,,,,,
player,201009260rav,cle,CribJo01,rush_long,19,,,,,
player,201009260rav,cle,CribJo01,targets,8,,,,,
player,201009260rav,cle,CribJo01,rec,5,,,,,
player,201009260rav,cle,CribJo01,rec_yds,58,,,,,
player,201009260rav,cle,CribJo01,rec_td,0,,,,,
player,201009260rav,cle,CribJo01,rec_long,20,,,,,
player,201009260rav,cle,CribJo01,fumbles,0,,,,,
player,201009260rav,cle,CribJo01,fumbles_lost,,,,,,
player,201009260rav,cle,DaviJa03,pass_cmp,0,,,,,
player,201009260rav,cle,DaviJa03,pass_att,0,,,,,
player,201009260rav,cle,DaviJa03,pass_yds,0,,,,,
player,201009260rav,cle,DaviJa03,pass_td,0,,,,,
player,201009260rav,cle,DaviJa03,pass_int,0,,,,,
player,201009260rav,cle,DaviJa03,pass_sacked,,,,,,
player,201009260rav,cle,DaviJa03,pass_sacked_yds,,,,,,
player,201009260rav,cle,DaviJa03,pass_long,0,,,,,
player,201009260rav,cle,DaviJa03,pass_rating,,,,,,
player,201009260rav,cle,DaviJa03,rush_att,4,,,,,
player,201009260rav,cle,DaviJa03,rush_yds,9,,,,,
player,201009260rav,cle,DaviJa03,rush_td,0,,,,,
player,201009260rav,cle,DaviJa03,rush_long,4,,,,,
player,201009260rav,cle,DaviJa03,targets,0,,,,,
